Time	BodyY	BodyZ	BodyX	
0.538	0.05701015	-0.1175601	7.128559E-08	
0.539	0.05700938	-0.1175587	7.126843E-08	
0.54	0.05700861	-0.1175573	7.124944E-08	
0.541	0.05700783	-0.1175559	7.122738E-08	
0.5420001	0.05700706	-0.1175544	7.119947E-08	
0.543	0.05700628	-0.1175529	7.116721E-08	
0.544	0.05700551	-0.1175514	7.113274E-08	
0.545	0.05700475	-0.1175499	7.109729E-08	
0.546	0.05700398	-0.1175483	7.106154E-08	
0.5470001	0.05700323	-0.1175467	7.10232E-08	
0.548	0.05700247	-0.1175452	7.10085E-08	
0.549	0.05700174	-0.1175436	7.099754E-08	
0.55	0.057001	-0.1175421	7.09844E-08	
0.551	0.05700028	-0.1175405	7.09683E-08	
0.552	0.05699957	-0.1175389	7.094635E-08	
0.553	0.05699887	-0.1175374	7.091996E-08	
0.554	0.05699819	-0.1175358	7.089127E-08	
0.555	0.05699752	-0.1175343	7.086137E-08	
0.5560001	0.05699686	-0.1175328	7.082814E-08	
0.557	0.05699622	-0.1175314	7.079247E-08	
0.558	0.05699559	-0.1175299	7.075602E-08	
0.559	0.05699498	-0.1175285	7.074546E-08	
0.56	0.05699439	-0.1175271	7.073977E-08	
0.561	0.05699382	-0.1175257	7.073304E-08	
0.562	0.05699326	-0.1175243	7.072062E-08	
0.563	0.05699273	-0.117523	7.070309E-08	
0.564	0.05699221	-0.1175217	7.06825E-08	
0.565	0.05699171	-0.1175205	7.066006E-08	
0.566	0.05699123	-0.1175193	7.063677E-08	
0.567	0.05699076	-0.1175181	7.061004E-08	
0.568	0.05699032	-0.1175169	7.05811E-08	
0.569	0.0569899	-0.1175158	7.055149E-08	
0.5700001	0.05698949	-0.1175148	7.052257E-08	
0.571	0.05698911	-0.1175138	7.049487E-08	
0.572	0.05698875	-0.1175128	7.046533E-08	
0.573	0.0569884	-0.1175119	7.046005E-08	
0.574	0.05698808	-0.117511	7.045912E-08	
0.575	0.05698777	-0.1175102	7.045653E-08	
0.576	0.05698749	-0.1175094	7.045095E-08	
0.577	0.05698723	-0.1175086	7.043933E-08	
0.578	0.05698698	-0.1175079	7.042352E-08	
0.5790001	0.05698676	-0.1175072	7.040511E-08	
0.58	0.05698655	-0.1175066	7.038545E-08	
0.581	0.05698637	-0.1175061	7.036569E-08	
0.582	0.0569862	-0.1175055	7.034282E-08	
0.583	0.05698605	-0.1175051	7.031787E-08	
0.5840001	0.05698592	-0.1175046	7.029234E-08	
0.585	0.05698581	-0.1175042	7.02672E-08	
0.586	0.05698571	-0.1175039	7.024301E-08	
0.587	0.05698564	-0.1175036	7.02202E-08	
0.588	0.05698558	-0.1175033	7.02212E-08	
0.589	0.05698553	-0.1175031	7.022575E-08	
0.59	0.05698551	-0.117503	7.022779E-08	
0.591	0.0569855	-0.1175028	7.022626E-08	
0.592	0.05698551	-0.1175027	7.022195E-08	
0.5930001	0.05698553	-0.1175027	7.021232E-08	
0.594	0.05698557	-0.1175027	7.019904E-08	
0.595	0.05698562	-0.1175027	7.018399E-08	
0.596	0.05698569	-0.1175028	7.016811E-08	
0.597	0.05698577	-0.1175029	7.015243E-08	
0.598	0.05698586	-0.117503	7.013433E-08	
0.599	0.05698597	-0.1175032	7.01146E-08	
0.6	0.05698609	-0.1175034	7.009434E-08	
0.601	0.05698622	-0.1175037	7.007451E-08	
0.6020001	0.05698636	-0.1175039	7.005545E-08	
0.603	0.05698651	-0.1175043	7.003768E-08	
0.604	0.05698667	-0.1175046	7.001813E-08	
0.605	0.05698684	-0.117505	6.999763E-08	
0.606	0.05698702	-0.1175053	6.997689E-08	
0.6070001	0.05698721	-0.1175058	6.998215E-08	
0.608	0.0569874	-0.1175062	6.999281E-08	
0.609	0.05698761	-0.1175067	7.000236E-08	
0.61	0.05698782	-0.1175072	7.00058E-08	
0.611	0.05698804	-0.1175077	7.000371E-08	
0.612	0.05698827	-0.1175082	6.999817E-08	
0.613	0.0569885	-0.1175088	6.999076E-08	
0.614	0.05698873	-0.1175094	6.998226E-08	
0.615	0.05698897	-0.11751	6.996992E-08	
0.6160001	0.05698922	-0.1175106	6.995476E-08	
0.617	0.05698947	-0.1175112	6.993849E-08	
0.618	0.05698972	-0.1175118	6.992249E-08	
0.619	0.05698998	-0.1175125	6.990714E-08	
0.62	0.05699023	-0.1175132	6.989281E-08	
0.6210001	0.05699049	-0.1175138	6.988E-08	
0.622	0.05699075	-0.1175145	6.986524E-08	
0.623	0.05699102	-0.1175152	6.984913E-08	
0.624	0.05699129	-0.1175159	6.983274E-08	
0.625	0.05699156	-0.1175167	6.981762E-08	
0.626	0.05699183	-0.1175174	6.980352E-08	
0.627	0.05699209	-0.1175181	6.979069E-08	
0.628	0.05699236	-0.1175188	6.977596E-08	
0.629	0.05699263	-0.1175196	6.976022E-08	
0.6300001	0.0569929	-0.1175203	6.974459E-08	
0.631	0.05699316	-0.117521	6.975528E-08	
0.632	0.05699342	-0.1175218	6.977123E-08	
0.633	0.05699369	-0.1175225	6.978582E-08	
0.634	0.05699394	-0.1175232	6.97945E-08	
0.6350001	0.0569942	-0.117524	6.979757E-08	
0.636	0.05699446	-0.1175247	6.979692E-08	
0.637	0.05699471	-0.1175254	6.979407E-08	
0.638	0.05699496	-0.1175262	6.97899E-08	
0.6390001	0.0569952	-0.1175269	6.978181E-08	
0.64	0.05699545	-0.1175276	6.977069E-08	
0.641	0.05699569	-0.1175283	6.975837E-08	
0.642	0.05699592	-0.117529	6.974602E-08	
0.643	0.05699615	-0.1175297	6.973427E-08	
0.6440001	0.05699638	-0.1175304	6.972362E-08	
0.645	0.0569966	-0.117531	6.971404E-08	
0.646	0.05699681	-0.1175317	6.970266E-08	
0.647	0.05699703	-0.1175324	6.968996E-08	
0.648	0.05699724	-0.117533	6.967704E-08	
0.649	0.05699744	-0.1175336	6.966457E-08	
0.65	0.05699763	-0.1175343	6.965315E-08	
0.651	0.05699782	-0.1175349	6.964268E-08	
0.652	0.05699801	-0.1175355	6.963342E-08	
0.6530001	0.05699819	-0.117536	6.962218E-08	
0.654	0.05699837	-0.1175366	6.960949E-08	
0.655	0.05699855	-0.1175372	6.959635E-08	
0.656	0.05699871	-0.1175377	6.958366E-08	
0.657	0.05699887	-0.1175383	6.957211E-08	
0.6580001	0.05699903	-0.1175388	6.956187E-08	
0.659	0.05699918	-0.1175393	6.957819E-08	
0.66	0.05699932	-0.1175398	6.959648E-08	
0.661	0.05699946	-0.1175403	6.961073E-08	
0.6620001	0.05699959	-0.1175407	6.962028E-08	
0.663	0.05699971	-0.1175412	6.962608E-08	
0.664	0.05699983	-0.1175416	6.96288E-08	
0.665	0.05699995	-0.1175421	6.962981E-08	
0.666	0.05700005	-0.1175425	6.962986E-08	
0.6670001	0.05700016	-0.1175429	6.962596E-08	
0.668	0.05700026	-0.1175433	6.961947E-08	
0.669	0.05700036	-0.1175436	6.961163E-08	
0.67	0.05700045	-0.117544	6.960354E-08	
0.671	0.05700053	-0.1175443	6.959559E-08	
0.6720001	0.05700061	-0.1175447	6.95881E-08	
0.673	0.05700068	-0.117545	6.958137E-08	
0.674	0.05700075	-0.1175453	6.957513E-08	
0.675	0.05700081	-0.1175455	6.956664E-08	
0.6760001	0.05700087	-0.1175458	6.955681E-08	
0.677	0.05700092	-0.1175461	6.954647E-08	
0.678	0.05700097	-0.1175463	6.953654E-08	
0.679	0.05700101	-0.1175466	6.952757E-08	
0.68	0.05700105	-0.1175468	6.951999E-08	
0.6810001	0.05700109	-0.117547	6.951367E-08	
0.682	0.05700112	-0.1175472	6.950532E-08	
0.683	0.05700114	-0.1175473	6.949541E-08	
0.684	0.05700117	-0.1175475	6.948522E-08	
0.6850001	0.05700118	-0.1175477	6.94756E-08	
0.686	0.0570012	-0.1175478	6.946703E-08	
0.687	0.05700121	-0.1175479	6.945989E-08	
0.688	0.05700122	-0.117548	6.945378E-08	
0.689	0.05700123	-0.1175482	6.944864E-08	
0.6900001	0.05700123	-0.1175482	6.944132E-08	
0.691	0.05700123	-0.1175483	6.943222E-08	
0.692	0.05700122	-0.1175484	6.942251E-08	
0.693	0.05700121	-0.1175485	6.941324E-08	
0.694	0.0570012	-0.1175486	6.943014E-08	
0.6950001	0.05700119	-0.1175486	6.945204E-08	
0.696	0.05700117	-0.1175486	6.947219E-08	
0.697	0.05700115	-0.1175487	6.948925E-08	
0.698	0.05700113	-0.1175487	6.950003E-08	
0.6990001	0.05700111	-0.1175487	6.950594E-08	
0.7	0.05700108	-0.1175487	6.950909E-08	
0.701	0.05700105	-0.1175487	6.951054E-08	
0.702	0.05700102	-0.1175487	6.951083E-08	
0.703	0.05700099	-0.1175487	6.95106E-08	
0.7040001	0.05700096	-0.1175487	6.950686E-08	
0.705	0.05700092	-0.1175487	6.950041E-08	
0.706	0.05700089	-0.1175486	6.949285E-08	
0.707	0.05700085	-0.1175486	6.948508E-08	
0.708	0.05700081	-0.1175485	6.947773E-08	
0.7090001	0.05700077	-0.1175485	6.947146E-08	
0.71	0.05700073	-0.1175485	6.946625E-08	
0.711	0.05700069	-0.1175484	6.946239E-08	
0.712	0.05700064	-0.1175483	6.945594E-08	
0.7130001	0.0570006	-0.1175483	6.944821E-08	
0.714	0.05700056	-0.1175482	6.944032E-08	
0.715	0.05700051	-0.1175481	6.943281E-08	
0.716	0.05700046	-0.1175481	6.942633E-08	
0.717	0.05700041	-0.117548	6.942091E-08	
0.7180001	0.05700037	-0.1175479	6.941652E-08	
0.719	0.05700032	-0.1175478	6.941E-08	
0.72	0.05700027	-0.1175477	6.940216E-08	
0.721	0.05700022	-0.1175476	6.939399E-08	
0.7220001	0.05700017	-0.1175476	6.938597E-08	
0.723	0.05700013	-0.1175475	6.937891E-08	
0.724	0.05700008	-0.1175474	6.937294E-08	
0.725	0.05700003	-0.1175473	6.936809E-08	
0.726	0.05699998	-0.1175472	6.936457E-08	
0.7270001	0.05699994	-0.1175471	6.935858E-08	
0.728	0.0569999	-0.117547	6.935128E-08	
0.729	0.05699986	-0.1175469	6.934366E-08	
0.73	0.05699981	-0.1175468	6.933625E-08	
0.731	0.05699977	-0.1175467	6.933E-08	
0.7320001	0.05699973	-0.1175466	6.932509E-08	
0.733	0.05699969	-0.1175465	6.932154E-08	
0.734	0.05699965	-0.1175464	6.931932E-08	
0.735	0.05699961	-0.1175463	6.93149E-08	
0.7360001	0.05699956	-0.1175462	6.930917E-08	
0.737	0.05699953	-0.1175461	6.930295E-08	
0.738	0.05699949	-0.1175461	6.932224E-08	
0.739	0.05699946	-0.117546	6.934638E-08	
0.74	0.05699942	-0.1175459	6.936866E-08	
0.7410001	0.05699939	-0.1175458	6.938796E-08	
0.742	0.05699935	-0.1175457	6.940081E-08	
0.743	0.05699932	-0.1175456	6.940869E-08	
0.744	0.05699929	-0.1175456	6.941334E-08	
0.7450001	0.05699926	-0.1175455	6.941575E-08	
0.7460001	0.05699923	-0.1175454	6.941722E-08	
0.747	0.0569992	-0.1175453	6.941822E-08	
0.748	0.05699918	-0.1175453	6.941928E-08	
0.749	0.05699915	-0.1175452	6.941718E-08	
0.7500001	0.05699913	-0.1175451	6.941277E-08	
0.751	0.05699911	-0.1175451	6.940712E-08	
0.752	0.05699908	-0.117545	6.940125E-08	
0.753	0.05699906	-0.117545	6.93957E-08	
0.754	0.05699905	-0.1175449	6.939076E-08	
0.7550001	0.05699903	-0.1175449	6.938654E-08	
0.756	0.05699901	-0.1175448	6.938316E-08	
0.757	0.05699899	-0.1175448	6.937733E-08	
0.758	0.05699898	-0.1175447	6.937004E-08	
0.7590001	0.05699897	-0.1175447	6.936221E-08	
0.7600001	0.05699896	-0.1175446	6.935478E-08	
0.761	0.05699895	-0.1175446	6.934795E-08	
0.762	0.05699893	-0.1175446	6.934243E-08	
0.763	0.05699892	-0.1175445	6.933839E-08	
0.7640001	0.05699892	-0.1175445	6.933558E-08	
0.765	0.05699891	-0.1175445	6.933045E-08	
0.766	0.0569989	-0.1175444	6.932366E-08	
0.767	0.0569989	-0.1175444	6.931636E-08	
0.768	0.05699889	-0.1175444	6.930966E-08	
0.7690001	0.05699889	-0.1175444	6.930376E-08	
0.77	0.05699889	-0.1175444	6.929893E-08	
0.771	0.05699889	-0.1175444	6.929508E-08	
0.772	0.05699889	-0.1175444	6.929248E-08	
0.7730001	0.05699889	-0.1175443	6.929113E-08	
0.774	0.05699889	-0.1175443	6.928773E-08	
0.775	0.05699889	-0.1175443	6.928306E-08	
0.776	0.05699889	-0.1175443	6.927819E-08	
0.777	0.05699889	-0.1175443	6.92737E-08	
0.7780001	0.05699889	-0.1175443	6.927007E-08	
0.779	0.0569989	-0.1175443	6.926751E-08	
0.78	0.0569989	-0.1175444	6.926579E-08	
0.781	0.05699891	-0.1175444	6.926538E-08	
0.7820001	0.05699892	-0.1175444	6.926259E-08	
0.7830001	0.05699892	-0.1175444	6.925822E-08	
0.784	0.05699893	-0.1175444	6.92533E-08	
0.785	0.05699893	-0.1175444	6.92486E-08	
0.786	0.05699895	-0.1175444	6.924468E-08	
0.7870001	0.05699896	-0.1175445	6.924184E-08	
0.788	0.05699897	-0.1175445	6.924012E-08	
0.789	0.05699898	-0.1175445	6.923952E-08	
0.79	0.05699899	-0.1175445	6.923659E-08	
0.791	0.05699901	-0.1175446	6.923236E-08	
0.7920001	0.05699902	-0.1175446	6.92529E-08	
0.793	0.05699903	-0.1175446	6.927814E-08	
0.794	0.05699904	-0.1175446	6.930143E-08	
0.795	0.05699905	-0.1175447	6.932125E-08	
0.7960001	0.05699906	-0.1175447	6.933755E-08	
0.7970001	0.05699908	-0.1175447	6.935132E-08	
0.798	0.05699909	-0.1175448	6.936023E-08	
0.799	0.0569991	-0.1175448	6.936504E-08	
0.8	0.05699912	-0.1175449	6.936717E-08	
0.8010001	0.05699914	-0.1175449	6.936784E-08	
0.802	0.05699915	-0.1175449	6.9368E-08	
0.803	0.05699917	-0.117545	6.936786E-08	
0.804	0.05699919	-0.117545	6.936781E-08	
0.8050001	0.05699921	-0.117545	6.93649E-08	
0.8060001	0.05699923	-0.1175451	6.936013E-08	
0.807	0.05699924	-0.1175451	6.935459E-08	
0.808	0.05699926	-0.1175451	6.934908E-08	
0.809	0.05699928	-0.1175452	6.934425E-08	
0.8100001	0.0569993	-0.1175452	6.933995E-08	
0.811	0.05699931	-0.1175452	6.933665E-08	
0.812	0.05699932	-0.1175453	6.933448E-08	
0.813	0.05699933	-0.1175453	6.932972E-08	
0.814	0.05699934	-0.1175454	6.93234E-08	
0.8150001	0.05699936	-0.1175454	6.931646E-08	
0.816	0.05699937	-0.1175454	6.930982E-08	
0.817	0.05699938	-0.1175455	6.930371E-08	
0.818	0.05699939	-0.1175455	6.929873E-08	
0.8190001	0.0569994	-0.1175455	6.929481E-08	
0.8200001	0.05699942	-0.1175456	6.929217E-08	
0.821	0.05699943	-0.1175456	6.9291E-08	
0.822	0.05699944	-0.1175456	6.928757E-08	
0.823	0.05699945	-0.1175457	6.928271E-08	
0.8240001	0.05699946	-0.1175457	6.927731E-08	
0.825	0.05699947	-0.1175457	6.927202E-08	
0.826	0.05699949	-0.1175458	6.926752E-08	
0.827	0.0569995	-0.1175458	6.926376E-08	
0.8280001	0.05699951	-0.1175459	6.926112E-08	
0.8290001	0.05699952	-0.1175459	6.925954E-08	
0.83	0.05699953	-0.1175459	6.925913E-08	
0.831	0.05699955	-0.117546	6.925664E-08	
0.832	0.05699956	-0.117546	6.925269E-08	
0.8330001	0.05699957	-0.117546	6.924801E-08	
0.8340001	0.05699958	-0.1175461	6.924373E-08	
0.835	0.05699959	-0.1175461	6.924024E-08	
0.836	0.05699961	-0.1175461	6.923761E-08	
0.837	0.05699962	-0.1175462	6.923572E-08	
0.8380001	0.05699963	-0.1175462	6.92345E-08	
0.839	0.05699964	-0.1175462	6.923399E-08	
0.84	0.05699965	-0.1175462	6.923433E-08	
0.841	0.05699966	-0.1175463	6.923201E-08	
0.8420001	0.05699966	-0.1175463	6.922783E-08	
0.8430001	0.05699967	-0.1175463	6.922312E-08	
0.844	0.05699968	-0.1175463	6.921888E-08	
0.845	0.05699968	-0.1175463	6.921557E-08	
0.846	0.05699969	-0.1175464	6.921353E-08	
0.8470001	0.05699969	-0.1175464	6.921258E-08	
0.848	0.0569997	-0.1175464	6.921294E-08	
0.849	0.05699971	-0.1175464	6.921112E-08	
0.85	0.05699971	-0.1175465	6.920792E-08	
0.851	0.05699972	-0.1175465	6.922951E-08	
0.8520001	0.05699972	-0.1175465	6.925521E-08	
0.853	0.05699973	-0.1175465	6.927848E-08	
0.854	0.05699974	-0.1175465	6.929789E-08	
0.855	0.05699974	-0.1175465	6.931406E-08	
0.8560001	0.05699975	-0.1175466	6.932791E-08	
0.8570001	0.05699975	-0.1175466	6.933629E-08	
0.858	0.05699976	-0.1175466	6.934083E-08	
0.859	0.05699977	-0.1175466	6.934266E-08	
0.86	0.05699977	-0.1175466	6.934327E-08	
0.8610001	0.05699977	-0.1175466	6.934314E-08	
0.862	0.05699977	-0.1175466	6.934315E-08	
0.863	0.05699977	-0.1175466	6.934339E-08	
0.864	0.05699977	-0.1175466	6.934074E-08	
0.8650001	0.05699977	-0.1175467	6.9336E-08	
0.8660001	0.05699977	-0.1175467	6.933046E-08	
0.867	0.05699977	-0.1175467	6.932495E-08	
0.868	0.05699977	-0.1175467	6.932024E-08	
0.869	0.05699977	-0.1175467	6.931657E-08	
0.8700001	0.05699977	-0.1175467	6.931395E-08	
0.8710001	0.05699977	-0.1175467	6.931246E-08	
0.872	0.05699977	-0.1175467	6.931191E-08	
0.873	0.05699977	-0.1175467	6.930889E-08	
0.874	0.05699977	-0.1175467	6.930409E-08	
0.8750001	0.05699977	-0.1175467	6.929869E-08	
0.876	0.05699977	-0.1175467	6.929343E-08	
0.877	0.05699977	-0.1175467	6.92887E-08	
0.878	0.05699977	-0.1175467	6.92849E-08	
0.8790001	0.05699977	-0.1175467	6.928226E-08	
0.8800001	0.05699977	-0.1175467	6.928079E-08	
0.881	0.05699977	-0.1175467	6.927716E-08	
0.882	0.05699977	-0.1175467	6.927197E-08	
0.883	0.05699977	-0.1175467	6.92662E-08	
0.8840001	0.05699977	-0.1175467	6.926089E-08	
0.8850001	0.05699977	-0.1175467	6.92564E-08	
0.886	0.05699977	-0.1175467	6.925296E-08	
0.887	0.05699977	-0.1175467	6.925069E-08	
0.8880001	0.05699977	-0.1175467	6.924945E-08	
0.8890001	0.05699977	-0.1175467	6.924616E-08	
0.89	0.05699977	-0.1175467	6.924129E-08	
0.891	0.05699977	-0.1175467	6.923584E-08	
0.892	0.05699977	-0.1175467	6.923044E-08	
0.8930001	0.05699977	-0.1175467	6.922597E-08	
0.8940001	0.05699977	-0.1175467	6.922225E-08	
0.895	0.05699977	-0.1175467	6.921981E-08	
0.896	0.05699976	-0.1175467	6.921853E-08	
0.897	0.05699975	-0.1175467	6.921861E-08	
0.8980001	0.05699975	-0.1175467	6.921673E-08	
0.899	0.05699975	-0.1175467	6.921325E-08	
0.9	0.05699975	-0.1175467	6.920937E-08	
0.901	0.05699975	-0.1175467	6.920575E-08	
0.9020001	0.05699974	-0.1175467	6.920305E-08	
0.9030001	0.05699974	-0.1175467	6.920146E-08	
0.904	0.05699974	-0.1175467	6.920095E-08	
0.905	0.05699974	-0.1175467	6.920141E-08	
0.906	0.05699974	-0.1175467	6.92029E-08	
0.9070001	0.05699974	-0.1175467	6.920208E-08	
0.9080001	0.05699974	-0.1175467	6.919952E-08	
0.909	0.05699974	-0.1175467	6.922144E-08	
0.91	0.05699974	-0.1175467	6.924761E-08	
0.9110001	0.05699974	-0.1175467	6.927158E-08	
0.9120001	0.05699973	-0.1175467	6.929223E-08	
0.913	0.05699973	-0.1175467	6.930994E-08	
0.914	0.05699973	-0.1175467	6.932514E-08	
0.915	0.05699973	-0.1175467	6.93348E-08	
0.9160001	0.05699973	-0.1175467	6.934012E-08	
0.9170001	0.05699973	-0.1175467	6.934315E-08	
0.918	0.05699972	-0.1175467	6.934518E-08	
0.919	0.05699972	-0.1175467	6.934668E-08	
0.92	0.05699972	-0.1175467	6.934809E-08	
0.9210001	0.05699972	-0.1175467	6.934621E-08	
0.9220001	0.05699972	-0.1175467	6.93422E-08	
0.923	0.05699972	-0.1175467	6.933751E-08	
0.924	0.05699972	-0.1175467	6.933275E-08	
0.9250001	0.05699972	-0.1175467	6.932846E-08	
0.9260001	0.05699972	-0.1175467	6.932506E-08	
0.927	0.05699972	-0.1175467	6.932266E-08	
0.928	0.05699972	-0.1175467	6.932167E-08	
0.929	0.05699972	-0.1175467	6.931872E-08	
0.9300001	0.05699972	-0.1175467	6.931442E-08	
0.9310001	0.05699972	-0.1175467	6.930954E-08	
0.932	0.05699972	-0.1175467	6.930492E-08	
0.933	0.05699972	-0.1175467	6.93008E-08	
0.934	0.05699972	-0.1175467	6.92977E-08	
0.9350001	0.05699972	-0.1175467	6.929577E-08	
0.936	0.05699972	-0.1175467	6.929162E-08	
0.937	0.05699972	-0.1175467	6.928628E-08	
0.938	0.05699972	-0.1175467	6.928061E-08	
0.9390001	0.05699972	-0.1175467	6.927538E-08	
0.9400001	0.05699972	-0.1175467	6.927103E-08	
0.941	0.05699972	-0.1175467	6.926785E-08	
0.942	0.05699972	-0.1175467	6.926587E-08	
0.943	0.05699972	-0.1175467	6.926188E-08	
0.9440001	0.05699972	-0.1175467	6.925655E-08	
0.9450001	0.05699972	-0.1175467	6.925094E-08	
0.946	0.05699972	-0.1175467	6.92457E-08	
0.947	0.05699972	-0.1175467	6.924129E-08	
0.9480001	0.05699972	-0.1175467	6.923798E-08	
0.9490001	0.05699972	-0.1175467	6.923592E-08	
0.95	0.05699972	-0.1175467	6.923516E-08	
0.951	0.05699972	-0.1175467	6.923246E-08	
0.952	0.05699972	-0.1175467	6.922838E-08	
0.9530001	0.05699972	-0.1175467	6.922404E-08	
0.9540001	0.05699972	-0.1175467	6.922011E-08	
0.955	0.05699972	-0.1175467	6.921712E-08	
0.956	0.05699972	-0.1175467	6.921534E-08	
0.957	0.05699972	-0.1175467	6.921476E-08	
0.9580001	0.05699972	-0.1175467	6.921185E-08	
0.9590001	0.05699972	-0.1175467	6.920748E-08	
0.96	0.05699972	-0.1175467	6.920296E-08	
0.961	0.05699972	-0.1175467	6.919895E-08	
0.9620001	0.05699972	-0.1175467	6.919571E-08	
0.9630001	0.05699972	-0.1175467	6.91936E-08	
0.964	0.05699972	-0.1175467	6.921798E-08	
0.965	0.05699972	-0.1175467	6.924763E-08	
0.966	0.05699972	-0.1175467	6.927252E-08	
0.9670001	0.05699972	-0.1175467	6.929164E-08	
0.9680001	0.05699972	-0.1175467	6.930603E-08	
0.969	0.05699972	-0.1175467	6.931736E-08	
0.97	0.05699972	-0.1175467	6.932662E-08	
0.9710001	0.05699972	-0.1175467	6.933469E-08	
0.9720001	0.05699972	-0.1175467	6.933853E-08	
0.973	0.05699972	-0.1175467	6.933934E-08	
0.974	0.05699972	-0.1175467	6.933874E-08	
0.975	0.05699972	-0.1175467	6.933767E-08	
0.9760001	0.05699972	-0.1175467	6.933667E-08	
0.9770001	0.05699972	-0.1175467	6.933636E-08	
0.978	0.05699972	-0.1175467	6.933693E-08	
0.979	0.05699972	-0.1175467	6.933487E-08	
0.98	0.05699972	-0.1175467	6.933094E-08	
0.9810001	0.05699972	-0.1175467	6.932615E-08	
0.9820001	0.05699972	-0.1175467	6.932159E-08	
0.983	0.05699972	-0.1175467	6.931792E-08	
0.984	0.05699972	-0.1175467	6.931526E-08	
0.9850001	0.05699972	-0.1175467	6.931366E-08	
0.9860001	0.05699972	-0.1175467	6.931329E-08	
0.987	0.05699972	-0.1175467	6.931068E-08	
0.988	0.05699972	-0.1175467	6.930638E-08	
0.989	0.05699972	-0.1175467	6.930135E-08	
0.9900001	0.05699972	-0.1175467	6.929634E-08	
0.9910001	0.05699972	-0.1175467	6.929179E-08	
0.992	0.05699972	-0.1175467	6.928814E-08	
0.993	0.05699972	-0.1175467	6.928546E-08	
0.994	0.05699972	-0.1175467	6.928402E-08	
0.9950001	0.05699972	-0.1175467	6.928385E-08	
0.9960001	0.05699972	-0.1175467	6.928163E-08	
0.997	0.05699972	-0.1175467	6.927785E-08	
0.998	0.05699972	-0.1175467	6.927356E-08	
0.9990001	0.05699972	-0.1175467	6.92695E-08	
1	0.05699972	-0.1175467	6.926621E-08	
