Time	RootZ	RootX	RootY	
0.0069	0	0	0.7997631	
0.007	0	0	0.7997562	
0.0071	0	0	0.7997493	
0.0072	0	0	0.7997422	
0.0073	0	0	0.7997351	
0.0074	0	0	0.7997279	
0.0075	0	0	0.7997205	
0.0076	0	0	0.7997131	
0.0077	0	0	0.7997055	
0.0078	0	0	0.7996979	
0.0079	0	0	0.7996901	
0.007999999	0	0	0.7996823	
0.0081	0	0	0.7996743	
0.0082	0	0	0.7996662	
0.0083	0	0	0.7996581	
0.0084	0	0	0.7996498	
0.0085	0	0	0.7996415	
0.008599999	0	0	0.799633	
0.0087	0	0	0.7996245	
0.0088	0	0	0.7996159	
0.0089	0	0	0.7996072	
0.009	0	0	0.7995983	
0.009099999	0	0	0.7995894	
0.0092	0	0	0.7995804	
0.0093	0	0	0.7995713	
0.0094	0	0	0.7995621	
0.0095	0	0	0.7995528	
0.0096	0	0	0.7995433	
0.009699999	0	0	0.7995338	
0.0098	0	0	0.7995242	
0.0099	0	0	0.7995145	
0.01	0	0	0.7995046	
0.0101	0	0	0.7994947	
0.0102	0	0	0.7994847	
0.0103	0	0	0.7994746	
0.0104	0	0	0.7994644	
0.0105	0	0	0.7994541	
0.0106	0	0	0.7994437	
0.0107	0	0	0.7994332	
0.0108	0	0	0.7994226	
0.0109	0	0	0.799412	
0.011	0	0	0.7994012	
0.0111	0	0	0.7993903	
0.0112	0	0	0.7993793	
0.0113	0	0	0.7993683	
0.0114	0	0	0.7993571	
0.0115	0	0	0.7993457	
0.0116	0	0	0.7993343	
0.0117	0	0	0.7993228	
0.0118	0	0	0.7993113	
0.0119	0	0	0.7992996	
0.012	0	0	0.7992878	
0.0121	0	0	0.7992759	
0.0122	0	0	0.799264	
0.0123	0	0	0.7992519	
0.0124	0	0	0.7992398	
0.0125	0	0	0.7992275	
0.0126	0	0	0.7992151	
0.0127	0	0	0.7992027	
0.0128	0	0	0.7991902	
0.0129	0	0	0.7991775	
0.013	0	0	0.7991648	
0.0131	0	0	0.7991519	
0.0132	0	0	0.799139	
0.0133	0	0	0.7991259	
0.0134	0	0	0.7991127	
0.0135	0	0	0.7990994	
0.0136	0	0	0.7990861	
0.0137	0	0	0.7990727	
0.0138	0	0	0.7990591	
0.0139	0	0	0.7990455	
0.014	0	0	0.7990317	
0.0141	0	0	0.7990179	
0.0142	0	0	0.799004	
0.0143	0	0	0.79899	
0.0144	0	0	0.7989759	
0.0145	0	0	0.7989616	
0.0146	0	0	0.7989473	
0.0147	0	0	0.798933	
0.0148	0	0	0.7989184	
0.0149	0	0	0.7989038	
0.015	0	0	0.7988891	
0.0151	0	0	0.7988743	
0.0152	0	0	0.7988593	
0.0153	0	0	0.7988443	
0.0154	0	0	0.7988292	
0.0155	0	0	0.798814	
0.0156	0	0	0.7987987	
0.0157	0	0	0.7987832	
0.0158	0	0	0.7987677	
0.0159	0	0	0.7987522	
0.016	0	0	0.7987365	
0.0161	0	0	0.7987207	
0.0162	0	0	0.7987048	
0.0163	0	0	0.7986888	
0.0164	0	0	0.7986728	
0.0165	0	0	0.7986566	
0.0166	0	0	0.7986403	
0.0167	0	0	0.7986239	
0.0168	0	0	0.7986074	
0.0169	0	0	0.7985908	
0.017	0	0	0.7985741	
0.0171	0	0	0.7985573	
0.0172	0	0	0.7985405	
0.0173	0	0	0.7985235	
0.0174	0	0	0.7985064	
0.0175	0	0	0.7984893	
0.0176	0	0	0.798472	
0.0177	0	0	0.7984546	
0.0178	0	0	0.7984372	
0.0179	0	0	0.7984197	
0.018	0	0	0.798402	
0.0181	0	0	0.7983842	
0.0182	0	0	0.7983664	
0.0183	0	0	0.7983485	
0.0184	0	0	0.7983304	
0.0185	0	0	0.7983122	
0.0186	0	0	0.798294	
0.0187	0	0	0.7982756	
0.0188	0	0	0.7982572	
0.0189	0	0	0.7982386	
0.019	0	0	0.79822	
0.0191	0	0	0.7982013	
0.0192	0	0	0.7981824	
0.0193	0	0	0.7981635	
0.0194	0	0	0.7981445	
0.0195	0	0	0.7981253	
0.0196	0	0	0.7981061	
0.0197	0	0	0.7980868	
0.0198	0	0	0.7980674	
0.0199	0	0	0.7980479	
0.02	0	0	0.7980283	
0.0201	0	0	0.7980086	
0.0202	0	0	0.7979887	
0.0203	0	0	0.7979688	
0.0204	0	0	0.7979488	
0.0205	0	0	0.7979286	
0.0206	0	0	0.7979084	
0.0207	0	0	0.7978881	
0.0208	0	0	0.7978677	
0.0209	0	0	0.7978472	
0.021	0	0	0.7978266	
0.0211	0	0	0.7978059	
0.0212	0	0	0.7977851	
0.0213	0	0	0.7977642	
0.0214	0	0	0.7977433	
0.0215	0	0	0.7977222	
0.0216	0	0	0.797701	
0.0217	0	0	0.7976797	
0.0218	0	0	0.7976584	
0.0219	0	0	0.7976369	
0.022	0	0	0.7976152	
0.0221	0	0	0.7975935	
0.0222	0	0	0.7975718	
0.0223	0	0	0.7975499	
0.0224	0	0	0.7975279	
0.0225	0	0	0.7975058	
0.0226	0	0	0.7974836	
0.0227	0	0	0.7974614	
0.0228	0	0	0.797439	
0.0229	0	0	0.7974166	
0.023	0	0	0.797394	
0.0231	0	0	0.7973713	
0.0232	0	0	0.7973486	
0.0233	0	0	0.7973258	
0.0234	0	0	0.7973028	
0.0235	0	0	0.7972798	
0.0236	0	0	0.7972566	
0.0237	0	0	0.7972333	
0.0238	0	0	0.79721	
0.0239	0	0	0.7971866	
0.024	0	0	0.797163	
0.0241	0	0	0.7971393	
0.0242	0	0	0.7971156	
0.0243	0	0	0.7970917	
0.0244	0	0	0.7970678	
0.0245	0	0	0.7970437	
0.0246	0	0	0.7970197	
0.0247	0	0	0.7969954	
0.0248	0	0	0.7969711	
0.0249	0	0	0.7969467	
0.025	0	0	0.7969221	
0.0251	0	0	0.7968976	
0.0252	0	0	0.7968729	
0.0253	0	0	0.7968481	
0.0254	0	0	0.7968231	
0.0255	0	0	0.7967981	
0.0256	0	0	0.796773	
0.0257	0	0	0.7967477	
0.0258	0	0	0.7967224	
0.0259	0	0	0.796697	
0.026	0	0	0.7966715	
0.0261	0	0	0.7966459	
0.0262	0	0	0.7966202	
0.0263	0	0	0.7965944	
0.0264	0	0	0.7965685	
0.0265	0	0	0.7965425	
0.0266	0	0	0.7965164	
0.0267	0	0	0.7964903	
0.0268	0	0	0.796464	
0.0269	0	0	0.7964376	
0.027	0	0	0.7964112	
0.0271	0	0	0.7963845	
0.0272	0	0	0.7963578	
0.0273	0	0	0.796331	
0.0274	0	0	0.7963042	
0.0275	0	0	0.7962772	
0.0276	0	0	0.79625	
0.0277	0	0	0.7962229	
0.0278	0	0	0.7961956	
0.0279	0	0	0.7961683	
0.028	0	0	0.7961408	
0.0281	0	0	0.7961132	
0.0282	0	0	0.7960855	
0.0283	0	0	0.7960578	
0.0284	0	0	0.79603	
0.0285	0	0	0.796002	
0.0286	0	0	0.795974	
0.0287	0	0	0.7959458	
0.0288	0	0	0.7959176	
0.0289	0	0	0.7958892	
0.029	0	0	0.7958607	
0.0291	0	0	0.7958322	
0.0292	0	0	0.7958035	
0.0293	0	0	0.7957748	
0.0294	0	0	0.7957459	
0.0295	0	0	0.7957169	
0.0296	0	0	0.7956879	
0.0297	0	0	0.7956588	
0.0298	0	0	0.7956296	
0.0299	0	0	0.7956002	
0.03	0	0	0.7955708	
0.0301	0	0	0.7955413	
0.0302	0	0	0.7955117	
0.0303	0	0	0.795482	
0.0304	0	0	0.7954522	
0.0305	0	0	0.7954223	
0.0306	0	0	0.7953922	
0.0307	0	0	0.7953621	
0.0308	0	0	0.7953319	
0.0309	0	0	0.7953016	
0.031	0	0	0.7952711	
0.0311	0	0	0.7952406	
0.0312	0	0	0.79521	
0.0313	0	0	0.7951793	
0.0314	0	0	0.7951485	
0.0315	0	0	0.7951176	
0.0316	0	0	0.7950866	
0.0317	0	0	0.7950555	
0.0318	0	0	0.7950243	
0.0319	0	0	0.794993	
0.032	0	0	0.7949616	
0.0321	0	0	0.7949302	
0.0322	0	0	0.7948986	
0.0323	0	0	0.7948669	
0.0324	0	0	0.7948351	
0.0325	0	0	0.7948032	
0.0326	0	0	0.7947712	
0.0327	0	0	0.7947391	
0.0328	0	0	0.7947069	
0.0329	0	0	0.7946746	
0.033	0	0	0.7946423	
0.0331	0	0	0.7946098	
0.0332	0	0	0.7945772	
0.0333	0	0	0.7945446	
0.0334	0	0	0.7945118	
0.0335	0	0	0.794479	
0.0336	0	0	0.794446	
0.0337	0	0	0.794413	
0.0338	0	0	0.7943798	
0.0339	0	0	0.7943466	
0.034	0	0	0.7943133	
0.0341	0	0	0.7942798	
0.0342	0	0	0.7942462	
0.0343	0	0	0.7942125	
0.0344	0	0	0.7941788	
0.0345	0	0	0.7941449	
0.0346	0	0	0.794111	
0.0347	0	0	0.7940769	
0.0348	0	0	0.7940428	
0.0349	0	0	0.7940086	
0.035	0	0	0.7939742	
0.0351	0	0	0.7939398	
0.0352	0	0	0.7939053	
0.0353	0	0	0.7938706	
0.0354	0	0	0.7938359	
0.0355	0	0	0.7938011	
0.0356	0	0	0.7937662	
0.0357	0	0	0.7937312	
0.0358	0	0	0.7936961	
0.0359	0	0	0.7936608	
0.036	0	0	0.7936255	
0.0361	0	0	0.7935901	
0.0362	0	0	0.7935545	
0.0363	0	0	0.793519	
0.0364	0	0	0.7934832	
0.0365	0	0	0.7934474	
0.0366	0	0	0.7934115	
0.0367	0	0	0.7933755	
0.0368	0	0	0.7933394	
0.0369	0	0	0.7933032	
0.037	0	0	0.793267	
0.0371	0	0	0.7932305	
0.0372	0	0	0.7931941	
0.0373	0	0	0.7931575	
0.0374	0	0	0.7931208	
0.0375	0	0	0.7930841	
0.0376	0	0	0.7930471	
0.0377	0	0	0.7930102	
0.0378	0	0	0.792973	
0.0379	0	0	0.7929358	
0.038	0	0	0.7928986	
0.0381	0	0	0.7928612	
0.0382	0	0	0.7928237	
0.0383	0	0	0.7927861	
0.0384	0	0	0.7927485	
0.0385	0	0	0.7927107	
0.0386	0	0	0.7926728	
0.0387	0	0	0.7926349	
0.0388	0	0	0.7925968	
0.0389	0	0	0.7925587	
0.039	0	0	0.7925205	
0.0391	0	0	0.7924821	
0.0392	0	0	0.7924437	
0.0393	0	0	0.7924051	
0.0394	0	0	0.7923664	
0.0395	0	0	0.7923276	
0.0396	0	0	0.7922888	
0.0397	0	0	0.7922499	
0.0398	0	0	0.7922108	
0.0399	0	0	0.7921717	
0.04	0	0	0.7921324	
0.0401	0	0	0.792093	
0.0402	0	0	0.7920536	
0.0403	0	0	0.7920141	
0.0404	0	0	0.7919745	
0.0405	0	0	0.7919347	
0.0406	0	0	0.7918949	
0.0407	0	0	0.791855	
0.0408	0	0	0.791815	
0.0409	0	0	0.7917749	
0.041	0	0	0.7917347	
0.0411	0	0	0.7916943	
0.0412	0	0	0.7916539	
0.0413	0	0	0.7916134	
0.0414	0	0	0.7915727	
0.0415	0	0	0.791532	
0.0416	0	0	0.7914912	
0.0417	0	0	0.7914503	
0.0418	0	0	0.7914093	
0.0419	0	0	0.7913682	
0.042	0	0	0.791327	
0.0421	0	0	0.7912857	
0.0422	0	0	0.7912443	
0.0423	0	0	0.7912028	
0.0424	0	0	0.7911612	
0.0425	0	0	0.7911196	
0.0426	0	0	0.7910778	
0.0427	0	0	0.791036	
0.0428	0	0	0.7909939	
0.0429	0	0	0.7909518	
0.043	0	0	0.7909096	
0.0431	0	0	0.7908673	
0.0432	0	0	0.7908249	
0.0433	0	0	0.7907825	
0.0434	0	0	0.7907399	
0.0435	0	0	0.7906972	
0.0436	0	0	0.7906544	
0.0437	0	0	0.7906116	
0.0438	0	0	0.7905686	
0.0439	0	0	0.7905256	
0.044	0	0	0.7904824	
0.0441	0	0	0.7904391	
0.0442	0	0	0.7903958	
0.0443	0	0	0.7903523	
0.0444	0	0	0.7903088	
0.0445	0	0	0.7902652	
0.0446	0	0	0.7902214	
0.0447	0	0	0.7901775	
0.0448	0	0	0.7901336	
0.0449	0	0	0.7900895	
0.045	0	0	0.7900454	
0.0451	0	0	0.7900011	
0.0452	0	0	0.7899567	
0.0453	0	0	0.7899123	
0.0454	0	0	0.7898678	
0.0455	0	0	0.7898232	
0.0456	0	0	0.7897784	
0.0457	0	0	0.7897336	
0.0458	0	0	0.7896887	
0.0459	0	0	0.7896437	
0.046	0	0	0.7895986	
0.0461	0	0	0.7895533	
0.0462	0	0	0.789508	
0.0463	0	0	0.7894626	
0.0464	0	0	0.7894171	
0.0465	0	0	0.7893714	
0.0466	0	0	0.7893257	
0.0467	0	0	0.7892799	
0.0468	0	0	0.789234	
0.0469	0	0	0.789188	
0.047	0	0	0.7891418	
0.0471	0	0	0.7890956	
0.0472	0	0	0.7890493	
0.0473	0	0	0.789003	
0.0474	0	0	0.7889565	
0.0475	0	0	0.7889099	
0.0476	0	0	0.7888632	
0.0477	0	0	0.7888164	
0.0478	0	0	0.7887695	
0.0479	0	0	0.7887226	
0.048	0	0	0.7886755	
0.0481	0	0	0.7886283	
0.0482	0	0	0.788581	
0.0483	0	0	0.7885336	
0.0484	0	0	0.7884861	
0.0485	0	0	0.7884385	
0.0486	0	0	0.7883908	
0.0487	0	0	0.788343	
0.0488	0	0	0.7882951	
0.0489	0	0	0.7882472	
0.049	0	0	0.7881991	
0.0491	0	0	0.788151	
0.0492	0	0	0.7881027	
0.0493	0	0	0.7880543	
0.0494	0	0	0.7880059	
0.0495	0	0	0.7879574	
0.0496	0	0	0.7879087	
0.0497	0	0	0.78786	
0.0498	0	0	0.7878111	
0.0499	0	0	0.7877621	
0.05	0	0	0.7877131	
0.0501	0	0	0.7876639	
0.0502	0	0	0.7876146	
0.0503	0	0	0.7875653	
0.0504	0	0	0.7875158	
0.0505	0	0	0.7874663	
0.0506	0	0	0.7874166	
0.0507	0	0	0.7873669	
0.0508	0	0	0.7873171	
0.0509	0	0	0.7872671	
0.051	0	0	0.7872171	
0.0511	0	0	0.787167	
0.0512	0	0	0.7871168	
0.0513	0	0	0.7870665	
0.0514	0	0	0.7870161	
0.0515	0	0	0.7869655	
0.0516	0	0	0.7869149	
0.0517	0	0	0.7868642	
0.0518	0	0	0.7868134	
0.0519	0	0	0.7867624	
0.052	0	0	0.7867114	
0.0521	0	0	0.7866603	
0.0522	0	0	0.7866091	
0.0523	0	0	0.7865578	
0.0524	0	0	0.7865064	
0.0525	0	0	0.7864549	
0.0526	0	0	0.7864033	
0.0527	0	0	0.7863516	
0.0528	0	0	0.7862998	
0.0529	0	0	0.7862479	
0.053	0	0	0.7861959	
0.0531	0	0	0.7861439	
0.0532	0	0	0.7860917	
0.0533	0	0	0.7860394	
0.0534	0	0	0.785987	
0.0535	0	0	0.7859345	
0.0536	0	0	0.7858819	
0.0537	0	0	0.7858292	
0.0538	0	0	0.7857764	
0.0539	0	0	0.7857236	
0.054	0	0	0.7856706	
0.0541	0	0	0.7856175	
0.0542	0	0	0.7855644	
0.0543	0	0	0.7855111	
0.0544	0	0	0.7854577	
0.0545	0	0	0.7854043	
0.0546	0	0	0.7853507	
0.0547	0	0	0.7852971	
0.0548	0	0	0.7852433	
0.0549	0	0	0.7851895	
0.055	0	0	0.7851355	
0.0551	0	0	0.7850814	
0.0552	0	0	0.7850273	
0.0553	0	0	0.784973	
0.0554	0	0	0.7849187	
0.0555	0	0	0.7848642	
0.0556	0	0	0.7848096	
0.0557	0	0	0.784755	
0.0558	0	0	0.7847003	
0.0559	0	0	0.7846454	
0.056	0	0	0.7845905	
0.0561	0	0	0.7845355	
0.0562	0	0	0.7844803	
0.0563	0	0	0.7844251	
0.0564	0	0	0.7843698	
0.0565	0	0	0.7843144	
0.0566	0	0	0.7842589	
0.0567	0	0	0.7842033	
0.0568	0	0	0.7841476	
0.0569	0	0	0.7840917	
0.057	0	0	0.7840358	
0.0571	0	0	0.7839798	
0.0572	0	0	0.7839236	
0.0573	0	0	0.7838674	
0.0574	0	0	0.7838111	
0.0575	0	0	0.7837547	
0.0576	0	0	0.7836982	
0.0577	0	0	0.7836416	
0.0578	0	0	0.7835849	
0.0579	0	0	0.7835281	
0.058	0	0	0.7834712	
0.0581	0	0	0.7834142	
0.0582	0	0	0.7833571	
0.0583	0	0	0.7833	
0.0584	0	0	0.7832427	
0.0585	0	0	0.7831853	
0.0586	0	0	0.7831278	
0.0587	0	0	0.7830702	
0.0588	0	0	0.7830125	
0.0589	0	0	0.7829547	
0.059	0	0	0.7828968	
0.0591	0	0	0.7828388	
0.0592	0	0	0.7827808	
0.0593	0	0	0.7827226	
0.0594	0	0	0.7826643	
0.0595	0	0	0.7826059	
0.0596	0	0	0.7825475	
0.0597	0	0	0.7824889	
0.0598	0	0	0.7824303	
0.0599	0	0	0.7823715	
0.06	0	0	0.7823127	
0.0601	0	0	0.7822537	
0.0602	0	0	0.7821947	
0.0603	0	0	0.7821355	
0.0604	0	0	0.7820763	
0.0605	0	0	0.7820169	
0.0606	0	0	0.7819574	
0.0607	0	0	0.7818979	
0.0608	0	0	0.7818382	
0.0609	0	0	0.7817785	
0.061	0	0	0.7817187	
0.0611	0	0	0.7816587	
0.0612	0	0	0.7815987	
0.0613	0	0	0.7815385	
0.0614	0	0	0.7814783	
0.0615	0	0	0.781418	
0.0616	0	0	0.7813576	
0.0617	0	0	0.7812971	
0.0618	0	0	0.7812365	
0.0619	0	0	0.7811758	
0.062	0	0	0.7811149	
0.0621	0	0	0.781054	
0.0622	0	0	0.7809929	
0.0623	0	0	0.7809318	
0.0624	0	0	0.7808706	
0.0625	0	0	0.7808093	
0.0626	0	0	0.7807478	
0.0627	0	0	0.7806863	
0.0628	0	0	0.7806247	
0.0629	0	0	0.7805631	
0.063	0	0	0.7805012	
0.0631	0	0	0.7804393	
0.0632	0	0	0.7803773	
0.0633	0	0	0.7803153	
0.0634	0	0	0.7802531	
0.0635	0	0	0.7801908	
0.0636	0	0	0.7801284	
0.0637	0	0	0.780066	
0.0638	0	0	0.7800034	
0.0639	0	0	0.7799407	
0.064	0	0	0.7798778	
0.0641	0	0	0.779815	
0.0642	0	0	0.779752	
0.0643	0	0	0.7796889	
0.06439999	0	0	0.7796257	
0.0645	0	0	0.7795624	
0.0646	0	0	0.7794991	
0.0647	0	0	0.7794356	
0.0648	0	0	0.779372	
0.0649	0	0	0.7793084	
0.065	0	0	0.7792446	
0.0651	0	0	0.7791808	
0.0652	0	0	0.7791168	
0.0653	0	0	0.7790528	
0.0654	0	0	0.7789887	
0.0655	0	0	0.7789244	
0.0656	0	0	0.77886	
0.0657	0	0	0.7787955	
0.0658	0	0	0.778731	
0.0659	0	0	0.7786663	
0.066	0	0	0.7786016	
0.0661	0	0	0.7785367	
0.0662	0	0	0.7784718	
0.0663	0	0	0.7784067	
0.0664	0	0	0.7783416	
0.0665	0	0	0.7782764	
0.06659999	0	0	0.7782111	
0.0667	0	0	0.7781456	
0.0668	0	0	0.7780801	
0.0669	0	0	0.7780145	
0.067	0	0	0.7779488	
0.0671	0	0	0.777883	
0.0672	0	0	0.7778171	
0.0673	0	0	0.777751	
0.0674	0	0	0.7776849	
0.0675	0	0	0.7776186	
0.0676	0	0	0.7775523	
0.0677	0	0	0.7774859	
0.0678	0	0	0.7774194	
0.0679	0	0	0.7773528	
0.068	0	0	0.7772861	
0.0681	0	0	0.7772192	
0.0682	0	0	0.7771524	
0.0683	0	0	0.7770854	
0.0684	0	0	0.7770182	
0.0685	0	0	0.7769511	
0.0686	0	0	0.7768838	
0.0687	0	0	0.7768164	
0.06879999	0	0	0.776749	
0.0689	0	0	0.7766814	
0.069	0	0	0.7766137	
0.0691	0	0	0.7765459	
0.0692	0	0	0.776478	
0.0693	0	0	0.77641	
0.0694	0	0	0.7763419	
0.0695	0	0	0.7762737	
0.0696	0	0	0.7762054	
0.0697	0	0	0.7761371	
0.0698	0	0	0.7760686	
0.0699	0	0	0.776	
0.07	0	0	0.7759313	
0.07009999	0	0	0.7758626	
0.0702	0	0	0.7757937	
0.0703	0	0	0.7757248	
0.0704	0	0	0.7756557	
0.0705	0	0	0.7755865	
0.0706	0	0	0.7755173	
0.0707	0	0	0.775448	
0.0708	0	0	0.7753785	
0.0709	0	0	0.7753089	
0.07099999	0	0	0.7752392	
0.0711	0	0	0.7751695	
0.0712	0	0	0.7750996	
0.0713	0	0	0.7750297	
0.0714	0	0	0.7749596	
0.0715	0	0	0.7748895	
0.0716	0	0	0.7748193	
0.0717	0	0	0.7747489	
0.0718	0	0	0.7746785	
0.0719	0	0	0.774608	
0.072	0	0	0.7745373	
0.0721	0	0	0.7744666	
0.0722	0	0	0.7743958	
0.07229999	0	0	0.7743249	
0.0724	0	0	0.7742539	
0.0725	0	0	0.7741827	
0.0726	0	0	0.7741115	
0.0727	0	0	0.7740402	
0.0728	0	0	0.7739688	
0.0729	0	0	0.7738972	
0.073	0	0	0.7738256	
0.0731	0	0	0.7737539	
0.07319999	0	0	0.7736821	
0.0733	0	0	0.7736102	
0.0734	0	0	0.7735382	
0.0735	0	0	0.7734661	
0.0736	0	0	0.7733939	
0.0737	0	0	0.7733216	
0.0738	0	0	0.7732492	
0.0739	0	0	0.7731767	
0.074	0	0	0.7731041	
0.0741	0	0	0.7730315	
0.0742	0	0	0.7729587	
0.0743	0	0	0.7728857	
0.0744	0	0	0.7728128	
0.07449999	0	0	0.7727396	
0.0746	0	0	0.7726665	
0.0747	0	0	0.7725932	
0.0748	0	0	0.7725198	
0.0749	0	0	0.7724463	
0.075	0	0	0.7723727	
0.0751	0	0	0.7722991	
0.0752	0	0	0.7722253	
0.0753	0	0	0.7721514	
0.07539999	0	0	0.7720775	
0.0755	0	0	0.7720034	
0.0756	0	0	0.7719293	
0.0757	0	0	0.7718551	
0.0758	0	0	0.7717807	
0.0759	0	0	0.7717063	
0.076	0	0	0.7716317	
0.0761	0	0	0.771557	
0.0762	0	0	0.7714822	
0.0763	0	0	0.7714074	
0.0764	0	0	0.7713324	
0.0765	0	0	0.7712573	
0.0766	0	0	0.7711822	
0.07669999	0	0	0.771107	
0.0768	0	0	0.7710316	
0.0769	0	0	0.7709562	
0.077	0	0	0.7708806	
0.0771	0	0	0.7708051	
0.0772	0	0	0.7707293	
0.0773	0	0	0.7706535	
0.0774	0	0	0.7705776	
0.0775	0	0	0.7705016	
0.07759999	0	0	0.7704255	
0.0777	0	0	0.7703492	
0.0778	0	0	0.7702729	
0.0779	0	0	0.7701964	
0.078	0	0	0.7701199	
0.0781	0	0	0.7700433	
0.0782	0	0	0.7699665	
0.0783	0	0	0.7698898	
0.0784	0	0	0.7698128	
0.0785	0	0	0.7697358	
0.0786	0	0	0.7696587	
0.0787	0	0	0.7695815	
0.0788	0	0	0.7695042	
0.07889999	0	0	0.7694268	
0.079	0	0	0.7693493	
0.0791	0	0	0.7692718	
0.0792	0	0	0.7691941	
0.0793	0	0	0.7691163	
0.0794	0	0	0.7690384	
0.0795	0	0	0.7689604	
0.0796	0	0	0.7688823	
0.0797	0	0	0.7688041	
0.07979999	0	0	0.7687258	
0.0799	0	0	0.7686474	
0.08	0	0	0.7685689	
0.0801	0	0	0.7684904	
0.0802	0	0	0.7684117	
0.0803	0	0	0.7683329	
0.0804	0	0	0.768254	
0.0805	0	0	0.7681751	
0.0806	0	0	0.768096	
0.0807	0	0	0.7680169	
0.0808	0	0	0.7679376	
0.0809	0	0	0.7678583	
0.081	0	0	0.7677788	
0.08109999	0	0	0.7676993	
0.0812	0	0	0.7676196	
0.0813	0	0	0.7675399	
0.0814	0	0	0.76746	
0.0815	0	0	0.76738	
0.0816	0	0	0.7673	
0.0817	0	0	0.7672198	
0.0818	0	0	0.7671396	
0.0819	0	0	0.7670592	
0.08199999	0	0	0.7669787	
0.0821	0	0	0.7668982	
0.0822	0	0	0.7668176	
0.0823	0	0	0.7667369	
0.0824	0	0	0.766656	
0.0825	0	0	0.7665751	
0.0826	0	0	0.7664941	
0.0827	0	0	0.766413	
0.0828	0	0	0.7663318	
0.0829	0	0	0.7662505	
0.083	0	0	0.766169	
0.0831	0	0	0.7660875	
0.0832	0	0	0.7660059	
0.08329999	0	0	0.7659242	
0.0834	0	0	0.7658423	
0.0835	0	0	0.7657604	
0.0836	0	0	0.7656783	
0.0837	0	0	0.7655963	
0.0838	0	0	0.7655141	
0.0839	0	0	0.7654318	
0.084	0	0	0.7653493	
0.0841	0	0	0.7652668	
0.08419999	0	0	0.7651843	
0.0843	0	0	0.7651016	
0.0844	0	0	0.7650188	
0.0845	0	0	0.7649359	
0.0846	0	0	0.7648529	
0.0847	0	0	0.7647699	
0.0848	0	0	0.7646866	
0.0849	0	0	0.7646033	
0.085	0	0	0.7645199	
0.0851	0	0	0.7644364	
0.0852	0	0	0.7643529	
0.0853	0	0	0.7642692	
0.0854	0	0	0.7641854	
0.08549999	0	0	0.7641015	
0.0856	0	0	0.7640175	
0.0857	0	0	0.7639335	
0.0858	0	0	0.7638493	
0.0859	0	0	0.763765	
0.086	0	0	0.7636807	
0.0861	0	0	0.7635962	
0.0862	0	0	0.7635117	
0.0863	0	0	0.7634271	
0.08639999	0	0	0.7633423	
0.0865	0	0	0.7632574	
0.0866	0	0	0.7631724	
0.0867	0	0	0.7630874	
0.08679999	0	0	0.7630022	
0.0869	0	0	0.762917	
0.087	0	0	0.7628316	
0.0871	0	0	0.7627462	
0.0872	0	0	0.7626606	
0.0873	0	0	0.762575	
0.0874	0	0	0.7624893	
0.0875	0	0	0.7624034	
0.0876	0	0	0.7623175	
0.08769999	0	0	0.7622315	
0.0878	0	0	0.7621453	
0.0879	0	0	0.7620592	
0.088	0	0	0.7619728	
0.0881	0	0	0.7618864	
