Time	Vm	
0	-0.07	
0.0002	-0.07	
0.0004	-0.07	
0.0006	-0.07	
0.0008	-0.07	
0.0009999999	-0.07	
0.0012	-0.07	
0.0014	-0.07	
0.0016	-0.07	
0.0018	-0.07	
0.002	-0.07	
0.0022	-0.07	
0.0024	-0.07	
0.0026	-0.07	
0.0028	-0.07	
0.003	-0.07	
0.0032	-0.07	
0.0034	-0.07	
0.0036	-0.07	
0.0038	-0.07	
0.004	-0.07	
0.0042	-0.07	
0.0044	-0.07	
0.0046	-0.07	
0.0048	-0.07	
0.005	-0.07	
0.0052	-0.07	
0.0054	-0.07	
0.0056	-0.07	
0.0058	-0.07	
0.006	-0.07	
0.0062	-0.07	
0.0064	-0.07	
0.0066	-0.07	
0.0068	-0.07	
0.007	-0.07	
0.0072	-0.07	
0.0074	-0.07	
0.0076	-0.07	
0.0078	-0.07	
0.007999999	-0.07	
0.0082	-0.07	
0.0084	-0.07	
0.008599999	-0.07	
0.0088	-0.07	
0.009	-0.07	
0.0092	-0.07	
0.0094	-0.07	
0.0096	-0.07	
0.0098	-0.07	
0.01	-0.07	
0.0102	-0.07	
0.0104	-0.07	
0.0106	-0.07	
0.0108	-0.07	
0.011	-0.07	
0.0112	-0.07	
0.0114	-0.07	
0.0116	-0.07	
0.0118	-0.07	
0.012	-0.07	
0.0122	-0.07	
0.0124	-0.07	
0.0126	-0.07	
0.0128	-0.07	
0.013	-0.07	
0.0132	-0.07	
0.0134	-0.07	
0.0136	-0.07	
0.0138	-0.07	
0.014	-0.07	
0.0142	-0.07	
0.0144	-0.07	
0.0146	-0.07	
0.0148	-0.07	
0.015	-0.07	
0.0152	-0.07	
0.0154	-0.07	
0.0156	-0.07	
0.0158	-0.07	
0.016	-0.07	
0.0162	-0.07	
0.0164	-0.07	
0.0166	-0.07	
0.0168	-0.07	
0.017	-0.07	
0.0172	-0.07	
0.0174	-0.07	
0.0176	-0.07	
0.0178	-0.07	
0.018	-0.07	
0.0182	-0.07	
0.0184	-0.07	
0.0186	-0.07	
0.0188	-0.07	
0.019	-0.07	
0.0192	-0.07	
0.0194	-0.07	
0.0196	-0.07	
0.0198	-0.07	
0.02	-0.07	
0.0202	-0.07	
0.0204	-0.07	
0.0206	-0.07	
0.0208	-0.07	
0.021	-0.07	
0.0212	-0.07	
0.0214	-0.07	
0.0216	-0.07	
0.0218	-0.07	
0.022	-0.07	
0.0222	-0.07	
0.0224	-0.07	
0.0226	-0.07	
0.0228	-0.07	
0.023	-0.07	
0.0232	-0.07	
0.0234	-0.07	
0.0236	-0.07	
0.0238	-0.07	
0.024	-0.07	
0.0242	-0.07	
0.0244	-0.07	
0.0246	-0.07	
0.0248	-0.07	
0.025	-0.07	
0.0252	-0.07	
0.0254	-0.07	
0.0256	-0.07	
0.0258	-0.07	
0.026	-0.07	
0.0262	-0.07	
0.0264	-0.07	
0.0266	-0.07	
0.0268	-0.07	
0.027	-0.07	
0.0272	-0.07	
0.0274	-0.07	
