Time	Vm	
0	-0.06	
0.0005	-0.06	
0.0009999999	-0.06	
0.0015	-0.06	
0.002	-0.06	
0.0025	-0.06	
0.003	-0.06	
0.0035	-0.06	
0.004	-0.06	
0.0045	-0.06	
0.005	-0.06	
0.0055	-0.06	
0.006	-0.06	
0.0065	-0.06	
0.007	-0.06	
0.0075	-0.06	
0.007999999	-0.06	
0.0085	-0.06	
0.009	-0.06	
0.0095	-0.06	
0.01	-0.06	
0.0105	-0.06	
0.011	-0.06	
0.0115	-0.06	
0.012	-0.06	
0.0125	-0.06	
0.013	-0.06	
0.0135	-0.06	
0.014	-0.06	
0.0145	-0.06	
0.015	-0.06	
0.0155	-0.06	
0.016	-0.06	
0.0165	-0.06	
0.017	-0.06	
0.0175	-0.06	
0.018	-0.06	
0.0185	-0.06	
0.019	-0.06	
0.0195	-0.06	
0.02	-0.06	
0.0205	-0.06	
0.021	-0.06	
0.0215	-0.06	
0.022	-0.06	
0.0225	-0.06	
0.023	-0.06	
0.0235	-0.06	
0.024	-0.06	
0.0245	-0.06	
0.025	-0.06	
0.0255	-0.06	
0.026	-0.06	
0.0265	-0.06	
0.027	-0.06	
0.0275	-0.06	
0.028	-0.06	
0.0285	-0.06	
0.029	-0.06	
0.0295	-0.06	
0.03	-0.06	
0.0305	-0.06	
0.031	-0.06	
0.0315	-0.06	
0.032	-0.06	
0.0325	-0.06	
0.033	-0.06	
0.0335	-0.06	
0.034	-0.06	
0.0345	-0.06	
0.035	-0.06	
0.0355	-0.06	
0.036	-0.06	
0.0365	-0.06	
0.037	-0.06	
0.0375	-0.06	
0.038	-0.06	
0.0385	-0.06	
0.039	-0.06	
0.0395	-0.06	
0.04	-0.06	
0.0405	-0.06	
0.041	-0.06	
0.0415	-0.06	
0.042	-0.06	
0.0425	-0.06	
0.043	-0.06	
0.0435	-0.06	
0.044	-0.06	
0.0445	-0.06	
0.045	-0.06	
0.0455	-0.06	
0.046	-0.06	
0.0465	-0.06	
0.047	-0.06	
0.0475	-0.06	
0.048	-0.06	
0.0485	-0.06	
0.049	-0.06	
0.0495	-0.06	
0.05	-0.06	
0.0505	-0.05714512	
0.051	-0.05456192	
0.0515	-0.05222455	
0.052	-0.0501096	
0.0525	-0.04819592	
0.053	-0.04646435	
0.0535	-0.04489756	
0.054	-0.04347987	
0.0545	-0.04219709	
0.055	-0.04103639	
0.0555	-0.03998613	
0.056	-0.03903583	
0.0565	-0.03817596	
0.057	0	
0.0575	-0.03968228	
0.058	-0.04114152	
0.0585	-0.04201781	
0.059	-0.04247549	
0.0595	-0.04262917	
0.06	-0.0425608	
0.0605	-0.04233028	
0.061	-0.04198222	
0.0615	-0.0415504	
0.062	-0.04106072	
0.0625	-0.04053321	
0.063	-0.0399835	
0.0635	-0.03942376	
0.064	-0.03886347	
0.0645	-0.03830997	
0.065	-0.0377689	
0.0655	-0.0372445	
0.066	-0.03673989	
0.0665	-0.03625727	
0.067	-0.0357981	
0.0675	-0.0353632	
0.068	-0.03495297	
0.0685	0	
0.069	-0.03743133	
0.0695	-0.03932288	
0.07	-0.04052881	
0.0705	-0.04124275	
0.07099999	-0.04159902	
0.0715	-0.04169317	
0.072	-0.04159467	
0.0725	-0.04135503	
0.073	-0.0410131	
0.0735	-0.04059854	
0.074	-0.04013427	
0.07449999	-0.03963809	
0.075	-0.03912389	
0.0755	-0.03860253	
0.076	-0.03808244	
0.0765	-0.03757013	
0.077	-0.03707055	
0.0775	-0.03658743	
0.078	-0.03612344	
0.0785	-0.03568046	
0.079	-0.03525968	
0.0795	-0.03486175	
0.08	-0.0344869	
0.0805	-0.03413501	
0.081	-0.03380568	
0.0815	0	
0.08199999	-0.03653196	
0.0825	-0.03855592	
0.083	-0.03986718	
0.0835	-0.04066636	
0.084	-0.04109272	
