Time	Vm	Vth	
0.087	-0.03777062	-33.78476	
0.0871	-0.03767376	-33.77995	
0.0872	-0.03757711	-33.77491	
0.0873	-0.03748072	-33.76963	
0.0874	-0.03738464	-33.76411	
0.0875	-0.03728889	-33.75837	
0.0876	-0.03719354	-33.7524	
0.08769999	-0.0370986	-33.7462	
0.0878	-0.03700412	-33.73978	
0.0879	-0.03691012	-33.73315	
0.088	-0.03681665	-33.7263	
0.0881	-0.03672373	-33.71925	
0.0882	-0.03663137	-33.71198	
0.0883	-0.03653962	-33.70452	
0.0884	-0.03644849	-33.69686	
0.0885	-0.03635801	-33.68901	
0.08859999	-0.0362682	-33.68096	
0.0887	-0.03617908	-33.67273	
0.0888	-0.03609066	-33.66431	
0.0889	-0.03600297	-33.65572	
0.08899999	-0.03591602	-33.64696	
0.0891	-0.03582982	-33.63802	
0.0892	-0.03574438	-33.62892	
0.0893	-0.03565973	-33.61966	
0.0894	-0.03557587	-33.61024	
0.0895	-0.0354928	-33.60066	
0.0896	-0.03541056	-33.59093	
0.0897	-0.03532913	-33.58106	
0.0898	-0.03524853	-33.57105	
0.08989999	-0.03516877	-33.56089	
0.09	-0.03508984	-33.55061	
0.0901	-0.03501176	-33.54019	
0.0902	-0.03493454	-33.52964	
0.0903	-0.03485816	-33.51897	
0.0904	-0.03478264	-33.50819	
0.0905	-0.03470799	-33.49728	
0.0906	-0.0346342	-33.48627	
0.0907	-0.03456127	-33.47514	
0.09079999	-0.0344892	-33.46392	
0.0909	-0.034418	-33.45259	
0.091	-0.03434766	-33.44116	
0.0911	-0.03427818	-33.42964	
0.09119999	-0.03420957	-33.41803	
0.0913	-0.03414182	-33.40634	
0.0914	-0.03407492	-33.39456	
0.0915	-0.03400888	-33.3827	
0.0916	-0.03394369	-33.37076	
0.0917	-0.03387936	-33.35875	
0.0918	-0.03381587	-33.34667	
0.0919	-0.03375323	-33.33453	
0.092	-0.03369142	-33.32232	
0.09209999	-0.03363045	-33.31004	
0.0922	-0.0335703	-33.29771	
0.0923	-0.03351099	-33.28533	
0.0924	-0.03345248	-33.2729	
0.0925	-0.0333948	-33.26042	
0.0926	-0.03333792	-33.24789	
0.0927	-0.03328184	-33.23532	
0.0928	-0.03322656	-33.22271	
0.0929	0	-33.21006	
0.09299999	-0.03384084	-33.19954	
0.0931	-0.0344599	-33.19097	
0.0932	-0.03503273	-33.18419	
0.0933	-0.03556255	-33.17906	
0.09339999	-0.0360523	-33.17545	
0.0935	-0.0365047	-33.17322	
0.0936	-0.03692224	-33.17226	
0.0937	-0.03730723	-33.17245	
0.0938	-0.03766181	-33.17371	
0.0939	-0.03798795	-33.17593	
0.094	-0.03828747	-33.17901	
0.0941	-0.03856207	-33.18289	
0.0942	-0.03881331	-33.18748	
0.09429999	-0.03904267	-33.1927	
0.0944	-0.03925149	-33.1985	
0.0945	-0.03944103	-33.20481	
0.0946	-0.03961248	-33.21156	
0.0947	-0.03976694	-33.21871	
0.0948	-0.03990542	-33.2262	
0.0949	-0.04002889	-33.23399	
0.095	-0.04013823	-33.24202	
0.0951	-0.04023429	-33.25027	
0.09519999	-0.04031786	-33.25867	
0.0953	-0.04038967	-33.26721	
0.0954	-0.04045041	-33.27585	
0.0955	-0.04050072	-33.28455	
0.09559999	-0.04054122	-33.29329	
0.0957	-0.04057248	-33.30202	
0.0958	-0.04059504	-33.31075	
0.0959	-0.04060942	-33.31942	
0.096	-0.04061608	-33.32803	
0.0961	-0.04061549	-33.33656	
0.0962	-0.04060806	-33.34497	
0.0963	-0.0405942	-33.35326	
0.0964	-0.04057429	-33.36141	
0.09649999	-0.04054869	-33.3694	
0.0966	-0.04051775	-33.37722	
0.0967	-0.04048178	-33.38486	
0.0968	-0.04044108	-33.3923	
0.0969	-0.04039596	-33.39952	
0.097	-0.04034669	-33.40653	
0.0971	-0.04029352	-33.41331	
0.0972	-0.0402367	-33.41986	
0.0973	-0.04017647	-33.42616	
0.09739999	-0.04011304	-33.43221	
0.0975	-0.04004664	-33.438	
0.0976	-0.03997745	-33.44352	
0.0977	-0.03990568	-33.44878	
0.09779999	-0.0398315	-33.45376	
0.0979	-0.03975508	-33.45846	
0.098	-0.0396766	-33.46288	
0.0981	-0.03959619	-33.46702	
0.0982	-0.03951402	-33.47087	
0.0983	-0.03943023	-33.47444	
0.0984	-0.03934495	-33.47771	
0.0985	-0.0392583	-33.48069	
0.0986	-0.03917042	-33.48338	
0.09869999	-0.03908141	-33.48578	
0.0988	-0.0389914	-33.48789	
0.0989	-0.03890047	-33.4897	
0.099	-0.03880873	-33.49122	
0.0991	-0.03871629	-33.49245	
0.0992	-0.03862321	-33.49339	
0.0993	-0.03852961	-33.49405	
0.0994	-0.03843556	-33.49441	
0.0995	-0.03834113	-33.49449	
0.09959999	-0.03824639	-33.49428	
0.0997	-0.03815143	-33.4938	
0.0998	-0.03805631	-33.49303	
0.0999	-0.03796108	-33.49199	
0.09999999	-0.03845928	-33.49245	
0.1001	-0.03894467	-33.49435	
0.1002	-0.03941764	-33.49764	
0.1003	-0.03987858	-33.50227	
0.1004	-0.04032788	-33.50821	
0.1005	-0.04076589	-33.51538	
0.1006	-0.04119294	-33.52377	
0.1007	-0.04160937	-33.53331	
0.1008	-0.0420155	-33.54397	
0.1009	-0.04241163	-33.55571	
0.101	-0.04279806	-33.56848	
0.1011	-0.04317508	-33.58225	
0.1012	-0.04354296	-33.59698	
0.1013	-0.04390195	-33.61264	
0.1014	-0.04425231	-33.62919	
0.1015	-0.0445943	-33.64659	
0.1016	-0.04492813	-33.66482	
0.1017	-0.04525405	-33.68384	
0.1018	-0.04557227	-33.70362	
0.1019	-0.04588301	-33.72413	
0.102	-0.04618646	-33.74534	
0.1021	-0.04648283	-33.76723	
0.1022	-0.04677232	-33.78976	
0.1023	-0.04705509	-33.81291	
0.1024	-0.04733134	-33.83665	
0.1025	-0.04760123	-33.86097	
0.1026	-0.04786494	-33.88583	
0.1027	-0.04812263	-33.91121	
0.1028	-0.04837444	-33.9371	
0.1029	-0.04862054	-33.96346	
0.103	-0.04886108	-33.99027	
0.1031	-0.04909618	-34.01752	
0.1032	-0.049326	-34.04518	
0.1033	-0.04955067	-34.07324	
0.1034	-0.04977031	-34.10168	
0.1035	-0.04998505	-34.13047	
0.1036	-0.05019502	-34.1596	
0.1037	-0.05040033	-34.18906	
0.1038	-0.0506011	-34.21882	
0.1039	-0.05079744	-34.24887	
0.104	-0.05098945	-34.2792	
0.1041	-0.05117724	-34.30979	
0.1042	-0.05136093	-34.34062	
0.1043	-0.05154059	-34.37168	
0.1044	-0.05171634	-34.40295	
0.1045	-0.05188826	-34.43443	
0.1046	-0.05205645	-34.4661	
0.1047	-0.05222099	-34.49794	
0.1048	-0.05238197	-34.52995	
0.1049	-0.05253947	-34.5621	
0.105	-0.05269358	-34.5944	
0.1051	-0.05284438	-34.62683	
0.1052	-0.05299193	-34.65937	
0.1053	-0.05313633	-34.69202	
0.1054	-0.05327763	-34.72477	
0.1055	-0.05341592	-34.75761	
0.1056	-0.05355126	-34.79052	
0.1057	-0.05368372	-34.82351	
0.1058	-0.05381336	-34.85654	
0.1059	-0.05394025	-34.88963	
0.106	-0.05406445	-34.92276	
0.1061	-0.05418602	-34.95593	
0.1062	-0.05430502	-34.98912	
0.1063	-0.05442151	-35.02233	
0.1064	-0.05453555	-35.05555	
0.1065	-0.05464718	-35.08876	
0.1066	-0.05475647	-35.12198	
0.1067	-0.05486346	-35.15518	
0.1068	-0.05496821	-35.18837	
0.1069	-0.05507077	-35.22153	
0.107	-0.05517118	-35.25466	
0.1071	-0.05526949	-35.28776	
0.1072	-0.05536575	-35.32081	
0.1073	-0.05546	-35.35382	
0.1074	-0.05555229	-35.38678	
0.1075	-0.05564266	-35.41967	
0.1076	-0.05573115	-35.4525	
0.1077	-0.0558178	-35.48527	
0.1078	-0.05590266	-35.51796	
0.1079	-0.05598575	-35.55058	
0.108	-0.05606713	-35.58311	
0.1081	-0.05614682	-35.61555	
0.1082	-0.05622486	-35.64791	
0.1083	-0.0563013	-35.68018	
0.1084	-0.05637615	-35.71234	
0.1085	-0.05644946	-35.74441	
0.1086	-0.05652126	-35.77637	
0.1087	-0.05659158	-35.80822	
0.1088	-0.05666046	-35.83996	
0.1089	-0.05672792	-35.87158	
0.109	-0.05679399	-35.90309	
0.1091	-0.05685871	-35.93448	
0.1092	-0.0569221	-35.96574	
0.1093	-0.05698418	-35.99688	
0.1094	-0.057045	-36.02789	
0.1095	-0.05710457	-36.05877	
0.1096	-0.05716293	-36.08952	
0.1097	-0.05722009	-36.12013	
0.1098	-0.05727608	-36.15061	
0.1099	-0.05733093	-36.18094	
0.11	-0.05738465	-36.21114	
0.1101	-0.05743728	-36.24118	
0.1102	-0.05748884	-36.27109	
0.1103	-0.05753935	-36.30085	
0.1104	-0.05758883	-36.33046	
0.1105	-0.0576373	-36.35992	
0.1106	-0.05768478	-36.38923	
0.1107	-0.0577313	-36.41838	
0.1108	-0.05777688	-36.44738	
0.1109	-0.05782153	-36.47623	
0.111	-0.05786527	-36.50492	
0.1111	-0.05790812	-36.53345	
0.1112	-0.05795011	-36.56183	
0.1113	-0.05799123	-36.59004	
0.1114	-0.05803153	-36.6181	
0.1115	-0.05807101	-36.64599	
0.1116	-0.0581097	-36.67372	
0.1117	-0.05814759	-36.70129	
0.1118	-0.05818473	-36.72869	
0.1119	-0.05822111	-36.75593	
0.112	-0.05825675	-36.78301	
0.1121	-0.05829168	-36.80992	
0.1122	-0.05832589	-36.83666	
0.1123	-0.05835942	-36.86324	
0.1124	-0.05839226	-36.88965	
0.1125	-0.05842445	-36.9159	
0.1126	-0.05845599	-36.94197	
0.1127	-0.05848689	-36.96788	
0.1128	-0.05851716	-36.99363	
0.1129	-0.05854682	-37.01921	
0.113	-0.05857589	-37.04462	
0.1131	-0.05860437	-37.06986	
0.1132	-0.05863228	-37.09493	
0.1133	-0.05865962	-37.11984	
0.1134	-0.05868642	-37.14458	
0.1135	-0.05871267	-37.16915	
0.1136	-0.0587384	-37.19355	
0.1137	-0.05876361	-37.21778	
0.1138	-0.05878831	-37.24185	
0.1139	-0.05881251	-37.26575	
0.114	-0.05883623	-37.28948	
0.1141	-0.05885947	-37.31305	
0.1142	-0.05888225	-37.33645	
0.1143	-0.05890456	-37.35968	
0.1144	-0.05892643	-37.38275	
0.1145	-0.05894786	-37.40565	
0.1146	-0.05896886	-37.42838	
0.1147	-0.05898944	-37.45095	
0.1148	-0.0590096	-37.47336	
0.1149	-0.05902937	-37.49561	
0.115	-0.05904873	-37.51768	
0.1151	-0.0590677	-37.5396	
0.1152	-0.0590863	-37.56136	
0.1153	-0.05910452	-37.58295	
0.1154	-0.05912238	-37.60438	
0.1155	-0.05913987	-37.62565	
0.1156	-0.05915702	-37.64676	
0.1157	-0.05917383	-37.66771	
0.1158	-0.05919029	-37.6885	
0.1159	-0.05920643	-37.70913	
0.116	-0.05922224	-37.7296	
0.1161	-0.05923774	-37.74992	
0.1162	-0.05925293	-37.77008	
0.1163	-0.05926782	-37.79008	
0.1164	-0.0592824	-37.80993	
0.1165	-0.0592967	-37.82962	
0.1166	-0.0593107	-37.84916	
0.1167	-0.05932443	-37.86855	
0.1168	-0.05933789	-37.88778	
0.1169	-0.05935107	-37.90686	
0.117	-0.05936399	-37.92579	
0.1171	-0.05937666	-37.94457	
0.1172	-0.05938907	-37.9632	
0.1173	-0.05940123	-37.98167	
0.1174	-0.05941314	-38	
0.1175	-0.05942483	-38.01819	
0.1176	-0.05943627	-38.03622	
0.1177	-0.05944749	-38.05412	
0.1178	-0.05945848	-38.07186	
0.1179	-0.05946926	-38.08946	
0.118	-0.05947982	-38.10692	
0.1181	-0.05949017	-38.12423	
0.1182	-0.05950031	-38.14141	
0.1183	-0.05951025	-38.15844	
0.1184	-0.05952	-38.17533	
0.1185	-0.05952955	-38.19208	
0.1186	-0.0595389	-38.20869	
0.1187	-0.05954807	-38.22517	
0.1188	-0.05955706	-38.24151	
0.1189	-0.05956587	-38.25771	
0.119	-0.0595745	-38.27378	
0.1191	-0.05958296	-38.28971	
0.1192	-0.05959126	-38.3055	
0.1193	-0.05959938	-38.32117	
0.1194	-0.05960735	-38.3367	
0.1195	-0.05961515	-38.3521	
0.1196	-0.0596228	-38.36737	
0.1197	-0.05963029	-38.38251	
0.1198	-0.05963764	-38.39752	
0.1199	-0.05964484	-38.41241	
0.12	-0.0596519	-38.42717	
0.1201	-0.05965882	-38.4418	
0.1202	-0.05966559	-38.45631	
0.1203	-0.05967224	-38.47069	
0.1204	-0.05967875	-38.48495	
0.1205	-0.05968513	-38.49908	
0.1206	-0.05969139	-38.51309	
0.1207	-0.05969752	-38.52699	
0.1208	-0.05970353	-38.54076	
0.1209	-0.05970942	-38.55441	
0.121	-0.05971519	-38.56794	
0.1211	-0.05972085	-38.58136	
0.1212	-0.05972639	-38.59466	
0.1213	-0.05973183	-38.60784	
0.1214	-0.05973715	-38.62091	
0.1215	-0.05974237	-38.63387	
0.1216	-0.05974749	-38.64671	
0.1217	-0.0597525	-38.65943	
0.1218	-0.05975742	-38.67205	
0.1219	-0.05976223	-38.68455	
0.122	-0.05976696	-38.69695	
0.1221	-0.05977158	-38.70923	
0.1222	-0.05977612	-38.72141	
0.1223	-0.05978056	-38.73347	
0.1224	-0.05978492	-38.74543	
0.1225	-0.05978919	-38.75728	
0.1226	-0.05979337	-38.76903	
0.1227	-0.05979747	-38.78067	
0.1228	-0.05980149	-38.79221	
0.1229	-0.05980543	-38.80365	
0.123	-0.0598093	-38.81498	
0.1231	-0.05981308	-38.82622	
0.1232	-0.05981679	-38.83735	
0.1233	-0.05982043	-38.84838	
0.1234	-0.05982399	-38.85931	
0.1235	-0.05982748	-38.87015	
0.1236	-0.05983091	-38.88089	
0.1237	-0.05983426	-38.89153	
0.1238	-0.05983755	-38.90207	
0.1239	-0.05984078	-38.91252	
0.124	-0.05984393	-38.92287	
0.1241	-0.05984703	-38.93313	
0.1242	-0.05985007	-38.9433	
0.1243	-0.05985304	-38.95337	
0.1244	-0.05985596	-38.96336	
0.1245	-0.05985881	-38.97325	
0.1246	-0.05986162	-38.98306	
0.1247	-0.05986436	-38.99277	
0.1248	-0.05986705	-39.00239	
0.1249	-0.05986968	-39.01193	
0.125	-0.05987227	-39.02138	
0.1251	-0.05987481	-39.03074	
0.1252	-0.05987729	-39.04002	
0.1253	-0.05987972	-39.04921	
0.1254	-0.05988211	-39.05832	
0.1255	-0.05988444	-39.06735	
0.1256	-0.05988674	-39.07629	
0.1257	-0.05988899	-39.08515	
0.1258	-0.05989119	-39.09393	
0.1259	-0.05989334	-39.10263	
0.126	-0.05989546	-39.11124	
0.1261	-0.05989753	-39.11978	
0.1262	-0.05989956	-39.12824	
0.1263	-0.05990156	-39.13662	
0.1264	-0.05990351	-39.14492	
0.1265	-0.05990542	-39.15315	
0.1266	-0.0599073	-39.1613	
0.1267	-0.05990914	-39.16937	
0.1268	-0.05991094	-39.17737	
0.1269	-0.05991271	-39.1853	
0.127	-0.05991444	-39.19315	
0.1271	-0.05991614	-39.20092	
0.1272	-0.0599178	-39.20863	
0.1273	-0.05991943	-39.21626	
0.1274	-0.05992103	-39.22382	
0.1275	-0.05992259	-39.23132	
0.1276	-0.05992413	-39.23874	
0.1277	-0.05992563	-39.24609	
0.1278	-0.05992711	-39.25337	
0.1279	-0.05992855	-39.26059	
0.128	-0.05992997	-39.26774	
0.1281	-0.05993135	-39.27482	
0.1282	-0.05993272	-39.28183	
0.1283	-0.05993405	-39.28878	
0.1284	-0.05993536	-39.29567	
0.1285	-0.05993664	-39.30249	
0.1286	-0.0599379	-39.30925	
0.1287	-0.05993913	-39.31594	
0.1288	-0.05994033	-39.32257	
0.1289	-0.05994152	-39.32913	
0.129	-0.05994268	-39.33564	
0.1291	-0.05994381	-39.34208	
0.1292	-0.05994493	-39.34846	
0.1293	-0.05994602	-39.35478	
0.1294	-0.05994708	-39.36105	
0.1295	-0.05994814	-39.36725	
0.1296	-0.05994916	-39.37339	
0.1297	-0.05995017	-39.37948	
0.1298	-0.05995116	-39.38551	
0.1299	-0.05995212	-39.39148	
0.13	-0.05995307	-39.39739	
0.1301	-0.05995401	-39.40325	
0.1302	-0.05995492	-39.40905	
0.1303	-0.05995581	-39.4148	
0.1304	-0.05995669	-39.4205	
0.1305	-0.05995755	-39.42614	
0.1306	-0.05995839	-39.43172	
0.1307	-0.05995921	-39.43725	
0.1308	-0.05996002	-39.44273	
0.1309	-0.05996082	-39.44816	
0.131	-0.05996159	-39.45354	
0.1311	-0.05996236	-39.45886	
0.1312	-0.0599631	-39.46414	
0.1313	-0.05996384	-39.46936	
0.1314	-0.05996455	-39.47453	
0.1315	-0.05996526	-39.47966	
0.1316	-0.05996594	-39.48473	
0.1317	-0.05996662	-39.48976	
0.1318	-0.05996728	-39.49474	
0.1319	-0.05996793	-39.49967	
0.132	-0.05996856	-39.50455	
0.1321	-0.05996918	-39.50939	
0.1322	-0.05996979	-39.51418	
0.1323	-0.05997039	-39.51893	
0.1324	-0.05997098	-39.52363	
0.1325	-0.05997156	-39.52828	
0.1326	-0.05997212	-39.53289	
0.1327	-0.05997267	-39.53746	
0.1328	-0.05997322	-39.54198	
0.1329	-0.05997375	-39.54646	
0.133	-0.05997426	-39.5509	
0.1331	-0.05997478	-39.55529	
0.1332	-0.05997528	-39.55965	
0.1333	-0.05997577	-39.56396	
0.1334	-0.05997625	-39.56823	
0.1335	-0.05997672	-39.57245	
0.1336	-0.05997718	-39.57664	
0.1337	-0.05997763	-39.58078	
0.1338	-0.05997807	-39.58489	
0.1339	-0.05997851	-39.58895	
0.134	-0.05997894	-39.59298	
0.1341	-0.05997935	-39.59697	
0.1342	-0.05997976	-39.60092	
0.1343	-0.05998016	-39.60483	
0.1344	-0.05998055	-39.6087	
0.1345	-0.05998094	-39.61254	
0.1346	-0.05998132	-39.61634	
0.1347	-0.05998169	-39.6201	
0.1348	-0.05998205	-39.62383	
0.1349	-0.0599824	-39.62752	
0.135	-0.05998275	-39.63117	
0.1351	-0.05998309	-39.63479	
0.1352	-0.05998343	-39.63838	
0.1353	-0.05998376	-39.64193	
0.1354	-0.05998408	-39.64545	
0.1355	-0.05998439	-39.64893	
0.1356	-0.0599847	-39.65238	
0.1357	-0.059985	-39.65579	
0.1358	-0.0599853	-39.65917	
0.1359	-0.05998559	-39.66252	
0.136	-0.05998588	-39.66584	
0.1361	-0.05998616	-39.66912	
0.1362	-0.05998643	-39.67237	
0.1363	-0.0599867	-39.67559	
0.1364	-0.05998696	-39.67878	
0.1365	-0.05998722	-39.68194	
0.1366	-0.05998747	-39.68507	
0.1367	-0.05998772	-39.68816	
0.1368	-0.05998797	-39.69123	
0.1369	-0.0599882	-39.69427	
0.137	-0.05998844	-39.69727	
0.1371	-0.05998866	-39.70025	
0.1372	-0.05998889	-39.7032	
0.1373	-0.05998911	-39.70612	
0.1374	-0.05998933	-39.70901	
0.1375	-0.05998954	-39.71188	
0.1376	-0.05998974	-39.71471	
0.1377	-0.05998994	-39.71752	
0.1378	-0.05999014	-39.7203	
0.1379	-0.05999034	-39.72306	
0.138	-0.05999053	-39.72578	
0.1381	-0.05999072	-39.72849	
0.1382	-0.0599909	-39.73116	
0.1383	-0.05999108	-39.73381	
0.1384	-0.05999125	-39.73643	
0.1385	-0.05999142	-39.73903	
0.1386	-0.05999159	-39.7416	
0.1387	-0.05999177	-39.74414	
0.1388	-0.05999193	-39.74667	
0.1389	-0.05999209	-39.74916	
0.139	-0.05999225	-39.75164	
0.1391	-0.0599924	-39.75409	
0.1392	-0.05999254	-39.75651	
0.1393	-0.05999269	-39.75891	
0.1394	-0.05999284	-39.76129	
0.1395	-0.05999298	-39.76364	
0.1396	-0.05999312	-39.76597	
0.1397	-0.05999326	-39.76828	
0.1398	-0.05999339	-39.77057	
0.1399	-0.05999352	-39.77283	
0.14	-0.05999365	-39.77507	
0.1401	-0.05999377	-39.77729	
0.1402	-0.0599939	-39.77949	
0.1403	-0.05999402	-39.78166	
0.1404	-0.05999414	-39.78382	
0.1405	-0.05999425	-39.78595	
0.1406	-0.05999437	-39.78806	
0.1407	-0.05999448	-39.79015	
0.1408	-0.05999459	-39.79222	
0.1409	-0.05999469	-39.79428	
0.141	-0.0599948	-39.79631	
0.1411	-0.0599949	-39.79832	
0.1412	-0.059995	-39.80031	
0.1413	-0.0599951	-39.80228	
0.1414	-0.0599952	-39.80424	
0.1415	-0.05999529	-39.80617	
0.1416	-0.05999538	-39.80809	
0.1417	-0.05999548	-39.80998	
0.1418	-0.05999556	-39.81186	
0.1419	-0.05999565	-39.81372	
0.142	-0.05999574	-39.81556	
0.1421	-0.05999582	-39.81738	
0.1422	-0.05999591	-39.81919	
0.1423	-0.05999599	-39.82097	
0.1424	-0.05999607	-39.82274	
0.1425	-0.05999614	-39.82449	
0.1426	-0.05999622	-39.82623	
0.1427	-0.0599963	-39.82795	
0.1428	-0.05999637	-39.82965	
0.1429	-0.05999644	-39.83133	
0.143	-0.05999651	-39.833	
0.1431	-0.05999658	-39.83465	
0.1432	-0.05999665	-39.83629	
0.1433	-0.05999671	-39.83791	
0.1434	-0.05999678	-39.83951	
0.1435	-0.05999684	-39.84109	
0.1436	-0.0599969	-39.84267	
0.1437	-0.05999696	-39.84422	
0.1438	-0.05999703	-39.84576	
0.1439	-0.05999708	-39.84729	
0.144	-0.05999714	-39.8488	
0.1441	-0.0599972	-39.8503	
0.1442	-0.05999725	-39.85178	
0.1443	-0.05999731	-39.85324	
0.1444	-0.05999736	-39.8547	
0.1445	-0.05999741	-39.85614	
0.1446	-0.05999746	-39.85756	
0.1447	-0.05999751	-39.85897	
0.1448	-0.05999756	-39.86037	
0.1449	-0.05999761	-39.86175	
0.145	-0.05999766	-39.86312	
0.1451	-0.0599977	-39.86447	
0.1452	-0.05999775	-39.86581	
0.1453	-0.05999779	-39.86714	
0.1454	-0.05999784	-39.86846	
0.1455	-0.05999788	-39.86976	
0.1456	-0.05999792	-39.87105	
0.1457	-0.05999796	-39.87233	
0.1458	-0.05999801	-39.87359	
0.1459	-0.05999804	-39.87484	
0.146	-0.05999808	-39.87608	
0.1461	-0.05999812	-39.87731	
0.1462	-0.05999816	-39.87852	
0.1463	-0.0599982	-39.87973	
0.1464	-0.05999823	-39.88092	
0.1465	-0.05999826	-39.8821	
0.1466	-0.0599983	-39.88326	
0.1467	-0.05999833	-39.88442	
0.1468	-0.05999837	-39.88556	
0.1469	-0.0599984	-39.8867	
0.147	-0.05999843	-39.88782	
0.1471	-0.05999846	-39.88893	
0.1472	-0.05999849	-39.89003	
0.1473	-0.05999852	-39.89112	
0.1474	-0.05999855	-39.8922	
0.1475	-0.05999858	-39.89327	
0.1476	-0.05999861	-39.89433	
0.1477	-0.05999864	-39.89537	
0.1478	-0.05999866	-39.89641	
0.1479	-0.05999869	-39.89744	
0.148	-0.05999871	-39.89846	
0.1481	-0.05999874	-39.89946	
0.1482	-0.05999877	-39.90046	
0.1483	-0.05999879	-39.90145	
0.1484	-0.05999881	-39.90242	
0.1485	-0.05999884	-39.90339	
0.1486	-0.05999886	-39.90435	
0.1487	-0.05999888	-39.9053	
0.1488	-0.0599989	-39.90624	
0.1489	-0.05999893	-39.90717	
0.149	-0.05999895	-39.90809	
0.1491	-0.05999897	-39.909	
0.1492	-0.05999899	-39.9099	
0.1493	-0.05999901	-39.9108	
0.1494	-0.05999903	-39.91168	
0.1495	-0.05999904	-39.91256	
0.1496	-0.05999906	-39.91343	
0.1497	-0.05999909	-39.91428	
0.1498	-0.0599991	-39.91513	
0.1499	-0.05999912	-39.91598	
0.15	-0.05999914	-39.91681	
0.1501	-0.05999916	-39.91763	
0.1502	-0.05999917	-39.91845	
0.1503	-0.05999919	-39.91926	
0.1504	-0.0599992	-39.92006	
0.1505	-0.05999922	-39.92085	
0.1506	-0.05999923	-39.92164	
0.1507	-0.05999925	-39.92242	
0.1508	-0.05999926	-39.92319	
0.1509	-0.05999928	-39.92395	
0.151	-0.05999929	-39.92471	
0.1511	-0.05999931	-39.92545	
0.1512	-0.05999932	-39.92619	
0.1513	-0.05999934	-39.92693	
0.1514	-0.05999935	-39.92765	
0.1515	-0.05999936	-39.92837	
0.1516	-0.05999937	-39.92908	
0.1517	-0.05999938	-39.92978	
0.1518	-0.0599994	-39.93048	
0.1519	-0.05999941	-39.93117	
0.152	-0.05999942	-39.93185	
0.1521	-0.05999943	-39.93253	
0.1522	-0.05999944	-39.9332	
0.1523	-0.05999945	-39.93386	
0.1524	-0.05999947	-39.93452	
0.1525	-0.05999948	-39.93517	
0.1526	-0.05999949	-39.93581	
0.1527	-0.0599995	-39.93645	
0.1528	-0.05999951	-39.93708	
0.1529	-0.05999952	-39.93771	
0.153	-0.05999953	-39.93832	
0.1531	-0.05999954	-39.93894	
0.1532	-0.05999955	-39.93954	
0.1533	-0.05999956	-39.94014	
0.1534	-0.05999956	-39.94074	
0.1535	-0.05999957	-39.94133	
0.1536	-0.05999958	-39.94191	
0.1537	-0.05999959	-39.94249	
0.1538	-0.05999959	-39.94306	
0.1539	-0.0599996	-39.94362	
0.154	-0.05999961	-39.94418	
0.1541	-0.05999961	-39.94474	
0.1542	-0.05999962	-39.94529	
0.1543	-0.05999963	-39.94583	
0.1544	-0.05999964	-39.94637	
0.1545	-0.05999964	-39.9469	
0.1546	-0.05999965	-39.94743	
0.1547	-0.05999966	-39.94795	
0.1548	-0.05999967	-39.94847	
0.1549	-0.05999967	-39.94898	
0.155	-0.05999968	-39.94949	
0.1551	-0.05999969	-39.94999	
0.1552	-0.0599997	-39.95049	
0.1553	-0.05999971	-39.95098	
0.1554	-0.05999972	-39.95147	
0.1555	-0.05999972	-39.95195	
0.1556	-0.05999972	-39.95242	
0.1557	-0.05999973	-39.9529	
0.1558	-0.05999973	-39.95337	
0.1559	-0.05999973	-39.95383	
0.156	-0.05999974	-39.95428	
0.1561	-0.05999974	-39.95474	
0.1562	-0.05999975	-39.95519	
0.1563	-0.05999975	-39.95564	
0.1564	-0.05999975	-39.95608	
0.1565	-0.05999976	-39.95651	
0.1566	-0.05999976	-39.95694	
0.1567	-0.05999976	-39.95737	
0.1568	-0.05999977	-39.95779	
0.1569	-0.05999977	-39.95821	
0.157	-0.05999978	-39.95863	
0.1571	-0.05999978	-39.95904	
0.1572	-0.05999978	-39.95945	
0.1573	-0.05999979	-39.95985	
0.1574	-0.05999979	-39.96025	
0.1575	-0.05999979	-39.96065	
0.1576	-0.0599998	-39.96104	
0.1577	-0.0599998	-39.96143	
0.1578	-0.0599998	-39.96181	
0.1579	-0.05999981	-39.96218	
0.158	-0.05999981	-39.96256	
0.1581	-0.05999982	-39.96293	
0.1582	-0.05999982	-39.9633	
0.1583	-0.05999982	-39.96367	
0.1584	-0.05999983	-39.96403	
0.1585	-0.05999983	-39.96439	
0.1586	-0.05999983	-39.96474	
0.1587	-0.05999984	-39.9651	
0.1588	-0.05999984	-39.96544	
0.1589	-0.05999985	-39.96579	
0.159	-0.05999985	-39.96613	
0.1591	-0.05999985	-39.96646	
0.1592	-0.05999986	-39.96679	
0.1593	-0.05999986	-39.96712	
0.1594	-0.05999987	-39.96745	
0.1595	-0.05999987	-39.96778	
0.1596	-0.05999988	-39.9681	
0.1597	-0.05999988	-39.96841	
0.1598	-0.05999988	-39.96873	
0.1599	-0.05999989	-39.96904	
0.16	-0.05999989	-39.96935	
0.1601	-0.05999989	-39.96965	
0.1602	-0.0599999	-39.96995	
0.1603	-0.0599999	-39.97025	
0.1604	-0.05999991	-39.97055	
0.1605	-0.05999991	-39.97084	
0.1606	-0.05999991	-39.97113	
0.1607	-0.05999991	-39.97142	
0.1608	-0.05999991	-39.9717	
