Time	Vm	Vth	
0.0114	-0.06	-40	
0.0115	-0.06	-40	
0.0116	-0.06	-40	
0.0117	-0.06	-40	
0.0118	-0.06	-40	
0.0119	-0.06	-40	
0.012	-0.06	-40	
0.0121	-0.06	-40	
0.0122	-0.06	-40	
0.0123	-0.06	-40	
0.0124	-0.06	-40	
0.0125	-0.06	-40	
0.0126	-0.06	-40	
0.0127	-0.06	-40	
0.0128	-0.06	-40	
0.0129	-0.06	-40	
0.013	-0.06	-40	
0.0131	-0.06	-40	
0.0132	-0.06	-40	
0.0133	-0.06	-40	
0.0134	-0.06	-40	
0.0135	-0.06	-40	
0.0136	-0.06	-40	
0.0137	-0.06	-40	
0.0138	-0.06	-40	
0.0139	-0.06	-40	
0.014	-0.06	-40	
0.0141	-0.06	-40	
0.0142	-0.06	-40	
0.0143	-0.06	-40	
0.0144	-0.06	-40	
0.0145	-0.06	-40	
0.0146	-0.06	-40	
0.0147	-0.06	-40	
0.0148	-0.06	-40	
0.0149	-0.06	-40	
0.015	-0.06	-40	
0.0151	-0.06	-40	
0.0152	-0.06	-40	
0.0153	-0.06	-40	
0.0154	-0.06	-40	
0.0155	-0.06	-40	
0.0156	-0.06	-40	
0.0157	-0.06	-40	
0.0158	-0.06	-40	
0.0159	-0.06	-40	
0.016	-0.06	-40	
0.0161	-0.06	-40	
0.0162	-0.06	-40	
0.0163	-0.06	-40	
0.0164	-0.06	-40	
0.0165	-0.06	-40	
0.0166	-0.06	-40	
0.0167	-0.06	-40	
0.0168	-0.06	-40	
0.0169	-0.06	-40	
0.017	-0.06	-40	
0.0171	-0.06	-40	
0.0172	-0.06	-40	
0.0173	-0.06	-40	
0.0174	-0.06	-40	
0.0175	-0.06	-40	
0.0176	-0.06	-40	
0.0177	-0.06	-40	
0.0178	-0.06	-40	
0.0179	-0.06	-40	
0.018	-0.06	-40	
0.0181	-0.06	-40	
0.0182	-0.06	-40	
0.0183	-0.06	-40	
0.0184	-0.06	-40	
0.0185	-0.06	-40	
0.0186	-0.06	-40	
0.0187	-0.06	-40	
0.0188	-0.06	-40	
0.0189	-0.06	-40	
0.019	-0.06	-40	
0.0191	-0.06	-40	
0.0192	-0.06	-40	
0.0193	-0.06	-40	
0.0194	-0.06	-40	
0.0195	-0.06	-40	
0.0196	-0.06	-40	
0.0197	-0.06	-40	
0.0198	-0.06	-40	
0.0199	-0.06	-40	
0.02	-0.06	-40	
0.0201	-0.06	-40	
0.0202	-0.06	-40	
0.0203	-0.06	-40	
0.0204	-0.06	-40	
0.0205	-0.06	-40	
0.0206	-0.06	-40	
0.0207	-0.06	-40	
0.0208	-0.06	-40	
0.0209	-0.06	-40	
0.021	-0.06	-40	
0.0211	-0.06	-40	
0.0212	-0.06	-40	
0.0213	-0.06	-40	
0.0214	-0.06	-40	
0.0215	-0.06	-40	
0.0216	-0.06	-40	
0.0217	-0.06	-40	
0.0218	-0.06	-40	
0.0219	-0.06	-40	
0.022	-0.06	-40	
0.0221	-0.06	-40	
0.0222	-0.06	-40	
0.0223	-0.06	-40	
0.0224	-0.06	-40	
0.0225	-0.06	-40	
0.0226	-0.06	-40	
0.0227	-0.06	-40	
0.0228	-0.06	-40	
0.0229	-0.06	-40	
0.023	-0.06	-40	
0.0231	-0.06	-40	
0.0232	-0.06	-40	
0.0233	-0.06	-40	
0.0234	-0.06	-40	
0.0235	-0.06	-40	
0.0236	-0.06	-40	
0.0237	-0.06	-40	
0.0238	-0.06	-40	
0.0239	-0.06	-40	
0.024	-0.06	-40	
0.0241	-0.06	-40	
0.0242	-0.06	-40	
0.0243	-0.06	-40	
0.0244	-0.06	-40	
0.0245	-0.06	-40	
0.0246	-0.06	-40	
0.0247	-0.06	-40	
0.0248	-0.06	-40	
0.0249	-0.06	-40	
0.025	-0.06	-40	
0.0251	-0.06	-40	
0.0252	-0.06	-40	
0.0253	-0.06	-40	
0.0254	-0.06	-40	
0.0255	-0.06	-40	
0.0256	-0.06	-40	
0.0257	-0.06	-40	
0.0258	-0.06	-40	
0.0259	-0.06	-40	
0.026	-0.06	-40	
0.0261	-0.06	-40	
0.0262	-0.06	-40	
0.0263	-0.06	-40	
0.0264	-0.06	-40	
0.0265	-0.06	-40	
0.0266	-0.06	-40	
0.0267	-0.06	-40	
0.0268	-0.06	-40	
0.0269	-0.06	-40	
0.027	-0.06	-40	
0.0271	-0.06	-40	
0.0272	-0.06	-40	
0.0273	-0.06	-40	
0.0274	-0.06	-40	
0.0275	-0.06	-40	
0.0276	-0.06	-40	
0.0277	-0.06	-40	
0.0278	-0.06	-40	
0.0279	-0.06	-40	
0.028	-0.06	-40	
0.0281	-0.06	-40	
0.0282	-0.06	-40	
0.0283	-0.06	-40	
0.0284	-0.06	-40	
0.0285	-0.06	-40	
