Time	Vm	
0	0	
0.0002	-0.04596104	
0.0004	-0.04678966	
0.0006	-0.04750349	
0.0008	-0.04811748	
0.0009999999	-0.04864438	
0.0012	-0.04909503	
0.0014	-0.04947879	
0.0016	-0.0498037	
0.0018	-0.05007671	
0.002	-0.0503039	
0.0022	-0.05049053	
0.0024	-0.05064122	
0.0026	-0.05076004	
0.0028	-0.05085054	
0.003	-0.05091589	
0.0032	-0.0509589	
0.0034	-0.05098204	
0.0036	-0.05098753	
0.0038	-0.05097736	
0.004	-0.05095328	
0.0042	-0.05091691	
0.0044	-0.05086965	
0.0046	-0.05081281	
0.0048	-0.05074753	
0.005	-0.05067487	
0.0052	0	
0.0054	-0.05125609	
0.0056	-0.05180768	
0.0058	-0.05226591	
0.006	-0.05264364	
0.0062	-0.05295174	
0.0064	-0.05319939	
0.0066	-0.05339442	
0.0068	-0.05354353	
0.007	-0.05365246	
0.0072	-0.05372619	
0.0074	-0.05376901	
0.0076	-0.05378469	
0.0078	-0.05377649	
0.007999999	-0.0537473	
0.0082	-0.05369963	
0.0084	-0.05363574	
0.008599999	-0.0535576	
0.0088	-0.05346699	
0.009	-0.05336546	
0.0092	-0.05325444	
0.0094	-0.05313518	
0.0096	-0.05300881	
0.0098	-0.05287634	
0.01	-0.05273871	
0.0102	-0.05259674	
0.0104	-0.05245117	
0.0106	-0.05230268	
0.0108	-0.0521519	
0.011	-0.05199936	
0.0112	-0.05184558	
0.0114	-0.05169102	
0.0116	-0.05153607	
0.0118	0	
0.012	-0.05194343	
0.0122	-0.05241001	
0.0124	-0.05279418	
0.0126	-0.05310715	
0.0128	-0.0533584	
0.013	-0.05355598	
0.0132	-0.05370678	
0.0134	-0.05381668	
0.0136	-0.05389079	
0.0138	-0.0539335	
0.014	-0.05394866	
0.0142	-0.05393958	
0.0144	-0.05390921	
0.0146	-0.05386014	
0.0148	-0.05379461	
0.015	-0.05371467	
0.0152	-0.05362209	
0.0154	-0.05351848	
0.0156	-0.05340526	
0.0158	-0.05328371	
0.016	-0.05315496	
0.0162	-0.05302006	
0.0164	-0.05287994	
0.0166	-0.05273543	
0.0168	-0.05258729	
0.017	-0.0524362	
0.0172	-0.05228278	
0.0174	-0.0521276	
0.0176	-0.05197116	
0.0178	0	
0.018	-0.05235641	
0.0182	-0.0528045	
0.0184	-0.05317143	
0.0186	-0.05346831	
0.0188	-0.05370453	
0.019	-0.05388806	
0.0192	-0.0540257	
0.0194	-0.05412326	
0.0196	-0.05418577	
0.0198	-0.05421756	
0.02	-0.0542224	
0.0202	-0.0542036	
0.0204	-0.05416401	
0.0206	-0.05410618	
0.0208	-0.05403235	
0.021	-0.05394449	
0.0212	-0.05384438	
0.0214	-0.05373355	
0.0216	-0.05361344	
0.0218	-0.05348527	
0.022	-0.05335018	
0.0222	-0.05320918	
0.0224	-0.05306318	
0.0226	-0.05291301	
0.0228	-0.05275942	
0.023	-0.05260306	
0.0232	-0.05244455	
0.0234	-0.05228444	
0.0236	0	
0.0238	-0.05264951	
0.024	-0.05308272	
0.0242	-0.05343594	
0.0244	-0.05372018	
0.0246	-0.05394472	
0.0248	-0.05411743	
0.025	-0.05424502	
0.0252	-0.05433324	
0.0254	-0.05438703	
0.0256	-0.05441067	
0.0258	-0.05440789	
0.026	-0.05438192	
0.0262	-0.0543356	
0.0264	-0.05427142	
0.0266	-0.05419159	
0.0268	-0.05409804	
0.027	-0.05399253	
0.0272	-0.05387658	
0.0274	-0.05375158	
0.0276	-0.05361876	
0.0278	-0.05347922	
0.028	-0.05333396	
0.0282	-0.05318388	
0.0284	-0.0530298	
0.0286	-0.05287244	
0.0288	-0.05271246	
0.029	-0.05255046	
0.0292	-0.05238699	
0.0294	0	
0.0296	-0.05274191	
0.0298	-0.05316892	
0.03	-0.05351657	
0.0302	-0.05379578	
0.0304	-0.05401575	
0.0306	-0.05418431	
0.0308	-0.05430811	
0.031	-0.05439286	
0.0312	-0.05444348	
0.0314	-0.0544642	
0.0316	-0.05445872	
0.0318	-0.05443025	
0.032	-0.05438161	
0.0322	-0.05431528	
0.0324	-0.05423344	
0.0326	-0.05413803	
0.0328	-0.05403076	
0.033	-0.05391316	
0.0332	-0.05378662	
0.0334	-0.05365233	
0.0336	-0.05351143	
0.0338	-0.05336487	
0.034	-0.05321357	
0.0342	-0.05305832	
0.0344	-0.05289984	
0.0346	-0.05273882	
0.0348	-0.05257582	
0.035	0	
0.0352	-0.052923	
0.0354	-0.05334269	
0.0356	-0.05368345	
0.0358	-0.05395618	
0.036	-0.05417006	
0.0362	-0.05433288	
0.0364	-0.05445128	
0.0366	-0.05453093	
0.0368	-0.05457673	
0.037	-0.0545929	
0.0372	-0.0545831	
0.0374	-0.05455053	
0.0376	-0.05449799	
0.0378	-0.05442795	
0.038	-0.05434257	
0.0382	-0.05424377	
0.0384	-0.05413327	
0.0386	-0.05401257	
0.0388	-0.05388303	
0.039	-0.05374588	
0.0392	-0.05360221	
0.0394	-0.05345299	
0.0396	-0.05329911	
0.0398	-0.05314137	
0.04	-0.05298048	
0.0402	-0.05281712	
0.0404	-0.05265185	
0.0406	0	
0.0408	-0.05299189	
0.041	-0.05340713	
0.0412	-0.05374388	
0.0414	-0.05401297	
0.0416	-0.05422356	
0.0418	-0.05438337	
0.042	-0.05449902	
0.0422	-0.05457615	
0.0424	-0.05461964	
0.0426	-0.05463367	
0.0428	-0.05462189	
0.043	-0.0545875	
0.0432	-0.05453327	
0.0434	-0.05446165	
0.0436	-0.05437479	
0.0438	-0.05427461	
0.044	-0.05416281	
0.0442	-0.05404089	
0.0444	-0.05391021	
0.0446	-0.05377198	
0.0448	-0.05362727	
0.045	-0.05347708	
0.0452	-0.05332228	
0.0454	-0.05316367	
0.0456	-0.05300195	
0.0458	-0.05283779	
0.046	-0.05267177	
0.0462	0	
0.0464	-0.05300967	
0.0466	-0.05342365	
0.0468	-0.05375927	
0.047	-0.05402734	
0.0472	-0.054237	
0.0474	-0.05439598	
0.0476	-0.05451087	
0.0478	-0.05458732	
0.048	-0.05463017	
0.0482	-0.05464362	
0.0484	-0.05463132	
0.0486	-0.05459644	
0.0488	-0.05454175	
0.049	-0.0544697	
