Time	Fy	Fx	Fz	Vz	Vx	Vy	Pz	Px	Py	
0.326	-0.459736	0	0	0	0	-0.22873	0	0	1.458033	
0.327	-0.4578258	0	0	0	0	-0.2291462	0	0	1.457804	
0.328	-0.4559203	0	0	0	0	-0.2295606	0	0	1.457575	
0.329	-0.4540195	0	0	0	0	-0.2299734	0	0	1.457345	
0.33	-0.4521227	0	0	0	0	-0.2303844	0	0	1.457114	
0.331	-0.4502305	0	0	0	0	-0.2307937	0	0	1.456884	
0.332	-0.448343	0	0	0	0	-0.2312013	0	0	1.456653	
0.333	-0.4464594	0	0	0	0	-0.2316072	0	0	1.456421	
0.334	-0.4445813	0	0	0	0	-0.2320113	0	0	1.456189	
0.335	-0.4427071	0	0	0	0	-0.2324138	0	0	1.455956	
0.336	-0.4408383	0	0	0	0	-0.2328146	0	0	1.455724	
0.337	-0.4389742	0	0	0	0	-0.2332136	0	0	1.45549	
0.338	-0.4371141	0	0	0	0	-0.233611	0	0	1.455257	
0.339	-0.4352594	0	0	0	0	-0.2340067	0	0	1.455023	
0.34	-0.4334086	0	0	0	0	-0.2344007	0	0	1.454788	
0.341	-0.4315633	0	0	0	0	-0.234793	0	0	1.454553	
0.342	-0.4297227	0	0	0	0	-0.2351837	0	0	1.454318	
0.343	-0.4278867	0	0	0	0	-0.2355727	0	0	1.454083	
0.344	-0.4260555	0	0	0	0	-0.23596	0	0	1.453847	
0.345	-0.4242289	0	0	0	0	-0.2363456	0	0	1.453611	
0.346	-0.4224071	0	0	0	0	-0.2367297	0	0	1.453374	
0.347	-0.4205907	0	0	0	0	-0.237112	0	0	1.453137	
0.348	-0.4187789	0	0	0	0	-0.2374927	0	0	1.452899	
0.349	-0.4169719	0	0	0	0	-0.2378718	0	0	1.452661	
0.35	-0.4151703	0	0	0	0	-0.2382492	0	0	1.452423	
0.351	-0.4133735	0	0	0	0	-0.238625	0	0	1.452185	
0.352	-0.4115813	0	0	0	0	-0.2389992	0	0	1.451946	
0.353	-0.4097938	0	0	0	0	-0.2393717	0	0	1.451706	
0.354	-0.4080117	0	0	0	0	-0.2397426	0	0	1.451466	
0.355	-0.4062352	0	0	0	0	-0.2401119	0	0	1.451226	
0.356	-0.4044625	0	0	0	0	-0.2404796	0	0	1.450986	
0.357	-0.4026953	0	0	0	0	-0.2408457	0	0	1.450745	
0.358	-0.4009336	0	0	0	0	-0.2412102	0	0	1.450504	
0.359	-0.3991766	0	0	0	0	-0.2415731	0	0	1.450262	
0.36	-0.3974243	0	0	0	0	-0.2419344	0	0	1.45002	
0.361	-0.3956774	0	0	0	0	-0.2422941	0	0	1.449778	
0.362	-0.3939359	0	0	0	0	-0.2426522	0	0	1.449535	
0.363	-0.3921992	0	0	0	0	-0.2430088	0	0	1.449292	
0.364	-0.3904672	0	0	0	0	-0.2433638	0	0	1.449049	
0.365	-0.3887407	0	0	0	0	-0.2437172	0	0	1.448805	
0.366	-0.3870195	0	0	0	0	-0.244069	0	0	1.448561	
0.367	-0.3853031	0	0	0	0	-0.2444193	0	0	1.448317	
0.368	-0.3835922	0	0	0	0	-0.244768	0	0	1.448072	
0.369	-0.381886	0	0	0	0	-0.2451152	0	0	1.447827	
0.37	-0.3801852	0	0	0	0	-0.2454608	0	0	1.447581	
0.371	-0.3784899	0	0	0	0	-0.2458049	0	0	1.447336	
0.372	-0.3768	0	0	0	0	-0.2461474	0	0	1.44709	
0.373	-0.3751149	0	0	0	0	-0.2464884	0	0	1.446843	
0.374	-0.3734344	0	0	0	0	-0.2468279	0	0	1.446596	
0.375	-0.3717602	0	0	0	0	-0.2471658	0	0	1.446349	
0.376	-0.3700907	0	0	0	0	-0.2475023	0	0	1.446102	
0.377	-0.3684258	0	0	0	0	-0.2478372	0	0	1.445854	
0.378	-0.3667672	0	0	0	0	-0.2481707	0	0	1.445606	
0.379	-0.3651133	0	0	0	0	-0.2485026	0	0	1.445357	
0.38	-0.3634649	0	0	0	0	-0.248833	0	0	1.445108	
0.381	-0.3618211	0	0	0	0	-0.2491619	0	0	1.444859	
0.382	-0.3601836	0	0	0	0	-0.2494894	0	0	1.44461	
