Time	Px	Py	Pz	Vx	Vy	Vz	
0	0	1	-0.0002036532	0	0	0	
0.0005	-1.193662E-06	0.9999976	-0.0002048468	-0.002387324	-0.004905	-0.002387324	
0.001	-2.21774E-06	0.9999976	-0.0002058716	-0.002048156	4.650711E-05	-0.002049593	
0.0015	-3.755435E-06	0.9999976	-0.0002074104	-0.003075389	4.665452E-05	-0.003077539	
0.002	-5.806813E-06	0.9999976	-0.0002094632	-0.004102755	4.597715E-05	-0.004105619	
0.0025	-8.371873E-06	0.9999976	-0.0002120301	-0.005130121	4.530428E-05	-0.005133698	
0.003	-1.145062E-05	0.9999976	-0.000215111	-0.006157486	4.4636E-05	-0.006161776	
0.0035	-1.504304E-05	0.9999977	-0.0002187059	-0.007184851	4.397226E-05	-0.007189854	
0.004	-1.914915E-05	0.9999977	-0.0002228149	-0.008212214	4.331303E-05	-0.008217931	
0.0045	-2.376894E-05	0.9999977	-0.0002274378	-0.009239578	4.265824E-05	-0.009246008	
0.005	-2.890241E-05	0.9999977	-0.0002325749	-0.01026694	4.200787E-05	-0.01027408	
0.0055	-3.454956E-05	0.9999977	-0.000238226	-0.0112943	4.136186E-05	-0.01130216	
0.006	-4.071039E-05	0.9999978	-0.0002443911	-0.01232166	4.072018E-05	-0.01233023	
0.0065	-4.73849E-05	0.9999978	-0.0002510702	-0.01334902	4.008277E-05	-0.01335831	
0.007	-5.45731E-05	0.9999978	-0.0002582634	-0.01437638	3.944961E-05	-0.01438638	
0.0075	-6.227497E-05	0.9999979	-0.0002659707	-0.01540374	3.882064E-05	-0.01541445	
0.008	-7.049052E-05	0.9999979	-0.0002741919	-0.0164311	3.819582E-05	-0.01644253	
0.0085	-7.921975E-05	0.9999979	-0.0002829272	-0.01745846	3.757512E-05	-0.0174706	
0.009000001	-8.846266E-05	0.9999979	-0.0002921766	-0.01848582	3.695849E-05	-0.01849867	
0.009500001	-9.821925E-05	0.9999979	-0.0003019399	-0.01951318	3.63459E-05	-0.01952674	
