Time	Px	Py	Pz	Vx	Vy	Vz	
0	0	1	-0.0002036532	0	0	0	
0.0005	0	1	-0.0002036532	-0.001300139	0	-0.001300139	
0.001	-6.500696E-07	1	-0.0002043032	-0.002600279	0	-0.002600279	
0.0015	-1.950209E-06	1	-0.0002056034	-0.003910261	-0.0001192093	-0.003910261	
0.002	-3.905339E-06	0.9999999	-0.0002075585	-0.005200557	0	-0.005200557	
0.0025	-6.505618E-06	0.9999999	-0.0002101588	-0.006500697	0	-0.006500697	
0.003	-9.755967E-06	0.9999999	-0.0002134091	-0.007800836	0	-0.007800836	
0.0035	-1.365638E-05	0.9999999	-0.0002173096	-0.009099007	2.384186E-05	-0.009099008	
0.004	-1.820589E-05	0.9999999	-0.0002218591	-0.01040111	0	-0.01040111	
0.0045	-2.340645E-05	0.9999999	-0.0002270596	-0.01169929	2.384186E-05	-0.01169929	
0.005	-2.925609E-05	0.9999999	-0.0002329093	-0.01299942	2.384186E-05	-0.01299943	
0.0055	-3.57558E-05	0.9999999	-0.000239409	-0.01430153	0	-0.01430153	
0.006	-4.290657E-05	0.9999999	-0.0002465598	-0.01560167	0	-0.01560167	
0.0065	-5.070741E-05	0.9999999	-0.0002543606	-0.01690181	0	-0.01690181	
0.007	-5.915831E-05	0.9999999	-0.0002628115	-0.01819211	0.0001192093	-0.01819211	
0.0075	-6.825437E-05	0.9999999	-0.0002719076	-0.01949422	9.536743E-05	-0.01949422	
0.008	-7.800148E-05	1	-0.0002816547	-0.02081207	-0.0001192093	-0.02081207	
0.0085	-8.840752E-05	0.9999999	-0.0002920607	-0.0221004	2.384186E-05	-0.0221004	
0.009000001	-9.945772E-05	0.9999999	-0.0003031109	-0.02340054	2.384186E-05	-0.02340054	
0.009500001	-0.000111158	0.9999999	-0.0003148112	-0.02470068	2.384186E-05	-0.02470068	
0.01	-0.0001235083	0.9999999	-0.0003271615	-0.02600082	2.384186E-05	-0.02600082	
0.0105	-0.0001365088	0.9999999	-0.000340162	-0.02730096	2.384186E-05	-0.02730097	
0.011	-0.0001501592	0.9999999	-0.0003538124	-0.0286011	2.384186E-05	-0.0286011	
0.0115	-0.0001644598	0.9999999	-0.000368113	-0.02990124	2.384186E-05	-0.02990124	
