Time	S1I1Vm	S1I2Vm	S1F1Vm	S1F2Vm	S1F1Ia	S1I2Ia	S1F2FF	S1F1FF	S2F1	
0.0134	-0.1	-0.09995452	-0.06997424	-0.06984206	0	8.607972E-11	0.0007897217	7.728767E-05	0.008530684	
0.0136	-0.1	-0.09995293	-0.06997424	-0.06984206	0	8.607972E-11	0.0007897217	7.728767E-05	0.008530684	
0.0138	-0.1	-0.0999514	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.014	-0.1	-0.09994864	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0142	-0.1	-0.09994598	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0144	-0.1	-0.09994344	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0146	-0.1	-0.09994099	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0148	-0.1	-0.09993863	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.015	-0.1	-0.09993637	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0152	-0.1	-0.09993419	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0154	-0.1	-0.0999321	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0156	-0.1	-0.09993009	-0.06995896	-0.06979001	0	1.190792E-10	0.001049927	0.0001231252	0.0117848	
0.0158	-0.1	-0.09992816	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.016	-0.1	-0.09992483	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0162	-0.1	-0.09992162	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0164	-0.1	-0.09991854	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0166	-0.1	-0.09991558	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0168	-0.1	-0.09991274	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.017	-0.1	-0.09991001	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0172	-0.1	-0.09990738	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0174	-0.1	-0.09990487	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0176	-0.1	-0.09990245	-0.06993878	-0.06973101	0	1.568899E-10	0.001344929	0.0001836584	0.01550533	
0.0178	-0.1	-0.09990013	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.018	-0.1	-0.09989622	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0182	-0.1	-0.09989248	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0184	-0.1	-0.09988888	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0186	-0.1	-0.09988542	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0188	-0.1	-0.0998821	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.019	-0.1	-0.09987891	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0192	-0.1	-0.09987584	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0194	-0.1	-0.09987289	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0196	-0.1	-0.09987006	-0.0699131	-0.06966519	0	1.993302E-10	0.00167403	0.0002606809	0.01967234	
0.0198	-0.1	-0.09986734	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.02	-0.1	-0.09986288	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0202	-0.1	-0.0998586	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0204	-0.1	-0.09985449	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0206	-0.1	-0.09985054	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0208	-0.1	-0.09984675	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.021	-0.1	-0.0998431	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0212	-0.1	-0.0998396	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0214	-0.1	-0.09983624	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0216	-0.1	-0.099833	-0.06988136	-0.06959269	0	2.462237E-10	0.00203655	0.0003559091	0.02426646	
0.0218	-0.1	-0.0998299	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.022	-0.1	-0.09982491	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0222	-0.1	-0.09982011	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0224	-0.1	-0.0998155	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0226	-0.1	-0.09981107	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0228	-0.1	-0.09980682	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.023	-0.1	-0.09980273	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0232	-0.1	-0.09979881	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0234	-0.1	-0.09979504	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0236	-0.1	-0.09979142	-0.06984301	-0.06951363	0	2.973992E-10	0.002431819	0.0004709839	0.02926894	
0.0238	-0.1	-0.09978794	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.024	-0.1	-0.09978241	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0242	-0.1	-0.09977712	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0244	-0.1	-0.09977204	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0246	-0.1	-0.09976714	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0248	-0.1	-0.09976245	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.025	-0.1	-0.09975792	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0252	-0.1	-0.09975359	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0254	-0.1	-0.09974942	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0256	-0.1	-0.09974542	-0.06979751	-0.06942816	0	3.526909E-10	0.002859182	0.0006074733	0.03466162	
0.0258	-0.1	-0.09974157	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.026	-0.1	-0.09973555	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0262	-0.1	-0.09972977	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0264	-0.1	-0.09972421	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0266	-0.1	-0.09971887	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0268	-0.1	-0.09971374	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.027	-0.1	-0.09970882	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0272	-0.1	-0.09970408	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0274	-0.1	-0.09969953	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0276	-0.1	-0.09969516	-0.06974438	-0.0693364	0	4.119376E-10	0.003317998	0.0007668748	0.04042689	
0.0278	-0.1	-0.09969097	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.028	-0.1	-0.09968445	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0282	-0.1	-0.09967821	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0284	-0.1	-0.09967221	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0286	-0.1	-0.09966643	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0288	-0.1	-0.09966089	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.029	-0.1	-0.09965556	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0292	-0.1	-0.09965044	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0294	-0.1	-0.09964553	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0296	-0.1	-0.0996408	-0.06968313	-0.06923847	0	4.749829E-10	0.003807638	0.0009506173	0.04654767	
0.0298	-0.1	-0.09963626	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.03	-0.1	-0.09962929	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0302	-0.1	-0.09962258	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0304	-0.1	-0.09961614	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0306	-0.1	-0.09960996	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0308	-0.1	-0.09960401	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.031	-0.1	-0.0995983	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0312	-0.1	-0.09959281	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0314	-0.1	-0.09958754	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0316	-0.1	-0.09958247	-0.06961332	-0.0691345	0	5.416752E-10	0.004327486	0.001160063	0.05300746	
0.0318	-0.1	-0.09957761	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.032	-0.1	-0.09957018	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0322	-0.1	-0.09956303	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0324	-0.1	-0.09955618	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0326	-0.1	-0.09954958	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0328	-0.1	-0.09954325	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.033	-0.1	-0.09953717	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0332	-0.1	-0.09953132	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0334	-0.1	-0.09952571	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0336	-0.1	-0.09952032	-0.0695345	-0.06902461	0	6.118676E-10	0.004876936	0.001396511	0.05979024	
0.0338	-0.1	-0.09951514	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.034	-0.1	-0.09950727	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0342	-0.1	-0.09949972	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0344	-0.1	-0.09949246	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0346	-0.1	-0.09948549	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0348	-0.1	-0.09947879	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.035	-0.1	-0.09947235	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0352	-0.1	-0.09946616	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0354	-0.1	-0.09946022	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0356	-0.1	-0.09945451	-0.06944627	-0.06890892	0	6.85417E-10	0.005455397	0.001661197	0.0668805	
0.0358	-0.1	-0.09944903	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.036	-0.1	-0.09944075	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0362	-0.1	-0.09943278	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0364	-0.1	-0.09942514	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0366	-0.1	-0.09941779	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0368	-0.1	-0.09941074	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.037	-0.1	-0.09940396	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0372	-0.1	-0.09939744	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0374	-0.1	-0.09939118	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0376	-0.1	-0.09938517	-0.06934823	-0.06878754	0	7.621853E-10	0.00606229	0.001955297	0.07426324	
0.0378	-0.1	-0.0993794	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.038	-0.1	-0.09937071	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0382	-0.1	-0.09936237	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0384	-0.1	-0.09935436	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0386	-0.1	-0.09934666	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0388	-0.1	-0.09933925	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.039	-0.1	-0.09933215	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0392	-0.1	-0.09932531	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0394	-0.1	-0.09931876	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0396	-0.1	-0.09931245	-0.06924003	-0.06866059	0	8.420384E-10	0.006697043	0.002279928	0.08192391	
0.0398	-0.1	-0.0993064	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.04	-0.1	-0.09929733	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0402	-0.1	-0.09928862	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0404	-0.1	-0.09928025	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0406	-0.1	-0.09927221	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0408	-0.1	-0.09926448	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.041	-0.1	-0.09925706	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0412	-0.1	-0.09924992	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0414	-0.1	-0.09924307	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0416	-0.1	-0.09923649	-0.06912129	-0.06852818	0	9.24846E-10	0.007359102	0.002636152	0.08984845	
0.0418	-0.1	-0.09923016	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.042	-0.1	-0.09922072	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0422	-0.1	-0.09921166	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0424	-0.1	-0.09920295	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0426	-0.1	-0.09919458	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0428	-0.1	-0.09918654	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.043	-0.1	-0.09917881	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0432	-0.1	-0.09917139	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0434	-0.1	-0.09916425	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0436	-0.1	-0.0991574	-0.06899168	-0.06839041	0	1.010482E-09	0.008047921	0.003024975	0.09802324	
0.0438	-0.1	-0.09915082	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.044	-0.1	-0.09914103	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0442	-0.1	-0.09913162	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0444	-0.1	-0.09912259	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0446	-0.1	-0.0991139	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0448	-0.1	-0.09910557	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.045	-0.1	-0.09909756	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0452	-0.1	-0.09908986	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0454	-0.1	-0.09908246	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0456	-0.1	-0.09907535	-0.06885088	-0.06824741	0	1.098824E-09	0.008762962	0.003447351	0.1064351	
0.0458	-0.1	-0.09906852	-0.06869861	-0.06809926	0	1.189754E-09	0.009503703	0.003904182	0.1150713	
0.046	-0.1	-0.0990584	-0.06869861	-0.06809926	0	1.189754E-09	0.009503703	0.003904182	0.1150713	
0.0462	-0.1	-0.09904867	-0.06869861	-0.06809926	0	1.189754E-09	0.009503703	0.003904182	0.1150713	
0.0464	-0.1	-0.09903932	-0.06869861	-0.06809926	0	1.189754E-09	0.009503703	0.003904182	0.1150713	
0.0466	-0.1	-0.09903035	-0.06869861	-0.06809926	0	1.189754E-09	0.009503703	0.003904182	0.1150713	
