Time	10FF	11FF	12FF	13FF	14FF	15FF	16FF	17FF	18FF	19FF	1FF	20FF	21FF	22FF	23FF	24FF	25FF	2FF	3FF	4FF	5FF	6FF	7FF	8FF	9FF	
3.79	0	0	0	0	0	0	0	0	0	0	0.2222918	0	0.02647662	0.07524856	0.1250566	0.1697709	0.2035702	0.2221854	0.2041001	0.1704028	0.1255344	0.07525413	0.02669324	0	0	
3.792	0	0	0	0	0	0	0	0	0	0	0.22222	0	0.02651426	0.07533161	0.125046	0.1697501	0.2036086	0.2222473	0.2040838	0.1704225	0.1256004	0.07519551	0.02677694	0	0	
3.794	0	0	0	0	0	0	0	0	0	0	0.2221856	0	0.02658038	0.07534483	0.1250148	0.1698009	0.2035177	0.2222836	0.2040911	0.170388	0.1255554	0.0751669	0.02671625	0	0	
3.796	0	0	0	0	0	0	0	0	0	0	0.2222603	0	0.02649929	0.07524925	0.1250083	0.1697674	0.2034496	0.2222729	0.2041515	0.1703203	0.1256083	0.07509591	0.02668356	0	0	
3.798	0	0	0	0	0	0	0	0	0	0	0.2222992	0	0.02646893	0.07526155	0.1249533	0.1698208	0.2035114	0.2222816	0.2041582	0.1703118	0.1256258	0.07501033	0.02659166	0	0	
3.8	0	0	0	0	0	0	0	0	0	0	0.2222656	0	0.02640796	0.07519019	0.125021	0.1697898	0.2034674	0.2223234	0.2041095	0.1703676	0.1255935	0.07504902	0.02668738	0	0	
3.802	0	0	0	0	0	0	0	0	0	0	0.2221827	0	0.02636641	0.07528952	0.125088	0.1696908	0.2035616	0.2223293	0.2041945	0.1702942	0.125657	0.07498249	0.02671408	0	0	
3.804	0	0	0	0	0	0	0	0	0	0	0.2221423	0	0.02640088	0.07526745	0.1250364	0.1696442	0.2036463	0.222285	0.2041447	0.1702772	0.125668	0.07493832	0.02676572	0	0	
3.806	0	0	0	0	0	0	0	0	0	0	0.2220651	0	0.02642077	0.07532786	0.1249876	0.1697383	0.2036807	0.2222692	0.2040607	0.170267	0.1256644	0.07503562	0.02675333	0	0	
3.808	0	0	0	0	0	0	0	0	0	0	0.2221307	0	0.02647401	0.07541937	0.1249958	0.16978	0.2037211	0.2222344	0.2041162	0.1702515	0.125581	0.07496924	0.0268203	0	0	
3.81	0	0	0	0	0	0	0	0	0	0	0.2221623	0	0.02644262	0.07550427	0.1249838	0.1698796	0.2037064	0.2222253	0.2041959	0.1702136	0.1255036	0.07492314	0.0267441	0	0	
3.812	0	0	0	0	0	0	0	0	0	0	0.2222622	0	0.02652076	0.07551803	0.1249966	0.169798	0.20371	0.2221624	0.2041948	0.1702303	0.1254378	0.07498656	0.02681508	0	0	
3.814	0	0	0	0	0	0	0	0	0	0	0.222252	0	0.02648541	0.07556581	0.1249282	0.1698938	0.2037235	0.2221217	0.2041554	0.170172	0.1254912	0.07496879	0.02671789	0	0	
3.816	0	0	0	0	0	0	0	0	0	0	0.2222075	0	0.02646131	0.07565869	0.1250175	0.1698501	0.2037484	0.2221246	0.2041899	0.1701806	0.1254949	0.07491004	0.0267778	0	0	
3.818	0	0	0	0	0	0	0	0	0	0	0.2222513	0	0.02646468	0.07559336	0.1250222	0.1697919	0.2038137	0.2221278	0.2040885	0.1701686	0.1255671	0.07499988	0.02673552	0	0	
3.82	0	0	0	0	0	0	0	0	0	0	0.2222665	0	0.02646177	0.0755849	0.1250009	0.1698693	0.2038664	0.2222052	0.2040293	0.1702545	0.1256	0.07503862	0.02672668	0	0	
3.822	0	0	0	0	0	0	0	0	0	0	0.2221943	0	0.02647424	0.07558738	0.12504	0.1697715	0.2038476	0.2221869	0.2039553	0.1701739	0.1256047	0.07513075	0.02665254	0	0	
3.824	0	0	0	0	0	0	0	0	0	0	0.2221209	0	0.0264941	0.0755704	0.124948	0.1698499	0.2037974	0.2222176	0.2039301	0.1702283	0.125635	0.07508693	0.02662706	0	0	
3.826	0	0	0	0	0	0	0	0	0	0	0.2221026	0	0.02640332	0.0754708	0.1248777	0.1698844	0.2038532	0.2221971	0.2038614	0.1702502	0.1255692	0.07513821	0.02656905	0	0	
3.828	0	0	0	0	0	0	0	0	0	0	0.2221729	0	0.02636122	0.07549031	0.1248682	0.1697867	0.2039425	0.2221107	0.2038001	0.1702668	0.125465	0.07517491	0.02654645	0	0	
3.83	0	0	0	0	0	0	0	0	0	0	0.2221424	0	0.02640966	0.07556449	0.1249169	0.1697985	0.203845	0.2220232	0.2037805	0.1702441	0.1254491	0.07525176	0.02645087	0	0	
3.832	0	0	0	0	0	0	0	0	0	0	0.222171	0	0.02634566	0.07558252	0.1248885	0.1698872	0.2037638	0.2219701	0.2036954	0.1702372	0.1254739	0.07524784	0.02643091	0	0	
3.834	0	0	0	0	0	0	0	0	0	0	0.2221236	0	0.0264496	0.0755719	0.1248381	0.1697974	0.2037602	0.2220705	0.2036498	0.1701666	0.1255341	0.07520373	0.02636065	0	0	
3.836	0	0	0	0	0	0	0	0	0	0	0.2221297	0	0.02655237	0.07562839	0.1248249	0.1698623	0.2037717	0.2221241	0.2036718	0.1701923	0.125492	0.07522088	0.02641397	0	0	
3.838	0	0	0	0	0	0	0	0	0	0	0.222065	0	0.02656343	0.07566272	0.1247971	0.1697812	0.2037613	0.2221945	0.2036788	0.1701741	0.1254523	0.07521515	0.02632571	0	0	
3.84	0	0	0	0	0	0	0	0	0	0	0.2221394	0	0.02660314	0.07571865	0.124791	0.1697548	0.2038275	0.2222039	0.2036042	0.1701373	0.1254777	0.0752482	0.02628769	0	0	
3.842	0	0	0	0	0	0	0	0	0	0	0.2220887	0	0.02664837	0.07569113	0.1248394	0.1696979	0.2037718	0.2221188	0.2035742	0.1700555	0.125565	0.07533521	0.02628578	0	0	
3.844	0	0	0	0	0	0	0	0	0	0	0.222123	0	0.0266672	0.07561742	0.1248864	0.1697877	0.2036722	0.2220423	0.2036657	0.1701114	0.1256309	0.07531457	0.02633484	0	0	
3.846	0	0	0	0	0	0	0	0	0	0	0.2220237	0	0.02670806	0.07561439	0.1248078	0.1697747	0.2036787	0.2220101	0.203739	0.1701692	0.1257053	0.0753005	0.02638435	0	0	
3.848	0	0	0	0	0	0	0	0	0	0	0.2219796	0	0.02666244	0.0756268	0.1248771	0.1696957	0.2036823	0.2220761	0.2037506	0.1701989	0.125787	0.07528222	0.02630796	0	0	
3.85	0	0	0	0	0	0	0	0	0	0	0.2219168	0	0.02674493	0.07553167	0.1249004	0.1697405	0.2036441	0.2221307	0.2037211	0.1702832	0.1257945	0.07535952	0.02637917	0	0	
3.852	0	0	0	0	0	0	0	0	0	0	0.2219137	0	0.02671954	0.07550575	0.124948	0.1697323	0.2036062	0.2221092	0.2036324	0.1703281	0.1258416	0.075307	0.02648333	0	0	
3.854	0	0	0	0	0	0	0	0	0	0	0.2218401	0	0.02672545	0.07541478	0.1250061	0.1696921	0.2037038	0.2220329	0.2036401	0.1703794	0.1258105	0.07524191	0.02645618	0	0	
3.856	0	0	0	0	0	0	0	0	0	0	0.2218295	0	0.02667726	0.07549018	0.1250002	0.1696565	0.2036343	0.2221144	0.2036094	0.1704508	0.1257861	0.07521159	0.02653814	0	0	
3.858	0	0	0	0	0	0	0	0	0	0	0.2217578	0	0.02665526	0.07546774	0.1250491	0.1697022	0.2036466	0.2222051	0.203594	0.1705178	0.1257842	0.07523287	0.02663746	0	0	
3.86	0	0	0	0	0	0	0	0	0	0	0.2216761	0	0.02664542	0.07540148	0.1249794	0.1696585	0.203682	0.2221627	0.203664	0.1705723	0.1258532	0.07525152	0.02659608	0	0	
3.862	0	0	0	0	0	0	0	0	0	0	0.2216015	0	0.02655955	0.07545908	0.1249904	0.1697425	0.2036846	0.222091	0.2035998	0.1705223	0.1258467	0.07516879	0.02663819	0	0	
3.864	0	0	0	0	0	0	0	0	0	0	0.2215986	0	0.02649736	0.07539994	0.1250042	0.1696544	0.2037336	0.2220848	0.2036197	0.1705665	0.1259077	0.07523843	0.02672882	0	0	
3.866	0	0	0	0	0	0	0	0	0	0	0.2216272	0	0.02652759	0.07537476	0.1249908	0.1696204	0.2036522	0.2221528	0.2035428	0.1705551	0.1258656	0.07515292	0.02666562	0	0	
3.868	0	0	0	0	0	0	0	0	0	0	0.2215508	0	0.02647701	0.0753802	0.1249046	0.1695337	0.203681	0.222185	0.2036201	0.1704993	0.1258982	0.07514485	0.02672163	0	0	
3.87	0	0	0	0	0	0	0	0	0	0	0.2216197	0	0.02642365	0.07528947	0.1249316	0.1695292	0.2037562	0.2222711	0.2035554	0.170577	0.1258487	0.07518506	0.02679127	0	0	
3.872	0	0	0	0	0	0	0	0	0	0	0.2216021	0	0.02642721	0.07521581	0.1250301	0.1694747	0.203672	0.2221726	0.2035055	0.1706125	0.1257683	0.07513545	0.02683015	0	0	
3.874	0	0	0	0	0	0	0	0	0	0	0.2216751	0	0.0264104	0.0752735	0.1251263	0.1695063	0.2037369	0.2221208	0.2034299	0.1706049	0.1258596	0.07517753	0.02692439	0	0	
3.876	0	0	0	0	0	0	0	0	0	0	0.2217453	0	0.02641149	0.07519556	0.1252011	0.1694469	0.2037035	0.2221905	0.2034426	0.1706619	0.1258094	0.07516123	0.02695892	0	0	
3.878	0	0	0	0	0	0	0	0	0	0	0.2218241	0	0.02646155	0.07527766	0.1251979	0.1695036	0.2038009	0.2221101	0.2035056	0.1706354	0.1257792	0.0751473	0.02689356	0	0	
3.88	0	0	0	0	0	0	0	0	0	0	0.2218724	0	0.02642731	0.07535287	0.1251817	0.1695124	0.2037013	0.2220671	0.2035112	0.1706238	0.1256804	0.07521201	0.02693527	0	0	
3.882	0	0	0	0	0	0	0	0	0	0	0.2219017	0	0.02642052	0.07540509	0.1251764	0.1696146	0.2037224	0.2220191	0.2034886	0.1706742	0.1257684	0.07514372	0.0269047	0	0	
3.884	0	0	0	0	0	0	0	0	0	0	0.2218264	0	0.02642391	0.07535641	0.1250769	0.1697074	0.2037478	0.2219469	0.203565	0.1707435	0.1257354	0.07511481	0.02689918	0	0	
3.886	0	0	0	0	0	0	0	0	0	0	0.2217805	0	0.02640918	0.07534365	0.1251421	0.169715	0.2036627	0.2219356	0.2035248	0.1706988	0.1257506	0.07510906	0.02699057	0	0	
3.888	0	0	0	0	0	0	0	0	0	0	0.2217479	0	0.02639661	0.07534818	0.1251667	0.1697638	0.2036646	0.221955	0.2036296	0.1705895	0.1257696	0.07513176	0.02702184	0	0	
3.89	0	0	0	0	0	0	0	0	0	0	0.221681	0	0.02647615	0.07530448	0.1251668	0.169813	0.2037324	0.2220461	0.2036134	0.1704859	0.1258205	0.07523422	0.0270249	0	0	
3.892	0	0	0	0	0	0	0	0	0	0	0.2217337	0	0.02645891	0.07530154	0.1251474	0.1697423	0.2037717	0.2220534	0.2036286	0.1704969	0.125847	0.07516284	0.02701871	0	0	
3.894	0	0	0	0	0	0	0	0	0	0	0.2217655	0	0.02654493	0.07536525	0.12512	0.1696602	0.2038687	0.2221317	0.2036835	0.1705046	0.1257669	0.07511546	0.02695753	0	0	
3.896	0	0	0	0	0	0	0	0	0	0	0.2217	0	0.02654699	0.07530902	0.1250346	0.1697255	0.203892	0.2221076	0.2037098	0.1704016	0.1258495	0.07507081	0.0269085	0	0	
3.898	0	0	0	0	0	0	0	0	0	0	0.2216807	0	0.02647665	0.07537374	0.1250467	0.1696822	0.2038678	0.2220494	0.2038032	0.170312	0.1258044	0.07510029	0.02693415	0	0	
3.9	0	0	0	0	0	0	0	0	0	0	0.2216584	0	0.02642542	0.075432	0.1250264	0.1696263	0.2038373	0.2220676	0.2037751	0.1702624	0.1257864	0.0750956	0.02700679	0	0	
3.902	0	0	0	0	0	0	0	0	0	0	0.2216269	0	0.0264676	0.07539352	0.1251231	0.1696439	0.2038433	0.2221273	0.2037403	0.1703254	0.1256903	0.07509646	0.02710246	0	0	
3.904	0	0	0	0	0	0	0	0	0	0	0.2217225	0	0.02641002	0.0753872	0.1251656	0.1696859	0.203927	0.2221844	0.2036918	0.1702601	0.1256454	0.07516359	0.02712914	0	0	
3.906	0	0	0	0	0	0	0	0	0	0	0.221772	0	0.02640331	0.07533955	0.1251325	0.1697342	0.2039587	0.2222006	0.2037198	0.1702403	0.1257146	0.07519124	0.02711841	0	0	
3.908	0	0	0	0	0	0	0	0	0	0	0.2218495	0	0.02630719	0.07527992	0.1251694	0.1696358	0.2040079	0.2221274	0.2036588	0.1702729	0.125761	0.07523654	0.02707397	0	0	
3.91	0	0	0	0	0	0	0	0	0	0	0.2217567	0	0.0263722	0.07523141	0.1250936	0.1697253	0.2040845	0.2221341	0.2035711	0.1702484	0.1258138	0.07527842	0.02716337	0	0	
3.912	0	0	0	0	0	0	0	0	0	0	0.2217874	0	0.02636733	0.07514323	0.125147	0.1696536	0.2041039	0.2220337	0.2035246	0.1701522	0.1258829	0.07538217	0.02713316	0	0	
3.914	0	0	0	0	0	0	0	0	0	0	0.2218323	0	0.02631434	0.07512388	0.125067	0.1695981	0.2040227	0.2220501	0.2035193	0.1700849	0.1259578	0.07548624	0.02705672	0	0	
3.916	0	0	0	0	0	0	0	0	0	0	0.2218924	0	0.02636116	0.0750513	0.1250217	0.1695501	0.2039407	0.2220001	0.2034394	0.1700563	0.1258995	0.07546252	0.02696922	0	0	
3.918	0	0	0	0	0	0	0	0	0	0	0.2219619	0	0.02640341	0.0750777	0.1249576	0.169471	0.204002	0.2220565	0.2033629	0.1699789	0.1258945	0.07555566	0.02698286	0	0	
3.92	0	0	0	0	0	0	0	0	0	0	0.2219901	0	0.02646801	0.07505886	0.1250222	0.1695723	0.2040231	0.222052	0.2033219	0.1699974	0.1259008	0.0754881	0.02695559	0	0	
3.922	0	0	0	0	0	0	0	0	0	0	0.2219247	0	0.02654658	0.07509792	0.12502	0.1695137	0.20395	0.2221412	0.2032807	0.169996	0.1259084	0.07558922	0.02702498	0	0	
3.924	0	0	0	0	0	0	0	0	0	0	0.2219913	0	0.02662941	0.07507288	0.1249603	0.1695142	0.2038579	0.2221809	0.2032223	0.1699817	0.1258661	0.07562824	0.02707731	0	0	
3.926	0	0	0	0	0	0	0	0	0	0	0.2219593	0	0.02664991	0.07507502	0.1249623	0.1694308	0.203878	0.2221369	0.2032757	0.1700489	0.1258904	0.07572328	0.02698821	0	0	
3.928	0	0	0	0	0	0	0	0	0	0	0.2220575	0	0.02673919	0.07500388	0.124919	0.1694897	0.2037745	0.2221659	0.2032405	0.1699524	0.1258265	0.07565995	0.02694743	0	0	
3.93	0	0	0	0	0	0	0	0	0	0	0.2220811	0	0.02682677	0.0749617	0.1248436	0.1694222	0.2036966	0.2220833	0.2032403	0.1698682	0.1259068	0.07571742	0.02695082	0	0	
3.932	0	0	0	0	0	0	0	0	0	0	0.2220114	0	0.02684449	0.07495417	0.1249052	0.1695105	0.2037875	0.2219912	0.2031781	0.1697897	0.1258316	0.07569411	0.02691384	0	0	
3.934	0	0	0	0	0	0	0	0	0	0	0.2219184	0	0.02688215	0.07497853	0.1248504	0.1694907	0.2036905	0.2219233	0.2032469	0.1697896	0.1259143	0.07562722	0.0270132	0	0	
3.936	0	0	0	0	0	0	0	0	0	0	0.2218243	0	0.02684223	0.07506503	0.1247931	0.1695744	0.2037259	0.2219644	0.2032465	0.1698934	0.1258215	0.07556532	0.02701491	0	0	
3.938	0	0	0	0	0	0	0	0	0	0	0.2218212	0	0.02689065	0.07516613	0.1248561	0.1695988	0.2036759	0.2219136	0.2031942	0.1699164	0.1257812	0.07560148	0.02708753	0	0	
3.94	0	0	0	0	0	0	0	0	0	0	0.2218161	0	0.0269137	0.07518771	0.1249172	0.1696377	0.2035767	0.2218509	0.2031451	0.1699347	0.1257847	0.07569923	0.02699802	0	0	
3.942	0	0	0	0	0	0	0	0	0	0	0.2218478	0	0.02685482	0.07523758	0.1248619	0.1696651	0.2035991	0.2218606	0.2031637	0.1698837	0.1258138	0.07571255	0.02694806	0	0	
3.944	0	0	0	0	0	0	0	0	0	0	0.2218499	0	0.02677854	0.07527281	0.1248489	0.1696232	0.2036206	0.2217673	0.203223	0.1699778	0.1257659	0.07579447	0.02689313	0	0	
3.946	0	0	0	0	0	0	0	0	0	0	0.221884	0	0.02685652	0.0753317	0.124799	0.1695885	0.2035514	0.2218694	0.2032591	0.1699221	0.1257302	0.07586155	0.02689864	0	0	
3.948	0	0	0	0	0	0	0	0	0	0	0.2218956	0	0.02692908	0.07523128	0.1248862	0.1695007	0.2034672	0.2218369	0.2032642	0.1698991	0.125779	0.07578075	0.02688881	0	0	
3.95	0	0	0	0	0	0	0	0	0	0	0.2218833	0	0.02687567	0.07515748	0.1249194	0.1695643	0.2035159	0.221775	0.2033205	0.169898	0.125857	0.07586953	0.02683987	0	0	
3.952	0	0	0	0	0	0	0	0	0	0	0.221958	0	0.02695619	0.07517423	0.1250062	0.1695724	0.2035326	0.2217625	0.2033057	0.1699894	0.1258033	0.07596525	0.02693065	0	0	
3.954	0	0	0	0	0	0	0	0	0	0	0.2219819	0	0.02695397	0.0752473	0.1250315	0.1695874	0.2034666	0.2218497	0.2032481	0.1699071	0.1258897	0.07597278	0.02698037	0	0	
3.956	0	0	0	0	0	0	0	0	0	0	0.222032	0	0.0270164	0.0751825	0.1251004	0.1696667	0.2034615	0.2218964	0.2033259	0.1698608	0.1259702	0.07589445	0.02690323	0	0	
3.958	0	0	0	0	0	0	0	0	0	0	0.2220335	0	0.02706331	0.07511465	0.125141	0.1697278	0.2034557	0.2218424	0.2032565	0.1699315	0.1259091	0.07591179	0.02696838	0	0	
3.96	0	0	0	0	0	0	0	0	0	0	0.2220601	0	0.0271422	0.07520041	0.1251934	0.1698217	0.2034656	0.2219011	0.2033612	0.1699913	0.1258134	0.07589979	0.02686655	0	0	
3.962	0	0	0	0	0	0	0	0	0	0	0.2220262	0	0.02712999	0.07524817	0.1251597	0.1698083	0.2035594	0.2219584	0.2034026	0.170059	0.1257863	0.0759372	0.02684516	0	0	
3.964	0	0	0	0	0	0	0	0	0	0	0.2220951	0	0.02717839	0.07530215	0.1250665	0.1698071	0.2035295	0.22202	0.2033643	0.1701324	0.1256938	0.07583763	0.02693477	0	0	
3.966	0	0	0	0	0	0	0	0	0	0	0.222028	0	0.02711854	0.07535422	0.1250642	0.1697035	0.2036014	0.2220852	0.2033753	0.1702204	0.1256353	0.07581201	0.02687054	0	0	
3.968	0	0	0	0	0	0	0	0	0	0	0.2221255	0	0.02714449	0.07529849	0.1249979	0.16962	0.2035444	0.2219981	0.2034151	0.1703044	0.125616	0.07574266	0.02681486	0	0	
3.97	0	0	0	0	0	0	0	0	0	0	0.2220568	0	0.02713944	0.07537375	0.1249747	0.1697169	0.2035292	0.2219179	0.2034331	0.1702175	0.125668	0.0757979	0.02684383	0	0	
3.972	0	0	0	0	0	0	0	0	0	0	0.2219801	0	0.02714512	0.07538161	0.1250143	0.16962	0.2034722	0.2219751	0.2033742	0.1703015	0.1257143	0.07575554	0.02674589	0	0	
3.974	0	0	0	0	0	0	0	0	0	0	0.2219847	0	0.02720499	0.07543845	0.1250006	0.1695545	0.20341	0.2220567	0.2034675	0.1701999	0.1257562	0.07584022	0.02682604	0	0	
3.976	0	0	0	0	0	0	0	0	0	0	0.2219028	0	0.02714783	0.07536736	0.1250064	0.1696465	0.2034783	0.2221296	0.2034129	0.1701109	0.1258062	0.07579988	0.02690458	0	0	
3.978	0	0	0	0	0	0	0	0	0	0	0.2219336	0	0.02720132	0.07545938	0.1249921	0.1697034	0.2034716	0.222215	0.2033549	0.1701486	0.1257453	0.07579399	0.02694099	0	0	
3.98	0	0	0	0	0	0	0	0	0	0	0.2220122	0	0.0271606	0.0754626	0.1249536	0.1697199	0.2034151	0.2222482	0.2034175	0.1701685	0.1257732	0.07586031	0.02701231	0	0	
3.982	0	0	0	0	0	0	0	0	0	0	0.2220315	0	0.02719016	0.07537921	0.1249138	0.1696594	0.2033902	0.2223073	0.2033747	0.1702314	0.1257892	0.07589985	0.02709012	0	0	
3.984	0	0	0	0	0	0	0	0	0	0	0.2220957	0	0.02717332	0.07533672	0.1250084	0.1696552	0.203403	0.2223299	0.2034748	0.1702045	0.1257772	0.07598364	0.02715006	0	0	
3.986	0	0	0	0	0	0	0	0	0	0	0.222005	0	0.02723946	0.07538456	0.1250046	0.1696945	0.2033593	0.2222864	0.2034377	0.1702219	0.1258352	0.07600066	0.0270864	0	0	
3.988	0	0	0	0	0	0	0	0	0	0	0.2219661	0	0.02730173	0.07542048	0.1249958	0.1696968	0.2032838	0.2222586	0.2035111	0.1702449	0.1257624	0.07597531	0.02714149	0	0	
3.99	0	0	0	0	0	0	0	0	0	0	0.2220442	0	0.02719911	0.07540622	0.1248993	0.1695986	0.2032369	0.2223506	0.2035758	0.1701585	0.1257532	0.07588331	0.02721131	0	0	
3.992	0	0	0	0	0	0	0	0	0	0	0.2220583	0	0.02728085	0.07536537	0.1249056	0.1695589	0.203339	0.2222501	0.2036555	0.170129	0.1258147	0.07586408	0.02721937	0	0	
3.994	0	0	0	0	0	0	0	0	0	0	0.2219713	0	0.02724002	0.07529966	0.1248997	0.1695013	0.2034233	0.2221818	0.2036644	0.1702086	0.1257121	0.07591119	0.02724155	0	0	
3.996	0	0	0	0	0	0	0	0	0	0	0.2220096	0	0.02724335	0.0753376	0.1249014	0.1695656	0.2033971	0.2221958	0.2036027	0.1701406	0.1257772	0.07581566	0.0271719	0	0	
3.998	0	0	0	0	0	0	0	0	0	0	0.2220181	0	0.02712854	0.07524813	0.1249834	0.1694696	0.2033324	0.2222832	0.203509	0.170205	0.1257557	0.0758532	0.02713258	0	0	
4	0	0	0	0	0	0	0	0	0	0	0.222003	0	0.02712448	0.07534532	0.124884	0.1695331	0.2032839	0.2223085	0.2034806	0.1702677	0.1258052	0.07580133	0.02721331	0	0	
4.002	0	0	0	0	0	0	0	0	0	0	0.2220361	0	0.02714488	0.07541817	0.1248055	0.1695881	0.2032016	0.2222987	0.2034968	0.1703309	0.1258896	0.07577903	0.02723791	0	0	
4.004	0	0	0	0	0	0	0	0	0	0	0.22194	0	0.02711113	0.07549302	0.124753	0.1696008	0.2031928	0.2222194	0.2035409	0.1703748	0.1259221	0.07577003	0.0271537	0	0	
4.006	0	0	0	0	0	0	0	0	0	0	0.2219605	0	0.02714471	0.07544672	0.1248362	0.1695045	0.2031345	0.2222157	0.2034975	0.1703698	0.1258415	0.07575449	0.02712949	0	0	
4.008	0	0	0	0	0	0	0	0	0	0	0.221886	0	0.02708742	0.07537474	0.1248129	0.1695211	0.2032062	0.2221618	0.2034502	0.1703198	0.1258227	0.07576576	0.02719841	0	0	
4.01	0	0	0	0	0	0	0	0	0	0	0.221836	0	0.02703971	0.07546434	0.1247312	0.1695488	0.2032321	0.2221102	0.203519	0.1702858	0.1259071	0.07570024	0.02711739	0	0	
4.012	0	0	0	0	0	0	0	0	0	0	0.2219095	0	0.02696936	0.07542333	0.1246585	0.1695688	0.2031733	0.2221166	0.2034754	0.1703073	0.1259066	0.07570522	0.02721127	0	0	
4.014	0	0	0	0	0	0	0	0	0	0	0.2218272	0	0.02698088	0.07533661	0.1247363	0.1696489	0.2031514	0.222082	0.2034508	0.170337	0.1259379	0.07568918	0.0272061	0	0	
4.016	0	0	0	0	0	0	0	0	0	0	0.2218532	0	0.02693539	0.07529994	0.124696	0.1696662	0.2032427	0.2221588	0.2034608	0.1703051	0.125931	0.0756354	0.02726247	0	0	
4.018	0	0	0	0	0	0	0	0	0	0	0.2219001	0	0.02690861	0.07536431	0.1246623	0.1697371	0.2032566	0.2222449	0.2034899	0.1702137	0.1258706	0.07572708	0.02734127	0	0	
4.02	0	0	0	0	0	0	0	0	0	0	0.2218295	0	0.02687103	0.07530431	0.1245991	0.1697087	0.2032694	0.2221652	0.2034517	0.1702486	0.1258572	0.07577179	0.02733069	0	0	
4.022	0	0	0	0	0	0	0	0	0	0	0.2218869	0	0.02681784	0.07538134	0.124654	0.1696749	0.2033106	0.2220768	0.2033803	0.1701713	0.125915	0.07569745	0.02725549	0	0	
4.024	0	0	0	0	0	0	0	0	0	0	0.2219332	0	0.02673361	0.07541115	0.124681	0.1697458	0.2033803	0.2221057	0.2032903	0.1700958	0.1259576	0.07570439	0.02718684	0	0	
4.026	0	0	0	0	0	0	0	0	0	0	0.2219837	0	0.02676973	0.07539027	0.1247003	0.1697979	0.2034648	0.2221877	0.2033649	0.1700391	0.1259635	0.07574404	0.02726967	0	0	
4.028	0	0	0	0	0	0	0	0	0	0	0.2219382	0	0.02671451	0.0754559	0.1246668	0.1698919	0.2035618	0.222221	0.2034323	0.1700942	0.1260451	0.07564989	0.02735483	0	0	
4.03	0	0	0	0	0	0	0	0	0	0	0.2220371	0	0.02673174	0.07549099	0.1247518	0.1698258	0.2036403	0.2222568	0.2035305	0.1700716	0.1259801	0.07564112	0.02732797	0	0	
4.032	0	0	0	0	0	0	0	0	0	0	0.2220961	0	0.02670456	0.07557194	0.124737	0.1698265	0.2037051	0.2222949	0.2034421	0.1700077	0.1260182	0.07556812	0.02727874	0	0	
4.034	0	0	0	0	0	0	0	0	0	0	0.2221466	0	0.02670981	0.07564674	0.1246741	0.1697297	0.2037524	0.2222545	0.2034059	0.1699082	0.1259086	0.07553194	0.02726896	0	0	
4.036	0	0	0	0	0	0	0	0	0	0	0.2221258	0	0.02665612	0.07557035	0.1245963	0.1696954	0.2036505	0.2222733	0.2034244	0.1698938	0.1259654	0.0754934	0.02729062	0	0	
4.038	0	0	0	0	0	0	0	0	0	0	0.2220277	0	0.02662432	0.07559648	0.1246242	0.1697243	0.2036078	0.222258	0.2033779	0.1698435	0.1259508	0.07546623	0.02724223	0	0	
4.04	0	0	0	0	0	0	0	0	0	0	0.2220683	0	0.02653528	0.07566389	0.1246303	0.1697528	0.203621	0.2222211	0.203429	0.1698885	0.1260061	0.07553308	0.02724793	0	0	
4.042	0	0	0	0	0	0	0	0	0	0	0.222055	0	0.02662006	0.07567056	0.1247184	0.1697723	0.2035268	0.2221515	0.2034886	0.1698694	0.1259594	0.07556344	0.02714398	0	0	
4.044	0	0	0	0	0	0	0	0	0	0	0.2221259	0	0.02659538	0.0756657	0.124765	0.169841	0.2035985	0.2220955	0.2034776	0.1698563	0.1259263	0.07549544	0.02718392	0	0	
4.046	0	0	0	0	0	0	0	0	0	0	0.2221507	0	0.0265383	0.07573868	0.1247054	0.1699234	0.2035044	0.2220059	0.2034551	0.1699059	0.1259235	0.07545599	0.0270789	0	0	
4.048	0	0	0	0	0	0	0	0	0	0	0.2222145	0	0.02661048	0.07567434	0.1246838	0.1699745	0.2035407	0.221996	0.2034851	0.1698464	0.1259406	0.07552059	0.02709517	0	0	
4.05	0	0	0	0	0	0	0	0	0	0	0.2222458	0	0.02665892	0.07567411	0.1247313	0.1700345	0.2034568	0.2220342	0.2035878	0.1699016	0.1258646	0.07546629	0.02705043	0	0	
4.052	0	0	0	0	0	0	0	0	0	0	0.2223214	0	0.0265664	0.07570547	0.1247604	0.1700105	0.2034704	0.2220469	0.2036511	0.1699786	0.1259083	0.07544887	0.02713818	0	0	
4.054	0	0	0	0	0	0	0	0	0	0	0.2222262	0	0.0266098	0.07571924	0.1246639	0.169978	0.2034661	0.2220887	0.2036341	0.1699333	0.1259622	0.07547265	0.02703717	0	0	
4.056	0	0	0	0	0	0	0	0	0	0	0.2221307	0	0.02654619	0.07576886	0.1247637	0.1700349	0.2034836	0.22209	0.2037133	0.1699248	0.1260308	0.07543264	0.02710131	0	0	
4.058	0	0	0	0	0	0	0	0	0	0	0.2220542	0	0.02663286	0.07567835	0.1248523	0.1701194	0.2035201	0.222151	0.2037876	0.1700084	0.1259148	0.07546554	0.02714859	0	0	
4.06	0	0	0	0	0	0	0	0	0	0	0.2219932	0	0.02658818	0.07568329	0.124813	0.1701902	0.2035783	0.2221108	0.203758	0.1700941	0.1258754	0.07537049	0.0270694	0	0	
