Time	10FF	11FF	12FF	13FF	14FF	15FF	16FF	17FF	18FF	19FF	1FF	20FF	21FF	22FF	23FF	24FF	25FF	2FF	3FF	4FF	5FF	6FF	7FF	8FF	9FF	
0.632	0.05084307	0.04997925	0.04956301	0.04866674	0.04828897	0.04848692	0.04942241	0.04957689	0.05065075	0.05183341	0.0587646	0.05370699	0.05515718	0.05586414	0.05712931	0.05798241	0.0589763	0.05846918	0.05873525	0.05813828	0.05711238	0.05585289	0.05473547	0.05335934	0.05237017	
0.634	0.05084137	0.04997059	0.04949205	0.04857256	0.0482039	0.04846404	0.04941051	0.04958227	0.05068803	0.0517636	0.05873815	0.0536015	0.05523105	0.0559787	0.0571664	0.0580055	0.05894154	0.05848313	0.05874042	0.05826119	0.05705493	0.05596094	0.05482689	0.0532808	0.05233735	
0.636	0.05089453	0.04986769	0.04944361	0.04851506	0.04817455	0.0484185	0.04936095	0.04960249	0.05062203	0.05182001	0.05871377	0.05364694	0.05531447	0.05590839	0.05728213	0.05811277	0.05908727	0.05864435	0.05882062	0.05824571	0.05716886	0.05591701	0.0547676	0.05335575	0.0522851	
0.638	0.05091781	0.04985776	0.04945939	0.04844718	0.04802321	0.04837164	0.04922894	0.04963987	0.05054499	0.05189311	0.05877749	0.0536618	0.05533353	0.05592478	0.05736764	0.05812098	0.05914245	0.05872605	0.05890144	0.05833705	0.05730655	0.05601193	0.05469548	0.05332185	0.05233151	
0.64	0.05088361	0.04985874	0.04947815	0.04846324	0.0479914	0.04820926	0.04907245	0.04962876	0.05058779	0.05187072	0.05875605	0.05369683	0.05528701	0.05597134	0.05744025	0.05820682	0.05929244	0.05874857	0.05893213	0.05843153	0.05726074	0.05607946	0.05468167	0.05325317	0.05227605	
0.642	0.05081392	0.04979026	0.04948083	0.04846933	0.04788642	0.04815338	0.04903233	0.04964093	0.05060128	0.05192945	0.05879212	0.05371916	0.05530771	0.05592677	0.05751373	0.05830861	0.05932214	0.05890135	0.05903716	0.05847579	0.05725127	0.05605264	0.05472818	0.05323794	0.0522273	
0.6440001	0.05067924	0.04972714	0.04931511	0.04846921	0.04781902	0.04810022	0.04904335	0.04949169	0.05056397	0.05191624	0.05891698	0.05373774	0.0553501	0.05604889	0.0575585	0.05841629	0.05934215	0.05888438	0.05899616	0.05861034	0.05719619	0.05598699	0.05482188	0.05329952	0.05229243	
0.646	0.05063926	0.04962615	0.04918348	0.04846836	0.04779425	0.04805952	0.0490596	0.04948623	0.05056544	0.05194373	0.05907664	0.05377837	0.05539574	0.05604742	0.05763774	0.05836994	0.059346	0.05887371	0.0591532	0.05868471	0.05719499	0.05607005	0.05490601	0.05323604	0.05232058	
0.648	0.05057859	0.04965428	0.04915323	0.04833577	0.04780112	0.0479626	0.04898554	0.04940449	0.05046022	0.05201852	0.05907343	0.05378058	0.05543717	0.05609753	0.05759234	0.05836703	0.05945399	0.05901629	0.05922517	0.05872475	0.05724952	0.05609103	0.05485039	0.05331032	0.05220921	
0.65	0.05047516	0.04952969	0.04903175	0.0482846	0.04779959	0.04782432	0.04884304	0.04933782	0.05051079	0.05201473	0.05915826	0.05367698	0.05536881	0.05618864	0.05756689	0.05833737	0.05956632	0.0590625	0.0592589	0.05876276	0.05726762	0.05608488	0.05479823	0.05324261	0.05220271	
0.652	0.05047056	0.04955834	0.0490134	0.04814359	0.04781	0.04775265	0.04885137	0.04918741	0.05040577	0.05204614	0.05916591	0.05371968	0.0554411	0.05626436	0.05753658	0.05848857	0.05959122	0.05920517	0.05929297	0.05873095	0.05722658	0.05613431	0.0548021	0.05333512	0.05216715	
0.654	0.05036016	0.04942192	0.04886795	0.0480084	0.04767312	0.04770197	0.04881168	0.04907694	0.05035953	0.0519328	0.05917651	0.05377937	0.05551079	0.05629493	0.05757558	0.05855314	0.0597038	0.05926729	0.05944486	0.05872652	0.05731396	0.05613325	0.05478692	0.05342793	0.05207394	
0.656	0.05032991	0.04934333	0.04883184	0.04801036	0.04768956	0.04762147	0.0487782	0.04893396	0.0503955	0.05187063	0.059174	0.05375935	0.05550014	0.05631723	0.0576148	0.0586114	0.05973523	0.05942851	0.05957105	0.05869701	0.05741484	0.05615653	0.05485989	0.0535094	0.05204445	
0.6580001	0.05020839	0.0493295	0.04872547	0.04785239	0.0476841	0.0474701	0.04866161	0.04883178	0.05043177	0.051861	0.05923515	0.05369266	0.05557742	0.05627453	0.0575804	0.05870133	0.05977199	0.05943082	0.0595466	0.05881784	0.05750909	0.05623715	0.05478356	0.05357821	0.0519908	
0.66	0.05013449	0.0492872	0.04866302	0.04779464	0.04753271	0.04741823	0.04864328	0.04878169	0.0504096	0.05178115	0.0592822	0.0537268	0.05555711	0.05629828	0.05768497	0.05878216	0.05974927	0.05953273	0.05965412	0.05879771	0.05752413	0.0561871	0.05483112	0.0535911	0.05186854	
0.6620001	0.05011418	0.04929239	0.04849065	0.04780072	0.04744837	0.04740116	0.0484796	0.04873395	0.05038338	0.05179434	0.0594396	0.05365898	0.05555481	0.0563631	0.05772409	0.05884815	0.05977015	0.0596272	0.05971083	0.0589464	0.05759968	0.05619962	0.05482244	0.05366527	0.05191137	
0.664	0.04998016	0.04929845	0.04841759	0.04768414	0.04741241	0.047268	0.04842849	0.04859916	0.05033263	0.05185605	0.05952008	0.05356915	0.05561477	0.05645359	0.05781381	0.05893495	0.05986665	0.05964153	0.05973075	0.05895314	0.05759466	0.05618708	0.05493343	0.05356713	0.05181446	
0.666	0.04997683	0.04928739	0.04837305	0.04759293	0.04728919	0.04713744	0.04842538	0.04848628	0.05020339	0.05191927	0.05956713	0.05355627	0.05552035	0.05646622	0.05783355	0.0589186	0.05998932	0.0597393	0.05970627	0.05901206	0.05761556	0.05631511	0.05488499	0.05358578	0.05169042	
0.668	0.04991289	0.04925874	0.04836747	0.04750779	0.04723766	0.04709139	0.04839989	0.04852096	0.05009308	0.0518376	0.05962063	0.05357938	0.05543092	0.05644718	0.0579067	0.05906745	0.05999753	0.05989725	0.05981129	0.05906658	0.0576096	0.05634578	0.05490914	0.05357911	0.05164541	
0.67	0.04991023	0.04914648	0.04832054	0.04750264	0.04712135	0.04696995	0.04832774	0.04840006	0.05009933	0.05176279	0.05963855	0.05359263	0.05550995	0.05648525	0.05786819	0.05912437	0.06002757	0.05993719	0.05991915	0.05907257	0.05763754	0.05632587	0.05495108	0.05348774	0.05171102	
0.6720001	0.04995883	0.04906678	0.04819611	0.04748935	0.0470423	0.04689021	0.04824112	0.0483099	0.04996896	0.05183082	0.05972984	0.05359168	0.05545296	0.05661486	0.05793993	0.05918873	0.06015973	0.06000772	0.05996943	0.05912345	0.05774354	0.05626544	0.05495484	0.05355909	0.05161509	
0.674	0.04985005	0.04896733	0.04818175	0.04731007	0.04704722	0.04688603	0.04822567	0.04824979	0.04984413	0.0518924	0.05987529	0.05363929	0.05538933	0.05666313	0.05793327	0.05918831	0.06018921	0.06004314	0.06005011	0.059254	0.05770832	0.05621527	0.05500625	0.05359882	0.05154501	
0.6760001	0.04988581	0.04883455	0.04811884	0.04717609	0.04705254	0.04690557	0.04808105	0.0482109	0.04987992	0.05191932	0.05995142	0.05363589	0.05532557	0.05667671	0.05798043	0.05929197	0.06032122	0.0600441	0.06013907	0.05938159	0.05766848	0.05634414	0.05493835	0.05360027	0.0515091	
0.678	0.0498669	0.04885632	0.04812375	0.04708246	0.04695719	0.04691961	0.04804552	0.04816319	0.0499161	0.05196901	0.06012213	0.05371235	0.05532772	0.05667109	0.05801539	0.05945524	0.06036082	0.06003896	0.06021351	0.05953382	0.05777346	0.05646281	0.0549273	0.05358036	0.05142029	
0.68	0.04975068	0.04877277	0.04795218	0.04705672	0.04683291	0.04683279	0.04796264	0.04802858	0.04988401	0.05193562	0.06027166	0.05364367	0.05538106	0.05677931	0.05804941	0.0595193	0.06041036	0.06004856	0.06024842	0.05967111	0.05792964	0.05657755	0.05499906	0.05349202	0.0514653	
0.682	0.04976067	0.0486068	0.04789578	0.04702675	0.04681668	0.04674495	0.04795703	0.04806945	0.04978769	0.05182244	0.06030379	0.05354977	0.05543816	0.0567728	0.05814314	0.05954549	0.0605258	0.06009766	0.06036872	0.05979491	0.05788913	0.05656559	0.05492315	0.0533941	0.05137609	
0.684	0.04981147	0.04853386	0.04775552	0.04694335	0.04666485	0.04667036	0.04788675	0.04796812	0.04974961	0.0517486	0.06035358	0.05360242	0.05550557	0.05689764	0.05823889	0.05952236	0.06063443	0.06013956	0.06043084	0.05978935	0.05786312	0.05655628	0.0550076	0.05329821	0.05131589	
0.686	0.04975099	0.04844228	0.04775639	0.04695319	0.04664233	0.04655683	0.04775368	0.04787427	0.04974481	0.05179086	0.06042279	0.05369008	0.05547296	0.05698025	0.05838579	0.05964229	0.06077909	0.06029923	0.06049138	0.05977841	0.05798043	0.05653932	0.05498506	0.05323256	0.05126333	
0.688	0.04968264	0.04830657	0.04762065	0.04695099	0.04645924	0.04642295	0.04760233	0.04779319	0.0496427	0.05169407	0.06045569	0.0536267	0.05543265	0.05701289	0.05844427	0.05972335	0.06090295	0.06047554	0.06053907	0.05974488	0.05798088	0.05664181	0.05503508	0.05327866	0.05124043	
0.6900001	0.04972784	0.04828821	0.04753454	0.04687961	0.04629301	0.04637025	0.04742282	0.04776639	0.04965949	0.05169601	0.06059214	0.05362864	0.05536461	0.05713576	0.05859217	0.05986326	0.06100924	0.06054446	0.06054633	0.05984829	0.05800677	0.05658351	0.05513125	0.05325198	0.05131491	
0.692	0.04962749	0.04826197	0.0473767	0.04686181	0.04629479	0.04627494	0.04741334	0.04768819	0.049619	0.05156845	0.06061799	0.05364957	0.0552851	0.05714953	0.05865164	0.06003336	0.06109056	0.06054897	0.06056831	0.05993819	0.05801566	0.05671562	0.05523006	0.05329171	0.05136676	
0.694	0.04964209	0.04820749	0.04720021	0.04671098	0.04620574	0.04610403	0.04730902	0.04753989	0.04961934	0.05147375	0.06072644	0.05356106	0.05528597	0.05709467	0.05865418	0.06008649	0.06125074	0.06071761	0.06063053	0.06008584	0.05811505	0.05675321	0.05517624	0.0531888	0.05126721	
0.696	0.04966808	0.04815012	0.04708726	0.04656469	0.04609365	0.04609757	0.04715176	0.04740705	0.04961915	0.05154025	0.0607952	0.05353963	0.05537655	0.0570427	0.05877123	0.06020585	0.06135605	0.06082926	0.06067342	0.06022505	0.0581552	0.0568763	0.0552518	0.05313764	0.05122285	
0.698	0.04952234	0.04800419	0.04693807	0.04639599	0.04592703	0.04597931	0.04707123	0.04733327	0.04951893	0.05158743	0.06094742	0.05352422	0.05535152	0.05704673	0.05891218	0.06035042	0.06143576	0.06093751	0.06075755	0.06024152	0.05826318	0.05692901	0.05524302	0.05313645	0.05127468	
0.7	0.04956148	0.04788674	0.04686597	0.04635704	0.04584828	0.04597469	0.04691718	0.04731787	0.04948702	0.0514772	0.06105484	0.0535384	0.05546269	0.05704485	0.05898217	0.06037404	0.06159168	0.06094728	0.06092308	0.0602382	0.05828105	0.05696014	0.0551781	0.05315658	0.05124675	
0.702	0.04960446	0.04782915	0.04680346	0.04634424	0.04576682	0.04585548	0.04677117	0.04725926	0.04943395	0.05154563	0.06122992	0.0535773	0.05553266	0.05703077	0.0590612	0.06047103	0.06158529	0.06111354	0.06102417	0.06027522	0.05839511	0.05707055	0.05516351	0.05318156	0.05124905	
0.7040001	0.04954237	0.04778004	0.04673942	0.04628312	0.0455836	0.04584732	0.04677928	0.04710095	0.04930586	0.051458	0.061272	0.05364406	0.05546786	0.05706253	0.05921203	0.06064821	0.06172628	0.06119917	0.06106522	0.06031625	0.05838669	0.05705614	0.05510277	0.05307731	0.05113024	
0.706	0.04955901	0.04764384	0.04657559	0.04609177	0.04541482	0.0457995	0.04675686	0.04701362	0.04928775	0.05150953	0.06135172	0.05356162	0.05539075	0.0571115	0.05934132	0.0607843	0.06180486	0.06132121	0.06119907	0.06037854	0.05842192	0.05700453	0.05503193	0.05300754	0.05111593	
0.708	0.04950803	0.04758814	0.04642236	0.04608104	0.04532622	0.04563583	0.04663277	0.04691084	0.04931833	0.05152278	0.06153291	0.05347084	0.05533613	0.05719884	0.05935466	0.06093593	0.06182741	0.0613641	0.06129895	0.06051036	0.05854072	0.05701818	0.0549683	0.05293452	0.05117553	
0.71	0.04949969	0.04745457	0.04626457	0.04594842	0.04513693	0.04548609	0.04647502	0.04691947	0.04928268	0.05155662	0.06167869	0.05356195	0.05541943	0.05723052	0.05933971	0.06105811	0.06199948	0.06138112	0.06132238	0.0605646	0.05864662	0.057011	0.05500387	0.05300466	0.05105322	
0.712	0.04940438	0.04747105	0.04627418	0.04575763	0.04502022	0.04547063	0.04641646	0.0468941	0.049193	0.0515156	0.06182814	0.05350661	0.05551204	0.05730295	0.05945754	0.06113189	0.06199832	0.06150767	0.06140545	0.06060858	0.05868292	0.05704313	0.05510397	0.05306406	0.05109043	
0.714	0.04924186	0.04749148	0.04618169	0.04564317	0.04499363	0.04528343	0.04634034	0.04690943	0.0490891	0.051456	0.06189274	0.05348076	0.05559976	0.05735458	0.05951229	0.06129041	0.06203519	0.06167514	0.06152792	0.06061099	0.05868871	0.05710849	0.05507223	0.05312703	0.0511003	
0.716	0.04927236	0.04741584	0.04613381	0.0455181	0.04491471	0.04508837	0.04619127	0.04692967	0.0490572	0.0515147	0.06191865	0.05340471	0.05560361	0.05749599	0.05962443	0.06130021	0.06220662	0.06170516	0.06161315	0.06079321	0.05874735	0.05725086	0.0551355	0.05307958	0.05116452	
0.7180001	0.04911717	0.04738481	0.04608294	0.04550141	0.04486964	0.04499853	0.04611856	0.04688565	0.04907836	0.05144268	0.06196639	0.05341987	0.05561456	0.05751669	0.059596	0.06133277	0.06239592	0.06177832	0.06176697	0.06078941	0.05887391	0.05736241	0.05522761	0.05306262	0.05120913	
0.72	0.04904159	0.04728124	0.04608177	0.04538005	0.04470745	0.04488022	0.04608957	0.04687868	0.04902747	0.05134373	0.06216301	0.05332497	0.05560917	0.05747084	0.05960233	0.06131718	0.06243242	0.06192676	0.0619252	0.0607861	0.05901484	0.05730643	0.05518048	0.05296222	0.05124895	
0.7220001	0.04907065	0.04725929	0.04592201	0.04531489	0.04457042	0.04471409	0.04590254	0.046856	0.04887193	0.05129353	0.06225124	0.05326284	0.05572242	0.05743752	0.05959404	0.0613738	0.06244104	0.062024	0.06202422	0.06089251	0.05899175	0.05729717	0.05514713	0.0530369	0.05116027	
0.724	0.0489429	0.04727065	0.04577272	0.04512859	0.04444246	0.0445904	0.04571364	0.04677276	0.0487795	0.05133871	0.06227786	0.05333228	0.05581643	0.05750246	0.05971011	0.06136283	0.06254695	0.06208351	0.06220274	0.06089101	0.05907404	0.05742442	0.05510709	0.05303603	0.05118157	
0.726	0.04885038	0.04712738	0.04559629	0.04492395	0.04428886	0.04444104	0.04557589	0.04679585	0.04864741	0.05121298	0.06237132	0.05328059	0.05587967	0.05751631	0.05979038	0.0615221	0.06263449	0.06224491	0.06225839	0.06107495	0.05918917	0.0574997	0.05504364	0.05303486	0.05105003	
0.728	0.04888554	0.04707176	0.04555859	0.04490959	0.04412314	0.04427955	0.0455335	0.04680247	0.04857787	0.05117633	0.06259935	0.05328768	0.05583623	0.05755384	0.05979808	0.06167876	0.062661	0.06244322	0.06239365	0.06119052	0.05927096	0.05759245	0.05511875	0.0530603	0.05091922	
0.73	0.04876025	0.04693222	0.04539113	0.04473107	0.04392122	0.04417333	0.04534744	0.04667629	0.04854233	0.05118398	0.06268617	0.05319595	0.05582646	0.05767032	0.05982204	0.06185222	0.06268433	0.06252769	0.06244084	0.06137408	0.05934338	0.05771568	0.05505506	0.05312803	0.05083986	
0.7320001	0.04878007	0.04677171	0.04534899	0.04471242	0.04388474	0.04413076	0.04525806	0.04653072	0.0484999	0.05111405	0.06277554	0.05310925	0.05591838	0.05776619	0.05992686	0.06193923	0.06284544	0.06274621	0.06247561	0.06145368	0.05949169	0.0578317	0.05517867	0.05318941	0.05081613	
0.734	0.04872753	0.04670255	0.04534352	0.04460431	0.0437298	0.0439708	0.04515315	0.04642949	0.04842032	0.0509803	0.06286997	0.05309054	0.05594753	0.05773004	0.06002868	0.06204857	0.06286866	0.06287427	0.0626039	0.06163712	0.05954761	0.05795805	0.05511893	0.05319571	0.0507203	
0.7360001	0.04865831	0.04662677	0.04519483	0.04448498	0.04354315	0.043925	0.04498859	0.0463757	0.04830947	0.0509936	0.06297229	0.05308947	0.05587407	0.05777379	0.06011194	0.06223623	0.06298895	0.06301297	0.06278037	0.06166637	0.05969403	0.05793396	0.05512486	0.05323284	0.05077336	
0.738	0.04854065	0.04651568	0.04514597	0.0443378	0.04350805	0.04381332	0.04483615	0.0462516	0.04834478	0.05095246	0.0631944	0.05314168	0.05598549	0.05781958	0.06013935	0.06235463	0.06315165	0.06318309	0.06287905	0.06181696	0.05972655	0.05799936	0.05511186	0.05328695	0.05080942	
0.74	0.04851788	0.04644822	0.04502721	0.04430352	0.04347221	0.04364606	0.04477876	0.04610936	0.04830982	0.05095037	0.06324562	0.05317978	0.05605486	0.05779329	0.06017821	0.06241251	0.06331748	0.06328768	0.06309095	0.06183596	0.05974673	0.05800031	0.05518441	0.05321538	0.05081868	
0.742	0.04854189	0.04629318	0.04497293	0.04411437	0.04335186	0.04360141	0.04464656	0.04598365	0.04833334	0.05099229	0.06335234	0.05319495	0.05601708	0.057927	0.06024897	0.06260433	0.06342384	0.06347026	0.063133	0.06199516	0.05973516	0.05812673	0.0551876	0.05326809	0.05069194	
0.744	0.04851892	0.04613344	0.04493549	0.04392307	0.04327197	0.04354399	0.04460672	0.04583008	0.04822402	0.05088665	0.06353574	0.05325448	0.05602086	0.05800825	0.06043086	0.06271476	0.06353152	0.06365581	0.063214	0.06206859	0.05975431	0.05816961	0.05517253	0.05324919	0.05068326	
0.7460001	0.04850264	0.04607099	0.04473073	0.04377395	0.04311755	0.0433239	0.04439629	0.04574386	0.04818404	0.05092156	0.06363665	0.05321671	0.05613727	0.05808211	0.06058639	0.06280742	0.06364734	0.06388279	0.06334283	0.06217713	0.05981071	0.05827129	0.05527836	0.05319837	0.0506069	
0.748	0.04840033	0.04590124	0.04454364	0.0435769	0.04291404	0.04322385	0.04424067	0.04561718	0.04802444	0.05080158	0.06371681	0.05315965	0.05625058	0.05816036	0.06066236	0.0629146	0.06382434	0.06406979	0.06354579	0.0623452	0.05986457	0.05840971	0.05521961	0.0531721	0.05053066	
0.7500001	0.04825623	0.0458061	0.04436697	0.04345283	0.04268997	0.04300816	0.04410337	0.04546366	0.04793984	0.05074169	0.06390065	0.05315401	0.05630627	0.05818917	0.06070589	0.06294882	0.06400979	0.06416849	0.06363521	0.06244512	0.05986045	0.05849254	0.05515321	0.05308682	0.05046998	
0.752	0.04813238	0.04561062	0.04433002	0.04328332	0.04262004	0.04284767	0.04395626	0.0454424	0.04778666	0.05063722	0.0639966	0.05307901	0.05635477	0.05831088	0.06081222	0.06312099	0.06406978	0.06438132	0.06382975	0.06262572	0.05992146	0.05855039	0.05521291	0.05306201	0.05045261	
0.754	0.04807458	0.0455406	0.04415014	0.04309513	0.04241645	0.04273474	0.04383851	0.04539298	0.04764365	0.0506749	0.06418397	0.05308988	0.05630588	0.05837291	0.06094989	0.06329862	0.06412432	0.06443464	0.06401327	0.06266838	0.06008913	0.05860317	0.05518911	0.05298401	0.05039737	
0.756	0.04803465	0.04537189	0.04395671	0.04296315	0.04221886	0.04258247	0.04378842	0.0453128	0.04754744	0.05072393	0.06425072	0.05299636	0.05630791	0.05836939	0.06103249	0.06346704	0.06431215	0.06455825	0.06415159	0.06267944	0.06025469	0.05870976	0.05528935	0.05292799	0.05036674	
0.758	0.04798916	0.04525995	0.04388591	0.04274098	0.0421083	0.04250389	0.04369639	0.04518875	0.04750832	0.05063051	0.06448905	0.05294353	0.05640917	0.05840033	0.0611621	0.06363097	0.06447224	0.06467211	0.06435976	0.06289308	0.06043954	0.05876749	0.0552761	0.05290253	0.05032473	
0.7600001	0.04794432	0.04525311	0.04376465	0.04256716	0.04193885	0.04231475	0.04366074	0.0451072	0.04743247	0.05060412	0.06461228	0.05291967	0.05641991	0.05838097	0.06116346	0.06372273	0.06457718	0.06487016	0.06456742	0.0630802	0.06051552	0.05876963	0.05525279	0.05298449	0.05023899	
0.762	0.04792437	0.04512158	0.04366273	0.04239119	0.04186986	0.04211415	0.04344777	0.04508337	0.04729415	0.05053814	0.06485412	0.05292818	0.05635464	0.05851185	0.06116203	0.06384692	0.06471238	0.06498249	0.06479222	0.06319607	0.06062703	0.05880676	0.05526398	0.05301632	0.05025223	
0.7640001	0.04791205	0.04499631	0.04358201	0.0422444	0.0416813	0.04193406	0.04325088	0.04495497	0.04715379	0.0505079	0.06510268	0.05285487	0.05633827	0.05859521	0.06129494	0.06400037	0.06480269	0.06514274	0.06484175	0.06340304	0.0606661	0.05891918	0.05523688	0.05309165	0.0502239	
0.766	0.04790792	0.0448066	0.04346329	0.04208614	0.04153039	0.04175334	0.04312997	0.04485822	0.04698288	0.05036592	0.06522667	0.0528531	0.0563823	0.05858941	0.06138966	0.06401089	0.06485505	0.06520501	0.06503537	0.06344399	0.0606988	0.05897018	0.0553273	0.0530773	0.05019858	
0.768	0.04782252	0.0447962	0.04329495	0.04196578	0.04131645	0.04152149	0.0429275	0.04473145	0.04690681	0.05021562	0.06535891	0.05294582	0.05650202	0.05873173	0.061519	0.0641555	0.06497796	0.06534227	0.06523959	0.06354039	0.06084889	0.05910004	0.05529109	0.05316684	0.05014213	
0.77	0.04767419	0.04461032	0.04316646	0.0417925	0.04114583	0.04137958	0.04285	0.04456096	0.04679277	0.05016495	0.06544448	0.05292815	0.05654138	0.05888924	0.06156633	0.06429066	0.06515043	0.06544258	0.06530602	0.06371294	0.06102918	0.05911622	0.055347	0.0531094	0.05009104	
0.772	0.04755104	0.04450893	0.04307229	0.04168218	0.04095643	0.04118136	0.04273207	0.04440268	0.04669322	0.05011847	0.06559065	0.05297483	0.05654673	0.05892729	0.06168976	0.06444865	0.06536157	0.06557214	0.06538856	0.06393372	0.06122559	0.05912723	0.055327	0.05300972	0.05004327	
0.774	0.04736271	0.04438782	0.04292449	0.04145568	0.04082338	0.04099289	0.04254004	0.04437754	0.04665623	0.05006734	0.06570615	0.05302904	0.05652117	0.05900534	0.06180504	0.06449339	0.06554574	0.06581718	0.06548215	0.06413481	0.06134176	0.05913384	0.05544634	0.05305006	0.05005513	
0.776	0.04725866	0.04422512	0.0427907	0.04131485	0.04067265	0.04091361	0.04235609	0.04431792	0.04658654	0.05008549	0.06588316	0.05300587	0.05663048	0.05915082	0.06187737	0.0646017	0.0656859	0.06595312	0.0655736	0.06417817	0.06138309	0.05923229	0.05547484	0.05301854	0.05007975	
0.7780001	0.0472297	0.04407359	0.0426312	0.04114285	0.04056217	0.04070765	0.0422183	0.04418798	0.04642302	0.04999148	0.06596459	0.05303463	0.05659189	0.059302	0.06192949	0.06468438	0.06592746	0.06620146	0.06574438	0.06436404	0.06143581	0.0592006	0.05548315	0.05299013	0.05010394	
0.78	0.0472242	0.04389546	0.04242137	0.04101062	0.04042577	0.04063539	0.04201449	0.04414985	0.04627367	0.04989818	0.06616179	0.05297527	0.0567132	0.0594333	0.06202412	0.06490203	0.06599925	0.06644303	0.06593119	0.06450723	0.06164758	0.05926464	0.0556249	0.05303979	0.05003152	
0.7820001	0.04706158	0.04369225	0.04220592	0.0409025	0.04030418	0.04041661	0.04194834	0.04411861	0.04618508	0.0499207	0.06639311	0.05295484	0.0567041	0.05941299	0.06219556	0.06493565	0.06610599	0.06670742	0.06614088	0.06469437	0.06175307	0.05927054	0.05574386	0.05297341	0.05005546	
0.784	0.04699856	0.04366006	0.04196348	0.04081459	0.04021554	0.04035759	0.04175032	0.04400695	0.0461191	0.04987764	0.06661535	0.05297474	0.05680903	0.05951173	0.06223884	0.06506881	0.06631979	0.06696557	0.06628077	0.06486742	0.06196814	0.05942065	0.05585798	0.05298106	0.05001014	
0.786	0.04689838	0.04356118	0.04189153	0.04054561	0.0401268	0.04029166	0.04152587	0.04380241	0.04610732	0.04977073	0.06680293	0.05287608	0.05683883	0.05967778	0.06229418	0.06526925	0.06655915	0.06715382	0.06635109	0.06504786	0.06218003	0.05945415	0.05581434	0.05295697	0.05004559	
0.788	0.04680112	0.04350789	0.04174506	0.04034948	0.03987618	0.04005866	0.04130841	0.04368554	0.04597309	0.04966367	0.06696173	0.05284785	0.05695481	0.05978199	0.06249036	0.06539588	0.06680435	0.06732425	0.06655875	0.06509177	0.06232869	0.05958856	0.05576554	0.05295711	0.04992838	
0.79	0.04663268	0.04347475	0.04155151	0.04013781	0.03971025	0.03995847	0.04114771	0.0435546	0.04581422	0.04960514	0.06713171	0.05283589	0.05695304	0.05983865	0.06262942	0.06548338	0.06700712	0.06755364	0.06664913	0.0651609	0.06235173	0.05973484	0.05581773	0.05303575	0.0499158	
0.7920001	0.04653848	0.0433574	0.04146432	0.0399156	0.03960893	0.03982928	0.04106041	0.04340722	0.04572965	0.04958963	0.06741603	0.05282399	0.05697719	0.05990434	0.0627052	0.06568568	0.06712047	0.06765802	0.06677664	0.06539234	0.062557	0.05974395	0.05582932	0.05308732	0.04978438	
0.794	0.046382	0.04317844	0.04133018	0.03981531	0.0395174	0.03958523	0.04083976	0.04332309	0.04559495	0.04952827	0.06756478	0.05287028	0.05691847	0.06005716	0.0627324	0.06583514	0.06719208	0.06776354	0.06703229	0.06549793	0.06262053	0.05991453	0.05586266	0.05304145	0.04976659	
0.7960001	0.04624443	0.04312454	0.04113144	0.03956079	0.03934201	0.03941603	0.04076125	0.04325937	0.0454957	0.04945949	0.06767445	0.05292441	0.05696126	0.06015516	0.06280219	0.06603712	0.06734112	0.06798494	0.06719022	0.06561041	0.0627448	0.05995739	0.05599419	0.05305433	0.049705	
0.798	0.04611531	0.04295178	0.04093301	0.03937508	0.03914445	0.03918046	0.04056869	0.04316267	0.04539721	0.04932623	0.0677776	0.05293655	0.05706703	0.06028157	0.06282575	0.06612456	0.06756766	0.06825621	0.06740054	0.06578556	0.0629318	0.06004762	0.05605396	0.05302093	0.04963664	
0.8	0.04609106	0.04283241	0.04068868	0.03909716	0.03893539	0.03909857	0.04044661	0.04311863	0.04527972	0.04917096	0.0679668	0.05297118	0.0570463	0.06032249	0.06291703	0.0661968	0.06782773	0.06842753	0.06759482	0.06597751	0.06304086	0.06013567	0.05609077	0.05294118	0.04949274	
0.802	0.0458845	0.04276039	0.04051032	0.03890736	0.0388063	0.03893797	0.04027328	0.04300482	0.04517794	0.04919687	0.06818583	0.05287162	0.05699081	0.06046523	0.06299892	0.06640324	0.06808519	0.06867734	0.06773039	0.06604999	0.06308761	0.0602794	0.05616143	0.05289879	0.0493837	
0.804	0.04575314	0.04268698	0.04031962	0.03879431	0.03859146	0.03875752	0.04012446	0.04281049	0.0451589	0.04918223	0.06831489	0.05275933	0.057002	0.06060005	0.06306355	0.06661401	0.06827371	0.0689647	0.0678456	0.06626108	0.06324061	0.06038851	0.0562758	0.0529331	0.04922523	
0.8060001	0.04554648	0.04257988	0.04011656	0.03867199	0.03841395	0.03847495	0.04000142	0.04273296	0.04505961	0.04904846	0.06854087	0.05280577	0.05701095	0.06077115	0.06328425	0.0668042	0.06841116	0.06905869	0.06811468	0.0664468	0.06338702	0.06044064	0.0563646	0.05294324	0.0492492	
0.808	0.04540715	0.04236978	0.03995697	0.03856591	0.03813194	0.03832243	0.03987542	0.04261013	0.0450229	0.04908018	0.06883934	0.0527658	0.05697811	0.06082051	0.06335428	0.0670445	0.06858557	0.06928425	0.06819654	0.06663249	0.0635401	0.06061088	0.0563894	0.05295385	0.04922315	
