Time	CylinderSensor	BoxSensor	BoxSensorX	CylinderSensorX	CylinderSensorY	BoxSensorY	BoxContact	CylinderContact	
0.0172	0	0	-0.0489842	0.05101518	-0.3503169	-0.3506778	-0.07	-0.07	
0.0176	0	0	-0.04893015	0.05106917	-0.3503199	-0.3506981	-0.07	-0.07	
0.018	0	0	-0.0488746	0.05112464	-0.3503226	-0.3507183	-0.07	-0.07	
0.0184	0	0	-0.04881755	0.05118161	-0.3503248	-0.3507385	-0.07	-0.07	
0.0188	0	0	-0.04875901	0.05124009	-0.3503267	-0.3507588	-0.07	-0.07	
0.0192	0	0	-0.04869897	0.05130005	-0.3503281	-0.350779	-0.07	-0.07	
0.0196	0	0	-0.04863742	0.0513615	-0.3503291	-0.3507991	-0.07	-0.07	
0.02	0	0	-0.04857437	0.05142445	-0.3503297	-0.3508193	-0.07	-0.07	
0.0204	0	0	-0.04850983	0.0514889	-0.3503299	-0.3508394	-0.07	-0.07	
0.0208	0	0	-0.04844378	0.05155485	-0.3503296	-0.3508596	-0.07	-0.07	
0.0212	0	0	-0.04837623	0.05162228	-0.3503289	-0.3508796	-0.07	-0.07	
0.0216	0	0	-0.04830718	0.05169122	-0.3503278	-0.3508997	-0.07	-0.07	
0.022	0	0	-0.04823663	0.05176164	-0.3503263	-0.3509197	-0.07	-0.07	
0.0224	0	0	-0.04816459	0.05183356	-0.3503244	-0.3509398	-0.07	-0.07	
0.0228	0	0	-0.04809104	0.05190697	-0.350322	-0.3509597	-0.07	-0.07	
0.0232	0	0	-0.04801599	0.05198187	-0.3503192	-0.3509797	-0.07	-0.07	
0.0236	0	0	-0.04793945	0.05205826	-0.350316	-0.3509997	-0.07	-0.07	
0.024	0	0	-0.04786141	0.05213613	-0.3503124	-0.3510196	-0.07	-0.07	
0.0244	0	0	-0.04778188	0.0522155	-0.3503084	-0.3510395	-0.07	-0.07	
0.0248	0	0	-0.04770086	0.05229635	-0.3503039	-0.3510594	-0.07	-0.07	
0.0252	0	0	-0.04761834	0.05237868	-0.3502991	-0.3510793	-0.07	-0.07	
0.0256	0	0	-0.04753432	0.0524625	-0.3502938	-0.3510991	-0.07	-0.07	
0.026	0	0	-0.04744882	0.05254778	-0.3502881	-0.351119	-0.07	-0.07	
0.0264	0	0	-0.04736183	0.05263456	-0.350282	-0.3511388	-0.07	-0.07	
0.0268	0	0	-0.04727336	0.05272281	-0.3502755	-0.3511586	-0.07	-0.07	
0.0272	0	0	-0.04718339	0.05281254	-0.3502686	-0.3511784	-0.07	-0.07	
0.0276	0	0	-0.04709195	0.05290373	-0.3502613	-0.3511982	-0.07	-0.07	
0.028	0	0	-0.04699903	0.0529964	-0.3502536	-0.351218	-0.07	-0.07	
0.0284	0	0	-0.04690462	0.05309054	-0.3502454	-0.3512378	-0.07	-0.07	
0.0288	0	0	-0.04680873	0.05318614	-0.3502369	-0.3512575	-0.07	-0.07	
0.0292	0	0	-0.04671137	0.05328321	-0.350228	-0.3512773	-0.07	-0.07	
0.0296	0	0	-0.04661253	0.05338174	-0.3502187	-0.3512971	-0.07	-0.07	
0.03	0	0	-0.04651222	0.05348174	-0.350209	-0.3513169	-0.07	-0.07	
0.0304	0	0	-0.04641043	0.05358318	-0.3501988	-0.3513367	-0.07	-0.07	
0.0308	0	0	-0.04630718	0.05368609	-0.3501884	-0.3513565	-0.07	-0.07	
0.0312	0	0	-0.04620246	0.05379046	-0.3501775	-0.3513763	-0.07	-0.07	
0.0316	0	0	-0.04609627	0.05389627	-0.3501662	-0.3513961	-0.07	-0.07	
0.032	0	0	-0.04598862	0.05400354	-0.3501546	-0.3514159	-0.07	-0.07	
0.0324	0	0	-0.0458795	0.05411225	-0.3501426	-0.3514358	-0.07	-0.07	
0.0328	0	0	-0.04576892	0.0542224	-0.3501302	-0.3514556	-0.07	-0.07	
0.0332	0	0	-0.04565688	0.05433401	-0.3501174	-0.3514754	-0.07	-0.07	
0.0336	0	0	-0.04554338	0.05444705	-0.3501042	-0.3514953	-0.07	-0.07	
0.034	0	0	-0.04542843	0.05456154	-0.3500906	-0.3515152	-0.07	-0.07	
0.0344	0	0	-0.04531203	0.05467746	-0.3500767	-0.3515351	-0.07	-0.07	
0.0348	0	0	-0.04519417	0.05479482	-0.3500624	-0.351555	-0.07	-0.07	
0.0352	0	0	-0.04507486	0.05491361	-0.3500477	-0.3515749	-0.07	-0.07	
0.0356	0	0	-0.0449541	0.05503383	-0.3500327	-0.3515949	-0.07	-0.07	
0.036	0	0	-0.04483189	0.05515548	-0.3500173	-0.3516149	-0.07	-0.07	
0.0364	0	0	-0.04470824	0.05527856	-0.3500015	-0.3516349	-0.07	-0.07	
0.0368	0	0	-0.04458315	0.05540306	-0.3499853	-0.351655	-0.07	-0.07	
0.0372	0	0	-0.0444566	0.05552898	-0.3499688	-0.351675	-0.07	-0.07	
0.0376	0	0	-0.04432863	0.05565633	-0.3499519	-0.3516951	-0.07	-0.07	
0.038	0	0	-0.04419921	0.05578509	-0.3499347	-0.3517153	-0.07	-0.07	
0.0384	0	0	-0.04406836	0.05591527	-0.3499171	-0.3517354	-0.07	-0.07	
0.0388	0	0	-0.04393606	0.05604687	-0.3498991	-0.3517556	-0.07	-0.07	
0.0392	0	0	-0.04380234	0.05617988	-0.3498808	-0.3517758	-0.07	-0.07	
0.0396	0	0	-0.04366717	0.0563143	-0.3498621	-0.3517961	-0.07	-0.07	
0.04	0	0	-0.04353058	0.05645012	-0.349843	-0.3518164	-0.07	-0.07	
0.0404	0	0	-0.04339257	0.05658735	-0.3498236	-0.3518367	-0.07	-0.07	
0.0408	0	0	-0.04325311	0.05672599	-0.3498038	-0.351857	-0.07	-0.07	
0.0412	0	0	-0.04311224	0.05686603	-0.3497837	-0.3518774	-0.07	-0.07	
0.0416	0	0	-0.04296994	0.05700747	-0.3497632	-0.3518978	-0.07	-0.07	
0.042	0	0	-0.04282621	0.0571503	-0.3497424	-0.3519183	-0.07	-0.07	
0.0424	0	0	-0.04268106	0.05729454	-0.3497212	-0.3519388	-0.07	-0.07	
0.0428	0	0	-0.0425345	0.05744017	-0.3496997	-0.3519593	-0.07	-0.07	
0.0432	0	0	-0.04238651	0.0575872	-0.3496778	-0.3519799	-0.07	-0.07	
0.0436	0	0	-0.04223711	0.05773561	-0.3496555	-0.3520005	-0.07	-0.07	
0.044	0	0	-0.04208628	0.05788542	-0.3496329	-0.3520211	-0.07	-0.07	
0.0444	0	0	-0.04193404	0.0580366	-0.3496099	-0.3520418	-0.07	-0.07	
0.0448	0	0	-0.04178039	0.05818918	-0.3495867	-0.3520625	-0.07	-0.07	
0.0452	0	0	-0.04162533	0.05834314	-0.349563	-0.3520833	-0.07	-0.07	
0.0456	0	0	-0.04146885	0.05849848	-0.349539	-0.352104	-0.07	-0.07	
0.046	0	0	-0.04131097	0.0586552	-0.3495146	-0.3521248	-0.07	-0.07	
0.0464	0	0	-0.04115167	0.0588133	-0.3494899	-0.3521457	-0.07	-0.07	
0.0468	0	0	-0.04099097	0.05897278	-0.3494648	-0.3521666	-0.07	-0.07	
0.0472	0	0	-0.04082886	0.05913363	-0.3494394	-0.3521875	-0.07	-0.07	
0.0476	0	0	-0.04066535	0.05929584	-0.3494135	-0.3522085	-0.07	-0.07	
0.048	0	0	-0.04050043	0.05945944	-0.3493874	-0.3522294	-0.07	-0.07	
0.0484	0	0	-0.04033411	0.0596244	-0.3493609	-0.3522504	-0.07	-0.07	
0.0488	0	0	-0.04016639	0.05979073	-0.349334	-0.3522715	-0.07	-0.07	
0.0492	0	0	-0.03999727	0.05995842	-0.3493068	-0.3522926	-0.07	-0.07	
0.0496	0	0	-0.03982675	0.06012749	-0.3492792	-0.3523137	-0.07	-0.07	
0.05	0	0	-0.03965483	0.0602979	-0.3492513	-0.3523348	-0.07	-0.07	
0.0504	0	0	-0.03948151	0.06046968	-0.349223	-0.352356	-0.07	-0.07	
0.0508	0	0	-0.03930679	0.06064281	-0.3491943	-0.3523771	-0.07	-0.07	
0.0512	0	0	-0.03913068	0.0608173	-0.3491653	-0.3523984	-0.07	-0.07	
0.0516	0	0	-0.03895318	0.06099314	-0.3491359	-0.3524196	-0.07	-0.07	
0.052	0	0	-0.03877429	0.06117035	-0.3491062	-0.3524408	-0.07	-0.07	
0.0524	0	0	-0.038594	0.06134889	-0.349076	-0.3524621	-0.07	-0.07	
0.0528	0	0	-0.03841233	0.06152879	-0.3490456	-0.3524834	-0.07	-0.07	
0.0532	0	0	-0.03822927	0.06171004	-0.3490148	-0.3525047	-0.07	-0.07	
0.0536	0	0	-0.03804482	0.06189264	-0.3489836	-0.3525261	-0.07	-0.07	
0.054	0	0	-0.03785898	0.06207658	-0.348952	-0.3525475	-0.07	-0.07	
0.0544	0	0	-0.03767176	0.06226187	-0.3489201	-0.3525688	-0.07	-0.07	
0.0548	0	0	-0.03748315	0.0624485	-0.3488878	-0.3525902	-0.07	-0.07	
0.0552	0	0	-0.03729317	0.06263646	-0.3488552	-0.3526117	-0.07	-0.07	
0.0556	0	0	-0.03710179	0.06282577	-0.3488221	-0.3526331	-0.07	-0.07	
0.056	0	0	-0.03690904	0.06301641	-0.3487887	-0.3526545	-0.07	-0.07	
0.0564	0	0	-0.0367149	0.06320839	-0.3487549	-0.352676	-0.07	-0.07	
0.0568	0	0	-0.03651939	0.06340169	-0.3487208	-0.3526975	-0.07	-0.07	
0.0572	0	0	-0.0363225	0.06359634	-0.3486863	-0.352719	-0.07	-0.07	
0.0576	0	0	-0.03612423	0.06379231	-0.3486514	-0.3527404	-0.07	-0.07	
0.058	0	0	-0.03592459	0.06398962	-0.3486161	-0.352762	-0.07	-0.07	
0.0584	0	0	-0.03572358	0.06418826	-0.3485804	-0.3527834	-0.07	-0.07	
0.0588	0	0	-0.03552118	0.06438821	-0.3485444	-0.3528049	-0.07	-0.07	
0.0592	0	0	-0.03531741	0.06458948	-0.348508	-0.3528264	-0.07	-0.07	
0.0596	0	0	-0.03511227	0.06479207	-0.3484712	-0.3528479	-0.07	-0.07	
0.06	0	0	-0.03490576	0.064996	-0.3484341	-0.3528694	-0.07	-0.07	
0.0604	0	0	-0.03469788	0.06520122	-0.3483965	-0.3528908	-0.07	-0.07	
0.0608	0	0	-0.03448863	0.06540778	-0.3483585	-0.3529123	-0.07	-0.07	
0.0612	0	0	-0.03427802	0.06561565	-0.3483202	-0.3529338	-0.07	-0.07	
0.0616	0	0	-0.03406603	0.06582484	-0.3482815	-0.3529553	-0.07	-0.07	
0.062	0	0	-0.03385268	0.06603533	-0.3482423	-0.3529767	-0.07	-0.07	
0.0624	0	0	-0.03363796	0.06624714	-0.3482029	-0.3529981	-0.07	-0.07	
0.0628	0	0	-0.03342188	0.06646025	-0.3481629	-0.3530195	-0.07	-0.07	
0.0632	0	0	-0.03320444	0.06667467	-0.3481226	-0.3530409	-0.07	-0.07	
0.0636	0	0	-0.03298564	0.0668904	-0.3480819	-0.3530623	-0.07	-0.07	
0.064	0	0	-0.03276546	0.06710743	-0.3480408	-0.3530836	-0.07	-0.07	
0.06439999	1	0	-0.03254394	0.06732576	-0.3479992	-0.3531049	-0.07	-0.07	
0.0648	1	0	-0.03232105	0.06754539	-0.3479573	-0.3531262	-0.07	-0.07	
0.0652	1	0	-0.0320968	0.06776633	-0.347915	-0.3531475	-0.07	-0.07	
0.0656	1	0	-0.0318712	0.06798855	-0.3478723	-0.3531687	-0.07	-0.07	
0.066	1	0	-0.03164424	0.06821208	-0.3478291	-0.3531899	-0.07	-0.07	
0.0664	1	0	-0.03141593	0.06843689	-0.3477856	-0.353211	-0.07	-0.07	
0.0668	1	0	-0.03118626	0.068663	-0.3477416	-0.3532322	-0.07	-0.07	
0.0672	1	0	-0.03095523	0.06889041	-0.3476972	-0.3532532	-0.07	-0.07	
0.0676	1	0	-0.03072286	0.06911909	-0.3476524	-0.3532743	-0.07	-0.05	
0.068	1	0	-0.03048914	0.06934907	-0.3476072	-0.3532953	-0.07	-0.05	
0.0684	1	0	-0.03025406	0.06958033	-0.3475616	-0.3533162	-0.07	-0.05	
0.06879999	1	0	-0.03001763	0.06981287	-0.3475155	-0.3533371	-0.07	-0.05	
0.0692	1	0	-0.02977986	0.07004669	-0.3474689	-0.3533579	-0.07	-0.05	
0.0696	1	0	-0.02954073	0.0702818	-0.347422	-0.3533787	-0.07	-0.034	
0.07	1	0	-0.02930027	0.07051819	-0.3473747	-0.3533995	-0.07	-0.034	
0.0704	1	0	-0.02905845	0.07075585	-0.347327	-0.3534202	-0.07	-0.034	
0.0708	1	0	-0.0288153	0.07099479	-0.3472787	-0.3534408	-0.07	-0.034	
0.0712	1	0	-0.0285708	0.07123499	-0.3472301	-0.3534614	-0.07	-0.034	
0.0716	1	0	-0.02832495	0.07147647	-0.347181	-0.3534818	-0.07	-0.0212	
0.072	1	0	-0.02807776	0.07171922	-0.3471315	-0.3535022	-0.07	-0.0212	
0.0724	1	0	-0.02782924	0.07196324	-0.3470815	-0.3535225	-0.07	-0.0212	
0.0728	1	0	-0.02757938	0.07220852	-0.3470311	-0.3535428	-0.07	-0.0212	
0.07319999	1	0	-0.02732817	0.07245506	-0.3469802	-0.353563	-0.07	-0.0212	
0.0736	1	0	-0.02707562	0.07270287	-0.3469288	-0.3535831	-0.07	-0.01096	
0.074	1	0	-0.02682175	0.07295194	-0.3468771	-0.3536031	-0.07	-0.01096	
0.0744	1	0	-0.02656654	0.07320226	-0.3468248	-0.353623	-0.07	-0.01096	
0.0748	1	0	-0.02630999	0.07345384	-0.3467721	-0.3536428	-0.07	-0.01096	
0.0752	1	0	-0.0260521	0.07370668	-0.346719	-0.3536626	-0.07	-0.01096	
0.0756	1	0	-0.02579288	0.07396077	-0.3466654	-0.3536822	-0.07	-0.002768002	
0.076	1	0	-0.02553234	0.07421612	-0.3466113	-0.3537017	-0.07	-0.002768002	
0.0764	1	0	-0.02527047	0.0744727	-0.3465567	-0.3537212	-0.07	-0.002768002	
0.0768	1	0	-0.02500726	0.07473054	-0.3465017	-0.3537405	-0.07	-0.002768002	
0.0772	1	0	-0.02474273	0.07498962	-0.3464462	-0.3537597	-0.07	-0.002768002	
0.07759999	1	0	-0.02447687	0.07524995	-0.3463902	-0.3537789	-0.07	0.003785595	
0.078	1	0	-0.02420968	0.07551152	-0.3463338	-0.3537979	-0.07	0.003785595	
0.0784	1	0	-0.02394117	0.07577433	-0.3462768	-0.3538168	-0.07	0.003785595	
0.0788	1	0	-0.02367133	0.07603838	-0.3462195	-0.3538356	-0.07	0.003785595	
0.0792	1	0	-0.02340018	0.07630365	-0.3461616	-0.3538542	-0.07	0.003785595	
0.0796	1	0	-0.0231277	0.07657018	-0.3461032	-0.3538728	-0.07	0.009028472	
0.08	1	0	-0.0228539	0.07683792	-0.3460443	-0.3538912	-0.07	0.009028472	
0.0804	1	0	-0.02257878	0.07710689	-0.3459849	-0.3539095	-0.07	0.009028472	
0.0808	1	0	-0.02230235	0.07737711	-0.3459251	-0.3539276	-0.07	0.009028472	
0.0812	1	0	-0.02202459	0.07764854	-0.3458648	-0.3539456	-0.07	0.009028472	
0.0816	1	0	-0.02174552	0.0779212	-0.3458039	-0.3539635	-0.07	0.01322278	
0.08199999	1	0	-0.02146514	0.07819509	-0.3457426	-0.3539812	-0.07	0.01322278	
0.0824	1	0	-0.02118344	0.07847019	-0.3456807	-0.3539988	-0.07	0.01322278	
0.0828	1	0	-0.02090043	0.0787465	-0.3456183	-0.3540163	-0.07	0.01322278	
0.0832	1	0	-0.02061611	0.07902404	-0.3455555	-0.3540336	-0.07	0.01322278	
0.0836	1	0	-0.02033047	0.07930278	-0.345492	-0.3540507	-0.07	0.01657822	
0.084	1	0	-0.02004353	0.07958275	-0.3454281	-0.3540677	-0.07	0.01657822	
0.0844	1	0	-0.01975528	0.07986392	-0.3453637	-0.3540845	-0.07	0.01657822	
0.0848	1	0	-0.01946573	0.08014631	-0.3452988	-0.3541012	-0.07	0.01657822	
0.0852	1	0	-0.01917486	0.08042989	-0.3452333	-0.3541176	-0.07	0.01657822	
0.0856	1	0	-0.01888271	0.08071468	-0.3451673	-0.354134	-0.07	0.01926257	
0.086	1	0	-0.01858924	0.08100068	-0.3451008	-0.3541501	-0.07	0.01926257	
0.08639999	1	0	-0.01829447	0.08128786	-0.3450337	-0.3541661	-0.07	0.01926257	
0.08679999	1	0	-0.0179984	0.08157625	-0.3449661	-0.3541819	-0.07	0.01926257	
0.0872	1	0	-0.01770104	0.08186585	-0.344898	-0.3541975	-0.07	0.01926257	
0.0876	1	0	-0.01740237	0.08215662	-0.3448293	-0.3542129	-0.07	0.02141006	
0.088	1	0	-0.01710241	0.08244859	-0.3447601	-0.3542281	-0.07	0.02141006	
0.0884	1	0	-0.01680115	0.08274174	-0.3446904	-0.3542432	-0.07	0.02141006	
0.0888	1	0	-0.01649859	0.08303608	-0.34462	-0.354258	-0.07	0.02141006	
0.0892	1	0	-0.01619474	0.08333161	-0.3445491	-0.3542726	-0.07	0.02141006	
0.0896	1	0	-0.01588961	0.08362831	-0.3444777	-0.3542871	-0.07	0.02312805	
0.09	1	0	-0.01558318	0.0839262	-0.3444057	-0.3543013	-0.07	0.02312805	
0.0904	1	0	-0.01527546	0.08422526	-0.3443332	-0.3543153	-0.07	0.02312805	
0.09079999	1	0	-0.01496646	0.0845255	-0.3442601	-0.3543291	-0.07	0.02312805	
0.09119999	1	0	-0.01465617	0.08482692	-0.3441864	-0.3543427	-0.07	0.02312805	
0.0916	1	0	-0.01434459	0.0851295	-0.3441121	-0.354356	-0.07	0.02450244	
0.092	1	0	-0.01403174	0.08543326	-0.3440373	-0.3543692	-0.07	0.02450244	
0.0924	1	0	-0.0137176	0.08573818	-0.3439619	-0.3543821	-0.07	0.02450244	
0.0928	1	0	-0.01340218	0.08604427	-0.343886	-0.3543948	-0.07	0.02450244	
0.0932	1	0	-0.01308548	0.08635152	-0.3438094	-0.3544073	-0.07	0.02450244	
0.0936	1	0	-0.01276751	0.08665993	-0.3437323	-0.3544194	-0.07	0.02560195	
0.094	1	0	-0.01244826	0.08696949	-0.3436545	-0.3544314	-0.07	0.02560195	
0.0944	1	0	-0.01212773	0.08728021	-0.3435763	-0.3544432	-0.07	0.02560195	
0.0948	1	0	-0.01180593	0.08759209	-0.3434973	-0.3544546	-0.07	0.02560195	
0.09519999	1	0	-0.01148286	0.08790512	-0.3434179	-0.3544659	-0.07	0.02560195	
0.09559999	1	0	-0.01115852	0.0882193	-0.3433377	-0.3544769	-0.07	0.02648156	
0.096	1	0	-0.0108329	0.08853461	-0.343257	-0.3544876	-0.07	0.02648156	
0.0964	1	0	-0.01050602	0.08885107	-0.3431757	-0.3544981	-0.07	0.02648156	
0.0968	1	0	-0.01017787	0.08916868	-0.3430938	-0.3545083	-0.07	0.02648156	
0.0972	1	0	-0.009848461	0.08948743	-0.3430113	-0.3545182	-0.07	0.02648156	
0.0976	1	0	-0.009517786	0.08980729	-0.3429282	-0.3545279	-0.07	0.02718525	
0.098	1	0	-0.009185851	0.09012831	-0.3428445	-0.3545372	-0.07	0.02718525	
0.0984	1	0	-0.008852661	0.09045046	-0.3427601	-0.3545464	-0.07	0.02718525	
0.0988	1	0	-0.008518204	0.09077372	-0.3426751	-0.3545552	-0.07	0.02718525	
0.0992	1	0	-0.008182496	0.09109812	-0.3425895	-0.3545637	-0.07	0.02718525	
0.09959999	1	0	-0.00784553	0.09142365	-0.3425033	-0.354572	-0.07	0.0277482	
0.09999999	1	0	-0.007507315	0.09175029	-0.3424164	-0.3545799	-0.07	0.0277482	
0.1004	1	0	-0.007167843	0.09207805	-0.3423289	-0.3545876	-0.07	0.0277482	
0.1008	1	0	-0.006827119	0.09240693	-0.3422408	-0.354595	-0.07	0.0277482	
0.1012	1	0	-0.006485149	0.09273694	-0.342152	-0.3546021	-0.07	0.0277482	
0.1016	1	0	-0.006141931	0.09306803	-0.3420626	-0.3546088	-0.07	0.02819856	
0.102	1	0	-0.00579747	0.09340024	-0.3419725	-0.3546153	-0.07	0.02819856	
0.1024	1	0	-0.005451763	0.09373356	-0.3418818	-0.3546214	-0.07	0.02819856	
0.1028	1	0	-0.00510481	0.09406798	-0.3417904	-0.3546272	-0.07	0.02819856	
0.1032	1	0	-0.004756615	0.0944035	-0.3416984	-0.3546327	-0.07	0.02819856	
0.1036	1	0	-0.004407186	0.09474012	-0.3416058	-0.3546379	-0.07	0.02855884	
0.104	1	0	-0.004056525	0.09507784	-0.3415124	-0.3546427	-0.07	0.02855884	
0.1044	1	0	-0.003704619	0.09541664	-0.3414184	-0.3546472	-0.07	0.02855884	
0.1048	1	0	-0.00335148	0.09575654	-0.3413238	-0.3546514	-0.07	0.02855884	
0.1052	1	0	-0.002997109	0.09609752	-0.3412284	-0.3546552	-0.07	0.02855884	
0.1056	1	0	-0.002641508	0.09643959	-0.3411324	-0.3546588	-0.07	0.02884708	
0.106	1	0	-0.002284676	0.09678274	-0.3410357	-0.3546619	-0.07	0.02884708	
0.1064	1	0	-0.001926625	0.09712697	-0.3409383	-0.3546647	-0.07	0.02884708	
0.1068	1	0	-0.001567343	0.09747227	-0.3408403	-0.3546671	-0.07	0.02884708	
0.1072	1	0	-0.001206833	0.09781867	-0.3407416	-0.3546692	-0.07	0.02884708	
0.1076	1	0	-0.0008451074	0.09816611	-0.3406421	-0.3546709	-0.07	0.02907766	
0.108	1	0	-0.0004821599	0.09851463	-0.340542	-0.3546723	-0.07	0.02907766	
0.1084	1	0	-0.0001179934	0.09886422	-0.3404412	-0.3546732	-0.07	0.02907766	
0.1088	1	0	0.0002473861	0.09921487	-0.3403397	-0.3546739	-0.07	0.02907766	
0.1092	1	0	0.0006139815	0.09956657	-0.3402375	-0.3546741	-0.07	0.02907766	
0.1096	1	0	0.0009817928	0.09991933	-0.3401346	-0.354674	-0.07	0.02926213	
0.11	1	0	0.001350811	0.1002732	-0.340031	-0.3546734	-0.07	0.02926213	
0.1104	1	0	0.001721037	0.100628	-0.3399267	-0.3546725	-0.07	0.02926213	
0.1108	1	0	0.002092469	0.1009839	-0.3398216	-0.3546712	-0.07	0.02926213	
0.1112	1	0	0.002465111	0.1013409	-0.3397159	-0.3546695	-0.07	0.02926213	
0.1116	1	0	0.002838951	0.1016989	-0.3396094	-0.3546674	-0.07	0.0294097	
0.112	1	0	0.003213999	0.102058	-0.3395022	-0.3546649	-0.07	0.0294097	
0.1124	1	0	0.003590244	0.102418	-0.3393943	-0.3546619	-0.07	0.0294097	
0.1128	1	0	0.003967679	0.1027792	-0.3392857	-0.3546586	-0.07	0.0294097	
0.1132	1	0	0.004346317	0.1031413	-0.3391763	-0.3546549	-0.07	0.0294097	
0.1136	1	0	0.004726139	0.1035045	-0.3390662	-0.3546507	-0.07	0.02952776	
0.114	1	0	0.005107156	0.1038687	-0.3389553	-0.3546461	-0.07	0.02952776	
0.1144	1	0	0.005489364	0.1042339	-0.3388438	-0.3546411	-0.07	0.02952776	
0.1148	1	0	0.005872765	0.1046002	-0.3387314	-0.3546357	-0.07	0.02952776	
0.1152	1	0	0.00625734	0.1049674	-0.3386183	-0.3546298	-0.07	0.02952776	
0.1156	1	0	0.00664311	0.1053357	-0.3385045	-0.3546235	-0.07	0.0296222	
0.116	1	0	0.007030058	0.105705	-0.3383899	-0.3546167	-0.07	0.0296222	
0.1164	1	0	0.007418179	0.1060752	-0.3382745	-0.3546095	-0.07	0.0296222	
0.1168	1	0	0.007807487	0.1064465	-0.3381584	-0.3546019	-0.07	0.0296222	
0.1172	1	0	0.00819796	0.1068188	-0.3380415	-0.3545937	-0.07	0.0296222	
0.1176	1	0	0.008589617	0.1071921	-0.3379239	-0.3545852	-0.07	0.02969776	
