Time	Contact	Eat	Energy	Hungry	LeftOdor	OS	RightOdor	
0	0	0	599.95	0	308.4606	0	308.4606	
0.001	0	0	599.9	0	308.4637	0	308.4637	
0.002	0	0	599.85	0.4	308.4668	0	308.4668	
0.003	0	0	599.8	0.4	308.0318	0	308.9055	
0.004	0	0	599.7501	0.7920001	307.6028	0	309.3326	
0.005	0	0	599.7001	0.7920001	307.1708	0	309.7566	
0.006	0	0	599.6501	1	306.7448	0	310.1693	
0.007	0	0	599.6001	1	306.316	0	310.5791	
0.008	0	0	599.5501	1	305.8933	0	310.978	
0.009000001	0	0	599.5001	1	305.4681	0	311.3739	
0.01	0	0	599.4501	1	305.0491	0	311.7592	
0.011	0	0	599.4001	1	304.6277	0	312.1417	
0.012	0	0	599.3502	1	304.2125	0	312.5138	
0.013	0	0	599.3002	1	303.795	0	312.8833	
0.014	0	0	599.2502	1	303.3839	0	313.2426	
0.015	0	0	599.2002	1	302.9707	0	313.5993	
0.016	0	0	599.1502	1	302.5639	0	313.9463	
0.017	0	0	599.1002	1	302.155	0	314.2906	
0.018	0	0	599.0502	1	301.7527	0	314.6255	
0.019	0	0	599.0002	1	301.3484	0	314.9579	
0.02	0	0	598.9503	1	300.9508	0	315.2811	
0.021	0	0	598.9003	1	300.5514	0	315.6018	
0.022	0	0	598.8503	1	300.1584	0	315.9135	
0.023	0	0	598.8003	1	299.7639	0	316.2229	
0.024	0	0	598.7503	1	299.3761	0	316.5236	
0.025	0	0	598.7003	1	298.9867	0	316.8219	
0.026	0	0	598.6503	1	298.6039	0	317.1118	
0.027	0	0	598.6003	1	298.2197	0	317.3994	
0.028	0	0	598.5504	1	297.8423	0	317.6788	
0.029	0	0	598.5004	1	297.4634	0	317.9559	
0.03	0	0	598.4504	1	297.0913	0	318.225	
0.031	0	0	598.4004	1	296.718	0	318.4921	
0.032	0	0	598.3504	1	296.3514	0	318.7512	
0.033	0	0	598.3004	1	295.9837	0	319.0084	
0.034	0	0	598.2504	1	295.6227	0	319.2578	
0.035	0	0	598.2004	1	295.2607	0	319.5053	
0.036	0	0	598.1505	1	294.9055	0	319.7454	
0.037	0	0	598.1005	1	294.5492	0	319.9834	
0.038	0	0	598.0505	1	294.1997	0	320.2143	
0.039	0	0	598.0005	1	293.8493	0	320.4432	
0.04	0	0	597.9505	1	293.5059	0	320.665	
0.041	0	0	597.9005	1	293.1615	0	320.8851	
0.042	0	0	597.8505	1	292.8239	0	321.0982	
0.043	0	0	597.8005	1	292.4855	0	321.3095	
0.044	0	0	597.7505	1	292.154	0	321.5139	
0.045	0	0	597.7006	1	291.8217	0	321.7168	
0.046	0	0	597.6506	1	291.4965	0	321.913	
0.047	0	0	597.6006	1	291.1703	0	322.1075	
0.048	0	0	597.5506	1	290.8512	0	322.2955	
0.049	0	0	597.5006	1	290.5313	0	322.4819	
0.05	0	0	597.4506	1	290.2184	0	322.662	
0.051	0	0	597.4006	1	289.9047	0	322.8404	
0.052	0	0	597.3506	1	289.5981	0	323.0127	
0.053	0	0	597.3007	1	289.2908	0	323.1834	
0.054	0	0	597.2507	1	288.9906	0	323.348	
0.055	0	0	597.2007	1	288.6896	0	323.5112	
0.056	0	0	597.1507	1	288.3957	0	323.6683	
0.057	0	0	597.1007	1	288.1012	0	323.8241	
0.058	0	0	597.0507	1	287.8137	0	323.9739	
0.059	0	0	597.0007	1	287.5256	0	324.1224	
0.06	0	0	596.9507	1	287.2443	0	324.2651	
0.061	0	0	596.9008	1	286.9627	0	324.4065	
0.062	0	0	596.8508	1	286.6882	0	324.5421	
0.063	0	0	596.8008	1	286.4132	0	324.6765	
0.064	0	0	596.7508	1	286.1452	0	324.8053	
0.06500001	0	0	596.7008	1	285.8766	0	324.9329	
0.066	0	0	596.6508	1	285.6151	0	325.0548	
0.067	0	0	596.6008	1	285.3531	0	325.1758	
0.068	0	0	596.5508	1	285.0982	0	325.2911	
0.06900001	0	0	596.5009	1	284.8428	0	325.4054	
0.07	0	0	596.4509	1	284.5943	0	325.5143	
0.071	0	0	596.4009	1	284.3455	0	325.6221	
0.072	0	0	596.3509	1	284.1036	0	325.7245	
0.07300001	0	0	596.3009	1	283.8614	0	325.826	
0.074	0	0	596.2509	1	283.6261	0	325.9222	
0.075	0	0	596.2009	1	283.3905	0	326.0173	
0.07600001	0	0	596.1509	1	283.1618	0	326.1074	
0.07700001	0	0	596.101	1	282.9327	0	326.1964	
0.078	0	0	596.051	1	282.7106	0	326.2802	
0.079	0	0	596.001	1	282.4882	0	326.3633	
0.08000001	0	0	595.951	1	282.2727	0	326.4412	
0.081	0	0	595.901	1	282.0569	0	326.5182	
0.082	0	0	595.851	1	281.848	0	326.5902	
0.083	0	0	595.801	1	281.6388	0	326.6613	
0.08400001	0	0	595.751	1	281.4365	0	326.7275	
0.085	0	0	595.701	1	281.2339	0	326.7929	
0.086	0	0	595.6511	1	281.0383	0	326.8534	
0.087	0	0	595.6011	1	280.8423	0	326.913	
0.08800001	0	0	595.5511	1	280.6531	0	326.9678	
0.089	0	0	595.5011	1	280.4637	0	327.0218	
0.09	0	0	595.4511	1	280.2813	0	327.071	
0.09100001	0	0	595.4011	1	280.0985	0	327.1196	
0.09200001	0	0	595.3511	1	279.9225	0	327.1632	
0.093	0	0	595.3011	1	279.7464	0	327.2063	
0.094	0	0	595.2512	1	279.577	0	327.2445	
0.09500001	0	0	595.2012	1	279.4074	0	327.2821	
0.096	0	0	595.1512	1	279.2446	0	327.315	
0.097	0	0	595.1012	1	279.0816	0	327.3472	
0.098	0	0	595.0512	1	278.9253	0	327.3748	
0.09900001	0	0	595.0012	1	278.7689	0	327.4018	
0.1	0	0	594.9512	1	278.6191	0	327.424	
0.101	0	0	594.9012	1	278.4692	0	327.4458	
0.102	0	0	594.8513	1	278.3259	0	327.4629	
0.103	0	0	594.8013	1	278.1825	0	327.4796	
0.104	0	0	594.7513	1	278.0458	0	327.4915	
0.105	0	0	594.7013	1	277.9089	0	327.503	
0.106	0	0	594.6513	1	277.7786	0	327.5099	
0.107	0	0	594.6013	1	277.6481	0	327.5163	
0.108	0	0	594.5513	1	277.5244	0	327.5182	
0.109	0	0	594.5013	1	277.4004	0	327.5196	
0.11	0	0	594.4514	1	277.2831	0	327.5164	
0.111	0	0	594.4014	1	277.1655	0	327.5129	
0.112	0	0	594.3514	1	277.0547	0	327.5049	
0.113	0	0	594.3014	1	276.9435	0	327.4965	
0.114	0	0	594.2514	1	276.839	0	327.4836	
0.115	0	0	594.2014	1	276.7343	0	327.4702	
0.116	0	0	594.1514	1	276.6361	0	327.4525	
0.117	0	0	594.1014	1	276.5378	0	327.4343	
0.118	0	0	594.0515	1	276.4461	0	327.4117	
0.119	0	0	594.0015	1	276.3541	0	327.3889	
0.12	0	0	593.9515	1	276.2686	0	327.3615	
0.121	0	0	593.9015	1	276.1829	0	327.334	
0.122	0	0	593.8515	1	276.1038	0	327.3019	
0.123	0	0	593.8015	1	276.0244	0	327.2696	
0.124	0	0	593.7515	1	275.9515	0	327.2329	
0.125	0	0	593.7015	1	275.8784	0	327.1959	
0.126	0	0	593.6516	1	275.8117	0	327.1547	
0.127	0	0	593.6016	1	275.7449	0	327.1131	
0.128	0	0	593.5516	1	275.6844	0	327.0672	
0.129	0	0	593.5016	1	275.6238	0	327.0211	
0.13	0	0	593.4516	1	275.5695	0	326.9706	
0.131	0	0	593.4016	1	275.5151	0	326.92	
0.132	0	0	593.3516	1	275.4669	0	326.8649	
0.133	0	0	593.3016	1	275.4186	0	326.8098	
0.134	0	0	593.2516	1	275.3766	0	326.7504	
0.135	0	0	593.2017	1	275.3344	0	326.6907	
0.136	0	0	593.1517	1	275.2985	0	326.6269	
0.137	0	0	593.1017	1	275.2624	0	326.5628	
0.138	0	0	593.0517	1	275.2325	0	326.4945	
0.139	0	0	593.0017	1	275.2025	0	326.4261	
0.14	0	0	592.9517	1	275.1786	0	326.3535	
0.141	0	0	592.9017	1	275.1547	0	326.2807	
0.142	0	0	592.8517	1	275.1367	0	326.2037	
0.143	0	0	592.8018	1	275.1187	0	326.1266	
0.144	0	0	592.7518	1	275.1068	0	326.0454	
0.145	0	0	592.7018	1	275.0947	0	325.964	
0.146	0	0	592.6518	1	275.0886	0	325.8784	
0.147	0	0	592.6018	1	275.0825	0	325.7928	
0.148	0	0	592.5518	1	275.0823	0	325.7031	
0.149	0	0	592.5018	1	275.082	0	325.6132	
0.15	0	0	592.4518	1	275.0876	0	325.5193	
0.151	0	0	592.4019	1	275.0933	0	325.4253	
0.152	0	0	592.3519	1	275.1047	0	325.3273	
0.153	0	0	592.3019	1	275.1161	0	325.229	
0.154	0	0	592.2519	1	275.1332	0	325.1269	
0.155	0	0	592.2019	1	275.1503	0	325.0245	
0.156	0	0	592.1519	1	275.1732	0	324.9183	
0.157	0	0	592.1019	1	275.1961	0	324.812	
0.158	0	0	592.0519	1	275.2247	0	324.7017	
0.159	0	0	592.002	1	275.2532	0	324.5913	
0.16	0	0	591.952	1	275.2874	0	324.477	
0.161	0	0	591.902	1	275.3216	0	324.3626	
0.162	0	0	591.852	1	275.3613	0	324.2444	
0.163	0	0	591.802	1	275.401	0	324.126	
0.164	0	0	591.752	1	275.4464	0	324.0038	
0.165	0	0	591.702	1	275.4916	0	323.8815	
0.166	0	0	591.652	1	275.5425	0	323.7554	
0.167	0	0	591.6021	1	275.5932	0	323.6294	
0.168	0	0	591.5521	1	275.6495	0	323.4994	
0.169	0	0	591.5021	1	275.7057	0	323.3694	
0.17	0	0	591.4521	1	275.7675	0	323.2357	
0.171	0	0	591.4021	1	275.8291	0	323.1019	
0.172	0	0	591.3521	1	275.8962	0	322.9644	
0.173	0	0	591.3021	1	275.9632	0	322.8268	
0.174	0	0	591.2521	1	276.0355	0	322.6855	
0.175	0	0	591.2021	1	276.1078	0	322.5442	
0.176	0	0	591.1522	1	276.1854	0	322.3993	
0.177	0	0	591.1022	1	276.263	0	322.2544	
0.178	0	0	591.0522	1	276.3458	0	322.1058	
0.179	0	0	591.0022	1	276.4287	0	321.9571	
0.18	0	0	590.9522	1	276.5166	0	321.8049	
0.181	0	0	590.9022	1	276.6046	0	321.6527	
0.182	0	0	590.8522	1	276.6977	0	321.4969	
0.183	0	0	590.8022	1	276.7908	0	321.3412	
0.184	0	0	590.7523	1	276.8889	0	321.182	
0.185	0	0	590.7023	1	276.987	0	321.0226	
0.186	0	0	590.6523	1	277.0902	0	320.8599	
0.187	0	0	590.6023	1	277.1934	0	320.6972	
0.188	0	0	590.5523	1	277.3014	0	320.531	
0.189	0	0	590.5023	1	277.4096	0	320.3648	
0.19	0	0	590.4523	1	277.5226	0	320.1954	
0.191	0	0	590.4023	1	277.6356	0	320.0259	
0.192	0	0	590.3524	1	277.7534	0	319.853	
0.193	0	0	590.3024	1	277.8713	0	319.6801	
0.194	0	0	590.2524	1	277.9939	0	319.504	
0.195	0	0	590.2024	1	278.1165	0	319.3279	
0.196	0	0	590.1524	1	278.2438	0	319.1486	
0.197	0	0	590.1024	1	278.3712	0	318.9692	
0.198	0	0	590.0524	1	278.5033	0	318.7868	
0.199	0	0	590.0024	1	278.6353	0	318.6043	
0.2	0	0	589.9525	1	278.7719	0	318.4186	
0.201	0	0	589.9025	1	278.9085	0	318.2331	
0.202	0	0	589.8525	1	279.0496	0	318.0444	
0.203	0	0	589.8025	1	279.1909	0	317.8557	
0.204	0	0	589.7525	1	279.3365	0	317.664	
0.205	0	0	589.7025	1	279.4821	0	317.4723	
0.206	0	0	589.6525	1	279.6322	0	317.2776	
0.207	0	0	589.6025	1	279.7823	0	317.0831	
0.208	0	0	589.5526	1	279.9367	0	316.8855	
0.209	0	0	589.5026	1	280.0912	0	316.688	
0.21	0	0	589.4526	1	280.2499	0	316.4876	
0.211	0	0	589.4026	1	280.4086	0	316.2873	
0.212	0	0	589.3526	1	280.5716	0	316.0842	
0.213	0	0	589.3026	1	280.7346	0	315.8811	
0.214	0	0	589.2526	1	280.9016	0	315.6753	
0.215	0	0	589.2026	1	281.0688	0	315.4695	
0.216	0	0	589.1526	1	281.2399	0	315.261	
0.217	0	0	589.1027	1	281.4111	0	315.0524	
0.218	0	0	589.0527	1	281.5863	0	314.8414	
0.219	0	0	589.0027	1	281.7616	0	314.6303	
0.22	0	0	588.9527	1	281.9408	0	314.4167	
0.221	0	0	588.9027	1	282.12	0	314.2032	
0.222	0	0	588.8527	1	282.303	0	313.9871	
0.223	0	0	588.8027	1	282.4861	0	313.7711	
0.224	0	0	588.7527	1	282.6729	0	313.5526	
0.225	0	0	588.7028	1	282.8599	0	313.3342	
0.226	0	0	588.6528	1	283.0504	0	313.1135	
0.227	0	0	588.6028	1	283.241	0	312.8927	
0.228	0	0	588.5528	1	283.4353	0	312.6696	
0.229	0	0	588.5028	1	283.6298	0	312.4467	
0.23	0	0	588.4528	1	283.8279	0	312.2215	
0.231	0	0	588.4028	1	284.0262	0	311.9962	
0.232	0	0	588.3528	1	284.2283	0	311.7688	
0.233	0	0	588.3029	1	284.4304	0	311.5414	
0.234	0	0	588.2529	1	284.6364	0	311.3118	
0.235	0	0	588.2029	1	284.8425	0	311.0822	
0.236	0	0	588.1529	1	285.0526	0	310.8506	
0.237	0	0	588.1029	1	285.2626	0	310.619	
0.238	0	0	588.0529	1	285.4767	0	310.3852	
0.239	0	0	588.0029	1	285.6907	0	310.1515	
0.24	0	0	587.9529	1	285.9089	0	309.9157	
0.241	0	0	587.903	1	286.1271	0	309.6801	
0.242	0	0	587.853	1	286.3493	0	309.4425	
0.243	0	0	587.803	1	286.5717	0	309.2049	
0.244	0	0	587.753	1	286.798	0	308.9654	
0.245	0	0	587.703	1	287.0245	0	308.7258	
0.246	0	0	587.653	1	287.2549	0	308.4845	
0.247	0	0	587.603	1	287.4856	0	308.2431	
0.248	0	0	587.553	1	287.7203	0	308	
0.249	0	0	587.5031	1	287.9551	0	307.757	
0.25	0	0	587.4531	1	288.1941	0	307.5122	
0.251	0	0	587.4031	1	288.4331	0	307.2674	
0.252	0	0	587.3531	1	288.6762	0	307.0208	
0.253	0	0	587.3031	1	288.9195	0	306.7744	
0.254	0	0	587.2531	1	289.1668	0	306.5263	
0.255	0	0	587.2031	1	289.4143	0	306.2783	
0.256	0	0	587.1531	1	289.6659	0	306.0287	
0.257	0	0	587.1031	1	289.9177	0	305.7791	
0.258	0	0	587.0532	1	290.1734	0	305.5279	
0.259	0	0	587.0032	1	290.4294	0	305.2769	
0.26	0	0	586.9532	1	290.6894	0	305.0243	
0.261	0	0	586.9032	1	290.9496	0	304.7719	
0.262	0	0	586.8532	1	291.2139	0	304.518	
0.263	0	0	586.8032	1	291.4783	0	304.2641	
0.264	0	0	586.7532	1	291.7469	0	304.009	
0.265	0	0	586.7032	1	292.0155	0	303.7539	
0.266	0	0	586.6533	1	292.2881	0	303.4975	
0.267	0	0	586.6033	1	292.5609	0	303.2411	
0.268	0	0	586.5533	1	292.8375	0	302.9837	
0.269	0	0	586.5033	1	293.1142	0	302.7263	
0.27	0	0	586.4533	1	293.3946	0	302.4677	
0.271	0	0	586.4033	1	293.6752	0	302.2093	
0.272	0	0	586.3533	1	293.9592	0	301.9498	
0.273	0	0	586.3033	1	294.2435	0	301.6905	
0.274	0	0	586.2534	1	294.5312	0	301.4302	
0.275	0	0	586.2034	1	294.819	0	301.1699	
0.276	0	0	586.1534	1	295.1101	0	300.9088	
0.277	0	0	586.1034	1	295.4014	0	300.6479	
0.278	0	0	586.0534	1	295.6958	0	300.3862	
0.279	0	0	586.0034	1	295.9903	0	300.1245	
0.28	0	0	585.9534	1	296.288	0	299.8622	
0.281	0	0	585.9034	1	296.5857	0	299.6	
0.282	0	0	585.8535	1	296.8863	0	299.3372	
0.283	0	0	585.8035	1	297.187	0	299.0745	
0.284	0	0	585.7535	1	297.4905	0	298.8113	
0.285	0	0	585.7035	1	297.7943	0	298.5482	
0.286	0	0	585.6535	1	298.1005	0	298.2847	
0.287	0	0	585.6035	1	298.4069	0	298.0213	
0.288	0	0	585.5535	1	298.7158	0	297.7576	
0.289	0	0	585.5035	1	299.0248	0	297.494	
0.29	0	0	585.4536	1	299.3362	0	297.2302	
0.291	0	0	585.4036	1	299.6478	0	296.9664	
0.292	0	0	585.3536	1	299.9615	0	296.7025	
0.293	0	0	585.3036	1	300.2755	0	296.4387	
0.294	0	0	585.2536	1	300.5915	0	296.175	
0.295	0	0	585.2036	1	300.9076	0	295.9113	
0.296	0	0	585.1536	1	301.2256	0	295.6476	
0.297	0	0	585.1036	1	301.5439	0	295.384	
0.298	0	0	585.0536	1	301.8638	0	295.1207	
0.299	0	0	585.0037	1	302.184	0	294.8574	
0.3	0	0	584.9537	1	302.5058	0	294.5943	
0.301	0	0	584.9037	1	302.8278	0	294.3313	
0.302	0	0	584.8537	1	303.1512	0	294.0687	
0.303	0	0	584.8037	1	303.4749	0	293.8062	
0.304	0	0	584.7537	1	303.7999	0	293.5441	
0.305	0	0	584.7037	1	304.1251	0	293.282	
0.306	0	0	584.6537	1	304.4515	0	293.0206	
0.307	0	0	584.6038	1	304.7781	0	292.7592	
0.308	0	0	584.5538	1	305.1057	0	292.4983	
0.309	0	0	584.5038	1	305.4337	0	292.2377	
0.31	0	0	584.4538	1	305.7624	0	291.9777	
0.311	0	0	584.4038	1	306.0913	0	291.7177	
0.312	0	0	584.3538	1	306.4211	0	291.4586	
0.313	0	0	584.3038	1	306.751	0	291.1996	
