Time	Contact	Eat	Energy	Hungry	LeftOdor	OS	RightOdor	
0.314	0	0	584.2538	1	307.0817	0	290.9415	
0.315	0	0	584.2039	1	307.4124	0	290.6834	
0.316	0	0	584.1539	1	307.7438	0	290.4263	
0.317	0	0	584.1039	1	308.0753	0	290.1694	
0.318	0	0	584.0539	1	308.4072	0	289.9135	
0.319	0	0	584.0039	1	308.7392	0	289.6577	
0.32	0	0	583.9539	1	309.0716	0	289.403	
0.321	0	0	583.9039	1	309.4041	0	289.1484	
0.322	0	0	583.8539	1	309.7368	0	288.8952	
0.323	0	0	583.804	1	310.0695	0	288.6419	
0.324	0	0	583.754	1	310.4024	0	288.39	
0.325	0	0	583.704	1	310.7353	0	288.1382	
0.326	0	0	583.654	1	311.0681	0	287.8878	
0.327	0	0	583.604	1	311.4011	0	287.6375	
0.328	0	0	583.554	1	311.7338	0	287.3888	
0.329	0	0	583.504	1	312.0667	0	287.1401	
0.33	0	0	583.454	1	312.3993	0	286.893	
0.331	0	0	583.4041	1	312.7318	0	286.646	
0.332	0	0	583.3541	1	313.064	0	286.4008	
0.333	0	0	583.3041	1	313.3962	0	286.1555	
0.334	0	0	583.2541	1	313.7278	0	285.9121	
0.335	0	0	583.2041	1	314.0595	0	285.6687	
0.336	0	0	583.1541	1	314.3904	0	285.4272	
0.337	0	0	583.1041	1	314.7215	0	285.1858	
0.338	0	0	583.0541	1	315.0517	0	284.9464	
0.339	0	0	583.0042	1	315.3819	0	284.707	
0.34	0	0	582.9542	1	315.7112	0	284.4697	
0.341	0	0	582.9042	1	316.0406	0	284.2323	
0.342	0	0	582.8542	1	316.3688	0	283.9973	
0.343	0	0	582.8042	1	316.6971	0	283.7621	
0.344	0	0	582.7542	1	317.0242	0	283.5294	
0.345	0	0	582.7042	1	317.3513	0	283.2966	
0.346	0	0	582.6542	1	317.6771	0	283.0661	
0.347	0	0	582.6042	1	318.0029	0	282.8356	
0.348	0	0	582.5543	1	318.3273	0	282.6076	
0.349	0	0	582.5043	1	318.6517	0	282.3796	
0.35	0	0	582.4543	1	318.9745	0	282.1541	
0.351	0	0	582.4043	1	319.2973	0	281.9286	
0.352	0	0	582.3543	1	319.6184	0	281.7057	
0.353	0	0	582.3043	1	319.9395	0	281.4828	
0.354	0	0	582.2543	1	320.2588	0	281.2626	
0.355	0	0	582.2043	1	320.5781	0	281.0424	
0.356	0	0	582.1544	1	320.8955	0	280.8249	
0.357	0	0	582.1044	1	321.2129	0	280.6074	
0.358	0	0	582.0544	1	321.5281	0	280.3928	
0.359	0	0	582.0044	1	321.8435	0	280.1781	
0.36	0	0	581.9544	1	322.1566	0	279.9664	
0.361	0	0	581.9044	1	322.4698	0	279.7547	
0.362	0	0	581.8544	1	322.7806	0	279.546	
0.363	0	0	581.8044	1	323.0914	0	279.3372	
0.364	0	0	581.7545	1	323.3999	0	279.1315	
0.365	0	0	581.7045	1	323.7083	0	278.9258	
0.366	0	0	581.6545	1	324.0141	0	278.7232	
0.367	0	0	581.6045	1	324.32	0	278.5206	
0.368	0	0	581.5545	1	324.6232	0	278.3212	
0.369	0	0	581.5045	1	324.9265	0	278.1218	
0.37	0	0	581.4545	1	325.2269	0	277.9256	
0.371	0	0	581.4045	1	325.5274	0	277.7295	
0.372	0	0	581.3546	1	325.825	0	277.5367	
0.373	0	0	581.3046	1	326.1226	0	277.3438	
0.374	0	0	581.2546	1	326.4171	0	277.1544	
0.375	0	0	581.2046	1	326.7117	0	276.9649	
0.376	0	0	581.1546	1	327.0032	0	276.779	
0.377	0	0	581.1046	1	327.2947	0	276.593	
0.378	0	0	581.0546	1	327.5829	0	276.4106	
0.379	0	0	581.0046	1	327.8712	0	276.2281	
0.38	0	0	580.9547	1	328.1562	0	276.0492	
0.381	0	0	580.9047	1	328.4411	0	275.8702	
0.382	0	0	580.8547	1	328.7227	0	275.695	
0.383	0	0	580.8047	1	329.0042	0	275.5198	
0.384	0	0	580.7547	1	329.2823	0	275.3483	
0.385	0	0	580.7047	1	329.5603	0	275.1767	
0.386	0	0	580.6547	1	329.8347	0	275.0089	
0.387	0	0	580.6047	1	330.1091	0	274.8411	
0.388	0	0	580.5547	1	330.3798	0	274.6772	
0.389	0	0	580.5048	1	330.6504	0	274.5132	
0.39	0	0	580.4548	1	330.9189	0	274.3531	
0.391	0	0	580.4048	1	331.1854	0	274.1929	
0.392	0	0	580.3548	1	331.4482	0	274.0368	
0.393	0	0	580.3048	1	331.7109	0	273.8806	
0.394	0	0	580.2548	1	331.9696	0	273.7285	
0.395	0	0	580.2048	1	332.2285	0	273.5762	
0.396	0	0	580.1548	1	332.4832	0	273.4281	
0.397	0	0	580.1049	1	332.7379	0	273.2799	
0.398	0	0	580.0549	1	332.9885	0	273.1358	
0.399	0	0	580.0049	1	333.2391	0	272.9917	
0.4	0	0	579.9549	1	333.4855	0	272.8518	
0.401	0	0	579.9049	1	333.7318	0	272.7119	
0.402	0	0	579.8549	1	333.9738	0	272.5761	
0.403	0	0	579.8049	1	334.2158	0	272.4403	
0.404	0	0	579.7549	1	334.4533	0	272.3087	
0.405	0	0	579.705	1	334.6908	0	272.1772	
0.406	0	0	579.655	1	334.9239	0	272.0499	
0.407	0	0	579.605	1	335.1569	0	271.9226	
0.408	0	0	579.555	1	335.3853	0	271.7997	
0.409	0	0	579.505	1	335.6137	0	271.6767	
0.41	0	0	579.455	1	335.8375	0	271.5582	
0.411	0	0	579.405	1	336.0612	0	271.4395	
0.412	0	0	579.355	1	336.2802	0	271.3253	
0.413	0	0	579.3051	1	336.4991	0	271.2111	
0.414	0	0	579.2551	1	336.7133	0	271.1014	
0.415	0	0	579.2051	1	336.9274	0	270.9917	
0.416	0	0	579.1551	1	337.1367	0	270.8864	
0.417	0	0	579.1051	1	337.3459	0	270.7811	
0.418	0	0	579.0551	1	337.5502	0	270.6804	
0.419	0	0	579.0051	1	337.7544	0	270.5795	
0.42	0	0	578.9551	1	337.9537	0	270.4834	
0.421	0	0	578.9052	1	338.1529	0	270.3872	
0.422	0	0	578.8552	1	338.347	0	270.2956	
0.423	0	0	578.8052	1	338.541	0	270.204	
0.424	0	0	578.7552	1	338.73	0	270.1171	
0.425	0	0	578.7052	1	338.9189	0	270.03	
0.426	0	0	578.6552	1	339.1027	0	269.9478	
0.427	0	0	578.6052	1	339.2863	0	269.8654	
0.428	0	0	578.5552	1	339.4648	0	269.7878	
0.429	0	0	578.5052	1	339.6432	0	269.71	
0.43	0	0	578.4553	1	339.8163	0	269.6372	
0.431	0	0	578.4053	1	339.9893	0	269.5642	
0.432	0	0	578.3553	1	340.157	0	269.4961	
0.433	0	0	578.3053	1	340.3246	0	269.4279	
0.434	0	0	578.2553	1	340.4868	0	269.3646	
0.435	0	0	578.2053	1	340.649	0	269.3011	
0.436	0	0	578.1553	1	340.8057	0	269.2426	
0.437	0	0	578.1053	1	340.9623	0	269.1839	
0.438	0	0	578.0554	1	341.1135	0.0004414521	269.1302	
0.439	0	0	578.0054	1	341.2646	0.0004414521	269.0764	
0.44	0	0	577.9554	1	341.4102	0.001418664	269.0276	
0.441	0	0	577.9054	1	341.5557	0.001418664	268.9786	
0.442	0	0	577.8554	1	341.6955	0.002399799	268.9346	
0.443	0	0	577.8054	1	341.8354	0.002399799	268.8905	
0.444	0	0	577.7554	1	341.9695	0.003384552	268.8515	
0.445	0	0	577.7054	1	342.1037	0.003384552	268.8122	
0.446	0	0	577.6555	1	342.2322	0.004372612	268.7781	
0.447	0	0	577.6055	1	342.3605	0.004372612	268.7438	
0.448	0	0	577.5555	1	342.4832	0.005363665	268.7146	
0.449	0	0	577.5055	1	342.6059	0.005363665	268.6852	
0.45	0	0	577.4555	1	342.7227	0.006357399	268.661	
0.451	0	0	577.4055	1	342.8395	0.006357399	268.6366	
0.452	0	0	577.3555	1	342.9505	0.0073535	268.6173	
0.453	0	0	577.3055	1	343.0615	0.0073535	268.5979	
0.454	0	0	577.2556	1	343.1666	0.00835165	268.5836	
0.455	0	0	577.2056	1	343.2716	0.00835165	268.5692	
0.456	0	0	577.1556	1	343.3708	0.009351533	268.5598	
0.457	0	0	577.1056	1	343.4699	0.009351533	268.5504	
0.458	0	0	577.0556	1	343.5632	0.01035283	268.5462	
0.459	0	0	577.0056	1	343.6563	0.01035283	268.5417	
0.46	0	0	576.9556	1	343.7437	0.01135522	268.5425	
0.461	0	0	576.9056	1	343.8309	0.01135522	268.5431	
0.462	0	0	576.8557	1	343.9122	0.01235839	268.5489	
0.463	0	0	576.8057	1	343.9934	0.01235839	268.5546	
0.464	0	0	576.7557	1	344.0687	0.013362	268.5654	
0.465	0	0	576.7057	1	344.1438	0.013362	268.5761	
0.466	0	0	576.6557	1	344.2131	0.01436575	268.592	
0.467	0	0	576.6057	1	344.2821	0.01436575	268.6077	
0.468	0	0	576.5557	1	344.3454	0.0153693	268.6287	
0.469	0	0	576.5057	1	344.4084	0.0153693	268.6495	
0.47	0	0	576.4557	1	344.4655	0.01637234	268.6756	
0.471	0	0	576.4058	1	344.5224	0.01637234	268.7014	
0.472	0	0	576.3558	1	344.5735	0.01737454	268.7325	
0.473	0	0	576.3058	1	344.6242	0.01737454	268.7635	
0.474	0	0	576.2558	1	344.6691	0.01837558	268.7997	
0.475	0	0	576.2058	1	344.7138	0.01837558	268.8357	
0.476	0	0	576.1558	1	344.7526	0.01937512	268.877	
0.477	0	0	576.1058	1	344.7911	0.01937512	268.9181	
0.478	0	0	576.0558	1	344.8238	0.02037286	268.9644	
0.479	0	0	576.0059	1	344.8562	0.02037286	269.0107	
0.48	0	0	575.9559	1	344.8826	0.02136847	269.0621	
0.481	0	0	575.9059	1	344.909	0.02136847	269.1134	
0.482	0	0	575.8559	1	344.9293	0.02236161	269.1699	
0.483	0	0	575.8059	1	344.9494	0.02236161	269.2262	
0.484	0	0	575.7559	1	344.9635	0.02335198	269.2878	
0.485	0	0	575.7059	1	344.9775	0.02335198	269.3493	
0.486	0	0	575.6559	1	344.9855	0.02433924	269.4159	
0.487	0	0	575.606	1	344.9932	0.02433924	269.4825	
0.488	0	0	575.556	1	344.9951	0.02532308	269.5542	
0.489	0	0	575.506	1	344.9966	0.02532308	269.6258	
0.49	0	0	575.456	1	344.9924	0.02630317	269.7026	
0.491	0	0	575.406	1	344.9878	0.02630317	269.7792	
0.492	0	0	575.356	1	344.9773	0.02727919	269.8611	
