Time	Body_Y	Body_Z	Body_X	Joint_1	
0	0	-0.02	0	0	
0.0002	-3.657922E-07	-0.02	0	0	
0.0004	-1.096926E-06	-0.02	-1.964647E-19	-0.001372226	
0.0006	-2.193392E-06	-0.02	-1.270327E-18	-0.00413995	
0.0008	-3.655193E-06	-0.02	-4.586503E-18	-0.008303563	
0.0009999999	-5.482326E-06	-0.02	-1.233522E-17	-0.01386307	
0.0012	-7.674794E-06	-0.02	-2.763314E-17	-0.02081847	
0.0014	-1.023259E-05	-0.02	-5.459586E-17	-0.02916975	
0.0016	-1.315573E-05	-0.01999999	-9.952501E-17	-0.03891693	
0.0018	-1.64442E-05	-0.01999999	-1.678063E-16	-0.05005999	
0.002	-2.009799E-05	-0.01999999	-2.672929E-16	-0.06259893	
0.0022	-2.411713E-05	-0.01999998	-4.074203E-16	-0.07653375	
0.0024	-2.850159E-05	-0.01999998	-5.985177E-16	-0.09186445	
0.0026	-3.325138E-05	-0.01999997	-8.507445E-16	-0.108591	
0.0028	-3.83665E-05	-0.01999996	-1.17729E-15	-0.1267135	
0.003	-4.384695E-05	-0.01999995	-1.592193E-15	-0.1462318	
0.0032	-4.969272E-05	-0.01999993	-2.109845E-15	-0.1671459	
0.0034	-5.590382E-05	-0.01999991	-2.746342E-15	-0.189456	
0.0036	-6.248023E-05	-0.01999988	-3.519927E-15	-0.2131618	
0.0038	-6.942197E-05	-0.01999986	-4.449589E-15	-0.2382636	
0.004	-7.672902E-05	-0.01999982	-5.5546E-15	-0.2647612	
0.0042	-8.440137E-05	-0.01999979	-6.856459E-15	-0.2926546	
0.0044	-9.243902E-05	-0.01999974	-8.379191E-15	-0.3219438	
0.0046	-0.000100842	-0.01999969	-1.0145E-14	-0.3526289	
0.0048	-0.0001096102	-0.01999963	-1.217904E-14	-0.3847097	
0.005	-0.0001187437	-0.01999957	-1.450781E-14	-0.4181864	
0.0052	-0.0001282425	-0.01999949	-1.715911E-14	-0.4530589	
0.0054	-0.0001381065	-0.01999941	-2.016088E-14	-0.4893272	
0.0056	-0.0001483358	-0.01999932	-2.354372E-14	-0.5269913	
0.0058	-0.0001589303	-0.01999922	-2.733711E-14	-0.5660512	
0.006	-0.0001698901	-0.01999911	-3.157455E-14	-0.6065068	
0.0062	-0.000181215	-0.01999898	-3.628942E-14	-0.6483582	
0.0064	-0.0001929051	-0.01999884	-4.151699E-14	-0.6916053	
0.0066	-0.0002049604	-0.01999869	-4.729254E-14	-0.736248	
0.0068	-0.0002173808	-0.01999852	-5.36528E-14	-0.7822865	
0.007	-0.0002301663	-0.01999834	-6.063647E-14	-0.8297207	
0.0072	-0.0002433169	-0.01999814	-6.828338E-14	-0.8785504	
0.0074	-0.0002568325	-0.01999793	-7.663403E-14	-0.9287759	
0.0076	-0.0002707132	-0.01999769	-8.573073E-14	-0.980397	
0.0078	-0.0002849589	-0.01999744	-9.561642E-14	-1.033414	
0.007999999	-0.0002995695	-0.01999716	-1.063353E-13	-1.087826	
0.0082	-0.000314545	-0.01999687	-1.179333E-13	-1.143634	
0.0084	-0.0003298854	-0.01999655	-1.304577E-13	-1.200837	
0.008599999	-0.0003455906	-0.01999621	-1.43956E-13	-1.259436	
0.0088	-0.0003616606	-0.01999585	-1.584771E-13	-1.31943	
0.009	-0.0003780953	-0.01999545	-1.740712E-13	-1.38082	
0.0092	-0.0003948946	-0.01999504	-1.907903E-13	-1.443605	
0.0094	-0.0004120586	-0.01999459	-2.086868E-13	-1.507785	
0.0096	-0.000429587	-0.01999411	-2.278148E-13	-1.573361	
0.0098	-0.0004474799	-0.01999361	-2.482298E-13	-1.640331	
0.01	-0.0004657372	-0.01999307	-2.699874E-13	-1.708697	
0.0102	-0.0004843588	-0.01999249	-2.931454E-13	-1.778458	
0.0104	-0.0005033446	-0.01999189	-3.177625E-13	-1.849614	
0.0106	-0.0005226946	-0.01999125	-3.43899E-13	-1.922165	
0.0108	-0.0005424086	-0.01999056	-3.716152E-13	-1.996111	
0.011	-0.0005624865	-0.01998984	-4.009732E-13	-2.071452	
0.0112	-0.0005829282	-0.01998908	-4.320362E-13	-2.148187	
0.0114	-0.0006037336	-0.01998828	-4.648679E-13	-2.226318	
0.0116	-0.0006249026	-0.01998744	-4.995341E-13	-2.305843	
0.0118	-0.0006464351	-0.01998655	-5.361026E-13	-2.386762	
0.012	-0.0006683309	-0.01998561	-5.74641E-13	-2.469076	
0.0122	-0.0006905899	-0.01998462	-6.152179E-13	-2.552784	
0.0124	-0.0007132119	-0.01998359	-6.57904E-13	-2.637887	
0.0126	-0.0007361969	-0.0199825	-7.027707E-13	-2.724383	
0.0128	-0.0007595446	-0.01998137	-7.498913E-13	-2.812274	
0.013	-0.0007832549	-0.01998017	-7.993385E-13	-2.901558	
0.0132	-0.0008073275	-0.01997892	-8.511878E-13	-2.992237	
0.0134	-0.0008317624	-0.01997761	-9.055156E-13	-3.084309	
0.0136	-0.0008565593	-0.01997625	-9.623985E-13	-3.177775	
0.0138	-0.0008817179	-0.01997481	-1.021914E-12	-3.272634	
0.014	-0.0009072382	-0.01997332	-1.084143E-12	-3.368887	
0.0142	-0.0009331199	-0.01997176	-1.149165E-12	-3.466532	
0.0144	-0.0009593627	-0.01997014	-1.217062E-12	-3.565571	
0.0146	-0.0009859664	-0.01996844	-1.287917E-12	-3.666003	
0.0148	-0.001012931	-0.01996668	-1.361814E-12	-3.767827	
0.015	-0.001040256	-0.01996484	-1.438839E-12	-3.871044	
0.0152	-0.00106794	-0.01996292	-1.519077E-12	-3.975653	
0.0154	-0.001095985	-0.01996093	-1.602616E-12	-4.081654	
0.0156	-0.001124389	-0.01995886	-1.689543E-12	-4.189047	
0.0158	-0.001153153	-0.01995671	-1.77995E-12	-4.297832	
0.016	-0.001182276	-0.01995448	-1.873927E-12	-4.408009	
0.0162	-0.001211757	-0.01995216	-1.971565E-12	-4.519577	
0.0164	-0.001241596	-0.01994975	-2.072958E-12	-4.632535	
0.0166	-0.001271793	-0.01994726	-2.178199E-12	-4.746885	
0.0168	-0.001302348	-0.01994467	-2.287384E-12	-4.862625	
0.017	-0.00133326	-0.01994199	-2.400608E-12	-4.979756	
0.0172	-0.001364529	-0.01993921	-2.517969E-12	-5.098277	
0.0174	-0.001396154	-0.01993633	-2.639565E-12	-5.218188	
0.0176	-0.001428135	-0.01993335	-2.765496E-12	-5.339488	
0.0178	-0.001460472	-0.01993027	-2.89586E-12	-5.462177	
0.018	-0.001493163	-0.01992709	-3.030761E-12	-5.586256	
0.0182	-0.00152621	-0.0199238	-3.170301E-12	-5.711722	
0.0184	-0.00155961	-0.01992039	-3.314583E-12	-5.838579	
0.0186	-0.001593364	-0.01991688	-3.463713E-12	-5.966822	
0.0188	-0.00162747	-0.01991325	-3.617796E-12	-6.096453	
0.019	-0.00166193	-0.0199095	-3.776939E-12	-6.227472	
0.0192	-0.001696742	-0.01990563	-3.94125E-12	-6.359878	
0.0194	-0.001731905	-0.01990164	-4.110837E-12	-6.49367	
0.0196	-0.001767418	-0.01989753	-4.285811E-12	-6.628848	
0.0198	-0.001803282	-0.01989329	-4.466282E-12	-6.765413	
0.02	-0.001839496	-0.01988892	-4.652362E-12	-6.903363	
0.0202	-0.001876059	-0.01988441	-4.844164E-12	-7.042698	
0.0204	-0.00191297	-0.01987978	-5.041802E-12	-7.183416	
0.0206	-0.001950229	-0.019875	-5.24539E-12	-7.325519	
0.0208	-0.001987834	-0.01987008	-5.455046E-12	-7.469006	
0.021	-0.002025786	-0.01986502	-5.670885E-12	-7.613876	
0.0212	-0.002064084	-0.01985982	-5.893024E-12	-7.760129	
0.0214	-0.002102726	-0.01985447	-6.121582E-12	-7.907765	
0.0216	-0.002141712	-0.01984896	-6.356681E-12	-8.056781	
0.0218	-0.002181041	-0.0198433	-6.598438E-12	-8.207181	
0.022	-0.002220713	-0.01983749	-6.846977E-12	-8.358957	
0.0222	-0.002260726	-0.01983152	-7.10242E-12	-8.512116	
0.0224	-0.00230108	-0.01982538	-7.364889E-12	-8.666656	
0.0226	-0.002341774	-0.01981908	-7.634509E-12	-8.822573	
0.0228	-0.002382806	-0.01981261	-7.911406E-12	-8.979868	
0.023	-0.002424176	-0.01980597	-8.195705E-12	-9.138541	
0.0232	-0.002465883	-0.01979915	-8.487532E-12	-9.298593	
