Time	1	2	RootY	
0.082	0	0	0.9666166	
0.083	0	0	0.9658024	
0.08400001	0	0	0.9649783	
0.085	0	0	0.9641445	
0.086	0	0	0.9633008	
0.087	0	0	0.9624473	
0.08800001	0	0	0.9615841	
0.089	0	0	0.960711	
0.09	0	0	0.9598281	
0.09100001	0	0	0.9589354	
0.09200001	0	0	0.9580328	
0.093	0	0	0.9571205	
0.094	0	0	0.9561984	
0.09500001	0	0	0.9552664	
0.096	0	0	0.9543247	
0.097	0	0	0.9533731	
0.098	0	0	0.9524117	
0.09900001	0	0	0.9514405	
0.1	0	0	0.9504595	
0.101	0	0	0.9494687	
0.102	0	0	0.9484681	
0.103	0	0	0.9474577	
0.104	0	0	0.9464374	
0.105	0	0	0.9454074	
0.106	0	0	0.9443675	
0.107	0	0	0.9433178	
0.108	0	0	0.9422584	
0.109	0	0	0.9411891	
0.11	0	0	0.94011	
0.111	0	0	0.9390211	
0.112	0	0	0.9379224	
0.113	0	0	0.9368138	
0.114	0	0	0.9356955	
0.115	0	0	0.9345673	
0.116	0	0	0.9334294	
0.117	0	0	0.9322816	
0.118	0	0	0.931124	
0.119	0	0	0.9299566	
0.12	0	0	0.9287794	
0.121	0	0	0.9275924	
0.122	0	0	0.9263956	
0.123	0	0	0.925189	
0.124	0	0	0.9239725	
0.125	0	0	0.9227463	
0.126	0	0	0.9215102	
0.127	0	0	0.9202644	
0.128	0	0	0.9190087	
0.129	0	0	0.9177432	
0.13	0	0	0.9164679	
0.131	0	0	0.9151828	
0.132	0	0	0.9138879	
0.133	0	0	0.9125831	
0.134	0	0	0.9112686	
0.135	0	0	0.9099442	
0.136	0	0	0.9086101	
0.137	0	0	0.9072661	
0.138	0	0	0.9059123	
0.139	0	0	0.9045488	
0.14	0	0	0.9031754	
0.141	0	0	0.9017922	
0.142	0	0	0.9003991	
0.143	0	0	0.8989963	
0.144	0	0	0.8975837	
0.145	0	0	0.8961612	
0.146	0	0	0.894729	
0.147	0	0	0.8932869	
0.148	0	0	0.891835	
0.149	0	0	0.8903733	
0.15	0	0	0.8889018	
0.151	0	0	0.8874205	
0.152	0	0	0.8859294	
0.153	0	0	0.8844285	
0.154	0	0	0.8829178	
0.155	0	0	0.8813972	
0.156	0	0	0.8798668	
0.157	0	0	0.8783267	
0.158	0	0	0.8767767	
0.159	0	0	0.8752169	
0.16	0	0	0.8736473	
0.161	0	0	0.8720679	
0.162	0	0	0.8704787	
0.163	0	0	0.8688797	
0.164	0	0	0.8672708	
0.165	0	0	0.8656522	
0.166	0	0	0.8640237	
0.167	0	0	0.8623855	
0.168	0	0	0.8607374	
0.169	0	0	0.8590795	
0.17	0	0	0.8574118	
0.171	0	0	0.8557343	
0.172	0	0	0.854047	
0.173	0	0	0.8523499	
0.174	0	0	0.8506429	
0.175	0	0	0.8489262	
0.176	0	0	0.8471996	
0.177	0	0	0.8454633	
0.178	0	0	0.8437171	
0.179	0	0	0.8419611	
0.18	0	0	0.8401953	
0.181	0	0	0.8384197	
0.182	0	0	0.8366343	
0.183	0	0	0.834839	
0.184	0	0	0.833034	
0.185	0	0	0.8312192	
0.186	0	0	0.8293945	
0.187	0	0	0.8275601	
0.188	0	0	0.8257158	
0.189	0	0	0.8238617	
0.19	0	0	0.8219978	
0.191	0	0	0.8201241	
0.192	0	0	0.8182406	
0.193	0	0	0.8163472	
0.194	0	0	0.8144441	
0.195	0	0	0.8125312	
0.196	0	0	0.8106084	
0.197	0	0	0.8086759	
0.198	0	0	0.8067335	
0.199	0	0	0.8047813	
0.2	0	0	0.8028193	
0.201	0	0	0.8008475	
0.202	0	0	0.7988659	
0.203	0	0	0.7968745	
0.204	0	0	0.7948732	
0.205	0	0	0.7928622	
0.206	0	0	0.7908413	
0.207	0	0	0.7888107	
0.208	0	0	0.7867702	
0.209	0	0	0.7847199	
0.21	0	0	0.7826598	
0.211	0	0	0.7805899	
0.212	0	0	0.7785102	
0.213	0	0	0.7764207	
0.214	0	0	0.7743214	
0.215	0	0	0.7722122	
0.216	0	0	0.7700933	
0.217	0	0	0.7679645	
0.218	0	0	0.7658259	
0.219	0	0	0.7636775	
0.22	0	0	0.7615193	
0.221	0	0	0.7593513	
0.222	0	0	0.7571735	
0.223	0	0	0.7549859	
0.224	0	0	0.7527884	
0.225	0	0	0.7505812	
0.226	0	0	0.7483642	
0.227	0	0	0.7461373	
0.228	0	0	0.7439006	
0.229	0	0	0.7416541	
0.23	0	0	0.7393978	
0.231	0	0	0.7371317	
0.232	0	0	0.7348558	
0.233	0	0	0.7325701	
0.234	0	0	0.7302745	
0.235	0	0	0.7279692	
0.236	0	0	0.725654	
0.237	0	0	0.7233291	
0.238	0	0	0.7209943	
0.239	0	0	0.7186497	
0.24	0	0	0.7162953	
0.241	0	0	0.7139311	
0.242	0	0	0.7115571	
0.243	0	0	0.7091733	
0.244	0	0	0.7067796	
0.245	0	0	0.7043762	
0.246	0	0	0.7019629	
0.247	0	0	0.6995398	
0.248	0	0	0.697107	
0.249	0	0	0.6946643	
0.25	0	0	0.6922118	
0.251	0	0	0.6897495	
0.252	0	0	0.6872774	
0.253	0	0	0.6847954	
0.254	0	0	0.6823037	
0.255	0	0	0.6798022	
0.256	0	0	0.6772908	
0.257	0	0	0.6747696	
0.258	0	0	0.6722386	
0.259	0	0	0.6696979	
0.26	0	0	0.6671473	
0.261	0	0	0.6645869	
0.262	0	0	0.6620167	
0.263	0	0	0.6594366	
0.264	0	0	0.6568468	
0.265	0	0	0.6542472	
0.266	0	0	0.6516377	
0.267	0	0	0.6490185	
0.268	0	0	0.6463894	
0.269	0	0	0.6437505	
0.27	0	0	0.6411018	
0.271	0	0	0.6384433	
0.272	0	0	0.635775	
0.273	0	0	0.6330969	
0.274	0	0	0.6304089	
0.275	0	0	0.6277112	
0.276	0	0	0.6250036	
0.277	0	0	0.6222863	
0.278	0	0	0.6195591	
0.279	0	0	0.6168221	
0.28	0	0	0.6140753	
0.281	0	0	0.6113187	
0.282	0	0	0.6085523	
0.283	0	0	0.6057761	
0.284	0	0	0.60299	
0.285	0	0	0.6001942	
0.286	0	0	0.5973886	
0.287	0	0	0.5945731	
0.288	0	0	0.5917478	
0.289	0	0	0.5889127	
0.29	0	0	0.5860679	
0.291	0	0	0.5832132	
0.292	0	0	0.5803486	
0.293	0	0	0.5774743	
0.294	0	0	0.5745901	
0.295	0	0	0.5716962	
0.296	0	0	0.5687925	
0.297	0	0	0.5658789	
0.298	0	0	0.5629556	
0.299	0	0	0.5600224	
0.3	0	0	0.5570794	
0.301	0	0	0.5541266	
0.302	0	0	0.551164	
0.303	0	0	0.5481915	
0.304	0	0	0.5452093	
0.305	0	0	0.5422173	
0.306	0	0	0.5392154	
0.307	0	0	0.5362037	
0.308	0	0	0.5331823	
0.309	0	0	0.530151	
0.31	0	0	0.5271099	
0.311	0	0	0.524059	
0.312	0	0	0.5209983	
0.313	0	0	0.5179278	
0.314	0	0	0.5148475	
0.315	0	0	0.5117573	
0.316	0	0	0.5086573	
0.317	0	0	0.5055476	
0.318	0	0	0.502428	
0.319	0	0	0.4992986	
0.32	0	0	0.4992947	
0.321	0	0	0.4993277	
0.322	0	0	0.4993596	
0.323	0	1	0.49939	
0.324	0	1	0.4994189	
0.325	0	1	0.4994465	
0.326	0	1	0.4994728	
0.327	0	1	0.4994978	
0.328	0	1	0.4995216	
0.329	0	1	0.4995443	
0.33	0	1	0.4995659	
0.331	0	1	0.4995864	
0.332	0	1	0.499606	
0.333	0	1	0.4996247	
0.334	0	1	0.4996424	
0.335	0	1	0.4996594	
0.336	0	1	0.4996755	
0.337	0	1	0.4996908	
0.338	0	1	0.4997054	
0.339	0	1	0.4997194	
0.34	0	1	0.4997326	
0.341	0	1	0.4997452	
0.342	0	1	0.4997573	
0.343	0	1	0.4997687	
0.344	0	1	0.4997796	
0.345	0	1	0.49979	
0.346	0	1	0.4997999	
0.347	0	1	0.4998093	
0.348	0	1	0.4998183	
0.349	0	1	0.4998268	
0.35	0	1	0.499835	
0.351	0	1	0.4998427	
0.352	0	1	0.4998501	
0.353	0	1	0.4998571	
0.354	0	1	0.4998638	
0.355	0	1	0.4998702	
0.356	0	1	0.4998763	
0.357	0	1	0.4998821	
0.358	0	1	0.4998876	
0.359	0	1	0.4998928	
0.36	0	1	0.4998978	
0.361	0	1	0.4999025	
0.362	0	1	0.4999071	
0.363	0	1	0.4999114	
0.364	0	1	0.4999155	
0.365	0	1	0.4999194	
0.366	0	1	0.4999231	
0.367	0	1	0.4999267	
0.368	0	1	0.4999301	
0.369	0	1	0.4999333	
0.37	0	1	0.4999363	
0.371	0	1	0.4999393	
0.372	0	1	0.499942	
0.373	0	1	0.4999447	
0.374	0	1	0.4999472	
0.375	0	1	0.4999496	
0.376	0	1	0.4999519	
0.377	0	1	0.4999541	
0.378	0	1	0.4999562	
0.379	0	1	0.4999581	
0.38	0	1	0.49996	
0.381	0	1	0.4999618	
0.382	0	1	0.4999635	
0.383	0	1	0.4999651	
0.384	0	1	0.4999667	
0.385	0	1	0.4999681	
0.386	0	1	0.4999695	
0.387	0	1	0.4999709	
0.388	0	1	0.4999721	
0.389	0	1	0.4999734	
0.39	0	1	0.4999745	
0.391	0	1	0.4999756	
0.392	0	1	0.4999767	
0.393	0	1	0.4999776	
0.394	0	1	0.4999786	
0.395	0	1	0.4999795	
0.396	0	1	0.4999804	
0.397	0	1	0.4999812	
0.398	0	1	0.4999819	
0.399	0	1	0.4999827	
0.4	0	1	0.4999834	
0.401	0	1	0.4999841	
0.402	0	1	0.4999847	
0.403	0	1	0.4999853	
0.404	0	1	0.4999859	
0.405	0	1	0.4999865	
0.406	0	1	0.499987	
0.407	0	1	0.4999875	
0.408	0	1	0.499988	
0.409	0	1	0.4999885	
0.41	0	1	0.4999889	
0.411	0	1	0.4999893	
0.412	0	1	0.4999897	
0.413	0	1	0.4999901	
0.414	0	1	0.4999905	
0.415	0	1	0.4999908	
0.416	0	1	0.4999911	
0.417	0	1	0.4999914	
0.418	0	1	0.4999917	
0.419	0	1	0.499992	
0.42	0	1	0.4999923	
0.421	0	1	0.4999925	
0.422	0	1	0.4999927	
0.423	0	1	0.499993	
0.424	0	1	0.4999932	
0.425	0	1	0.4999934	
0.426	0	1	0.4999936	
0.427	0	1	0.4999938	
0.428	0	1	0.499994	
0.429	0	1	0.4999941	
0.43	0	1	0.4999943	
0.431	0	1	0.4999944	
0.432	0	1	0.4999946	
0.433	0	1	0.4999947	
0.434	0	1	0.4999949	
0.435	0	1	0.499995	
0.436	0	1	0.4999951	
0.437	0	1	0.4999952	
0.438	0	1	0.4999954	
0.439	0	1	0.4999955	
0.44	0	1	0.4999956	
0.441	0	1	0.4999956	
0.442	0	1	0.4999957	
0.443	0	1	0.4999958	
0.444	0	1	0.4999959	
0.445	0	1	0.499996	
0.446	0	1	0.4999961	
0.447	0	1	0.4999961	
0.448	0	1	0.4999962	
0.449	0	1	0.4999962	
0.45	0	1	0.4999963	
0.451	0	1	0.4999964	
0.452	0	1	0.4999964	
0.453	0	1	0.4999965	
0.454	0	1	0.4999965	
0.455	0	1	0.4999966	
0.456	0	1	0.4999967	
0.457	0	1	0.4999967	
0.458	0	1	0.4999967	
0.459	0	1	0.4999968	
0.46	0	1	0.4999968	
0.461	0	1	0.4999968	
0.462	0	1	0.4999968	
0.463	0	1	0.4999969	
0.464	0	1	0.4999969	
0.465	0	1	0.4999969	
0.466	0	1	0.499997	
0.467	0	1	0.499997	
0.468	0	1	0.499997	
0.469	0	1	0.499997	
0.47	0	1	0.4999971	
0.471	0	1	0.4999971	
0.472	0	1	0.4999971	
0.473	0	1	0.4999972	
0.474	0	1	0.4999972	
0.475	0	1	0.4999972	
0.476	0	1	0.4999973	
0.477	0	1	0.4999973	
0.478	0	1	0.4999973	
0.479	0	1	0.4999973	
0.48	0	1	0.4999973	
0.481	0	1	0.4999973	
0.482	0	1	0.4999973	
0.483	0	1	0.4999973	
0.484	0	1	0.4999973	
0.485	0	1	0.4999973	
0.486	0	1	0.4999973	
0.487	0	1	0.4999973	
0.488	0	1	0.4999973	
0.489	0	1	0.4999973	
0.49	0	1	0.4999973	
0.491	0	1	0.4999973	
0.492	0	1	0.4999973	
0.493	0	1	0.4999973	
0.494	0	1	0.4999973	
0.495	0	1	0.4999973	
0.496	0	1	0.4999973	
0.497	0	1	0.4999973	
0.498	0	1	0.4999973	
0.499	0	1	0.4999973	
0.5	0	1	0.4999973	
0.501	0	1	0.4999973	
0.502	0	1	0.4999973	
0.503	0	1	0.4999973	
0.504	0	1	0.4999973	
0.505	0	1	0.4999973	
0.506	0	1	0.4999973	
0.507	0	1	0.4999973	
0.508	0	1	0.4999973	
0.509	0	1	0.4999973	
0.5100001	0	1	0.4999973	
0.511	0	1	0.4999973	
0.512	0	1	0.4999973	
0.513	0	1	0.4999973	
0.514	0	1	0.4999973	
0.515	0	1	0.4999973	
0.516	0	1	0.4999973	
0.517	0	1	0.4999973	
0.518	0	1	0.4999973	
0.5190001	0	1	0.4999973	
0.52	0	1	0.4999973	
0.521	0	1	0.4999973	
0.522	0	1	0.4999973	
0.523	0	1	0.4999973	
0.524	0	1	0.4999973	
0.525	0	1	0.4999973	
0.526	0	1	0.4999973	
0.527	0	1	0.4999973	
0.528	0	1	0.4999973	
0.529	0	1	0.4999973	
0.53	0	1	0.4999973	
0.531	0	1	0.4999973	
0.532	0	1	0.4999973	
0.5330001	0	1	0.4999973	
0.534	0	1	0.4999973	
0.535	0	1	0.4999973	
0.536	0	1	0.4999973	
0.537	0	1	0.4999973	
0.538	0	1	0.4999973	
0.539	0	1	0.4999973	
0.54	0	1	0.4999973	
0.541	0	1	0.4999973	
0.5420001	0	1	0.4999973	
0.543	0	1	0.4999973	
0.544	0	1	0.4999973	
0.545	0	1	0.4999973	
0.546	0	1	0.4999973	
0.5470001	0	1	0.4999973	
0.548	0	1	0.4999973	
0.549	0	1	0.4999973	
0.55	0	1	0.4999973	
0.551	0	1	0.4999973	
0.552	0	1	0.4999973	
0.553	0	1	0.4999973	
0.554	0	1	0.4999973	
0.555	0	1	0.4999973	
0.5560001	0	1	0.4999973	
0.557	0	1	0.4999973	
0.558	0	1	0.4999973	
0.559	0	1	0.4999973	
0.56	0	1	0.4999973	
0.561	0	1	0.4999973	
0.562	0	1	0.4999973	
0.563	0	1	0.4999973	
0.564	0	1	0.4999973	
0.565	0	1	0.4999973	
0.566	0	1	0.4999973	
0.567	0	1	0.4999973	
0.568	0	1	0.4999973	
0.569	0	1	0.4999973	
0.5700001	0	1	0.4999973	
0.571	0	1	0.4999973	
0.572	0	1	0.4999973	
0.573	0	1	0.4999973	
0.574	0	1	0.4999973	
0.575	0	1	0.4999973	
0.576	0	1	0.4999973	
0.577	0	1	0.4999973	
0.578	0	1	0.4999973	
0.5790001	0	1	0.4999973	
0.58	0	1	0.4999973	
0.581	0	1	0.4999973	
0.582	0	1	0.4999973	
0.583	0	1	0.4999973	
0.5840001	0	1	0.4999973	
0.585	0	1	0.4999973	
0.586	0	1	0.4999973	
0.587	0	1	0.4999973	
0.588	0	1	0.4999973	
0.589	0	1	0.4999973	
0.59	0	1	0.4999973	
0.591	0	1	0.4999973	
0.592	0	1	0.4999973	
0.5930001	0	1	0.4999973	
0.594	0	1	0.4999973	
0.595	0	1	0.4999973	
0.596	0	1	0.4999973	
0.597	0	1	0.4999973	
0.598	0	1	0.4999973	
0.599	0	1	0.4999973	
0.6	0	1	0.4999973	
0.601	0	1	0.4999973	
0.6020001	0	1	0.4999973	
0.603	0	1	0.4999973	
0.604	0	1	0.4999973	
0.605	0	1	0.4999973	
0.606	0	1	0.4999973	
0.6070001	0	1	0.4999973	
0.608	0	1	0.4999973	
0.609	0	1	0.4999973	
0.61	0	1	0.4999973	
0.611	0	1	0.4999973	
0.612	0	1	0.4999973	
0.613	0	1	0.4999973	
0.614	0	1	0.4999973	
0.615	0	1	0.4999973	
0.6160001	0	1	0.4999973	
0.617	0	1	0.4999973	
0.618	0	1	0.4999973	
0.619	0	1	0.4999973	
0.62	0	1	0.4999973	
0.6210001	0	1	0.4999973	
0.622	0	1	0.4999973	
0.623	0	1	0.4999973	
0.624	0	1	0.4999973	
0.625	0	1	0.4999973	
0.626	0	1	0.4999973	
0.627	0	1	0.4999973	
0.628	0	1	0.4999973	
0.629	0	1	0.4999973	
0.6300001	0	1	0.4999973	
0.631	0	1	0.4999973	
0.632	0	1	0.4999973	
0.633	0	1	0.4999973	
0.634	0	1	0.4999973	
0.6350001	0	1	0.4999973	
0.636	0	1	0.4999973	
0.637	0	1	0.4999973	
0.638	0	1	0.4999973	
0.6390001	0	1	0.4999973	
0.64	0	1	0.4999973	
0.641	0	1	0.4999973	
0.642	0	1	0.4999973	
0.643	0	1	0.4999973	
0.6440001	0	1	0.4999973	
0.645	0	1	0.4999973	
0.646	0	1	0.4999973	
0.647	0	1	0.4999973	
0.648	0	1	0.4999973	
0.649	0	1	0.4999973	
0.65	0	1	0.4999973	
0.651	0	1	0.4999973	
0.652	0	1	0.4999973	
0.6530001	0	1	0.4999973	
0.654	0	1	0.4999973	
0.655	0	1	0.4999973	
0.656	0	1	0.4999973	
0.657	0	1	0.4999973	
0.6580001	0	1	0.4999973	
0.659	0	1	0.4999973	
0.66	0	1	0.4999973	
0.661	0	1	0.4999973	
0.6620001	0	1	0.4999973	
0.663	0	1	0.4999973	
0.664	0	1	0.4999973	
0.665	0	1	0.4999973	
0.666	0	1	0.4999973	
0.6670001	0	1	0.4999973	
0.668	0	1	0.4999973	
0.669	0	1	0.4999973	
0.67	0	1	0.4999973	
0.671	0	1	0.4999973	
0.6720001	0	1	0.4999973	
0.673	0	1	0.4999973	
0.674	0	1	0.4999973	
0.675	0	1	0.4999973	
0.6760001	0	1	0.4999973	
0.677	0	1	0.4999973	
0.678	0	1	0.4999973	
0.679	0	1	0.4999973	
0.68	0	1	0.4999973	
0.6810001	0	1	0.4999973	
0.682	0	1	0.4999973	
0.683	0	1	0.4999973	
0.684	0	1	0.4999973	
0.6850001	0	1	0.4999973	
0.686	0	1	0.4999973	
0.687	0	1	0.4999973	
0.688	0	1	0.4999973	
0.689	0	1	0.4999973	
0.6900001	0	1	0.4999973	
0.691	0	1	0.4999973	
0.692	0	1	0.4999973	
0.693	0	1	0.4999973	
0.694	0	1	0.4999973	
0.6950001	0	1	0.4999973	
0.696	0	1	0.4999973	
0.697	0	1	0.4999973	
0.698	0	1	0.4999973	
0.6990001	0	1	0.4999973	
0.7	0	1	0.4999973	
0.701	0	1	0.4999973	
0.702	0	1	0.4999973	
0.703	0	1	0.4999973	
0.7040001	0	1	0.4999973	
0.705	0	1	0.4999973	
0.706	0	1	0.4999973	
0.707	0	1	0.4999973	
0.708	0	1	0.4999973	
0.7090001	0	1	0.4999973	
0.71	0	1	0.4999973	
0.711	0	1	0.4999973	
0.712	0	1	0.4999973	
0.7130001	0	1	0.4999973	
0.714	0	1	0.4999973	
0.715	0	1	0.4999973	
0.716	0	1	0.4999973	
0.717	0	1	0.4999973	
0.7180001	0	1	0.4999973	
0.719	0	1	0.4999973	
0.72	0	1	0.4999973	
0.721	0	1	0.4999973	
0.7220001	0	1	0.4999973	
0.723	0	1	0.4999973	
0.724	0	1	0.4999973	
0.725	0	1	0.4999973	
0.726	0	1	0.4999973	
0.7270001	0	1	0.4999973	
0.728	0	1	0.4999973	
0.729	0	1	0.4999973	
0.73	0	1	0.4999973	
0.731	0	1	0.4999973	
0.7320001	0	1	0.4999973	
0.733	0	1	0.4999973	
0.734	0	1	0.4999973	
0.735	0	1	0.4999973	
0.7360001	0	1	0.4999973	
0.737	0	1	0.4999973	
0.738	0	1	0.4999973	
0.739	0	1	0.4999973	
0.74	0	1	0.4999973	
0.7410001	0	1	0.4999973	
0.742	0	1	0.4999973	
0.743	0	1	0.4999973	
0.744	0	1	0.4999973	
0.7450001	0	1	0.4999973	
0.7460001	0	1	0.4999973	
0.747	0	1	0.4999973	
0.748	0	1	0.4999973	
0.749	0	1	0.4999973	
0.7500001	0	1	0.4999973	
0.751	0	1	0.4999973	
0.752	0	1	0.4999973	
0.753	0	1	0.4999973	
0.754	0	1	0.4999973	
0.7550001	0	1	0.4999973	
0.756	0	1	0.4999973	
0.757	0	1	0.4999973	
0.758	0	1	0.4999973	
0.7590001	0	1	0.4999973	
0.7600001	0	1	0.4999973	
0.761	0	1	0.4999973	
0.762	0	1	0.4999973	
0.763	0	1	0.4999973	
0.7640001	0	1	0.4999973	
0.765	0	1	0.4999973	
0.766	0	1	0.4999973	
0.767	0	1	0.4999973	
0.768	0	1	0.4999973	
0.7690001	0	1	0.4999973	
0.77	0	1	0.4999973	
0.771	0	1	0.4999973	
0.772	0	1	0.4999973	
0.7730001	0	1	0.4999973	
0.774	0	1	0.4999973	
0.775	0	1	0.4999973	
0.776	0	1	0.4999973	
0.777	0	1	0.4999973	
0.7780001	0	1	0.4999973	
0.779	0	1	0.4999973	
0.78	0	1	0.4999973	
0.781	0	1	0.4999973	
0.7820001	0	1	0.4999973	
0.7830001	0	1	0.4999973	
0.784	0	1	0.4999973	
0.785	0	1	0.4999973	
0.786	0	1	0.4999973	
0.7870001	0	1	0.4999973	
0.788	0	1	0.4999973	
0.789	0	1	0.4999973	
0.79	0	1	0.4999973	
0.791	0	1	0.4999973	
0.7920001	0	1	0.4999973	
0.793	0	1	0.4999973	
0.794	0	1	0.4999973	
0.795	0	1	0.4999973	
0.7960001	0	1	0.4999973	
0.7970001	0	1	0.4999973	
0.798	0	1	0.4999973	
0.799	0	1	0.4999973	
0.8	0	1	0.4999973	
0.8010001	0	1	0.4999973	
0.802	0	1	0.4999973	
0.803	0	1	0.4999973	
0.804	0	1	0.4999973	
0.8050001	0	1	0.4999973	
0.8060001	0	1	0.4999973	
0.807	0	1	0.4999973	
0.808	0	1	0.4999973	
0.809	0	1	0.4999973	
0.8100001	0	1	0.4999973	
0.811	0	1	0.4999973	
0.812	0	1	0.4999973	
0.813	0	1	0.4999973	
0.814	0	1	0.4999973	
0.8150001	0	1	0.4999973	
0.816	0	1	0.4999973	
0.817	0	1	0.4999973	
0.818	0	1	0.4999973	
0.8190001	0	1	0.4999973	
0.8200001	0	1	0.4999973	
0.821	0	1	0.4999973	
0.822	0	1	0.4999973	
0.823	0	1	0.4999973	
0.8240001	0	1	0.4999973	
0.825	0	1	0.4999973	
0.826	0	1	0.4999973	
0.827	0	1	0.4999973	
0.8280001	0	1	0.4999973	
0.8290001	0	1	0.4999973	
0.83	0	1	0.4999973	
0.831	0	1	0.4999973	
0.832	0	1	0.4999973	
0.8330001	0	1	0.4999973	
0.8340001	0	1	0.4999973	
0.835	0	1	0.4999973	
0.836	0	1	0.4999973	
0.837	0	1	0.4999973	
0.8380001	0	1	0.4999973	
0.839	0	1	0.4999973	
0.84	0	1	0.4999973	
0.841	0	1	0.4999973	
0.8420001	0	1	0.4999973	
0.8430001	0	1	0.4999973	
0.844	0	1	0.4999973	
0.845	0	1	0.4999973	
0.846	0	1	0.4999973	
0.8470001	0	1	0.4999973	
0.848	0	1	0.4999973	
0.849	0	1	0.4999973	
0.85	0	1	0.4999973	
0.851	0	1	0.4999973	
0.8520001	0	1	0.4999973	
0.853	0	1	0.4999973	
0.854	0	1	0.4999973	
0.855	0	1	0.4999973	
0.8560001	0	1	0.4999973	
0.8570001	0	1	0.4999973	
0.858	0	1	0.4999973	
0.859	0	1	0.4999973	
0.86	0	1	0.4999973	
0.8610001	0	1	0.4999973	
0.862	0	1	0.4999973	
0.863	0	1	0.4999973	
0.864	0	1	0.4999973	
0.8650001	0	1	0.4999973	
0.8660001	0	1	0.4999973	
0.867	0	1	0.4999973	
0.868	0	1	0.4999973	
0.869	0	1	0.4999973	
0.8700001	0	1	0.4999973	
0.8710001	0	1	0.4999973	
0.872	0	1	0.4999973	
0.873	0	1	0.4999973	
0.874	0	1	0.4999973	
0.8750001	0	1	0.4999973	
0.876	0	1	0.4999973	
0.877	0	1	0.4999973	
0.878	0	1	0.4999973	
0.8790001	0	1	0.4999973	
0.8800001	0	1	0.4999973	
0.881	0	1	0.4999973	
0.882	0	1	0.4999973	
0.883	0	1	0.4999973	
0.8840001	0	1	0.4999973	
0.8850001	0	1	0.4999973	
0.886	0	1	0.4999973	
0.887	0	1	0.4999973	
0.8880001	0	1	0.4999973	
0.8890001	0	1	0.4999973	
0.89	0	1	0.4999973	
0.891	0	1	0.4999973	
0.892	0	1	0.4999973	
0.8930001	0	1	0.4999973	
0.8940001	0	1	0.4999973	
0.895	0	1	0.4999973	
0.896	0	1	0.4999973	
0.897	0	1	0.4999973	
0.8980001	0	1	0.4999973	
0.899	0	1	0.4999973	
0.9	0	1	0.4999973	
0.901	0	1	0.4999973	
0.9020001	0	1	0.4999973	
0.9030001	0	1	0.4999973	
0.904	0	1	0.4999973	
0.905	0	1	0.4999973	
0.906	0	1	0.4999973	
0.9070001	0	1	0.4999973	
0.9080001	0	1	0.4999973	
0.909	0	1	0.4999973	
0.91	0	1	0.4999973	
0.9110001	0	1	0.4999973	
0.9120001	0	1	0.4999973	
0.913	0	1	0.4999973	
0.914	0	1	0.4999973	
0.915	0	1	0.4999973	
0.9160001	0	1	0.4999973	
0.9170001	0	1	0.4999973	
0.918	0	1	0.4999973	
0.919	0	1	0.4999973	
