Time	1	Ica	
0	-0.05256174	9.199008E-09	
0.0001	-0.05253508	9.043736E-09	
0.0002	-0.05251178	8.897596E-09	
0.0003	-0.0524916	8.759958E-09	
0.0004	-0.05247432	8.63024E-09	
0.0005	-0.05245975	8.507904E-09	
0.0006	-0.0524477	8.39245E-09	
0.0007	-0.05243799	8.28342E-09	
0.0008	-0.05243047	8.180382E-09	
0.0009	-0.05242496	8.082941E-09	
0.0009999999	-0.05242134	7.990725E-09	
0.0011	-0.05241947	7.903393E-09	
0.0012	-0.05241923	7.820629E-09	
0.0013	-0.0524205	7.742131E-09	
0.0014	-0.05242319	7.667629E-09	
0.0015	-0.05242717	7.596864E-09	
0.0016	-0.05243237	7.529598E-09	
0.0017	-0.05243869	7.465608E-09	
0.0018	-0.05244605	7.404687E-09	
0.0019	-0.05245438	7.34664E-09	
0.002	-0.0524636	7.291289E-09	
0.0021	-0.05247366	7.238466E-09	
0.0022	-0.05248448	7.188012E-09	
0.0023	-0.052496	7.139782E-09	
0.0024	-0.05250818	7.093638E-09	
0.0025	-0.05252095	7.049455E-09	
0.0026	-0.05253429	7.007113E-09	
0.0027	-0.05254813	6.966498E-09	
0.0028	-0.05256244	6.927509E-09	
0.0029	-0.05257718	6.890049E-09	
0.003	-0.05259231	6.854024E-09	
0.0031	-0.0526078	6.819353E-09	
0.0032	-0.05262362	6.785953E-09	
0.0033	-0.05263974	6.753753E-09	
0.0034	-0.05265613	6.722683E-09	
0.0035	-0.05267276	6.692678E-09	
0.0036	-0.05268961	6.663675E-09	
0.0037	-0.05270667	6.63562E-09	
0.0038	-0.05272389	6.608458E-09	
0.0039	-0.05274127	6.582141E-09	
0.004	-0.0527588	6.556621E-09	
0.0041	-0.05277644	6.531855E-09	
0.0042	-0.05279419	6.507802E-09	
0.0043	-0.05281203	6.484425E-09	
0.0044	-0.05282994	6.461686E-09	
0.0045	-0.05284792	6.439554E-09	
0.0046	-0.05286595	6.417996E-09	
0.0047	-0.05288401	6.396982E-09	
0.0048	-0.05290211	6.376488E-09	
0.0049	-0.05292022	6.356485E-09	
0.005	-0.05293834	6.336949E-09	
0.0051	-0.05295646	6.317859E-09	
0.0052	-0.05297457	6.299193E-09	
0.0053	-0.05299267	6.280932E-09	
0.0054	-0.05301074	6.263056E-09	
0.0055	-0.05302879	6.245549E-09	
0.0056	-0.0530468	6.228393E-09	
0.0057	-0.05306477	6.211574E-09	
0.0058	-0.05308269	6.195077E-09	
0.0059	-0.05310057	6.178888E-09	
0.006	-0.05311839	6.162995E-09	
0.0061	-0.05313614	6.147385E-09	
0.0062	-0.05315384	6.132049E-09	
0.0063	-0.05317146	6.116974E-09	
0.0064	-0.05318901	6.102151E-09	
0.0065	-0.05320649	6.087572E-09	
0.0066	-0.05322389	6.073226E-09	
0.0067	-0.05324121	6.059107E-09	
0.0068	-0.05325845	6.045207E-09	
0.0069	-0.0532756	6.031517E-09	
0.007	-0.05329266	6.018032E-09	
0.0071	-0.05330964	6.004745E-09	
0.0072	-0.05332652	5.991649E-09	
0.0073	-0.05334331	5.97874E-09	
0.0074	-0.05336001	5.966012E-09	
0.0075	-0.05337662	5.953459E-09	
0.0076	-0.05339311	5.941077E-09	
0.0077	-0.05340952	5.928861E-09	
0.0078	-0.05342583	5.916808E-09	
0.0079	-0.05344203	5.904913E-09	
0.007999999	-0.05345813	5.893172E-09	
0.0081	-0.05347414	5.881581E-09	
0.0082	-0.05349004	5.870138E-09	
0.0083	-0.05350583	5.858839E-09	
0.0084	-0.05352152	5.847681E-09	
0.0085	-0.0535371	5.836661E-09	
0.008599999	-0.05355259	5.825776E-09	
0.0087	-0.05356796	5.815024E-09	
0.0088	-0.05358323	5.804401E-09	
0.0089	-0.05359839	5.793907E-09	
0.009	-0.05361345	5.783539E-09	
0.009099999	-0.0536284	5.773293E-09	
0.0092	-0.05364323	5.763168E-09	
0.0093	-0.05365797	5.753163E-09	
0.0094	-0.05367259	5.743275E-09	
0.0095	-0.05368711	5.733503E-09	
0.0096	-0.05370152	5.723844E-09	
0.009699999	-0.05371583	5.714298E-09	
0.0098	-0.05373003	5.704864E-09	
0.0099	-0.05374412	5.695537E-09	
0.01	-0.0537581	5.686319E-09	
0.0101	-0.05377198	5.677207E-09	
0.0102	-0.05378575	5.6682E-09	
0.0103	-0.05379942	5.659296E-09	
0.0104	-0.05381297	5.650495E-09	
0.0105	-0.05382643	5.641794E-09	
0.0106	-0.05383977	5.633193E-09	
0.0107	-0.05385301	5.624691E-09	
0.0108	-0.05386614	5.616287E-09	
0.0109	-0.05387918	5.60798E-09	
0.011	-0.0538921	5.599768E-09	
0.0111	-0.05390492	5.59165E-09	
0.0112	-0.05391764	5.583626E-09	
0.0113	-0.05393025	5.575695E-09	
0.0114	-0.05394276	5.567856E-09	
0.0115	-0.05395517	5.560106E-09	
0.0116	-0.05396747	5.552447E-09	
0.0117	-0.05397967	5.544877E-09	
0.0118	-0.05399177	5.537395E-09	
0.0119	-0.05400376	5.53E-09	
0.012	-0.05401566	5.522692E-09	
0.0121	-0.05402746	5.515469E-09	
0.0122	-0.05403915	5.508332E-09	
0.0123	-0.05405075	5.501278E-09	
0.0124	-0.05406224	5.494308E-09	
0.0125	-0.05407364	5.487419E-09	
0.0126	-0.05408494	5.480614E-09	
0.0127	-0.05409614	5.47389E-09	
0.0128	-0.05410724	5.467247E-09	
0.0129	-0.05411825	5.460683E-09	
