Time	1	Ica	
0	-0.05253209	9.199008E-09	
0.0002	-0.05249569	8.645122E-09	
0.0004	-0.05247925	8.159472E-09	
0.0006	-0.05247973	7.732101E-09	
0.0008	-0.05249455	7.354689E-09	
0.0009999999	-0.05252151	7.020249E-09	
0.0012	-0.0525587	6.722887E-09	
0.0014	-0.05260449	6.457599E-09	
0.0016	-0.05265749	6.220127E-09	
0.0018	-0.05271649	6.006837E-09	
0.002	-0.05278045	5.814615E-09	
0.0022	-0.05284846	5.640787E-09	
0.0024	-0.05291977	5.483051E-09	
0.0026	-0.0529937	5.339427E-09	
0.0028	-0.05306968	5.208199E-09	
0.003	-0.0531472	5.087885E-09	
0.0032	-0.05322586	4.977204E-09	
0.0034	-0.05330528	4.875042E-09	
0.0036	-0.05338513	4.780432E-09	
0.0038	-0.05346516	4.692537E-09	
0.004	-0.05354513	4.610623E-09	
0.0042	-0.05362483	4.534057E-09	
0.0044	-0.0537041	4.462281E-09	
0.0046	-0.05378279	4.394813E-09	
0.0048	-0.05386077	4.33123E-09	
0.005	-0.05393795	4.27116E-09	
0.0052	-0.05401423	4.21428E-09	
0.0054	-0.05408954	4.160305E-09	
0.0056	-0.05416381	4.108983E-09	
0.0058	-0.05423701	4.060098E-09	
0.006	-0.05430907	4.013453E-09	
0.0062	-0.05437998	3.968877E-09	
0.0064	-0.0544497	3.926218E-09	
0.0066	-0.05451822	3.885343E-09	
0.0068	-0.05458551	3.846131E-09	
0.007	-0.05465158	3.808474E-09	
0.0072	-0.0547164	3.772278E-09	
0.0074	-0.05477999	3.737456E-09	
0.0076	-0.05484233	3.70393E-09	
0.0078	-0.05490344	3.671633E-09	
0.007999999	-0.05496331	3.6405E-09	
0.0082	-0.05502196	3.610473E-09	
0.0084	-0.0550794	3.5815E-09	
0.008599999	-0.05513562	3.553533E-09	
0.0088	-0.05519065	3.526528E-09	
0.009	-0.0552445	3.500442E-09	
0.0092	-0.05529718	3.47524E-09	
0.0094	-0.0553487	3.450886E-09	
0.0096	-0.05539909	3.427346E-09	
0.0098	-0.05544835	3.404591E-09	
0.01	-0.0554965	3.382591E-09	
0.0102	-0.05554355	3.361319E-09	
0.0104	-0.05558953	3.340751E-09	
0.0106	-0.05563445	3.320862E-09	
0.0108	-0.05567833	3.301628E-09	
0.011	-0.05572119	3.283029E-09	
0.0112	-0.05576304	3.265042E-09	
0.0114	-0.05580389	3.24765E-09	
0.0116	-0.05584377	3.230832E-09	
0.0118	-0.0558827	3.214571E-09	
0.012	-0.05592069	3.198849E-09	
0.0122	-0.05595776	3.183649E-09	
0.0124	-0.05599393	3.168956E-09	
0.0126	-0.0560292	3.154754E-09	
0.0128	-0.05606361	3.141029E-09	
0.013	-0.05609717	3.127765E-09	
0.0132	-0.05612989	3.114951E-09	
0.0134	-0.05616178	3.102571E-09	
0.0136	-0.05619288	3.090614E-09	
0.0138	-0.05622319	3.079066E-09	
0.014	-0.05625273	3.067916E-09	
0.0142	-0.05628151	3.057153E-09	
0.0144	-0.05630955	3.046764E-09	
0.0146	-0.05633686	3.03674E-09	
0.0148	-0.05636347	3.027069E-09	
0.015	-0.05638938	3.017743E-09	
0.0152	-0.05641462	3.00875E-09	
0.0154	-0.05643918	3.000081E-09	
0.0156	-0.0564631	2.991727E-09	
0.0158	-0.05648638	2.98368E-09	
0.016	-0.05650903	2.97593E-09	
0.0162	-0.05653108	2.96847E-09	
0.0164	-0.05655253	2.96129E-09	
0.0166	-0.05657339	2.954384E-09	
0.0168	-0.05659369	2.947743E-09	
0.017	-0.05661342	2.94136E-09	
0.0172	-0.05663262	2.935228E-09	
0.0174	-0.05665127	2.92934E-09	
0.0176	-0.05666941	2.92369E-09	
0.0178	-0.05668704	2.91827E-09	
0.018	-0.05670417	2.913074E-09	
0.0182	-0.05672082	2.908097E-09	
0.0184	-0.05673698	2.903332E-09	
0.0186	-0.05675269	2.898772E-09	
0.0188	-0.05676794	2.894414E-09	
0.019	-0.05678275	2.890251E-09	
0.0192	-0.05679712	2.886278E-09	
0.0194	-0.05681107	2.882489E-09	
0.0196	-0.05682461	2.878881E-09	
0.0198	-0.05683775	2.875447E-09	
0.02	-0.05685049	2.872184E-09	
0.0202	-0.05686284	2.869086E-09	
0.0204	-0.05687482	2.866148E-09	
0.0206	-0.05688643	2.863369E-09	
0.0208	-0.05689768	2.860741E-09	
0.021	-0.05690859	2.858263E-09	
0.0212	-0.05691915	2.85593E-09	
0.0214	-0.05692938	2.853736E-09	
0.0216	-0.05693929	2.85168E-09	
0.0218	-0.05694887	2.849758E-09	
0.022	-0.05695815	2.847965E-09	
0.0222	-0.05696712	2.846299E-09	
0.0224	-0.05697579	2.844756E-09	
0.0226	-0.05698418	2.843332E-09	
0.0228	-0.05699228	2.842026E-09	
0.023	-0.05700012	2.840833E-09	
0.0232	-0.05700768	2.839751E-09	
0.0234	-0.05701498	2.838777E-09	
0.0236	-0.05702203	2.837908E-09	
0.0238	-0.05702882	2.837141E-09	
0.024	-0.05703537	2.836474E-09	
0.0242	-0.05704168	2.835904E-09	
0.0244	-0.05704776	2.835429E-09	
0.0246	-0.05705362	2.835046E-09	
0.0248	-0.05705925	2.834753E-09	
0.025	-0.05706467	2.834547E-09	
0.0252	-0.05706989	2.834427E-09	
0.0254	-0.05707489	2.83439E-09	
0.0256	-0.0570797	2.834434E-09	
0.0258	-0.0570843	2.834556E-09	
0.026	-0.05708872	2.834756E-09	
0.0262	-0.05709296	2.83503E-09	
0.0264	-0.05709701	2.835377E-09	
0.0266	-0.05710088	2.835796E-09	
0.0268	-0.05710459	2.836284E-09	
0.027	-0.05710812	2.836839E-09	
0.0272	-0.05711149	2.83746E-09	
0.0274	-0.05711471	2.838146E-09	
0.0276	-0.05711776	2.838894E-09	
0.0278	-0.05712067	2.839704E-09	
0.028	-0.05712342	2.840572E-09	
0.0282	-0.05712603	2.841499E-09	
0.0284	-0.05712849	2.842482E-09	
0.0286	-0.05713082	2.843521E-09	
0.0288	-0.05713302	2.844613E-09	
0.029	-0.05713508	2.845758E-09	
0.0292	-0.05713701	2.846955E-09	
0.0294	-0.05713882	2.848201E-09	
0.0296	-0.05714051	2.849496E-09	
0.0298	-0.05714208	2.850838E-09	
0.03	-0.05714353	2.852227E-09	
0.0302	-0.05714487	2.853661E-09	
0.0304	-0.05714609	2.855139E-09	
0.0306	-0.05714722	2.856661E-09	
0.0308	-0.05714823	2.858223E-09	
0.031	-0.05714915	2.859827E-09	
0.0312	-0.05714996	2.861471E-09	
0.0314	-0.05715068	2.863154E-09	
0.0316	-0.0571513	2.864874E-09	
0.0318	-0.05715182	2.866632E-09	
0.032	-0.05715226	2.868426E-09	
0.0322	-0.05715261	2.870255E-09	
0.0324	-0.05715288	2.872119E-09	
0.0326	-0.05715306	2.874016E-09	
0.0328	-0.05715316	2.875946E-09	
0.033	-0.05715318	2.877908E-09	
0.0332	-0.05715311	2.879901E-09	
0.0334	-0.05715298	2.881924E-09	
0.0336	-0.05715277	2.883978E-09	
0.0338	-0.05715248	2.88606E-09	
0.034	-0.05715213	2.88817E-09	
0.0342	-0.05715171	2.890308E-09	
0.0344	-0.05715122	2.892474E-09	
0.0346	-0.05715066	2.894666E-09	
0.0348	-0.05715004	2.896883E-09	
0.035	-0.05714936	2.899126E-09	
0.0352	-0.05714862	2.901393E-09	
0.0354	-0.05714782	2.903684E-09	
0.0356	-0.05714696	2.905999E-09	
0.0358	-0.05714604	2.908336E-09	
0.036	-0.05714507	2.910695E-09	
0.0362	-0.05714404	2.913076E-09	
0.0364	-0.05714296	2.915479E-09	
0.0366	-0.05714183	2.917902E-09	
0.0368	-0.05714066	2.920346E-09	
0.037	-0.05713943	2.922809E-09	
0.0372	-0.05713815	2.925292E-09	
0.0374	-0.05713683	2.927794E-09	
0.0376	-0.05713547	2.930314E-09	
0.0378	-0.05713405	2.932852E-09	
0.038	-0.0571326	2.935408E-09	
0.0382	-0.05713111	2.93798E-09	
0.0384	-0.05712957	2.940569E-09	
0.0386	-0.05712799	2.943175E-09	
0.0388	-0.05712637	2.945797E-09	
0.039	-0.05712472	2.948435E-09	
0.0392	-0.05712302	2.951088E-09	
0.0394	-0.0571213	2.953756E-09	
0.0396	-0.05711953	2.956438E-09	
0.0398	-0.05711773	2.959135E-09	
0.04	-0.0571159	2.961846E-09	
0.0402	-0.05711403	2.964571E-09	
0.0404	-0.05711213	2.967309E-09	
0.0406	-0.05711021	2.970059E-09	
0.0408	-0.05710825	2.972824E-09	
0.041	-0.05710625	2.9756E-09	
0.0412	-0.05710424	2.978388E-09	
0.0414	-0.05710219	2.981188E-09	
0.0416	-0.05710011	2.984001E-09	
0.0418	-0.05709801	2.986824E-09	
0.042	-0.05709588	2.989658E-09	
0.0422	-0.05709373	2.992504E-09	
0.0424	-0.05709155	2.995359E-09	
0.0426	-0.05708934	2.998226E-09	
0.0428	-0.05708712	3.001102E-09	
0.043	-0.05708487	3.003988E-09	
0.0432	-0.05708259	3.006884E-09	
0.0434	-0.05708029	3.009789E-09	
0.0436	-0.05707798	3.012704E-09	
0.0438	-0.05707563	3.015628E-09	
0.044	-0.05707327	3.01856E-09	
0.0442	-0.05707089	3.021501E-09	
0.0444	-0.05706849	3.024451E-09	
0.0446	-0.05706607	3.027409E-09	
0.0448	-0.05706362	3.030376E-09	
0.045	-0.05706117	3.03335E-09	
0.0452	-0.05705869	3.036333E-09	
0.0454	-0.0570562	3.039322E-09	
0.0456	-0.05705369	3.04232E-09	
0.0458	-0.05705116	3.045325E-09	
0.046	-0.05704861	3.048336E-09	
0.0462	-0.05704605	3.051355E-09	
0.0464	-0.05704348	3.054381E-09	
0.0466	-0.05704088	3.057413E-09	
0.0468	-0.05703828	3.060452E-09	
0.047	-0.05703565	3.063497E-09	
0.0472	-0.05703302	3.066549E-09	
0.0474	-0.05703037	3.069607E-09	
0.0476	-0.05702771	3.072671E-09	
0.0478	-0.05702503	3.075741E-09	
0.048	-0.05702234	3.078817E-09	
0.0482	-0.05701964	3.081898E-09	
0.0484	-0.05701692	3.084985E-09	
0.0486	-0.05701419	3.088078E-09	
0.0488	-0.05701146	3.091176E-09	
0.049	-0.05700871	3.094278E-09	
0.0492	-0.05700594	3.097386E-09	
0.0494	-0.05700317	3.100499E-09	
0.0496	-0.05700038	3.103617E-09	
0.0498	-0.05699759	3.10674E-09	
0.05	-0.05699478	3.109868E-09	
0.0502	-0.05699197	3.113E-09	
0.0504	-0.05698915	3.116137E-09	
0.0506	-0.05698631	3.119279E-09	
0.0508	-0.05698347	3.122425E-09	
0.051	-0.05698061	3.125575E-09	
0.0512	-0.05697775	3.128729E-09	
0.0514	-0.05697488	3.131887E-09	
0.0516	-0.056972	3.13505E-09	
0.0518	-0.05696911	3.138217E-09	
0.052	-0.05696622	3.141387E-09	
0.0522	-0.05696331	3.144561E-09	
0.0524	-0.0569604	3.147739E-09	
0.0526	-0.05695748	3.150921E-09	
0.0528	-0.05695456	3.154105E-09	
0.053	-0.05695162	3.157294E-09	
0.0532	-0.05694868	3.160487E-09	
