Time	1	Ica	
0	-0.05253209	9.199008E-09	
0.0002	-0.05247925	9.077231E-09	
0.0004	-0.05243292	8.962452E-09	
0.0006	-0.05239259	8.854127E-09	
0.0008	-0.05235778	8.751762E-09	
0.0009999999	-0.05232807	8.654905E-09	
0.0012	-0.05230305	8.563145E-09	
0.0014	-0.05228235	8.476098E-09	
0.0016	-0.05226563	8.39342E-09	
0.0018	-0.05225258	8.314792E-09	
0.002	-0.0522429	8.239923E-09	
0.0022	-0.05223633	8.168541E-09	
0.0024	-0.05223261	8.100402E-09	
0.0026	-0.05223152	8.035276E-09	
0.0028	-0.05223285	7.972954E-09	
0.003	-0.05223639	7.913244E-09	
0.0032	-0.05224196	7.855969E-09	
0.0034	-0.0522494	7.800965E-09	
0.0036	-0.05225855	7.74808E-09	
0.0038	-0.05226927	7.697175E-09	
0.004	-0.05228141	7.64812E-09	
0.0042	-0.05229487	7.600797E-09	
0.0044	-0.05230952	7.555099E-09	
0.0046	-0.05232527	7.51092E-09	
0.0048	-0.052342	7.46817E-09	
0.005	-0.05235964	7.42676E-09	
0.0052	-0.05237809	7.38661E-09	
0.0054	-0.05239728	7.347647E-09	
0.0056	-0.05241713	7.309803E-09	
0.0058	-0.05243759	7.273011E-09	
0.006	-0.05245858	7.237216E-09	
0.0062	-0.05248005	7.20236E-09	
0.0064	-0.05250195	7.168397E-09	
0.0066	-0.05252424	7.135276E-09	
0.0068	-0.05254685	7.102955E-09	
0.007	-0.05256975	7.071394E-09	
0.0072	-0.05259291	7.040556E-09	
0.0074	-0.05261628	7.010405E-09	
0.0076	-0.05263983	6.980911E-09	
0.0078	-0.05266354	6.952043E-09	
0.007999999	-0.05268737	6.923773E-09	
0.0082	-0.0527113	6.896075E-09	
0.0084	-0.0527353	6.868926E-09	
0.008599999	-0.05275935	6.842303E-09	
0.0088	-0.05278342	6.816186E-09	
0.009	-0.0528075	6.790557E-09	
0.0092	-0.05283158	6.765394E-09	
0.0094	-0.05285562	6.740684E-09	
0.0096	-0.05287963	6.716411E-09	
0.0098	-0.05290358	6.692559E-09	
0.01	-0.05292746	6.669114E-09	
0.0102	-0.05295125	6.646066E-09	
0.0104	-0.05297497	6.6234E-09	
0.0106	-0.05299857	6.601109E-09	
0.0108	-0.05302206	6.579179E-09	
0.011	-0.05304543	6.557601E-09	
0.0112	-0.05306868	6.536367E-09	
