Time	1	Ica	
0	-0.05253209	9.199008E-09	
0.0002	-0.0524685	9.359817E-09	
0.0004	-0.05240167	9.512811E-09	
0.0006	-0.05233199	9.658848E-09	
0.0008	-0.05225983	9.798696E-09	
0.0009999999	-0.0521855	9.933041E-09	
0.0012	-0.05210927	1.006249E-08	
0.0014	-0.05203139	1.01876E-08	
0.0016	-0.05195208	1.030884E-08	
0.0018	-0.05187153	1.042667E-08	
0.002	-0.0517899	1.054145E-08	
0.0022	-0.05170735	1.065355E-08	
0.0024	-0.05162401	1.076327E-08	
0.0026	-0.05153999	1.087089E-08	
0.0028	-0.05145538	1.097665E-08	
0.003	-0.05137029	1.108077E-08	
0.0032	-0.05128479	1.118346E-08	
0.0034	-0.05119894	1.128489E-08	
0.0036	-0.0511128	1.138521E-08	
0.0038	-0.05102642	1.148457E-08	
0.004	-0.05093985	1.15831E-08	
0.0042	-0.05085313	1.16809E-08	
0.0044	-0.05076629	1.177809E-08	
0.0046	-0.05067934	1.187474E-08	
0.0048	-0.05059233	1.197095E-08	
0.005	-0.05050527	1.206679E-08	
0.0052	-0.05041816	1.216233E-08	
0.0054	-0.05033104	1.225763E-08	
0.0056	-0.0502439	1.235273E-08	
0.0058	-0.05015676	1.24477E-08	
0.006	-0.05006962	1.254258E-08	
0.0062	-0.04998249	1.26374E-08	
0.0064	-0.04989537	1.273221E-08	
0.0066	-0.04980825	1.282704E-08	
0.0068	-0.04972114	1.292192E-08	
0.007	-0.04963405	1.301689E-08	
0.0072	-0.04954697	1.311196E-08	
0.0074	-0.04945989	1.320717E-08	
0.0076	-0.0493728	1.330253E-08	
0.0078	-0.04928572	1.339807E-08	
0.007999999	-0.04919862	1.349381E-08	
0.0082	-0.04911152	1.358977E-08	
0.0084	-0.04902439	1.368597E-08	
0.008599999	-0.04893724	1.378242E-08	
0.0088	-0.04885006	1.387913E-08	
0.009	-0.04876284	1.397614E-08	
0.0092	-0.04867557	1.407344E-08	
0.0094	-0.04858825	1.417106E-08	
0.0096	-0.04850086	1.4269E-08	
0.0098	-0.04841341	1.436729E-08	
0.01	-0.04832588	1.446594E-08	
0.0102	-0.04823827	1.456495E-08	
0.0104	-0.04815057	1.466434E-08	
0.0106	-0.04806277	1.476412E-08	
0.0108	-0.04797485	1.486431E-08	
0.011	-0.04788683	1.496492E-08	
0.0112	-0.04779867	1.506595E-08	
0.0114	-0.04771038	1.516743E-08	
0.0116	-0.04762194	1.526935E-08	
