Time	Fy	Fx	Fz	Vz	Vx	Vy	Pz	Px	Py	
0	0	0	0	0	0	0	0	0	0.1	
0.001	0.9810001	0	0	0	0	0.00109	0	0	0.1000011	
0.002	0.9809883	0	0	0	0	0.002179987	0	0	0.1000033	
0.003	0.9809524	0	0	0	0	0.003269935	0	0	0.1000065	
0.004	0.9808931	0	0	0	0	0.004359816	0	0	0.1000109	
0.005	0.9808102	0	0	0	0	0.005449605	0	0	0.1000163	
0.006	0.9807032	0	0	0	0	0.006539275	0	0	0.1000229	
0.007	0.9805728	0	0	0	0	0.007628801	0	0	0.1000305	
0.008	0.980418	0	0	0	0	0.008718154	0	0	0.1000392	
0.009000001	0.9802399	0	0	0	0	0.009807311	0	0	0.100049	
0.01	0.9800383	0	0	0	0	0.01089624	0	0	0.1000599	
0.011	0.9798126	0	0	0	0	0.01198492	0	0	0.1000719	
0.012	0.9795634	0	0	0	0	0.01307333	0	0	0.100085	
0.013	0.9792907	0	0	0	0	0.01416143	0	0	0.1000992	
0.014	0.9789946	0	0	0	0	0.0152492	0	0	0.1001144	
0.015	0.978675	0	0	0	0	0.01633662	0	0	0.1001307	
0.016	0.9783313	0	0	0	0	0.01742365	0	0	0.1001482	
0.017	0.9779641	0	0	0	0	0.01851028	0	0	0.1001667	
0.018	0.9775735	0	0	0	0	0.01959647	0	0	0.1001863	
0.019	0.9771602	0	0	0	0	0.0206822	0	0	0.100207	
0.02	0.9767227	0	0	0	0	0.02176745	0	0	0.1002287	
0.021	0.9762618	0	0	0	0	0.02285219	0	0	0.1002516	
0.022	0.9757782	0	0	0	0	0.02393639	0	0	0.1002755	
0.023	0.9752704	0	0	0	0	0.02502002	0	0	0.1003005	
0.024	0.9747399	0	0	0	0	0.02610306	0	0	0.1003266	
0.025	0.974186	0	0	0	0	0.02718549	0	0	0.1003538	
0.026	0.9736094	0	0	0	0	0.02826728	0	0	0.1003821	
0.027	0.9730095	0	0	0	0	0.0293484	0	0	0.1004114	
0.028	0.9723868	0	0	0	0	0.03042883	0	0	0.1004419	
0.029	0.9717407	0	0	0	0	0.03150854	0	0	0.1004734	
0.03	0.971072	0	0	0	0	0.03258751	0	0	0.100506	
0.031	0.9703805	0	0	0	0	0.03366571	0	0	0.1005396	
0.032	0.9696665	0	0	0	0	0.03474312	0	0	0.1005744	
0.033	0.9689289	0	0	0	0	0.03581971	0	0	0.1006102	
0.034	0.9681696	0	0	0	0	0.03689545	0	0	0.1006471	
0.035	0.9673876	0	0	0	0	0.03797033	0	0	0.1006851	
0.036	0.9665829	0	0	0	0	0.03904431	0	0	0.1007241	
0.037	0.9657555	0	0	0	0	0.04011737	0	0	0.1007642	
0.038	0.9649063	0	0	0	0	0.04118949	0	0	0.1008054	
0.039	0.9640344	0	0	0	0	0.04226064	0	0	0.1008477	
0.04	0.9631407	0	0	0	0	0.0433308	0	0	0.100891	
0.041	0.9622243	0	0	0	0	0.04439994	0	0	0.1009354	
0.042	0.9612868	0	0	0	0	0.04546804	0	0	0.1009809	
0.043	0.9603267	0	0	0	0	0.04653507	0	0	0.1010274	
