Time	FF	Vm	Ie	
0	0	0	0	
0.002	0	0	0	
0.004	0	0	0	
0.006	0	0	0	
0.008	0	0	0	
0.01	0	0	0	
0.012	0	0	0	
0.014	0	0	0	
0.016	0	0	0	
0.018	0	0	0	
0.02	0	0	0	
0.022	0	0	0	
0.024	0	0	0	
0.026	0	0	0	
0.028	0	0	0	
0.03	0	0	0	
0.032	0	0	0	
0.034	0	0	0	
0.036	0	0	0	
0.038	0	0	0	
0.04	0	0	0	
0.042	0	0	0	
0.044	0	0	0	
0.046	0	0	0	
0.048	0	0	0	
0.05	0	0	0	
0.052	0	0	0	
0.054	0	0	0	
0.056	0	0	0	
0.058	0	0	0	
0.06	0	0	0	
0.062	0	0	0	
0.064	0	0	0	
0.066	0	0	0	
0.068	0	0	0	
0.07	0	0	0	
0.072	0	0	0	
0.074	0	0	0	
0.07600001	0	0	0	
0.078	0	0	0	
0.08000001	0	0	0	
0.082	0	0	0	
0.08400001	0	0	0	
0.086	0	0	0	
0.08800001	0	0	0	
0.09	0	0	0	
0.09200001	0	0	0	
0.094	0	0	0	
0.096	0	0	0	
0.098	0	0	0	
0.1	0	0	1E-08	
0.102	0.09900499	0.006666667	1E-08	
0.104	0.1904245	0.01288889	1E-08	
0.106	0.2747741	0.0186963	1E-08	
0.108	0.3525348	0.02411654	1E-08	
0.11	0.4241554	0.02917544	1E-08	
0.112	0.4900548	0.03389708	1E-08	
0.114	0.5506239	0.03830394	1E-08	
0.116	0.6062273	0.04241701	1E-08	
0.118	0.6572053	0.04625588	1E-08	
0.12	0.7038754	0.04983882	1E-08	
0.122	0.7465338	0.0531829	1E-08	
0.124	0.7854569	0.05630404	1E-08	
0.126	0.8209027	0.05921711	1E-08	
0.128	0.8531117	0.06193596	1E-08	
0.13	0.8823084	0.06447357	1E-08	
0.132	0.9087023	0.066842	1E-08	
0.134	0.9324885	0.06905253	1E-08	
0.136	0.9538496	0.07111569	1E-08	
0.138	0.9729556	0.07304131	1E-08	
0.14	0.989965	0.07483856	1E-08	
0.142	1	0.07651599	1E-08	
0.144	1	0.07808159	1E-08	
0.146	1	0.07954282	1E-08	
0.148	1	0.08090663	1E-08	
0.15	1	0.08217952	1E-08	
0.152	1	0.08336756	1E-08	
0.154	1	0.08447639	1E-08	
0.156	1	0.0855113	1E-08	
0.158	1	0.08647721	1E-08	
0.16	1	0.08737873	1E-08	
0.162	1	0.08822015	1E-08	
0.164	1	0.08900547	1E-08	
0.166	1	0.08973844	1E-08	
0.168	1	0.09042254	1E-08	
0.17	1	0.09106104	1E-08	
0.172	1	0.09165697	1E-08	
0.174	1	0.09221317	1E-08	
0.176	1	0.09273229	1E-08	
0.178	1	0.0932168	1E-08	
0.18	1	0.09366901	1E-08	
0.182	1	0.09409108	1E-08	
0.184	1	0.09448501	1E-08	
0.186	1	0.09485267	1E-08	
0.188	1	0.09519583	1E-08	
0.19	1	0.09551611	1E-08	
0.192	1	0.09581503	1E-08	
0.194	1	0.09609403	1E-08	
0.196	1	0.09635442	1E-08	
0.198	1	0.09659746	1E-08	
0.2	1	0.0968243	1E-08	
0.202	0.9964926	0.09703601	1E-08	
0.204	0.9895118	0.09723361	1E-08	
0.206	0.9824048	0.09741803	1E-08	
0.208	0.975186	0.09759016	1E-08	
0.21	0.9678687	0.09775082	1E-08	
0.212	0.960465	0.09790076	1E-08	
0.214	0.9529866	0.09804071	1E-08	
0.216	0.9454439	0.09817133	1E-08	
0.218	0.9378471	0.09829324	1E-08	
0.22	0.9302052	0.09840703	1E-08	
0.222	0.9225267	0.09851323	1E-08	
0.224	0.9148194	0.09861235	1E-08	
0.226	0.9070908	0.09870486	1E-08	
0.228	0.8993472	0.0987912	1E-08	
0.23	0.8915954	0.09887179	1E-08	
0.232	0.8838409	0.098947	1E-08	
0.234	0.8760891	0.0990172	1E-08	
0.236	0.8683448	0.09908272	1E-08	
0.238	0.8606129	0.09914388	1E-08	
0.24	0.8528972	0.09920095	1E-08	
0.242	0.8452018	0.09925422	1E-08	
0.244	0.8375303	0.09930394	1E-08	
0.246	0.8298859	0.09935034	1E-08	
0.248	0.8222717	0.09939365	1E-08	
0.25	0.8146902	0.09943408	1E-08	
0.252	0.8071442	0.09947181	1E-08	
0.254	0.799636	0.09950702	1E-08	
0.256	0.7921675	0.09953988	1E-08	
0.258	0.7847409	0.09957056	1E-08	
0.26	0.7773577	0.09959919	1E-08	
0.262	0.7700197	0.09962591	1E-08	
0.264	0.7627283	0.09965084	1E-08	
0.266	0.7554847	0.09967412	1E-08	
0.268	0.7482902	0.09969585	1E-08	
0.27	0.7411457	0.09971612	1E-08	
0.272	0.7340522	0.09973504	1E-08	
0.274	0.7270106	0.09975271	1E-08	
0.276	0.7200215	0.0997692	1E-08	
0.278	0.7130857	0.09978458	1E-08	
0.28	0.7062038	0.09979895	1E-08	
0.282	0.6993759	0.09981235	1E-08	
0.284	0.6926028	0.09982486	1E-08	
0.286	0.6858846	0.09983654	1E-08	
0.288	0.6792219	0.09984744	1E-08	
0.29	0.6726146	0.09985761	1E-08	
0.292	0.6660628	0.0998671	1E-08	
0.294	0.659567	0.09987596	1E-08	
0.296	0.653127	0.09988423	1E-08	
0.298	0.6467429	0.09989195	1E-08	
0.3	0.6404147	0.09989915	1E-08	
0.302	0.6341423	0.09990587	1E-08	
0.304	0.6279257	0.09991214	1E-08	
0.306	0.6217647	0.099918	1E-08	
