Time	Y	
1.17	-0.950246	
1.171	-0.950246	
1.172	-0.950246	
1.173	-0.950246	
1.174	-0.950246	
1.175	-0.950246	
1.176	-0.950246	
1.177	-0.950246	
1.178	-0.950246	
1.179	-0.950246	
1.18	-0.950246	
1.181	-0.950246	
1.182	-0.950246	
1.183	-0.950246	
1.184	-0.950246	
1.185	-0.950246	
1.186	-0.950246	
1.187	-0.950246	
1.188	-0.950246	
1.189	-0.950246	
1.19	-0.950246	
1.191	-0.950246	
1.192	-0.950246	
1.193	-0.950246	
1.194	-0.950246	
1.195	-0.950246	
1.196	-0.950246	
1.197	-0.950246	
1.198	-0.950246	
1.199	-0.950246	
1.2	-0.950246	
1.201	-0.950246	
1.202	-0.950246	
1.203	-0.950246	
1.204	-0.950246	
1.205	-0.950246	
1.206	-0.950246	
1.207	-0.950246	
1.208	-0.950246	
1.209	-0.950246	
1.21	-0.950246	
1.211	-0.950246	
1.212	-0.950246	
1.213	-0.950246	
1.214	-0.950246	
1.215	-0.950246	
1.216	-0.950246	
1.217	-0.950246	
1.218	-0.950246	
1.219	-0.950246	
1.22	-0.950246	
1.221	-0.950246	
1.222	-0.950246	
1.223	-0.950246	
1.224	-0.950246	
1.225	-0.950246	
1.226	-0.950246	
1.227	-0.950246	
1.228	-0.950246	
1.229	-0.950246	
1.23	-0.950246	
1.231	-0.950246	
1.232	-0.950246	
1.233	-0.950246	
1.234	-0.950246	
1.235	-0.950246	
1.236	-0.950246	
1.237	-0.950246	
1.238	-0.950246	
1.239	-0.950246	
1.24	-0.950246	
1.241	-0.950246	
1.242	-0.950246	
1.243	-0.950246	
1.244	-0.950246	
1.245	-0.950246	
1.246	-0.950246	
1.247	-0.950246	
1.248	-0.950246	
1.249	-0.950246	
1.25	-0.950246	
1.251	-0.950246	
1.252	-0.950246	
1.253	-0.950246	
1.254	-0.950246	
1.255	-0.950246	
1.256	-0.950246	
1.257	-0.950246	
1.258	-0.950246	
1.259	-0.950246	
1.26	-0.950246	
1.261	-0.950246	
1.262	-0.950246	
1.263	-0.950246	
1.264	-0.950246	
1.265	-0.950246	
1.266	-0.950246	
1.267	-0.950246	
1.268	-0.950246	
1.269	-0.950246	
1.27	-0.950246	
1.271	-0.950246	
1.272	-0.950246	
1.273	-0.950246	
1.274	-0.950246	
1.275	-0.950246	
1.276	-0.950246	
1.277	-0.950246	
1.278	-0.950246	
1.279	-0.950246	
1.28	-0.950246	
1.281	-0.950246	
1.282	-0.950246	
1.283	-0.950246	
1.284	-0.950246	
1.285	-0.950246	
1.286	-0.950246	
1.287	-0.950246	
1.288	-0.950246	
1.289	-0.950246	
1.29	-0.950246	
1.291	-0.950246	
1.292	-0.950246	
1.293	-0.950246	
1.294	-0.950246	
1.295	-0.950246	
1.296	-0.950246	
1.297	-0.950246	
1.298	-0.950246	
1.299	-0.950246	
1.3	-0.950246	
1.301	-0.950246	
1.302	-0.950246	
1.303	-0.950246	
1.304	-0.950246	
1.305	-0.950246	
1.306	-0.950246	
1.307	-0.950246	
1.308	-0.950246	
1.309	-0.950246	
1.31	-0.950246	
1.311	-0.950246	
1.312	-0.950246	
1.313	-0.950246	
1.314	-0.950246	
1.315	-0.950246	
1.316	-0.950246	
1.317	-0.950246	
1.318	-0.950246	
1.319	-0.950246	
1.32	-0.950246	
1.321	-0.950246	
1.322	-0.950246	
1.323	-0.950246	
1.324	-0.950246	
1.325	-0.950246	
1.326	-0.950246	
1.327	-0.950246	
1.328	-0.950246	
1.329	-0.950246	
1.33	-0.950246	
1.331	-0.950246	
1.332	-0.950246	
1.333	-0.950246	
1.334	-0.950246	
1.335	-0.950246	
1.336	-0.950246	
1.337	-0.950246	
1.338	-0.950246	
1.339	-0.950246	
1.34	-0.950246	
1.341	-0.950246	
1.342	-0.950246	
1.343	-0.950246	
1.344	-0.950246	
1.345	-0.950246	
1.346	-0.950246	
1.347	-0.950246	
1.348	-0.950246	
1.349	-0.950246	
1.35	-0.950246	
1.351	-0.950246	
1.352	-0.950246	
1.353	-0.950246	
1.354	-0.950246	
1.355	-0.950246	
1.356	-0.950246	
1.357	-0.950246	
1.358	-0.950246	
1.359	-0.950246	
1.36	-0.950246	
1.361	-0.950246	
1.362	-0.950246	
1.363	-0.950246	
1.364	-0.950246	
1.365	-0.950246	
1.366	-0.950246	
1.367	-0.950246	
1.368	-0.950246	
1.369	-0.950246	
1.37	-0.950246	
1.371	-0.950246	
1.372	-0.950246	
1.373	-0.950246	
1.374	-0.950246	
1.375	-0.950246	
1.376	-0.950246	
1.377	-0.950246	
1.378	-0.950246	
1.379	-0.950246	
1.38	-0.950246	
1.381	-0.950246	
1.382	-0.950246	
1.383	-0.950246	
1.384	-0.950246	
1.385	-0.950246	
1.386	-0.950246	
1.387	-0.950246	
1.388	-0.950246	
1.389	-0.950246	
1.39	-0.950246	
1.391	-0.950246	
1.392	-0.950246	
1.393	-0.950246	
1.394	-0.950246	
1.395	-0.950246	
1.396	-0.950246	
1.397	-0.950246	
1.398	-0.950246	
1.399	-0.950246	
1.4	-0.950246	
1.401	-0.950246	
1.402	-0.950246	
1.403	-0.950246	
1.404	-0.950246	
1.405	-0.950246	
1.406	-0.950246	
1.407	-0.950246	
1.408	-0.950246	
1.409	-0.950246	
1.41	-0.950246	
1.411	-0.950246	
1.412	-0.950246	
1.413	-0.950246	
1.414	-0.950246	
1.415	-0.950246	
1.416	-0.950246	
1.417	-0.950246	
1.418	-0.950246	
1.419	-0.950246	
1.42	-0.950246	
1.421	-0.950246	
1.422	-0.950246	
1.423	-0.950246	
1.424	-0.950246	
1.425	-0.950246	
1.426	-0.950246	
1.427	-0.950246	
1.428	-0.950246	
1.429	-0.950246	
1.43	-0.950246	
1.431	-0.950246	
1.432	-0.950246	
1.433	-0.950246	
1.434	-0.950246	
1.435	-0.950246	
1.436	-0.950246	
1.437	-0.950246	
1.438	-0.950246	
1.439	-0.950246	
1.44	-0.950246	
1.441	-0.950246	
1.442	-0.950246	
1.443	-0.950246	
1.444	-0.950246	
1.445	-0.950246	
1.446	-0.950246	
1.447	-0.950246	
1.448	-0.950246	
1.449	-0.950246	
1.45	-0.950246	
1.451	-0.950246	
1.452	-0.950246	
1.453	-0.950246	
1.454	-0.950246	
1.455	-0.950246	
1.456	-0.950246	
1.457	-0.950246	
1.458	-0.950246	
1.459	-0.950246	
1.46	-0.950246	
1.461	-0.950246	
1.462	-0.950246	
1.463	-0.950246	
1.464	-0.950246	
1.465	-0.950246	
1.466	-0.950246	
1.467	-0.950246	
1.468	-0.950246	
1.469	-0.950246	
1.47	-0.950246	
1.471	-0.950246	
1.472	-0.950246	
1.473	-0.950246	
1.474	-0.950246	
1.475	-0.950246	
1.476	-0.950246	
1.477	-0.950246	
1.478	-0.950246	
1.479	-0.950246	
1.48	-0.950246	
1.481	-0.950246	
1.482	-0.950246	
1.483	-0.950246	
1.484	-0.950246	
1.485	-0.950246	
1.486	-0.950246	
1.487	-0.950246	
1.488	-0.950246	
1.489	-0.950246	
1.49	-0.950246	
1.491	-0.950246	
1.492	-0.950246	
1.493	-0.950246	
1.494	-0.950246	
1.495	-0.950246	
1.496	-0.950246	
1.497	-0.950246	
1.498	-0.950246	
1.499	-0.950246	
1.5	-0.950246	
1.501	-0.950246	
1.502	-0.950246	
1.503	-0.950246	
1.504	-0.950246	
1.505	-0.950246	
1.506	-0.950246	
1.507	-0.950246	
1.508	-0.950246	
1.509	-0.950246	
1.51	-0.950246	
1.511	-0.950246	
1.512	-0.950246	
1.513	-0.950246	
1.514	-0.950246	
1.515	-0.950246	
1.516	-0.950246	
1.517	-0.950246	
1.518	-0.950246	
1.519	-0.950246	
1.52	-0.950246	
1.521	-0.950246	
1.522	-0.950246	
1.523	-0.950246	
1.524	-0.950246	
1.525	-0.950246	
1.526	-0.950246	
1.527	-0.950246	
1.528	-0.950246	
1.529	-0.950246	
1.53	-0.950246	
1.531	-0.950246	
1.532	-0.950246	
1.533	-0.950246	
1.534	-0.950246	
1.535	-0.950246	
1.536	-0.950246	
1.537	-0.950246	
1.538	-0.950246	
1.539	-0.950246	
1.54	-0.950246	
1.541	-0.950246	
1.542	-0.950246	
1.543	-0.950246	
1.544	-0.950246	
1.545	-0.950246	
1.546	-0.950246	
1.547	-0.950246	
1.548	-0.950246	
1.549	-0.950246	
1.55	-0.950246	
1.551	-0.950246	
1.552	-0.950246	
1.553	-0.950246	
1.554	-0.950246	
1.555	-0.950246	
1.556	-0.950246	
1.557	-0.950246	
1.558	-0.950246	
1.559	-0.950246	
1.56	-0.950246	
1.561	-0.950246	
1.562	-0.950246	
1.563	-0.950246	
1.564	-0.950246	
1.565	-0.950246	
1.566	-0.950246	
1.567	-0.950246	
1.568	-0.950246	
1.569	-0.950246	
1.57	-0.950246	
1.571	-0.950246	
1.572	-0.950246	
1.573	-0.950246	
1.574	-0.950246	
1.575	-0.950246	
1.576	-0.950246	
1.577	-0.950246	
1.578	-0.950246	
1.579	-0.950246	
1.58	-0.950246	
1.581	-0.950246	
1.582	-0.950246	
1.583	-0.950246	
1.584	-0.950246	
1.585	-0.950246	
1.586	-0.950246	
1.587	-0.950246	
1.588	-0.950246	
1.589	-0.950246	
1.59	-0.950246	
1.591	-0.950246	
1.592	-0.950246	
1.593	-0.950246	
1.594	-0.950246	
1.595	-0.950246	
1.596	-0.950246	
1.597	-0.950246	
1.598	-0.950246	
1.599	-0.950246	
1.6	-0.950246	
1.601	-0.950246	
1.602	-0.950246	
1.603	-0.950246	
1.604	-0.950246	
1.605	-0.950246	
1.606	-0.950246	
1.607	-0.950246	
1.608	-0.950246	
1.609	-0.950246	
1.61	-0.950246	
1.611	-0.950246	
1.612	-0.950246	
1.613	-0.950246	
1.614	-0.950246	
1.615	-0.950246	
1.616	-0.950246	
1.617	-0.950246	
1.618	-0.950246	
1.619	-0.950246	
1.62	-0.950246	
1.621	-0.950246	
1.622	-0.950246	
1.623	-0.950246	
1.624	-0.950246	
1.625	-0.950246	
1.626	-0.950246	
1.627	-0.950246	
1.628	-0.950246	
1.629	-0.950246	
1.63	-0.950246	
1.631	-0.950246	
1.632	-0.950246	
1.633	-0.950246	
1.634	-0.950246	
1.635	-0.950246	
1.636	-0.950246	
1.637	-0.950246	
1.638	-0.950246	
1.639	-0.950246	
1.64	-0.950246	
1.641	-0.950246	
1.642	-0.950246	
1.643	-0.950246	
1.644	-0.950246	
1.645	-0.950246	
1.646	-0.950246	
1.647	-0.950246	
1.648	-0.950246	
1.649	-0.950246	
1.65	-0.950246	
1.651	-0.950246	
1.652	-0.950246	
1.653	-0.950246	
1.654	-0.950246	
1.655	-0.950246	
1.656	-0.950246	
1.657	-0.950246	
1.658	-0.950246	
1.659	-0.950246	
1.66	-0.950246	
1.661	-0.950246	
1.662	-0.950246	
1.663	-0.950246	
1.664	-0.950246	
1.665	-0.950246	
1.666	-0.950246	
1.667	-0.950246	
1.668	-0.950246	
1.669	-0.950246	
1.67	-0.950246	
1.671	-0.950246	
1.672	-0.950246	
1.673	-0.950246	
1.674	-0.950246	
1.675	-0.950246	
1.676	-0.950246	
1.677	-0.950246	
1.678	-0.950246	
1.679	-0.950246	
1.68	-0.950246	
1.681	-0.950246	
1.682	-0.950246	
1.683	-0.950246	
1.684	-0.950246	
1.685	-0.950246	
1.686	-0.950246	
1.687	-0.950246	
1.688	-0.950246	
1.689	-0.950246	
1.69	-0.950246	
1.691	-0.950246	
1.692	-0.950246	
1.693	-0.950246	
1.694	-0.950246	
1.695	-0.950246	
1.696	-0.950246	
1.697	-0.950246	
1.698	-0.950246	
1.699	-0.950246	
1.7	-0.950246	
1.701	-0.950246	
1.702	-0.950246	
1.703	-0.950246	
1.704	-0.950246	
1.705	-0.950246	
1.706	-0.950246	
1.707	-0.950246	
1.708	-0.950246	
1.709	-0.950246	
1.71	-0.950246	
1.711	-0.950246	
1.712	-0.950246	
1.713	-0.950246	
1.714	-0.950246	
1.715	-0.950246	
1.716	-0.950246	
1.717	-0.950246	
1.718	-0.950246	
1.719	-0.950246	
1.72	-0.950246	
1.721	-0.950246	
1.722	-0.950246	
1.723	-0.950246	
1.724	-0.950246	
1.725	-0.950246	
1.726	-0.950246	
1.727	-0.950246	
1.728	-0.950246	
1.729	-0.950246	
1.73	-0.950246	
1.731	-0.950246	
1.732	-0.950246	
1.733	-0.950246	
1.734	-0.950246	
1.735	-0.950246	
1.736	-0.950246	
1.737	-0.950246	
1.738	-0.950246	
1.739	-0.950246	
1.74	-0.950246	
1.741	-0.950246	
1.742	-0.950246	
1.743	-0.950246	
1.744	-0.950246	
1.745	-0.950246	
1.746	-0.950246	
1.747	-0.950246	
1.748	-0.950246	
1.749	-0.950246	
1.75	-0.950246	
1.751	-0.950246	
1.752	-0.950246	
1.753	-0.950246	
1.754	-0.950246	
1.755	-0.950246	
1.756	-0.950246	
1.757	-0.950246	
1.758	-0.950246	
1.759	-0.950246	
1.76	-0.950246	
1.761	-0.950246	
1.762	-0.950246	
1.763	-0.950246	
1.764	-0.950246	
1.765	-0.950246	
1.766	-0.950246	
1.767	-0.950246	
1.768	-0.950246	
1.769	-0.950246	
1.77	-0.950246	
1.771	-0.950246	
1.772	-0.950246	
1.773	-0.950246	
1.774	-0.950246	
1.775	-0.950246	
1.776	-0.950246	
1.777	-0.950246	
1.778	-0.950246	
1.779	-0.950246	
1.78	-0.950246	
1.781	-0.950246	
1.782	-0.950246	
1.783	-0.950246	
1.784	-0.950246	
1.785	-0.950246	
1.786	-0.950246	
1.787	-0.950246	
1.788	-0.950246	
1.789	-0.950246	
1.79	-0.950246	
1.791	-0.950246	
1.792	-0.950246	
1.793	-0.950246	
1.794	-0.950246	
1.795	-0.950246	
1.796	-0.950246	
1.797	-0.950246	
1.798	-0.950246	
1.799	-0.950246	
1.8	-0.950246	
1.801	-0.950246	
1.802	-0.950246	
1.803	-0.950246	
1.804	-0.950246	
1.805	-0.950246	
1.806	-0.950246	
1.807	-0.950246	
1.808	-0.950246	
1.809	-0.950246	
1.81	-0.950246	
1.811	-0.950246	
1.812	-0.950246	
1.813	-0.950246	
1.814	-0.950246	
1.815	-0.950246	
1.816	-0.950246	
1.817	-0.950246	
1.818	-0.950246	
1.819	-0.950246	
1.82	-0.950246	
1.821	-0.950246	
1.822	-0.950246	
1.823	-0.950246	
1.824	-0.950246	
1.825	-0.950246	
1.826	-0.950246	
1.827	-0.950246	
1.828	-0.950246	
1.829	-0.950246	
1.83	-0.950246	
1.831	-0.950246	
1.832	-0.950246	
1.833	-0.950246	
1.834	-0.950246	
1.835	-0.950246	
1.836	-0.950246	
1.837	-0.950246	
1.838	-0.950246	
1.839	-0.950246	
1.84	-0.950246	
1.841	-0.950246	
1.842	-0.950246	
1.843	-0.950246	
1.844	-0.950246	
1.845	-0.950246	
1.846	-0.950246	
1.847	-0.950246	
1.848	-0.950246	
1.849	-0.950246	
1.85	-0.950246	
1.851	-0.950246	
1.852	-0.950246	
1.853	-0.950246	
1.854	-0.950246	
1.855	-0.950246	
1.856	-0.950246	
1.857	-0.950246	
1.858	-0.950246	
1.859	-0.950246	
1.86	-0.950246	
1.861	-0.950246	
1.862	-0.950246	
1.863	-0.950246	
1.864	-0.950246	
1.865	-0.950246	
1.866	-0.950246	
1.867	-0.950246	
1.868	-0.950246	
1.869	-0.950246	
1.87	-0.950246	
1.871	-0.950246	
1.872	-0.950246	
1.873	-0.950246	
1.874	-0.950246	
1.875	-0.950246	
1.876	-0.950246	
1.877	-0.950246	
1.878	-0.950246	
1.879	-0.950246	
1.88	-0.950246	
1.881	-0.950246	
1.882	-0.950246	
1.883	-0.950246	
1.884	-0.950246	
1.885	-0.950246	
1.886	-0.950246	
1.887	-0.950246	
1.888	-0.950246	
1.889	-0.950246	
1.89	-0.950246	
1.891	-0.950246	
1.892	-0.950246	
1.893	-0.950246	
1.894	-0.950246	
1.895	-0.950246	
1.896	-0.950246	
1.897	-0.950246	
1.898	-0.950246	
1.899	-0.950246	
1.9	-0.950246	
1.901	-0.950246	
1.902	-0.950246	
1.903	-0.950246	
1.904	-0.950246	
1.905	-0.950246	
1.906	-0.950246	
1.907	-0.950246	
1.908	-0.950246	
1.909	-0.950246	
1.91	-0.950246	
1.911	-0.950246	
1.912	-0.950246	
1.913	-0.950246	
1.914	-0.950246	
1.915	-0.950246	
1.916	-0.950246	
1.917	-0.950246	
1.918	-0.950246	
1.919	-0.950246	
1.92	-0.950246	
1.921	-0.950246	
1.922	-0.950246	
1.923	-0.950246	
1.924	-0.950246	
1.925	-0.950246	
1.926	-0.950246	
1.927	-0.950246	
1.928	-0.950246	
1.929	-0.950246	
1.93	-0.950246	
1.931	-0.950246	
1.932	-0.950246	
1.933	-0.950246	
1.934	-0.950246	
1.935	-0.950246	
1.936	-0.950246	
1.937	-0.950246	
1.938	-0.950246	
1.939	-0.950246	
1.94	-0.950246	
1.941	-0.950246	
1.942	-0.950246	
1.943	-0.950246	
1.944	-0.950246	
1.945	-0.950246	
1.946	-0.950246	
1.947	-0.950246	
1.948	-0.950246	
1.949	-0.950246	
1.95	-0.950246	
1.951	-0.950246	
1.952	-0.950246	
1.953	-0.950246	
1.954	-0.950246	
1.955	-0.950246	
1.956	-0.950246	
1.957	-0.950246	
1.958	-0.950246	
1.959	-0.950246	
1.96	-0.950246	
1.961	-0.950246	
1.962	-0.950246	
1.963	-0.950246	
1.964	-0.950246	
1.965	-0.950246	
1.966	-0.950246	
1.967	-0.950246	
1.968	-0.950246	
1.969	-0.950246	
1.97	-0.950246	
1.971	-0.950246	
1.972	-0.950246	
1.973	-0.950246	
1.974	-0.950246	
1.975	-0.950246	
1.976	-0.950246	
1.977	-0.950246	
1.978	-0.950246	
1.979	-0.950246	
1.98	-0.950246	
1.981	-0.950246	
1.982	-0.950246	
1.983	-0.950246	
1.984	-0.950246	
1.985	-0.950246	
1.986	-0.950246	
1.987	-0.950246	
1.988	-0.950246	
1.989	-0.950246	
1.99	-0.950246	
1.991	-0.950246	
1.992	-0.950246	
1.993	-0.950246	
1.994	-0.950246	
1.995	-0.950246	
1.996	-0.950246	
1.997	-0.950246	
1.998	-0.950246	
1.999	-0.950246	
2	-0.950246	
