Time	AVm	BVm	1Vm	2Vm	1Ia	BIa	2FF	1FF	
0	-0.1	-0.1	-0.07	-0.07	0	0	0	0	
0.0002	-0.09999843	-0.1	-0.07	-0.07	0	0	0	0	
0.0004	-0.09999535	-0.1	-0.07	-0.07	0	0	0	0	
0.0006	-0.09999083	-0.1	-0.07	-0.07	0	0	0	0	
0.0008	-0.09998491	-0.1	-0.07	-0.07	0	0	0	0	
0.0009999999	-0.09997767	-0.1	-0.07	-0.07	0	0	0	0	
0.0012	-0.09996913	-0.1	-0.07	-0.07	0	0	0	0	
0.0014	-0.09995937	-0.1	-0.07	-0.07	0	0	0	0	
0.0016	-0.09994841	-0.1	-0.07	-0.07	0	0	0	0	
0.0018	-0.09993631	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.002	-0.09992313	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0022	-0.0999089	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0024	-0.09989364	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0026	-0.09987742	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0028	-0.09986027	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.003	-0.09984222	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0032	-0.09982332	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0034	-0.09980358	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0036	-0.09978305	-0.1	-0.07	-0.0699928	0	0	3.599999E-05	0	
0.0038	-0.09976175	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
0.004	-0.09973973	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
0.0042	-0.09971701	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
0.0044	-0.0996936	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
0.0046	-0.09966953	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
0.0048	-0.09964485	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
0.005	-0.09961957	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
0.0052	-0.09959371	-0.1	-0.07	-0.06997775	0	0	0.00011128	0	
