Time	AVm	BVm	1Vm	2Vm	1Ia	BIa	2FF	1FF	
0	-0.1	-0.1	-0.07	-0.07	0	8.2085E-10	0	0	
0.0002	-0.09999843	-0.09996781	-0.07	-0.07	0	8.2085E-10	0	0	
0.0004	-0.09999535	-0.09993689	-0.07	-0.07	0	8.2085E-10	0	0	
0.0006	-0.09999083	-0.09990718	-0.07	-0.07	0	8.2085E-10	0	0	
0.0008	-0.09998491	-0.09987863	-0.07	-0.07	0	8.2085E-10	0	0	
0.0009999999	-0.09997767	-0.09985121	-0.07	-0.07	0	8.2085E-10	0	0	
0.0012	-0.09996913	-0.09982485	-0.07	-0.07	0	8.2085E-10	0	0	
0.0014	-0.09995937	-0.09979953	-0.07	-0.07	0	8.2085E-10	0	0	
0.0016	-0.09994841	-0.09977521	-0.07	-0.07	0	8.2085E-10	0	0	
0.0018	-0.09993631	-0.09975184	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.002	-0.09992313	-0.09972937	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0022	-0.0999089	-0.09970779	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0024	-0.09989364	-0.09968705	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0026	-0.09987742	-0.09966712	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0028	-0.09986027	-0.09964798	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.003	-0.09984222	-0.09962959	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0032	-0.09982332	-0.09961192	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0034	-0.09980358	-0.09959494	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0036	-0.09978305	-0.09957862	-0.07	-0.0699928	7.513244E-11	8.211456E-10	3.599999E-05	0	
0.0038	-0.09976175	-0.09956294	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.004	-0.09973973	-0.09954786	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0042	-0.09971701	-0.09953336	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0044	-0.0996936	-0.09951944	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0046	-0.09966953	-0.09950606	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0048	-0.09964485	-0.09949321	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.005	-0.09961957	-0.09948085	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0052	-0.09959371	-0.09946898	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0054	-0.09956729	-0.09945759	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0056	-0.09954035	-0.09944663	-0.06998497	-0.06997775	7.698714E-11	8.217639E-10	0.00011128	4.507946E-05	
0.0058	-0.09951288	-0.09943611	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.006	-0.09948494	-0.09942596	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0062	-0.0994565	-0.09941621	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0064	-0.09942763	-0.09940685	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0066	-0.09939831	-0.09939785	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0068	-0.09936859	-0.0993892	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.007	-0.09933845	-0.09938089	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0072	-0.09930792	-0.09937291	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0074	-0.09927703	-0.09936524	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0076	-0.09924578	-0.09935787	-0.06996988	-0.06995499	7.970239E-11	8.226991E-10	0.0002250544	9.037016E-05	
0.0078	-0.09921419	-0.0993508	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.007999999	-0.09918226	-0.09934394	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.0082	-0.09915002	-0.09933735	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.0084	-0.09911748	-0.09933103	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.008599999	-0.09908464	-0.09932496	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.0088	-0.09905152	-0.09931912	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.009	-0.09901813	-0.09931351	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.0092	-0.09898449	-0.09930813	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.0094	-0.09895059	-0.09930295	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.0096	-0.09891646	-0.09929797	-0.06995454	-0.06992469	8.30744E-11	8.239455E-10	0.0003765533	0.0001363842	
0.0098	-0.09888209	-0.09929319	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.01	-0.09884751	-0.09928854	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.0102	-0.09881271	-0.09928407	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.0104	-0.09877771	-0.09927977	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.0106	-0.09874251	-0.09927564	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.0108	-0.09870712	-0.09927168	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.011	-0.09867156	-0.09926787	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.0112	-0.09863581	-0.0992642	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
0.0114	-0.0985999	-0.09926069	-0.06993883	-0.069887	8.697296E-11	8.254983E-10	0.0005650222	0.0001835011	
