Time	AVm	BVm	1Vm	2Vm	1Ia	BIa	2FF	1FF	
0	-0.1	-0.1	-0.07	-0.07	0	0	0	0	
0.0005	-0.09999239	-0.1	-0.07	-0.07	0	0	0	0	
0.0009999999	-0.09997598	-0.1	-0.07	-0.07	0	0	0	0	
0.0015	-0.09995162	-0.1	-0.07	-0.07	0	0	0	0	
0.002	-0.09992006	-0.1	-0.07	-0.0699924	7.993606E-12	7.599999E-13	3.799999E-05	0	
0.0025	-0.099882	-0.09999993	-0.07	-0.0699924	7.993606E-12	7.599999E-13	3.799999E-05	0	
0.003	-0.09983803	-0.09999986	-0.07	-0.0699924	7.993606E-12	7.599999E-13	3.799999E-05	0	
0.0035	-0.09978873	-0.0999998	-0.07	-0.0699924	7.993606E-12	7.599999E-13	3.799999E-05	0	
0.004	-0.09973461	-0.09999975	-0.0699984	-0.06997696	2.653877E-11	2.3048E-12	0.00011524	4.796163E-06	
0.0045	-0.09967612	-0.09999955	-0.0699984	-0.06997696	2.653877E-11	2.3048E-12	0.00011524	4.796163E-06	
0.005	-0.09961369	-0.09999938	-0.0699984	-0.06997696	2.653877E-11	2.3048E-12	0.00011524	4.796163E-06	
0.0055	-0.09954768	-0.09999921	-0.0699984	-0.06997696	2.653877E-11	2.3048E-12	0.00011524	4.796163E-06	
0.006	-0.09947843	-0.09999907	-0.06999312	-0.06995381	5.21565E-11	4.618704E-12	0.0002309352	2.06235E-05	
0.0065	-0.09940626	-0.09999872	-0.06999312	-0.06995381	5.21565E-11	4.618704E-12	0.0002309352	2.06235E-05	
0.007	-0.09933144	-0.0999984	-0.06999312	-0.06995381	5.21565E-11	4.618704E-12	0.0002309352	2.06235E-05	
0.0075	-0.09925422	-0.09999811	-0.06999312	-0.06995381	5.21565E-11	4.618704E-12	0.0002309352	2.06235E-05	
0.007999999	-0.09917483	-0.09999785	-0.06998283	-0.06992314	8.251622E-11	7.686328E-12	0.0003843164	5.150493E-05	
0.0085	-0.09909349	-0.09999732	-0.06998283	-0.06992314	8.251622E-11	7.686328E-12	0.0003843164	5.150493E-05	
0.009	-0.09901037	-0.09999685	-0.06998283	-0.06992314	8.251622E-11	7.686328E-12	0.0003843164	5.150493E-05	
0.0095	-0.09892564	-0.09999642	-0.06998283	-0.06992314	8.251622E-11	7.686328E-12	0.0003843164	5.150493E-05	
0.01	-0.09883945	-0.09999602	-0.06996667	-0.06988508	1.160547E-10	1.14926E-11	0.0005746301	9.998456E-05	
0.0105	-0.09875195	-0.09999531	-0.06996667	-0.06988508	1.160547E-10	1.14926E-11	0.0005746301	9.998456E-05	
0.011	-0.09866327	-0.09999466	-0.06996667	-0.06988508	1.160547E-10	1.14926E-11	0.0005746301	9.998456E-05	
0.0115	-0.0985735	-0.09999407	-0.06996667	-0.06988508	1.160547E-10	1.14926E-11	0.0005746301	9.998456E-05	
0.012	-0.09848277	-0.09999354	-0.06994413	-0.06983978	1.517231E-10	1.602275E-11	0.0008011375	0.0001676177	
0.0125	-0.09839115	-0.09999264	-0.06994413	-0.06983978	1.517231E-10	1.602275E-11	0.0008011375	0.0001676177	
0.013	-0.09829873	-0.09999181	-0.06994413	-0.06983978	1.517231E-10	1.602275E-11	0.0008011375	0.0001676177	
0.0135	-0.09820559	-0.09999107	-0.06994413	-0.06983978	1.517231E-10	1.602275E-11	0.0008011375	0.0001676177	
0.014	-0.0981118	-0.0999904	-0.0699149	-0.06978738	1.888196E-10	2.126229E-11	0.001063115	0.0002552992	
0.0145	-0.09801742	-0.09998929	-0.0699149	-0.06978738	1.888196E-10	2.126229E-11	0.001063115	0.0002552992	
0.015	-0.0979225	-0.09998828	-0.0699149	-0.06978738	1.888196E-10	2.126229E-11	0.001063115	0.0002552992	
