Time	Length	Ia	II	
0	0.5	55.00001	162	
0.0009999999	0.5	55.00001	162	
0.002	0.5	55.00143	161.9995	
0.003	0.5	55.0029	161.9991	
0.004	0.5	55.00444	161.9986	
0.005	0.5	55.00605	161.998	
0.006	0.5	55.00772	161.9975	
0.007	0.5	55.00947	161.9969	
0.007999999	0.5	55.0113	161.9963	
0.009	0.5	55.0132	161.9957	
0.01	0.5	55.01517	161.995	
0.011	0.5	55.01723	161.9944	
0.012	0.5	55.01938	161.9937	
0.013	0.5	55.02162	161.9929	
0.014	0.5	55.02394	161.9922	
0.015	0.5	55.02636	161.9914	
0.016	0.5	55.02888	161.9906	
0.017	0.5	55.03149	161.9897	
0.018	0.5	55.03421	161.9888	
0.019	0.5	55.03703	161.9879	
0.02	0.5	55.03996	161.9869	
0.021	0.5	55.043	161.9859	
0.022	0.5	55.04615	161.9849	
0.023	0.5	55.04943	161.9838	
0.024	0.5	55.05283	161.9827	
0.025	0.5	55.05634	161.9816	
0.026	0.5	55.05999	161.9804	
0.027	0.5	55.06377	161.9791	
0.028	0.5	55.06768	161.9778	
0.029	0.5	55.07172	161.9765	
0.03	0.5	55.07592	161.9752	
0.031	0.5	55.08025	161.9737	
0.032	0.5	55.08473	161.9723	
0.033	0.5	55.08937	161.9707	
0.034	0.5	55.09416	161.9692	
0.035	0.5	55.0991	161.9676	
0.036	0.5	55.10421	161.9659	
0.037	0.5	55.10949	161.9642	
0.038	0.5	55.11493	161.9624	
0.039	0.5	55.12055	161.9605	
0.04	0.5	55.12635	161.9586	
0.041	0.5	55.13232	161.9567	
0.042	0.5	55.13848	161.9547	
0.043	0.5	55.14483	161.9526	
0.044	0.5	55.15137	161.9505	
0.045	0.5	55.1581	161.9483	
0.046	0.5	55.16503	161.946	
0.047	0.5	55.17217	161.9436	
0.048	0.5	55.17951	161.9413	
0.049	0.5	55.18706	161.9388	
0.05	0.5	55.19483	161.9362	
0.051	0.5	55.20281	161.9336	
0.052	0.5	55.21101	161.9309	
0.053	0.5	55.21944	161.9282	
0.054	0.5	55.2281	161.9253	
0.055	0.5	55.23699	161.9224	
0.056	0.5	55.24611	161.9194	
0.057	0.5	55.25547	161.9164	
0.058	0.5	55.26508	161.9132	
0.059	0.5	55.27494	161.91	
0.06	0.5	55.28504	161.9067	
0.061	0.5	55.29539	161.9033	
0.062	0.5	55.30601	161.8999	
0.063	0.5	55.31688	161.8963	
0.064	0.5	55.32802	161.8926	
0.065	0.5	55.33942	161.8889	
0.066	0.5	55.3511	161.8851	
0.067	0.5	55.36305	161.8812	
0.068	0.5	55.37527	161.8772	
0.069	0.5	55.38778	161.8731	
0.07	0.5	55.40057	161.8689	
0.07099999	0.5	55.41365	161.8646	
0.072	0.5	55.42701	161.8603	
0.073	0.5	55.44068	161.8558	
0.074	0.5	55.45463	161.8512	
0.075	0.5	55.46889	161.8466	
0.076	0.5	55.48344	161.8418	
0.077	0.5	55.49831	161.8369	
0.078	0.5	55.51348	161.832	
0.079	0.5	55.52896	161.8269	
0.08	0.5	55.54475	161.8217	
0.081	0.5	55.56086	161.8165	
0.08199999	0.5	55.57729	161.8111	
0.083	0.5	55.59403	161.8056	
0.084	0.5	55.6111	161.8	
0.085	0.5	55.6285	161.7943	
0.086	0.5	55.64622	161.7885	
0.087	0.5	55.66428	161.7826	
0.088	0.5	55.68267	161.7766	
0.08899999	0.5	55.70139	161.7704	
0.09	0.5	55.72045	161.7642	
0.091	0.5	55.73985	161.7579	
0.092	0.5	55.75959	161.7514	
0.09299999	0.5	55.77966	161.7448	
0.094	0.5	55.80009	161.7381	
0.095	0.5	55.82086	161.7314	
0.096	0.5	55.84198	161.7244	
0.097	0.5	55.86345	161.7174	
0.098	0.5	55.88527	161.7103	
0.099	0.5	55.90744	161.703	
0.09999999	0.5	55.92996	161.6956	
0.101	0.5	55.95284	161.6882	
0.102	0.5	55.97608	161.6806	
0.103	0.5	55.99967	161.6728	
0.104	0.5	56.02362	161.665	
0.105	0.5	56.04794	161.657	
0.106	0.5	56.07261	161.649	
0.107	0.5	56.09764	161.6408	
0.108	0.5	56.12304	161.6325	
0.109	0.5	56.1488	161.624	
0.11	0.5	56.17492	161.6155	
0.111	0.5	56.2014	161.6068	
0.112	0.5	56.22825	161.598	
0.113	0.5	56.25546	161.5891	
0.114	0.5	56.28304	161.5801	
0.115	0.5	56.31099	161.571	
0.116	0.5	56.3393	161.5617	
0.117	0.5	56.36798	161.5523	
0.118	0.5	56.39702	161.5428	
0.119	0.5	56.42642	161.5332	
0.12	0.5	56.4562	161.5234	
0.121	0.5	56.48634	161.5136	
0.122	0.5	56.51684	161.5036	
0.123	0.5	56.54771	161.4935	
0.124	0.5	56.57895	161.4832	
0.125	0.5	56.61054	161.4729	
0.126	0.5	56.64251	161.4624	
0.127	0.5	56.67483	161.4519	
0.128	0.5	56.70752	161.4412	
0.129	0.5	56.74057	161.4304	
0.13	0.5	56.77398	161.4194	
0.131	0.5	56.80775	161.4084	
0.132	0.5	56.84188	161.3972	
0.133	0.5	56.87637	161.3859	
0.134	0.5	56.91122	161.3745	
0.135	0.5	56.94642	161.363	
0.136	0.5	56.98198	161.3513	
0.137	0.5	57.01789	161.3396	
0.138	0.5	57.05416	161.3277	
0.139	0.5	57.09077	161.3158	
0.14	0.5	57.12774	161.3036	
0.141	0.5	57.16505	161.2914	
0.142	0.5	57.20271	161.2791	
0.143	0.5	57.24073	161.2667	
0.144	0.5	57.27908	161.2541	
0.145	0.5	57.31777	161.2415	
0.146	0.5	57.35681	161.2287	
0.147	0.5	57.39618	161.2158	
0.148	0.5	57.4359	161.2028	
0.149	0.5	57.47594	161.1897	
0.15	0.5	57.51632	161.1765	
0.151	0.5	57.55704	161.1631	
0.152	0.5	57.59808	161.1497	
0.153	0.5	57.63945	161.1362	
0.154	0.5	57.68115	161.1225	
0.155	0.5	57.72317	161.1088	
0.156	0.5	57.76551	161.0949	
0.157	0.5	57.80817	161.081	
0.158	0.5	57.85115	161.0669	
0.159	0.5	57.89445	161.0527	
0.16	0.5	57.93805	161.0385	
0.161	0.5	57.98197	161.0241	
0.162	0.5	58.02619	161.0096	
0.163	0.5	58.07072	160.995	
0.164	0.5	58.11555	160.9804	
0.165	0.5	58.16069	160.9656	
0.166	0.5	58.20612	160.9507	
0.167	0.5	58.25185	160.9358	
0.168	0.5	58.29787	160.9207	
0.169	0.5	58.34418	160.9055	
0.17	0.5	58.39078	160.8903	
0.171	0.5	58.43767	160.875	
0.172	0.5	58.48484	160.8595	
0.173	0.5	58.53229	160.844	
0.174	0.5	58.58002	160.8284	
0.175	0.5	58.62802	160.8127	
0.176	0.5	58.67629	160.7969	
0.177	0.5	58.72483	160.781	
0.178	0.5	58.77364	160.765	
0.179	0.5	58.82271	160.7489	
0.18	0.5	58.87205	160.7328	
0.181	0.5	58.92164	160.7166	
0.182	0.5	58.97149	160.7002	
0.183	0.5	59.02159	160.6839	
0.184	0.5	59.07194	160.6674	
0.185	0.5	59.12254	160.6508	
0.186	0.5	59.17337	160.6342	
0.187	0.5	59.22446	160.6174	
0.188	0.5	59.27578	160.6007	
0.189	0.5	59.32734	160.5838	
0.19	0.5	59.37912	160.5668	
0.191	0.5	59.43114	160.5498	
0.192	0.5	59.48338	160.5327	
0.193	0.5	59.53585	160.5155	
0.194	0.5	59.58854	160.4983	
0.195	0.5	59.64144	160.481	
0.196	0.5	59.69456	160.4636	
0.197	0.5	59.74789	160.4462	
0.198	0.5	59.80143	160.4286	
0.199	0.5	59.85518	160.411	
0.2	0.5	59.90913	160.3934	
0.201	0.5	59.96327	160.3757	
0.202	0.5	60.01762	160.3579	
0.203	0.5	60.07215	160.34	
0.204	0.5	60.12688	160.3221	
0.205	0.5	60.1818	160.3041	
0.206	0.5	60.2369	160.2861	
0.207	0.5	60.29219	160.268	
0.208	0.5	60.34765	160.2499	
0.209	0.5	60.40329	160.2316	
0.21	0.5	60.4591	160.2134	
0.211	0.5	60.51508	160.1951	
0.212	0.5	60.57123	160.1767	
0.213	0.5	60.62754	160.1583	
0.214	0.5	60.68402	160.1398	
0.215	0.5	60.74065	160.1212	
0.216	0.5	60.79744	160.1027	
0.217	0.5	60.85438	160.084	
0.218	0.5	60.91147	160.0653	
0.219	0.5	60.96871	160.0466	
0.22	0.5	61.02608	160.0278	
0.221	0.5	61.08361	160.009	
0.222	0.5	61.14127	159.9901	
0.223	0.5	61.19906	159.9712	
0.224	0.5	61.25699	159.9523	
0.225	0.5	61.31504	159.9333	
0.226	0.5	61.37323	159.9142	
0.227	0.5	61.43153	159.8951	
0.228	0.5	61.48996	159.876	
0.229	0.5	61.5485	159.8569	
0.23	0.5	61.60717	159.8376	
0.231	0.5	61.66594	159.8184	
0.232	0.5	61.72482	159.7991	
0.233	0.5	61.78381	159.7798	
0.234	0.5	61.8429	159.7605	
0.235	0.5	61.9021	159.7411	
0.236	0.5	61.9614	159.7217	
0.237	0.5	62.02079	159.7023	
0.238	0.5	62.08027	159.6828	
0.239	0.5	62.13984	159.6633	
0.24	0.5	62.19951	159.6438	
0.241	0.5	62.25926	159.6243	
0.242	0.5	62.31909	159.6047	
0.243	0.5	62.379	159.5851	
0.244	0.5	62.43899	159.5654	
0.245	0.5	62.49905	159.5458	
0.246	0.5	62.5592	159.5261	
0.247	0.5	62.6194	159.5064	
0.248	0.5	62.67968	159.4866	
0.249	0.5	62.74002	159.4669	
0.25	0.5	62.80042	159.4471	
0.251	0.5	62.86088	159.4274	
0.252	0.5	62.9214	159.4075	
0.253	0.5	62.98198	159.3877	
0.254	0.5	63.04261	159.3679	
0.255	0.5	63.10328	159.348	
0.256	0.5	63.16401	159.3281	
0.257	0.5	63.22478	159.3082	
0.258	0.5	63.2856	159.2883	
0.259	0.5	63.34645	159.2684	
0.26	0.5	63.40735	159.2485	
0.261	0.5	63.46828	159.2286	
0.262	0.5	63.52925	159.2086	
0.263	0.5	63.59024	159.1886	
0.264	0.5	63.65127	159.1687	
0.265	0.5	63.71232	159.1487	
0.266	0.5	63.7734	159.1287	
0.267	0.5	63.8345	159.1087	
0.268	0.5	63.89563	159.0887	
0.269	0.5	63.95676	159.0687	
0.27	0.5	64.01792	159.0487	
0.271	0.5	64.07909	159.0287	
0.272	0.5	64.14027	159.0086	
0.273	0.5	64.20147	158.9886	
0.274	0.5	64.26267	158.9686	
0.275	0.5	64.32388	158.9485	
0.276	0.5	64.38509	158.9285	
0.277	0.5	64.4463	158.9085	
0.278	0.5	64.50752	158.8885	
0.279	0.5	64.56873	158.8684	
0.28	0.5	64.62994	158.8484	
0.281	0.5	64.69114	158.8284	
0.282	0.5	64.75233	158.8083	
0.283	0.5	64.81352	158.7883	
0.284	0.5	64.87469	158.7683	
0.285	0.5	64.93585	158.7483	
0.286	0.5	64.99699	158.7283	
0.287	0.5	65.05812	158.7083	
0.288	0.5	65.11923	158.6882	
0.289	0.5	65.18032	158.6683	
0.29	0.5	65.24139	158.6483	
0.291	0.5	65.30243	158.6283	
0.292	0.5	65.36344	158.6083	
0.293	0.5	65.42443	158.5884	
0.294	0.5	65.48539	158.5684	
0.295	0.5	65.54632	158.5485	
0.296	0.5	65.60721	158.5285	
0.297	0.5	65.66807	158.5086	
0.298	0.5	65.72889	158.4887	
0.299	0.5	65.78968	158.4688	
0.3	0.5	65.85043	158.449	
0.301	0.5	65.91113	158.4291	
0.302	0.5	65.97179	158.4092	
0.303	0.5	66.03242	158.3894	
0.304	0.5	66.09299	158.3696	
0.305	0.5	66.15353	158.3498	
0.306	0.5	66.214	158.33	
0.307	0.5	66.27444	158.3102	
0.308	0.5	66.33481	158.2904	
0.309	0.5	66.39514	158.2707	
0.31	0.5	66.45541	158.251	
0.311	0.5	66.51563	158.2312	
0.312	0.5	66.57579	158.2116	
0.313	0.5	66.63589	158.1919	
0.314	0.5	66.69594	158.1722	
0.315	0.5	66.75591	158.1526	
0.316	0.5	66.81583	158.133	
0.317	0.5	66.87569	158.1134	
0.318	0.5	66.93549	158.0938	
0.319	0.5	66.99521	158.0743	
0.32	0.5	67.05487	158.0548	
0.321	0.5	67.11446	158.0353	
0.322	0.5	67.17397	158.0158	
0.323	0.5	67.23343	157.9963	
0.324	0.5	67.2928	157.9769	
0.325	0.5	67.3521	157.9575	
0.326	0.5	67.41133	157.9381	
0.327	0.5	67.47049	157.9187	
0.328	0.5	67.52956	157.8994	
0.329	0.5	67.58856	157.8801	
0.33	0.5	67.64748	157.8608	
0.331	0.5	67.70632	157.8416	
0.332	0.5	67.76508	157.8223	
0.333	0.5	67.82375	157.8031	
0.334	0.5	67.88235	157.784	
0.335	0.5	67.94086	157.7648	
0.336	0.5	67.99928	157.7457	
0.337	0.5	68.05762	157.7266	
0.338	0.5	68.11587	157.7075	
0.339	0.5	68.17403	157.6885	
0.34	0.5	68.23211	157.6695	
0.341	0.5	68.29009	157.6505	
0.342	0.5	68.34798	157.6316	
0.343	0.5	68.40578	157.6127	
0.344	0.5	68.46349	157.5938	
0.345	0.5	68.5211	157.5749	
0.346	0.5	68.57863	157.5561	
0.347	0.5	68.63605	157.5373	
0.348	0.5	68.69338	157.5185	
0.349	0.5	68.7506	157.4998	
0.35	0.5	68.80775	157.4811	
0.351	0.5	68.86478	157.4624	
0.352	0.5	68.92171	157.4438	
0.353	0.5	68.97855	157.4252	
0.354	0.5	69.03528	157.4066	
0.355	0.5	69.09192	157.3881	
0.356	0.5	69.14845	157.3696	
0.357	0.5	69.20487	157.3511	
0.358	0.5	69.26119	157.3327	
0.359	0.5	69.31741	157.3143	
0.36	0.5	69.37354	157.2959	
0.361	0.5	69.42954	157.2776	
0.362	0.5	69.48544	157.2593	
0.363	0.5	69.54123	157.241	
0.364	0.5	69.59692	157.2228	
0.365	0.5	69.6525	157.2046	
0.366	0.5	69.70796	157.1865	
0.367	0.5	69.76333	157.1684	
0.368	0.5	69.81857	157.1503	
0.369	0.5	69.87371	157.1322	
0.37	0.5	69.92874	157.1142	
0.371	0.5	69.98365	157.0963	
0.372	0.5	70.03845	157.0783	
0.373	0.5	70.09314	157.0604	
0.374	0.5	70.14772	157.0426	
0.375	0.5	70.20218	157.0247	
0.376	0.5	70.25652	157.007	
0.377	0.5	70.31075	156.9892	
0.378	0.5	70.36486	156.9715	
0.379	0.5	70.41886	156.9538	
0.38	0.5	70.47274	156.9362	
0.381	0.5	70.5265	156.9186	
0.382	0.5	70.58015	156.901	
0.383	0.5	70.63368	156.8835	
0.384	0.5	70.6871	156.866	
0.385	0.5	70.74039	156.8486	
0.386	0.5	70.79356	156.8312	
0.387	0.5	70.84661	156.8138	
0.388	0.5	70.89954	156.7965	
0.389	0.5	70.95235	156.7792	
0.39	0.5	71.00504	156.762	
0.391	0.5	71.05761	156.7448	
0.392	0.5	71.11006	156.7276	
0.393	0.5	71.16239	156.7105	
0.394	0.5	71.21459	156.6934	
0.395	0.5	71.26668	156.6764	
0.396	0.5	71.31863	156.6593	
0.397	0.5	71.37048	156.6424	
0.398	0.5	71.42219	156.6255	
0.399	0.5	71.47377	156.6086	
0.4	0.5	71.52524	156.5917	
0.401	0.5	71.57658	156.5749	
0.402	0.5	71.62779	156.5582	
0.403	0.5	71.67889	156.5415	
0.404	0.5	71.72985	156.5248	
0.405	0.5	71.78069	156.5081	
0.406	0.5	71.83141	156.4915	
0.407	0.5	71.88199	156.475	
0.408	0.5	71.93245	156.4585	
0.409	0.5	71.98279	156.442	
0.41	0.5	72.03299	156.4256	
0.411	0.5	72.08308	156.4092	
0.412	0.5	72.13303	156.3928	
0.413	0.5	72.18286	156.3765	
0.414	0.5	72.23257	156.3603	
0.415	0.5	72.28214	156.344	
0.416	0.5	72.33157	156.3279	
0.417	0.5	72.3809	156.3117	
0.418	0.5	72.43008	156.2956	
0.419	0.5	72.47915	156.2796	
0.42	0.5	72.52808	156.2635	
0.421	0.5	72.57689	156.2476	
0.422	0.5	72.62556	156.2316	
0.423	0.5	72.67411	156.2157	
0.424	0.5	72.72253	156.1999	
0.425	0.5	72.77082	156.1841	
0.426	0.5	72.81898	156.1683	
0.427	0.5	72.86701	156.1526	
0.428	0.5	72.91491	156.1369	
0.429	0.5	72.96269	156.1213	
0.43	0.5	73.01033	156.1057	
0.431	0.5	73.05784	156.0902	
0.432	0.5	73.10522	156.0746	
0.433	0.5	73.15248	156.0592	
0.434	0.5	73.19961	156.0438	
0.435	0.5	73.2466	156.0284	
0.436	0.5	73.29347	156.013	
0.437	0.5	73.34021	155.9977	
0.438	0.5	73.38681	155.9825	
0.439	0.5	73.4333	155.9673	
0.44	0.5	73.47964	155.9521	
0.441	0.5	73.52586	155.937	
0.442	0.5	73.57195	155.9219	
0.443	0.5	73.6179	155.9069	
0.444	0.5	73.66373	155.8919	
0.445	0.5	73.70943	155.8769	
0.446	0.5	73.755	155.862	
0.447	0.5	73.80044	155.8471	
0.448	0.5	73.84576	155.8323	
0.449	0.5	73.89093	155.8175	
0.45	0.5	73.93597	155.8028	
0.451	0.5	73.9809	155.7881	
0.452	0.5	74.02568	155.7734	
0.453	0.5	74.07034	155.7588	
0.454	0.5	74.11488	155.7442	
0.455	0.5	74.15927	155.7297	
0.456	0.5	74.20354	155.7152	
0.457	0.5	74.24768	155.7008	
0.458	0.5	74.29169	155.6864	
0.459	0.5	74.33557	155.672	
0.46	0.5	74.37933	155.6577	
0.461	0.5	74.42296	155.6434	
0.462	0.5	74.46645	155.6292	
0.463	0.5	74.50981	155.615	
0.464	0.5	74.55305	155.6008	
0.465	0.5	74.59615	155.5867	
0.466	0.5	74.63913	155.5726	
0.467	0.5	74.68198	155.5586	
0.468	0.5	74.7247	155.5446	
0.469	0.5	74.7673	155.5307	
0.47	0.5	74.80975	155.5168	
0.471	0.5	74.8521	155.503	
0.472	0.5	74.8943	155.4891	
0.473	0.5	74.93638	155.4754	
0.474	0.5	74.97833	155.4616	
0.475	0.5	75.02016	155.448	
0.476	0.5	75.06185	155.4343	
0.477	0.5	75.10342	155.4207	
0.478	0.5	75.14486	155.4071	
0.479	0.5	75.18617	155.3936	
0.48	0.5	75.22736	155.3801	
0.481	0.5	75.26842	155.3667	
0.482	0.5	75.30935	155.3533	
0.483	0.5	75.35015	155.34	
0.484	0.5	75.39084	155.3266	
0.485	0.5	75.43138	155.3134	
0.486	0.5	75.47181	155.3001	
0.487	0.5	75.51211	155.2869	
0.488	0.5	75.55228	155.2738	
0.489	0.5	75.59232	155.2607	
0.49	0.5	75.63225	155.2476	
0.491	0.5	75.67204	155.2346	
0.492	0.5	75.71172	155.2216	
0.493	0.5	75.75127	155.2087	
0.494	0.5	75.79068	155.1958	
0.495	0.5	75.82997	155.1829	
0.496	0.5	75.86915	155.1701	
0.497	0.5	75.9082	155.1573	
0.498	0.5	75.94711	155.1446	
0.499	0.5	75.98592	155.1319	
0.5	0.5	76.02459	155.1192	
0.501	0.5	76.06313	155.1066	
0.502	0.5	76.10156	155.094	
0.503	0.5	76.13987	155.0815	
0.504	0.5	76.17804	155.069	
0.505	0.5	76.2161	155.0565	
0.506	0.5	76.25404	155.0441	
0.507	0.5	76.29185	155.0318	
0.508	0.5	76.32953	155.0194	
0.509	0.5	76.3671	155.0071	
0.51	0.5	76.40455	154.9949	
0.511	0.5	76.44187	154.9827	
0.512	0.5	76.47907	154.9705	
0.513	0.5	76.51615	154.9583	
0.514	0.5	76.55311	154.9463	
0.515	0.5	76.58995	154.9342	
0.516	0.5	76.62666	154.9222	
0.517	0.5	76.66327	154.9102	
0.518	0.5	76.69974	154.8983	
0.519	0.5	76.7361	154.8864	
0.52	0.5	76.77233	154.8745	
0.521	0.5	76.80845	154.8627	
0.522	0.5	76.84445	154.8509	
0.523	0.5	76.88033	154.8392	
0.524	0.5	76.91609	154.8275	
0.525	0.5	76.95174	154.8158	
0.526	0.5	76.98726	154.8042	
0.527	0.5	77.02266	154.7926	
0.528	0.5	77.05795	154.781	
0.529	0.5	77.09312	154.7695	
0.53	0.5	77.12817	154.7581	
0.531	0.5	77.1631	154.7466	
0.532	0.5	77.19792	154.7352	
0.533	0.5	77.23263	154.7239	
0.534	0.5	77.26721	154.7126	
0.535	0.5	77.30167	154.7013	
0.536	0.5	77.33603	154.69	
0.537	0.5	77.37027	154.6788	
0.538	0.5	77.40439	154.6676	
0.539	0.5	77.43839	154.6565	
0.54	0.5	77.47229	154.6454	
0.541	0.5	77.50607	154.6344	
0.542	0.5	77.53973	154.6234	
0.543	0.5	77.57328	154.6124	
0.544	0.5	77.6067	154.6014	
0.545	0.5	77.64003	154.5905	
0.546	0.5	77.67324	154.5797	
0.547	0.5	77.70634	154.5688	
0.548	0.5	77.73931	154.558	
0.549	0.5	77.77219	154.5473	
0.55	0.5	77.80493	154.5366	
0.551	0.5	77.83758	154.5259	
0.552	0.5	77.87012	154.5152	
0.553	0.5	77.90253	154.5046	
0.554	0.5	77.93484	154.494	
0.555	0.5	77.96704	154.4835	
0.556	0.5	77.99913	154.473	
0.557	0.5	78.03111	154.4626	
0.558	0.5	78.06297	154.4521	
0.559	0.5	78.09473	154.4417	
0.56	0.5	78.12637	154.4314	
0.561	0.5	78.15791	154.4211	
0.562	0.5	78.18935	154.4108	
0.563	0.5	78.22066	154.4005	
0.564	0.5	78.25187	154.3903	
0.565	0.5	78.28297	154.3801	
0.566	0.5	78.31396	154.37	
0.567	0.5	78.34485	154.3599	
0.568	0.5	78.37563	154.3498	
0.569	0.5	78.4063	154.3398	
0.57	0.5	78.43687	154.3298	
0.571	0.5	78.46732	154.3198	
0.572	0.5	78.49767	154.3099	
0.573	0.5	78.52792	154.3	
0.574	0.5	78.55806	154.2901	
0.575	0.5	78.5881	154.2803	
0.576	0.5	78.61802	154.2705	
0.577	0.5	78.64784	154.2607	
0.578	0.5	78.67756	154.251	
0.579	0.5	78.70717	154.2413	
0.58	0.5	78.73668	154.2316	
0.581	0.5	78.76609	154.222	
0.582	0.5	78.79539	154.2124	
0.583	0.5	78.82458	154.2029	
0.584	0.5	78.85368	154.1933	
0.585	0.5	78.88266	154.1839	
0.586	0.5	78.91155	154.1744	
0.587	0.5	78.94035	154.165	
0.588	0.5	78.96902	154.1556	
0.589	0.5	78.9976	154.1462	
0.59	0.5	79.02608	154.1369	
0.591	0.5	79.05447	154.1276	
0.592	0.5	79.08275	154.1184	
0.593	0.5	79.11092	154.1091	
0.594	0.5	79.13901	154.1	
0.595	0.5	79.16698	154.0908	
0.596	0.5	79.19485	154.0817	
0.597	0.5	79.22264	154.0726	
0.598	0.5	79.25032	154.0635	
0.599	0.5	79.2779	154.0545	
0.6	0.5	79.30538	154.0455	
0.601	0.5	79.33276	154.0365	
0.602	0.5	79.36005	154.0276	
0.603	0.5	79.38724	154.0187	
0.604	0.5	79.41433	154.0099	
0.605	0.5	79.44131	154.001	
0.606	0.5	79.46822	153.9922	
0.607	0.5	79.49502	153.9835	
0.608	0.5	79.52171	153.9747	
0.609	0.5	79.54832	153.966	
0.61	0.5	79.57483	153.9573	
0.611	0.5	79.60125	153.9487	
0.612	0.5	79.62756	153.9401	
0.613	0.5	79.65379	153.9315	
0.614	0.5	79.67992	153.9229	
0.615	0.5	79.70596	153.9144	
0.616	0.5	79.7319	153.9059	
0.617	0.5	79.75774	153.8975	
0.618	0.5	79.78349	153.889	
0.619	0.5	79.80915	153.8806	
0.62	0.5	79.83472	153.8723	
0.621	0.5	79.8602	153.8639	
0.622	0.5	79.88557	153.8556	
0.623	0.5	79.91086	153.8474	
0.624	0.5	79.93607	153.8391	
0.625	0.5	79.96117	153.8309	
0.626	0.5	79.98618	153.8227	
0.627	0.5	80.0111	153.8145	
0.628	0.5	80.03593	153.8064	
0.629	0.5	80.06068	153.7983	
0.63	0.5	80.08532	153.7903	
0.631	0.5	80.10989	153.7822	
0.632	0.5	80.13435	153.7742	
0.633	0.5	80.15874	153.7662	
0.634	0.5	80.18303	153.7583	
0.635	0.5	80.20723	153.7504	
0.636	0.5	80.23135	153.7425	
0.637	0.5	80.25537	153.7346	
0.638	0.5	80.27931	153.7268	
0.639	0.5	80.30316	153.719	
0.64	0.5	80.32693	153.7112	
0.641	0.5	80.3506	153.7034	
0.642	0.5	80.37418	153.6957	
0.643	0.5	80.39769	153.688	
0.644	0.5	80.4211	153.6804	
0.645	0.5	80.44443	153.6727	
0.646	0.5	80.46767	153.6651	
0.647	0.5	80.49084	153.6575	
0.648	0.5	80.51391	153.65	
0.649	0.5	80.5369	153.6425	
0.65	0.5	80.55979	153.635	
0.651	0.5	80.58261	153.6275	
0.652	0.5	80.60535	153.6201	
0.653	0.5	80.62799	153.6127	
0.654	0.5	80.65055	153.6053	
0.655	0.5	80.67303	153.5979	
0.656	0.5	80.69543	153.5906	
0.657	0.5	80.71775	153.5833	
0.658	0.5	80.73997	153.576	
0.659	0.5	80.76212	153.5688	
0.66	0.5	80.78419	153.5615	
0.661	0.5	80.80618	153.5543	
0.662	0.5	80.82809	153.5472	
0.663	0.5	80.84991	153.54	
0.664	0.5	80.87164	153.5329	
0.665	0.5	80.8933	153.5258	
0.666	0.5	80.91489	153.5188	
0.667	0.5	80.93639	153.5117	
0.668	0.5	80.9578	153.5047	
0.669	0.5	80.97915	153.4977	
0.67	0.5	81.0004	153.4908	
0.671	0.5	81.02159	153.4838	
0.672	0.5	81.04269	153.4769	
0.673	0.5	81.06371	153.4701	
0.674	0.5	81.08465	153.4632	
0.675	0.5	81.10551	153.4564	
0.676	0.5	81.1263	153.4496	
0.677	0.5	81.14702	153.4428	
0.678	0.5	81.16766	153.4361	
0.679	0.5	81.18821	153.4293	
0.68	0.5	81.20868	153.4226	
0.681	0.5	81.22909	153.4159	
0.682	0.5	81.24941	153.4093	
0.683	0.5	81.26966	153.4027	
0.684	0.5	81.28983	153.396	
0.685	0.5	81.30993	153.3895	
0.686	0.5	81.32996	153.3829	
0.687	0.5	81.3499	153.3764	
0.688	0.5	81.36977	153.3699	
0.689	0.5	81.38956	153.3634	
0.69	0.5	81.40929	153.3569	
0.691	0.5	81.42894	153.3505	
0.692	0.5	81.44851	153.3441	
0.693	0.5	81.46802	153.3377	
0.694	0.5	81.48744	153.3314	
0.695	0.5	81.5068	153.325	
0.696	0.5	81.52608	153.3187	
0.697	0.5	81.54529	153.3125	
0.698	0.5	81.56442	153.3062	
0.699	0.5	81.58349	153.3	
0.7	0.5	81.60249	153.2937	
0.701	0.5	81.6214	153.2875	
0.702	0.5	81.64025	153.2814	
0.703	0.5	81.65903	153.2752	
0.704	0.5	81.67773	153.2691	
0.705	0.5	81.69637	153.263	
0.706	0.5	81.71494	153.2569	
0.707	0.5	81.73343	153.2509	
0.708	0.5	81.75185	153.2448	
0.709	0.5	81.77022	153.2388	
0.71	0.5	81.78849	153.2329	
0.711	0.5	81.80671	153.2269	
0.712	0.5	81.82485	153.2209	
0.713	0.5	81.84293	153.215	
0.714	0.5	81.86095	153.2091	
0.715	0.5	81.87889	153.2033	
0.716	0.5	81.89677	153.1974	
0.717	0.5	81.91457	153.1916	
0.718	0.5	81.9323	153.1858	
0.719	0.5	81.94997	153.18	
0.72	0.5	81.96758	153.1742	
0.721	0.5	81.98512	153.1685	
0.722	0.5	82.00259	153.1628	
0.723	0.5	82.01998	153.1571	
0.724	0.5	82.03732	153.1514	
0.725	0.5	82.0546	153.1458	
0.726	0.5	82.07181	153.1401	
0.727	0.5	82.08894	153.1345	
0.728	0.5	82.10603	153.1289	
0.729	0.5	82.12303	153.1234	
0.73	0.5	82.13997	153.1178	
0.731	0.5	82.15685	153.1123	
0.732	0.5	82.17367	153.1068	
0.733	0.5	82.19042	153.1013	
0.734	0.5	82.20711	153.0959	
0.735	0.5	82.22373	153.0904	
0.736	0.5	82.2403	153.085	
0.737	0.5	82.25679	153.0796	
0.738	0.5	82.27322	153.0742	
0.739	0.5	82.28959	153.0689	
