Time	A1	A2	A3	A4	A5	A6	
0	0	0	0	0	0	0	
0.002	0	0	0	0	0	0	
0.004	0	0	0	0	0	0	
0.006	0	0	0	0	0	0	
0.008	0	0	0	0	0	0	
0.01	0	0	0	0	0	0	
0.012	0	0	0	0	0	0	
0.014	0	0	0	0	0	0	
0.016	0	0	0	0	0	0	
0.018	0	0	0	0	0	0	
0.02	0	0	0	0	0	0	
0.022	0	0	0	0	0	0	
0.024	0	0	0	0	0	0	
0.026	0	0	0	0	0	0	
0.028	0	0	0	0	0	0	
0.03	0	0	0	0	0	0	
0.032	0	0	0	0	0	0	
0.034	0	0	0	0	0	0	
0.036	0	0	0	0	0	0	
0.038	0	0	0	0	0	0	
0.04	0	0	0	0	0	0	
0.042	0	0	0	0	0	0	
