Time	II	Ia	Length	
3.494	154.6587	87.50777	0.50916	
3.495	154.6588	87.50747	0.50916	
3.496	154.6589	87.50718	0.50916	
3.497	154.659	87.50688	0.50916	
3.498	154.6591	87.50658	0.50916	
3.499	154.6592	87.5063	0.50916	
3.5	154.6593	87.50601	0.50916	
3.501	154.6594	87.50572	0.50916	
3.502	154.6595	87.50543	0.50916	
3.503	154.6595	87.50514	0.50916	
3.504	154.6596	87.50487	0.50916	
3.505	154.6597	87.50458	0.50916	
3.506	154.6598	87.5043	0.50916	
3.507	154.6599	87.50401	0.50916	
3.508	154.66	87.50374	0.50916	
3.509	154.6601	87.50346	0.50916	
3.51	154.6602	87.50318	0.50916	
3.511	154.6603	87.5029	0.50916	
3.512	154.6604	87.50262	0.50916	
3.513	154.6605	87.50235	0.50916	
3.514	154.6606	87.50208	0.50916	
3.515	154.6606	87.5018	0.50916	
3.516	154.6607	87.50153	0.50916	
3.517	154.6608	87.50126	0.50916	
3.518	154.6609	87.50099	0.50916	
3.519	154.661	87.50072	0.50916	
3.52	154.6611	87.50046	0.50916	
3.521	154.6612	87.50019	0.50916	
3.522	154.6613	87.49992	0.50916	
3.523	154.6613	87.49966	0.50916	
3.524	154.6614	87.49939	0.50916	
3.525	154.6615	87.49913	0.50916	
3.526	154.6616	87.49887	0.50916	
3.527	154.6617	87.49861	0.50916	
3.528	154.6618	87.49835	0.50916	
3.529	154.6619	87.4981	0.50916	
3.53	154.6619	87.49783	0.50916	
3.531	154.662	87.49758	0.50916	
3.532	154.6621	87.49733	0.50916	
3.533	154.6622	87.49707	0.50916	
3.534	154.6623	87.49682	0.50916	
3.535	154.6624	87.49657	0.50916	
3.536	154.6624	87.49632	0.50916	
3.537	154.6625	87.49606	0.50916	
3.538	154.6626	87.49582	0.50916	
3.539	154.6627	87.49557	0.50916	
3.54	154.6628	87.49533	0.50916	
3.541	154.6628	87.49508	0.50916	
3.542	154.6629	87.49483	0.50916	
3.543	154.663	87.49459	0.50916	
3.544	154.6631	87.49435	0.50916	
3.545	154.6632	87.4941	0.50916	
3.546	154.6632	87.49386	0.50916	
3.547	154.6633	87.49362	0.50916	
3.548	154.6634	87.49339	0.50916	
3.549	154.6635	87.49315	0.50916	
3.55	154.6636	87.49291	0.50916	
3.551	154.6636	87.49267	0.50916	
3.552	154.6637	87.49243	0.50916	
3.553	154.6638	87.4922	0.50916	
3.554	154.6638	87.49197	0.50916	
3.555	154.6639	87.49174	0.50916	
3.556	154.664	87.4915	0.50916	
3.557	154.6641	87.49127	0.50916	
3.558	154.6642	87.49104	0.50916	
3.559	154.6642	87.49081	0.50916	
3.56	154.6643	87.49059	0.50916	
3.561	154.6644	87.49036	0.50916	
3.562	154.6645	87.49013	0.50916	
3.563	154.6645	87.48991	0.50916	
3.564	154.6646	87.48968	0.50916	
3.565	154.6647	87.48946	0.50916	
3.566	154.6647	87.48923	0.50916	
3.567	154.6648	87.48901	0.50916	
3.568	154.6649	87.48879	0.50916	
3.569	154.665	87.48857	0.50916	
3.57	154.665	87.48835	0.50916	
3.571	154.6651	87.48814	0.50916	
3.572	154.6652	87.48792	0.50916	
3.573	154.6653	87.4877	0.50916	
3.574	154.6653	87.4875	0.50916	
3.575	154.6654	87.48728	0.50916	
3.576	154.6655	87.48707	0.50916	
3.577	154.6655	87.48685	0.50916	
3.578	154.6656	87.48664	0.50916	
3.579	154.6657	87.48643	0.50916	
3.58	154.6657	87.48621	0.50916	
3.581	154.6658	87.48601	0.50916	
3.582	154.6659	87.48579	0.50916	
3.583	154.6659	87.48559	0.50916	
3.584	154.666	87.48538	0.50916	
3.585	154.6661	87.48518	0.50916	
3.586	154.6662	87.48498	0.50916	
3.587	154.6662	87.48477	0.50916	
3.588	154.6663	87.48457	0.50916	
3.589	154.6663	87.48436	0.50916	
3.59	154.6664	87.48415	0.50916	
3.591	154.6665	87.48396	0.50916	
3.592	154.6665	87.48376	0.50916	
3.593	154.6666	87.48356	0.50916	
3.594	154.6667	87.48336	0.50916	
3.595	154.6667	87.48316	0.50916	
3.596	154.6668	87.48297	0.50916	
3.597	154.6669	87.48277	0.50916	
3.598	154.6669	87.48257	0.50916	
3.599	154.667	87.48238	0.50916	
3.6	154.6671	87.48219	0.50916	
3.601	154.6671	87.48199	0.50916	
3.602	154.6672	87.4818	0.50916	
3.603	154.6672	87.48161	0.50916	
3.604	154.6673	87.48142	0.50916	
3.605	154.6674	87.48123	0.50916	
3.606	154.6674	87.48103	0.50916	
3.607	154.6675	87.48084	0.50916	
3.608	154.6676	87.48067	0.50916	
3.609	154.6676	87.48048	0.50916	
3.61	154.6677	87.48029	0.50916	
3.611	154.6677	87.4801	0.50916	
3.612	154.6678	87.47992	0.50916	
3.613	154.6679	87.47973	0.50916	
3.614	154.6679	87.47955	0.50916	
3.615	154.668	87.47936	0.50916	
3.616	154.668	87.47918	0.50916	
3.617	154.6681	87.479	0.50916	
3.618	154.6682	87.47882	0.50916	
3.619	154.6682	87.47864	0.50916	
3.62	154.6683	87.47846	0.50916	
3.621	154.6683	87.47828	0.50916	
3.622	154.6684	87.47811	0.50916	
3.623	154.6685	87.47793	0.50916	
3.624	154.6685	87.47775	0.50916	
3.625	154.6686	87.47758	0.50916	
3.626	154.6686	87.4774	0.50916	
3.627	154.6687	87.47723	0.50916	
3.628	154.6687	87.47706	0.50916	
3.629	154.6688	87.47689	0.50916	
3.63	154.6689	87.47672	0.50916	
3.631	154.6689	87.47654	0.50916	
3.632	154.669	87.47637	0.50916	
3.633	154.669	87.4762	0.50916	
3.634	154.6691	87.47603	0.50916	
3.635	154.6691	87.47586	0.50916	
3.636	154.6692	87.47569	0.50916	
3.637	154.6692	87.47552	0.50916	
3.638	154.6693	87.47536	0.50916	
3.639	154.6693	87.4752	0.50916	
3.64	154.6694	87.47503	0.50916	
3.641	154.6694	87.47486	0.50916	
3.642	154.6695	87.4747	0.50916	
3.643	154.6696	87.47453	0.50916	
3.644	154.6696	87.47437	0.50916	
3.645	154.6697	87.47421	0.50916	
3.646	154.6697	87.47405	0.50916	
3.647	154.6698	87.47388	0.50916	
3.648	154.6698	87.47373	0.50916	
3.649	154.6699	87.47356	0.50916	
3.65	154.6699	87.47341	0.50916	
3.651	154.67	87.47326	0.50916	
3.652	154.67	87.4731	0.50916	
3.653	154.6701	87.47294	0.50916	
3.654	154.6701	87.47278	0.50916	
3.655	154.6702	87.47263	0.50916	
3.656	154.6702	87.47247	0.50916	
3.657	154.6703	87.47231	0.50916	
3.658	154.6703	87.47217	0.50916	
3.659	154.6704	87.47201	0.50916	
3.66	154.6704	87.47186	0.50916	
3.661	154.6705	87.4717	0.50916	
3.662	154.6705	87.47155	0.50916	
3.663	154.6706	87.47141	0.50916	
3.664	154.6706	87.47126	0.50916	
3.665	154.6707	87.4711	0.50916	
3.666	154.6707	87.47095	0.50916	
3.667	154.6708	87.4708	0.50916	
3.668	154.6708	87.47066	0.50916	
3.669	154.6709	87.47051	0.50916	
3.67	154.6709	87.47036	0.50916	
3.671	154.671	87.47021	0.50916	
3.672	154.671	87.47008	0.50916	
3.673	154.6711	87.46992	0.50916	
3.674	154.6711	87.46978	0.50916	
3.675	154.6712	87.46964	0.50916	
3.676	154.6712	87.46951	0.50916	
3.677	154.6712	87.46935	0.50916	
3.678	154.6713	87.46922	0.50916	
3.679	154.6714	87.46908	0.50916	
3.68	154.6714	87.46893	0.50916	
3.681	154.6714	87.46879	0.50916	
3.682	154.6715	87.46865	0.50916	
3.683	154.6715	87.46851	0.50916	
3.684	154.6716	87.46838	0.50916	
3.685	154.6716	87.46824	0.50916	
3.686	154.6717	87.4681	0.50916	
3.687	154.6717	87.46796	0.50916	
3.688	154.6718	87.46782	0.50916	
3.689	154.6718	87.46769	0.50916	
3.69	154.6718	87.46755	0.50916	
3.691	154.6719	87.46742	0.50916	
3.692	154.6719	87.46729	0.50916	
3.693	154.672	87.46715	0.50916	
3.694	154.672	87.46702	0.50916	
3.695	154.6721	87.46689	0.50916	
3.696	154.6721	87.46676	0.50916	
3.697	154.6722	87.46663	0.50916	
3.698	154.6722	87.46649	0.50916	
3.699	154.6722	87.46636	0.50916	
3.7	154.6723	87.46623	0.50916	
3.701	154.6723	87.4661	0.50916	
3.702	154.6724	87.46597	0.50916	
3.703	154.6724	87.46585	0.50916	
3.704	154.6725	87.46571	0.50916	
3.705	154.6725	87.46558	0.50916	
3.706	154.6725	87.46546	0.50916	
3.707	154.6726	87.46533	0.50916	
3.708	154.6726	87.46521	0.50916	
3.709	154.6727	87.46509	0.50916	
3.71	154.6727	87.46497	0.50916	
3.711	154.6727	87.46484	0.50916	
3.712	154.6728	87.46471	0.50916	
3.713	154.6728	87.46458	0.50916	
3.714	154.6729	87.46446	0.50916	
3.715	154.6729	87.46434	0.50916	
3.716	154.6729	87.46422	0.50916	
3.717	154.673	87.4641	0.50916	
3.718	154.673	87.46398	0.50916	
3.719	154.6731	87.46385	0.50916	
3.72	154.6731	87.46374	0.50916	
3.721	154.6731	87.46362	0.50916	
3.722	154.6732	87.46349	0.50916	
3.723	154.6732	87.46338	0.50916	
3.724	154.6732	87.46326	0.50916	
3.725	154.6733	87.46314	0.50916	
3.726	154.6733	87.46303	0.50916	
3.727	154.6734	87.46291	0.50916	
3.728	154.6734	87.4628	0.50916	
3.729	154.6734	87.46268	0.50916	
3.73	154.6735	87.46257	0.50916	
3.731	154.6735	87.46245	0.50916	
3.732	154.6736	87.46234	0.50916	
3.733	154.6736	87.46223	0.50916	
3.734	154.6736	87.46211	0.50916	
3.735	154.6737	87.462	0.50916	
3.736	154.6737	87.46189	0.50916	
3.737	154.6738	87.46178	0.50916	
3.738	154.6738	87.46166	0.50916	
3.739	154.6738	87.46156	0.50916	
3.74	154.6739	87.46144	0.50916	
3.741	154.6739	87.46133	0.50916	
3.742	154.6739	87.46122	0.50916	
3.743	154.674	87.46111	0.50916	
3.744	154.674	87.46101	0.50916	
3.745	154.674	87.4609	0.50916	
3.746	154.6741	87.46078	0.50916	
3.747	154.6741	87.46068	0.50916	
3.748	154.6741	87.46057	0.50916	
3.749	154.6742	87.46046	0.50916	
3.75	154.6742	87.46036	0.50916	
3.751	154.6742	87.46025	0.50916	
3.752	154.6743	87.46015	0.50916	
3.753	154.6743	87.46004	0.50916	
3.754	154.6743	87.45994	0.50916	
3.755	154.6744	87.45983	0.50916	
3.756	154.6744	87.45972	0.50916	
3.757	154.6744	87.45963	0.50916	
3.758	154.6745	87.45952	0.50916	
3.759	154.6745	87.45942	0.50916	
3.76	154.6745	87.45932	0.50916	
3.761	154.6746	87.45921	0.50916	
3.762	154.6746	87.45912	0.50916	
3.763	154.6747	87.45902	0.50916	
3.764	154.6747	87.45892	0.50916	
3.765	154.6747	87.45882	0.50916	
3.766	154.6747	87.45872	0.50916	
3.767	154.6748	87.45861	0.50916	
3.768	154.6748	87.45851	0.50916	
3.769	154.6748	87.45841	0.50916	
3.77	154.6749	87.45832	0.50916	
3.771	154.6749	87.45823	0.50916	
3.772	154.6749	87.45813	0.50916	
3.773	154.675	87.45803	0.50916	
3.774	154.675	87.45793	0.50916	
3.775	154.675	87.45783	0.50916	
3.776	154.6751	87.45773	0.50916	
3.777	154.6751	87.45764	0.50916	
3.778	154.6751	87.45754	0.50916	
3.779	154.6752	87.45746	0.50916	
3.78	154.6752	87.45737	0.50916	
3.781	154.6752	87.45727	0.50916	
3.782	154.6752	87.45718	0.50916	
3.783	154.6753	87.45708	0.50916	
3.784	154.6753	87.45699	0.50916	
3.785	154.6753	87.45689	0.50916	
3.786	154.6754	87.4568	0.50916	
3.787	154.6754	87.45671	0.50916	
3.788	154.6754	87.45662	0.50916	
3.789	154.6755	87.45653	0.50916	
3.79	154.6755	87.45644	0.50916	
3.791	154.6755	87.45635	0.50916	
3.792	154.6756	87.45626	0.50916	
3.793	154.6756	87.45617	0.50916	
3.794	154.6756	87.45608	0.50916	
3.795	154.6756	87.45599	0.50916	
3.796	154.6757	87.45589	0.50916	
3.797	154.6757	87.45581	0.50916	
3.798	154.6757	87.45573	0.50916	
3.799	154.6758	87.45564	0.50916	
3.8	154.6758	87.45555	0.50916	
3.801	154.6758	87.45546	0.50916	
3.802	154.6758	87.45538	0.50916	
3.803	154.6759	87.45529	0.50916	
3.804	154.6759	87.45521	0.50916	
3.805	154.6759	87.45512	0.50916	
3.806	154.6759	87.45504	0.50916	
3.807	154.676	87.45495	0.50916	
3.808	154.676	87.45486	0.50916	
3.809	154.676	87.45478	0.50916	
3.81	154.6761	87.4547	0.50916	
3.811	154.6761	87.45462	0.50916	
3.812	154.6761	87.45454	0.50916	
3.813	154.6761	87.45445	0.50916	
3.814	154.6762	87.45438	0.50916	
3.815	154.6762	87.45429	0.50916	
3.816	154.6762	87.45421	0.50916	
3.817	154.6762	87.45412	0.50916	
3.818	154.6763	87.45405	0.50916	
3.819	154.6763	87.45396	0.50916	
3.82	154.6763	87.45388	0.50916	
3.821	154.6763	87.4538	0.50916	
3.822	154.6764	87.45373	0.50916	
3.823	154.6764	87.45364	0.50916	
3.824	154.6764	87.45356	0.50916	
3.825	154.6765	87.45349	0.50916	
3.826	154.6765	87.45341	0.50916	
3.827	154.6765	87.45333	0.50916	
3.828	154.6765	87.45325	0.50916	
3.829	154.6766	87.45317	0.50916	
3.83	154.6766	87.45309	0.50916	
3.831	154.6766	87.45301	0.50916	
3.832	154.6766	87.45294	0.50916	
3.833	154.6767	87.45287	0.50916	
3.834	154.6767	87.45279	0.50916	
3.835	154.6767	87.45272	0.50916	
3.836	154.6767	87.45264	0.50916	
3.837	154.6767	87.45256	0.50916	
3.838	154.6768	87.45249	0.50916	
3.839	154.6768	87.45242	0.50916	
3.84	154.6768	87.45234	0.50916	
3.841	154.6768	87.45227	0.50916	
3.842	154.6769	87.45219	0.50916	
3.843	154.6769	87.45212	0.50916	
3.844	154.6769	87.45205	0.50916	
3.845	154.6769	87.45197	0.50916	
3.846	154.677	87.4519	0.50916	
3.847	154.677	87.45184	0.50916	
3.848	154.677	87.45176	0.50916	
3.849	154.677	87.45168	0.50916	
3.85	154.6771	87.45162	0.50916	
3.851	154.6771	87.45155	0.50916	
3.852	154.6771	87.45147	0.50916	
3.853	154.6771	87.45141	0.50916	
3.854	154.6772	87.45133	0.50916	
3.855	154.6772	87.45126	0.50916	
3.856	154.6772	87.45119	0.50916	
3.857	154.6772	87.45112	0.50916	
3.858	154.6772	87.45106	0.50916	
3.859	154.6773	87.45099	0.50916	
3.86	154.6773	87.45092	0.50916	
3.861	154.6773	87.45085	0.50916	
3.862	154.6773	87.45078	0.50916	
3.863	154.6774	87.45072	0.50916	
3.864	154.6774	87.45065	0.50916	
3.865	154.6774	87.45058	0.50916	
3.866	154.6774	87.45052	0.50916	
3.867	154.6774	87.45045	0.50916	
3.868	154.6775	87.45038	0.50916	
3.869	154.6775	87.45032	0.50916	
3.87	154.6775	87.45024	0.50916	
3.871	154.6775	87.45019	0.50916	
3.872	154.6776	87.45012	0.50916	
3.873	154.6776	87.45006	0.50916	
3.874	154.6776	87.44999	0.50916	
3.875	154.6776	87.44993	0.50916	
3.876	154.6776	87.44987	0.50916	
3.877	154.6777	87.4498	0.50916	
3.878	154.6777	87.44974	0.50916	
3.879	154.6777	87.44967	0.50916	
3.88	154.6777	87.44962	0.50916	
3.881	154.6777	87.44955	0.50916	
3.882	154.6778	87.44948	0.50916	
3.883	154.6778	87.44942	0.50916	
3.884	154.6778	87.44936	0.50916	
3.885	154.6778	87.4493	0.50916	
3.886	154.6778	87.44923	0.50916	
3.887	154.6779	87.44917	0.50916	
3.888	154.6779	87.44911	0.50916	
3.889	154.6779	87.44905	0.50916	
3.89	154.6779	87.44899	0.50916	
3.891	154.6779	87.44893	0.50916	
3.892	154.678	87.44888	0.50916	
3.893	154.678	87.44881	0.50916	
3.894	154.678	87.44875	0.50916	
3.895	154.678	87.44869	0.50916	
3.896	154.678	87.44863	0.50916	
3.897	154.6781	87.44857	0.50916	
3.898	154.6781	87.44852	0.50916	
3.899	154.6781	87.44845	0.50916	
3.9	154.6781	87.44839	0.50916	
3.901	154.6781	87.44833	0.50916	
3.902	154.6782	87.44827	0.50916	
3.903	154.6782	87.44823	0.50916	
3.904	154.6782	87.44817	0.50916	
3.905	154.6782	87.44811	0.50916	
3.906	154.6782	87.44805	0.50916	
3.907	154.6783	87.448	0.50916	
3.908	154.6783	87.44794	0.50916	
3.909	154.6783	87.44788	0.50916	
3.91	154.6783	87.44783	0.50916	
3.911	154.6783	87.44778	0.50916	
3.912	154.6783	87.44772	0.50916	
3.913	154.6784	87.44766	0.50916	
3.914	154.6784	87.4476	0.50916	
3.915	154.6784	87.44755	0.50916	
3.916	154.6784	87.44749	0.50916	
3.917	154.6784	87.44744	0.50916	
3.918	154.6785	87.44738	0.50916	
3.919	154.6785	87.44733	0.50916	
3.92	154.6785	87.44727	0.50916	
3.921	154.6785	87.44723	0.50916	
3.922	154.6785	87.44717	0.50916	
3.923	154.6785	87.44712	0.50916	
3.924	154.6786	87.44707	0.50916	
3.925	154.6786	87.44701	0.50916	
3.926	154.6786	87.44697	0.50916	
3.927	154.6786	87.44691	0.50916	
3.928	154.6786	87.44686	0.50916	
3.929	154.6786	87.44681	0.50916	
3.93	154.6787	87.44675	0.50916	
3.931	154.6787	87.4467	0.50916	
3.932	154.6787	87.44666	0.50916	
3.933	154.6787	87.44659	0.50916	
3.934	154.6787	87.44655	0.50916	
3.935	154.6787	87.44649	0.50916	
3.936	154.6788	87.44644	0.50916	
3.937	154.6788	87.44639	0.50916	
3.938	154.6788	87.44635	0.50916	
3.939	154.6788	87.4463	0.50916	
3.94	154.6788	87.44625	0.50916	
3.941	154.6788	87.44621	0.50916	
3.942	154.6788	87.44615	0.50916	
3.943	154.6789	87.44611	0.50916	
3.944	154.6789	87.44605	0.50916	
3.945	154.6789	87.44601	0.50916	
3.946	154.6789	87.44595	0.50916	
3.947	154.6789	87.44591	0.50916	
3.948	154.679	87.44586	0.50916	
3.949	154.679	87.44581	0.50916	
3.95	154.679	87.44576	0.50916	
3.951	154.679	87.44571	0.50916	
3.952	154.679	87.44566	0.50916	
3.953	154.679	87.44561	0.50916	
3.954	154.679	87.44556	0.50916	
3.955	154.6791	87.44552	0.50916	
3.956	154.6791	87.44547	0.50916	
3.957	154.6791	87.44543	0.50916	
3.958	154.6791	87.44539	0.50916	
3.959	154.6791	87.44534	0.50916	
3.96	154.6791	87.4453	0.50916	
3.961	154.6792	87.44525	0.50916	
3.962	154.6792	87.44521	0.50916	
3.963	154.6792	87.44516	0.50916	
3.964	154.6792	87.44512	0.50916	
3.965	154.6792	87.44507	0.50916	
3.966	154.6792	87.44503	0.50916	
3.967	154.6792	87.44498	0.50916	
3.968	154.6792	87.44494	0.50916	
3.969	154.6793	87.44489	0.50916	
3.97	154.6793	87.44485	0.50916	
3.971	154.6793	87.4448	0.50916	
3.972	154.6793	87.44476	0.50916	
3.973	154.6793	87.44471	0.50916	
3.974	154.6793	87.44467	0.50916	
3.975	154.6794	87.44462	0.50916	
3.976	154.6794	87.44458	0.50916	
3.977	154.6794	87.44454	0.50916	
3.978	154.6794	87.4445	0.50916	
3.979	154.6794	87.44446	0.50916	
3.98	154.6794	87.44441	0.50916	
3.981	154.6794	87.44437	0.50916	
3.982	154.6795	87.44434	0.50916	
3.983	154.6795	87.44429	0.50916	
3.984	154.6795	87.44425	0.50916	
3.985	154.6795	87.44421	0.50916	
3.986	154.6795	87.44417	0.50916	
3.987	154.6795	87.44413	0.50916	
3.988	154.6795	87.44408	0.50916	
3.989	154.6795	87.44405	0.50916	
3.99	154.6796	87.44401	0.50916	
3.991	154.6796	87.44396	0.50916	
3.992	154.6796	87.44392	0.50916	
3.993	154.6796	87.44389	0.50916	
3.994	154.6796	87.44384	0.50916	
3.995	154.6796	87.4438	0.50916	
3.996	154.6796	87.44376	0.50916	
3.997	154.6796	87.44372	0.50916	
3.998	154.6797	87.44368	0.50916	
3.999	154.6797	87.44363	0.50916	
4	154.6797	87.4436	0.50916	
4.001	154.6797	87.44357	0.50916	
4.002	154.6797	87.44353	0.50916	
4.003	154.6797	87.44349	0.50916	
4.004	154.6797	87.44346	0.50916	
4.005	154.6797	87.44341	0.50916	
4.006	154.6798	87.44337	0.50916	
4.007	154.6798	87.44334	0.50916	
4.008	154.6798	87.4433	0.50916	
4.009	154.6798	87.44327	0.50916	
4.01	154.6798	87.44323	0.50916	
4.011	154.6798	87.44319	0.50916	
4.012	154.6798	87.44315	0.50916	
4.013	154.6799	87.44312	0.50916	
4.014	154.6799	87.44308	0.50916	
4.015	154.6799	87.44304	0.50916	
4.016	154.6799	87.44301	0.50916	
4.017	154.6799	87.44296	0.50916	
4.018	154.6799	87.44293	0.50916	
4.019	154.6799	87.44289	0.50916	
4.02	154.6799	87.44285	0.50916	
4.021	154.6799	87.44282	0.50916	
4.022	154.68	87.44278	0.50916	
4.023	154.68	87.44274	0.50916	
4.024	154.68	87.44271	0.50916	
4.025	154.68	87.44268	0.50916	
4.026	154.68	87.44264	0.50916	
4.027	154.68	87.44261	0.50916	
4.028	154.68	87.44258	0.50916	
4.029	154.68	87.44255	0.50916	
4.03	154.68	87.4425	0.50916	
4.031	154.6801	87.44247	0.50916	
4.032	154.6801	87.44244	0.50916	
4.033	154.6801	87.44241	0.50916	
4.034	154.6801	87.44238	0.50916	
4.035	154.6801	87.44234	0.50916	
4.036	154.6801	87.44231	0.50916	
4.037	154.6801	87.44228	0.50916	
4.038	154.6801	87.44225	0.50916	
4.039	154.6801	87.4422	0.50916	
4.04	154.6802	87.44217	0.50916	
4.041	154.6802	87.44214	0.50916	
4.042	154.6802	87.44211	0.50916	
4.043	154.6802	87.44207	0.50916	
4.044	154.6802	87.44204	0.50916	
4.045	154.6802	87.44201	0.50916	
4.046	154.6802	87.44197	0.50916	
4.047	154.6802	87.44193	0.50916	
4.048	154.6803	87.4419	0.50916	
4.049	154.6803	87.44186	0.50916	
4.05	154.6803	87.44183	0.50916	
4.051	154.6803	87.4418	0.50916	
4.052	154.6803	87.44178	0.50916	
4.053	154.6803	87.44174	0.50916	
4.054	154.6803	87.44172	0.50916	
4.055	154.6803	87.44169	0.50916	
4.056	154.6803	87.44165	0.50916	
4.057	154.6803	87.44163	0.50916	
4.058	154.6803	87.4416	0.50916	
4.059	154.6804	87.44157	0.50916	
4.06	154.6804	87.44154	0.50916	
4.061	154.6804	87.44151	0.50916	
4.062	154.6804	87.44147	0.50916	
4.063	154.6804	87.44145	0.50916	
4.064	154.6804	87.44141	0.50916	
4.065	154.6804	87.44138	0.50916	
4.066	154.6804	87.44136	0.50916	
4.067	154.6804	87.44132	0.50916	
4.068	154.6804	87.44129	0.50916	
4.069	154.6805	87.44127	0.50916	
4.07	154.6805	87.44124	0.50916	
4.071	154.6805	87.4412	0.50916	
4.072	154.6805	87.44118	0.50916	
4.073	154.6805	87.44115	0.50916	
4.074	154.6805	87.44112	0.50916	
4.075	154.6805	87.44109	0.50916	
4.076	154.6805	87.44106	0.50916	
4.077	154.6805	87.44102	0.50916	
4.078	154.6805	87.441	0.50916	
4.079	154.6805	87.44096	0.50916	
4.08	154.6806	87.44093	0.50916	
4.081	154.6806	87.44091	0.50916	
4.082	154.6806	87.44088	0.50916	
4.083	154.6806	87.44085	0.50916	
4.084	154.6806	87.44083	0.50916	
4.085	154.6806	87.4408	0.50916	
4.086	154.6806	87.44078	0.50916	
4.087	154.6806	87.44075	0.50916	
4.088	154.6806	87.44072	0.50916	
4.089	154.6806	87.4407	0.50916	
4.09	154.6806	87.44067	0.50916	
4.091	154.6806	87.44064	0.50916	
4.092	154.6807	87.44062	0.50916	
4.093	154.6807	87.44059	0.50916	
4.094	154.6807	87.44057	0.50916	
4.095	154.6807	87.44054	0.50916	
4.096	154.6807	87.44051	0.50916	
4.097	154.6807	87.44049	0.50916	
4.098	154.6807	87.44046	0.50916	
4.099	154.6807	87.44043	0.50916	
4.1	154.6807	87.44041	0.50916	
4.101	154.6807	87.44038	0.50916	
4.102	154.6808	87.44036	0.50916	
4.103	154.6808	87.44032	0.50916	
4.104	154.6808	87.4403	0.50916	
4.105	154.6808	87.44028	0.50916	
4.106	154.6808	87.44025	0.50916	
4.107	154.6808	87.44023	0.50916	
4.108	154.6808	87.44019	0.50916	
4.109	154.6808	87.44017	0.50916	
4.11	154.6808	87.44015	0.50916	
4.111	154.6808	87.44012	0.50916	
4.112	154.6808	87.44009	0.50916	
4.113	154.6808	87.44006	0.50916	
4.114	154.6808	87.44004	0.50916	
4.115	154.6809	87.44002	0.50916	
4.116	154.6809	87.43999	0.50916	
4.117	154.6809	87.43996	0.50916	
4.118	154.6809	87.43994	0.50916	
4.119	154.6809	87.43992	0.50916	
4.12	154.6809	87.43989	0.50916	
4.121	154.6809	87.43987	0.50916	
4.122	154.6809	87.43985	0.50916	
4.123	154.6809	87.43983	0.50916	
4.124	154.6809	87.4398	0.50916	
4.125	154.6809	87.43979	0.50916	
4.126	154.6809	87.43976	0.50916	
4.127	154.681	87.43974	0.50916	
4.128	154.681	87.43971	0.50916	
4.129	154.681	87.4397	0.50916	
4.13	154.681	87.43967	0.50916	
4.131	154.681	87.43964	0.50916	
4.132	154.681	87.43962	0.50916	
4.133	154.681	87.43961	0.50916	
4.134	154.681	87.43958	0.50916	
4.135	154.681	87.43955	0.50916	
4.136	154.681	87.43953	0.50916	
4.137	154.681	87.43951	0.50916	
4.138	154.681	87.43949	0.50916	
4.139	154.681	87.43947	0.50916	
4.14	154.681	87.43944	0.50916	
4.141	154.681	87.43942	0.50916	
4.142	154.6811	87.4394	0.50916	
4.143	154.6811	87.43938	0.50916	
4.144	154.6811	87.43936	0.50916	
4.145	154.6811	87.43933	0.50916	
4.146	154.6811	87.43931	0.50916	
4.147	154.6811	87.43929	0.50916	
4.148	154.6811	87.43927	0.50916	
4.149	154.6811	87.43925	0.50916	
4.15	154.6811	87.43922	0.50916	
4.151	154.6811	87.43919	0.50916	
4.152	154.6811	87.43918	0.50916	
4.153	154.6812	87.43916	0.50916	
4.154	154.6812	87.43913	0.50916	
4.155	154.6812	87.4391	0.50916	
4.156	154.6812	87.43909	0.50916	
4.157	154.6812	87.43906	0.50916	
4.158	154.6812	87.43904	0.50916	
4.159	154.6812	87.43902	0.50916	
4.16	154.6812	87.439	0.50916	
4.161	154.6812	87.43898	0.50916	
4.162	154.6812	87.43896	0.50916	
4.163	154.6812	87.43894	0.50916	
4.164	154.6812	87.43893	0.50916	
4.165	154.6812	87.43891	0.50916	
4.166	154.6812	87.43888	0.50916	
4.167	154.6812	87.43887	0.50916	
4.168	154.6812	87.43885	0.50916	
4.169	154.6812	87.43884	0.50916	
4.17	154.6813	87.43881	0.50916	
4.171	154.6813	87.4388	0.50916	
4.172	154.6813	87.43877	0.50916	
4.173	154.6813	87.43875	0.50916	
4.174	154.6813	87.43874	0.50916	
4.175	154.6813	87.43872	0.50916	
4.176	154.6813	87.43871	0.50916	
4.177	154.6813	87.43867	0.50916	
4.178	154.6813	87.43866	0.50916	
4.179	154.6813	87.43864	0.50916	
4.18	154.6813	87.43862	0.50916	
4.181	154.6813	87.43861	0.50916	
4.182	154.6813	87.43859	0.50916	
4.183	154.6813	87.43858	0.50916	
4.184	154.6813	87.43855	0.50916	
4.185	154.6813	87.43853	0.50916	
4.186	154.6814	87.43851	0.50916	
4.187	154.6814	87.43849	0.50916	
4.188	154.6814	87.43848	0.50916	
4.189	154.6814	87.43845	0.50916	
4.19	154.6814	87.43844	0.50916	
4.191	154.6814	87.43842	0.50916	
4.192	154.6814	87.4384	0.50916	
4.193	154.6814	87.43839	0.50916	
4.194	154.6814	87.43836	0.50916	
4.195	154.6814	87.43834	0.50916	
4.196	154.6814	87.43832	0.50916	
