Time	II	Ia	Length	
1.983	151.7205	86.40948	0.5	
1.984	151.7205	86.40959	0.5	
1.985	151.7205	86.40971	0.5	
1.986	151.7204	86.40982	0.5	
1.987	151.7204	86.40993	0.5	
1.988	151.7203	86.41005	0.5	
1.989	151.7203	86.41016	0.5	
1.99	151.7203	86.41027	0.5	
1.991	151.7202	86.41039	0.5	
1.992	151.7202	86.4105	0.5	
1.993	151.7202	86.41061	0.5	
1.994	151.7201	86.41072	0.5	
1.995	151.7201	86.41083	0.5	
1.996	151.72	86.41093	0.5	
1.997	151.72	86.41105	0.5	
1.998	151.72	86.41116	0.5	
1.999	151.7199	86.41126	0.5	
2	151.7199	86.41137	0.5	
2.001	151.7199	86.41148	0.5	
2.002	151.7198	86.41158	0.5	
2.003	151.7198	86.43367	0.50002	
2.004	151.7198	86.45574	0.50004	
2.005	151.7198	86.47767	0.50006	
2.006	151.7198	86.49959	0.50008	
2.007	151.7199	86.52142	0.5001	
2.008	151.72	86.54312	0.50012	
2.009	151.7201	86.5648	0.50014	
2.01	151.7202	86.58636	0.50016	
2.011	151.7204	86.60789	0.50018	
2.012	151.7206	86.62929	0.5002	
2.013	151.7208	86.65067	0.50022	
2.014	151.721	86.64994	0.50022	
2.015	151.7213	86.67119	0.50024	
2.016	151.7215	86.69243	0.50026	
2.017	151.7218	86.71353	0.50028	
2.018	151.7221	86.73462	0.5003	
2.019	151.7225	86.75564	0.50032	
2.02	151.7228	86.77652	0.50034	
2.021	151.7232	86.79739	0.50036	
2.022	151.7236	86.81812	0.50038	
2.023	151.724	86.83886	0.5004	
2.024	151.7245	86.85944	0.50042	
2.025	151.7249	86.88003	0.50044	
2.026	151.7254	86.8785	0.50044	
2.027	151.7259	86.89896	0.50046	
2.028	151.7265	86.9194	0.50048	
2.029	151.727	86.93971	0.5005	
2.03	151.7276	86.96002	0.50052	
2.031	151.7281	86.98026	0.50054	
2.032	151.7288	87.00035	0.50056	
2.033	151.7294	87.02045	0.50058	
2.034	151.73	87.04041	0.5006	
2.035	151.7307	87.06037	0.50062	
2.036	151.7314	87.08019	0.50064	
2.037	151.7321	87.10001	0.50066	
2.038	151.7329	87.09772	0.50066	
2.039	151.7336	87.11742	0.50068	
2.04	151.7344	87.13712	0.5007	
2.041	151.7352	87.15667	0.50072	
2.042	151.736	87.17622	0.50074	
2.043	151.7368	87.19572	0.50076	
2.044	151.7377	87.21507	0.50078	
2.045	151.7386	87.23443	0.5008	
2.046	151.7395	87.25365	0.50082	
2.047	151.7404	87.27287	0.50084	
2.048	151.7413	87.29196	0.50086	
2.049	151.7423	87.31105	0.50088	
2.05	151.7433	87.30803	0.50088	
2.051	151.7442	87.327	0.5009	
2.052	151.7452	87.34597	0.50092	
2.053	151.7463	87.3648	0.50094	
2.054	151.7473	87.38364	0.50096	
2.055	151.7484	87.40242	0.50098	
2.056	151.7495	87.42107	0.501	
2.057	151.7506	87.43971	0.50102	
2.058	151.7517	87.45823	0.50104	
2.059	151.7529	87.47675	0.50106	
2.06	151.754	87.49513	0.50108	
2.061	151.7552	87.51353	0.5011	
2.062	151.7564	87.50982	0.5011	
2.063	151.7576	87.52809	0.50112	
2.064	151.7589	87.54637	0.50114	
2.065	151.7601	87.56452	0.50116	
2.066	151.7614	87.58269	0.50118	
2.067	151.7627	87.60077	0.5012	
2.068	151.764	87.61874	0.50122	
2.069	151.7653	87.63671	0.50124	
2.07	151.7666	87.65455	0.50126	
2.071	151.768	87.6724	0.50128	
2.072	151.7694	87.69012	0.5013	
2.073	151.7708	87.70785	0.50132	
2.074	151.7722	87.70347	0.50132	
2.075	151.7737	87.72108	0.50134	
2.076	151.7751	87.73872	0.50136	
2.077	151.7766	87.75621	0.50138	
2.078	151.7781	87.7737	0.5014	
2.079	151.7796	87.79109	0.50142	
2.08	151.7811	87.80847	0.50144	
2.081	151.7826	87.8258	0.50146	
2.082	151.7842	87.84299	0.50148	
2.083	151.7858	87.86021	0.5015	
2.084	151.7874	87.87728	0.50152	
2.085	151.789	87.89438	0.50154	
2.086	151.7906	87.88937	0.50154	
2.087	151.7922	87.90636	0.50156	
2.088	151.7939	87.92336	0.50158	
2.089	151.7955	87.94022	0.5016	
2.09	151.7972	87.9571	0.50162	
2.091	151.799	87.97386	0.50164	
2.092	151.8007	87.99063	0.50166	
2.093	151.8024	88.00733	0.50168	
2.094	151.8042	88.02392	0.5017	
2.095	151.806	88.04052	0.50172	
2.096	151.8077	88.05699	0.50174	
2.097	151.8096	88.07348	0.50176	
2.098	151.8114	88.06786	0.50176	
2.099	151.8132	88.08425	0.50178	
2.1	151.8151	88.10065	0.5018	
2.101	151.8169	88.11692	0.50182	
2.102	151.8188	88.1332	0.50184	
2.103	151.8207	88.14936	0.50186	
2.104	151.8226	88.16554	0.50188	
2.105	151.8246	88.18166	0.5019	
2.106	151.8265	88.19766	0.50192	
2.107	151.8285	88.21368	0.50194	
2.108	151.8305	88.22957	0.50196	
2.109	151.8325	88.24548	0.50198	
2.11	151.8345	88.23929	0.50198	
2.111	151.8365	88.2551	0.502	
2.112	151.8385	88.27091	0.50202	
2.113	151.8406	88.28661	0.50204	
2.114	151.8427	88.30234	0.50206	
2.115	151.8447	88.31793	0.50208	
2.116	151.8468	88.33354	0.5021	
2.117	151.849	88.3491	0.50212	
2.118	151.8511	88.36454	0.50214	
2.119	151.8532	88.38	0.50216	
2.12	151.8554	88.39533	0.50218	
2.121	151.8576	88.41068	0.5022	
2.122	151.8598	88.40395	0.5022	
2.123	151.862	88.4192	0.50222	
2.124	151.8642	88.43447	0.50224	
2.125	151.8664	88.44964	0.50226	
2.126	151.8687	88.46481	0.50228	
2.127	151.8709	88.47987	0.5023	
2.128	151.8732	88.49494	0.50232	
2.129	151.8755	88.50996	0.50234	
2.13	151.8778	88.52486	0.50236	
2.131	151.8802	88.53979	0.50238	
2.132	151.8825	88.55459	0.5024	
2.133	151.8848	88.56941	0.50242	
2.134	151.8872	88.56214	0.50242	
2.135	151.8896	88.57688	0.50244	
2.136	151.892	88.59164	0.50246	
2.137	151.8944	88.60627	0.50248	
2.138	151.8968	88.62093	0.5025	
2.139	151.8992	88.63546	0.50252	
2.14	151.9017	88.65002	0.50254	
2.141	151.9041	88.66453	0.50256	
2.142	151.9066	88.67892	0.50258	
2.143	151.9091	88.69333	0.5026	
2.144	151.9116	88.70763	0.50262	
2.145	151.9141	88.72195	0.50264	
2.146	151.9167	88.71417	0.50264	
2.147	151.9192	88.72841	0.50266	
2.148	151.9218	88.74266	0.50268	
2.149	151.9243	88.7568	0.5027	
2.15	151.9269	88.77095	0.50272	
2.151	151.9295	88.785	0.50274	
2.152	151.9321	88.79906	0.50276	
2.153	151.9347	88.81302	0.50278	
2.154	151.9373	88.82699	0.5028	
2.155	151.94	88.84092	0.50282	
2.156	151.9427	88.85473	0.50284	
2.157	151.9453	88.86856	0.50286	
2.158	151.948	88.86031	0.50286	
2.159	151.9507	88.87406	0.50288	
2.16	151.9534	88.88784	0.5029	
2.161	151.9561	88.9015	0.50292	
2.162	151.9589	88.91519	0.50294	
2.163	151.9616	88.92877	0.50296	
2.164	151.9644	88.94237	0.50298	
2.165	151.9672	88.95585	0.503	
2.166	151.97	88.96935	0.50302	
2.167	151.9728	88.98281	0.50304	
2.168	151.9756	88.99617	0.50306	
2.169	151.9784	89.00954	0.50308	
2.17	151.9813	89.00082	0.50308	
2.171	151.9841	89.01413	0.5031	
2.172	151.9869	89.02744	0.50312	
2.173	151.9898	89.04066	0.50314	
2.174	151.9927	89.05389	0.50316	
2.175	151.9956	89.06702	0.50318	
2.176	151.9985	89.08016	0.5032	
2.177	152.0014	89.0932	0.50322	
2.178	152.0043	89.10625	0.50324	
2.179	152.0073	89.11927	0.50326	
2.18	152.0103	89.13218	0.50328	
2.181	152.0132	89.14511	0.5033	
2.182	152.0162	89.13596	0.5033	
2.183	152.0192	89.14882	0.50332	
2.184	152.0222	89.16171	0.50334	
2.185	152.0252	89.17448	0.50336	
2.186	152.0282	89.18729	0.50338	
2.187	152.0313	89.19998	0.5034	
2.188	152.0343	89.21269	0.50342	
2.189	152.0374	89.2253	0.50344	
2.19	152.0405	89.23794	0.50346	
2.191	152.0435	89.25053	0.50348	
2.192	152.0466	89.26302	0.5035	
2.193	152.0498	89.27553	0.50352	
2.194	152.0529	89.26595	0.50352	
2.195	152.056	89.2784	0.50354	
2.196	152.0591	89.29087	0.50356	
2.197	152.0623	89.30323	0.50358	
2.198	152.0654	89.31561	0.5036	
2.199	152.0686	89.3279	0.50362	
2.2	152.0718	89.34021	0.50364	
2.201	152.075	89.3524	0.50366	
2.202	152.0782	89.36463	0.50368	
2.203	152.0814	89.37682	0.5037	
2.204	152.0846	89.38889	0.50372	
2.205	152.0879	89.40101	0.50374	
2.206	152.0912	89.39104	0.50374	
2.207	152.0944	89.40308	0.50376	
2.208	152.0977	89.41515	0.50378	
2.209	152.1009	89.42712	0.5038	
2.21	152.1042	89.4391	0.50382	
2.211	152.1075	89.451	0.50384	
2.212	152.1108	89.46291	0.50386	
2.213	152.1142	89.47472	0.50388	
2.214	152.1175	89.48656	0.5039	
2.215	152.1208	89.49836	0.50392	
2.216	152.1242	89.51006	0.50394	
2.217	152.1276	89.52177	0.50396	
2.218	152.131	89.51142	0.50396	
2.219	152.1343	89.52309	0.50398	
2.22	152.1377	89.53477	0.504	
2.221	152.1411	89.54636	0.50402	
2.222	152.1445	89.55798	0.50404	
2.223	152.1479	89.56948	0.50406	
2.224	152.1514	89.58102	0.50408	
2.225	152.1548	89.59246	0.5041	
2.226	152.1583	89.60393	0.50412	
2.227	152.1617	89.61535	0.50414	
2.228	152.1652	89.62668	0.50416	
2.229	152.1687	89.63803	0.50418	
2.23	152.1722	89.6273	0.50418	
2.231	152.1757	89.63861	0.5042	
2.232	152.1792	89.64993	0.50422	
2.233	152.1827	89.66116	0.50424	
2.234	152.1863	89.67241	0.50426	
2.235	152.1898	89.68356	0.50428	
2.236	152.1934	89.69474	0.5043	
2.237	152.1969	89.70581	0.50432	
2.238	152.2005	89.71693	0.50434	
2.239	152.2041	89.72794	0.50436	
2.24	152.2077	89.73898	0.50438	
2.241	152.2113	89.74997	0.5044	
2.242	152.2149	89.7389	0.5044	
2.243	152.2185	89.74985	0.50442	
2.244	152.2221	89.76083	0.50444	
2.245	152.2258	89.77171	0.50446	
2.246	152.2294	89.78261	0.50448	
2.247	152.233	89.79342	0.5045	
2.248	152.2367	89.80425	0.50452	
2.249	152.2404	89.81499	0.50454	
2.25	152.2441	89.82576	0.50456	
2.251	152.2478	89.83643	0.50458	
2.252	152.2515	89.84713	0.5046	
2.253	152.2552	89.8578	0.50462	
2.254	152.2589	89.84639	0.50462	
2.255	152.2626	89.85701	0.50464	
2.256	152.2664	89.86765	0.50466	
2.257	152.2701	89.8782	0.50468	
2.258	152.2738	89.88877	0.5047	
2.259	152.2776	89.89925	0.50472	
2.26	152.2814	89.90976	0.50474	
2.261	152.2852	89.92017	0.50476	
2.262	152.289	89.93061	0.50478	
2.263	152.2928	89.94096	0.5048	
2.264	152.2966	89.95134	0.50482	
2.265	152.3004	89.96169	0.50484	
2.266	152.3042	89.94995	0.50484	
2.267	152.3081	89.96025	0.50486	
2.268	152.3119	89.97057	0.50488	
2.269	152.3157	89.9808	0.5049	
2.27	152.3196	89.99107	0.50492	
2.271	152.3234	90.00123	0.50494	
2.272	152.3273	90.01142	0.50496	
2.273	152.3312	90.02151	0.50498	
2.274	152.3351	90.03165	0.505	
2.275	152.339	90.04168	0.50502	
2.276	152.3429	90.05175	0.50504	
2.277	152.3468	90.06178	0.50506	
2.278	152.3508	90.04975	0.50506	
2.279	152.3547	90.05975	0.50508	
2.28	152.3586	90.06976	0.5051	
2.281	152.3626	90.07969	0.50512	
2.282	152.3665	90.08965	0.50514	
2.283	152.3705	90.09951	0.50516	
2.284	152.3745	90.1094	0.50518	
2.285	152.3784	90.1192	0.5052	
2.286	152.3824	90.12904	0.50522	
2.287	152.3864	90.13877	0.50524	
2.288	152.3904	90.14855	0.50526	
2.289	152.3945	90.15829	0.50528	
2.29	152.3985	90.14596	0.50528	
2.291	152.4025	90.15565	0.5053	
2.292	152.4065	90.16538	0.50532	
2.293	152.4106	90.17503	0.50534	
2.294	152.4146	90.18469	0.50536	
2.295	152.4187	90.19427	0.50538	
2.296	152.4227	90.20387	0.5054	
2.297	152.4268	90.21339	0.50542	
2.298	152.4309	90.22293	0.50544	
2.299	152.435	90.23238	0.50546	
2.3	152.4391	90.24187	0.50548	
2.301	152.4432	90.25134	0.5055	
2.302	152.4473	90.23872	0.5055	
2.303	152.4514	90.24815	0.50552	
2.304	152.4556	90.2576	0.50554	
2.305	152.4597	90.26695	0.50556	
2.306	152.4638	90.27634	0.50558	
2.307	152.468	90.28564	0.5056	
2.308	152.4721	90.29498	0.50562	
2.309	152.4763	90.30421	0.50564	
2.31	152.4805	90.3135	0.50566	
2.311	152.4846	90.32268	0.50568	
2.312	152.4888	90.33189	0.5057	
2.313	152.493	90.34102	0.50572	
2.314	152.4973	90.32814	0.50572	
2.315	152.5014	90.33736	0.50574	
2.316	152.5056	90.34653	0.50576	
2.317	152.5099	90.35562	0.50578	
2.318	152.5141	90.36475	0.5058	
2.319	152.5183	90.37378	0.50582	
2.32	152.5226	90.38286	0.50584	
2.321	152.5268	90.39183	0.50586	
2.322	152.5311	90.40085	0.50588	
2.323	152.5353	90.40976	0.5059	
2.324	152.5396	90.41872	0.50592	
2.325	152.5439	90.42759	0.50594	
2.326	152.5482	90.41445	0.50594	
2.327	152.5525	90.42341	0.50596	
2.328	152.5568	90.43233	0.50598	
2.329	152.5611	90.44117	0.506	
2.33	152.5654	90.45004	0.50602	
2.331	152.5697	90.45882	0.50604	
2.332	152.574	90.46764	0.50606	
2.333	152.5783	90.47636	0.50608	
2.334	152.5827	90.48513	0.5061	
2.335	152.587	90.4938	0.50612	
2.336	152.5914	90.50251	0.50614	
2.337	152.5958	90.51112	0.50616	
2.338	152.6001	90.49775	0.50616	
2.339	152.6045	90.50645	0.50618	
2.34	152.6089	90.51514	0.5062	
2.341	152.6133	90.52373	0.50622	
2.342	152.6176	90.53236	0.50624	
2.343	152.622	90.5409	0.50626	
2.344	152.6264	90.54947	0.50628	
2.345	152.6308	90.55796	0.5063	
2.346	152.6353	90.56649	0.50632	
2.347	152.6397	90.57492	0.50634	
2.348	152.6441	90.58339	0.50636	
2.349	152.6486	90.59177	0.50638	
2.35	152.653	90.57815	0.50638	
2.351	152.6575	90.58662	0.5064	
2.352	152.6619	90.59507	0.50642	
2.353	152.6664	90.60343	0.50644	
2.354	152.6708	90.61183	0.50646	
2.355	152.6753	90.62013	0.50648	
2.356	152.6798	90.62849	0.5065	
2.357	152.6842	90.63674	0.50652	
2.358	152.6888	90.64503	0.50654	
2.359	152.6933	90.65324	0.50656	
2.36	152.6978	90.66148	0.50658	
2.361	152.7023	90.66963	0.5066	
2.362	152.7068	90.65578	0.5066	
2.363	152.7113	90.66404	0.50662	
2.364	152.7159	90.67226	0.50664	
2.365	152.7204	90.6804	0.50666	
2.366	152.7249	90.68857	0.50668	
2.367	152.7295	90.69665	0.5067	
2.368	152.734	90.70477	0.50672	
2.369	152.7386	90.71281	0.50674	
2.37	152.7431	90.72089	0.50676	
2.371	152.7477	90.72887	0.50678	
2.372	152.7523	90.73689	0.5068	
2.373	152.7569	90.74483	0.50682	
2.374	152.7615	90.73077	0.50682	
2.375	152.7661	90.7388	0.50684	
2.376	152.7707	90.74681	0.50686	
2.377	152.7753	90.75472	0.50688	
2.378	152.7798	90.76269	0.5069	
2.379	152.7845	90.77056	0.50692	
2.38	152.7891	90.77847	0.50694	
2.381	152.7937	90.78629	0.50696	
2.382	152.7983	90.79416	0.50698	
2.383	152.803	90.80193	0.507	
2.384	152.8076	90.80975	0.50702	
2.385	152.8123	90.81748	0.50704	
2.386	152.817	90.80321	0.50704	
2.387	152.8216	90.81104	0.50706	
2.388	152.8263	90.81877	0.50708	
2.389	152.8309	90.82655	0.5071	
2.39	152.8356	90.8343	0.50712	
2.391	152.8403	90.84196	0.50714	
2.392	152.845	90.84968	0.50716	
2.393	152.8497	90.8573	0.50718	
2.394	152.8544	90.86495	0.5072	
2.395	152.8591	90.87253	0.50722	
2.396	152.8638	90.88015	0.50724	
2.397	152.8685	90.88767	0.50726	
2.398	152.8733	90.87321	0.50726	
2.399	152.878	90.88083	0.50728	
2.4	152.8827	90.88837	0.5073	
2.401	152.8874	90.89595	0.50732	
2.402	152.8922	90.90351	0.50734	
2.403	152.8969	90.91098	0.50736	
2.404	152.9017	90.9185	0.50738	
2.405	152.9064	90.92593	0.5074	
2.406	152.9112	90.93339	0.50742	
2.407	152.916	90.94077	0.50744	
2.408	152.9207	90.94819	0.50746	
2.409	152.9255	90.95553	0.50748	
2.41	152.9303	90.94086	0.50748	
2.411	152.9351	90.9483	0.5075	
2.412	152.9399	90.95565	0.50752	
2.413	152.9447	90.96304	0.50754	
2.414	152.9495	90.97041	0.50756	
2.415	152.9543	90.97769	0.50758	
2.416	152.9591	90.98502	0.5076	
2.417	152.9639	90.99226	0.50762	
2.418	152.9687	90.99954	0.50764	
2.419	152.9736	91.00673	0.50766	
2.42	152.9784	91.01397	0.50768	
2.421	152.9833	91.02113	0.5077	
2.422	152.9881	91.00628	0.5077	
2.423	152.993	91.01353	0.50772	
2.424	152.9978	91.0207	0.50774	
2.425	153.0026	91.02791	0.50776	
2.426	153.0075	91.0351	0.50778	
2.427	153.0124	91.04221	0.5078	
2.428	153.0172	91.04935	0.50782	
2.429	153.0221	91.0564	0.50784	
2.43	153.027	91.06351	0.50786	
2.431	153.0319	91.07053	0.50788	
2.432	153.0368	91.07759	0.5079	
2.433	153.0417	91.08456	0.50792	
2.434	153.0466	91.06954	0.50792	
2.435	153.0515	91.07661	0.50794	
2.436	153.0564	91.08361	0.50796	
2.437	153.0613	91.09064	0.50798	
2.438	153.0662	91.09766	0.508	
2.439	153.0712	91.10459	0.50802	
2.44	153.0761	91.11156	0.50804	
2.441	153.081	91.11845	0.50806	
2.442	153.086	91.12538	0.50808	
2.443	153.0909	91.13223	0.5081	
2.444	153.0959	91.13911	0.50812	
2.445	153.1008	91.14592	0.50814	
2.446	153.1058	91.13072	0.50814	
2.447	153.1107	91.13763	0.50816	
2.448	153.1157	91.14446	0.50818	
2.449	153.1207	91.15133	0.5082	
2.45	153.1256	91.15817	0.50822	
2.451	153.1306	91.16494	0.50824	
2.452	153.1356	91.17175	0.50826	
2.453	153.1406	91.17847	0.50828	
2.454	153.1456	91.18523	0.5083	
2.455	153.1506	91.19191	0.50832	
2.456	153.1556	91.19864	0.50834	
2.457	153.1606	91.20528	0.50836	
2.458	153.1656	91.18993	0.50836	
2.459	153.1706	91.19669	0.50838	
2.46	153.1756	91.20335	0.5084	
2.461	153.1806	91.21005	0.50842	
2.462	153.1857	91.21674	0.50844	
2.463	153.1907	91.22334	0.50846	
2.464	153.1957	91.22999	0.50848	
2.465	153.2008	91.23656	0.5085	
2.466	153.2058	91.24317	0.50852	
2.467	153.2109	91.24969	0.50854	
2.468	153.2159	91.25626	0.50856	
2.469	153.221	91.26275	0.50858	
2.47	153.2261	91.24724	0.50858	
2.471	153.2311	91.25384	0.5086	
2.472	153.2362	91.26035	0.50862	
2.473	153.2412	91.26689	0.50864	
2.474	153.2463	91.27337	0.50866	
2.475	153.2514	91.27988	0.50868	
2.476	153.2565	91.28638	0.5087	
2.477	153.2616	91.29279	0.50872	
2.478	153.2666	91.29925	0.50874	
2.479	153.2718	91.30562	0.50876	
2.48	153.2769	91.31203	0.50878	
2.481	153.282	91.31837	0.5088	
2.482	153.2871	91.30272	0.5088	
2.483	153.2922	91.30917	0.50882	
2.484	153.2973	91.31552	0.50884	
2.485	153.3024	91.32193	0.50886	
2.486	153.3075	91.32825	0.50888	
2.487	153.3127	91.33463	0.5089	
2.488	153.3178	91.34097	0.50892	
2.489	153.3229	91.34724	0.50894	
2.49	153.3281	91.35355	0.50896	
2.491	153.3332	91.35977	0.50898	
2.492	153.3384	91.36605	0.509	
2.493	153.3435	91.37224	0.50902	
2.494	153.3487	91.35644	0.50902	
2.495	153.3539	91.36274	0.50904	
2.496	153.359	91.36896	0.50906	
2.497	153.3642	91.37522	0.50908	
2.498	153.3693	91.38139	0.5091	
2.499	153.3745	91.38763	0.50912	
2.5	153.3797	91.39384	0.50914	
2.501	153.3849	91.39996	0.50916	
2.502	153.3901	91.40613	0.50918	
2.503	153.3953	91.38998	0.5091798	
2.504	153.4005	91.3739	0.5091795	
2.505	153.4056	91.35789	0.5091793	
2.506	153.4107	91.34193	0.5091791	
2.507	153.4158	91.32605	0.5091788	
2.508	153.4209	91.31023	0.5091786	
2.509	153.426	91.29453	0.5091784	
2.51	153.4311	91.27882	0.5091782	
2.511	153.4361	91.2632	0.5091779	
2.512	153.4411	91.24768	0.5091777	
2.513	153.4461	91.23244	0.5091777	
2.514	153.4511	91.21699	0.5091775	
2.515	153.456	91.20167	0.5091773	
2.516	153.461	91.18634	0.5091771	
2.517	153.4659	91.17113	0.5091769	
2.518	153.4707	91.156	0.5091767	
2.519	153.4756	91.14085	0.5091765	
2.52	153.4805	91.12583	0.5091763	
2.521	153.4853	91.11087	0.5091761	
2.522	153.4901	91.09598	0.509176	
2.523	153.4949	91.08107	0.5091757	
2.524	153.4997	91.06649	0.5091757	
2.525	153.5044	91.05177	0.5091755	
2.526	153.5092	91.03709	0.5091754	
2.527	153.5139	91.02249	0.5091752	
2.528	153.5186	91.00794	0.509175	
2.529	153.5233	90.99346	0.5091748	
2.53	153.5279	90.97903	0.5091746	
2.531	153.5326	90.96465	0.5091745	
2.532	153.5372	90.95034	0.5091743	
2.533	153.5418	90.93608	0.5091741	
2.534	153.5464	90.92195	0.509174	
2.535	153.5509	90.908	0.509174	
2.536	153.5555	90.89391	0.5091738	
2.537	153.56	90.87988	0.5091736	
2.538	153.5645	90.86591	0.5091735	
2.539	153.569	90.85205	0.5091733	
2.54	153.5735	90.83818	0.5091732	
2.541	153.5779	90.82437	0.509173	
2.542	153.5824	90.81068	0.5091729	
2.543	153.5868	90.79698	0.5091727	
2.544	153.5912	90.7834	0.5091726	
2.545	153.5956	90.76981	0.5091724	
2.546	153.5999	90.75647	0.5091724	
2.547	153.6043	90.74306	0.5091723	
2.548	153.6086	90.72962	0.5091721	
2.549	153.6129	90.71631	0.509172	
2.55	153.6172	90.70306	0.5091718	
2.551	153.6215	90.68978	0.5091717	
2.552	153.6258	90.67664	0.5091715	
2.553	153.63	90.66354	0.5091714	
2.554	153.6342	90.65043	0.5091712	
2.555	153.6384	90.63743	0.5091711	
2.556	153.6426	90.62449	0.509171	
2.557	153.6468	90.61173	0.509171	
2.558	153.651	90.59889	0.5091709	
2.559	153.6551	90.58611	0.5091708	
2.56	153.6592	90.5733	0.5091706	
2.561	153.6633	90.56062	0.5091705	
2.562	153.6674	90.54798	0.5091704	
2.563	153.6715	90.5354	0.5091702	
2.564	153.6756	90.52287	0.5091701	
2.565	153.6796	90.51038	0.50917	
2.566	153.6836	90.49795	0.5091699	
2.567	153.6877	90.48557	0.5091698	
2.568	153.6917	90.47336	0.5091698	
2.569	153.6956	90.46107	0.5091696	
2.57	153.6996	90.44884	0.5091695	
2.571	153.7035	90.43665	0.5091694	
2.572	153.7075	90.42451	0.5091693	
2.573	153.7114	90.41249	0.5091692	
2.574	153.7153	90.40045	0.5091691	
2.575	153.7192	90.38845	0.509169	
2.576	153.723	90.3765	0.5091689	
2.577	153.7269	90.36461	0.5091687	
2.578	153.7307	90.35282	0.5091687	
2.579	153.7345	90.34115	0.5091687	
2.58	153.7383	90.32938	0.5091686	
2.581	153.7421	90.31767	0.5091684	
2.582	153.7459	90.30608	0.5091684	
2.583	153.7497	90.29446	0.5091683	
2.584	153.7534	90.28289	0.5091681	
2.585	153.7571	90.27143	0.5091681	
2.586	153.7608	90.25996	0.509168	
2.587	153.7646	90.24851	0.5091679	
2.588	153.7682	90.2372	0.5091678	
2.589	153.7719	90.22585	0.5091677	
2.59	153.7755	90.21469	0.5091677	
2.591	153.7792	90.2035	0.5091676	
2.592	153.7828	90.1923	0.5091675	
2.593	153.7864	90.1812	0.5091674	
2.594	153.79	90.17008	0.5091673	
2.595	153.7936	90.15907	0.5091673	
2.596	153.7972	90.14804	0.5091671	
2.597	153.8007	90.13712	0.5091671	
2.598	153.8043	90.12624	0.509167	
2.599	153.8078	90.11534	0.5091669	
2.6	153.8113	90.10455	0.5091668	
2.601	153.8148	90.09387	0.5091668	
2.602	153.8183	90.08311	0.5091667	
2.603	153.8217	90.07245	0.5091667	
2.604	153.8252	90.06183	0.5091666	
2.605	153.8286	90.05119	0.5091665	
2.606	153.8321	90.04066	0.5091664	
2.607	153.8355	90.03017	0.5091664	
2.608	153.8389	90.01971	0.5091663	
2.609	153.8423	90.00925	0.5091662	
2.61	153.8456	89.99888	0.5091661	
2.611	153.849	89.98856	0.5091661	
2.612	153.8523	89.97834	0.5091661	
2.613	153.8557	89.9681	0.509166	
2.614	153.859	89.95783	0.5091659	
2.615	153.8623	89.94767	0.5091658	
2.616	153.8656	89.93755	0.5091658	
2.617	153.8689	89.92747	0.5091657	
2.618	153.8721	89.91743	0.5091656	
2.619	153.8754	89.90743	0.5091656	
2.62	153.8786	89.89748	0.5091655	
2.621	153.8818	89.88756	0.5091655	
2.622	153.885	89.87762	0.5091653	
2.623	153.8882	89.86784	0.5091653	
2.624	153.8914	89.85804	0.5091653	
2.625	153.8946	89.84828	0.5091652	
2.626	153.8978	89.83856	0.5091652	
2.627	153.9009	89.82888	0.5091651	
2.628	153.904	89.81924	0.509165	
2.629	153.9072	89.80963	0.509165	
2.63	153.9103	89.80006	0.5091649	
2.631	153.9134	89.79053	0.5091649	
2.632	153.9164	89.78104	0.5091648	
2.633	153.9195	89.77159	0.5091648	
2.634	153.9226	89.76224	0.5091648	
2.635	153.9256	89.75287	0.5091647	
2.636	153.9287	89.74352	0.5091646	
2.637	153.9317	89.73422	0.5091646	
2.638	153.9347	89.72501	0.5091646	
2.639	153.9377	89.71579	0.5091645	
2.64	153.9407	89.7066	0.5091645	
2.641	153.9436	89.69745	0.5091644	
2.642	153.9466	89.68832	0.5091643	
2.643	153.9496	89.67924	0.5091643	
2.644	153.9525	89.6702	0.5091642	
2.645	153.9554	89.66125	0.5091642	
2.646	153.9583	89.65228	0.5091642	
2.647	153.9613	89.64341	0.5091642	
2.648	153.9641	89.63451	0.5091641	
2.649	153.967	89.62564	0.509164	
2.65	153.9699	89.61681	0.509164	
2.651	153.9727	89.60802	0.5091639	
2.652	153.9756	89.59932	0.5091639	
2.653	153.9784	89.59059	0.5091639	
2.654	153.9812	89.58189	0.5091638	
2.655	153.9841	89.57324	0.5091637	
2.656	153.9869	89.56468	0.5091637	
2.657	153.9897	89.55616	0.5091637	
2.658	153.9924	89.54762	0.5091637	
2.659	153.9952	89.53909	0.5091636	
2.66	153.998	89.53061	0.5091636	
2.661	154.0007	89.52222	0.5091636	
2.662	154.0034	89.5138	0.5091635	
2.663	154.0061	89.50542	0.5091634	
2.664	154.0089	89.49706	0.5091634	
2.665	154.0116	89.48882	0.5091634	
2.666	154.0143	89.48053	0.5091633	
2.667	154.0169	89.47234	0.5091633	
2.668	154.0196	89.46413	0.5091633	
2.669	154.0223	89.45601	0.5091633	
2.67	154.0249	89.44785	0.5091632	
2.671	154.0275	89.4398	0.5091632	
2.672	154.0302	89.43171	0.5091631	
2.673	154.0328	89.42365	0.5091631	
2.674	154.0354	89.4157	0.5091631	
2.675	154.038	89.40771	0.509163	
2.676	154.0406	89.39975	0.509163	
2.677	154.0432	89.39188	0.509163	
2.678	154.0457	89.38406	0.509163	
