Time	Angle	
2.365	0.685671	
2.366	0.684291	
2.367	0.6829097	
2.368	0.6815273	
2.369	0.6801435	
2.37	0.6787586	
2.371	0.6773725	
2.372	0.675985	
2.373	0.6745964	
2.374	0.6732066	
2.375	0.6718156	
2.376	0.6704232	
2.377	0.6690297	
2.378	0.6676349	
2.379	0.666239	
2.38	0.6648419	
2.381	0.6634435	
2.382	0.6620439	
2.383	0.6606432	
2.384	0.6592412	
2.385	0.657838	
2.386	0.6564336	
2.387	0.6550281	
2.388	0.6536213	
2.389	0.6522133	
2.39	0.6508042	
2.391	0.6493938	
2.392	0.6479823	
2.393	0.6465696	
2.394	0.6451557	
2.395	0.6437406	
2.396	0.6423243	
2.397	0.6409069	
2.398	0.6394883	
2.399	0.6380686	
2.4	0.6366476	
2.401	0.6352255	
2.402	0.6338022	
2.403	0.6323779	
2.404	0.6309524	
2.405	0.6295257	
2.406	0.6280978	
2.407	0.6266688	
2.408	0.6252387	
2.409	0.6238073	
2.41	0.6223748	
2.411	0.6209412	
2.412	0.6195065	
2.413	0.6180707	
2.414	0.6166337	
2.415	0.6151955	
2.416	0.6137562	
2.417	0.6123157	
2.418	0.6108742	
2.419	0.6094316	
2.42	0.6079878	
2.421	0.6065428	
2.422	0.6050968	
2.423	0.6036497	
2.424	0.6022013	
2.425	0.600752	
2.426	0.5993015	
2.427	0.5978499	
2.428	0.5963971	
2.429	0.5949433	
2.43	0.5934885	
2.431	0.5920325	
2.432	0.5905754	
2.433	0.5891172	
2.434	0.5876579	
2.435	0.5861976	
2.436	0.5847361	
2.437	0.5832736	
2.438	0.5818101	
2.439	0.5803454	
2.44	0.5788796	
2.441	0.5774127	
2.442	0.5759448	
2.443	0.5744758	
2.444	0.5730057	
2.445	0.5715346	
2.446	0.5700625	
2.447	0.5685892	
2.448	0.5671149	
2.449	0.5656396	
2.45	0.5641633	
2.451	0.5626858	
2.452	0.5612074	
2.453	0.5597278	
2.454	0.5582473	
2.455	0.5567657	
2.456	0.555283	
2.457	0.5537993	
2.458	0.5523146	
2.459	0.5508289	
2.46	0.549342	
2.461	0.5478543	
2.462	0.5463655	
2.463	0.5448757	
2.464	0.5433848	
2.465	0.541893	
2.466	0.5404	
2.467	0.5389062	
2.468	0.5374113	
2.469	0.5359154	
2.47	0.5344185	
2.471	0.5329206	
2.472	0.5314217	
2.473	0.5299218	
2.474	0.5284209	
2.475	0.5269191	
2.476	0.5254163	
2.477	0.5239124	
2.478	0.5224076	
2.479	0.5209018	
2.48	0.5193951	
2.481	0.5178872	
2.482	0.5163786	
2.483	0.5148689	
2.484	0.5133582	
2.485	0.5118466	
2.486	0.510334	
2.487	0.5088205	
2.488	0.507306	
2.489	0.5057906	
2.49	0.5042742	
2.491	0.502757	
2.492	0.5012387	
2.493	0.4997195	
2.494	0.4981994	
2.495	0.4966782	
2.496	0.4951563	
2.497	0.4936333	
2.498	0.4921094	
2.499	0.4905847	
2.5	0.4890589	
2.501	0.4875323	
2.502	0.4860048	
2.503	0.4844763	
2.504	0.4829469	
2.505	0.4814166	
2.506	0.4798853	
2.507	0.4783533	
2.508	0.4768203	
2.509	0.4752863	
2.51	0.4737515	
2.511	0.4722158	
2.512	0.4706793	
2.513	0.4691417	
2.514	0.4676034	
2.515	0.4660641	
2.516	0.464524	
2.517	0.462983	
2.518	0.461441	
2.519	0.4598983	
2.52	0.4583547	
2.521	0.4568101	
2.522	0.4552648	
2.523	0.4537185	
2.524	0.4521714	
2.525	0.4506235	
2.526	0.4490747	
2.527	0.4475251	
2.528	0.4459746	
2.529	0.4444233	
2.53	0.442871	
2.531	0.441318	
2.532	0.4397641	
2.533	0.4382094	
2.534	0.4366539	
2.535	0.4350975	
2.536	0.4335403	
2.537	0.4319823	
2.538	0.4304235	
2.539	0.4288638	
2.54	0.4273034	
2.541	0.4257421	
2.542	0.42418	
2.543	0.422617	
2.544	0.4210534	
2.545	0.4194888	
2.546	0.4179235	
2.547	0.4163575	
2.548	0.4147905	
2.549	0.4132228	
2.55	0.4116544	
2.551	0.4100851	
2.552	0.4085151	
2.553	0.4069442	
2.554	0.4053726	
2.555	0.4038002	
2.556	0.4022271	
2.557	0.4006532	
2.558	0.3990785	
2.559	0.3975031	
2.56	0.3959269	
2.561	0.3943499	
2.562	0.3927722	
2.563	0.3911937	
2.564	0.3896145	
2.565	0.3880346	
2.566	0.3864539	
2.567	0.3848725	
2.568	0.3832903	
2.569	0.3817074	
2.57	0.3801238	
2.571	0.3785394	
2.572	0.3769543	
2.573	0.3753685	
2.574	0.373782	
2.575	0.3721947	
2.576	0.3706068	
2.577	0.3690181	
2.578	0.3674288	
2.579	0.3658387	
2.58	0.3642479	
2.581	0.3626565	
2.582	0.3610643	
2.583	0.3594714	
2.584	0.3578779	
2.585	0.3562836	
2.586	0.3546887	
2.587	0.3530931	
2.588	0.3514968	
2.589	0.3498999	
2.59	0.3483023	
2.591	0.346704	
2.592	0.3451051	
2.593	0.3435055	
2.594	0.3419052	
2.595	0.3403043	
2.596	0.3387027	
2.597	0.3371004	
2.598	0.3354976	
2.599	0.333894	
2.6	0.3322899	
2.601	0.3306851	
2.602	0.3290796	
2.603	0.3274736	
2.604	0.3258668	
2.605	0.3242595	
2.606	0.3226515	
2.607	0.321043	
2.608	0.3194337	
2.609	0.3178239	
2.61	0.3162134	
2.611	0.3146024	
2.612	0.3129908	
2.613	0.3113785	
2.614	0.3097656	
2.615	0.3081522	
2.616	0.3065381	
2.617	0.3049235	
2.618	0.3033082	
2.619	0.3016924	
2.62	0.300076	
2.621	0.2984591	
2.622	0.2968415	
2.623	0.2952234	
2.624	0.2936046	
2.625	0.2919854	
2.626	0.2903656	
2.627	0.2887452	
2.628	0.2871242	
2.629	0.2855028	
2.63	0.2838807	
2.631	0.2822581	
2.632	0.2806349	
2.633	0.2790113	
2.634	0.277387	
2.635	0.2757623	
2.636	0.274137	
2.637	0.2725111	
2.638	0.2708848	
2.639	0.2692578	
2.64	0.2676305	
2.641	0.2660025	
2.642	0.2643741	
2.643	0.2627451	
2.644	0.2611157	
2.645	0.2594857	
2.646	0.2578552	
2.647	0.2562242	
2.648	0.2545927	
2.649	0.2529607	
2.65	0.2513283	
2.651	0.2496953	
2.652	0.2480619	
2.653	0.246428	
2.654	0.2447936	
2.655	0.2431587	
2.656	0.2415234	
2.657	0.2398876	
2.658	0.2382513	
2.659	0.2366146	
2.66	0.2349773	
2.661	0.2333397	
2.662	0.2317016	
2.663	0.230063	
2.664	0.228424	
2.665	0.2267845	
2.666	0.2251446	
2.667	0.2235043	
2.668	0.2218635	
2.669	0.2202224	
2.67	0.2185807	
2.671	0.2169387	
2.672	0.2152962	
2.673	0.2136533	
2.674	0.21201	
2.675	0.2103663	
2.676	0.2087222	
2.677	0.2070777	
2.678	0.2054327	
2.679	0.2037874	
2.68	0.2021416	
2.681	0.2004955	
2.682	0.198849	
2.683	0.1972021	
2.684	0.1955548	
2.685	0.1939071	
2.686	0.192259	
2.687	0.1906106	
2.688	0.1889618	
2.689	0.1873126	
2.69	0.1856631	
2.691	0.1840132	
2.692	0.182363	
2.693	0.1807124	
2.694	0.1790614	
2.695	0.1774101	
2.696	0.1757585	
2.697	0.1741065	
2.698	0.1724541	
2.699	0.1708014	
2.7	0.1691484	
2.701	0.1674951	
2.702	0.1658414	
2.703	0.1641875	
2.704	0.1625331	
2.705	0.1608785	
2.706	0.1592236	
2.707	0.1575683	
2.708	0.1559128	
2.709	0.1542569	
2.71	0.1526007	
2.711	0.1509443	
2.712	0.1492875	
2.713	0.1476304	
2.714	0.1459731	
2.715	0.1443155	
2.716	0.1426576	
2.717	0.1409994	
2.718	0.139341	
2.719	0.1376822	
2.72	0.1360232	
2.721	0.1343639	
2.722	0.1327044	
2.723	0.1310446	
2.724	0.1293846	
2.725	0.1277243	
2.726	0.1260637	
2.727	0.1244029	
2.728	0.1227419	
2.729	0.1210806	
2.73	0.1194191	
2.731	0.1177574	
2.732	0.1160954	
2.733	0.1144332	
2.734	0.1127707	
2.735	0.1111081	
2.736	0.1094452	
2.737	0.1077821	
2.738	0.1061188	
2.739	0.1044553	
2.74	0.1027916	
2.741	0.1011277	
2.742	0.0994636	
2.743	0.09779929	
2.744	0.0961348	
2.745	0.09447014	
2.746	0.09280526	
2.747	0.09114021	
2.748	0.08947499	
2.749	0.08780959	
2.75	0.08614402	
2.751	0.08447828	
2.752	0.08281238	
2.753	0.0811463	
2.754	0.07948007	
2.755	0.07781369	
2.756	0.07614715	
2.757	0.07448047	
2.758	0.07281362	
2.759	0.07114664	
2.76	0.06947954	
2.761	0.06781229	
2.762	0.06614491	
2.763	0.0644774	
2.764	0.06280977	
2.765	0.06114199	
2.766	0.05947411	
2.767	0.05780611	
2.768	0.056138	
2.769	0.05446977	
2.77	0.05280145	
2.771	0.05113301	
2.772	0.04946448	
2.773	0.04779585	
2.774	0.04612712	
2.775	0.04445831	
2.776	0.04278941	
2.777	0.04112042	
2.778	0.03945135	
2.779	0.03778221	
2.78	0.03611299	
2.781	0.0344437	
2.782	0.03277435	
2.783	0.03110493	
2.784	0.02943544	
2.785	0.0277659	
2.786	0.02609631	
2.787	0.02442666	
2.788	0.02275697	
2.789	0.02108723	
2.79	0.01941745	
2.791	0.01774763	
2.792	0.01607778	
2.793	0.01440789	
2.794	0.01273797	
2.795	0.01106803	
2.796	0.009398074	
2.797	0.007728093	
2.798	0.006058099	
2.799	0.004388092	
2.8	0.002718076	
2.801	0.001048054	
2.802	-0.0006219699	
2.803	-0.002291993	
2.804	-0.003962012	
2.805	-0.005632023	
2.806	-0.007302023	
2.807	-0.008972009	
2.808	-0.01064198	
2.809	-0.01231193	
2.81	-0.01398185	
2.811	-0.01565174	
2.812	-0.01732161	
2.813	-0.01899144	
2.814	-0.02066123	
2.815	-0.02233099	
2.816	-0.0240007	
2.817	-0.02567036	
2.818	-0.02733998	
2.819	-0.02900953	
2.82	-0.03067904	
2.821	-0.03234848	
2.822	-0.03401786	
2.823	-0.03568717	
2.824	-0.03735642	
2.825	-0.03902559	
2.826	-0.04069468	
2.827	-0.04236369	
2.828	-0.04403262	
2.829	-0.04570147	
2.83	-0.04737023	
2.831	-0.04903889	
2.832	-0.05070745	
2.833	-0.05237592	
2.834	-0.05404428	
2.835	-0.05571254	
2.836	-0.05738069	
2.837	-0.05904873	
2.838	-0.06071665	
2.839	-0.06238445	
2.84	-0.06405213	
2.841	-0.06571969	
2.842	-0.06738712	
2.843	-0.06905442	
2.844	-0.07072158	
2.845	-0.0723886	
2.846	-0.07405548	
2.847	-0.07572221	
2.848	-0.07738879	
2.849	-0.07905523	
2.85	-0.0807215	
2.851	-0.08238762	
2.852	-0.08405358	
2.853	-0.08571938	
2.854	-0.08738501	
2.855	-0.08905047	
2.856	-0.09071577	
2.857	-0.09238086	
2.858	-0.0940458	
2.859	-0.09571053	
2.86	-0.09737508	
2.861	-0.09903944	
2.862	-0.1007036	
2.863	-0.1023676	
2.864	-0.1040314	
2.865	-0.1056949	
2.866	-0.1073583	
2.867	-0.1090214	
2.868	-0.1106844	
2.869	-0.1123471	
2.87	-0.1140096	
2.871	-0.1156719	
2.872	-0.117334	
2.873	-0.1189958	
2.874	-0.1206574	
2.875	-0.1223187	
2.876	-0.1239799	
2.877	-0.1256407	
2.878	-0.1273013	
2.879	-0.1289617	
2.88	-0.1306219	
2.881	-0.1322817	
2.882	-0.1339414	
2.883	-0.1356007	
2.884	-0.1372598	
2.885	-0.1389186	
2.886	-0.1405772	
2.887	-0.1422354	
2.888	-0.1438935	
2.889	-0.1455512	
2.89	-0.1472086	
2.891	-0.1488657	
2.892	-0.1505226	
2.893	-0.1521792	
2.894	-0.1538354	
2.895	-0.1554914	
2.896	-0.157147	
2.897	-0.1588024	
2.898	-0.1604574	
2.899	-0.1621121	
2.9	-0.1637665	
2.901	-0.1654206	
2.902	-0.1670744	
2.903	-0.1687278	
2.904	-0.1703809	
2.905	-0.1720337	
2.906	-0.1736862	
2.907	-0.1753383	
2.908	-0.17699	
2.909	-0.1786415	
2.91	-0.1802925	
2.911	-0.1819433	
2.912	-0.1835936	
2.913	-0.1852437	
2.914	-0.1868933	
2.915	-0.1885426	
2.916	-0.1901915	
2.917	-0.1918401	
2.918	-0.1934882	
2.919	-0.195136	
2.92	-0.1967834	
2.921	-0.1984304	
2.922	-0.2000771	
2.923	-0.2017233	
2.924	-0.2033692	
2.925	-0.2050147	
2.926	-0.2066597	
2.927	-0.2083044	
2.928	-0.2099486	
2.929	-0.2115925	
2.93	-0.213236	
2.931	-0.214879	
2.932	-0.2165216	
2.933	-0.2181638	
2.934	-0.2198056	
2.935	-0.2214469	
2.936	-0.2230878	
2.937	-0.2247283	
2.938	-0.2263683	
2.939	-0.2280079	
2.94	-0.2296471	
2.941	-0.2312858	
2.942	-0.232924	
2.943	-0.2345618	
2.944	-0.2361992	
2.945	-0.2378361	
2.946	-0.2394725	
2.947	-0.2411085	
2.948	-0.242744	
2.949	-0.244379	
2.95	-0.2460136	
2.951	-0.2476476	
2.952	-0.2492812	
2.953	-0.2509143	
2.954	-0.2525469	
2.955	-0.2541791	
2.956	-0.2558107	
2.957	-0.2574418	
2.958	-0.2590725	
2.959	-0.2607026	
2.96	-0.2623323	
2.961	-0.2639614	
2.962	-0.26559	
2.963	-0.2672181	
2.964	-0.2688457	
2.965	-0.2704728	
2.966	-0.2720994	
2.967	-0.2737254	
2.968	-0.2753509	
2.969	-0.2769759	
2.97	-0.2786003	
2.971	-0.2802242	
2.972	-0.2818475	
2.973	-0.2834704	
2.974	-0.2850926	
2.975	-0.2867143	
2.976	-0.2883355	
2.977	-0.2899561	
2.978	-0.2915761	
2.979	-0.2931955	
2.98	-0.2948144	
2.981	-0.2964327	
2.982	-0.2980505	
2.983	-0.2996677	
2.984	-0.3012842	
2.985	-0.3029002	
2.986	-0.3045156	
2.987	-0.3061305	
2.988	-0.3077447	
2.989	-0.3093584	
2.99	-0.3109715	
2.991	-0.312584	
2.992	-0.3141958	
2.993	-0.3158071	
2.994	-0.3174178	
2.995	-0.3190278	
2.996	-0.3206372	
2.997	-0.322246	
2.998	-0.3238541	
2.999	-0.3254617	
3	-0.3270687	
3.001	-0.328675	
3.002	-0.3302807	
3.003	-0.3318857	
3.004	-0.3334901	
3.005	-0.3350938	
3.006	-0.336697	
3.007	-0.3382994	
3.008	-0.3399012	
3.009	-0.3415023	
3.01	-0.3431028	
3.011	-0.3447027	
3.012	-0.3463018	
3.013	-0.3479004	
3.014	-0.3494982	
3.015	-0.3510954	
3.016	-0.3526919	
3.017	-0.3542877	
3.018	-0.3558828	
3.019	-0.3574772	
3.02	-0.359071	
3.021	-0.360664	
3.022	-0.3622564	
3.023	-0.3638481	
3.024	-0.3654391	
3.025	-0.3670293	
3.026	-0.3686189	
3.027	-0.3702078	
3.028	-0.3717959	
3.029	-0.3733834	
3.03	-0.3749701	
3.031	-0.3765561	
3.032	-0.3781414	
3.033	-0.379726	
3.034	-0.3813099	
3.035	-0.382893	
3.036	-0.3844754	
3.037	-0.386057	
3.038	-0.387638	
3.039	-0.3892181	
3.04	-0.3907976	
3.041	-0.3923762	
3.042	-0.3939542	
3.043	-0.3955313	
3.044	-0.3971078	
3.045	-0.3986834	
3.046	-0.4002583	
3.047	-0.4018325	
3.048	-0.4034058	
3.049	-0.4049785	
3.05	-0.4065503	
3.051	-0.4081214	
3.052	-0.4096917	
3.053	-0.4112612	
3.054	-0.41283	
3.055	-0.4143979	
3.056	-0.415965	
3.057	-0.4175314	
3.058	-0.4190969	
3.059	-0.4206617	
3.06	-0.4222257	
3.061	-0.4237888	
3.062	-0.4253511	
3.063	-0.4269127	
3.064	-0.4284734	
3.065	-0.4300333	
3.066	-0.4315924	
3.067	-0.4331507	
3.068	-0.4347082	
3.069	-0.4362648	
3.07	-0.4378206	
3.071	-0.4393756	
3.072	-0.4409298	
3.073	-0.4424831	
3.074	-0.4440355	
3.075	-0.4455872	
3.076	-0.447138	
3.077	-0.4486879	
3.078	-0.450237	
3.079	-0.4517852	
3.08	-0.4533326	
3.081	-0.4548791	
3.082	-0.4564247	
3.083	-0.4579695	
3.084	-0.4595134	
3.085	-0.4610564	
3.086	-0.4625986	
3.087	-0.4641399	
3.088	-0.4656803	
3.089	-0.4672198	
3.09	-0.4687584	
3.091	-0.4702962	
3.092	-0.4718331	
3.093	-0.4733691	
3.094	-0.4749041	
3.095	-0.4764383	
3.096	-0.4779717	
3.097	-0.479504	
3.098	-0.4810355	
3.099	-0.4825661	
3.1	-0.4840958	
3.101	-0.4856246	
3.102	-0.4871524	
3.103	-0.4886793	
3.104	-0.4902053	
3.105	-0.4917304	
3.106	-0.4932546	
3.107	-0.4947778	
3.108	-0.4963002	
3.109	-0.4978215	
3.11	-0.4993419	
3.111	-0.5008614	
3.112	-0.50238	
3.113	-0.5038976	
3.114	-0.5054142	
3.115	-0.5069299	
3.116	-0.5084447	
3.117	-0.5099585	
3.118	-0.5114713	
3.119	-0.5129831	
3.12	-0.5144941	
3.121	-0.516004	
3.122	-0.517513	
3.123	-0.519021	
3.124	-0.520528	
3.125	-0.522034	
3.126	-0.5235392	
3.127	-0.5250432	
3.128	-0.5265464	
3.129	-0.5280485	
3.13	-0.5295497	
3.131	-0.5310497	
3.132	-0.532549	
3.133	-0.5340471	
3.134	-0.5355443	
3.135	-0.5370405	
3.136	-0.5385357	
3.137	-0.5400299	
3.138	-0.5415231	
3.139	-0.5430152	
3.14	-0.5445064	
3.141	-0.5459965	
3.142	-0.5474857	
3.143	-0.5489737	
3.144	-0.5504608	
3.145	-0.5519469	
3.146	-0.5534319	
3.147	-0.5549159	
3.148	-0.5563989	
3.149	-0.5578807	
3.15	-0.5593616	
3.151	-0.5608414	
3.152	-0.5623203	
3.153	-0.563798	
3.154	-0.5652748	
3.155	-0.5667505	
3.156	-0.5682251	
3.157	-0.5696986	
3.158	-0.5711712	
3.159	-0.5726426	
3.16	-0.5741129	
3.161	-0.5755822	
3.162	-0.5770505	
3.163	-0.5785177	
3.164	-0.5799838	
3.165	-0.5814488	
3.166	-0.5829127	
3.167	-0.5843757	
3.168	-0.5858374	
3.169	-0.5872982	
3.17	-0.5887578	
3.171	-0.5902164	
3.172	-0.5916739	
3.173	-0.5931302	
3.174	-0.5945855	
3.175	-0.5960397	
3.176	-0.5974928	
3.177	-0.5989447	
3.178	-0.6003955	
3.179	-0.6018453	
3.18	-0.603294	
3.181	-0.6047414	
3.182	-0.6061879	
3.183	-0.6076332	
3.184	-0.6090773	
3.185	-0.6105204	
3.186	-0.6119623	
3.187	-0.6134031	
3.188	-0.6148429	
3.189	-0.6162813	
3.19	-0.6177188	
3.191	-0.619155	
3.192	-0.6205902	
3.193	-0.6220242	
3.194	-0.623457	
3.195	-0.6248887	
3.196	-0.6263193	
3.197	-0.6277487	
3.198	-0.629177	
3.199	-0.6306041	
3.2	-0.63203	
3.201	-0.6334548	
3.202	-0.6348785	
3.203	-0.6363009	
3.204	-0.6377221	
3.205	-0.6391422	
3.206	-0.6405612	
3.207	-0.6419789	
3.208	-0.6433954	
3.209	-0.6448108	
3.21	-0.646225	
3.211	-0.6476381	
3.212	-0.6490499	
3.213	-0.6504606	
3.214	-0.6518701	
3.215	-0.6532785	
3.216	-0.6546856	
3.217	-0.6560915	
3.218	-0.6574962	
3.219	-0.6588998	
3.22	-0.6603021	
3.221	-0.6617032	
3.222	-0.6631032	
3.223	-0.6645018	
3.224	-0.6658994	
3.225	-0.6672957	
3.226	-0.6686907	
3.227	-0.6700847	
3.228	-0.6714773	
3.229	-0.6728688	
3.23	-0.674259	
3.231	-0.675648	
3.232	-0.6770358	
3.233	-0.6784224	
3.234	-0.6798077	
3.235	-0.6811917	
3.236	-0.6825746	
3.237	-0.6839562	
3.238	-0.6853365	
3.239	-0.6867157	
3.24	-0.6880936	
3.241	-0.6894702	
3.242	-0.6908455	
3.243	-0.6922197	
3.244	-0.6935926	
3.245	-0.6949642	
3.246	-0.6963347	
3.247	-0.6977038	
3.248	-0.6990716	
3.249	-0.7004383	
3.25	-0.7018037	
3.251	-0.7031677	
3.252	-0.7045305	
3.253	-0.7058921	
3.254	-0.7072524	
3.255	-0.7086114	
3.256	-0.7099691	
3.257	-0.7113256	
3.258	-0.7126807	
3.259	-0.7140347	
3.26	-0.7153872	
3.261	-0.7167386	
3.262	-0.7180886	
3.263	-0.7194373	
3.264	-0.7207847	
3.265	-0.7221309	
3.266	-0.7234758	
3.267	-0.7248194	
3.268	-0.7261616	
3.269	-0.7275025	
3.27	-0.7288422	
3.271	-0.7301806	
3.272	-0.7315176	
3.273	-0.7328534	
3.274	-0.7341877	
3.275	-0.7355208	
3.276	-0.7368527	
3.277	-0.7381831	
3.278	-0.7395123	
3.279	-0.74084	
3.28	-0.7421665	
3.281	-0.7434917	
3.282	-0.7448156	
3.283	-0.7461382	
3.284	-0.7474594	
3.285	-0.7487792	
3.286	-0.7500978	
3.287	-0.751415	
3.288	-0.7527308	
3.289	-0.7540454	
3.29	-0.7553586	
3.291	-0.7566704	
3.292	-0.7579809	
3.293	-0.7592901	
3.294	-0.7605978	
3.295	-0.7619043	
3.296	-0.7632094	
3.297	-0.7645131	
3.298	-0.7658156	
3.299	-0.7671165	
3.3	-0.7684162	
3.301	-0.7697145	
3.302	-0.7710114	
3.303	-0.772307	
3.304	-0.7736013	
3.305	-0.7748941	
3.306	-0.7761856	
3.307	-0.7774757	
3.308	-0.7787643	
3.309	-0.7800516	
3.31	-0.7813376	
3.311	-0.7826222	
3.312	-0.7839053	
3.313	-0.7851871	
3.314	-0.7864676	
3.315	-0.7877465	
3.316	-0.7890242	
3.317	-0.7903004	
3.318	-0.7915754	
3.319	-0.7928488	
3.32	-0.7941209	
3.321	-0.7953916	
3.322	-0.7966608	
3.323	-0.7979288	
3.324	-0.7991952	
3.325	-0.8004603	
3.326	-0.8017239	
3.327	-0.8029861	
3.328	-0.8042469	
3.329	-0.8055063	
3.33	-0.8067643	
3.331	-0.808021	
3.332	-0.8092762	
3.333	-0.8105298	
3.334	-0.8117822	
3.335	-0.8130332	
3.336	-0.8142826	
3.337	-0.8155307	
3.338	-0.8167773	
3.339	-0.8180225	
3.34	-0.8192663	
3.341	-0.8205087	
3.342	-0.8217495	
3.343	-0.822989	
3.344	-0.824227	
3.345	-0.8254636	
3.346	-0.8266988	
3.347	-0.8279325	
3.348	-0.8291648	
3.349	-0.8303956	
3.35	-0.831625	
3.351	-0.832853	
3.352	-0.8340794	
3.353	-0.8353044	
3.354	-0.8365279	
3.355	-0.83775	
3.356	-0.8389707	
3.357	-0.8401899	
3.358	-0.8414077	
3.359	-0.8426239	
3.36	-0.8438387	
3.361	-0.845052	
3.362	-0.8462639	
3.363	-0.8474743	
3.364	-0.8486833	
3.365	-0.8498907	
3.366	-0.8510967	
3.367	-0.8523013	
3.368	-0.8535042	
3.369	-0.8547058	
3.37	-0.8559059	
3.371	-0.8571045	
3.372	-0.8583016	
3.373	-0.8594972	
3.374	-0.8606914	
3.375	-0.8618841	
3.376	-0.8630751	
3.377	-0.8642648	
3.378	-0.8654529	
3.379	-0.8666396	
3.38	-0.8678247	
3.381	-0.8690084	
3.382	-0.8701905	
3.383	-0.8713712	
3.384	-0.8725505	
3.385	-0.8737282	
3.386	-0.8749043	
3.387	-0.876079	
3.388	-0.8772521	
3.389	-0.8784237	
3.39	-0.879594	
3.391	-0.8807626	
3.392	-0.8819298	
3.393	-0.8830954	
3.394	-0.8842595	
3.395	-0.8854221	
3.396	-0.8865831	
3.397	-0.8877427	
3.398	-0.8889008	
3.399	-0.8900573	
3.4	-0.8912123	
3.401	-0.8923658	
3.402	-0.8935177	
3.403	-0.8946682	
3.404	-0.895817	
3.405	-0.8969643	
3.406	-0.8981102	
3.407	-0.8992544	
3.408	-0.9003972	
3.409	-0.9015385	
3.41	-0.9026782	
3.411	-0.9038164	
3.412	-0.9049531	
3.413	-0.9060881	
3.414	-0.9072217	
3.415	-0.9083537	
3.416	-0.9094841	
3.417	-0.910613	
3.418	-0.9117403	
3.419	-0.9128661	
3.42	-0.9139903	
3.421	-0.915113	
3.422	-0.9162341	
3.423	-0.9173537	
3.424	-0.9184717	
3.425	-0.9195881	
3.426	-0.920703	
3.427	-0.9218163	
3.428	-0.9229282	
3.429	-0.9240385	
3.43	-0.9251471	
3.431	-0.9262542	
3.432	-0.9273596	
3.433	-0.9284637	
3.434	-0.929566	
3.435	-0.9306668	
3.436	-0.9317661	
3.437	-0.9328637	
3.438	-0.9339598	
3.439	-0.9350544	
3.44	-0.9361473	
3.441	-0.9372387	
3.442	-0.9383284	
3.443	-0.9394167	
3.444	-0.9405034	
3.445	-0.9415884	
3.446	-0.9426718	
3.447	-0.9437537	
3.448	-0.9448339	
3.449	-0.9459126	
3.45	-0.9469897	
3.451	-0.9480652	
3.452	-0.9491391	
3.453	-0.9502115	
3.454	-0.9512822	
3.455	-0.9523514	
3.456	-0.9534189	
3.457	-0.9544848	
3.458	-0.9555491	
3.459	-0.9566119	
3.46	-0.9576731	
3.461	-0.9587325	
3.462	-0.9597905	
3.463	-0.9608468	
3.464	-0.9619016	
3.465	-0.9629546	
3.466	-0.9640062	
3.467	-0.9650561	
3.468	-0.9661044	
3.469	-0.967151	
3.47	-0.968196	
3.471	-0.9692395	
3.472	-0.9702812	
3.473	-0.9713215	
3.474	-0.9723601	
3.475	-0.973397	
3.476	-0.9744323	
3.477	-0.975466	
3.478	-0.9764981	
3.479	-0.9775286	
3.48	-0.9785573	
3.481	-0.9795846	
3.482	-0.9806101	
3.483	-0.9816341	
3.484	-0.9826564	
3.485	-0.9836771	
3.486	-0.9846961	
3.487	-0.9857136	
3.488	-0.9867293	
3.489	-0.9877436	
3.49	-0.9887561	
3.491	-0.989767	
3.492	-0.9907761	
3.493	-0.9917837	
3.494	-0.9927897	
3.495	-0.993794	
3.496	-0.9947968	
3.497	-0.9957978	
3.498	-0.9967971	
3.499	-0.9977949	
3.5	-0.998791	
3.501	-0.9997854	
3.502	-1.000778	
3.503	-1.001769	
3.504	-1.002759	
3.505	-1.003747	
3.506	-1.004733	
3.507	-1.005718	
3.508	-1.0067	
3.509	-1.007682	
3.51	-1.008661	
3.511	-1.009639	
3.512	-1.010615	
3.513	-1.01159	
3.514	-1.012563	
3.515	-1.013534	
3.516	-1.014504	
3.517	-1.015471	
3.518	-1.016438	
3.519	-1.017402	
3.52	-1.018365	
3.521	-1.019327	
3.522	-1.020286	
3.523	-1.021244	
3.524	-1.0222	
3.525	-1.023155	
3.526	-1.024108	
3.527	-1.025059	
3.528	-1.026009	
3.529	-1.026957	
3.53	-1.027903	
3.531	-1.028847	
3.532	-1.02979	
3.533	-1.030731	
3.534	-1.031671	
3.535	-1.032609	
3.536	-1.033545	
3.537	-1.034479	
3.538	-1.035412	
3.539	-1.036343	
3.54	-1.037272	
3.541	-1.0382	
3.542	-1.039126	
3.543	-1.04005	
3.544	-1.040973	
3.545	-1.041894	
3.546	-1.042813	
3.547	-1.04373	
3.548	-1.044646	
3.549	-1.04556	
3.55	-1.046473	
3.551	-1.047384	
3.552	-1.048293	
3.553	-1.0492	
3.554	-1.050106	
3.555	-1.05101	
3.556	-1.051912	
3.557	-1.052812	
3.558	-1.053711	
3.559	-1.054608	
3.56	-1.055504	
3.561	-1.056398	
3.562	-1.057289	
3.563	-1.05818	
3.564	-1.059069	
3.565	-1.059955	
3.566	-1.06084	
3.567	-1.061724	
3.568	-1.062606	
3.569	-1.063486	
3.57	-1.064364	
3.571	-1.065241	
3.572	-1.066115	
3.573	-1.066988	
3.574	-1.06786	
3.575	-1.06873	
3.576	-1.069598	
3.577	-1.070464	
3.578	-1.071329	
3.579	-1.072191	
3.58	-1.073053	
3.581	-1.073912	
