Time	Length	Position	Velocity	FF	
2.216	0	2.106684E-06	1.900507E-06	0	
2.22	0	2.114295E-06	1.903938E-06	0	
2.224	0	2.121919E-06	1.907369E-06	0	
2.228	0	2.129557E-06	1.910799E-06	0	
2.232	0	2.137209E-06	1.91423E-06	0	
2.236	0	2.144875E-06	1.91766E-06	0	
2.24	0	2.152554E-06	1.921091E-06	0	
2.244	0	2.160247E-06	1.924522E-06	0	
2.248	0	2.167953E-06	1.927952E-06	0	
2.252	0	2.175674E-06	1.931383E-06	0	
2.256	0	2.183408E-06	1.934814E-06	0	
2.26	0	2.191156E-06	1.938244E-06	0	
2.264	0	2.198917E-06	1.941675E-06	0	
2.268	0	2.206693E-06	1.945105E-06	0	
2.272	0	2.214482E-06	1.948536E-06	0	
2.276	0	2.222284E-06	1.951967E-06	0	
2.28	0	2.230101E-06	1.955397E-06	0	
2.284	0	2.237931E-06	1.958828E-06	0	
2.288	0	2.245775E-06	1.962258E-06	0	
2.292	0	2.253632E-06	1.965689E-06	0	
2.296	0	2.261504E-06	1.96912E-06	0	
2.3	0	2.269389E-06	1.97255E-06	0	
2.304	0	2.277288E-06	1.975981E-06	0	
2.308	0	2.2852E-06	1.979412E-06	0	
2.312	0	2.293126E-06	1.982842E-06	0	
2.316	0	2.301066E-06	1.986273E-06	0	
2.32	0	2.30902E-06	1.989703E-06	0	
2.324	0	2.316987E-06	1.993134E-06	0	
2.328	0	2.324968E-06	1.996565E-06	0	
2.332	0	2.332963E-06	1.999995E-06	0	
2.336	0	2.340972E-06	2.003426E-06	0	
2.34	0	2.348994E-06	2.006856E-06	0	
2.344	0	2.35703E-06	2.010287E-06	0	
2.348	0	2.36508E-06	2.013718E-06	0	
2.352	0	2.373143E-06	2.017148E-06	0	
2.356	0	2.381221E-06	2.020579E-06	0	
2.36	0	2.389311E-06	2.02401E-06	0	
2.364	0	2.397416E-06	2.02744E-06	0	
2.368	0	2.405534E-06	2.030871E-06	0	
2.372	0	2.413666E-06	2.034301E-06	0	
2.376	0	2.421812E-06	2.037732E-06	0	
2.38	0	2.429972E-06	2.041163E-06	0	
2.384	0	2.438145E-06	2.044593E-06	0	
2.388	0	2.446332E-06	2.048024E-06	0	
2.392	0	2.454532E-06	2.051454E-06	0	
2.396	0	2.462747E-06	2.054885E-06	0	
2.4	0	2.470975E-06	2.058316E-06	0	
2.404	0	2.479217E-06	2.061746E-06	0	
2.408	0	2.487472E-06	2.065177E-06	0	
2.412	0	2.495742E-06	2.068608E-06	0	
2.416	0	2.504025E-06	2.072038E-06	0	
2.42	0	2.512321E-06	2.075469E-06	0	
2.424	0	2.520632E-06	2.078899E-06	0	
2.428	0	2.528956E-06	2.08233E-06	0	
2.432	0	2.537294E-06	2.085761E-06	0	
2.436	0	2.545646E-06	2.089191E-06	0	
2.44	0	2.554011E-06	2.092622E-06	0	
2.444	0	2.56239E-06	2.096052E-06	0	
2.448	0	2.570783E-06	2.099483E-06	0	
2.452	0	2.579189E-06	2.102914E-06	0	
2.456	0	2.58761E-06	2.106344E-06	0	
2.46	0	2.596043E-06	2.109775E-06	0	
2.464	0	2.604491E-06	2.113205E-06	0	
2.468	0	2.612953E-06	2.116636E-06	0	
2.472	0	2.621428E-06	2.120067E-06	0	
2.476	0	2.629916E-06	2.123497E-06	0	
2.48	0	2.638419E-06	2.126928E-06	0	
2.484	0	2.646935E-06	2.130359E-06	0	
2.488	0	2.655466E-06	2.133789E-06	0	
2.492	0	2.664009E-06	2.13722E-06	0	
2.496	0	2.672567E-06	2.14065E-06	0	
2.5	0	2.681138E-06	2.144081E-06	0	
2.504	0	2.689723E-06	2.147512E-06	0	
2.508	0	2.698321E-06	2.150942E-06	0	
2.512	0	2.706934E-06	2.154373E-06	0	
2.516	0	2.71556E-06	2.157803E-06	0	
2.52	0	2.724199E-06	2.161234E-06	0	
2.524	0	2.732853E-06	2.164665E-06	0	
2.528	0	2.74152E-06	2.168095E-06	0	
2.532	0	2.750201E-06	2.171526E-06	0	
2.536	0	2.758896E-06	2.174957E-06	0	
2.54	0	2.767604E-06	2.178387E-06	0	
2.544	0	2.776326E-06	2.181818E-06	0	
2.548	0	2.785062E-06	2.185248E-06	0	
2.552	0	2.793812E-06	2.188679E-06	0	
2.556	0	2.802575E-06	2.19211E-06	0	
2.56	0	2.811352E-06	2.19554E-06	0	
2.564	0	2.820143E-06	2.198971E-06	0	
2.568	0	2.828947E-06	2.202401E-06	0	
2.572	0	2.837766E-06	2.205832E-06	0	
2.576	0	2.846597E-06	2.209263E-06	0	
2.58	0	2.855443E-06	2.212693E-06	0	
2.584	0	2.864303E-06	2.216124E-06	0	
2.588	0	2.873176E-06	2.219555E-06	0	
2.592	0	2.882062E-06	2.222985E-06	0	
2.596	0	2.890963E-06	2.226416E-06	0	
2.6	0	2.899877E-06	2.229846E-06	0	
2.604	0	2.908805E-06	2.233277E-06	0	
2.608	0	2.917747E-06	2.236708E-06	0	
2.612	0	2.926702E-06	2.240138E-06	0	
2.616	0	2.935671E-06	2.243569E-06	0	
2.62	0	2.944654E-06	2.246999E-06	0	
2.624	0	2.953651E-06	2.25043E-06	0	
2.628	0	2.962661E-06	2.253861E-06	0	
2.632	0	2.971685E-06	2.257291E-06	0	
2.636	0	2.980723E-06	2.260722E-06	0	
2.64	0	2.989774E-06	2.264152E-06	0	
2.644	0	2.998839E-06	2.267583E-06	0	
2.648	0	3.007918E-06	2.271014E-06	0	
2.652	0	3.017011E-06	2.274444E-06	0	
2.656	0	3.026117E-06	2.277875E-06	0	
2.66	0	3.035237E-06	2.281306E-06	0	
2.664	0	3.044371E-06	2.284736E-06	0	
2.668	0	3.053519E-06	2.288167E-06	0	
2.672	0	3.06268E-06	2.291597E-06	0	
2.676	0	3.071855E-06	2.295028E-06	0	
2.68	0	3.081044E-06	2.298459E-06	0	
2.684	0	3.090246E-06	2.301889E-06	0	
2.688	0	3.099462E-06	2.30532E-06	0	
2.692	0	3.108692E-06	2.30875E-06	0	
2.696	0	3.117936E-06	2.312181E-06	0	
2.7	0	3.127193E-06	2.315612E-06	0	
2.704	0	3.136464E-06	2.319042E-06	0	
2.708	0	3.145749E-06	2.322473E-06	0	
2.712	0	3.155047E-06	2.325904E-06	0	
2.716	0	3.164359E-06	2.329334E-06	0	
2.72	0	3.173685E-06	2.332765E-06	0	
2.724	0	3.183025E-06	2.336195E-06	0	
2.728	0	3.192378E-06	2.339626E-06	0	
2.732	0	3.201745E-06	2.343057E-06	0	
2.736	0	3.211126E-06	2.346487E-06	0	
2.74	0	3.220521E-06	2.349918E-06	0	
2.744	0	3.229929E-06	2.353348E-06	0	
2.748	0	3.239351E-06	2.356779E-06	0	
2.752	0	3.248787E-06	2.36021E-06	0	
2.756	0	3.258236E-06	2.36364E-06	0	
2.76	0	3.267699E-06	2.367071E-06	0	
2.764	0	3.277176E-06	2.370502E-06	0	
2.768	0	3.286667E-06	2.373932E-06	0	
2.772	0	3.296171E-06	2.377363E-06	0	
2.776	0	3.305689E-06	2.380793E-06	0	
2.78	0	3.315221E-06	2.384224E-06	0	
2.784	0	3.324766E-06	2.387655E-06	0	
2.788	0	3.334325E-06	2.391085E-06	0	
2.792	0	3.343898E-06	2.394516E-06	0	
2.796	0	3.353485E-06	2.397946E-06	0	
2.8	0	3.363085E-06	2.401377E-06	0	
2.804	0	3.372699E-06	2.404808E-06	0	
2.808	0	3.382327E-06	2.408238E-06	0	
2.812	0	3.391969E-06	2.411669E-06	0	
2.816	0	3.401624E-06	2.4151E-06	0	
2.82	0	3.411293E-06	2.41853E-06	0	
2.824	0	3.420976E-06	2.421961E-06	0	
2.828	0	3.430672E-06	2.425391E-06	0	
2.832	0	3.440382E-06	2.428822E-06	0	
2.836	0	3.450106E-06	2.432253E-06	0	
2.84	0	3.459844E-06	2.435683E-06	0	
2.844	0	3.469595E-06	2.439114E-06	0	
2.848	0	3.47936E-06	2.442544E-06	0	
2.852	0	3.489139E-06	2.445975E-06	0	
2.856	0	3.498931E-06	2.449406E-06	0	
2.86	0	3.508738E-06	2.452836E-06	0	
2.864	0	3.518557E-06	2.456267E-06	0	
2.868	0	3.528391E-06	2.459697E-06	0	
2.872	0	3.538238E-06	2.463128E-06	0	
2.876	0	3.548099E-06	2.466559E-06	0	
2.88	0	3.557974E-06	2.469989E-06	0	
2.884	0	3.567863E-06	2.47342E-06	0	
2.888	0	3.577765E-06	2.476851E-06	0	
2.892	0	3.587681E-06	2.480281E-06	0	
2.896	0	3.597611E-06	2.483712E-06	0	
2.9	0	3.607554E-06	2.487142E-06	0	
2.904	0	3.617511E-06	2.490573E-06	0	
2.908	0	3.627482E-06	2.494004E-06	0	
2.912	0	3.637467E-06	2.497434E-06	0	
2.916	0	3.647465E-06	2.500865E-06	0	
2.92	0	3.657477E-06	2.504295E-06	0	
2.924	0	3.667503E-06	2.507726E-06	0	
2.928	0	3.677542E-06	2.511157E-06	0	
2.932	0	3.687596E-06	2.514587E-06	0	
2.936	0	3.697663E-06	2.518018E-06	0	
2.94	0	3.707743E-06	2.521449E-06	0	
2.944	0	3.717838E-06	2.524879E-06	0	
2.948	0	3.727946E-06	2.52831E-06	0	
2.952	0	3.738068E-06	2.53174E-06	0	
2.956	0	3.748203E-06	2.535171E-06	0	
2.96	0	3.758352E-06	2.538602E-06	0	
2.964	0	3.768515E-06	2.542032E-06	0	
2.968	0	3.778692E-06	2.545463E-06	0	
2.972	0	3.788882E-06	2.548893E-06	0	
2.976	0	3.799086E-06	2.552324E-06	0	
2.98	0	3.809304E-06	2.555755E-06	0	
2.984	0	3.819536E-06	2.559185E-06	0	
2.988	0	3.829781E-06	2.562616E-06	0	
2.992	0	3.84004E-06	2.566047E-06	0	
2.996	0	3.850313E-06	2.569477E-06	0	
3	0	3.860599E-06	2.572908E-06	0	
3.004	0	3.8709E-06	2.576338E-06	0	
3.008	0	3.881214E-06	2.579769E-06	0	
3.012	0	3.891542E-06	2.5832E-06	0	
3.016	0	3.901883E-06	2.58663E-06	0	
3.02	0	3.912238E-06	2.590061E-06	0	
3.024	0	3.922607E-06	2.593491E-06	0	
3.028	0	3.932989E-06	2.596922E-06	0	
3.032	0	3.943385E-06	2.600353E-06	0	
3.036	0	3.953795E-06	2.603783E-06	0	
3.04	0	3.964219E-06	2.607214E-06	0	
3.044	0	3.974656E-06	2.610645E-06	0	
3.048	0	3.985108E-06	2.614075E-06	0	
3.052	0	3.995573E-06	2.617506E-06	0	
3.056	0	4.006052E-06	2.620936E-06	0	
3.06	0	4.016544E-06	2.624367E-06	0	
3.064	0	4.02705E-06	2.627798E-06	0	
3.068	0	4.037569E-06	2.631228E-06	0	
3.072	0	4.048103E-06	2.634659E-06	0	
3.076	0	4.05865E-06	2.638089E-06	0	
3.08	0	4.069211E-06	2.64152E-06	0	
3.084	0	4.079786E-06	2.644951E-06	0	
3.088	0	4.090374E-06	2.648381E-06	0	
3.092	0	4.100977E-06	2.651812E-06	0	
3.096	0	4.111592E-06	2.655242E-06	0	
3.1	0	4.122222E-06	2.658673E-06	0	
3.104	0	4.132865E-06	2.662104E-06	0	
3.108	0	4.143522E-06	2.665534E-06	0	
3.112	0	4.154193E-06	2.668965E-06	0	
3.116	0	4.164877E-06	2.672396E-06	0	
3.12	0	4.175575E-06	2.675826E-06	0	
3.124	0	4.186287E-06	2.679257E-06	0	
3.128	0	4.197013E-06	2.682687E-06	0	
3.132	0	4.207752E-06	2.686118E-06	0	
3.136	0	4.218505E-06	2.689549E-06	0	
3.14	0	4.229272E-06	2.692979E-06	0	
3.144	0	4.240052E-06	2.69641E-06	0	
3.148	0	4.250846E-06	2.69984E-06	0	
3.152	0	4.261655E-06	2.703271E-06	0	
3.156	0	4.272476E-06	2.706702E-06	0	
3.16	0	4.283312E-06	2.710132E-06	0	
3.164	0	4.294161E-06	2.713563E-06	0	
3.168	0	4.305024E-06	2.716994E-06	0	
3.172	0	4.3159E-06	2.720424E-06	0	
3.176	0	4.326791E-06	2.723855E-06	0	
3.18	0	4.337694E-06	2.727285E-06	0	
3.184	0	4.348612E-06	2.730716E-06	0	
3.188	0	4.359544E-06	2.734147E-06	0	
3.192	0	4.370489E-06	2.737577E-06	0	
3.196	0	4.381448E-06	2.741008E-06	0	
3.2	0	4.39242E-06	2.744438E-06	0	
3.204	0	4.403407E-06	2.747869E-06	0	
3.208	0	4.414407E-06	2.7513E-06	0	
3.212	0	4.425421E-06	2.75473E-06	0	
3.216	0	4.436448E-06	2.758161E-06	0	
3.22	0	4.447489E-06	2.761592E-06	0	
3.224	0	4.458544E-06	2.765022E-06	0	
3.228	0	4.469613E-06	2.768453E-06	0	
3.232	0	4.480695E-06	2.771883E-06	0	
3.236	0	4.491791E-06	2.775314E-06	0	
3.24	0	4.502901E-06	2.778745E-06	0	
3.244	0	4.514025E-06	2.782175E-06	0	
3.248	0	4.525162E-06	2.785606E-06	0	
3.252	0	4.536313E-06	2.789036E-06	0	
3.256	0	4.547478E-06	2.792467E-06	0	
3.26	0	4.558656E-06	2.795898E-06	0	
3.264	0	4.569848E-06	2.799328E-06	0	
3.268	0	4.581054E-06	2.802759E-06	0	
3.272	0	4.592273E-06	2.80619E-06	0	
3.276	0	4.603507E-06	2.80962E-06	0	
3.28	0	4.614754E-06	2.813051E-06	0	
3.284	0	4.626015E-06	2.816481E-06	0	
3.288	0	4.637289E-06	2.819912E-06	0	
3.292	0	4.648578E-06	2.823343E-06	0	
3.296	0	4.659879E-06	2.826773E-06	0	
3.3	0	4.671195E-06	2.830204E-06	0	
3.304	0	4.682524E-06	2.833634E-06	0	
3.308	0	4.693868E-06	2.837065E-06	0	
3.312	0	4.705224E-06	2.840496E-06	0	
3.316	0	4.716595E-06	2.843926E-06	0	
3.32	0	4.72798E-06	2.847357E-06	0	
3.324	0	4.739377E-06	2.850787E-06	0	
3.328	0	4.750789E-06	2.854218E-06	0	
3.332	0	4.762214E-06	2.857649E-06	0	
3.336	0	4.773654E-06	2.861079E-06	0	
3.34	0	4.785106E-06	2.86451E-06	0	
3.344	0	4.796573E-06	2.867941E-06	0	
3.348	0	4.808053E-06	2.871371E-06	0	
3.352	0	4.819547E-06	2.874802E-06	0	
3.356	0	4.831055E-06	2.878232E-06	0	
3.36	0	4.842577E-06	2.881663E-06	0	
3.364	0	4.854112E-06	2.885094E-06	0	
3.368	0	4.865661E-06	2.888524E-06	0	
3.372	0	4.877224E-06	2.891955E-06	0	
3.376	0	4.8888E-06	2.895385E-06	0	
3.38	0	4.900391E-06	2.898816E-06	0	
3.384	0	4.911994E-06	2.902247E-06	0	
3.388	0	4.923612E-06	2.905677E-06	0	
3.392	0	4.935243E-06	2.909108E-06	0	
3.396	0	4.946888E-06	2.912539E-06	0	
3.4	0	4.958547E-06	2.915969E-06	0	
3.404	0	4.970219E-06	2.9194E-06	0	
3.408	0	4.981905E-06	2.92283E-06	0	
3.412	0	4.993605E-06	2.926261E-06	0	
3.416	0	5.005319E-06	2.929692E-06	0	
3.42	0	5.017046E-06	2.933122E-06	0	
3.424	0	5.028788E-06	2.936553E-06	0	
3.428	0	5.040542E-06	2.939983E-06	0	
3.432	0	5.052311E-06	2.943414E-06	0	
3.436	0	5.064093E-06	2.946845E-06	0	
3.44	0	5.075889E-06	2.950275E-06	0	
3.444	0	5.087698E-06	2.953706E-06	0	
3.448	0	5.099522E-06	2.957137E-06	0	
3.452	0	5.111359E-06	2.960567E-06	0	
3.456	0	5.12321E-06	2.963998E-06	0	
3.46	0	5.135074E-06	2.967428E-06	0	
3.464	0	5.146952E-06	2.970859E-06	0	
3.468	0	5.158845E-06	2.97429E-06	0	
3.472	0	5.17075E-06	2.97772E-06	0	
3.476	0	5.18267E-06	2.981151E-06	0	
3.48	0	5.194603E-06	2.984581E-06	0	
3.484	0	5.20655E-06	2.988012E-06	0	
3.488	0	5.218511E-06	2.991443E-06	0	
3.492	0	5.230485E-06	2.994873E-06	0	
3.496	0	5.242473E-06	2.998304E-06	0	
3.5	0	5.254475E-06	3.001735E-06	0	
3.504	0	5.26649E-06	3.005165E-06	0	
3.508	0	5.278519E-06	3.008596E-06	0	
3.512	0	5.290563E-06	3.012026E-06	0	
3.516	0	5.302619E-06	3.015457E-06	0	
3.52	0	5.31469E-06	3.018888E-06	0	
3.524	0	5.326774E-06	3.022318E-06	0	
3.528	0	5.338872E-06	3.025749E-06	0	
3.532	0	5.350983E-06	3.029179E-06	0	
3.536	0	5.363108E-06	3.03261E-06	0	
3.54	0	5.375247E-06	3.036041E-06	0	
3.544	0	5.3874E-06	3.039471E-06	0	
3.548	0	5.399567E-06	3.042902E-06	0	
3.552	0	5.411747E-06	3.046332E-06	0	
3.556	0	5.423941E-06	3.049763E-06	0	
3.56	0	5.436149E-06	3.053194E-06	0	
3.564	0	5.44837E-06	3.056624E-06	0	
3.568	0	5.460605E-06	3.060055E-06	0	
3.572	0	5.472854E-06	3.063486E-06	0	
3.576	0	5.485116E-06	3.066916E-06	0	
3.58	0	5.497393E-06	3.070347E-06	0	
3.584	0	5.509683E-06	3.073777E-06	0	
3.588	0	5.521986E-06	3.077208E-06	0	
3.592	0	5.534304E-06	3.080639E-06	0	
3.596	0	5.546635E-06	3.084069E-06	0	
3.6	0	5.55898E-06	3.0875E-06	0	
3.604	0	5.571338E-06	3.09093E-06	0	
3.608	0	5.583711E-06	3.094361E-06	0	
3.612	0	5.596096E-06	3.097792E-06	0	
3.616	0	5.608496E-06	3.101222E-06	0	
3.62	0	5.62091E-06	3.104653E-06	0	
3.624	0	5.633337E-06	3.108084E-06	0	
3.628	0	5.645778E-06	3.111514E-06	0	
3.632	0	5.658233E-06	3.114945E-06	0	
3.636	0	5.670701E-06	3.118375E-06	0	
3.64	0	5.683183E-06	3.121806E-06	0	
3.644	0	5.695679E-06	3.125237E-06	0	
3.648	0	5.708188E-06	3.128667E-06	0	
3.652	0	5.720712E-06	3.132098E-06	0	
3.656	0	5.733248E-06	3.135528E-06	0	
3.66	0	5.745799E-06	3.138959E-06	0	
3.664	0	5.758363E-06	3.14239E-06	0	
3.668	0	5.770942E-06	3.14582E-06	0	
3.672	0	5.783534E-06	3.149251E-06	0	
3.676	0	5.796139E-06	3.152682E-06	0	
3.68	0	5.808758E-06	3.156112E-06	0	
3.684	0	5.821391E-06	3.159543E-06	0	
3.688	0	5.834038E-06	3.162973E-06	0	
3.692	0	5.846699E-06	3.166404E-06	0	
3.696	0	5.859373E-06	3.169835E-06	0	
3.7	0	5.872061E-06	3.173265E-06	0	
3.704	0	5.884763E-06	3.176696E-06	0	
3.708	0	5.897478E-06	3.180126E-06	0	
3.712	0	5.910207E-06	3.183557E-06	0	
3.716	0	5.92295E-06	3.186988E-06	0	
3.72	0	5.935706E-06	3.190418E-06	0	
3.724	0	5.948476E-06	3.193849E-06	0	
3.728	0	5.96126E-06	3.19728E-06	0	
3.732	0	5.974058E-06	3.20071E-06	0	
3.736	0	5.986869E-06	3.204141E-06	0	
3.74	0	5.999695E-06	3.207571E-06	0	
3.744	0	6.012534E-06	3.211002E-06	0	
3.748	0	6.025386E-06	3.214433E-06	0	
3.752	0	6.038252E-06	3.217863E-06	0	
3.756	0	6.051132E-06	3.221294E-06	0	
3.76	0	6.064026E-06	3.224724E-06	0	
3.764	0	6.076933E-06	3.228155E-06	0	
3.768	0	6.089855E-06	3.231586E-06	0	
3.772	0	6.102789E-06	3.235016E-06	0	
3.776	0	6.115738E-06	3.238447E-06	0	
3.78	0	6.128701E-06	3.241877E-06	0	
3.784	0	6.141677E-06	3.245308E-06	0	
3.788	0	6.154667E-06	3.248739E-06	0	
3.792	0	6.167671E-06	3.252169E-06	0	
3.796	0	6.180687E-06	3.2556E-06	0	
3.8	0	6.193718E-06	3.259031E-06	0	
3.804	0	6.206763E-06	3.262461E-06	0	
3.808	0	6.219821E-06	3.265892E-06	0	
3.812	0	6.232894E-06	3.269322E-06	0	
3.816	0	6.245979E-06	3.272753E-06	0	
3.82	0	6.259079E-06	3.276184E-06	0	
3.824	0	6.272192E-06	3.279614E-06	0	
3.828	0	6.28532E-06	3.283045E-06	0	
3.832	0	6.29846E-06	3.286475E-06	0	
3.836	0	6.311615E-06	3.289906E-06	0	
3.84	0	6.324783E-06	3.293337E-06	0	
3.844	0	6.337965E-06	3.296767E-06	0	
3.848	0	6.35116E-06	3.300198E-06	0	
3.852	0	6.36437E-06	3.303629E-06	0	
3.856	0	6.377593E-06	3.307059E-06	0	
3.86	0	6.39083E-06	3.31049E-06	0	
3.864	0	6.404081E-06	3.31392E-06	0	
3.868	0	6.417345E-06	3.317351E-06	0	
3.872	0	6.430623E-06	3.320782E-06	0	
3.876	0	6.443914E-06	3.324212E-06	0	
3.88	0	6.45722E-06	3.327643E-06	0	
3.884	0	6.470539E-06	3.331073E-06	0	
3.888	0	6.483872E-06	3.334504E-06	0	
3.892	0	6.497218E-06	3.337935E-06	0	
3.896	0	6.510579E-06	3.341365E-06	0	
3.9	0	6.523953E-06	3.344796E-06	0	
3.904	0	6.537341E-06	3.348227E-06	0	
3.908	0	6.550742E-06	3.351657E-06	0	
3.912	0	6.564157E-06	3.355088E-06	0	
3.916	0	6.577586E-06	3.358518E-06	0	
3.92	0	6.591029E-06	3.361949E-06	0	
3.924	0	6.604485E-06	3.36538E-06	0	
3.928	0	6.617955E-06	3.36881E-06	0	
3.932	0	6.631439E-06	3.372241E-06	0	
3.936	0	6.644937E-06	3.375671E-06	0	
3.94	0	6.658448E-06	3.379102E-06	0	
3.944	0	6.671973E-06	3.382533E-06	0	
3.948	0	6.685511E-06	3.385963E-06	0	
3.952	0	6.699064E-06	3.389394E-06	0	
3.956	0	6.71263E-06	3.392825E-06	0	
3.96	0	6.72621E-06	3.396255E-06	0	
3.964	0	6.739803E-06	3.399686E-06	0	
3.968	0	6.753411E-06	3.403116E-06	0	
3.972	0	6.767032E-06	3.406547E-06	0	
3.976	0	6.780667E-06	3.409978E-06	0	
3.98	0	6.794315E-06	3.413408E-06	0	
3.984	0	6.807978E-06	3.416839E-06	0	
3.988	0	6.821653E-06	3.420269E-06	0	
3.992	0	6.835343E-06	3.4237E-06	0	
3.996	0	6.849046E-06	3.427131E-06	0	
4	0	6.862763E-06	3.430561E-06	0	
4.004	0	6.876494E-06	3.433992E-06	0	
4.008	0	6.890239E-06	3.437422E-06	0	
4.012	0	6.903997E-06	3.440853E-06	0	
4.016	0	6.917769E-06	3.444284E-06	0	
4.02	0	6.931555E-06	3.447714E-06	0	
4.024	0	6.945354E-06	3.451145E-06	0	
4.028	0	6.959167E-06	3.454576E-06	0	
4.032	0	6.972994E-06	3.458006E-06	0	
4.036	0	6.986835E-06	3.461437E-06	0	
4.04	0	7.000689E-06	3.464867E-06	0	
4.044	0	7.014557E-06	3.468298E-06	0	
4.048	0	7.028439E-06	3.471729E-06	0	
4.052	0	7.042334E-06	3.475159E-06	0	
4.056	0	7.056244E-06	3.47859E-06	0	
4.06	0	7.070167E-06	3.48202E-06	0	
4.064	0	7.084104E-06	3.485451E-06	0	
4.068	0	7.098054E-06	3.488882E-06	0	
4.072	0	7.112018E-06	3.492312E-06	0	
4.076	0	7.125996E-06	3.495743E-06	0	
4.08	0	7.139987E-06	3.499174E-06	0	
4.084	0	7.153993E-06	3.502604E-06	0	
4.088	0	7.168012E-06	3.506035E-06	0	
4.092	0	7.182045E-06	3.509465E-06	0	
4.096	0	7.196091E-06	3.512896E-06	0	
4.1	0	7.210151E-06	3.516327E-06	0	
4.104	0	7.224225E-06	3.519757E-06	0	
4.108	0	7.238313E-06	3.523188E-06	0	
4.112	0	7.252414E-06	3.526618E-06	0	
4.116	0	7.266529E-06	3.530049E-06	0	
4.12	0	7.280657E-06	3.53348E-06	0	
4.124	0	7.2948E-06	3.53691E-06	0	
4.128	0	7.308956E-06	3.540341E-06	0	
4.132	0	7.323126E-06	3.543772E-06	0	
4.136	0	7.33731E-06	3.547202E-06	0	
4.14	0	7.351507E-06	3.550633E-06	0	
4.144	0	7.365718E-06	3.554063E-06	0	
4.148	0	7.379943E-06	3.557494E-06	0	
4.152	0	7.394182E-06	3.560925E-06	0	
4.156	0	7.408434E-06	3.564355E-06	0	
4.16	0	7.4227E-06	3.567786E-06	0	
4.164	0	7.43698E-06	3.571216E-06	0	
4.168	0	7.451273E-06	3.574647E-06	0	
4.172	0	7.46558E-06	3.578078E-06	0	
4.176	0	7.479901E-06	3.581508E-06	0	
4.18	0	7.494236E-06	3.584939E-06	0	
4.184	0	7.508584E-06	3.58837E-06	0	
4.188	0	7.522946E-06	3.5918E-06	0	
4.192	0	7.537322E-06	3.595231E-06	0	
4.196	0	7.551712E-06	3.598661E-06	0	
4.2	0	7.566115E-06	3.602092E-06	0	
4.204	0	7.580532E-06	3.605523E-06	0	
4.208	0	7.594962E-06	3.608953E-06	0	
4.212	0	7.609407E-06	3.612384E-06	0	
4.216	0	7.623865E-06	3.615814E-06	0	
4.22	0	7.638336E-06	3.619245E-06	0	
4.224	0	7.65282E-06	3.622676E-06	0	
4.228	0	7.66732E-06	3.626106E-06	0	
4.232	0	7.681833E-06	3.629537E-06	0	
4.236	0	7.696361E-06	3.632967E-06	0	
4.24	0	7.7109E-06	3.636398E-06	0	
4.244	0	7.725454E-06	3.639829E-06	0	
4.248	0	7.740022E-06	3.643259E-06	0	
4.252	0	7.754605E-06	3.64669E-06	0	
4.256	0	7.769199E-06	3.650121E-06	0	
4.26	0	7.783808E-06	3.653551E-06	0	
4.264	0	7.79843E-06	3.656982E-06	0	
4.268	0	7.813068E-06	3.660412E-06	0	
4.272	0	7.827718E-06	3.663843E-06	0	
4.276	0	7.842381E-06	3.667274E-06	0	
4.28	0	7.857058E-06	3.670704E-06	0	
4.284	0	7.87175E-06	3.674135E-06	0	
4.288	0	7.886457E-06	3.677565E-06	0	
4.292	0	7.901174E-06	3.680996E-06	0	
4.296	0	7.915906E-06	3.684427E-06	0	
4.3	0	7.930653E-06	3.687857E-06	0	
4.304	0	7.945414E-06	3.691288E-06	0	
4.308	0	7.960188E-06	3.694719E-06	0	
4.312	0	7.974974E-06	3.698149E-06	0	
4.316	0	7.989775E-06	3.70158E-06	0	
4.32	0	8.004591E-06	3.70501E-06	0	
4.324	0	8.01942E-06	3.708441E-06	0	
4.328	0	8.034262E-06	3.711872E-06	0	
4.332	0	8.049117E-06	3.715302E-06	0	
4.336	0	8.063987E-06	3.718733E-06	0	
4.34	0	8.078872E-06	3.722163E-06	0	
4.344	0	8.093769E-06	3.725594E-06	0	
4.348	0	8.108679E-06	3.729025E-06	0	
4.352	0	8.123604E-06	3.732455E-06	0	
4.356	0	8.138543E-06	3.735886E-06	0	
4.36	0	8.153495E-06	3.739317E-06	0	
4.364	0	8.16846E-06	3.742747E-06	0	
4.368	0	8.18344E-06	3.746178E-06	0	
4.372	0	8.198434E-06	3.749608E-06	0	
4.376	0	8.213442E-06	3.753039E-06	0	
4.38	0	8.228461E-06	3.75647E-06	0	
4.384	0	8.243495E-06	3.7599E-06	0	
4.388	0	8.258544E-06	3.763331E-06	0	
4.392	0	8.273607E-06	3.766761E-06	0	
4.396	0	8.288682E-06	3.770192E-06	0	
4.4	0	8.30377E-06	3.773623E-06	0	
4.404	0	8.318873E-06	3.777053E-06	0	
4.408	0	8.333991E-06	3.780484E-06	0	
4.412	0	8.349122E-06	3.783915E-06	0	
4.416	0	8.364265E-06	3.787345E-06	0	
4.42	0	8.379423E-06	3.790776E-06	0	
4.424	0	8.394595E-06	3.794206E-06	0	
4.428	0	8.409782E-06	3.797637E-06	0	
4.432	0	8.42498E-06	3.801068E-06	0	
4.436	0	8.440192E-06	3.804498E-06	0	
4.44	0	8.455419E-06	3.807929E-06	0	
4.444	0	8.47066E-06	3.811359E-06	0	
4.448	0	8.485914E-06	3.81479E-06	0	
