Time	External_1b	External_3	Synaptic_2	External_6b	FF_3	FF_2	FF_1b	FF_6b	External_1a	Synaptic_4	External_5	FF_4	FF_5	FF_1a	
0	0	0	0	1E-08	0	0	0	0	0	0	0	0	0	0	
0.002	0	0	0	1E-08	0	0	0	0.02	0	0	0	0	0	0	
0.004	0	0	2E-11	1E-08	0	0.0004000001	0	0.0396	0	0	0	0	0	0	
0.006	0	0	3.96E-11	1E-08	0	0.001112	0	0.05880801	0	0	0	0	0	0	
0.008	0	0	5.880801E-11	1E-08	0	0.00206576	0	0.07763185	0	0	0	0	0	0	
0.01	0	0	7.763185E-11	1E-08	0	0.003205245	0	0.09607922	0	0	0	0	0	0	
0.012	0	0	9.607921E-11	1E-08	0	0.00448578	0	0.1141576	0	0	0	0	0	0	
0.014	0	0	1.141576E-10	1E-08	0	0.005871777	0	0.1318745	0	0	0	0	0	0	
0.016	0	0	1.318745E-10	1E-08	0	0.007334911	0	0.149237	0	0	0	0	0	0	
0.018	0	0	1.49237E-10	1E-08	0	0.008852668	0	0.1662522	0	0	0	0	0	0	
0.02	0	0	1.662522E-10	1E-08	0	0.01040718	0	0.1829272	0	0	0	0	0	0	
0.022	0	0	1.829272E-10	1E-08	0	0.01198429	0	0.1992686	0	0	0	0	0	0	
0.024	0	0	1.992686E-10	1E-08	0	0.0135728	0	0.2152833	0	0	0	0	0	0	
0.026	0	0	2.152833E-10	1E-08	0	0.01516391	0	0.2309776	0	0	0	0	0	0	
0.028	0	0	2.309776E-10	1E-08	0	0.01675068	0	0.2463581	0	0	0	0	0	0	
0.03	0	0	2.463581E-10	1E-08	0	0.0183277	0	0.2614309	0	0	0	0	0	0	
0.032	0	0	2.614309E-10	1E-08	0	0.01989078	0	0.2762023	0	0	0	0	0	0	
0.034	0	0	2.762023E-10	1E-08	0	0.02143667	0	0.2906783	0	0	0	0	0	0	
0.036	0	0	2.906783E-10	1E-08	0	0.0229629	0	0.3048647	0	0	0	0	0	0	
0.038	0	0	3.048647E-10	1E-08	0	0.02446761	0	0.3187674	0	0	0	0	0	0	
0.04	0	0	3.187674E-10	1E-08	0	0.02594944	0	0.332392	0	0	0	0	0	0	
0.042	0	0	3.32392E-10	1E-08	0	0.02740739	0	0.3457442	0	0	0	0	0	0	
0.044	0	0	3.457442E-10	1E-08	0	0.0288408	0	0.3588293	0	0	0	0	0	0	
0.046	0	0	3.588293E-10	1E-08	0	0.03024922	0	0.3716527	0	0	0	0	0	0	
0.048	0	0	3.716527E-10	1E-08	0	0.03163243	0	0.3842196	0	0	0	0	0	0	
