Time	3External	3Synaptic	4Synaptic	4External	3Vm	4Vm	3FF	4FF	
0.362	2E-09	0	-9.98762E-10	0	0.01998019	0.04008665	0.1998019	0.4008665	
0.364	2E-09	0	-9.990097E-10	0	0.01998415	0.0400713	0.1998415	0.400713	
0.366	2E-09	0	-9.992077E-10	0	0.01998732	0.04005862	0.1998732	0.4005862	
0.368	2E-09	0	-9.993661E-10	0	0.01998986	0.04004817	0.1998986	0.4004817	
0.37	2E-09	0	-9.994928E-10	0	0.01999189	0.04003955	0.1999189	0.4003955	
0.372	2E-09	0	-9.995943E-10	0	0.01999351	0.04003245	0.1999351	0.4003245	
0.374	2E-09	0	-9.996753E-10	0	0.01999481	0.04002661	0.1999481	0.4002661	
0.376	2E-09	0	-9.997404E-10	0	0.01999585	0.04002181	0.1999585	0.4002181	
0.378	2E-09	0	-9.997922E-10	0	0.01999668	0.04001786	0.1999668	0.4001786	
0.38	2E-09	0	-9.998338E-10	0	0.01999734	0.04001462	0.1999734	0.4001462	
0.382	2E-09	0	-9.998671E-10	0	0.01999787	0.04001196	0.1999787	0.4001196	
0.384	2E-09	0	-9.998936E-10	0	0.0199983	0.04000978	0.199983	0.4000978	
0.386	2E-09	0	-9.999148E-10	0	0.01999864	0.040008	0.1999864	0.40008	
0.388	2E-09	0	-9.999319E-10	0	0.01999891	0.04000653	0.1999891	0.4000653	
0.39	2E-09	0	-9.999455E-10	0	0.01999913	0.04000533	0.1999913	0.4000533	
0.392	2E-09	0	-9.999565E-10	0	0.0199993	0.04000435	0.199993	0.4000435	
0.394	2E-09	0	-9.999651E-10	0	0.01999944	0.04000355	0.1999944	0.4000355	
0.396	2E-09	0	-9.999721E-10	0	0.01999955	0.0400029	0.1999955	0.400029	
0.398	2E-09	0	-9.999775E-10	0	0.01999964	0.04000236	0.1999964	0.4000236	
0.4	0	0	-9.999821E-10	0	0.01999971	0.04000193	0.1999971	0.4000193	
0.402	0	0	-9.999856E-10	0	0.01599977	0.04000157	0.1599977	0.4000157	
0.404	0	0	-7.999885E-10	0	0.01279982	0.04040128	0.1279982	0.4040128	
0.406	0	0	-6.399908E-10	0	0.01023985	0.04104104	0.1023985	0.4104104	
0.408	0	0	-5.119926E-10	0	0.008191882	0.04180885	0.08191882	0.4180885	
0.41	0	0	-4.095941E-10	0	0.006553506	0.04262789	0.06553505	0.4262789	
0.412	0	0	-3.276753E-10	0	0.005242805	0.04344696	0.05242804	0.4344696	
0.414	0	0	-2.621402E-10	0	0.004194244	0.04423329	0.04194244	0.4423329	
0.416	0	0	-2.097122E-10	0	0.003355395	0.04496721	0.03355395	0.4496721	
0.418	0	0	-1.677698E-10	0	0.002684316	0.04563823	0.02684316	0.4563823	
0.42	0	0	-1.342158E-10	0	0.002147453	0.04624215	0.02147453	0.4624215	
0.422	0	0	-1.073726E-10	0	0.001717962	0.04677897	0.01717962	0.4677897	
0.424	0	0	-8.589811E-11	0	0.00137437	0.04725138	0.0137437	0.4725139	
0.426	0	0	-6.871848E-11	0	0.001099496	0.04766367	0.01099496	0.4766367	
0.428	0	0	-5.497479E-11	0	0.0008795966	0.04802099	0.008795965	0.4802099	
0.43	0	0	-4.397983E-11	0	0.0007036772	0.04832883	0.007036773	0.4832883	
0.432	0	0	-3.518386E-11	0	0.0005629418	0.0485927	0.005629417	0.485927	
0.434	0	0	-2.814709E-11	0	0.0004503534	0.04881786	0.004503534	0.4881786	
0.436	0	0	-2.251767E-11	0	0.0003602827	0.04900926	0.003602827	0.4900926	
0.438	0	0	-1.801414E-11	0	0.0002882262	0.04917138	0.002882262	0.4917138	
0.44	0	0	-1.441131E-11	0	0.0002305809	0.04930828	0.002305809	0.4930828	
0.442	0	0	-1.152905E-11	0	0.0001844647	0.04942356	0.001844647	0.4942356	
0.444	0	0	-9.223237E-12	0	0.0001475718	0.0495204	0.001475718	0.495204	
0.446	0	0	-7.378589E-12	0	0.0001180574	0.04960157	0.001180574	0.4960157	
0.448	0	0	-5.902872E-12	0	9.444595E-05	0.04966945	0.0009444595	0.4966945	
0.45	0	0	-4.722297E-12	0	7.555676E-05	0.04972611	0.0007555676	0.4972611	
0.452	0	0	-3.777838E-12	0	6.044541E-05	0.04977334	0.0006044541	0.4977334	
0.454	0	0	-3.02227E-12	0	4.835633E-05	0.04981262	0.0004835633	0.4981262	
0.456	0	0	-2.417816E-12	0	3.868506E-05	0.04984526	0.0003868506	0.4984526	
0.458	0	0	-1.934253E-12	0	3.094805E-05	0.04987234	0.0003094805	0.4987234	
0.46	0	0	-1.547402E-12	0	2.475844E-05	0.04989478	0.0002475844	0.4989478	
0.462	0	0	-1.237922E-12	0	1.980675E-05	0.04991335	0.0001980675	0.4991335	
0.464	0	0	-9.903375E-13	0	1.58454E-05	0.04992869	0.000158454	0.4992869	
0.466	0	0	-7.922699E-13	0	1.267632E-05	0.04994137	0.0001267632	0.4994137	
0.468	0	0	-6.338159E-13	0	1.014106E-05	0.04995183	0.0001014106	0.4995183	
0.47	0	0	-5.070527E-13	0	8.112844E-06	0.04996045	8.112844E-05	0.4996045	
0.472	0	0	-4.056422E-13	0	6.490275E-06	0.04996755	6.490275E-05	0.4996755	
0.474	0	0	-3.245137E-13	0	5.19222E-06	0.04997339	5.19222E-05	0.4997339	
0.476	0	0	-2.59611E-13	0	4.153776E-06	0.04997819	4.153776E-05	0.4997819	
0.478	0	0	-2.076888E-13	0	3.323021E-06	0.04998214	3.323021E-05	0.4998214	
0.48	0	0	-1.66151E-13	0	2.658417E-06	0.04998538	2.658417E-05	0.4998538	
0.482	0	0	-1.329208E-13	0	2.126733E-06	0.04998804	2.126733E-05	0.4998804	
0.484	0	0	-1.063367E-13	0	1.701387E-06	0.04999022	1.701387E-05	0.4999022	
0.486	0	0	-8.506933E-14	0	1.361109E-06	0.049992	1.361109E-05	0.49992	
0.488	0	0	-6.805547E-14	0	1.088887E-06	0.04999347	1.088887E-05	0.4999347	
0.49	0	0	-5.444437E-14	0	8.711099E-07	0.04999466	8.711099E-06	0.4999466	
0.492	0	0	-4.35555E-14	0	6.968879E-07	0.04999564	6.968879E-06	0.4999564	
0.494	0	0	-3.48444E-14	0	5.575103E-07	0.04999644	5.575103E-06	0.4999644	
0.496	0	0	-2.787551E-14	0	4.460082E-07	0.0499971	4.460082E-06	0.499971	
0.498	0	0	-2.230041E-14	0	3.568066E-07	0.04999764	3.568066E-06	0.4999763	
0.5	4E-09	0	-1.784033E-14	0	2.854453E-07	0.04999807	2.854453E-06	0.4999807	
0.502	4E-09	0	-1.427226E-14	0	0.008000229	0.04999843	0.08000229	0.4999843	
0.504	4E-09	0	-4.000114E-10	0	0.01440018	0.04919872	0.1440018	0.4919872	
0.506	4E-09	0	-7.200091E-10	0	0.01952014	0.04791896	0.1952015	0.4791896	
0.508	4E-09	0	-9.760073E-10	0	0.02361612	0.04638315	0.2361612	0.4638315	
0.5100001	4E-09	0	-1.180806E-09	0	0.02689289	0.04474491	0.2689289	0.4474491	
0.512	4E-09	0	-1.344645E-09	0	0.02951431	0.04310664	0.2951432	0.4310664	
0.514	4E-09	0	-1.475716E-09	0	0.03161145	0.04153388	0.3161145	0.4153388	
0.516	4E-09	0	-1.580572E-09	0	0.03328916	0.04006596	0.3328916	0.4006596	
0.518	4E-09	0	-1.664458E-09	0	0.03463133	0.03872385	0.3463133	0.3872385	
0.52	4E-09	0	-1.731566E-09	0	0.03570506	0.03751595	0.3570506	0.3751595	
0.522	4E-09	0	-1.785253E-09	0	0.03656405	0.03644225	0.3656405	0.3644225	
0.524	4E-09	0	-1.828202E-09	0	0.03725124	0.0354974	0.3725124	0.354974	
0.526	4E-09	0	-1.862562E-09	0	0.03780099	0.03467279	0.3780099	0.3467279	
0.528	4E-09	0	-1.89005E-09	0	0.03824079	0.03395813	0.3824079	0.3395813	
0.53	4E-09	0	-1.912039E-09	0	0.03859263	0.03334243	0.3859263	0.3334243	
0.532	4E-09	0	-1.929632E-09	0	0.0388741	0.03281468	0.388741	0.3281468	
0.534	4E-09	0	-1.943705E-09	0	0.03909928	0.03236433	0.3909928	0.3236433	
0.536	4E-09	0	-1.954964E-09	0	0.03927943	0.03198154	0.3927943	0.3198153	
0.538	4E-09	0	-1.963971E-09	0	0.03942354	0.03165729	0.3942354	0.3165728	
0.54	4E-09	0	-1.971177E-09	0	0.03953883	0.03138347	0.3953883	0.3138347	
0.5420001	4E-09	0	-1.976941E-09	0	0.03963106	0.03115289	0.3963107	0.311529	
0.544	4E-09	0	-1.981553E-09	0	0.03970485	0.03095921	0.3970485	0.3095921	
0.546	4E-09	0	-1.985243E-09	0	0.03976388	0.03079688	0.3976388	0.3079688	
0.548	4E-09	0	-1.988194E-09	0	0.0398111	0.03066112	0.398111	0.3066112	
0.55	4E-09	0	-1.990555E-09	0	0.03984888	0.03054778	0.3984888	0.3054778	
0.552	4E-09	0	-1.992444E-09	0	0.03987911	0.03045334	0.3987911	0.3045334	
0.554	4E-09	0	-1.993955E-09	0	0.03990328	0.03037476	0.3990328	0.3037476	
0.5560001	4E-09	0	-1.995164E-09	0	0.03992262	0.03030948	0.3992262	0.3030948	
0.558	4E-09	0	-1.996131E-09	0	0.0399381	0.03025532	0.399381	0.3025532	
0.56	4E-09	0	-1.996905E-09	0	0.03995048	0.03021045	0.3995048	0.3021045	
0.562	4E-09	0	-1.997524E-09	0	0.03996038	0.03017331	0.3996038	0.3017331	
0.564	4E-09	0	-1.998019E-09	0	0.03996831	0.03014261	0.3996831	0.3014261	
0.566	4E-09	0	-1.998415E-09	0	0.03997464	0.03011726	0.3997464	0.3011726	
0.568	4E-09	0	-1.998732E-09	0	0.03997971	0.03009634	0.3997971	0.3009634	
0.5700001	4E-09	0	-1.998986E-09	0	0.03998377	0.0300791	0.3998377	0.300791	
0.572	4E-09	0	-1.999189E-09	0	0.03998702	0.03006491	0.3998702	0.300649	
0.574	4E-09	0	-1.999351E-09	0	0.03998961	0.03005322	0.3998961	0.3005322	
0.576	4E-09	0	-1.999481E-09	0	0.03999169	0.03004362	0.3999169	0.3004362	
0.578	4E-09	0	-1.999584E-09	0	0.03999335	0.03003572	0.3999335	0.3003573	
0.58	4E-09	0	-1.999668E-09	0	0.03999468	0.03002924	0.3999468	0.3002924	
0.582	4E-09	0	-1.999734E-09	0	0.03999574	0.03002393	0.3999574	0.3002393	
0.5840001	4E-09	0	-1.999787E-09	0	0.03999659	0.03001957	0.3999659	0.3001957	
0.586	4E-09	0	-1.99983E-09	0	0.03999728	0.03001599	0.3999728	0.3001599	
0.588	4E-09	0	-1.999864E-09	0	0.03999782	0.03001307	0.3999782	0.3001307	
0.59	4E-09	0	-1.999891E-09	0	0.03999826	0.03001067	0.3999826	0.3001067	
0.592	4E-09	0	-1.999913E-09	0	0.0399986	0.03000871	0.399986	0.3000871	
0.594	4E-09	0	-1.99993E-09	0	0.03999888	0.03000711	0.3999888	0.3000711	
0.596	4E-09	0	-1.999944E-09	0	0.03999911	0.0300058	0.399991	0.300058	
0.598	4E-09	0	-1.999955E-09	0	0.03999928	0.03000473	0.3999928	0.3000473	
0.6	0	0	-1.999964E-09	0	0.03999943	0.03000386	0.3999943	0.3000385	
0.6020001	0	0	-1.999971E-09	0	0.03199954	0.03000314	0.3199954	0.3000314	
0.604	0	0	-1.599977E-09	0	0.02559963	0.03080256	0.2559963	0.3080256	
0.606	0	0	-1.279982E-09	0	0.0204797	0.03208208	0.204797	0.3208208	
0.608	0	0	-1.023985E-09	0	0.01638376	0.0336177	0.1638376	0.336177	
0.61	0	0	-8.191882E-10	0	0.01310701	0.03525578	0.1310701	0.3525578	
0.612	0	0	-6.553506E-10	0	0.01048561	0.03689393	0.1048561	0.3689393	
0.614	0	0	-5.242805E-10	0	0.008388488	0.03846658	0.08388488	0.3846658	
0.6160001	0	0	-4.194244E-10	0	0.00671079	0.03993442	0.0671079	0.3993441	
0.618	0	0	-3.355395E-10	0	0.005368632	0.04127645	0.05368632	0.4127645	
0.62	0	0	-2.684316E-10	0	0.004294905	0.0424843	0.04294905	0.424843	
0.622	0	0	-2.147453E-10	0	0.003435924	0.04355795	0.03435924	0.4355795	
0.624	0	0	-1.717962E-10	0	0.002748739	0.04450277	0.02748739	0.4450277	
0.626	0	0	-1.37437E-10	0	0.002198991	0.04532734	0.02198991	0.4532734	
0.628	0	0	-1.099496E-10	0	0.001759193	0.04604197	0.01759193	0.4604197	
0.6300001	0	0	-8.795965E-11	0	0.001407354	0.04665766	0.01407355	0.4665766	
0.632	0	0	-7.036773E-11	0	0.001125884	0.04718539	0.01125883	0.4718539	
0.634	0	0	-5.629417E-11	0	0.0009007069	0.04763572	0.009007068	0.4763572	
0.636	0	0	-4.503534E-11	0	0.0007205654	0.04801851	0.007205654	0.4801851	
0.638	0	0	-3.602827E-11	0	0.0005764524	0.04834275	0.005764524	0.4834275	
0.64	0	0	-2.882262E-11	0	0.0004611619	0.04861655	0.004611619	0.4861656	
0.642	0	0	-2.305809E-11	0	0.0003689295	0.04884713	0.003689295	0.4884713	
0.6440001	0	0	-1.844647E-11	0	0.0002951436	0.04904081	0.002951436	0.4904081	
0.646	0	0	-1.475718E-11	0	0.0002361149	0.04920313	0.002361149	0.4920313	
0.648	0	0	-1.180574E-11	0	0.0001888919	0.04933889	0.001888919	0.4933889	
0.65	0	0	-9.444594E-12	0	0.0001511135	0.04945222	0.001511135	0.4945222	
0.652	0	0	-7.555676E-12	0	0.0001208908	0.04954667	0.001208908	0.4954666	
0.654	0	0	-6.044541E-12	0	9.671265E-05	0.04962524	0.0009671266	0.4962524	
0.656	0	0	-4.835633E-12	0	7.737012E-05	0.04969052	0.0007737012	0.4969052	
0.6580001	0	0	-3.868506E-12	0	6.189609E-05	0.04974468	0.0006189609	0.4974468	
0.66	0	0	-3.094805E-12	0	4.951687E-05	0.04978956	0.0004951687	0.4978955	
0.6620001	0	0	-2.475844E-12	0	3.96135E-05	0.04982669	0.000396135	0.4982669	
0.664	0	0	-1.980675E-12	0	3.16908E-05	0.04985739	0.000316908	0.4985739	
0.666	0	0	-1.58454E-12	0	2.535264E-05	0.04988274	0.0002535264	0.4988274	
0.668	0	0	-1.267632E-12	0	2.028211E-05	0.04990366	0.0002028211	0.4990366	
0.67	0	0	-1.014105E-12	0	1.622569E-05	0.0499209	0.0001622569	0.499209	
0.6720001	0	0	-8.112844E-13	0	1.298055E-05	0.0499351	0.0001298055	0.499351	
0.674	0	0	-6.490275E-13	0	1.038444E-05	0.04994678	0.0001038444	0.4994678	
0.6760001	0	0	-5.19222E-13	0	8.307552E-06	0.04995638	8.307552E-05	0.4995638	
0.678	0	0	-4.153776E-13	0	6.646042E-06	0.04996428	6.646042E-05	0.4996428	
