Time	ConeX	ConeY	ConeZ	
0	0	-0.2	0	
0.001	0	-0.2	0	
0.002	-0.0002005808	-0.2	4.08489E-08	
0.003	-0.0005011556	-0.1999996	1.070539E-07	
0.004	-0.0008515738	-0.1999985	1.84903E-07	
0.005	-0.001226831	-0.1999968	2.708167E-07	
0.006	-0.001614459	-0.1999942	3.608798E-07	
0.007	-0.002008242	-0.1999908	4.475748E-07	
0.008	-0.002405079	-0.1999866	5.312326E-07	
0.009000001	-0.002803422	-0.1999816	6.123426E-07	
0.01	-0.003202501	-0.1999758	6.958774E-07	
0.011	-0.00360193	-0.1999691	7.760275E-07	
0.012	-0.004001516	-0.1999616	8.52704E-07	
0.013	-0.004401161	-0.1999532	9.304565E-07	
0.014	-0.004800816	-0.1999441	1.012826E-06	
0.015	-0.005200456	-0.1999342	1.093033E-06	
0.016	-0.005600068	-0.1999234	1.179923E-06	
0.017	-0.005999644	-0.1999118	1.266228E-06	
0.018	-0.006399179	-0.1998995	1.355647E-06	
0.019	-0.006798671	-0.1998863	1.439194E-06	
0.02	-0.007198117	-0.1998723	1.52158E-06	
0.021	-0.007597515	-0.1998576	1.59941E-06	
0.022	-0.007996864	-0.199842	1.674707E-06	
0.023	-0.008396162	-0.1998256	1.753846E-06	
0.024	-0.008795406	-0.1998084	1.82999E-06	
0.025	-0.009194595	-0.1997905	1.911958E-06	
0.026	-0.009593728	-0.1997717	1.992475E-06	
0.027	-0.009992803	-0.1997521	2.077621E-06	
0.028	-0.01039182	-0.1997318	2.160325E-06	
0.029	-0.01079078	-0.1997106	2.24921E-06	
0.03	-0.01118967	-0.1996886	2.332094E-06	
0.031	-0.0115885	-0.1996659	2.415891E-06	
0.032	-0.01198726	-0.1996423	2.496566E-06	
0.033	-0.01238596	-0.199618	2.580427E-06	
0.034	-0.01278458	-0.1995928	2.667721E-06	
0.035	-0.01318314	-0.1995669	2.751474E-06	
0.036	-0.01358162	-0.1995402	2.840369E-06	
0.037	-0.01398003	-0.1995126	2.92706E-06	
0.038	-0.01437836	-0.1994843	3.005626E-06	
0.039	-0.01477662	-0.1994552	3.085612E-06	
0.04	-0.0151748	-0.1994253	3.172265E-06	
0.041	-0.0155729	-0.1993946	3.26499E-06	
0.042	-0.01597092	-0.1993631	3.351337E-06	
0.043	-0.01636885	-0.1993308	3.442794E-06	
0.044	-0.0167667	-0.1992977	3.536618E-06	
0.045	-0.01716447	-0.1992638	3.62342E-06	
0.046	-0.01756214	-0.1992292	3.712376E-06	
0.047	-0.01795973	-0.1991937	3.798865E-06	
0.048	-0.01835722	-0.1991574	3.88392E-06	
0.049	-0.01875462	-0.1991204	3.973122E-06	
0.05	-0.01915193	-0.1990826	4.058982E-06	
0.051	-0.01954914	-0.1990439	4.149822E-06	
0.052	-0.01994625	-0.1990045	4.242712E-06	
0.053	-0.02034327	-0.1989643	4.340052E-06	
0.054	-0.02074019	-0.1989233	4.436576E-06	
0.055	-0.021137	-0.1988815	4.528021E-06	
0.056	-0.02153371	-0.1988389	4.615747E-06	
0.057	-0.02193031	-0.1987955	4.700817E-06	
0.058	-0.0223268	-0.1987514	4.786394E-06	
0.059	-0.02272319	-0.1987064	4.863093E-06	
0.06	-0.02311947	-0.1986607	4.942477E-06	
0.061	-0.02351563	-0.1986142	5.033749E-06	
0.062	-0.02391168	-0.1985668	5.127539E-06	
0.063	-0.02430762	-0.1985187	5.221106E-06	
0.064	-0.02470344	-0.1984699	5.314598E-06	
0.06500001	-0.02509914	-0.1984202	5.400866E-06	
0.066	-0.02549473	-0.1983697	5.495765E-06	
0.067	-0.02589019	-0.1983185	5.583187E-06	
0.068	-0.02628553	-0.1982664	5.667029E-06	
0.06900001	-0.02668074	-0.1982136	5.759855E-06	
0.07	-0.02707583	-0.19816	5.85031E-06	
0.071	-0.0274708	-0.1981056	5.938665E-06	
0.072	-0.02786563	-0.1980505	6.025208E-06	
0.07300001	-0.02826033	-0.1979945	6.117306E-06	
0.074	-0.0286549	-0.1979377	6.203993E-06	
0.075	-0.02904934	-0.1978802	6.298105E-06	
0.07600001	-0.02944364	-0.1978219	6.395436E-06	
0.07700001	-0.02983781	-0.1977628	6.490277E-06	
0.078	-0.03023183	-0.1977029	6.580311E-06	
0.079	-0.03062572	-0.1976423	6.670878E-06	
0.08000001	-0.03101946	-0.1975808	6.763883E-06	
0.081	-0.03141306	-0.1975186	6.851144E-06	
0.082	-0.03180651	-0.1974556	6.938094E-06	
0.083	-0.03219983	-0.1973918	7.029042E-06	
0.08400001	-0.03259299	-0.1973272	7.110651E-06	
0.085	-0.032986	-0.1972619	7.193712E-06	
0.086	-0.03337886	-0.1971958	7.286818E-06	
0.087	-0.03377157	-0.1971289	7.382503E-06	
0.08800001	-0.03416413	-0.1970612	7.47226E-06	
0.089	-0.03455652	-0.1969927	7.570908E-06	
0.09	-0.03494877	-0.1969235	7.663836E-06	
0.09100001	-0.03534085	-0.1968534	7.763308E-06	
0.09200001	-0.03573277	-0.1967826	7.862349E-06	
0.093	-0.03612453	-0.1967111	7.95533E-06	
0.094	-0.03651613	-0.1966387	8.04022E-06	
0.09500001	-0.03690756	-0.1965656	8.134247E-06	
0.096	-0.03729882	-0.1964917	8.22731E-06	
0.097	-0.03768992	-0.196417	8.325677E-06	
0.098	-0.03808085	-0.1963416	8.424673E-06	
0.09900001	-0.03847161	-0.1962653	8.515864E-06	
0.1	-0.03886219	-0.1961883	8.609265E-06	
0.101	-0.03925261	-0.1961106	8.700711E-06	
