Time	5	3	9	8	15	2	1	12	6	16	11	10	14	13	4	7	
0	-0.05901974	-0.05901974	-0.05960789	-0.05901974	-0.05960789	-0.05901974	-0.05901974	-0.05960789	-0.05901974	-0.05960789	-0.05960789	-0.05960789	-0.05960789	-0.05960789	-0.05901974	-0.05901974	
0.0002	-0.05808084	-0.05808084	-0.05923306	-0.05807997	-0.05923225	-0.05808084	-0.05807938	-0.05923225	-0.05808084	-0.05923171	-0.05923225	-0.05923225	-0.05923225	-0.05923225	-0.05808084	-0.05808084	
0.0004	-0.05718204	-0.05718204	-0.05887488	-0.05717933	-0.05887245	-0.05718204	-0.05717753	-0.05887244	-0.05718204	-0.05887082	-0.05887244	-0.05887244	-0.05887244	-0.05887244	-0.05718204	-0.05718204	
0.0006	-0.05632203	-0.05632203	-0.05853271	-0.0563165	-0.05852789	-0.05632204	-0.05631282	-0.05852788	-0.05632203	-0.05852466	-0.05852788	-0.05852788	-0.05852788	-0.05852788	-0.05632203	-0.05632204	
0.0008	-0.05549954	-0.05549954	-0.05820598	-0.05549015	-0.05819799	-0.05549956	-0.05548391	-0.05819798	-0.05549954	-0.05819264	-0.05819798	-0.05819797	-0.05819798	-0.05819798	-0.05549954	-0.05549955	
0.0009999999	-0.05471326	-0.05471326	-0.05789408	-0.05469899	-0.05788219	-0.05471332	-0.0546895	-0.05788217	-0.05471326	-0.05787422	-0.05788217	-0.05788214	-0.05788217	-0.05788217	-0.05471326	-0.0547133	
0.0012	-0.05396195	-0.05396195	-0.05759643	-0.05394173	-0.05757993	-0.05396205	-0.05392831	-0.05757989	-0.05396195	-0.05756887	-0.05757989	-0.05757985	-0.05757989	-0.05757989	-0.05396195	-0.05396201	
0.0014	-0.05324433	-0.05324433	-0.05731248	-0.05321714	-0.05729068	-0.05324449	-0.0531991	-0.05729064	-0.05324433	-0.05727607	-0.05729064	-0.05729057	-0.05729064	-0.05729064	-0.05324433	-0.05324443	
0.0016	-0.05255916	-0.05255916	-0.05704166	-0.05252398	-0.05701394	-0.05255942	-0.05250065	-0.05701387	-0.05255916	-0.05699532	-0.05701387	-0.05701376	-0.05701387	-0.05701387	-0.05255916	-0.05255932	
0.0018	-0.05190523	-0.05190522	-0.05678346	-0.05186107	-0.05674919	-0.05190561	-0.05183179	-0.05674909	-0.05190522	-0.05672616	-0.05674909	-0.05674894	-0.05674909	-0.05674909	-0.05190523	-0.05190546	
0.002	-0.05128132	-0.05128131	-0.05653733	-0.05122723	-0.05649596	-0.05128187	-0.05119137	-0.05649583	-0.05128131	-0.05646812	-0.05649583	-0.05649563	-0.05649582	-0.05649583	-0.05128132	-0.05128165	
0.0022	-0.05068627	-0.05068626	-0.0563028	-0.05062132	-0.05625378	-0.05068702	-0.05057828	-0.0562536	-0.05068626	-0.05622075	-0.0562536	-0.05625333	-0.0562536	-0.0562536	-0.05068627	-0.05068672	
0.0024	-0.05011893	-0.05011892	-0.05607935	-0.05004226	-0.0560222	-0.05011991	-0.04999145	-0.05602197	-0.05011892	-0.05598364	-0.05602198	-0.05602163	-0.05602197	-0.05602197	-0.05011893	-0.05011952	
0.0026	-0.04957816	-0.04957816	-0.05586653	-0.04948895	-0.05580079	-0.04957945	-0.04942983	-0.0558005	-0.04957816	-0.05575637	-0.0558005	-0.05580006	-0.0558005	-0.0558005	-0.04957816	-0.04957894	
0.0028	-0.04906289	-0.04906288	-0.05566387	-0.04896035	-0.05558913	-0.04906452	-0.04889242	-0.05558876	-0.04906288	-0.05553854	-0.05558877	-0.05558822	-0.05558876	-0.05558876	-0.04906289	-0.04906387	
0.003	-0.04857205	-0.04857204	-0.05547094	-0.04845547	-0.0553868	-0.04857409	-0.04837823	-0.05538636	-0.04857204	-0.05532977	-0.05538637	-0.0553857	-0.05538636	-0.05538636	-0.04857205	-0.04857327	
