Time	ConeX	ConeY	ConeZ	
0	0	-0.2	0	
0.001	-0.0003790005	-0.2000005	-4.36604E-07	
0.002	-0.000778603	-0.2000003	-1.090765E-06	
0.003	-0.00117953	-0.1999992	-1.783669E-06	
0.004	-0.001580499	-0.1999972	-2.449751E-06	
0.005	-0.001981421	-0.1999944	-3.042817E-06	
0.006	-0.00238229	-0.1999908	-3.550947E-06	
0.007	-0.002783108	-0.1999864	-3.97861E-06	
0.008	-0.003183875	-0.1999811	-4.337728E-06	
0.009000001	-0.003584589	-0.199975	-4.629791E-06	
0.01	-0.003985254	-0.1999681	-4.87268E-06	
0.011	-0.004385868	-0.1999603	-5.066395E-06	
0.012	-0.00478643	-0.1999516	-5.224347E-06	
0.013	-0.005186943	-0.1999422	-5.351007E-06	
0.014	-0.005587404	-0.199932	-5.453825E-06	
0.015	-0.005987816	-0.1999209	-5.535781E-06	
0.016	-0.006388176	-0.199909	-5.601346E-06	
0.017	-0.006788486	-0.1998962	-5.657971E-06	
0.018	-0.007188743	-0.1998827	-5.704165E-06	
0.019	-0.00758895	-0.1998683	-5.739927E-06	
0.02	-0.007989103	-0.1998531	-5.766749E-06	
0.021	-0.008389203	-0.1998371	-5.789101E-06	
0.022	-0.008789251	-0.1998203	-5.809963E-06	
0.023	-0.009189242	-0.1998026	-5.823374E-06	
0.024	-0.009589179	-0.1997841	-5.833805E-06	
0.025	-0.009989062	-0.1997648	-5.845726E-06	
0.026	-0.01038889	-0.1997447	-5.851686E-06	
0.027	-0.01078866	-0.1997239	-5.859137E-06	
0.028	-0.01118837	-0.1997021	-5.862117E-06	
0.029	-0.01158802	-0.1996796	-5.865097E-06	
0.03	-0.01198761	-0.1996563	-5.869567E-06	
0.031	-0.01238714	-0.1996321	-5.874038E-06	
0.032	-0.01278661	-0.1996072	-5.874038E-06	
0.033	-0.01318602	-0.1995814	-5.874038E-06	
0.034	-0.01358536	-0.1995548	-5.874038E-06	
0.035	-0.01398464	-0.1995275	-5.875528E-06	
0.036	-0.01438385	-0.1994993	-5.874038E-06	
0.037	-0.01478299	-0.1994703	-5.875528E-06	
0.038	-0.01518207	-0.1994405	-5.874038E-06	
0.039	-0.01558108	-0.1994099	-5.875528E-06	
0.04	-0.01598001	-0.1993785	-5.874038E-06	
0.041	-0.01637888	-0.1993462	-5.872548E-06	
0.042	-0.01677767	-0.1993132	-5.871058E-06	
0.043	-0.01717638	-0.1992794	-5.872548E-06	
0.044	-0.01757503	-0.1992448	-5.874038E-06	
0.045	-0.01797359	-0.1992093	-5.872548E-06	
0.046	-0.01837208	-0.1991731	-5.871058E-06	
0.047	-0.01877048	-0.1991361	-5.872548E-06	
0.048	-0.01916881	-0.1990982	-5.869567E-06	
0.049	-0.01956705	-0.1990596	-5.869567E-06	
0.05	-0.01996521	-0.1990202	-5.866587E-06	
0.051	-0.02036329	-0.1989799	-5.863607E-06	
0.052	-0.02076128	-0.1989389	-5.863607E-06	
0.053	-0.02115919	-0.198897	-5.860627E-06	
0.054	-0.021557	-0.1988544	-5.857647E-06	
0.055	-0.02195473	-0.198811	-5.856156E-06	
0.056	-0.02235236	-0.1987667	-5.857647E-06	
0.057	-0.0227499	-0.1987217	-5.854666E-06	
0.058	-0.02314734	-0.1986759	-5.851686E-06	
0.059	-0.02354469	-0.1986292	-5.848706E-06	
0.06	-0.02394195	-0.1985818	-5.848706E-06	
0.061	-0.0243391	-0.1985336	-5.845726E-06	
0.062	-0.02473615	-0.1984846	-5.842745E-06	
0.063	-0.02513311	-0.1984348	-5.841255E-06	
0.064	-0.02552995	-0.1983842	-5.842745E-06	
0.06500001	-0.02592669	-0.1983327	-5.839765E-06	
0.066	-0.02632333	-0.1982805	-5.836785E-06	
0.067	-0.02671987	-0.1982275	-5.836785E-06	
0.068	-0.02711628	-0.1981737	-5.836785E-06	
0.06900001	-0.0275126	-0.1981192	-5.833805E-06	
0.07	-0.0279088	-0.1980638	-5.830825E-06	
0.071	-0.02830488	-0.1980076	-5.830825E-06	
0.072	-0.02870086	-0.1979506	-5.827844E-06	
0.07300001	-0.02909671	-0.1978929	-5.827844E-06	
0.074	-0.02949245	-0.1978343	-5.824864E-06	
0.075	-0.02988806	-0.197775	-5.821884E-06	
0.07600001	-0.03028356	-0.1977149	-5.821884E-06	
0.07700001	-0.03067893	-0.1976539	-5.818903E-06	
0.078	-0.03107418	-0.1975922	-5.815923E-06	
0.079	-0.03146931	-0.1975297	-5.815923E-06	
0.08000001	-0.0318643	-0.1974664	-5.812943E-06	
0.081	-0.03225917	-0.1974023	-5.809963E-06	
0.082	-0.03265391	-0.1973374	-5.808473E-06	
0.083	-0.03304852	-0.1972717	-5.808473E-06	
0.08400001	-0.03344299	-0.1972052	-5.805492E-06	
0.085	-0.03383733	-0.197138	-5.802512E-06	
0.086	-0.03423154	-0.1970699	-5.802512E-06	
0.087	-0.0346256	-0.1970011	-5.799532E-06	
0.08800001	-0.03501953	-0.1969315	-5.796552E-06	
0.089	-0.03541331	-0.1968611	-5.796552E-06	
0.09	-0.03580695	-0.1967899	-5.796552E-06	
0.09100001	-0.03620045	-0.1967179	-5.793572E-06	
0.09200001	-0.03659381	-0.1966451	-5.790591E-06	
0.093	-0.03698701	-0.1965716	-5.790591E-06	
0.094	-0.03738007	-0.1964972	-5.787611E-06	
0.09500001	-0.03777298	-0.1964221	-5.784631E-06	
0.096	-0.03816573	-0.1963462	-5.784631E-06	
0.097	-0.03855834	-0.1962695	-5.781651E-06	
0.098	-0.03895079	-0.196192	-5.781651E-06	
0.09900001	-0.03934308	-0.1961137	-5.77569E-06	
0.1	-0.03973522	-0.1960347	-5.77569E-06	
0.101	-0.04012719	-0.1959548	-5.77271E-06	
0.102	-0.040519	-0.1958742	-5.76973E-06	
0.103	-0.04091065	-0.1957927	-5.76973E-06	
0.104	-0.04130214	-0.1957106	-5.766749E-06	
0.105	-0.04169346	-0.1956276	-5.763769E-06	
0.106	-0.04208462	-0.1955438	-5.762279E-06	
0.107	-0.0424756	-0.1954593	-5.759299E-06	
0.108	-0.04286642	-0.1953739	-5.756319E-06	
0.109	-0.04325706	-0.1952878	-5.756319E-06	
0.11	-0.04364753	-0.1952009	-5.753338E-06	
0.111	-0.04403783	-0.1951133	-5.753338E-06	
0.112	-0.04442795	-0.1950248	-5.750358E-06	
0.113	-0.04481789	-0.1949356	-5.750358E-06	
0.114	-0.04520765	-0.1948455	-5.747378E-06	
0.115	-0.04559723	-0.1947547	-5.747378E-06	
0.116	-0.04598663	-0.1946632	-5.744398E-06	
0.117	-0.04637584	-0.1945708	-5.744398E-06	
0.118	-0.04676487	-0.1944777	-5.741418E-06	
0.119	-0.04715371	-0.1943838	-5.736947E-06	
0.12	-0.04754237	-0.1942891	-5.736947E-06	
0.121	-0.04793083	-0.1941936	-5.732477E-06	
0.122	-0.04831911	-0.1940974	-5.730987E-06	
0.123	-0.04870718	-0.1940004	-5.726517E-06	
0.124	-0.04909506	-0.1939026	-5.723536E-06	
0.125	-0.04948275	-0.193804	-5.720556E-06	
0.126	-0.04987023	-0.1937047	-5.716086E-06	
0.127	-0.05025752	-0.1936046	-5.713105E-06	
0.128	-0.05064461	-0.1935037	-5.713105E-06	
0.129	-0.0510315	-0.193402	-5.708635E-06	
