Time	ConeX	ConeY	ConeZ	
0	0	-0.2	0	
0.001	-0.0001089885	-0.200007	2.171844E-07	
0.002	-0.0003017888	-0.200019	5.245209E-07	
0.003	-0.0005578204	-0.200034	9.179116E-07	
0.004	-0.0008614996	-0.2000509	1.410395E-06	
0.005	-0.001200991	-0.2000687	2.016872E-06	
0.006	-0.001567287	-0.2000865	2.752617E-06	
0.007	-0.001953518	-0.200104	3.628433E-06	
0.008	-0.002354442	-0.2001207	4.654005E-06	
0.009000001	-0.002766058	-0.2001362	5.83306E-06	
0.01	-0.003185314	-0.2001504	7.166714E-06	
0.011	-0.003609886	-0.2001632	8.65236E-06	
0.012	-0.004038011	-0.2001745	1.028627E-05	
0.013	-0.004468353	-0.200184	1.206026E-05	
0.014	-0.004899911	-0.200192	1.396723E-05	
0.015	-0.005331933	-0.2001983	1.599602E-05	
0.016	-0.00576387	-0.2002029	1.813732E-05	
0.017	-0.006195316	-0.2002059	2.038069E-05	
0.018	-0.006625982	-0.2002073	2.271496E-05	
0.019	-0.00705567	-0.2002071	2.512559E-05	
0.02	-0.007484244	-0.2002053	2.760366E-05	
0.021	-0.007911623	-0.200202	3.013536E-05	
0.022	-0.008337758	-0.2001971	3.271029E-05	
0.023	-0.008762634	-0.2001908	3.53165E-05	
0.024	-0.009186255	-0.2001831	3.794208E-05	
0.025	-0.009608636	-0.2001739	4.057661E-05	
0.026	-0.01002981	-0.2001633	4.320778E-05	
0.027	-0.0104498	-0.2001515	4.582554E-05	
0.028	-0.01086866	-0.2001383	4.841984E-05	
0.029	-0.01128644	-0.2001237	5.09806E-05	
0.03	-0.01170317	-0.200108	5.349964E-05	
0.031	-0.01211889	-0.200091	5.596653E-05	
0.032	-0.01253367	-0.2000728	5.837269E-05	
0.033	-0.01294753	-0.2000534	6.071068E-05	
0.034	-0.01336053	-0.2000328	6.29738E-05	
0.035	-0.0137727	-0.2000111	6.515384E-05	
0.036	-0.01418408	-0.1999882	6.72441E-05	
0.037	-0.01459472	-0.1999643	6.924011E-05	
0.038	-0.01500464	-0.1999392	7.113554E-05	
0.039	-0.01541389	-0.1999131	7.292665E-05	
0.04	-0.01582249	-0.1998859	7.460825E-05	
0.041	-0.01623048	-0.1998577	7.61766E-05	
0.042	-0.01663788	-0.1998284	7.762797E-05	
0.043	-0.01704473	-0.1997982	7.896162E-05	
0.044	-0.01745104	-0.1997669	8.017384E-05	
0.045	-0.01785685	-0.1997346	8.126385E-05	
0.046	-0.01826217	-0.1997014	8.223094E-05	
0.047	-0.01866703	-0.1996671	8.307248E-05	
