Time	ConeX	ConeY	ConeZ	
0	0	-0.2	0	
0.001	-0.0001735856	-0.2000063	-3.397465E-07	
0.002	-0.0004303216	-0.2000167	-1.361966E-06	
0.003	-0.0007303485	-0.2000294	-3.385544E-06	
0.004	-0.001056085	-0.2000433	-6.654859E-06	
0.005	-0.001399652	-0.2000577	-1.135468E-05	
0.006	-0.001757314	-0.200072	-1.758039E-05	
0.007	-0.002127031	-0.2000857	-2.536178E-05	
0.008	-0.002507419	-0.2000985	-3.471375E-05	
0.009000001	-0.002897315	-0.2001103	-4.557669E-05	
0.01	-0.00329562	-0.2001208	-5.792976E-05	
0.011	-0.003701247	-0.2001299	-7.168949E-05	
0.012	-0.004113126	-0.2001376	-8.678735E-05	
0.013	-0.004530213	-0.2001439	-0.0001031488	
0.014	-0.004951517	-0.2001486	-0.0001206636	
0.015	-0.005376108	-0.2001518	-0.0001392514	
0.016	-0.005803135	-0.2001535	-0.0001588047	
0.017	-0.006231832	-0.2001537	-0.0001792133	
0.018	-0.006661521	-0.2001524	-0.0002003819	
0.019	-0.007091617	-0.2001496	-0.0002222002	
0.02	-0.007521622	-0.2001454	-0.0002445489	
0.021	-0.007951123	-0.2001398	-0.0002673119	
0.022	-0.008379784	-0.2001328	-0.0002903909	
0.023	-0.008807346	-0.2001245	-0.0003136665	
0.024	-0.009233613	-0.2001148	-0.0003370315	
0.025	-0.009658447	-0.200104	-0.0003603816	
0.026	-0.01008176	-0.2000918	-0.0003836036	
0.027	-0.0105035	-0.2000784	-0.000406608	
0.028	-0.01092367	-0.2000639	-0.0004292935	
0.029	-0.01134228	-0.2000482	-0.0004515588	
0.03	-0.01175938	-0.2000313	-0.0004733205	
0.031	-0.01217502	-0.2000134	-0.000494501	
0.032	-0.01258928	-0.1999943	-0.000515011	
0.033	-0.01300224	-0.1999741	-0.0005347907	
0.034	-0.01341399	-0.1999529	-0.0005537748	
0.035	-0.01382462	-0.1999305	-0.0005718857	
0.036	-0.01423421	-0.1999072	-0.0005890757	
0.037	-0.01464286	-0.1998829	-0.000605303	
0.038	-0.01505064	-0.1998575	-0.0006205171	
0.039	-0.01545765	-0.1998311	-0.0006346852	
0.04	-0.01586394	-0.1998036	-0.0006477654	
0.041	-0.01626959	-0.1997752	-0.00065974	
0.042	-0.01667466	-0.1997458	-0.0006705821	
0.043	-0.0170792	-0.1997155	-0.0006802827	
0.044	-0.01748327	-0.1996841	-0.00068883	
0.045	-0.0178869	-0.1996518	-0.000696224	
0.046	-0.01829014	-0.1996185	-0.0007024616	
0.047	-0.01869301	-0.1995842	-0.0007075489	
0.048	-0.01909556	-0.199549	-0.0007114917	
0.049	-0.01949779	-0.1995129	-0.0007143199	
0.05	-0.01989973	-0.1994758	-0.0007160396	
0.051	-0.0203014	-0.1994378	-0.0007166773	
0.052	-0.02070281	-0.1993988	-0.000716266	
0.053	-0.02110397	-0.199359	-0.0007148385	
0.054	-0.02150489	-0.1993181	-0.0007124215	
0.055	-0.02190558	-0.1992764	-0.0007090569	
0.056	-0.02230605	-0.1992338	-0.0007047922	
