Time	FF	Vm	Ie	
0	0	0	0	
0.001	0	0	0	
0.002	0	0	0	
0.003	0	0	0	
0.004	0	0	0	
0.005	0	0	0	
0.006	0	0	0	
0.007	0	0	0	
0.008	0	0	0	
0.009000001	0	0	0	
0.01	0	0	0	
0.011	0	0	0	
0.012	0	0	0	
0.013	0	0	0	
0.014	0	0	0	
0.015	0	0	0	
0.016	0	0	0	
0.017	0	0	0	
0.018	0	0	0	
0.019	0	0	0	
0.02	0	0	0	
0.021	0	0	0	
0.022	0	0	0	
0.023	0	0	0	
0.024	0	0	0	
0.025	0	0	0	
0.026	0	0	0	
0.027	0	0	0	
0.028	0	0	0	
0.029	0	0	0	
0.03	0	0	0	
0.031	0	0	0	
0.032	0	0	0	
0.033	0	0	0	
0.034	0	0	0	
0.035	0	0	0	
0.036	0	0	0	
0.037	0	0	0	
0.038	0	0	0	
0.039	0	0	0	
0.04	0	0	0	
0.041	0	0	0	
0.042	0	0	0	
0.043	0	0	0	
0.044	0	0	0	
0.045	0	0	0	
0.046	0	0	0	
0.047	0	0	0	
0.048	0	0	0	
0.049	0	0	0	
0.05	0	0	0	
0.051	0	0	0	
0.052	0	0	0	
0.053	0	0	0	
0.054	0	0	0	
0.055	0	0	0	
0.056	0	0	0	
0.057	0	0	0	
0.058	0	0	0	
0.059	0	0	0	
0.06	0	0	0	
0.061	0	0	0	
0.062	0	0	0	
0.063	0	0	0	
0.064	0	0	0	
0.06500001	0	0	0	
0.066	0	0	0	
0.067	0	0	0	
0.068	0	0	0	
0.06900001	0	0	0	
0.07	0	0	0	
0.071	0	0	0	
0.072	0	0	0	
0.07300001	0	0	0	
0.074	0	0	0	
0.075	0	0	0	
0.07600001	0	0	0	
0.07700001	0	0	0	
0.078	0	0	0	
0.079	0	0	0	
0.08000001	0	0	0	
0.081	0	0	0	
0.082	0	0	0	
0.083	0	0	0	
0.08400001	0	0	0	
0.085	0	0	0	
0.086	0	0	0	
0.087	0	0	0	
0.08800001	0	0	0	
0.089	0	0	0	
0.09	0	0	0	
0.09100001	0	0	0	
0.09200001	0	0	0	
0.093	0	0	0	
0.094	0	0	0	
0.09500001	0	0	0	
0.096	0	0	0	
0.097	0	0	0	
0.098	0	0	0	
0.09900001	0	0	0	
0.1	0	0	-4E-09	
0.101	0	-0.001333333	-4E-09	
0.102	0	-0.002622223	-4E-09	
0.103	0	-0.003868149	-4E-09	
0.104	0	-0.005072544	-4E-09	
0.105	0	-0.006236793	-4E-09	
0.106	0	-0.007362233	-4E-09	
0.107	0	-0.008450159	-4E-09	
0.108	0	-0.00950182	-4E-09	
0.109	0	-0.01051843	-4E-09	
0.11	0	-0.01150115	-4E-09	
0.111	0	-0.01245111	-4E-09	
0.112	0	-0.0133694	-4E-09	
0.113	0	-0.01425709	-4E-09	
0.114	0	-0.01511519	-4E-09	
0.115	0	-0.01594468	-4E-09	
0.116	0	-0.01674653	-4E-09	
0.117	0	-0.01752164	-4E-09	
0.118	0	-0.01827092	-4E-09	
0.119	0	-0.01899522	-4E-09	
0.12	0	-0.01969538	-4E-09	
0.121	0	-0.0203722	-4E-09	
0.122	0	-0.02102646	-4E-09	
0.123	0	-0.02165891	-4E-09	
0.124	0	-0.02227028	-4E-09	
0.125	0	-0.02286128	-4E-09	
0.126	0	-0.02343257	-4E-09	
0.127	0	-0.02398481	-4E-09	
0.128	0	-0.02451865	-4E-09	
0.129	0	-0.0250347	-4E-09	
0.13	0	-0.02553354	-4E-09	
0.131	0	-0.02601576	-4E-09	
0.132	0	-0.0264819	-4E-09	
0.133	0	-0.0269325	-4E-09	
0.134	0	-0.02736809	-4E-09	
0.135	0	-0.02778915	-4E-09	
0.136	0	-0.02819618	-4E-09	
0.137	0	-0.02858964	-4E-09	
0.138	0	-0.02896998	-4E-09	
0.139	0	-0.02933765	-4E-09	
0.14	0	-0.02969306	-4E-09	
0.141	0	-0.03003663	-4E-09	
0.142	0	-0.03036874	-4E-09	
0.143	0	-0.03068978	-4E-09	
0.144	0	-0.03100012	-4E-09	
0.145	0	-0.03130012	-4E-09	
0.146	0	-0.03159012	-4E-09	
0.147	0	-0.03187044	-4E-09	
0.148	0	-0.03214143	-4E-09	
0.149	0	-0.03240338	-4E-09	
0.15	0	-0.0326566	-4E-09	
