Time	FF	Vm	Ie	
0	0	0	0	
0.002	0	0	0	
0.004	0	0	0	
0.006	0	0	0	
0.008	0	0	0	
0.01	0	0	0	
0.012	0	0	0	
0.014	0	0	0	
0.016	0	0	0	
0.018	0	0	0	
0.02	0	0	0	
0.022	0	0	0	
0.024	0	0	0	
0.026	0	0	0	
0.028	0	0	0	
0.03	0	0	0	
0.032	0	0	0	
0.034	0	0	0	
0.036	0	0	0	
0.038	0	0	0	
0.04	0	0	0	
0.042	0	0	0	
0.044	0	0	0	
0.046	0	0	0	
0.048	0	0	0	
0.05	0	0	0	
0.052	0	0	0	
0.054	0	0	0	
0.056	0	0	0	
0.058	0	0	0	
0.06	0	0	0	
0.062	0	0	0	
0.064	0	0	0	
0.066	0	0	0	
0.068	0	0	0	
0.07	0	0	0	
0.072	0	0	0	
0.074	0	0	0	
0.07600001	0	0	0	
0.078	0	0	0	
0.08000001	0	0	0	
0.082	0	0	0	
0.08400001	0	0	0	
0.086	0	0	0	
0.08800001	0	0	0	
0.09	0	0	0	
0.09200001	0	0	0	
0.094	0	0	0	
0.096	0	0	0	
0.098	0	0	0	
0.1	0	0	-4E-09	
0.102	0	-0.002666667	-4E-09	
0.104	0	-0.004977778	-4E-09	
0.106	0	-0.006980741	-4E-09	
0.108	0	-0.008716643	-4E-09	
0.11	0	-0.01022109	-4E-09	
0.112	0	-0.01152494	-4E-09	
0.114	0	-0.01265495	-4E-09	
0.116	0	-0.01363429	-4E-09	
0.118	0	-0.01448305	-4E-09	
0.12	0	-0.01521865	-4E-09	
0.122	0	-0.01585616	-4E-09	
0.124	0	-0.01640867	-4E-09	
0.126	0	-0.01688752	-4E-09	
0.128	0	-0.01730251	-4E-09	
0.13	0	-0.01766218	-4E-09	
0.132	0	-0.01797389	-4E-09	
0.134	0	-0.01824404	-4E-09	
0.136	0	-0.01847817	-4E-09	
0.138	0	-0.01868108	-4E-09	
0.14	0	-0.01885693	-4E-09	
0.142	0	-0.01900934	-4E-09	
0.144	0	-0.01914143	-4E-09	
0.146	0	-0.01925591	-4E-09	
0.148	0	-0.01935512	-4E-09	
0.15	0	-0.0194411	-4E-09	
0.152	0	-0.01951562	-4E-09	
0.154	0	-0.0195802	-4E-09	
0.156	0	-0.01963618	-4E-09	
0.158	0	-0.01968469	-4E-09	
0.16	0	-0.01972673	-4E-09	
0.162	0	-0.01976316	-4E-09	
0.164	0	-0.01979474	-4E-09	
0.166	0	-0.01982211	-4E-09	
0.168	0	-0.01984583	-4E-09	
0.17	0	-0.01986638	-4E-09	
0.172	0	-0.0198842	-4E-09	
0.174	0	-0.01989964	-4E-09	
0.176	0	-0.01991302	-4E-09	
0.178	0	-0.01992462	-4E-09	
0.18	0	-0.01993467	-4E-09	
0.182	0	-0.01994338	-4E-09	
0.184	0	-0.01995093	-4E-09	
0.186	0	-0.01995747	-4E-09	
0.188	0	-0.01996314	-4E-09	
0.19	0	-0.01996806	-4E-09	
0.192	0	-0.01997232	-4E-09	
0.194	0	-0.01997601	-4E-09	
0.196	0	-0.0199792	-4E-09	
0.198	0	-0.01998198	-4E-09	
0.2	0	-0.01998438	0	
0.202	0	-0.0173198	0	
0.204	0	-0.01501049	0	
0.206	0	-0.01300909	0	
0.208	0	-0.01127455	0	
0.21	0	-0.009771273	0	
0.212	0	-0.008468436	0	
0.214	0	-0.007339311	0	
0.216	0	-0.006360736	0	
0.218	0	-0.005512638	0	
0.22	0	-0.00477762	0	
0.222	0	-0.004140603	0	
0.224	0	-0.003588523	0	
0.226	0	-0.003110053	0	
0.228	0	-0.002695379	0	
0.23	0	-0.002335995	0	
0.232	0	-0.002024529	0	
0.234	0	-0.001754592	0	
0.236	0	-0.001520646	0	
0.238	0	-0.001317893	0	
0.24	0	-0.001142174	0	
0.242	0	-0.0009898844	0	
0.244	0	-0.0008578998	0	
0.246	0	-0.0007435131	0	
0.248	0	-0.000644378	0	
0.25	0	-0.0005584609	0	
0.252	0	-0.0004839995	0	
0.254	0	-0.0004194662	0	
0.256	0	-0.0003635374	0	
0.258	0	-0.0003150657	0	
0.26	0	-0.000273057	0	
0.262	0	-0.0002366494	0	
0.264	0	-0.0002050961	0	
0.266	0	-0.00017775	0	
0.268	0	-0.00015405	0	
0.27	0	-0.00013351	0	
0.272	0	-0.0001157087	0	
0.274	0	-0.0001002808	0	
0.276	0	-8.691005E-05	0	
0.278	0	-7.532204E-05	0	
0.28	0	-6.52791E-05	0	
0.282	0	-5.657522E-05	0	
0.284	0	-4.903186E-05	0	
0.286	0	-4.249427E-05	0	
0.288	0	-3.682837E-05	0	
0.29	0	-3.191792E-05	0	
0.292	0	-2.76622E-05	0	
0.294	0	-2.39739E-05	0	
0.296	0	-2.077738E-05	0	
0.298	0	-1.800706E-05	0	
0.3	0	-1.560612E-05	2E-09	
0.302	0.01979712	0.001319808	2E-09	
0.304	0.03715751	0.002477167	2E-09	
0.306	0.05220317	0.003480212	2E-09	
0.308	0.06524275	0.004349517	2E-09	
0.31	0.07654372	0.005102915	2E-09	
0.312	0.08633789	0.005755859	2E-09	
0.314	0.09482618	0.006321745	2E-09	
0.316	0.1021827	0.006812179	2E-09	
0.318	0.1085583	0.007237222	2E-09	
0.32	0.1140839	0.007605592	2E-09	
0.322	0.1188727	0.007924846	2E-09	
0.324	0.123023	0.008201534	2E-09	
0.326	0.1266199	0.008441329	2E-09	
