Time	Rotation	PendulumY	PendulumX	PendulumZ	
0	0	-0.5	0	0	
0.001	0	-0.5000081	-0.0001735537	0	
0.002	0.001999997	-0.5000225	-0.0004973694	0	
0.003	0.004	-0.5000416	-0.0009509561	0	
0.004	0.005999998	-0.500064	-0.001516306	0	
0.005	0.008	-0.5000886	-0.002177611	0	
0.006	0.009999997	-0.5001144	-0.002921015	0	
0.007	0.012	-0.5001404	-0.003734383	0	
0.008	0.014	-0.5001661	-0.004607113	0	
0.009000001	0.016	-0.5001907	-0.005529945	0	
0.01	0.018	-0.5002138	-0.006494817	0	
0.011	0.02	-0.500235	-0.007494714	0	
0.012	0.02199999	-0.5002538	-0.008523548	0	
0.013	0.02399999	-0.50027	-0.00957605	0	
0.014	0.02599999	-0.5002834	-0.01064767	0	
0.015	0.02799999	-0.5002937	-0.01173447	0	
0.016	0.02999999	-0.5003008	-0.01283311	0	
0.017	0.03199999	-0.5003047	-0.01394068	0	
0.018	0.03399999	-0.5003052	-0.01505475	0	
0.019	0.03599998	-0.5003023	-0.01617321	0	
0.02	0.03799998	-0.5002959	-0.01729431	0	
0.021	0.03999997	-0.500286	-0.01841658	0	
0.022	0.04199997	-0.5002728	-0.01953877	0	
0.023	0.04399997	-0.500256	-0.02065986	0	
0.024	0.04599997	-0.5002357	-0.02177903	0	
0.025	0.04799996	-0.5002121	-0.0228956	0	
0.026	0.04999996	-0.5001851	-0.02400902	0	
0.027	0.05199996	-0.5001547	-0.02511889	0	
0.028	0.05399996	-0.5001211	-0.02622487	0	
0.029	0.05599995	-0.5000842	-0.02732674	0	
0.03	0.05799995	-0.5000441	-0.02842433	0	
0.031	0.05999995	-0.5000009	-0.02951754	0	
0.032	0.06199995	-0.4999546	-0.03060633	0	
0.033	0.06399994	-0.4999053	-0.03169069	0	
0.034	0.06599994	-0.499853	-0.03277066	0	
0.035	0.06799994	-0.4997977	-0.03384629	0	
0.036	0.06999994	-0.4997396	-0.03491766	0	
0.037	0.07199994	-0.4996786	-0.03598489	0	
0.038	0.07399993	-0.4996148	-0.03704809	0	
0.039	0.07599992	-0.4995483	-0.03810738	0	
0.04	0.07799991	-0.4994791	-0.0391629	0	
0.041	0.07999991	-0.4994073	-0.0402148	0	
0.042	0.08199991	-0.4993328	-0.04126322	0	
0.043	0.08399991	-0.4992557	-0.04230831	0	
0.044	0.0859999	-0.4991761	-0.0433502	0	
0.045	0.08799989	-0.499094	-0.04438906	0	
0.046	0.08999988	-0.4990095	-0.04542502	0	
0.047	0.09199987	-0.4989224	-0.04645822	0	
0.048	0.09399986	-0.498833	-0.04748879	0	
0.049	0.09599986	-0.4987412	-0.04851688	0	
0.05	0.09799986	-0.4986471	-0.04954261	0	
0.051	0.09999986	-0.4985506	-0.05056609	0	
0.052	0.1019999	-0.4984518	-0.05158745	0	
0.053	0.1039998	-0.4983507	-0.0526068	0	
0.054	0.1059998	-0.4982474	-0.05362425	0	
0.055	0.1079998	-0.4981418	-0.05463991	0	
0.056	0.1099998	-0.498034	-0.05565385	0	
0.057	0.1119998	-0.497924	-0.05666618	0	
0.058	0.1139998	-0.4978118	-0.05767699	0	
0.059	0.1159998	-0.4976974	-0.05868635	0	
0.06	0.1179998	-0.4975808	-0.05969434	0	
0.061	0.1199998	-0.4974621	-0.06070103	0	
0.062	0.1219998	-0.4973412	-0.06170649	0	
0.063	0.1239998	-0.4972182	-0.06271079	0	
0.064	0.1259998	-0.4970932	-0.06371398	0	
0.06500001	0.1279998	-0.4969659	-0.06471612	0	
0.066	0.1299998	-0.4968366	-0.06571726	0	
0.067	0.1319998	-0.4967053	-0.06671744	0	
0.068	0.1339998	-0.4965718	-0.06771672	0	
0.06900001	0.1359998	-0.4964363	-0.06871513	0	
0.07	0.1379998	-0.4962986	-0.06971272	0	
0.071	0.1399998	-0.496159	-0.07070951	0	
0.072	0.1419998	-0.4960173	-0.07170554	0	
0.07300001	0.1439998	-0.4958735	-0.07270085	0	
0.074	0.1459997	-0.4957277	-0.07369546	0	
0.075	0.1479997	-0.4955799	-0.07468939	0	
0.07600001	0.1499997	-0.4954301	-0.07568267	0	
0.07700001	0.1519997	-0.4952782	-0.07667533	0	
0.078	0.1539997	-0.4951243	-0.07766738	0	
0.079	0.1559997	-0.4949683	-0.07865883	0	
0.08000001	0.1579997	-0.4948104	-0.07964972	0	
0.081	0.1599997	-0.4946505	-0.08064005	0	
0.082	0.1619997	-0.4944885	-0.08162984	0	
0.083	0.1639996	-0.4943246	-0.08261909	0	
0.08400001	0.1659996	-0.4941587	-0.08360784	0	
0.085	0.1679996	-0.4939907	-0.08459607	0	
0.086	0.1699996	-0.4938208	-0.0855838	0	
0.087	0.1719996	-0.4936488	-0.08657105	0	
0.08800001	0.1739996	-0.4934749	-0.08755781	0	
0.089	0.1759996	-0.493299	-0.08854409	0	
0.09	0.1779996	-0.4931211	-0.0895299	0	
0.09100001	0.1799996	-0.4929412	-0.09051525	0	
0.09200001	0.1819995	-0.4927594	-0.09150013	0	
0.093	0.1839996	-0.4925756	-0.09248456	0	
0.094	0.1859995	-0.4923897	-0.09346854	0	
0.09500001	0.1879995	-0.492202	-0.09445207	0	
0.096	0.1899995	-0.4920122	-0.09543514	0	
0.097	0.1919995	-0.4918204	-0.09641776	0	
0.098	0.1939995	-0.4916267	-0.09739994	0	
0.09900001	0.1959995	-0.491431	-0.09838168	0	
0.1	0.1979995	-0.4912333	-0.09936297	0	
0.101	0.1999995	-0.4910338	-0.1003438	0	
0.102	0.2019995	-0.4908321	-0.1013242	0	
0.103	0.2039994	-0.4906286	-0.1023042	0	
0.104	0.2059994	-0.4904231	-0.1032837	0	
0.105	0.2079994	-0.4902156	-0.1042627	0	
0.106	0.2099994	-0.4900062	-0.1052414	0	
0.107	0.2119994	-0.4897948	-0.1062195	0	
0.108	0.2139994	-0.4895814	-0.1071972	0	
0.109	0.2159994	-0.4893661	-0.1081745	0	
0.11	0.2179994	-0.4891488	-0.1091513	0	
0.111	0.2199994	-0.4889295	-0.1101276	0	
0.112	0.2219993	-0.4887083	-0.1111035	0	
0.113	0.2239993	-0.4884852	-0.1120789	0	
0.114	0.2259993	-0.48826	-0.1130539	0	
0.115	0.2279993	-0.488033	-0.1140284	0	
0.116	0.2299993	-0.487804	-0.1150024	0	
0.117	0.2319993	-0.4875731	-0.115976	0	
0.118	0.2339993	-0.4873402	-0.1169491	0	
0.119	0.2359993	-0.4871054	-0.1179217	0	
0.12	0.2379992	-0.4868686	-0.1188938	0	
0.121	0.2399992	-0.4866299	-0.1198654	0	
0.122	0.2419992	-0.4863892	-0.1208366	0	
0.123	0.2439992	-0.4861466	-0.1218072	0	
0.124	0.2459992	-0.485902	-0.1227774	0	
0.125	0.2479992	-0.4856555	-0.1237471	0	
0.126	0.2499992	-0.4854071	-0.1247162	0	
0.127	0.2519991	-0.4851567	-0.1256849	0	
0.128	0.2539992	-0.4849044	-0.126653	0	
0.129	0.2559991	-0.4846502	-0.1276207	0	
0.13	0.2579992	-0.484394	-0.1285878	0	
0.131	0.2599991	-0.4841359	-0.1295544	0	
0.132	0.2619991	-0.4838758	-0.1305205	0	
0.133	0.2639991	-0.4836139	-0.131486	0	
0.134	0.2659991	-0.4833499	-0.1324511	0	
0.135	0.2679991	-0.4830841	-0.1334156	0	
0.136	0.2699991	-0.4828163	-0.1343796	0	
0.137	0.2719991	-0.4825466	-0.135343	0	
0.138	0.2739991	-0.482275	-0.1363059	0	
0.139	0.2759991	-0.4820015	-0.1372682	0	
0.14	0.2779991	-0.481726	-0.13823	0	
0.141	0.2799991	-0.4814486	-0.1391912	0	
