Time	Rotation	PendulumY	PendulumX	PendulumZ	
0	0	-0.7	0	0	
0.001	0	-0.7000081	-0.0002429767	0	
0.002	0.001999991	-0.7000224	-0.0006963221	0	
0.003	0.003999995	-0.7000411	-0.001331346	0	
0.004	0.005999987	-0.7000627	-0.002122839	0	
0.005	0.007999989	-0.7000861	-0.003048669	0	
0.006	0.009999986	-0.7001101	-0.004089435	0	
0.007	0.01199998	-0.7001337	-0.005228153	0	
0.008	0.01399998	-0.7001564	-0.006449976	0	
0.009000001	0.01599999	-0.7001773	-0.007741944	0	
0.01	0.01799999	-0.7001958	-0.009092766	0	
0.011	0.01999998	-0.7002117	-0.01049262	0	
0.012	0.02199998	-0.7002243	-0.01193299	0	
0.013	0.02399998	-0.7002336	-0.01340649	0	
0.014	0.02599998	-0.7002392	-0.01490676	0	
0.015	0.02799998	-0.7002409	-0.01642829	0	
0.016	0.02999998	-0.7002385	-0.01796637	0	
0.017	0.03199998	-0.7002319	-0.01951698	0	
0.018	0.03399998	-0.7002211	-0.02107667	0	
0.019	0.03599997	-0.7002059	-0.02264252	0	
0.02	0.03799997	-0.7001864	-0.02421206	0	
0.021	0.03999996	-0.7001624	-0.02578323	0	
0.022	0.04199996	-0.7001342	-0.02735429	0	
0.023	0.04399996	-0.7001015	-0.02892383	0	
0.024	0.04599996	-0.7000645	-0.03049067	0	
0.025	0.04799995	-0.7000231	-0.03205386	0	
0.026	0.04999995	-0.6999775	-0.03361265	0	
0.027	0.05199995	-0.6999277	-0.03516646	0	
0.028	0.05399995	-0.6998736	-0.03671483	0	
0.029	0.05599994	-0.6998155	-0.03825744	0	
0.03	0.05799994	-0.6997532	-0.03979406	0	
0.031	0.05999994	-0.6996869	-0.04132456	0	
0.032	0.06199994	-0.6996167	-0.04284887	0	
0.033	0.06399994	-0.6995426	-0.04436697	0	
0.034	0.06599993	-0.6994646	-0.04587892	0	
0.035	0.06799994	-0.6993828	-0.04738481	0	
0.036	0.06999993	-0.6992972	-0.04888473	0	
0.037	0.07199994	-0.699208	-0.05037886	0	
0.038	0.07399993	-0.6991151	-0.05186733	0	
0.039	0.07599992	-0.6990187	-0.05335034	0	
0.04	0.0779999	-0.6989186	-0.05482808	0	
0.041	0.0799999	-0.698815	-0.05630074	0	
0.042	0.0819999	-0.6987081	-0.05776852	0	
0.043	0.08399991	-0.6985976	-0.05923164	0	
0.044	0.0859999	-0.6984839	-0.06069029	0	
0.045	0.08799989	-0.6983667	-0.06214469	0	
0.046	0.08999988	-0.6982462	-0.06359503	0	
0.047	0.09199987	-0.6981226	-0.06504151	0	
0.048	0.09399986	-0.6979956	-0.06648432	0	
0.049	0.09599986	-0.6978654	-0.06792364	0	
0.05	0.09799986	-0.6977322	-0.06935965	0	
0.051	0.09999986	-0.6975957	-0.07079253	0	
0.052	0.1019999	-0.6974561	-0.07222244	0	
0.053	0.1039998	-0.6973133	-0.07364954	0	
0.054	0.1059998	-0.6971675	-0.07507397	0	
0.055	0.1079998	-0.6970186	-0.07649588	0	
0.056	0.1099998	-0.6968667	-0.0779154	0	
0.057	0.1119998	-0.6967118	-0.07933266	0	
0.058	0.1139998	-0.6965539	-0.08074779	0	
0.059	0.1159998	-0.696393	-0.08216089	0	
0.06	0.1179998	-0.696229	-0.08357208	0	
0.061	0.1199998	-0.6960622	-0.08498145	0	
0.062	0.1219998	-0.6958924	-0.08638909	0	
0.063	0.1239998	-0.6957197	-0.08779511	0	
0.064	0.1259998	-0.695544	-0.08919957	0	
0.06500001	0.1279998	-0.6953654	-0.09060257	0	
0.066	0.1299998	-0.695184	-0.09200416	0	
0.067	0.1319998	-0.6949996	-0.09340441	0	
0.068	0.1339998	-0.6948125	-0.0948034	0	
0.06900001	0.1359998	-0.6946223	-0.09620117	0	
0.07	0.1379998	-0.6944293	-0.09759779	0	
0.071	0.1399998	-0.6942335	-0.09899329	0	
0.072	0.1419998	-0.6940349	-0.1003877	0	
0.07300001	0.1439998	-0.6938334	-0.1017812	0	
0.074	0.1459997	-0.693629	-0.1031736	0	
0.075	0.1479997	-0.6934218	-0.1045651	0	
0.07600001	0.1499997	-0.6932119	-0.1059557	0	
0.07700001	0.1519997	-0.6929991	-0.1073454	0	
0.078	0.1539997	-0.6927834	-0.1087343	0	
0.079	0.1559997	-0.692565	-0.1101223	0	
0.08000001	0.1579997	-0.6923437	-0.1115096	0	
0.081	0.1599997	-0.6921197	-0.112896	0	
0.082	0.1619997	-0.6918928	-0.1142818	0	
0.083	0.1639996	-0.6916632	-0.1156667	0	
0.08400001	0.1659996	-0.6914307	-0.1170509	0	
0.085	0.1679996	-0.6911955	-0.1184345	0	
0.086	0.1699996	-0.6909575	-0.1198173	0	
0.087	0.1719996	-0.6907167	-0.1211994	0	
0.08800001	0.1739996	-0.6904732	-0.1225809	0	
0.089	0.1759996	-0.6902269	-0.1239617	0	
0.09	0.1779996	-0.6899778	-0.1253418	0	
0.09100001	0.1799996	-0.6897259	-0.1267213	0	
0.09200001	0.1819995	-0.6894712	-0.1281002	0	
0.093	0.1839996	-0.6892138	-0.1294784	0	
0.094	0.1859995	-0.6889536	-0.1308559	0	
0.09500001	0.1879995	-0.6886906	-0.1322329	0	
0.096	0.1899995	-0.6884249	-0.1336092	0	
0.097	0.1919995	-0.6881565	-0.1349849	0	
0.098	0.1939995	-0.6878852	-0.1363599	0	
0.09900001	0.1959995	-0.6876113	-0.1377343	0	
0.1	0.1979995	-0.6873345	-0.1391082	0	
0.101	0.1999995	-0.6870551	-0.1404813	0	
0.102	0.2019995	-0.6867728	-0.1418539	0	
0.103	0.2039994	-0.6864878	-0.1432258	0	
0.104	0.2059994	-0.6862001	-0.1445971	0	
0.105	0.2079994	-0.6859096	-0.1459678	0	
0.106	0.2099994	-0.6856163	-0.1473379	0	
0.107	0.2119994	-0.6853203	-0.1487073	0	
0.108	0.2139994	-0.6850216	-0.1500761	0	
0.109	0.2159994	-0.6847202	-0.1514443	0	
0.11	0.2179994	-0.684416	-0.1528118	0	
0.111	0.2199994	-0.684109	-0.1541787	0	
0.112	0.2219993	-0.6837994	-0.1555449	0	
0.113	0.2239993	-0.6834869	-0.1569105	0	
0.114	0.2259993	-0.6831718	-0.1582755	0	
0.115	0.2279993	-0.6828539	-0.1596398	0	
0.116	0.2299993	-0.6825334	-0.1610034	0	
0.117	0.2319993	-0.68221	-0.1623664	0	
0.118	0.2339993	-0.681884	-0.1637287	0	
0.119	0.2359993	-0.6815552	-0.1650904	0	
0.12	0.2379992	-0.6812237	-0.1664513	0	
0.121	0.2399992	-0.6808895	-0.1678116	0	
0.122	0.2419992	-0.6805525	-0.1691712	0	
0.123	0.2439992	-0.6802129	-0.1705301	0	
0.124	0.2459992	-0.6798705	-0.1718883	0	
0.125	0.2479992	-0.6795254	-0.1732459	0	
0.126	0.2499992	-0.6791776	-0.1746027	0	
0.127	0.2519991	-0.6788271	-0.1759588	0	
0.128	0.2539992	-0.6784739	-0.1773142	0	
0.129	0.2559991	-0.6781179	-0.1786689	0	
0.13	0.2579992	-0.6777592	-0.1800229	0	
0.131	0.2599991	-0.6773979	-0.1813762	0	
0.132	0.2619991	-0.6770338	-0.1827287	0	
0.133	0.2639991	-0.676667	-0.1840805	0	
0.134	0.2659991	-0.6762976	-0.1854315	0	
0.135	0.2679991	-0.6759254	-0.1867818	0	
0.136	0.2699991	-0.6755505	-0.1881314	0	
0.137	0.2719991	-0.675173	-0.1894802	0	
0.138	0.2739991	-0.6747927	-0.1908282	0	
0.139	0.2759991	-0.6744097	-0.1921755	0	
0.14	0.2779991	-0.674024	-0.193522	0	
0.141	0.2799991	-0.6736357	-0.1948677	0	
0.142	0.2819991	-0.6732447	-0.1962126	0	
0.143	0.2839991	-0.672851	-0.1975568	0	
0.144	0.2859991	-0.6724545	-0.1989002	0	
0.145	0.2879991	-0.6720554	-0.2002427	0	
0.146	0.2899991	-0.6716536	-0.2015845	0	
0.147	0.291999	-0.6712491	-0.2029255	0	
0.148	0.293999	-0.6708419	-0.2042656	0	
0.149	0.295999	-0.6704321	-0.2056049	0	
0.15	0.297999	-0.6700196	-0.2069434	0	
0.151	0.299999	-0.6696044	-0.2082811	0	
0.152	0.301999	-0.6691865	-0.209618	0	
0.153	0.3039989	-0.668766	-0.210954	0	
0.154	0.305999	-0.6683428	-0.2122891	0	
0.155	0.3079989	-0.6679168	-0.2136234	0	
