Time	A2	A3	A4	A5	A1	
4.276	0.0001856228	0.02834914	0.315033	0.028519	0.00207058	
4.278	0.0001853753	0.02831136	0.3146132	0.02848101	0.002067819	
4.28	0.0001851283	0.02827364	0.314194	0.02844305	0.002065063	
4.282	0.0001848815	0.02823596	0.3137753	0.02840515	0.00206231	
4.284	0.0001846349	0.02819834	0.3133572	0.0283673	0.002059564	
4.286	0.0001843888	0.02816077	0.3129396	0.02832951	0.002056818	
4.288	0.000184143	0.02812324	0.3125226	0.02829175	0.002054077	
4.29	0.0001838976	0.02808577	0.3121062	0.02825405	0.002051339	
4.292	0.0001836524	0.02804834	0.3116903	0.02821641	0.002048604	
4.294	0.0001834077	0.02801097	0.311275	0.02817881	0.002045874	
4.296	0.0001831632	0.02797364	0.3108603	0.02814126	0.002043147	
4.298	0.000182919	0.02793637	0.3104461	0.02810376	0.002040427	
4.3	0.0001826752	0.02789915	0.3100324	0.02806631	0.002037708	
4.302	0.0001824317	0.02786197	0.3096193	0.02802892	0.002034992	
4.304	0.0001821883	0.02782484	0.3092067	0.02799157	0.00203228	
4.306	0.0001819455	0.02778777	0.3087947	0.02795427	0.002029572	
4.308	0.0001817031	0.02775074	0.3083833	0.02791702	0.002026867	
4.31	0.000181461	0.02771376	0.3079724	0.02787982	0.002024166	
4.312	0.0001812191	0.02767683	0.307562	0.02784267	0.002021465	
4.314	0.0001809776	0.02763995	0.3071523	0.02780557	0.002018772	
4.316	0.0001807364	0.02760312	0.306743	0.02776852	0.002016082	
4.318	0.0001804952	0.02756634	0.3063343	0.02773152	0.002013396	
4.32	0.0001802547	0.02752961	0.3059261	0.02769457	0.002010714	
4.322	0.0001800142	0.02749293	0.3055185	0.02765766	0.002008032	
4.324	0.0001797741	0.02745629	0.3051114	0.02762081	0.002005357	
4.326	0.0001795345	0.0274197	0.3047048	0.027584	0.002002683	
4.328	0.0001792954	0.02738317	0.3042988	0.02754725	0.002000015	
4.33	0.0001790563	0.02734668	0.3038933	0.02751054	0.001997352	
4.332	0.0001788179	0.02731024	0.3034884	0.02747388	0.001994688	
4.334	0.0001785795	0.02727385	0.303084	0.02743727	0.001992028	
4.336	0.0001783413	0.0272375	0.3026802	0.02740072	0.001989376	
4.338	0.0001781036	0.02720121	0.3022768	0.0273642	0.001986723	
4.34	0.0001778661	0.02716497	0.3018741	0.02732774	0.001984078	
4.342	0.0001776288	0.02712877	0.3014718	0.02729133	0.001981433	
4.344	0.000177392	0.02709262	0.3010701	0.02725495	0.001978792	
4.346	0.0001771555	0.02705652	0.300669	0.02721864	0.001976155	
4.348	0.0001769194	0.02702047	0.3002684	0.02718237	0.001973521	
4.35	0.0001766835	0.02698446	0.2998682	0.02714615	0.001970891	
4.352	0.0001764481	0.0269485	0.2994687	0.02710998	0.001968261	
4.354	0.000176213	0.02691259	0.2990696	0.02707385	0.001965638	
4.356	0.0001759781	0.02687673	0.2986711	0.02703778	0.001963019	
4.358	0.0001757436	0.02684092	0.2982731	0.02700175	0.0019604	
4.36	0.0001755094	0.02680515	0.2978758	0.02696577	0.001957789	
4.362	0.0001752751	0.02676944	0.2974789	0.02692984	0.001955181	
4.364	0.0001750416	0.02673377	0.2970825	0.02689395	0.001952574	
4.366	0.0001748081	0.02669814	0.2966866	0.02685811	0.00194997	
4.368	0.000174575	0.02666257	0.2962913	0.02682233	0.001947373	
4.37	0.0001743422	0.02662703	0.2958965	0.02678659	0.001944777	
4.372	0.0001741096	0.02659155	0.2955022	0.02675089	0.001942184	
4.374	0.0001738775	0.02655613	0.2951084	0.02671525	0.001939598	
4.376	0.0001736458	0.02652074	0.2947152	0.02667965	0.001937013	
4.378	0.0001734144	0.0264854	0.2943225	0.0266441	0.001934431	
4.38	0.0001731834	0.02645011	0.2939303	0.02660859	0.001931854	
4.382	0.0001729524	0.02641486	0.2935386	0.02657314	0.001929279	
4.384	0.0001727219	0.02637966	0.2931474	0.02653773	0.001926709	
4.386	0.0001724919	0.02634451	0.2927568	0.02650237	0.001924139	
4.388	0.0001722618	0.0263094	0.2923667	0.02646706	0.001921576	
4.39	0.0001720323	0.02627435	0.2919771	0.02643178	0.001919013	
4.392	0.0001718029	0.02623934	0.2915881	0.02639656	0.001916457	
4.394	0.0001715738	0.02620437	0.2911995	0.02636139	0.001913905	
4.396	0.000171345	0.02616946	0.2908115	0.02632627	0.001911353	
4.398	0.0001711166	0.02613459	0.290424	0.02629118	0.001908805	
4.4	0.0001708884	0.02609976	0.290037	0.02625616	0.001906261	
4.402	0.0001706604	0.02606498	0.2896506	0.02622117	0.00190372	
4.404	0.000170433	0.02603024	0.2892646	0.02618623	0.001901183	
4.406	0.0001702057	0.02599556	0.2888792	0.02615134	0.00189865	
4.408	0.0001699787	0.02596091	0.2884943	0.02611649	0.001896117	
4.41	0.0001697519	0.02592632	0.2881099	0.0260817	0.001893591	
4.412	0.0001695256	0.02589177	0.287726	0.02604695	0.001891069	
4.414	0.0001692993	0.02585728	0.2873425	0.02601223	0.001888547	
4.416	0.0001690739	0.02582282	0.2869596	0.02597757	0.001886033	
4.418	0.0001688485	0.02578841	0.2865773	0.02594296	0.001883518	
4.42	0.0001686236	0.02575405	0.2861955	0.02590839	0.001881007	
4.422	0.000168399	0.02571973	0.2858142	0.02587386	0.0018785	
4.424	0.0001681745	0.02568546	0.2854333	0.02583938	0.001875997	
4.426	0.0001679503	0.02565123	0.2850529	0.02580495	0.001873497	
4.428	0.0001677265	0.02561706	0.2846731	0.02577057	0.001871001	
4.43	0.000167503	0.02558292	0.2842938	0.02573623	0.001868505	
4.432	0.0001672797	0.02554883	0.283915	0.02570193	0.001866017	
4.434	0.0001670569	0.02551479	0.2835367	0.02566768	0.001863528	
4.436	0.0001668343	0.02548079	0.2831588	0.02563348	0.001861043	
4.438	0.000166612	0.02544684	0.2827815	0.02559932	0.001858566	
4.44	0.0001663899	0.02541292	0.2824048	0.02556521	0.001856089	
4.442	0.0001661682	0.02537906	0.2820284	0.02553115	0.001853615	
4.444	0.0001659465	0.02534525	0.2816526	0.02549712	0.001851145	
4.446	0.0001657254	0.02531147	0.2812774	0.02546315	0.001848675	
4.448	0.0001655046	0.02527775	0.2809026	0.02542923	0.001846213	
4.45	0.0001652839	0.02524406	0.2805282	0.02539534	0.00184375	
4.452	0.0001650637	0.02521043	0.2801545	0.0253615	0.001841296	
4.454	0.0001648436	0.02517683	0.2797812	0.0253277	0.001838841	
4.456	0.0001646238	0.02514329	0.2794083	0.02529395	0.001836389	
4.458	0.0001644043	0.02510978	0.279036	0.02526025	0.001833942	
4.46	0.0001641852	0.02507632	0.2786643	0.02522659	0.001831498	
4.462	0.0001639663	0.02504291	0.278293	0.02519298	0.001829058	
4.464	0.0001637477	0.02500954	0.2779222	0.0251594	0.001826622	
4.466	0.0001635295	0.02497621	0.2775518	0.02512588	0.001824185	
4.468	0.0001633116	0.02494293	0.277182	0.0250924	0.001821753	
4.47	0.0001630939	0.02490969	0.2768127	0.02505897	0.001819324	
4.472	0.0001628764	0.0248765	0.2764438	0.02502558	0.001816902	
4.474	0.0001626594	0.02484335	0.2760754	0.02499223	0.001814481	
4.476	0.0001624424	0.02481025	0.2757076	0.02495892	0.001812059	
4.478	0.0001622259	0.02477718	0.2753402	0.02492566	0.001809645	
4.48	0.0001620098	0.02474417	0.2749733	0.02489245	0.001807235	
4.482	0.0001617938	0.02471119	0.2746069	0.02485928	0.001804829	
4.484	0.0001615782	0.02467827	0.274241	0.02482615	0.001802422	
4.486	0.0001613628	0.02464538	0.2738756	0.02479307	0.001800019	
4.488	0.0001611477	0.02461255	0.2735106	0.02476004	0.00179762	
4.49	0.0001609328	0.02457975	0.2731462	0.02472705	0.001795225	
4.492	0.0001607183	0.024547	0.2727823	0.02469409	0.001792833	
4.494	0.0001605041	0.02451429	0.2724189	0.02466119	0.001790442	
4.496	0.0001602902	0.02448162	0.2720559	0.02462833	0.001788057	
4.498	0.0001600767	0.02444899	0.2716933	0.02459551	0.001785673	
4.5	0.0001598634	0.02441642	0.2713313	0.02456274	0.001783296	
4.502	0.0001596503	0.02438388	0.2709699	0.02453001	0.001780916	
4.504	0.0001594375	0.02435139	0.2706088	0.02449732	0.001778547	
4.506	0.0001592252	0.02431894	0.2702482	0.02446467	0.001776174	
4.508	0.0001590129	0.02428654	0.2698881	0.02443208	0.001773808	
4.51	0.000158801	0.02425417	0.2695284	0.02439952	0.001771443	
4.512	0.0001585896	0.02422185	0.2691693	0.02436701	0.001769084	
4.514	0.0001583782	0.02418958	0.2688106	0.02433454	0.001766723	
4.516	0.0001581672	0.02415735	0.2684525	0.02430212	0.001764372	
4.518	0.0001579563	0.02412516	0.2680948	0.02426973	0.001762018	
4.52	0.0001577453	0.024093	0.2677376	0.02423739	0.001759671	
4.522	0.0001575351	0.0240609	0.2673808	0.0242051	0.001757324	
4.524	0.0001573248	0.02402885	0.2670245	0.02417284	0.001754984	
4.526	0.000157115	0.02399682	0.2666688	0.02414063	0.001752641	
4.528	0.0001569055	0.02396484	0.2663134	0.02410846	0.001750309	
4.53	0.0001566962	0.02393291	0.2659585	0.02407634	0.001747973	
4.532	0.0001564873	0.02390102	0.2656043	0.02404425	0.001745645	
4.534	0.0001562785	0.02386917	0.2652503	0.02401222	0.001743317	
4.536	0.0001560703	0.02383737	0.2648969	0.02398022	0.001740996	
4.538	0.0001558622	0.0238056	0.264544	0.02394827	0.001738671	
4.54	0.0001556543	0.02377389	0.2641914	0.02391636	0.001736358	
4.542	0.0001554468	0.02374221	0.2638394	0.02388449	0.001734041	
4.544	0.0001552396	0.02371056	0.2634878	0.02385266	0.001731731	
4.546	0.0001550326	0.02367897	0.2631367	0.02382087	0.001729421	
4.548	0.0001548261	0.02364742	0.2627861	0.02378913	0.001727119	
4.55	0.0001546198	0.02361591	0.2624359	0.02375744	0.001724813	
4.552	0.0001544135	0.02358444	0.2620863	0.02372578	0.001722518	
4.554	0.0001542079	0.02355301	0.2617371	0.02369417	0.00172022	
4.556	0.0001540023	0.02352162	0.2613883	0.0236626	0.001717929	
4.558	0.0001537972	0.02349028	0.26104	0.02363107	0.001715638	
4.56	0.0001535921	0.02345898	0.2606922	0.02359958	0.001713354	
4.562	0.0001533872	0.02342772	0.2603449	0.02356813	0.001711067	
4.564	0.0001531825	0.0233965	0.259998	0.02353673	0.001708791	
4.566	0.0001529783	0.02336533	0.2596515	0.02350536	0.001706511	
4.568	0.0001527742	0.02333419	0.2593055	0.02347405	0.001704238	
4.57	0.0001525704	0.0233031	0.25896	0.02344277	0.001701966	
4.572	0.0001523669	0.02327205	0.258615	0.02341153	0.001699697	
4.574	0.0001521639	0.02324104	0.2582704	0.02338033	0.001697432	
4.576	0.0001519611	0.02321007	0.2579262	0.02334918	0.001695167	
4.578	0.0001517585	0.02317914	0.2575825	0.02331807	0.00169291	
4.58	0.0001515562	0.02314825	0.2572393	0.023287	0.001690652	
4.582	0.0001513541	0.02311741	0.2568966	0.02325597	0.001688402	
4.584	0.0001511525	0.02308661	0.2565543	0.02322497	0.001686152	
4.586	0.0001509511	0.02305584	0.2562125	0.02319403	0.001683906	
4.588	0.0001507502	0.02302512	0.2558711	0.02316312	0.001681659	
4.59	0.000150549	0.02299444	0.2555301	0.02313226	0.001679417	
4.592	0.0001503481	0.02296379	0.2551897	0.02310143	0.001677182	
4.594	0.0001501476	0.0229332	0.2548496	0.02307065	0.001674946	
4.596	0.0001499474	0.02290264	0.25451	0.02303991	0.001672711	
4.598	0.0001497474	0.02287212	0.2541709	0.0230092	0.001670483	
4.6	0.0001495478	0.02284165	0.2538322	0.02297854	0.00166826	
4.602	0.0001493485	0.0228112	0.2534939	0.02294793	0.001666036	
4.604	0.0001491492	0.02278081	0.2531562	0.02291735	0.001663815	
4.606	0.0001489506	0.02275045	0.2528189	0.02288681	0.001661595	
4.608	0.000148752	0.02272014	0.2524821	0.02285632	0.001659382	
4.61	0.0001485539	0.02268986	0.2521456	0.02282586	0.001657169	
4.612	0.0001483557	0.02265963	0.2518097	0.02279545	0.00165496	
4.614	0.0001481578	0.02262944	0.2514742	0.02276507	0.001652755	
4.616	0.0001479601	0.02259928	0.2511392	0.02273474	0.001650553	
4.618	0.0001477629	0.02256916	0.2508045	0.02270444	0.001648355	
4.62	0.0001475657	0.02253909	0.2504704	0.02267419	0.001646157	
4.622	0.000147369	0.02250906	0.2501367	0.02264398	0.001643963	
4.624	0.0001471725	0.02247906	0.2498034	0.0226138	0.001641773	
4.626	0.0001469764	0.02244911	0.2494706	0.02258366	0.001639582	
4.628	0.0001467806	0.0224192	0.2491381	0.02255358	0.001637395	
4.63	0.0001465851	0.02238932	0.2488061	0.02252352	0.001635216	
4.632	0.0001463897	0.02235949	0.2484746	0.02249351	0.001633037	
4.634	0.0001461944	0.0223297	0.2481435	0.02246354	0.001630858	
4.636	0.0001459995	0.02229994	0.2478129	0.0224336	0.001628686	
4.638	0.0001458048	0.02227022	0.2474827	0.02240371	0.001626514	
4.64	0.0001456102	0.02224055	0.2471529	0.02237386	0.001624346	
4.642	0.0001454162	0.02221091	0.2468235	0.02234405	0.001622181	
4.644	0.0001452223	0.02218132	0.2464947	0.02231427	0.001620017	
4.646	0.0001450288	0.02215176	0.2461662	0.02228454	0.00161786	
4.648	0.0001448356	0.02212224	0.2458383	0.02225485	0.001615703	
4.65	0.0001446425	0.02209277	0.2455107	0.02222519	0.00161355	
4.652	0.0001444498	0.02206333	0.2451835	0.02219558	0.0016114	
4.654	0.000144257	0.02203393	0.2448568	0.022166	0.001609251	
4.656	0.0001440647	0.02200457	0.2445306	0.02213646	0.001607109	
4.658	0.0001438726	0.02197524	0.2442048	0.02210697	0.001604967	
4.66	0.0001436807	0.02194596	0.2438794	0.02207751	0.001602825	
4.662	0.0001434891	0.02191672	0.2435544	0.02204809	0.00160069	
4.664	0.0001432979	0.02188751	0.2432299	0.02201872	0.001598559	
4.666	0.000143107	0.02185835	0.2429057	0.02198937	0.001596428	
4.668	0.0001429161	0.02182922	0.2425821	0.02196007	0.001594301	
4.67	0.0001427254	0.02180013	0.2422589	0.02193081	0.001592174	
4.672	0.0001425352	0.02177108	0.241936	0.02190159	0.001590054	
4.674	0.0001423452	0.02174208	0.2416136	0.0218724	0.001587935	
4.676	0.0001421554	0.0217131	0.2412917	0.02184325	0.001585819	
4.678	0.0001419659	0.02168417	0.2409703	0.02181415	0.001583703	
4.68	0.0001417769	0.02165528	0.2406491	0.02178508	0.001581591	
4.682	0.0001415878	0.02162641	0.2403284	0.02175605	0.001579486	
4.684	0.000141399	0.02159759	0.2400082	0.02172706	0.001577381	
4.686	0.0001412104	0.02156882	0.2396884	0.02169811	0.001575276	
4.688	0.000141022	0.02154008	0.239369	0.02166919	0.001573179	
4.69	0.0001408341	0.02151138	0.23905	0.02164032	0.001571078	
4.692	0.0001406462	0.02148271	0.2387316	0.02161148	0.001568984	
4.694	0.000140459	0.02145408	0.2384135	0.02158269	0.001566894	
4.696	0.0001402718	0.0214255	0.2380958	0.02155393	0.001564808	
4.698	0.0001400847	0.02139695	0.2377785	0.0215252	0.001562722	
4.7	0.0001398979	0.02136844	0.2374617	0.02149652	0.001560636	
4.702	0.0001397112	0.02133996	0.2371453	0.02146788	0.001558557	
4.704	0.0001395249	0.02131152	0.2368293	0.02143927	0.001556482	
4.706	0.0001393391	0.02128313	0.2365138	0.0214107	0.001554407	
4.708	0.0001391533	0.02125477	0.2361987	0.02138217	0.001552332	
4.71	0.000138968	0.02122644	0.235884	0.02135368	0.001550265	
4.712	0.0001387827	0.02119816	0.2355696	0.02132522	0.001548197	
4.714	0.0001385973	0.02116992	0.2352557	0.02129681	0.001546137	
4.716	0.0001384127	0.02114171	0.2349423	0.02126843	0.001544077	
4.718	0.0001382281	0.02111353	0.2346292	0.02124009	0.001542017	
4.72	0.0001380439	0.0210854	0.2343166	0.02121179	0.001539961	
4.722	0.00013786	0.0210573	0.2340043	0.02118353	0.001537908	
4.724	0.000137676	0.02102924	0.2336925	0.0211553	0.001535859	
4.726	0.0001374923	0.02100121	0.2333812	0.0211271	0.001533814	
4.728	0.0001373091	0.02097323	0.2330701	0.02109895	0.001531769	
4.73	0.0001371258	0.02094528	0.2327596	0.02107084	0.001529727	
4.732	0.0001369433	0.02091737	0.2324494	0.02104276	0.001527686	
4.734	0.0001367608	0.02088949	0.2321397	0.02101471	0.001525652	
4.736	0.0001365782	0.02086166	0.2318304	0.02098671	0.001523618	
4.738	0.0001363961	0.02083386	0.2315215	0.02095875	0.001521587	
4.74	0.0001362141	0.0208061	0.231213	0.02093083	0.001519561	
4.742	0.0001360325	0.02077837	0.2309049	0.02090294	0.001517534	
4.744	0.0001358513	0.02075068	0.2305971	0.02087508	0.001515511	
4.746	0.0001356702	0.02072303	0.2302899	0.02084726	0.001513492	
4.748	0.000135489	0.02069542	0.229983	0.02081948	0.001511473	
4.75	0.0001353084	0.02066784	0.2296765	0.02079174	0.001509462	
4.752	0.0001351279	0.0206403	0.2293705	0.02076403	0.00150745	
4.754	0.0001349479	0.0206128	0.2290649	0.02073636	0.001505438	
4.756	0.000134768	0.02058534	0.2287596	0.02070872	0.001503434	
4.758	0.0001345885	0.0205579	0.2284548	0.02068114	0.00150143	
4.76	0.0001344087	0.02053051	0.2281504	0.02065358	0.001499429	
4.762	0.0001342294	0.02050315	0.2278464	0.02062605	0.001497429	
4.764	0.0001340506	0.02047583	0.2275428	0.02059857	0.001495436	
4.766	0.0001338718	0.02044854	0.2272396	0.02057113	0.001493443	
4.768	0.0001336935	0.0204213	0.2269368	0.02054371	0.00149145	
4.77	0.0001335153	0.02039409	0.2266344	0.02051634	0.001489464	
4.772	0.0001333372	0.02036691	0.2263324	0.02048899	0.001487475	
4.774	0.0001331593	0.02033977	0.2260308	0.02046169	0.001485497	
4.776	0.0001329819	0.02031267	0.2257297	0.02043443	0.001483515	
4.778	0.0001328045	0.0202856	0.2254289	0.0204072	0.001481541	
4.78	0.0001326276	0.02025857	0.2251285	0.02038001	0.001479566	
4.782	0.0001324506	0.02023157	0.2248285	0.02035285	0.001477592	
4.784	0.0001322741	0.02020462	0.224529	0.02032573	0.001475625	
4.786	0.0001320976	0.02017769	0.2242298	0.02029864	0.001473654	
4.788	0.0001319216	0.0201508	0.2239311	0.0202716	0.001471691	
4.79	0.0001317458	0.02012396	0.2236326	0.02024458	0.001469731	
4.792	0.00013157	0.02009714	0.2233347	0.02021761	0.001467772	
4.794	0.0001313945	0.02007036	0.2230371	0.02019067	0.001465816	
4.796	0.0001312194	0.02004361	0.2227399	0.02016377	0.001463864	
4.798	0.0001310443	0.02001691	0.2224432	0.02013689	0.001461912	
4.8	0.0001308697	0.01999024	0.2221467	0.02011006	0.001459964	
4.802	0.0001306951	0.01996359	0.2218508	0.02008326	0.001458015	
4.804	0.0001305209	0.01993699	0.2215551	0.0200565	0.001456071	
4.806	0.0001303467	0.01991042	0.22126	0.02002978	0.001454134	
4.808	0.0001301731	0.01988389	0.2209651	0.02000309	0.001452196	
4.81	0.0001299996	0.0198574	0.2206707	0.01997644	0.001450259	
4.812	0.0001298261	0.01983094	0.2203767	0.01994982	0.00144833	
4.814	0.0001296529	0.01980451	0.2200831	0.01992323	0.0014464	
4.816	0.0001294801	0.01977812	0.2197898	0.01989669	0.00144447	
4.818	0.0001293074	0.01975176	0.2194969	0.01987017	0.001442544	
4.82	0.0001291351	0.01972545	0.2192045	0.01984369	0.001440622	
4.822	0.0001289628	0.01969916	0.2189124	0.01981725	0.0014387	
4.824	0.000128791	0.01967292	0.2186207	0.01979084	0.001436781	
4.826	0.0001286191	0.0196467	0.2183294	0.01976448	0.00143487	
4.828	0.0001284478	0.01962052	0.2180384	0.01973814	0.001432959	
4.83	0.0001282766	0.01959437	0.2177479	0.01971184	0.001431048	
4.832	0.0001281055	0.01956826	0.2174578	0.01968557	0.001429141	
4.834	0.0001279346	0.01954218	0.2171681	0.01965934	0.001427237	
4.836	0.0001277642	0.01951614	0.2168787	0.01963314	0.001425333	
4.838	0.0001275938	0.01949014	0.2165897	0.01960698	0.001423433	
4.84	0.0001274236	0.01946416	0.2163011	0.01958085	0.001421537	
4.842	0.0001272536	0.01943823	0.216013	0.01955476	0.001419641	
4.844	0.0001270839	0.01941232	0.2157251	0.0195287	0.001417749	
4.846	0.0001269146	0.01938646	0.2154377	0.01950268	0.00141586	
4.848	0.0001267456	0.01936062	0.2151506	0.01947669	0.001413971	
4.85	0.0001265763	0.01933483	0.2148639	0.01945074	0.00141209	
4.852	0.0001264077	0.01930906	0.2145776	0.01942482	0.001410209	
4.854	0.0001262391	0.01928333	0.2142916	0.01939894	0.001408327	
4.856	0.0001260708	0.01925764	0.2140061	0.01937309	0.00140645	
4.858	0.0001259027	0.01923198	0.213721	0.01934727	0.001404576	
4.86	0.0001257348	0.01920635	0.2134362	0.01932149	0.001402706	
4.862	0.0001255672	0.01918076	0.2131518	0.01929574	0.001400836	
4.864	0.0001253998	0.0191552	0.2128679	0.01927003	0.001398969	
4.866	0.0001252326	0.01912968	0.2125842	0.01924435	0.001397103	
4.868	0.0001250657	0.01910418	0.2123009	0.01921871	0.00139524	
4.87	0.000124899	0.01907873	0.212018	0.0191931	0.001393382	
4.872	0.0001247323	0.0190533	0.2117355	0.01916753	0.001391523	
4.874	0.0001245663	0.01902792	0.2114533	0.01914198	0.001389667	
4.876	0.0001244	0.01900256	0.2111716	0.01911648	0.001387816	
4.878	0.000124234	0.01897724	0.2108902	0.019091	0.001385968	
4.88	0.0001240685	0.01895195	0.2106091	0.01906556	0.00138412	
4.882	0.0001239032	0.01892669	0.2103285	0.01904015	0.001382276	
4.884	0.0001237378	0.01890148	0.2100481	0.01901479	0.001380436	
4.886	0.0001235728	0.01887629	0.2097682	0.01898945	0.001378596	
4.888	0.0001234082	0.01885114	0.2094887	0.01896415	0.001376759	
4.89	0.0001232438	0.01882602	0.2092096	0.01893888	0.001374923	
4.892	0.0001230792	0.01880093	0.2089308	0.01891363	0.001373094	
4.894	0.0001229153	0.01877588	0.2086524	0.01888844	0.001371261	
4.896	0.0001227513	0.01875086	0.2083743	0.01886327	0.001369435	
4.898	0.0001225877	0.01872587	0.2080966	0.01883813	0.00136761	
4.9	0.0001224242	0.01870092	0.2078193	0.01881303	0.001365785	
4.902	0.000122261	0.018676	0.2075424	0.01878796	0.001363967	
4.904	0.000122098	0.01865111	0.2072658	0.01876292	0.001362145	
4.906	0.0001219353	0.01862627	0.2069896	0.01873793	0.001360331	
4.908	0.0001217725	0.01860145	0.2067138	0.01871295	0.001358517	
4.91	0.00012161	0.01857666	0.2064384	0.01868802	0.001356706	
4.912	0.000121448	0.0185519	0.2061633	0.01866312	0.001354896	
4.914	0.0001212861	0.01852718	0.2058886	0.01863825	0.001353089	
4.916	0.0001211243	0.01850249	0.2056142	0.01861341	0.001351286	
4.918	0.0001209627	0.01847783	0.2053403	0.01858861	0.001349483	
4.92	0.0001208016	0.01845321	0.2050667	0.01856384	0.001347687	
4.922	0.0001206407	0.01842862	0.2047935	0.0185391	0.001345892	
4.924	0.0001204798	0.01840406	0.2045206	0.0185144	0.001344096	
4.926	0.0001203192	0.01837954	0.204248	0.01848973	0.001342308	
4.928	0.0001201588	0.01835505	0.2039759	0.01846509	0.00134052	
4.93	0.0001199984	0.01833059	0.2037041	0.01844049	0.001338731	
4.932	0.0001198382	0.01830617	0.2034326	0.01841591	0.001336951	
4.934	0.0001196784	0.01828177	0.2031616	0.01839137	0.00133517	
4.936	0.000119519	0.01825742	0.2028909	0.01836687	0.001333389	
4.938	0.0001193595	0.01823309	0.2026205	0.01834239	0.001331612	
4.94	0.0001192002	0.01820879	0.2023505	0.01831795	0.001329839	
4.942	0.0001190414	0.01818452	0.2020808	0.01829354	0.001328066	
4.944	0.0001188829	0.01816029	0.2018116	0.01826916	0.001326296	
4.946	0.0001187243	0.01813609	0.2015427	0.01824482	0.001324531	
4.948	0.000118566	0.01811192	0.2012742	0.01822051	0.001322765	
4.95	0.0001184079	0.01808779	0.201006	0.01819623	0.001321003	
4.952	0.00011825	0.01806369	0.2007381	0.01817198	0.001319241	
4.954	0.0001180924	0.01803961	0.2004707	0.01814777	0.001317486	
4.956	0.000117935	0.01801558	0.2002035	0.01812358	0.001315728	
4.958	0.0001177776	0.01799157	0.1999368	0.01809943	0.001313977	
4.96	0.0001176207	0.0179676	0.1996704	0.01807532	0.001312226	
4.962	0.0001174638	0.01794366	0.1994044	0.01805123	0.001310475	
4.964	0.0001173071	0.01791974	0.1991386	0.01802717	0.001308732	
4.966	0.0001171508	0.01789586	0.1988733	0.01800315	0.001306985	
4.968	0.0001169946	0.01787202	0.1986083	0.01797916	0.001305245	
4.97	0.0001168386	0.0178482	0.1983436	0.0179552	0.001303505	
4.972	0.0001166828	0.01782443	0.1980794	0.01793128	0.001301769	
4.974	0.0001165271	0.01780067	0.1978155	0.01790738	0.001300033	
4.976	0.0001163718	0.01777695	0.1975519	0.01788352	0.001298301	
4.978	0.0001162167	0.01775326	0.1972886	0.01785969	0.001296572	
4.98	0.0001160617	0.0177296	0.1970258	0.01783589	0.001294844	
4.982	0.0001159071	0.01770598	0.1967633	0.01781213	0.001293119	
4.984	0.0001157525	0.01768239	0.1965011	0.01778839	0.001291398	
4.986	0.0001155981	0.01765882	0.1962392	0.01776469	0.001289677	
4.988	0.000115444	0.01763529	0.1959777	0.01774101	0.001287956	
4.99	0.0001152901	0.01761179	0.1957166	0.01771737	0.001286242	
4.992	0.0001151364	0.01758832	0.1954558	0.01769376	0.001284529	
4.994	0.0001149827	0.01756489	0.1951953	0.01767018	0.001282815	
4.996	0.0001148293	0.01754148	0.1949353	0.01764664	0.001281109	
4.998	0.0001146761	0.01751811	0.1946755	0.01762313	0.001279403	
5	0.0001145233	0.01749477	0.1944161	0.01759964	0.001277696	
5.002	0.0001140244	0.01688246	0.1887035	0.01698715	0.001275744	
5.004	0.000113138	0.01564801	0.1753752	0.01575247	0.001273274	
5.006	0.0001122348	0.01439348	0.161766	0.01449771	0.001270715	
5.008	0.000111311	0.0130996	0.1476421	0.01320362	0.001268189	
5.01	0.000110371	0.01176675	0.133009	0.01187061	0.001265716	
5.012	0.0001094181	0.01039767	0.1179005	0.01050136	0.001263324	
5.014	0.0001084548	0.008995146	0.1023515	0.009098701	0.001261044	
5.016	0.0001074835	0.007561892	0.08639556	0.007665329	0.001258861	
5.018	0.0001065056	0.006100513	0.07006514	0.006203853	0.00125679	
5.02	0.0001055219	0.004613474	0.0533908	0.004716709	0.001254827	
5.022	0.0001045337	0.003103167	0.03640234	0.003206313	0.001252964	
5.024	0.0001035612	0.001602605	0.01950264	0.001705684	0.001251217	
5.026	0.0001026187	0.0001339763	0.00296247	0.0002370104	0.001249634	
5.028	0.0001017065	0	0	0	0.001248203	
5.03	0.0001008229	0	0	0	0.001246918	
5.032	9.996607E-05	0	0	0	0.001245752	
5.034	9.913347E-05	0	0	0	0.001244683	
5.036	9.832298E-05	0	0	0	0.001243692	
5.038	9.753276E-05	0	0	0	0.001242757	
5.04	9.676116E-05	0	0	0	0.001241863	
5.042	9.600585E-05	0	0	0	0.001240984	
5.044	9.526638E-05	0	0	0	0.001240112	
5.046	9.453925E-05	0	0	0	0.001239225	
5.048	9.382516E-05	0	0	0	0.00123832	
5.05	9.312178E-05	0	0	0	0.001237381	
5.052	9.242911E-05	0	0	0	0.001236405	
5.054	9.174622E-05	0	0	0	0.001235388	
5.056	9.107171E-05	0	0	0	0.001234312	
5.058	9.040651E-05	0	0	0	0.00123319	
5.06	8.9749E-05	0	0	0	0.001232013	
5.062	8.90994E-05	0	0	0	0.001230784	
5.064	8.845725E-05	0	0	0	0.001229499	
5.066	8.782279E-05	0	0	0	0.001228161	
5.068	8.719554E-05	0	0	0	0.001226779	
