Time	Body_2 Y	Body_2 X	Body_2 Z	Joint_1 Pos	
0.877	-0.4019654	0.0009666411	0.2009667	-0.4000477	
0.878	-0.4019786	0.0009749801	0.200975	-0.4000479	
0.8790001	-0.4019914	0.0009831929	0.2009832	-0.400048	
0.8800001	-0.4020039	0.0009912606	0.2009913	-0.4000482	
0.881	-0.402016	0.0009991652	0.2009992	-0.4000483	
0.882	-0.4020278	0.001006887	0.2010069	-0.4000483	
0.883	-0.4020391	0.001014409	0.2010144	-0.4000485	
0.8840001	-0.4020501	0.001021715	0.2010217	-0.4000486	
0.8850001	-0.4020606	0.001028791	0.2010288	-0.4000487	
0.886	-0.4020706	0.001035622	0.2010356	-0.4000488	
0.887	-0.4020802	0.001042195	0.2010422	-0.4000489	
0.8880001	-0.4020893	0.001048498	0.2010485	-0.400049	
0.8890001	-0.4020978	0.00105452	0.2010545	-0.4000491	
0.89	-0.4021058	0.001060248	0.2010603	-0.4000491	
0.891	-0.4021133	0.001065671	0.2010657	-0.4000492	
0.892	-0.4021203	0.001070781	0.2010708	-0.4000492	
0.8930001	-0.4021266	0.00107557	0.2010756	-0.4000493	
0.8940001	-0.4021325	0.001080031	0.20108	-0.4000493	
0.895	-0.4021378	0.001084159	0.2010841	-0.4000494	
0.896	-0.4021425	0.001087949	0.2010879	-0.4000494	
0.897	-0.4021467	0.001091397	0.2010914	-0.4000494	
0.8980001	-0.4021502	0.001094501	0.2010945	-0.4000494	
0.899	-0.4021533	0.001097259	0.2010972	-0.4000494	
0.9	-0.4021557	0.00109967	0.2010997	-0.4000494	
0.901	-0.4021575	0.001101732	0.2011017	-0.4000494	
0.9020001	-0.4021589	0.001103446	0.2011034	-0.4000494	
0.9030001	-0.4021597	0.001104814	0.2011048	-0.4000494	
0.904	-0.4021598	0.001105839	0.2011058	-0.4000494	
0.905	-0.4021595	0.001106522	0.2011065	-0.4000493	
0.906	-0.4021586	0.001106868	0.2011068	-0.4000492	
0.9070001	-0.4021573	0.001106881	0.2011069	-0.4000492	
0.9080001	-0.4021554	0.001106567	0.2011065	-0.4000491	
0.909	-0.4021531	0.001105932	0.2011059	-0.4000491	
0.91	-0.4021502	0.001104986	0.201105	-0.4000491	
0.9110001	-0.402147	0.001103737	0.2011037	-0.400049	
0.9120001	-0.4021432	0.001102193	0.2011022	-0.4000489	
0.913	-0.4021391	0.001100363	0.2011003	-0.4000489	
0.914	-0.4021345	0.001098257	0.2010982	-0.4000488	
0.915	-0.4021296	0.001095885	0.2010958	-0.4000487	
0.9160001	-0.4021242	0.001093255	0.2010932	-0.4000486	
0.9170001	-0.4021185	0.00109038	0.2010903	-0.4000485	
0.918	-0.4021125	0.001087271	0.2010872	-0.4000484	
0.919	-0.4021062	0.00108394	0.2010839	-0.4000483	
0.92	-0.4020996	0.001080399	0.2010804	-0.4000482	
0.9210001	-0.4020927	0.001076661	0.2010766	-0.4000481	
0.9220001	-0.4020856	0.001072738	0.2010727	-0.400048	
0.923	-0.4020782	0.001068645	0.2010686	-0.4000479	
0.924	-0.4020707	0.001064395	0.2010643	-0.4000478	
0.9250001	-0.402063	0.001060003	0.2010599	-0.4000477	
0.9260001	-0.4020551	0.001055482	0.2010554	-0.4000476	
0.927	-0.4020471	0.001050846	0.2010508	-0.4000475	
0.928	-0.402039	0.001046108	0.201046	-0.4000473	
0.929	-0.4020308	0.001041281	0.2010412	-0.4000472	
0.9300001	-0.4020226	0.00103638	0.2010363	-0.4000471	
0.9310001	-0.4020143	0.001031418	0.2010314	-0.400047	
0.932	-0.402006	0.001026412	0.2010264	-0.4000469	
0.933	-0.4019977	0.001021373	0.2010213	-0.4000468	
0.934	-0.4019894	0.001016317	0.2010163	-0.4000467	
0.9350001	-0.4019811	0.001011256	0.2010112	-0.4000466	
0.936	-0.4019729	0.001006203	0.2010062	-0.4000465	
0.937	-0.4019648	0.001001169	0.2010011	-0.4000463	
0.938	-0.4019569	0.0009961663	0.2009961	-0.4000463	
0.9390001	-0.401949	0.0009912088	0.2009912	-0.4000463	
0.9400001	-0.4019413	0.0009863094	0.2009863	-0.4000462	
0.941	-0.4019337	0.0009814785	0.2009814	-0.400046	
0.942	-0.4019263	0.0009767279	0.2009767	-0.400046	
0.943	-0.4019191	0.0009720681	0.200972	-0.4000459	
0.9440001	-0.4019121	0.0009675088	0.2009675	-0.4000458	
0.9450001	-0.4019053	0.0009630592	0.200963	-0.4000457	
0.946	-0.4018988	0.0009587292	0.2009587	-0.4000456	
0.947	-0.4018925	0.0009545287	0.2009545	-0.4000456	
0.9480001	-0.4018865	0.0009504668	0.2009504	-0.4000455	
0.9490001	-0.4018807	0.0009465517	0.2009465	-0.4000455	
0.95	-0.4018752	0.0009427904	0.2009428	-0.4000454	
0.951	-0.40187	0.0009391902	0.2009392	-0.4000454	
0.952	-0.4018652	0.000935757	0.2009357	-0.4000453	
0.9530001	-0.4018606	0.0009324971	0.2009325	-0.4000453	
0.9540001	-0.4018563	0.0009294159	0.2009294	-0.4000452	
0.955	-0.4018524	0.0009265188	0.2009265	-0.4000452	
0.956	-0.4018488	0.0009238098	0.2009238	-0.4000452	
0.957	-0.4018455	0.000921293	0.2009213	-0.4000452	
0.9580001	-0.4018425	0.0009189709	0.2009189	-0.4000452	
0.9590001	-0.4018399	0.0009168459	0.2009168	-0.4000452	
0.96	-0.4018376	0.0009149205	0.2009149	-0.4000452	
0.961	-0.4018356	0.0009131962	0.2009132	-0.4000452	
0.9620001	-0.401834	0.000911673	0.2009116	-0.4000451	
0.9630001	-0.4018326	0.0009103518	0.2009103	-0.4000452	
0.964	-0.4018316	0.0009092315	0.2009092	-0.4000451	
0.965	-0.401831	0.0009083109	0.2009083	-0.4000451	
0.966	-0.4018306	0.0009075883	0.2009076	-0.4000451	
0.9670001	-0.4018306	0.000907063	0.200907	-0.4000452	
0.9680001	-0.4018309	0.0009067337	0.2009067	-0.4000452	
0.969	-0.4018315	0.0009065979	0.2009066	-0.4000452	
0.97	-0.4018324	0.0009066543	0.2009066	-0.4000453	
0.9710001	-0.4018336	0.0009068989	0.2009069	-0.4000453	
0.9720001	-0.4018351	0.0009073283	0.2009073	-0.4000454	
0.973	-0.4018369	0.0009079382	0.2009079	-0.4000454	
0.974	-0.4018389	0.0009087229	0.2009087	-0.4000454	
0.975	-0.4018412	0.0009096772	0.2009096	-0.4000455	
0.9760001	-0.4018437	0.0009107957	0.2009108	-0.4000455	
0.9770001	-0.4018465	0.0009120737	0.200912	-0.4000456	
0.978	-0.4018494	0.0009135054	0.2009135	-0.4000456	
0.979	-0.4018526	0.0009150848	0.2009151	-0.4000457	
0.98	-0.401856	0.0009168034	0.2009168	-0.4000457	
0.9810001	-0.4018596	0.0009186552	0.2009186	-0.4000458	
0.9820001	-0.4018633	0.0009206317	0.2009206	-0.4000458	
0.983	-0.4018672	0.0009227263	0.2009227	-0.4000459	
0.984	-0.4018713	0.0009249327	0.2009249	-0.400046	
0.9850001	-0.4018755	0.0009272434	0.2009272	-0.400046	
0.9860001	-0.4018798	0.0009296503	0.2009296	-0.4000461	
0.987	-0.4018843	0.0009321463	0.2009321	-0.4000462	
0.988	-0.4018888	0.0009347222	0.2009347	-0.4000462	
0.989	-0.4018934	0.0009373702	0.2009374	-0.4000463	
0.9900001	-0.4018981	0.0009400821	0.2009401	-0.4000463	
0.9910001	-0.4019029	0.0009428495	0.2009429	-0.4000463	
0.992	-0.4019077	0.0009456649	0.2009457	-0.4000464	
0.993	-0.4019125	0.0009485214	0.2009485	-0.4000466	
0.994	-0.4019173	0.0009514111	0.2009514	-0.4000466	
0.9950001	-0.4019222	0.0009543256	0.2009543	-0.4000466	
0.9960001	-0.401927	0.0009572577	0.2009573	-0.4000467	
0.997	-0.4019318	0.0009601982	0.2009602	-0.4000467	
0.998	-0.4019366	0.0009631388	0.2009631	-0.4000468	
0.9990001	-0.4019414	0.0009660713	0.200966	-0.4000468	
1	-0.401946	0.0009689895	0.200969	-0.4000469	
