Time	Iext	
0.232	8.956987E-18	
0.234	9.001005E-18	
0.236	9.044122E-18	
0.238	9.086335E-18	
0.24	9.127639E-18	
0.242	9.168031E-18	
0.244	9.207506E-18	
0.246	9.24606E-18	
0.248	9.28369E-18	
0.25	9.320391E-18	
0.252	9.35616E-18	
0.254	9.390994E-18	
0.256	9.424888E-18	
0.258	9.45784E-18	
0.26	9.489846E-18	
0.262	9.520903E-18	
0.264	9.551009E-18	
0.266	9.580159E-18	
0.268	9.60835E-18	
0.27	9.635582E-18	
0.272	9.661849E-18	
0.274	9.687152E-18	
0.276	9.711484E-18	
0.278	9.734845E-18	
0.28	9.757233E-18	
0.282	9.778646E-18	
0.284	9.799081E-18	
0.286	9.818535E-18	
0.288	9.837009E-18	
0.29	9.854498E-18	
0.292	9.871001E-18	
0.294	9.886517E-18	
0.296	9.901045E-18	
0.298	9.914584E-18	
0.3	9.92713E-18	
0.302	9.938683E-18	
0.304	9.949243E-18	
0.306	9.958809E-18	
0.308	9.967377E-18	
0.31	9.97495E-18	
0.312	9.981525E-18	
0.314	9.987102E-18	
0.316	9.991679E-18	
0.318	9.995258E-18	
0.32	9.997838E-18	
0.322	9.999418E-18	
0.324	9.999997E-18	
0.326	9.999576E-18	
0.328	9.998156E-18	
0.33	9.995736E-18	
0.332	9.992316E-18	
0.334	9.987897E-18	
0.336	9.982479E-18	
0.338	9.976064E-18	
0.34	9.96865E-18	
0.342	9.96024E-18	
0.344	9.950834E-18	
0.346	9.940432E-18	
0.348	9.929036E-18	
0.35	9.916648E-18	
0.352	9.903269E-18	
0.354	9.888898E-18	
0.356	9.873539E-18	
0.358	9.857191E-18	
0.36	9.839859E-18	
0.362	9.821544E-18	
0.364	9.802244E-18	
0.366	9.781967E-18	
0.368	9.76071E-18	
0.37	9.738477E-18	
0.372	9.715269E-18	
0.374	9.691092E-18	
0.376	9.665944E-18	
0.378	9.639831E-18	
0.38	9.612753E-18	
0.382	9.584713E-18	
0.384	9.555715E-18	
0.386	9.525762E-18	
0.388	9.494856E-18	
0.39	9.463001E-18	
0.392	9.4302E-18	
0.394	9.396455E-18	
0.396	9.361771E-18	
0.398	9.32615E-18	
0.4	9.289596E-18	
0.402	9.252114E-18	
0.404	9.213708E-18	
0.406	9.174379E-18	
0.408	9.134134E-18	
0.41	9.092974E-18	
0.412	9.050906E-18	
0.414	9.007932E-18	
0.416	8.964058E-18	
0.418	8.919287E-18	
0.42	8.873624E-18	
0.422	8.827074E-18	
0.424	8.779641E-18	
0.426	8.731331E-18	
0.428	8.682146E-18	
0.43	8.632094E-18	
0.432	8.581178E-18	
0.434	8.529406E-18	
0.436	8.476777E-18	
0.438	8.423303E-18	
0.44	8.368987E-18	
0.442	8.313834E-18	
0.444	8.257849E-18	
0.446	8.201039E-18	
0.448	8.143409E-18	
0.45	8.084964E-18	
0.452	8.025711E-18	
0.454	7.965655E-18	
0.456	7.904802E-18	
0.458	7.843159E-18	
0.46	7.780731E-18	
0.462	7.717527E-18	
0.464	7.65355E-18	
0.466	7.588807E-18	
0.468	7.523306E-18	
0.47	7.457053E-18	
0.472	7.390053E-18	
0.474	7.322314E-18	
0.476	7.253845E-18	
0.478	7.184648E-18	
0.48	7.114734E-18	
0.482	7.044109E-18	
0.484	6.972779E-18	
0.486	6.900749E-18	
0.488	6.828031E-18	
0.49	6.754631E-18	
0.492	6.680555E-18	
0.494	6.605811E-18	
0.496	6.530407E-18	
0.498	6.45435E-18	
0.5	6.377647E-18	
0.502	6.300306E-18	
0.504	6.222335E-18	
0.506	6.143743E-18	
0.508	6.064535E-18	
0.5100001	5.984722E-18	
0.512	5.904309E-18	
0.514	5.823307E-18	
0.516	5.741722E-18	
0.518	5.659563E-18	
0.52	5.576838E-18	
0.522	5.493555E-18	
0.524	5.409723E-18	
0.526	5.32535E-18	
0.528	5.240444E-18	
0.53	5.155015E-18	
0.532	5.06907E-18	
0.534	4.982618E-18	
0.536	4.895665E-18	
0.538	4.808226E-18	
0.54	4.720305E-18	
0.5420001	4.631912E-18	
0.544	4.543056E-18	
0.546	4.453746E-18	
0.548	4.363991E-18	
0.55	4.273798E-18	
0.552	4.183179E-18	
0.554	4.092141E-18	
0.5560001	4.000695E-18	
0.558	3.908848E-18	
0.56	3.81661E-18	
0.562	3.72399E-18	
0.564	3.630999E-18	
0.566	3.537644E-18	
0.568	3.443935E-18	
0.5700001	3.349882E-18	
0.572	3.255494E-18	
0.574	3.16078E-18	
0.576	3.065751E-18	
0.578	2.970414E-18	
0.58	2.874781E-18	
0.582	2.77886E-18	
0.5840001	2.682662E-18	
0.586	2.586192E-18	
0.588	2.489467E-18	
0.59	2.392492E-18	
0.592	2.295279E-18	
0.594	2.197835E-18	
0.596	2.100172E-18	
0.598	2.002299E-18	
0.6	1.904226E-18	
0.6020001	1.805962E-18	
0.604	1.707518E-18	
0.606	1.608903E-18	
0.608	1.510127E-18	
0.61	1.4112E-18	
0.612	1.312132E-18	
0.614	1.212933E-18	
0.6160001	1.113612E-18	
0.618	1.01418E-18	
0.62	9.146469E-19	
0.622	8.150221E-19	
0.624	7.153158E-19	
0.626	6.15538E-19	
0.628	5.156985E-19	
0.6300001	4.158076E-19	
0.632	3.15875E-19	
0.634	2.159109E-19	
0.636	1.159228E-19	
0.638	1.592548E-20	
0.64	-8.407343E-20	
0.642	-1.840639E-19	
0.6440001	-2.84036E-19	
0.646	-3.839797E-19	
0.648	-4.83885E-19	
0.65	-5.837419E-19	
0.652	-6.835404E-19	
0.654	-7.832706E-19	
0.656	-8.829225E-19	
0.6580001	-9.824859E-19	
0.66	-1.081951E-18	
0.6620001	-1.181309E-18	
0.664	-1.280547E-18	
0.666	-1.379658E-18	
0.668	-1.478631E-18	
0.67	-1.577456E-18	
0.6720001	-1.676124E-18	
0.674	-1.774624E-18	
0.6760001	-1.872946E-18	
0.678	-1.971081E-18	
0.68	-2.069019E-18	
0.682	-2.16675E-18	
0.684	-2.264264E-18	
0.686	-2.361554E-18	
0.688	-2.458606E-18	
0.6900001	-2.555412E-18	
0.692	-2.651962E-18	
0.694	-2.748247E-18	
0.696	-2.844258E-18	
0.698	-2.939984E-18	
0.7	-3.035416E-18	
0.702	-3.130544E-18	
0.7040001	-3.225359E-18	
0.706	-3.319852E-18	
0.708	-3.414013E-18	
0.71	-3.507832E-18	
0.712	-3.601301E-18	
0.714	-3.694409E-18	
0.716	-3.787148E-18	
0.7180001	-3.879509E-18	
0.72	-3.971481E-18	
0.7220001	-4.063057E-18	
0.724	-4.154226E-18	
0.726	-4.244979E-18	
0.728	-4.335308E-18	
0.73	-4.425204E-18	
0.7320001	-4.514657E-18	
0.734	-4.603658E-18	
0.7360001	-4.692201E-18	
0.738	-4.780273E-18	
0.74	-4.867867E-18	
0.742	-4.954975E-18	
0.744	-5.041586E-18	
0.7460001	-5.127694E-18	
0.748	-5.213288E-18	
0.7500001	-5.298362E-18	
0.752	-5.382905E-18	
0.754	-5.466911E-18	
0.756	-5.55037E-18	
0.758	-5.633273E-18	
0.7600001	-5.715613E-18	
0.762	-5.797382E-18	
0.7640001	-5.878571E-18	
0.766	-5.959172E-18	
0.768	-6.039177E-18	
0.77	-6.118578E-18	
0.772	-6.197368E-18	
0.774	-6.275538E-18	
0.776	-6.35308E-18	
0.7780001	-6.429987E-18	
0.78	-6.506251E-18	
0.7820001	-6.581864E-18	
0.784	-6.656819E-18	
0.786	-6.73111E-18	
0.788	-6.804726E-18	
0.79	-6.877662E-18	
0.7920001	-6.94991E-18	
0.794	-7.021463E-18	
0.7960001	-7.092314E-18	
0.798	-7.162456E-18	
0.8	-7.231882E-18	
0.802	-7.300584E-18	
0.804	-7.368556E-18	
0.8060001	-7.435791E-18	
0.808	-7.502283E-18	
0.8100001	-7.568025E-18	
0.812	-7.633012E-18	
0.814	-7.697232E-18	
0.816	-7.760685E-18	
0.818	-7.823359E-18	
0.8200001	-7.885253E-18	
0.822	-7.946358E-18	
0.8240001	-8.006669E-18	
0.826	-8.066177E-18	
0.8280001	-8.124881E-18	
0.83	-8.182771E-18	
0.832	-8.239845E-18	
0.8340001	-8.296091E-18	
0.836	-8.351512E-18	
0.8380001	-8.406094E-18	
0.84	-8.459838E-18	
0.8420001	-8.512733E-18	
0.844	-8.56478E-18	
0.846	-8.615969E-18	
0.848	-8.666297E-18	
0.85	-8.715757E-18	
0.8520001	-8.764348E-18	
0.854	-8.812059E-18	
0.8560001	-8.858893E-18	
0.858	-8.904837E-18	
0.86	-8.949893E-18	
0.862	-8.994056E-18	
0.864	-9.037315E-18	
0.8660001	-9.079674E-18	
0.868	-9.121121E-18	
0.8700001	-9.16166E-18	
0.872	-9.201281E-18	
0.874	-9.239982E-18	
0.876	-9.277758E-18	
0.878	-9.314609E-18	
0.8800001	-9.350526E-18	
0.882	-9.385509E-18	
0.8840001	-9.419552E-18	
0.886	-9.452655E-18	
0.8880001	-9.484812E-18	
0.89	-9.516021E-18	
0.892	-9.546277E-18	
0.8940001	-9.57558E-18	
0.896	-9.603925E-18	
0.8980001	-9.631309E-18	
0.9	0	
0.9020001	0	
0.904	0	
0.906	0	
0.9080001	0	
0.91	0	
0.9120001	0	
0.914	0	
0.9160001	0	
0.918	0	
0.92	0	
0.9220001	0	
0.924	0	
0.9260001	0	
0.928	0	
0.9300001	0	
0.932	0	
0.934	0	
0.936	0	
0.938	0	
0.9400001	0	
0.942	0	
0.9440001	0	
0.946	0	
0.9480001	0	
0.95	0	
0.952	0	
0.9540001	0	
0.956	0	
0.9580001	0	
0.96	0	
0.9620001	0	
0.964	0	
0.966	0	
0.9680001	0	
0.97	0	
0.9720001	0	
0.974	0	
0.9760001	0	
0.978	0	
0.98	0	
0.9820001	0	
0.984	0	
0.9860001	0	
0.988	0	
0.9900001	0	
0.992	0	
0.994	0	
0.9960001	0	
0.998	0	
1	0	
