Time	Iext	
0.232	7.965655E-18	
0.234	7.843159E-18	
0.236	7.717527E-18	
0.238	7.588807E-18	
0.24	7.457053E-18	
0.242	7.322314E-18	
0.244	7.184648E-18	
0.246	7.044109E-18	
0.248	6.900749E-18	
0.25	6.754631E-18	
0.252	6.605811E-18	
0.254	6.45435E-18	
0.256	6.300306E-18	
0.258	6.143743E-18	
0.26	5.984722E-18	
0.262	5.823307E-18	
0.264	5.659563E-18	
0.266	5.493555E-18	
0.268	5.32535E-18	
0.27	5.155015E-18	
0.272	4.982618E-18	
0.274	4.808226E-18	
0.276	4.631912E-18	
0.278	4.453746E-18	
0.28	4.273798E-18	
0.282	4.092141E-18	
0.284	3.908848E-18	
0.286	3.72399E-18	
0.288	3.537644E-18	
0.29	3.349882E-18	
0.292	3.16078E-18	
0.294	2.970414E-18	
0.296	2.77886E-18	
0.298	2.586192E-18	
0.3	2.392492E-18	
0.302	2.197835E-18	
0.304	2.002299E-18	
0.306	1.805962E-18	
0.308	1.608903E-18	
0.31	1.4112E-18	
0.312	1.212933E-18	
0.314	1.01418E-18	
0.316	8.150221E-19	
0.318	6.15538E-19	
0.32	4.158076E-19	
0.322	2.159109E-19	
0.324	1.592548E-20	
0.326	-1.840639E-19	
0.328	-3.839797E-19	
0.33	-5.837419E-19	
0.332	-7.832706E-19	
0.334	-9.824859E-19	
0.336	-1.181309E-18	
0.338	-1.379658E-18	
0.34	-1.577456E-18	
0.342	-1.774624E-18	
0.344	-1.971081E-18	
0.346	-2.16675E-18	
0.348	-2.361554E-18	
0.35	-2.555412E-18	
0.352	-2.748247E-18	
0.354	-2.939984E-18	
0.356	-3.130544E-18	
0.358	-3.319852E-18	
0.36	-3.507832E-18	
0.362	-3.694409E-18	
0.364	-3.879509E-18	
0.366	-4.063057E-18	
0.368	-4.244979E-18	
0.37	-4.425204E-18	
0.372	-4.603658E-18	
0.374	-4.780273E-18	
0.376	-4.954975E-18	
0.378	-5.127694E-18	
0.38	-5.298362E-18	
0.382	-5.466911E-18	
0.384	-5.633273E-18	
0.386	-5.797382E-18	
0.388	-5.959172E-18	
0.39	-6.118578E-18	
0.392	-6.275538E-18	
0.394	-6.429987E-18	
0.396	-6.581864E-18	
0.398	-6.73111E-18	
0.4	-6.877662E-18	
0.402	-7.021463E-18	
0.404	-7.162456E-18	
0.406	-7.300584E-18	
0.408	-7.435791E-18	
0.41	-7.568025E-18	
0.412	-7.697232E-18	
0.414	-7.823359E-18	
0.416	-7.946358E-18	
0.418	-8.066177E-18	
0.42	-8.182771E-18	
0.422	-8.296091E-18	
0.424	-8.406094E-18	
0.426	-8.512733E-18	
0.428	-8.615969E-18	
0.43	-8.715757E-18	
0.432	-8.812059E-18	
0.434	-8.904837E-18	
0.436	-8.994056E-18	
0.438	-9.079674E-18	
0.44	-9.16166E-18	
0.442	-9.239982E-18	
0.444	-9.314609E-18	
0.446	-9.385509E-18	
0.448	-9.452655E-18	
0.45	-9.516021E-18	
0.452	-9.57558E-18	
0.454	-9.631309E-18	
0.456	-9.683186E-18	
0.458	-9.73119E-18	
0.46	-9.775301E-18	
0.462	-9.815502E-18	
0.464	-9.851778E-18	
0.466	-9.884112E-18	
0.468	-9.912494E-18	
0.47	-9.93691E-18	
0.472	-9.957351E-18	
0.474	-9.97381E-18	
0.476	-9.98628E-18	
0.478	-9.994756E-18	
0.48	-9.999232E-18	
0.482	-9.99971E-18	
0.484	-9.996189E-18	
0.486	-9.988667E-18	
0.488	-9.977152E-18	
0.49	-9.961646E-18	
0.492	-9.942154E-18	
0.494	-9.918687E-18	
0.496	-9.891252E-18	
0.498	-9.859861E-18	
0.5	-9.824526E-18	
0.502	-9.785261E-18	
0.504	-9.742082E-18	
0.506	-9.695007E-18	
0.508	-9.644053E-18	
0.5100001	-9.589243E-18	
0.512	-9.530596E-18	
0.514	-9.468138E-18	
0.516	-9.401893E-18	
0.518	-9.331886E-18	
0.52	-9.258147E-18	
0.522	-9.180705E-18	
0.524	-9.099591E-18	
0.526	-9.014837E-18	
0.528	-8.926477E-18	
0.53	-8.834547E-18	
0.532	-8.739083E-18	
0.534	-8.640124E-18	
0.536	-8.537707E-18	
0.538	-8.431876E-18	
0.54	-8.322674E-18	
0.5420001	-8.210142E-18	
0.544	-8.094326E-18	
0.546	-7.975272E-18	
0.548	-7.853029E-18	
0.55	-7.727645E-18	
0.552	-7.599168E-18	
0.554	-7.467654E-18	
0.5560001	-7.333152E-18	
0.558	-7.195716E-18	
0.56	-7.055403E-18	
0.562	-6.912268E-18	
0.564	-6.766368E-18	
0.566	-6.617761E-18	
0.568	-6.466507E-18	
0.5700001	-6.312667E-18	
0.572	-6.156302E-18	
0.574	-5.997475E-18	
0.576	-5.836248E-18	
0.578	-5.672687E-18	
0.58	-5.506857E-18	
0.582	-5.338825E-18	
0.5840001	-5.168657E-18	
0.586	-4.996417E-18	
0.588	-4.822183E-18	
0.59	-4.64602E-18	
0.592	-4.467999E-18	
0.594	-4.288191E-18	
0.596	-4.106668E-18	
0.598	-3.923501E-18	
0.6	-3.738766E-18	
0.6020001	-3.552535E-18	
0.604	-3.364883E-18	
0.606	-3.175885E-18	
0.608	-2.985617E-18	
0.61	-2.794155E-18	
0.612	-2.601575E-18	
0.614	-2.407955E-18	
0.6160001	-2.213371E-18	
0.618	-2.017902E-18	
0.62	-1.821626E-18	
0.622	-1.624621E-18	
0.624	-1.426967E-18	
0.626	-1.228741E-18	
0.628	-1.030025E-18	
0.6300001	-8.308959E-19	
0.632	-6.314348E-19	
0.634	-4.317211E-19	
0.636	-2.3183E-19	
0.638	-3.185092E-20	
0.64	1.681409E-19	
0.642	3.680655E-19	
0.6440001	5.678428E-19	
0.646	7.673931E-19	
0.648	9.666363E-19	
0.65	1.165493E-18	
0.652	1.363883E-18	
0.654	1.561728E-18	
0.656	1.758949E-18	
0.6580001	1.955465E-18	
0.66	2.1512E-18	
0.6620001	2.346074E-18	
0.664	2.54001E-18	
0.666	2.732929E-18	
0.668	2.924756E-18	
0.67	3.115413E-18	
0.6720001	3.304823E-18	
0.674	3.492912E-18	
0.6760001	3.679604E-18	
0.678	3.864824E-18	
0.68	4.048497E-18	
0.682	4.230552E-18	
0.684	4.410914E-18	
0.686	4.589517E-18	
0.688	4.766279E-18	
0.6900001	4.941135E-18	
0.692	5.114014E-18	
0.694	5.284849E-18	
0.696	5.453569E-18	
0.698	5.620107E-18	
0.7	5.784398E-18	
0.702	5.946375E-18	
0.7040001	6.105974E-18	
0.706	6.26313E-18	
0.708	6.417782E-18	
0.71	6.569866E-18	
0.712	6.719323E-18	
0.714	6.866091E-18	
0.716	7.010113E-18	
0.7180001	7.151332E-18	
0.72	7.28969E-18	
0.7220001	7.425132E-18	
0.724	7.557604E-18	
0.726	7.687054E-18	
0.728	7.813428E-18	
0.73	7.936677E-18	
0.7320001	8.056752E-18	
0.734	8.173605E-18	
0.7360001	8.287189E-18	
0.738	8.397458E-18	
0.74	8.504367E-18	
0.742	8.607875E-18	
0.744	8.70794E-18	
0.7460001	8.80452E-18	
0.748	8.897581E-18	
0.7500001	8.987082E-18	
0.752	9.072988E-18	
0.754	9.155265E-18	
0.756	9.233879E-18	
0.758	9.308802E-18	
0.7600001	9.38E-18	
0.762	9.447446E-18	
0.7640001	9.511114E-18	
0.766	9.570977E-18	
0.768	9.627012E-18	
0.77	9.679196E-18	
0.772	9.727509E-18	
0.774	9.77193E-18	
0.776	9.812444E-18	
0.7780001	9.849033E-18	
0.78	9.881682E-18	
0.7820001	9.910378E-18	
0.784	9.935112E-18	
0.786	9.95587E-18	
0.788	9.972646E-18	
0.79	9.985434E-18	
0.7920001	9.994227E-18	
0.794	9.999023E-18	
0.7960001	9.999819E-18	
0.798	9.996615E-18	
0.8	9.989414E-18	
0.802	9.978215E-18	
0.804	9.963027E-18	
0.8060001	9.943852E-18	
0.808	9.920701E-18	
0.8100001	9.893583E-18	
0.812	9.862504E-18	
0.814	9.827485E-18	
0.816	9.788531E-18	
0.818	9.745664E-18	
0.8200001	9.698897E-18	
0.822	9.648253E-18	
0.8240001	9.593747E-18	
0.826	9.535407E-18	
0.8280001	9.47325E-18	
0.83	9.407306E-18	
0.832	9.337596E-18	
0.8340001	9.264156E-18	
0.836	9.187006E-18	
0.8380001	9.106185E-18	
0.84	9.021717E-18	
0.8420001	8.933646E-18	
0.844	8.841997E-18	
0.846	8.746815E-18	
0.848	8.64813E-18	
0.85	8.545992E-18	
0.8520001	8.440429E-18	
0.854	8.331495E-18	
0.8560001	8.219225E-18	
0.858	8.103672E-18	
0.86	7.984871E-18	
0.862	7.862878E-18	
0.864	7.737744E-18	
0.8660001	7.609509E-18	
0.868	7.478238E-18	
0.8700001	7.343968E-18	
0.872	7.206768E-18	
0.874	7.066678E-18	
0.876	6.923769E-18	
0.878	6.778083E-18	
0.8800001	6.629694E-18	
0.882	6.478645E-18	
0.8840001	6.325012E-18	
0.886	6.168843E-18	
0.8880001	6.010212E-18	
0.89	5.84917E-18	
0.892	5.685797E-18	
0.8940001	5.520141E-18	
0.896	5.352286E-18	
0.8980001	5.182281E-18	
0.9	0	
0.9020001	0	
0.904	0	
0.906	0	
0.9080001	0	
0.91	0	
0.9120001	0	
0.914	0	
0.9160001	0	
0.918	0	
0.92	0	
0.9220001	0	
0.924	0	
0.9260001	0	
0.928	0	
0.9300001	0	
0.932	0	
0.934	0	
0.936	0	
0.938	0	
0.9400001	0	
0.942	0	
0.9440001	0	
0.946	0	
0.9480001	0	
0.95	0	
0.952	0	
0.9540001	0	
0.956	0	
0.9580001	0	
0.96	0	
0.9620001	0	
0.964	0	
0.966	0	
0.9680001	0	
0.97	0	
0.9720001	0	
0.974	0	
0.9760001	0	
0.978	0	
0.98	0	
0.9820001	0	
0.984	0	
0.9860001	0	
0.988	0	
0.9900001	0	
0.992	0	
0.994	0	
0.9960001	0	
0.998	0	
1	0	
