Time	MeshX	MeshY	
0	-0.3	0	
0.001	-0.3	-8.574048E-06	
0.002	-0.3	-2.571742E-05	
0.003	-0.3	-5.143011E-05	
0.004	-0.3	-8.571214E-05	
0.005	-0.3	-0.0001285635	
0.006	-0.3	-0.0001799842	
0.007	-0.2999999	-0.0002399743	
0.008	-0.2999999	-0.0003085337	
0.009000001	-0.2999998	-0.0003856624	
0.01	-0.2999997	-0.0004713605	
0.011	-0.2999996	-0.000565628	
0.012	-0.2999994	-0.0006684647	
0.013	-0.2999991	-0.0007798708	
0.014	-0.2999988	-0.0008998459	
0.015	-0.2999985	-0.001028391	
0.016	-0.299998	-0.001165504	
0.017	-0.2999974	-0.001311187	
0.018	-0.2999968	-0.001465439	
0.019	-0.299996	-0.001628259	
0.02	-0.2999951	-0.001799648	
0.021	-0.299994	-0.001979606	
0.022	-0.2999927	-0.002168132	
0.023	-0.2999913	-0.002365227	
0.024	-0.2999897	-0.002570889	
0.025	-0.2999879	-0.002785118	
0.026	-0.2999858	-0.003007916	
0.027	-0.2999835	-0.003239279	
0.028	-0.2999809	-0.00347921	
0.029	-0.299978	-0.003727707	
0.03	-0.2999748	-0.003984769	
0.031	-0.2999713	-0.004250396	
0.032	-0.2999673	-0.004524588	
0.033	-0.2999631	-0.004807343	
0.034	-0.2999584	-0.005098662	
0.035	-0.2999533	-0.005398543	
0.036	-0.2999477	-0.005706985	
0.037	-0.2999416	-0.006023987	
0.038	-0.2999351	-0.00634955	
0.039	-0.299928	-0.006683669	
0.04	-0.2999204	-0.007026347	
0.041	-0.2999121	-0.007377579	
0.042	-0.2999032	-0.007737365	
0.043	-0.2998936	-0.008105704	
0.044	-0.2998834	-0.008482596	
0.045	-0.2998725	-0.008868034	
0.046	-0.2998608	-0.009262021	
0.047	-0.2998483	-0.009664553	
0.048	-0.299835	-0.01007563	
0.049	-0.2998208	-0.01049524	
0.05	-0.2998057	-0.0109234	
0.051	-0.2997898	-0.01136009	
0.052	-0.2997728	-0.01180531	
0.053	-0.2997549	-0.01225907	
0.054	-0.2997359	-0.01272134	
0.055	-0.2997158	-0.01319215	
0.056	-0.2996945	-0.01367147	
0.057	-0.2996722	-0.01415931	
0.058	-0.2996486	-0.01465567	
0.059	-0.2996238	-0.01516053	
0.06	-0.2995976	-0.01567389	
0.061	-0.2995702	-0.01619576	
0.062	-0.2995413	-0.01672612	
0.063	-0.2995111	-0.01726497	
0.064	-0.2994794	-0.01781231	
0.06500001	-0.2994461	-0.01836812	
0.066	-0.2994113	-0.01893241	
