Time	Block_X	Block_Y	Block_Z	Rotation	
0.0645	0	0.4794358	1	0.1077172	
0.06500001	0	0.479117	1	0.1087151	
0.06550001	0	0.4787957	1	0.1097131	
0.066	0	0.478472	1	0.110711	
0.0665	0	0.4781458	1	0.1117089	
0.067	0	0.4778171	1	0.1127068	
0.0675	0	0.477486	1	0.1137048	
0.068	0	0.4771525	1	0.1147027	
0.0685	0	0.4768165	1	0.1157006	
0.06900001	0	0.4764781	1	0.1166985	
0.06950001	0	0.4761372	1	0.1176965	
0.07	0	0.4757938	1	0.1186944	
0.0705	0	0.475448	1	0.1196923	
0.071	0	0.4750998	1	0.1206903	
0.0715	0	0.4747491	1	0.1216882	
0.072	0	0.4743959	1	0.1226861	
0.07250001	0	0.4740403	1	0.123684	
0.07300001	0	0.4736822	1	0.124682	
0.0735	0	0.4733217	1	0.1256799	
0.074	0	0.4729587	1	0.1266778	
0.0745	0	0.4725933	1	0.1276758	
0.075	0	0.4722254	1	0.1286737	
0.0755	0	0.4718551	1	0.1296716	
0.07600001	0	0.4714823	1	0.1306695	
0.07650001	0	0.4711071	1	0.1316675	
0.07700001	0	0.4707294	1	0.1326654	
0.0775	0	0.4703493	1	0.1336634	
0.078	0	0.4699667	1	0.1346613	
0.0785	0	0.4695817	1	0.1356592	
0.079	0	0.4691941	1	0.1366571	
0.0795	0	0.4688042	1	0.1376551	
0.08000001	0	0.4684118	1	0.138653	
0.08050001	0	0.468017	1	0.1396509	
0.081	0	0.4676197	1	0.1406489	
0.0815	0	0.4672199	1	0.1416468	
0.082	0	0.4668177	1	0.1426447	
0.0825	0	0.466413	1	0.1436427	
0.083	0	0.4660059	1	0.1446406	
0.08350001	0	0.4655963	1	0.1456386	
0.08400001	0	0.4651843	1	0.1466365	
0.08450001	0	0.4647698	1	0.1476344	
0.085	0	0.4643529	1	0.1486324	
0.0855	0	0.4639335	1	0.1496303	
0.086	0	0.4635117	1	0.1506282	
0.0865	0	0.4630874	1	0.1516262	
0.087	0	0.4626607	1	0.1526241	
0.08750001	0	0.4622315	1	0.153622	
0.08800001	0	0.4617999	1	0.15462	
0.0885	0	0.4613658	1	0.1556179	
0.089	0	0.4609292	1	0.1566159	
0.0895	0	0.4604902	1	0.1576138	
0.09	0	0.4600488	1	0.1586117	
0.0905	0	0.4596049	1	0.1596097	
0.09100001	0	0.4591585	1	0.1606076	
0.09150001	0	0.4587097	1	0.1616056	
0.09200001	0	0.4582585	1	0.1626035	
0.0925	0	0.4578047	1	0.1636014	
0.093	0	0.4573486	1	0.1645994	
0.0935	0	0.45689	1	0.1655973	
0.094	0	0.4564289	1	0.1665953	
0.09450001	0	0.4559654	1	0.1675932	
0.09500001	0	0.4554994	1	0.1685912	
0.09550001	0	0.455031	1	0.1695891	
0.096	0	0.4545601	1	0.170587	
0.0965	0	0.4540868	1	0.171585	
0.097	0	0.453611	1	0.1725829	
0.0975	0	0.4531327	1	0.1735809	
0.098	0	0.452652	1	0.1745788	
0.09850001	0	0.4521689	1	0.1755768	
0.09900001	0	0.4516833	1	0.1765747	
0.09950001	0	0.4511952	1	0.1775727	
0.1	0	0.4507048	1	0.1785706	
0.1005	0	0.4502118	1	0.1795685	
0.101	0	0.4497164	1	0.1805665	
0.1015	0	0.4492185	1	0.1815645	
0.102	0	0.4487182	1	0.1825624	
0.1025	0	0.4482155	1	0.1835603	
0.103	0	0.4477102	1	0.1845583	
0.1035	0	0.4472026	1	0.1855562	
0.104	0	0.4466925	1	0.1865542	
0.1045	0	0.4461799	1	0.1875521	
0.105	0	0.4456649	1	0.1885501	
0.1055	0	0.4451474	1	0.189548	
0.106	0	0.4446274	1	0.190546	
0.1065	0	0.4441051	1	0.1915439	
0.107	0	0.4435802	1	0.1925419	
0.1075	0	0.443053	1	0.1935398	
0.108	0	0.4425232	1	0.1945378	
0.1085	0	0.441991	1	0.1955357	
0.109	0	0.4414564	1	0.1965337	
0.1095	0	0.4409193	1	0.1975317	
0.11	0	0.4403797	1	0.1985296	
0.1105	0	0.4398377	1	0.1995276	
0.111	0	0.4392932	1	0.2005255	
0.1115	0	0.4387464	1	0.2015235	
0.112	0	0.438197	1	0.2025214	
0.1125	0	0.4376452	1	0.2035194	
0.113	0	0.4370909	1	0.2045173	
0.1135	0	0.4365342	1	0.2055153	
0.114	0	0.435975	1	0.2065133	
0.1145	0	0.4354134	1	0.2075112	
0.115	0	0.4348493	1	0.2085092	
0.1155	0	0.4342828	1	0.2095071	
0.116	0	0.4337138	1	0.2105051	
0.1165	0	0.4331424	1	0.2115031	
0.117	0	0.4325685	1	0.212501	
0.1175	0	0.4319921	1	0.213499	
0.118	0	0.4314134	1	0.2144969	
0.1185	0	0.4308321	1	0.2154949	
0.119	0	0.4302485	1	0.2164929	
0.1195	0	0.4296623	1	0.2174908	
0.12	0	0.4290737	1	0.2184888	
0.1205	0	0.4284826	1	0.2194867	
0.121	0	0.4278891	1	0.2204847	
0.1215	0	0.4272932	1	0.2214827	
0.122	0	0.4266948	1	0.2224806	
0.1225	0	0.4260939	1	0.2234786	
0.123	0	0.4254906	1	0.2244766	
0.1235	0	0.4248848	1	0.2254745	
0.124	0	0.4242766	1	0.2264725	
0.1245	0	0.4236659	1	0.2274705	
0.125	0	0.4230528	1	0.2284684	
0.1255	0	0.4224373	1	0.2294664	
0.126	0	0.4218192	1	0.2304644	
0.1265	0	0.4211987	1	0.2314623	
0.127	0	0.4205758	1	0.2324603	
0.1275	0	0.4199504	1	0.2334583	
0.128	0	0.4193226	1	0.2344563	
0.1285	0	0.4186923	1	0.2354542	
0.129	0	0.4180595	1	0.2364522	
0.1295	0	0.4174243	1	0.2374502	
0.13	0	0.4167867	1	0.2384481	
0.1305	0	0.4161466	1	0.2394461	
0.131	0	0.415504	1	0.2404441	
0.1315	0	0.414859	1	0.2414421	
0.132	0	0.4142116	1	0.24244	
0.1325	0	0.4135616	1	0.243438	
0.133	0	0.4129093	1	0.244436	
0.1335	0	0.4122544	1	0.245434	
0.134	0	0.4115972	1	0.2464319	
0.1345	0	0.4109375	1	0.2474299	
0.135	0	0.4102753	1	0.2484279	
0.1355	0	0.4096107	1	0.2494259	
0.136	0	0.4089436	1	0.2504238	
0.1365	0	0.408274	1	0.2514218	
0.137	0	0.4076021	1	0.2524198	
0.1375	0	0.4069276	1	0.2534178	
0.138	0	0.4062507	1	0.2544158	
0.1385	0	0.4055714	1	0.2554137	
0.139	0	0.4048896	1	0.2564117	
0.1395	0	0.4042053	1	0.2574097	
0.14	0	0.4035186	1	0.2584077	
0.1405	0	0.4028295	1	0.2594057	
0.141	0	0.4021379	1	0.2604037	
0.1415	0	0.4014438	1	0.2614016	
0.142	0	0.4007473	1	0.2623996	
0.1425	0	0.4000483	1	0.2633976	
0.143	0	0.3993469	1	0.2643956	
0.1435	0	0.3986431	1	0.2653936	
0.144	0	0.3979368	1	0.2663916	
0.1445	0	0.397228	1	0.2673895	
0.145	0	0.3965168	1	0.2683875	
0.1455	0	0.3958031	1	0.2693855	
0.146	0	0.3950869	1	0.2703835	
0.1465	0	0.3943684	1	0.2713815	
0.147	0	0.3936473	1	0.2723795	
0.1475	0	0.3929238	1	0.2733775	
0.148	0	0.3921979	1	0.2743755	
0.1485	0	0.3914695	1	0.2753735	
0.149	0	0.3907387	1	0.2763714	
0.1495	0	0.3900054	1	0.2773694	
0.15	0	0.3892696	1	0.2783675	
0.1505	0	0.3885314	1	0.2793655	
0.151	0	0.3877908	1	0.2803634	
0.1515	0	0.3870476	1	0.2813614	
0.152	0	0.3863021	1	0.2823594	
0.1525	0	0.3855541	1	0.2833574	
0.153	0	0.3848036	1	0.2843554	
0.1535	0	0.3840507	1	0.2853534	
0.154	0	0.3832953	1	0.2863514	
0.1545	0	0.3825375	1	0.2873494	
0.155	0	0.3817772	1	0.2883474	
0.1555	0	0.3810145	1	0.2893454	
0.156	0	0.3802493	1	0.2903434	
0.1565	0	0.3794817	1	0.2913414	
0.157	0	0.3787116	1	0.2923394	
0.1575	0	0.3779391	1	0.2933374	
0.158	0	0.3771641	1	0.2943354	
0.1585	0	0.3763866	1	0.2953334	
0.159	0	0.3756067	1	0.2963314	
0.1595	0	0.3748244	1	0.2973294	
0.16	0	0.3740396	1	0.2983274	
0.1605	0	0.3732523	1	0.2993254	
0.161	0	0.3724626	1	0.3003235	
0.1615	0	0.3716705	1	0.3013214	
0.162	0	0.3708759	1	0.3023195	
0.1625	0	0.3700788	1	0.3033175	
0.163	0	0.3692793	1	0.3043155	
0.1635	0	0.3684773	1	0.3053135	
0.164	0	0.3676729	1	0.3063115	
0.1645	0	0.366866	1	0.3073095	
0.165	0	0.3660567	1	0.3083075	
0.1655	0	0.3652449	1	0.3093055	
0.166	0	0.3644307	1	0.3103035	
0.1665	0	0.363614	1	0.3113016	
0.167	0	0.3627949	1	0.3122996	
0.1675	0	0.3619733	1	0.3132976	
0.168	0	0.3611493	1	0.3142956	
0.1685	0	0.3603227	1	0.3152936	
0.169	0	0.3594938	1	0.3162916	
0.1695	0	0.3586624	1	0.3172897	
0.17	0	0.3578286	1	0.3182877	
0.1705	0	0.3569922	1	0.3192857	
0.171	0	0.3561535	1	0.3202837	
0.1715	0	0.3553123	1	0.3212817	
