Time	Block_X	Block_Y	Block_Z	Rotation	
0	0.3	1	0	0	
0.0005	0.3	0.9999976	0	0.0009977046	
0.001	0.3	0.9999927	1.602612E-16	0.001997699	
0.0015	0.3	0.9999853	7.846655E-16	0.002997699	
0.002	0.3	0.9999755	2.431661E-15	0.003997699	
0.0025	0.3	0.9999632	6.040084E-15	0.0049977	
0.003	0.3	0.9999485	1.305202E-14	0.0059977	
0.0035	0.3	0.9999313	2.553555E-14	0.006997699	
0.004	0.3	0.9999117	4.630743E-14	0.007997699	
0.0045	0.3	0.9998897	7.905587E-14	0.008997699	
0.005	0.3	0.9998652	1.284632E-13	0.009997699	
0.0055	0.3	0.9998382	2.003285E-13	0.0109977	
0.006	0.2999999	0.9998087	3.016906E-13	0.0119977	
0.0065	0.2999999	0.9997768	4.409504E-13	0.0129977	
0.007	0.2999999	0.9997425	6.279937E-13	0.0139977	
0.0075	0.2999999	0.9997057	8.743139E-13	0.0149977	
0.008	0.2999998	0.9996665	1.193135E-12	0.0159977	
0.0085	0.2999998	0.9996247	1.599533E-12	0.0169977	
0.009000001	0.2999997	0.9995807	2.110562E-12	0.0179977	
0.009500001	0.2999996	0.9995341	2.74537E-12	0.0189977	
0.01	0.2999996	0.999485	3.52533E-12	0.0199977	
0.0105	0.2999994	0.9994335	4.474156E-12	0.0209977	
0.011	0.2999994	0.9993796	5.61803E-12	0.0219977	
0.0115	0.2999992	0.9993231	6.985722E-12	0.0229977	
0.012	0.2999991	0.9992642	8.608712E-12	0.0239977	
0.0125	0.2999989	0.9992029	1.052132E-11	0.0249977	
0.013	0.2999988	0.9991392	1.276081E-11	0.0259977	
0.0135	0.2999986	0.999073	1.536753E-11	0.0269977	
0.014	0.2999984	0.9990043	1.838504E-11	0.0279977	
0.0145	0.2999981	0.9989331	2.186022E-11	0.0289977	
0.015	0.2999978	0.9988596	2.584339E-11	0.0299977	
0.0155	0.2999975	0.9987836	3.038843E-11	0.0309977	
0.016	0.2999972	0.9987051	3.555294E-11	0.0319977	
0.0165	0.2999969	0.9986241	4.139831E-11	0.0329977	
0.017	0.2999965	0.9985408	4.798987E-11	0.0339977	
0.0175	0.299996	0.998455	5.539703E-11	0.0349977	
0.018	0.2999956	0.9983667	6.369335E-11	0.0359977	
0.0185	0.2999951	0.9982759	7.29567E-11	0.0369977	
0.019	0.2999946	0.9981827	8.326941E-11	0.0379977	
0.0195	0.299994	0.998087	9.471831E-11	0.0389977	
0.02	0.2999933	0.997989	1.073949E-10	0.0399977	
0.0205	0.2999927	0.9978884	1.213956E-10	0.0409977	
0.021	0.2999919	0.9977854	1.368216E-10	0.0419977	
0.0215	0.2999911	0.99768	1.53779E-10	0.0429977	
0.022	0.2999903	0.9975721	1.723795E-10	0.0439977	
0.0225	0.2999894	0.9974617	1.927396E-10	0.0449977	
0.023	0.2999884	0.9973489	2.149816E-10	0.0459977	
0.0235	0.2999874	0.9972336	2.392329E-10	0.0469977	
0.024	0.2999863	0.9971159	2.65627E-10	0.0479977	
0.0245	0.2999851	0.9969957	2.943029E-10	0.0489977	
0.025	0.2999839	0.9968731	3.254056E-10	0.0499977	
0.0255	0.2999825	0.9967481	3.590859E-10	0.0509977	
0.026	0.2999812	0.9966206	3.95501E-10	0.0519977	
0.0265	0.2999797	0.9964906	4.348144E-10	0.0529977	
0.027	0.2999781	0.9963581	4.771956E-10	0.0539977	
0.0275	0.2999765	0.9962233	5.228211E-10	0.0549977	
0.028	0.2999747	0.9960859	5.718734E-10	0.0559977	
0.0285	0.2999729	0.9959461	6.245425E-10	0.05699769	
0.029	0.299971	0.995804	6.810247E-10	0.0579977	
0.0295	0.2999689	0.9956593	7.415235E-10	0.05899769	
0.03	0.2999668	0.9955121	8.062494E-10	0.0599977	
0.0305	0.2999645	0.9953626	8.754203E-10	0.06099769	
0.031	0.2999621	0.9952106	9.492614E-10	0.06199769	
0.0315	0.2999597	0.9950561	1.028005E-09	0.06299769	
0.032	0.2999571	0.9948991	1.111892E-09	0.06399769	
0.0325	0.2999544	0.9947397	1.20117E-09	0.0649977	
0.033	0.2999515	0.9945779	1.296094E-09	0.06599769	
0.0335	0.2999485	0.9944136	1.396929E-09	0.06699769	
0.034	0.2999454	0.9942469	1.503947E-09	0.06799769	
0.0345	0.2999421	0.9940777	1.617427E-09	0.0689977	
0.035	0.2999387	0.993906	1.737657E-09	0.06999769	
0.0355	0.2999352	0.993732	1.864935E-09	0.07099769	
0.036	0.2999314	0.9935555	1.999566E-09	0.07199769	
0.0365	0.2999276	0.9933764	2.141864E-09	0.07299769	
0.037	0.2999235	0.993195	2.292151E-09	0.07399769	
0.0375	0.2999193	0.9930111	2.45076E-09	0.07499769	
0.038	0.299915	0.9928249	2.618032E-09	0.07599769	
0.0385	0.2999105	0.992636	2.794316E-09	0.07699769	
0.039	0.2999057	0.9924448	2.979971E-09	0.07799769	
0.0395	0.2999008	0.9922511	3.175367E-09	0.07899769	
0.04	0.2998957	0.9920551	3.380882E-09	0.07999769	
0.0405	0.2998905	0.9918565	3.596903E-09	0.08099769	
0.041	0.299885	0.9916555	3.823828E-09	0.08199769	
0.0415	0.2998793	0.9914519	4.062064E-09	0.08299769	
0.042	0.2998734	0.991246	4.31203E-09	0.08399769	
0.0425	0.2998673	0.9910377	4.574153E-09	0.08499768	
0.043	0.299861	0.9908269	4.84887E-09	0.08599769	
0.0435	0.2998544	0.9906136	5.13663E-09	0.08699769	
0.044	0.2998476	0.9903979	5.437893E-09	0.08799768	
0.0445	0.2998406	0.9901798	5.753126E-09	0.08899768	
0.045	0.2998334	0.9899592	6.08281E-09	0.08999769	
0.0455	0.2998259	0.9897362	6.427436E-09	0.09099768	
0.046	0.2998181	0.9895107	6.787507E-09	0.09199768	
0.0465	0.2998101	0.9892828	7.163533E-09	0.09299769	
0.047	0.2998018	0.9890525	7.556042E-09	0.09399768	
0.0475	0.2997933	0.9888197	7.965567E-09	0.09499768	
0.048	0.2997845	0.9885845	8.392655E-09	0.09599768	
0.0485	0.2997754	0.9883468	8.837866E-09	0.09699768	
0.049	0.299766	0.9881067	9.301767E-09	0.09799768	
0.0495	0.2997564	0.9878641	9.784944E-09	0.09899767	
0.05	0.2997465	0.987619	1.028799E-08	0.09999768	
0.0505	0.2997362	0.9873716	1.081151E-08	0.1009977	
0.051	0.2997256	0.9871218	1.135612E-08	0.1019977	
0.0515	0.2997147	0.9868695	1.192245E-08	0.1029977	
0.052	0.2997035	0.9866146	1.251114E-08	0.1039977	
0.0525	0.299692	0.9863574	1.312286E-08	0.1049977	
0.053	0.2996802	0.9860978	1.375826E-08	0.1059977	
0.0535	0.299668	0.9858357	1.441803E-08	0.1069977	
0.054	0.2996554	0.9855712	1.510286E-08	0.1079977	
0.0545	0.2996425	0.9853043	1.581346E-08	0.1089977	
0.055	0.2996293	0.9850349	1.655055E-08	0.1099977	
0.0555	0.2996157	0.9847631	1.731485E-08	0.1109977	
0.056	0.2996016	0.9844889	1.810712E-08	0.1119977	
0.0565	0.2995873	0.9842121	1.892811E-08	0.1129977	
0.057	0.2995726	0.9839331	1.97786E-08	0.1139977	
