Time	Block_X	Block_Y	Block_Z	Rotation	
0	0.3	0	1	0	
0.0005	0.3	-2.4525E-06	1	2.297812E-05	
0.001	0.2999782	-7.356145E-06	1	5.376218E-05	
0.0015	0.2999455	-1.471063E-05	1	9.997973E-05	
0.002	0.2999018	-2.451449E-05	1	0.0001616515	
0.0025	0.2998472	-3.676579E-05	1	0.0002387737	
0.003	0.2997816	-5.146208E-05	1	0.0003313413	
0.0035	0.2997051	-6.860044E-05	1	0.0004393481	
0.004	0.2996176	-8.817742E-05	1	0.000562787	
0.0045	0.2995192	-0.0001101891	1	0.0007016496	
0.005	0.2994098	-0.0001346312	1	0.0008559266	
0.0055	0.2992894	-0.0001614986	1	0.001025608	
0.006	0.299158	-0.000190786	1	0.001210681	
0.0065	0.2990156	-0.0002224874	1	0.001411134	
0.007	0.2988622	-0.0002565966	1	0.001626954	
0.0075	0.2986977	-0.0002931065	1	0.001858126	
0.008	0.2985222	-0.0003320096	1	0.002104633	
0.0085	0.2983356	-0.0003732982	1	0.00236646	
0.009000001	0.298138	-0.0004169636	1	0.002643589	
0.009500001	0.2979293	-0.0004629968	1	0.002936	
0.01	0.2977094	-0.0005113885	1	0.003243675	
0.0105	0.2974784	-0.0005621286	1	0.003566592	
0.011	0.2972362	-0.0006152064	1	0.003904728	
0.0115	0.2969829	-0.0006706109	1	0.004258063	
0.012	0.2967183	-0.0007283303	1	0.004626571	
0.0125	0.2964426	-0.0007883526	1	0.005010228	
0.013	0.2961556	-0.000850665	1	0.005409008	
0.0135	0.2958573	-0.0009152542	1	0.005822885	
0.014	0.2955477	-0.0009821063	1	0.006251829	
0.0145	0.2952268	-0.001051207	1	0.006695814	
0.015	0.2948946	-0.001122541	1	0.007154808	
0.0155	0.294551	-0.001196093	1	0.007628782	
0.016	0.2941959	-0.001271847	1	0.008117704	
0.0165	0.2938294	-0.001349786	0.9999999	0.008621541	
0.017	0.2934515	-0.001429893	0.9999999	0.00914026	
0.0175	0.2930621	-0.001512149	0.9999999	0.009673825	
0.018	0.2926611	-0.001596537	0.9999999	0.0102222	
0.0185	0.2922486	-0.001683038	0.9999999	0.01078536	
0.019	0.2918244	-0.00177163	0.9999999	0.01136325	
0.0195	0.2913887	-0.001862295	0.9999999	0.01195585	
0.02	0.2909413	-0.001955011	0.9999998	0.01256311	
0.0205	0.2904822	-0.002049757	0.9999998	0.01318499	
0.021	0.2900113	-0.00214651	0.9999998	0.01382145	
0.0215	0.2895287	-0.002245248	0.9999997	0.01447245	
