Time	Block_X	Block_Y	Block_Z	Rotation	
0.106	0.2394068	0.9463378	-0.0133779	0.1921915	
0.1065	0.2387889	0.9458469	-0.01358646	0.1931897	
0.107	0.2381682	0.9453538	-0.01379717	0.1941878	
0.1075	0.2375445	0.9448587	-0.01401003	0.1951859	
0.108	0.236918	0.9443617	-0.01422507	0.196184	
0.1085	0.2362887	0.9438626	-0.01444228	0.1971821	
0.109	0.2356565	0.9433616	-0.01466169	0.1981803	
0.1095	0.2350214	0.9428585	-0.01488329	0.1991784	
0.11	0.2343835	0.9423534	-0.01510711	0.2001764	
0.1105	0.2337428	0.9418464	-0.01533315	0.2011745	
0.111	0.2330993	0.9413373	-0.01556142	0.2021726	
0.1115	0.2324529	0.9408262	-0.01579193	0.2031707	
0.112	0.2318037	0.9403133	-0.01602469	0.2041687	
0.1125	0.2311517	0.9397983	-0.01625972	0.2051668	
0.113	0.2304968	0.9392813	-0.01649703	0.2061648	
0.1135	0.2298392	0.9387623	-0.01673662	0.2071629	
0.114	0.2291788	0.9382414	-0.0169785	0.2081609	
0.1145	0.2285157	0.9377185	-0.01722269	0.2091589	
0.115	0.2278497	0.9371936	-0.0174692	0.2101569	
0.1155	0.227181	0.9366668	-0.01771804	0.211155	
0.116	0.2265094	0.9361381	-0.01796921	0.212153	
0.1165	0.2258352	0.9356074	-0.01822273	0.2131509	
0.117	0.2251581	0.9350747	-0.01847861	0.2141489	
0.1175	0.2244784	0.9345401	-0.01873685	0.2151469	
0.118	0.2237959	0.9340035	-0.01899748	0.2161449	
0.1185	0.2231106	0.9334651	-0.01926049	0.2171429	
0.119	0.2224226	0.9329247	-0.01952591	0.2181408	
0.1195	0.2217319	0.9323825	-0.01979374	0.2191388	
0.12	0.2210385	0.9318382	-0.02006398	0.2201367	
0.1205	0.2203424	0.9312922	-0.02033666	0.2211346	
0.121	0.2196435	0.9307441	-0.02061178	0.2221326	
0.1215	0.218942	0.9301942	-0.02088935	0.2231305	
0.122	0.2182378	0.9296423	-0.02116938	0.2241284	
0.1225	0.2175309	0.9290886	-0.02145189	0.2251263	
0.123	0.2168213	0.928533	-0.02173688	0.2261242	
0.1235	0.2161091	0.9279755	-0.02202436	0.2271221	
0.124	0.2153942	0.9274161	-0.02231435	0.22812	
0.1245	0.2146766	0.9268549	-0.02260685	0.2291179	
0.125	0.2139564	0.9262918	-0.02290187	0.2301158	
0.1255	0.2132335	0.9257267	-0.02319943	0.2311137	
0.126	0.212508	0.9251599	-0.02349953	0.2321115	
0.1265	0.2117799	0.9245912	-0.02380218	0.2331094	
0.127	0.2110492	0.9240206	-0.0241074	0.2341072	
0.1275	0.2103158	0.9234482	-0.0244152	0.2351051	
0.128	0.2095799	0.9228739	-0.02472558	0.2361029	
0.1285	0.2088413	0.9222978	-0.02503856	0.2371008	
0.129	0.2081002	0.9217198	-0.02535414	0.2380986	
0.1295	0.2073564	0.9211401	-0.02567234	0.2390964	
0.13	0.2066101	0.9205586	-0.02599316	0.2400942	
0.1305	0.2058612	0.9199751	-0.02631662	0.241092	
0.131	0.2051097	0.9193899	-0.02664272	0.2420898	
0.1315	0.2043557	0.9188029	-0.02697148	0.2430876	
0.132	0.2035992	0.918214	-0.02730291	0.2440854	
0.1325	0.2028401	0.9176233	-0.02763701	0.2450832	
0.133	0.2020784	0.9170309	-0.0279738	0.246081	
0.1335	0.2013143	0.9164367	-0.02831329	0.2470787	
0.134	0.2005476	0.9158407	-0.02865548	0.2480765	
