Time	Block_X	Block_Y	Block_Z	Rotation	
0	0.3	0	1	0	
0.0005	0.3	-2.4525E-06	1	2.501834E-05	
0.001	0.299975	-7.357397E-06	1	5.00129E-05	
0.0015	0.2999375	-1.471461E-05	1	8.748223E-05	
0.002	0.2998874	-2.452393E-05	1	0.0001374413	
0.0025	0.2998249	-3.678502E-05	1	0.0001998901	
0.003	0.2997499	-5.149748E-05	1	0.0002748284	
0.0035	0.2996624	-6.866079E-05	1	0.0003622562	
0.004	0.2995625	-8.827433E-05	1	0.0004621732	
0.0045	0.29945	-0.0001103374	1	0.0005745793	
0.005	0.299325	-0.0001348491	1	0.0006994742	
0.0055	0.2991876	-0.0001618086	1	0.0008368577	
0.006	0.2990377	-0.0001912148	1	0.0009867294	
0.0065	0.2988752	-0.0002230667	1	0.001149089	
0.007	0.2987003	-0.0002573628	1	0.001323936	
0.0075	0.2985129	-0.0002941021	1	0.001511271	
0.008	0.298313	-0.0003332829	1	0.001711092	
0.0085	0.2981006	-0.0003749038	1	0.0019234	
0.009000001	0.2978757	-0.0004189631	1	0.002148194	
0.009500001	0.2976383	-0.000465459	1	0.002385473	
0.01	0.2973884	-0.0005143898	1	0.002635237	
0.0105	0.297126	-0.0005657535	1	0.002897485	
0.011	0.2968511	-0.000619548	1	0.003172217	
0.0115	0.2965638	-0.0006757712	1	0.003459433	
0.012	0.2962639	-0.0007344207	1	0.003759131	
0.0125	0.2959515	-0.0007954944	1	0.004071311	
0.013	0.2956267	-0.0008589897	1	0.004395972	
0.0135	0.2952893	-0.000924904	1	0.004733115	
0.014	0.2949395	-0.0009932348	1	0.005082737	
0.0145	0.2945771	-0.001063979	1	0.005444838	
0.015	0.2942022	-0.001137134	1	0.005819418	
0.0155	0.2938149	-0.001212697	1	0.006206475	
0.016	0.293415	-0.001290665	1	0.006606009	
0.0165	0.2930026	-0.001371034	1	0.00701802	
0.017	0.2925778	-0.001453802	1	0.007442506	
0.0175	0.2921404	-0.001538964	0.9999999	0.007879466	
0.018	0.2916905	-0.001626518	0.9999999	0.008328899	
0.0185	0.2912281	-0.00171646	0.9999999	0.008790805	
0.019	0.2907532	-0.001808786	0.9999999	0.009265183	
0.0195	0.2902658	-0.001903493	0.9999999	0.009752032	
0.02	0.2897659	-0.002000576	0.9999999	0.01025135	
0.0205	0.2892534	-0.002100032	0.9999999	0.01076314	
0.021	0.2887285	-0.002201857	0.9999998	0.01128739	
0.0215	0.2881911	-0.002306045	0.9999998	0.01182412	
0.022	0.2876411	-0.002412594	0.9999998	0.01237331	
0.0225	0.2870786	-0.002521499	0.9999998	0.01293496	
0.023	0.2865036	-0.002632755	0.9999997	0.01350908	
0.0235	0.2859161	-0.002746358	0.9999997	0.01409566	
0.024	0.285316	-0.002862302	0.9999996	0.0146947	
0.0245	0.2847035	-0.002980585	0.9999996	0.01530621	
0.025	0.2840784	-0.003101199	0.9999995	0.01593017	
0.0255	0.2834408	-0.003224141	0.9999995	0.0165666	
0.026	0.2827907	-0.003349405	0.9999995	0.01721548	
0.0265	0.282128	-0.003476987	0.9999995	0.01787681	
0.027	0.2814528	-0.003606881	0.9999993	0.01855061	
0.0275	0.2807651	-0.003739081	0.9999992	0.01923686	
0.028	0.2800649	-0.003873582	0.9999992	0.01993556	
0.0285	0.2793522	-0.004010379	0.999999	0.02064671	
0.029	0.2786269	-0.004149466	0.999999	0.02137032	
0.0295	0.277889	-0.004290837	0.9999989	0.02210638	
0.03	0.2771387	-0.004434487	0.9999987	0.02285489	
0.0305	0.2763758	-0.004580409	0.9999986	0.02361584	
0.031	0.2756004	-0.004728598	0.9999985	0.02438924	
0.0315	0.2748124	-0.004879047	0.9999983	0.02517509	
0.032	0.2740119	-0.00503175	0.9999981	0.02597339	
0.0325	0.2731989	-0.0051867	0.9999979	0.02678413	
0.033	0.2723733	-0.005343892	0.9999977	0.02760731	
0.0335	0.2715352	-0.005503319	0.9999976	0.02844294	
0.034	0.2706846	-0.005664974	0.9999973	0.029291	
0.0345	0.2698214	-0.00582885	0.9999971	0.03015151	
0.035	0.2689456	-0.005994942	0.9999968	0.03102446	
0.0355	0.2680573	-0.006163241	0.9999965	0.03190985	
0.036	0.2671565	-0.006333741	0.9999962	0.03280767	
0.0365	0.2662431	-0.006506434	0.9999958	0.03371793	
0.037	0.2653172	-0.006681314	0.9999955	0.03464062	
0.0375	0.2643787	-0.006858374	0.9999952	0.03557575	
0.038	0.2634276	-0.007037606	0.9999948	0.03652332	
0.0385	0.262464	-0.007219001	0.9999943	0.03748331	
0.039	0.2614886	-0.00740257	0.9999938	0.03845502	
0.0395	0.2605048	-0.00758839	0.9999933	0.03943499	
0.04	0.2595149	-0.007776513	0.9999928	0.04042079	
0.0405	0.2585208	-0.00796698	0.9999924	0.04141071	
0.041	0.2575237	-0.008159821	0.9999918	0.04240353	
0.0415	0.2565243	-0.008355054	0.9999914	0.04339841	
0.042	0.2555233	-0.008552697	0.9999909	0.04439474	
0.0425	0.2545211	-0.008752759	0.9999903	0.04539208	
0.043	0.2535181	-0.008955248	0.9999897	0.04639015	
0.0435	0.2525143	-0.009160169	0.9999892	0.04738873	
0.044	0.25151	-0.009367527	0.9999887	0.04838766	
0.0445	0.2505053	-0.009577325	0.9999882	0.04938684	
0.045	0.2495003	-0.009789563	0.9999876	0.0503862	
0.0455	0.2484949	-0.01000424	0.9999871	0.05138568	
0.046	0.2474892	-0.01022137	0.9999866	0.05238525	
0.0465	0.2464833	-0.01044094	0.999986	0.05338487	
0.047	0.2454772	-0.01066295	0.9999854	0.05438453	
0.0475	0.2444708	-0.01088741	0.9999849	0.05538422	
0.048	0.2434642	-0.01111431	0.9999844	0.05638393	
0.0485	0.2424573	-0.01134365	0.9999838	0.05738364	
0.049	0.2414503	-0.01157544	0.9999833	0.05838336	
0.0495	0.240443	-0.01180968	0.9999828	0.05938308	
0.05	0.2394354	-0.01204635	0.9999822	0.0603828	
0.0505	0.2384276	-0.01228547	0.9999816	0.06138252	
0.051	0.2374196	-0.01252704	0.999981	0.06238224	
0.0515	0.2364114	-0.01277104	0.9999806	0.06338195	
0.052	0.2354029	-0.01301749	0.99998	0.06438166	
0.0525	0.2343941	-0.01326638	0.9999794	0.06538136	
0.053	0.2333851	-0.0135177	0.9999788	0.06638105	
0.0535	0.2323758	-0.01377147	0.9999782	0.06738074	
0.054	0.2313662	-0.01402768	0.9999777	0.06838042	
0.0545	0.2303564	-0.01428634	0.9999771	0.0693801	
0.055	0.2293463	-0.01454743	0.9999766	0.07037976	
0.0555	0.2283358	-0.01481095	0.999976	0.07137942	
0.056	0.2273251	-0.01507692	0.9999754	0.07237908	
0.0565	0.2263141	-0.01534532	0.9999748	0.07337873	
0.057	0.2253028	-0.01561616	0.9999743	0.07437837	
