Time	Length	Position	2	
0	5	0	0	
0.001	4.99999	9.895525E-06	0	
0.002	4.999969	2.958831E-05	0	
0.003	4.999939	5.898124E-05	0	
0.004	4.9999	9.797803E-05	0	
0.005	4.999851	0.0001464836	0	
0.006	4.999793	0.0002044037	0	
0.007	4.999725	0.000271645	0	
0.008	4.999648	0.0003481149	0	
0.009000001	4.999562	0.0004337218	0	
0.01	4.999467	0.0005283746	0	
0.011	4.999364	0.0006319831	0	
0.012	4.999251	0.0007444576	0	
0.013	4.99913	0.0008657094	0	
0.014	4.999	0.0009956503	0	
0.015	4.998861	0.001134193	0	
0.016	4.998714	0.001281251	0	
0.017	4.998559	0.001436739	0	
0.018	4.998395	0.001600572	0	
0.019	4.998223	0.001772665	0	
0.02	4.998043	0.001952936	0	
0.021	4.997854	0.002141301	0	
0.022	4.997658	0.002337678	0	
0.023	4.997454	0.002541986	0	
0.024	4.997241	0.002754144	0	
0.025	4.997022	0.002974074	0	
0.026	4.996794	0.003201694	0	
0.027	4.996559	0.003436929	0	
0.028	4.996316	0.003679698	0	
0.029	4.996066	0.003929926	0	
0.03	4.995808	0.004187536	0	
0.031	4.995543	0.004452453	0	
0.032	4.995271	0.0047246	0	
0.033	4.994992	0.005003905	0	
0.034	4.994705	0.005290294	0	
0.035	4.994412	0.005583693	0	
0.036	4.994112	0.005884031	0	
0.037	4.993804	0.006191235	0	
0.038	4.993491	0.006505235	0	
0.039	4.99317	0.006825959	0	
0.04	4.992842	0.00715334	0	
0.041	4.992508	0.007487306	0	
0.042	4.992168	0.00782779	0	
0.043	4.991821	0.008174725	0	
0.044	4.991467	0.008528042	0	
0.045	4.991108	0.008887675	0	
0.046	4.990742	0.009253557	0	
0.047	4.99037	0.009625624	0	
0.048	4.989992	0.01000381	0	
0.049	4.989608	0.01038805	0	
0.05	4.989217	0.01077828	0	
0.051	4.988821	0.01117444	0	
0.052	4.988419	0.01157647	0	
0.053	4.988011	0.0119843	0	
0.054	4.987598	0.01239787	0	
0.055	4.987179	0.01281712	0	
0.056	4.986754	0.013242	0	
0.057	4.986323	0.01367243	0	
0.058	4.985888	0.01410837	0	
0.059	4.985446	0.01454974	0	
0.06	4.984999	0.01499651	0	
0.061	4.984547	0.0154486	0	
0.062	4.98409	0.01590596	0	
0.063	4.983627	0.01636853	0	
0.064	4.98316	0.01683626	0	
0.06500001	4.982687	0.01730908	0	
0.066	4.982209	0.01778696	0	
0.067	4.981726	0.01826983	0	
0.068	4.981238	0.01875763	0	
0.06900001	4.980746	0.01925031	0	
0.07	4.980249	0.01974783	0	
0.071	4.979746	0.02025012	0	
0.072	4.979239	0.02075714	0	
0.07300001	4.978728	0.02126882	0	
0.074	4.978211	0.02178513	0	
0.075	4.977691	0.02230602	0	
0.07600001	4.977165	0.02283142	0	
0.07700001	4.976635	0.02336129	0	
0.078	4.976101	0.02389558	0	
0.079	4.975564	0.02443424	0	
0.08000001	4.97502	0.02497723	0	
0.081	4.974473	0.02552449	0	
0.082	4.973922	0.02607597	0	
0.083	4.973366	0.02663164	0	
0.08400001	4.972806	0.02719144	0	
0.085	4.972243	0.02775532	0	
0.086	4.971675	0.02832324	0	
0.087	4.971103	0.02889516	0	
0.08800001	4.970527	0.02947103	0	
0.089	4.969947	0.0300508	0	
0.09	4.969364	0.03063443	0	
0.09100001	4.968776	0.03122188	0	
0.09200001	4.968185	0.0318131	0	
0.093	4.96759	0.03240804	0	
0.094	4.966992	0.03300668	0	
0.09500001	4.96639	0.03360895	0	
0.096	4.965784	0.03421483	0	
0.097	4.965175	0.03482427	0	
0.098	4.964562	0.03543722	0	
0.09900001	4.963945	0.03605366	0	
0.1	4.963326	0.03667353	0	
0.101	4.962702	0.03729679	0	
0.102	4.962076	0.03792342	0	
0.103	4.961446	0.03855336	0	
0.104	4.960813	0.03918658	0	
0.105	4.960176	0.03982304	0	
0.106	4.959537	0.0404627	0	
0.107	4.958894	0.04110552	0	
0.108	4.958249	0.04175147	0	
0.109	4.9576	0.04240051	0	
0.11	4.956947	0.04305259	0	
0.111	4.956292	0.04370769	0	
0.112	4.955634	0.04436577	0	
0.113	4.954974	0.04502679	0	
0.114	4.95431	0.04569072	0	
0.115	4.953643	0.04635752	0	
0.116	4.952973	0.04702715	0	
0.117	4.952301	0.04769958	0	
0.118	4.951626	0.04837478	0	
0.119	4.950948	0.04905272	0	
0.12	4.950267	0.04973335	0	
0.121	4.949584	0.05041664	0	
0.122	4.948898	0.05110257	0	
0.123	4.94821	0.05179111	0	
0.124	4.947519	0.0524822	0	
0.125	4.946826	0.05317583	0	
0.126	4.946129	0.05387196	0	
0.127	4.945431	0.05457057	0	
0.128	4.94473	0.05527161	0	
0.129	4.944026	0.05597506	0	
0.13	4.943321	0.05668088	0	
0.131	4.942612	0.05738906	0	
0.132	4.941902	0.05809955	0	
0.133	4.941189	0.05881232	0	
0.134	4.940474	0.05952736	0	
0.135	4.939757	0.06024462	0	
0.136	4.939038	0.06096407	0	
0.137	4.938316	0.0616857	0	
0.138	4.937593	0.06240947	0	
0.139	4.936867	0.06313535	0	
0.14	4.936139	0.06386331	0	
0.141	4.935409	0.06459334	0	
0.142	4.934677	0.06532539	0	
0.143	4.933942	0.06605944	0	
0.144	4.933207	0.06679547	0	
0.145	4.932468	0.06753344	0	
0.146	4.931728	0.06827334	0	
0.147	4.930987	0.06901512	0	
0.148	4.930243	0.06975878	0	
0.149	4.929499	0.07050428	0	
0.15	4.928751	0.07125159	0	
0.151	4.928002	0.0720007	0	
0.152	4.927251	0.07275157	0	
0.153	4.926499	0.07350418	0	
0.154	4.925745	0.07425851	0	
0.155	4.924988	0.07501452	0	
0.156	4.924231	0.07577221	0	
0.157	4.923471	0.07653154	0	
