Time	Length	Position	2	
0	5	0	0	
0.001	4.99999	9.999897E-06	0	
0.002	4.999969	2.999949E-05	0	
0.003	4.999938	5.999846E-05	0	
0.004	4.999898	9.999642E-05	0	
0.005	4.999847	0.0001499928	0	
0.006	4.999787	0.0002099871	0	
0.007	4.999717	0.0002799786	0	
0.008	4.999636	0.0003599664	0	
0.009000001	4.999546	0.0004499498	0	
0.01	4.999445	0.0005499275	0	
0.011	4.999335	0.0006598986	0	
0.012	4.999215	0.0007798619	0	
0.013	4.999084	0.0009098159	0	
0.014	4.998943	0.001049759	0	
0.015	4.998793	0.001199691	0	
0.016	4.998633	0.001359609	0	
0.017	4.998463	0.001529511	0	
0.018	4.998283	0.001709396	0	
0.019	4.998094	0.001899263	0	
0.02	4.997894	0.002099108	0	
0.021	4.997684	0.00230893	0	
0.022	4.997464	0.002528726	0	
0.023	4.997234	0.002758495	0	
0.024	4.996994	0.002998234	0	
0.025	4.996745	0.003247941	0	
0.026	4.996485	0.003507612	0	
0.027	4.996216	0.003777245	0	
0.028	4.995936	0.004056838	0	
0.029	4.995646	0.004346387	0	
0.03	4.995347	0.00464589	0	
0.031	4.995038	0.004955343	0	
0.032	4.994718	0.005274743	0	
0.033	4.994389	0.005604087	0	
0.034	4.99405	0.005943371	0	
0.035	4.9937	0.006292593	0	
0.036	4.993341	0.006651748	0	
0.037	4.992972	0.007020833	0	
0.038	4.992593	0.007399843	0	
0.039	4.992204	0.007788776	0	
0.04	4.991805	0.008187626	0	
0.041	4.991396	0.008596391	0	
0.042	4.990978	0.009015066	0	
0.043	4.990549	0.009443645	0	
0.044	4.990111	0.009882126	0	
0.045	4.989662	0.0103305	0	
0.046	4.989204	0.01078877	0	
0.047	4.988736	0.01125693	0	
0.048	4.988258	0.01173497	0	
0.049	4.98777	0.01222289	0	
0.05	4.987272	0.01272068	0	
0.051	4.986764	0.01322833	0	
0.052	4.986247	0.01374585	0	
0.053	4.98572	0.01427323	0	
0.054	4.985182	0.01481046	0	
0.055	4.984635	0.01535754	0	
0.056	4.984078	0.01591445	0	
0.057	4.983511	0.0164812	0	
0.058	4.982935	0.01705778	0	
0.059	4.982348	0.01764419	0	
0.06	4.981752	0.01824041	0	
0.061	4.981146	0.01884644	0	
0.062	4.980531	0.01946228	0	
0.063	4.979905	0.02008792	0	
0.064	4.97927	0.02072335	0	
0.06500001	4.978624	0.02136857	0	
0.066	4.977969	0.02202356	0	
0.067	4.977304	0.02268833	0	
0.068	4.97663	0.02336287	0	
0.06900001	4.975945	0.02404716	0	
0.07	4.975252	0.02474121	0	
0.071	4.974548	0.025445	0	
0.072	4.973835	0.02615853	0	
0.07300001	4.973111	0.0268818	0	
0.074	4.972378	0.02761478	0	
0.075	4.971635	0.02835749	0	
0.07600001	4.970883	0.0291099	0	
0.07700001	4.970121	0.02987201	0	
0.078	4.969349	0.03064382	0	
0.079	4.968567	0.03142531	0	
0.08000001	4.967776	0.03221648	0	
0.081	4.966976	0.03301732	0	
0.082	4.966165	0.03382782	0	
0.083	4.965345	0.03464798	0	
0.08400001	4.964515	0.03547778	0	
0.085	4.963675	0.03631721	0	
0.086	4.962827	0.03716628	0	
0.087	4.961968	0.03802496	0	
0.08800001	4.9611	0.03889326	0	
0.089	4.960222	0.03977115	0	
0.09	4.959334	0.04065865	0	
0.09100001	4.958437	0.04155572	0	
0.09200001	4.95753	0.04246237	0	
0.093	4.956614	0.04337859	0	
0.094	4.955688	0.04430436	0	
0.09500001	4.954753	0.04523968	0	
0.096	4.953808	0.04618454	0	
0.097	4.952854	0.04713893	0	
0.098	4.95189	0.04810284	0	
0.09900001	4.950917	0.04907625	0	
0.1	4.949934	0.05005917	0	
0.101	4.948941	0.05105157	0	
0.102	4.947939	0.05205346	0	
0.103	4.946928	0.05306481	0	
0.104	4.945907	0.05408562	0	
0.105	4.944877	0.05511588	0	
0.106	4.943837	0.05615558	0	
0.107	4.942788	0.05720471	0	
0.108	4.94173	0.05826325	0	
0.109	4.940661	0.0593312	0	
0.11	4.939584	0.06040855	0	
0.111	4.938498	0.06149528	0	
0.112	4.937401	0.06259139	0	
0.113	4.936296	0.06369686	0	
0.114	4.935181	0.06481168	0	
0.115	4.934057	0.06593584	0	
0.116	4.932923	0.06706934	0	
0.117	4.931781	0.06821214	0	
0.118	4.930629	0.06936426	0	
0.119	4.929467	0.07052567	0	
0.12	4.928297	0.07169636	0	
0.121	4.927116	0.07287633	0	
0.122	4.925927	0.07406555	0	
0.123	4.924729	0.07526402	0	
0.124	4.923521	0.07647172	0	
0.125	4.922304	0.07768865	0	
0.126	4.921078	0.07891479	0	
0.127	4.919843	0.08015013	0	
0.128	4.918598	0.08139465	0	
0.129	4.917345	0.08264834	0	
0.13	4.916081	0.0839112	0	
0.131	4.91481	0.08518321	0	
0.132	4.913528	0.08646435	0	
0.133	4.912238	0.08775461	0	
0.134	4.910939	0.08905399	0	
0.135	4.90963	0.09036246	0	
0.136	4.908313	0.09168001	0	
0.137	4.906986	0.09300663	0	
0.138	4.905651	0.09434231	0	
0.139	4.904306	0.09568703	0	
0.14	4.902952	0.09704078	0	
0.141	4.901589	0.09840355	0	
0.142	4.900218	0.09977532	0	
0.143	4.898837	0.1011561	0	
0.144	4.897447	0.1025458	0	
0.145	4.896049	0.1039445	0	
0.146	4.894641	0.1053521	0	
0.147	4.893224	0.1067687	0	
0.148	4.891798	0.1081942	0	
0.149	4.890364	0.1096286	0	
0.15	4.888921	0.1110719	0	
0.151	4.887469	0.112524	0	
