Time	Length	Position	2	
0	5.5	-0.5	0	
0.001	5.49999	-0.49999	0	
0.002	5.499969	-0.49997	0	
0.003	5.499938	-0.4999401	0	
0.004	5.499898	-0.4999002	0	
0.005	5.499848	-0.4998503	0	
0.006	5.499788	-0.4997905	0	
0.007	5.499718	-0.4997208	0	
0.008	5.499638	-0.4996412	0	
0.009000001	5.499547	-0.4995517	0	
0.01	5.499447	-0.4994522	0	
0.011	5.499338	-0.4993429	0	
0.012	5.499218	-0.4992237	0	
0.013	5.499088	-0.4990946	0	
0.014	5.49895	-0.4989557	0	
0.015	5.498801	-0.498807	0	
0.016	5.498642	-0.4986483	0	
0.017	5.498474	-0.4984799	0	
0.018	5.498295	-0.4983017	0	
0.019	5.498107	-0.4981136	0	
0.02	5.49791	-0.4979158	0	
0.021	5.497702	-0.4977082	0	
0.022	5.497485	-0.4974908	0	
0.023	5.497257	-0.4972637	0	
0.024	5.497021	-0.4970268	0	
0.025	5.496774	-0.4967802	0	
0.026	5.496518	-0.4965238	0	
0.027	5.496252	-0.4962577	0	
0.028	5.495976	-0.495982	0	
0.029	5.49569	-0.4956965	0	
0.03	5.495395	-0.4954014	0	
0.031	5.49509	-0.4950965	0	
0.032	5.494776	-0.4947821	0	
0.033	5.494452	-0.4944579	0	
0.034	5.494118	-0.4941242	0	
0.035	5.493774	-0.4937808	0	
0.036	5.493422	-0.4934278	0	
0.037	5.493059	-0.4930652	0	
0.038	5.492687	-0.492693	0	
0.039	5.492305	-0.4923112	0	
0.04	5.491914	-0.4919199	0	
0.041	5.491513	-0.491519	0	
0.042	5.491102	-0.4911085	0	
0.043	5.490683	-0.4906886	0	
0.044	5.490253	-0.4902591	0	
0.045	5.489814	-0.4898201	0	
0.046	5.489366	-0.4893716	0	
0.047	5.488907	-0.4889136	0	
0.048	5.48844	-0.4884461	0	
0.049	5.487963	-0.4879692	0	
0.05	5.487476	-0.4874828	0	
0.051	5.486981	-0.486987	0	
0.052	5.486475	-0.4864817	0	
0.053	5.485961	-0.4859671	0	
0.054	5.485437	-0.485443	0	
0.055	5.484903	-0.4849095	0	
0.056	5.484361	-0.4843667	0	
0.057	5.483809	-0.4838145	0	
0.058	5.483247	-0.4832529	0	
0.059	5.482676	-0.482682	0	
0.06	5.482096	-0.4821018	0	
0.061	5.481506	-0.4815123	0	
0.062	5.480907	-0.4809134	0	
0.063	5.480299	-0.4803053	0	
0.064	5.479681	-0.4796879	0	
0.06500001	5.479055	-0.4790612	0	
0.066	5.478419	-0.4784252	0	
0.067	5.477774	-0.47778	0	
0.068	5.477119	-0.4771256	0	
0.06900001	5.476456	-0.476462	0	
0.07	5.475783	-0.4757891	0	
0.071	5.475101	-0.4751071	0	
0.072	5.47441	-0.4744159	0	
0.07300001	5.473709	-0.4737155	0	
0.074	5.473	-0.473006	0	
0.075	5.472281	-0.4722873	0	
0.07600001	5.471553	-0.4715595	0	
0.07700001	5.470816	-0.4708225	0	
0.078	5.47007	-0.4700765	0	
0.079	5.469315	-0.4693214	0	
0.08000001	5.468551	-0.4685571	0	
0.081	5.467778	-0.4677839	0	
0.082	5.466995	-0.4670016	0	
0.083	5.466204	-0.4662102	0	
0.08400001	5.465404	-0.4654098	0	
0.085	5.464594	-0.4646004	0	
0.086	5.463776	-0.463782	0	
0.087	5.462948	-0.4629546	0	
0.08800001	5.462112	-0.4621182	0	
0.089	5.461267	-0.4612729	0	
0.09	5.460413	-0.4604186	0	
0.09100001	5.459549	-0.4595554	0	
0.09200001	5.458677	-0.4586833	0	
0.093	5.457796	-0.4578022	0	
0.094	5.456906	-0.4569123	0	
0.09500001	5.456007	-0.4560135	0	
0.096	5.4551	-0.4551058	0	
0.097	5.454183	-0.4541892	0	
0.098	5.453258	-0.4532639	0	
0.09900001	5.452323	-0.4523297	0	
0.1	5.45138	-0.4513867	0	
0.101	5.450428	-0.4504348	0	
0.102	5.449468	-0.4494742	0	
0.103	5.448499	-0.4485048	0	
0.104	5.44752	-0.4475267	0	
0.105	5.446534	-0.4465398	0	
0.106	5.445538	-0.4455442	0	
0.107	5.444534	-0.4445399	0	
0.108	5.443521	-0.4435268	0	
0.109	5.442499	-0.4425051	0	
0.11	5.441468	-0.4414747	0	
0.111	5.440429	-0.4404356	0	
0.112	5.439382	-0.4393879	0	
0.113	5.438325	-0.4383315	0	
0.114	5.43726	-0.4372666	0	
0.115	5.436187	-0.436193	0	
0.116	5.435104	-0.4351108	0	
0.117	5.434014	-0.43402	0	
0.118	5.432915	-0.4329207	0	
0.119	5.431807	-0.4318129	0	
0.12	5.43069	-0.4306965	0	
0.121	5.429565	-0.4295715	0	
0.122	5.428432	-0.4284381	0	
0.123	5.42729	-0.4272962	0	
0.124	5.426139	-0.4261458	0	
0.125	5.424981	-0.4249869	0	
0.126	5.423813	-0.4238195	0	
0.127	5.422637	-0.4226438	0	
0.128	5.421453	-0.4214596	0	
0.129	5.420261	-0.420267	0	
0.13	5.41906	-0.419066	0	
0.131	5.41785	-0.4178566	0	
0.132	5.416633	-0.4166389	0	
0.133	5.415407	-0.4154128	0	
0.134	5.414172	-0.4141783	0	
0.135	5.41293	-0.4129356	0	
0.136	5.411678	-0.4116845	0	
0.137	5.410419	-0.4104252	0	
0.138	5.409152	-0.4091576	0	
0.139	5.407876	-0.4078817	0	
0.14	5.406591	-0.4065975	0	
0.141	5.405299	-0.4053051	0	
0.142	5.403998	-0.4040045	0	
0.143	5.402689	-0.4026957	0	
0.144	5.401372	-0.4013788	0	
0.145	5.400047	-0.4000536	0	
0.146	5.398714	-0.3987203	0	
0.147	5.397373	-0.3973788	0	
0.148	5.396023	-0.3960292	0	
0.149	5.394665	-0.3946715	0	
0.15	5.3933	-0.3933057	0	
0.151	5.391926	-0.3919318	0	
0.152	5.390543	-0.3905498	0	
0.153	5.389153	-0.3891598	0	
0.154	5.387755	-0.3877617	0	
0.155	5.38635	-0.3863556	0	
0.156	5.384935	-0.3849415	0	
0.157	5.383513	-0.3835194	0	
0.158	5.382083	-0.3820894	0	
0.159	5.380645	-0.3806513	0	
0.16	5.379199	-0.3792053	0	
0.161	5.377745	-0.3777514	0	
0.162	5.376283	-0.3762896	0	
0.163	5.374814	-0.3748198	0	
0.164	5.373336	-0.3733422	0	
0.165	5.37185	-0.3718567	0	
0.166	5.370357	-0.3703633	0	
0.167	5.368856	-0.3688621	0	
0.168	5.367347	-0.3673531	0	
0.169	5.36583	-0.3658362	0	
0.17	5.364305	-0.3643115	0	
0.171	5.362773	-0.3627791	0	
