Time	Length	Position	2	
0	5	0	0	
0.001	4.99999	9.933664E-06	0	
0.002	4.999969	2.97383E-05	0	
0.003	4.999939	5.935172E-05	0	
0.004	4.999899	9.871196E-05	0	
0.005	4.99985	0.0001477576	0	
0.006	4.999791	0.0002064274	0	
0.007	4.999722	0.0002746607	0	
0.008	4.999644	0.0003523968	0	
0.009000001	4.999556	0.0004395755	0	
0.01	4.999459	0.0005361366	0	
0.011	4.999353	0.0006420205	0	
0.012	4.999238	0.0007571678	0	
0.013	4.999113	0.0008815192	0	
0.014	4.99898	0.001015016	0	
0.015	4.998837	0.001157599	0	
0.016	4.998685	0.001309209	0	
0.017	4.998525	0.001469789	0	
0.018	4.998355	0.001639281	0	
0.019	4.998177	0.001817627	0	
0.02	4.99799	0.002004769	0	
0.021	4.997794	0.00220065	0	
0.022	4.99759	0.002405214	0	
0.023	4.997376	0.002618404	0	
0.024	4.997155	0.002840163	0	
0.025	4.996924	0.003070435	0	
0.026	4.996686	0.003309165	0	
0.027	4.996439	0.003556298	0	
0.028	4.996183	0.003811777	0	
0.029	4.995919	0.004075548	0	
0.03	4.995647	0.004347555	0	
0.031	4.995367	0.004627746	0	
0.032	4.995079	0.004916064	0	
0.033	4.994782	0.005212457	0	
0.034	4.994478	0.005516871	0	
0.035	4.994165	0.005829252	0	
0.036	4.993845	0.006149547	0	
0.037	4.993517	0.006477703	0	
0.038	4.993181	0.006813668	0	
0.039	4.992837	0.007157389	0	
0.04	4.992486	0.007508813	0	
0.041	4.992127	0.007867889	0	
0.042	4.99176	0.008234566	0	
0.043	4.991386	0.008608792	0	
0.044	4.991004	0.008990515	0	
0.045	4.990615	0.009379685	0	
0.046	4.990219	0.009776251	0	
0.047	4.989815	0.01018016	0	
0.048	4.989403	0.01059137	0	
0.049	4.988985	0.01100982	0	
0.05	4.988559	0.01143547	0	
0.051	4.988126	0.01186827	0	
0.052	4.987687	0.01230816	0	
0.053	4.98724	0.0127551	0	
0.054	4.986786	0.01320904	0	
0.055	4.986325	0.01366993	0	
0.056	4.985857	0.01413772	0	
0.057	4.985383	0.01461237	0	
0.058	4.984901	0.01509382	0	
0.059	4.984413	0.01558204	0	
0.06	4.983918	0.01607696	0	
0.061	4.983416	0.01657855	0	
0.062	4.982908	0.01708676	0	
0.063	4.982393	0.01760154	0	
0.064	4.981872	0.01812284	0	
0.06500001	4.981344	0.01865063	0	
0.066	4.98081	0.01918484	0	
0.067	4.980269	0.01972545	0	
0.068	4.979722	0.02027239	0	
0.06900001	4.979169	0.02082563	0	
