Time	Rotation	
0	0	
0.0004	1.220203E-15	
0.0008	-1.863716E-06	
0.0012	-1.490969E-06	
0.0016	-1.192775E-06	
0.002	-9.542201E-07	
0.0024	-7.633762E-07	
0.0028	-6.10701E-07	
0.0032	-4.885608E-07	
0.0036	-3.908487E-07	
0.004	-3.12679E-07	
0.0044	-2.501434E-07	
0.0048	-2.001146E-07	
0.0052	-1.600915E-07	
0.0056	-1.280732E-07	
0.006	-1.024585E-07	
0.0064	-8.196679E-08	
0.0068	-6.557347E-08	
0.0072	-5.245877E-08	
0.0076	-4.196704E-08	
0.007999999	-3.357359E-08	
0.0084	-2.685894E-08	
0.0088	-2.148708E-08	
0.0092	-1.718977E-08	
0.0096	-1.375188E-08	
0.01	-1.10015E-08	
0.0104	-8.801157E-09	
0.0108	-7.040958E-09	
0.0112	-5.632798E-09	
0.0116	-4.506268E-09	
0.012	-3.604937E-09	
0.0124	-2.884095E-09	
0.0128	-2.307231E-09	
0.0132	-1.845854E-09	
0.0136	-1.476677E-09	
0.014	-1.181265E-09	
0.0144	-9.450775E-10	
0.0148	-7.560198E-10	
0.0152	-6.047737E-10	
0.0156	-4.838884E-10	
0.016	-3.870279E-10	
0.0164	-3.097279E-10	
0.0168	-2.478894E-10	
0.0172	-1.983462E-10	
0.0176	-1.586701E-10	
0.018	-1.270047E-10	
0.0184	-1.016703E-10	
0.0188	-8.13731E-11	
0.0192	-6.516265E-11	
0.0196	-5.193945E-11	
0.02	-4.150869E-11	
0.0204	-3.31308E-11	
0.0208	-2.660861E-11	
0.0212	-2.139322E-11	
0.0216	-1.710865E-11	
0.022	-1.375786E-11	
0.0224	-1.09589E-11	
0.0228	-8.912538E-12	
0.0232	-7.235657E-12	
0.0236	-5.750039E-12	
0.024	-4.627966E-12	
0.0244	-3.697155E-12	
0.0248	-2.951085E-12	
0.0252	-2.396277E-12	
0.0256	-1.835533E-12	
0.026	-1.462498E-12	
0.0264	-1.089463E-12	
0.0268	-9.041377E-13	
0.0272	-7.164279E-13	
0.0276	-5.316868E-13	
0.028	-3.43393E-13	
0.0284	-3.463616E-13	
0.0288	-3.43393E-13	
0.0292	-3.43393E-13	
0.0296	-3.43393E-13	
