Time	Rotation	
0	0	
0.0004	0	
0.0008	-5.377195E-14	
0.0012	-5.377195E-14	
0.0016	-2.643659E-13	
0.002	-3.1763E-13	
0.0024	-3.1763E-13	
0.0028	-3.708667E-13	
0.0032	-3.708667E-13	
0.0036	-3.708667E-13	
0.004	-4.240989E-13	
0.0044	-4.773311E-13	
0.0048	-5.305634E-13	
0.0052	-5.305634E-13	
0.0056	-5.837959E-13	
0.006	-5.837959E-13	
0.0064	-6.370286E-13	
0.0068	-6.370286E-13	
0.0072	-6.902613E-13	
0.0076	-6.902613E-13	
0.007999999	-7.43494E-13	
0.0084	-7.967267E-13	
0.0088	-8.499593E-13	
0.0092	-1.060472E-12	
0.0096	-1.060472E-12	
0.01	-1.060472E-12	
0.0104	-1.113705E-12	
0.0108	-1.324218E-12	
0.0112	-1.37745E-12	
0.0116	-1.430683E-12	
0.012	-1.430683E-12	
0.0124	-1.430683E-12	
0.0128	-1.483915E-12	
0.0132	-1.537148E-12	
0.0136	-1.59038E-12	
0.014	-1.800893E-12	
0.0144	-1.800893E-12	
0.0148	-1.854125E-12	
0.0152	-1.907357E-12	
0.0156	-1.960589E-12	
0.016	-2.013821E-12	
0.0164	-2.013821E-12	
0.0168	-2.013821E-12	
0.0172	-2.067053E-12	
0.0176	-2.067053E-12	
0.018	-2.120286E-12	
0.0184	-2.173518E-12	
0.0188	-2.38403E-12	
0.0192	-2.437262E-12	
0.0196	-2.490494E-12	
0.02	-2.543726E-12	
0.0204	-2.596958E-12	
0.0208	-2.65019E-12	
0.0212	-2.703422E-12	
0.0216	-2.756654E-12	
0.022	-2.967166E-12	
0.0224	-3.020398E-12	
0.0228	-3.020398E-12	
0.0232	-3.020398E-12	
0.0236	-3.07363E-12	
0.024	-3.07363E-12	
0.0244	-3.126862E-12	
0.0248	-3.180094E-12	
0.0252	-3.180094E-12	
0.0256	-3.233326E-12	
0.026	-3.443839E-12	
0.0264	-3.443839E-12	
0.0268	-3.49707E-12	
0.0272	-3.49707E-12	
0.0276	-3.49707E-12	
0.028	-3.550302E-12	
0.0284	-3.603534E-12	
0.0288	-3.603534E-12	
0.0292	-3.603534E-12	
0.0296	-3.603534E-12	
0.03	-3.603534E-12	
0.0304	-3.814046E-12	
0.0308	-3.867278E-12	
0.0312	-3.92051E-12	
0.0316	-3.973741E-12	
0.032	-3.973741E-12	
0.0324	-4.184254E-12	
0.0328	-4.237485E-12	
0.0332	-4.290717E-12	
0.0336	-4.343949E-12	
0.034	-4.397181E-12	
0.0344	-4.397181E-12	
0.0348	-4.450412E-12	
0.0352	-4.503644E-12	
0.0356	-4.503644E-12	
0.036	-4.556876E-12	
0.0364	-4.610107E-12	
0.0368	-4.610107E-12	
0.0372	-4.610107E-12	
0.0376	-4.610107E-12	
0.038	-4.610107E-12	
0.0384	-4.610107E-12	
0.0388	-4.610107E-12	
0.0392	-4.663339E-12	
0.0396	-4.716571E-12	
0.04	-4.769803E-12	
0.0404	-4.823034E-12	
0.0408	-4.823034E-12	
0.0412	-4.876266E-12	
0.0416	-5.086778E-12	
0.042	-5.14001E-12	
0.0424	-5.193242E-12	
0.0428	-5.193242E-12	
0.0432	-5.246473E-12	
0.0436	-5.299705E-12	
0.044	-5.299705E-12	
0.0444	-5.352937E-12	
0.0448	-5.406169E-12	
0.0452	-5.406169E-12	
0.0456	-5.4594E-12	
0.046	-5.512632E-12	
0.0464	-5.512632E-12	
0.0468	-5.512632E-12	
0.0472	-5.565864E-12	
0.0476	-5.619095E-12	
0.048	-5.619095E-12	
0.0484	-5.619095E-12	
0.0488	-5.672327E-12	
0.0492	-5.725559E-12	
0.0496	-5.778791E-12	
0.05	-5.778791E-12	
0.0504	-5.778791E-12	
0.0508	-5.989303E-12	
0.0512	-5.989303E-12	
0.0516	-6.042535E-12	
0.052	-6.253047E-12	
0.0524	-6.306278E-12	
0.0528	-6.306278E-12	
0.0532	-6.35951E-12	
0.0536	-6.412742E-12	
0.054	-6.623254E-12	
0.0544	-6.676486E-12	
0.0548	-6.886998E-12	
0.0552	-7.09751E-12	
0.0556	-7.09751E-12	
0.056	-7.150742E-12	
0.0564	-7.203974E-12	
0.0568	-7.203974E-12	
0.0572	-7.203974E-12	
0.0576	-7.203974E-12	
0.058	-7.257205E-12	
0.0584	-7.257205E-12	
0.0588	-7.467717E-12	
0.0592	-7.467717E-12	
0.0596	-7.467717E-12	
0.06	-7.520949E-12	
0.0604	-7.520949E-12	
0.0608	-7.520949E-12	
0.0612	-7.574181E-12	
0.0616	-7.627413E-12	
0.062	-7.680644E-12	
0.0624	-7.733876E-12	
0.0628	-7.787108E-12	
0.0632	-7.787108E-12	
0.0636	-7.787108E-12	
0.064	-7.840339E-12	
0.06439999	-7.893571E-12	
0.0648	-7.946803E-12	
0.0652	-8.000035E-12	
0.0656	-8.053266E-12	
0.066	-8.053266E-12	
0.0664	-8.106498E-12	
0.0668	-8.106498E-12	
0.0672	-8.15973E-12	
0.0676	-8.212962E-12	
0.068	-8.266193E-12	
0.0684	-8.319425E-12	
0.06879999	-8.319425E-12	
0.0692	-8.319425E-12	
0.0696	-8.372657E-12	
0.07	-8.425888E-12	
0.0704	-8.425888E-12	
0.0708	-8.47912E-12	
0.0712	-8.532352E-12	
0.0716	-8.585584E-12	
0.072	-8.638815E-12	
0.0724	-8.638815E-12	
0.0728	-8.692047E-12	
0.07319999	-8.745279E-12	
0.0736	-8.745279E-12	
0.074	-8.745279E-12	
0.0744	-8.745279E-12	
0.0748	-8.798511E-12	
0.0752	-8.798511E-12	
0.0756	-8.851742E-12	
0.076	-8.904974E-12	
0.0764	-8.958206E-12	
0.0768	-9.011437E-12	
0.0772	-9.011437E-12	
0.07759999	-9.064669E-12	
0.078	-9.064669E-12	
0.0784	-9.117901E-12	
0.0788	-9.171133E-12	
0.0792	-9.171133E-12	
0.0796	-9.224364E-12	
0.08	-9.277596E-12	
0.0804	-9.330828E-12	
0.0808	-9.38406E-12	
0.0812	-9.437291E-12	
0.0816	-9.490523E-12	
0.08199999	-9.543755E-12	
0.0824	-9.543755E-12	
0.0828	-9.596986E-12	
0.0832	-9.650218E-12	
0.0836	-9.70345E-12	
0.084	-9.756682E-12	
0.0844	-9.756682E-12	
0.0848	-9.809913E-12	
0.0852	-1.002043E-11	
0.0856	-1.007366E-11	
0.086	-1.007366E-11	
0.08639999	-1.012689E-11	
0.08679999	-1.012689E-11	
0.0872	-1.03374E-11	
0.0876	-1.03374E-11	
0.088	-1.039063E-11	
0.0884	-1.039063E-11	
0.0888	-1.039063E-11	
0.0892	-1.060114E-11	
0.0896	-1.065438E-11	
0.09	-1.065438E-11	
0.0904	-1.070761E-11	
0.09079999	-1.070761E-11	
0.09119999	-1.076084E-11	
0.0916	-1.081407E-11	
0.092	-1.08673E-11	
0.0924	-1.092054E-11	
0.0928	-1.097377E-11	
0.0932	-1.1027E-11	
0.0936	-1.108023E-11	
0.094	-1.108023E-11	
0.0944	-1.108023E-11	
0.0948	-1.113346E-11	
0.09519999	-1.113346E-11	
0.09559999	-1.134397E-11	
0.096	-1.139721E-11	
0.0964	-1.145044E-11	
0.0968	-1.145044E-11	
0.0972	-1.145044E-11	
0.0976	-1.150367E-11	
0.098	-1.150367E-11	
0.0984	-1.15569E-11	
0.0988	-1.161013E-11	
0.0992	-1.166336E-11	
0.09959999	-1.161013E-11	
0.09999999	-1.161013E-11	
