Time	Bottom_A	Bottom_FF	Bottom_Length	Bottom_Tension	Top_A	Top_Length	Top_MN	Top_Tension	
0.5424	0	0	0	0	0.4222232	0.05000001	0.4222232	1.098656	
0.5428	0	0	0	0	0.4222232	0.05000001	0.4222232	1.099058	
0.5432	0	0	0	0	0.4222232	0.05000001	0.4222232	1.099458	
0.5436	0	0	0	0	0.4222232	0.05000001	0.4222587	1.099858	
0.544	0	0	0	0	0.4222587	0.05000001	0.4222587	1.100256	
0.5444	0	0	0	0	0.4222587	0.05000001	0.4222587	1.100654	
0.5448	0	0	0	0	0.4222587	0.05000001	0.4222587	1.101051	
0.5452	0	0	0	0	0.4222587	0.05000001	0.4222587	1.101447	
0.5456	0	0	0	0	0.4222587	0.05000001	0.4222935	1.101843	
0.546	0	0	0	0	0.4222935	0.05000001	0.4222935	1.102237	
0.5464	0	0	0	0	0.4222935	0.05000001	0.4222935	1.102631	
0.5468	0	0	0	0	0.4222935	0.05000001	0.4222935	1.103024	
0.5472	0	0	0	0	0.4222935	0.05000001	0.4222935	1.103416	
0.5476	0	0	0	0	0.4222935	0.05000001	0.4223276	1.103807	
0.548	0	0	0	0	0.4223276	0.05000001	0.4223276	1.104197	
0.5484	0	0	0	0	0.4223276	0.05000001	0.4223276	1.104586	
0.5488	0	0	0	0	0.4223276	0.05000001	0.4223276	1.104975	
0.5492	0	0	0	0	0.4223276	0.05000001	0.4223276	1.105363	
0.5496	0	0	0	0	0.4223276	0.05000001	0.4223611	1.10575	
0.55	0	0	0	0	0.4223611	0.05000001	0.4223611	1.106136	
0.5504	0	0	0	0	0.4223611	0.05000001	0.4223611	1.106521	
0.5508	0	0	0	0	0.4223611	0.05000001	0.4223611	1.106906	
0.5512	0	0	0	0	0.4223611	0.05000001	0.4223611	1.10729	
0.5516	0	0	0	0	0.4223611	0.05000001	0.4223939	1.107673	
0.552	0	0	0	0	0.4223939	0.05000001	0.4223939	1.108054	
0.5524	0	0	0	0	0.4223939	0.05000001	0.4223939	1.108436	
0.5528	0	0	0	0	0.4223939	0.05000001	0.4223939	1.108817	
0.5532	0	0	0	0	0.4223939	0.05000001	0.4223939	1.109196	
0.5536	0	0	0	0	0.4223939	0.05000001	0.422426	1.109575	
0.554	0	0	0	0	0.422426	0.05000001	0.422426	1.109953	
0.5544	0	0	0	0	0.422426	0.05000001	0.422426	1.11033	
0.5548	0	0	0	0	0.422426	0.05000001	0.422426	1.110707	
0.5552	0	0	0	0	0.422426	0.05000001	0.422426	1.111083	
0.5556	0	0	0	0	0.422426	0.05000001	0.4224575	1.111457	
0.556	0	0	0	0	0.4224575	0.05000001	0.4224575	1.111831	
0.5564	0	0	0	0	0.4224575	0.05000001	0.4224575	1.112204	
0.5568	0	0	0	0	0.4224575	0.05000001	0.4224575	1.112577	
0.5572	0	0	0	0	0.4224575	0.05000001	0.4224575	1.112949	
0.5576	0	0	0	0	0.4224575	0.05000001	0.4224883	1.113319	
0.558	0	0	0	0	0.4224883	0.05000001	0.4224883	1.113689	
0.5584	0	0	0	0	0.4224883	0.05000001	0.4224883	1.114059	
0.5588	0	0	0	0	0.4224883	0.05000001	0.4224883	1.114427	
0.5592	0	0	0	0	0.4224883	0.05000001	0.4224883	1.114795	
0.5596	0	0	0	0	0.4224883	0.05000001	0.4225186	1.115162	
0.56	0	0	0	0	0.4225186	0.05000001	0.4225186	1.115527	
0.5604	0	0	0	0	0.4225186	0.05000001	0.4225186	1.115893	
0.5608	0	0	0	0	0.4225186	0.05000001	0.4225186	1.116258	
0.5612	0	0	0	0	0.4225186	0.05000001	0.4225186	1.116621	
0.5616	0	0	0	0	0.4225186	0.05000001	0.4225482	1.116984	
0.562	0	0	0	0	0.4225482	0.05000001	0.4225482	1.117346	
0.5624	0	0	0	0	0.4225482	0.05000001	0.4225482	1.117708	
0.5628	0	0	0	0	0.4225482	0.05000001	0.4225482	1.118069	
0.5632	0	0	0	0	0.4225482	0.05000001	0.4225482	1.118428	
0.5636	0	0	0	0	0.4225482	0.05000001	0.4225772	1.118787	
0.564	0	0	0	0	0.4225772	0.05000001	0.4225772	1.119146	
0.5644	0	0	0	0	0.4225772	0.05000001	0.4225772	1.119503	
0.5648	0	0	0	0	0.4225772	0.05000001	0.4225772	1.11986	
0.5652	0	0	0	0	0.4225772	0.05000001	0.4225772	1.120216	
0.5656	0	0	0	0	0.4225772	0.05000001	0.4226056	1.120571	
0.566	0	0	0	0	0.4226056	0.05000001	0.4226056	1.120925	
0.5664	0	0	0	0	0.4226056	0.05000001	0.4226056	1.121279	
0.5668	0	0	0	0	0.4226056	0.05000001	0.4226056	1.121632	
0.5672	0	0	0	0	0.4226056	0.05000001	0.4226056	1.121985	
0.5676	0	0	0	0	0.4226056	0.05000001	0.4226336	1.122336	
0.568	0	0	0	0	0.4226336	0.05000001	0.4226336	1.122686	
0.5684	0	0	0	0	0.4226336	0.05000001	0.4226336	1.123037	
0.5688	0	0	0	0	0.4226336	0.05000001	0.4226336	1.123386	
0.5692	0	0	0	0	0.4226336	0.05000001	0.4226336	1.123734	
0.5696	0	0	0	0	0.4226336	0.05000001	0.4226609	1.124082	
0.57	0	0	0	0	0.4226609	0.05000001	0.4226609	1.124428	
0.5704	0	0	0	0	0.4226609	0.05000001	0.4226609	1.124775	
0.5708	0	0	0	0	0.4226609	0.05000001	0.4226609	1.12512	
0.5712	0	0	0	0	0.4226609	0.05000001	0.4226609	1.125465	
0.5716	0	0	0	0	0.4226609	0.05000001	0.4226877	1.125809	
0.572	0	0	0	0	0.4226877	0.05000001	0.4226877	1.126152	
0.5724	0	0	0	0	0.4226877	0.05000001	0.4226877	1.126494	
0.5728	0	0	0	0	0.4226877	0.05000001	0.4226877	1.126836	
0.5732	0	0	0	0	0.4226877	0.05000001	0.4226877	1.127177	
0.5736	0	0	0	0	0.4226877	0.05000001	0.4227139	1.127517	
0.574	0	0	0	0	0.4227139	0.05000001	0.4227139	1.127856	
0.5744	0	0	0	0	0.4227139	0.05000001	0.4227139	1.128195	
0.5748	0	0	0	0	0.4227139	0.05000001	0.4227139	1.128533	
0.5752	0	0	0	0	0.4227139	0.05000001	0.4227139	1.128871	
0.5756	0	0	0	0	0.4227139	0.05000001	0.4227397	1.129207	
0.576	0	0	0	0	0.4227397	0.05000001	0.4227397	1.129543	
0.5764	0	0	0	0	0.4227397	0.05000001	0.4227397	1.129878	
0.5768	0	0	0	0	0.4227397	0.05000001	0.4227397	1.130212	
0.5772	0	0	0	0	0.4227397	0.05000001	0.4227397	1.130546	
0.5776	0	0	0	0	0.4227397	0.05000001	0.4227649	1.130879	
0.578	0	0	0	0	0.4227649	0.05000001	0.4227649	1.131211	
0.5784	0	0	0	0	0.4227649	0.05000001	0.4227649	1.131543	
0.5788	0	0	0	0	0.4227649	0.05000001	0.4227649	1.131873	
0.5792	0	0	0	0	0.4227649	0.05000001	0.4227649	1.132203	
0.5796	0	0	0	0	0.4227649	0.05000001	0.4227896	1.132533	
0.58	0	0	0	0	0.4227896	0.05000001	0.4227896	1.132861	
0.5804	0	0	0	0	0.4227896	0.05000001	0.4227896	1.133189	
0.5808	0	0	0	0	0.4227896	0.05000001	0.4227896	1.133516	
0.5812	0	0	0	0	0.4227896	0.05000001	0.4227896	1.133843	
0.5816	0	0	0	0	0.4227896	0.05000001	0.4228138	1.134168	
0.582	0	0	0	0	0.4228138	0.05000001	0.4228138	1.134493	
0.5824	0	0	0	0	0.4228138	0.05000001	0.4228138	1.134818	
0.5828	0	0	0	0	0.4228138	0.05000001	0.4228138	1.135141	
0.5832	0	0	0	0	0.4228138	0.05000001	0.4228138	1.135464	
0.5836	0	0	0	0	0.4228138	0.05000001	0.4228375	1.135787	
0.584	0	0	0	0	0.4228375	0.05000001	0.4228375	1.136108	
0.5844	0	0	0	0	0.4228375	0.05000001	0.4228375	1.136429	
0.5848	0	0	0	0	0.4228375	0.05000001	0.4228375	1.136749	
0.5852	0	0	0	0	0.4228375	0.05000001	0.4228375	1.137068	
0.5856	0	0	0	0	0.4228375	0.05000001	0.4228607	1.137387	
0.586	0	0	0	0	0.4228607	0.05000001	0.4228607	1.137705	
0.5864	0	0	0	0	0.4228607	0.05000001	0.4228607	1.138022	
0.5868	0	0	0	0	0.4228607	0.05000001	0.4228607	1.138339	
0.5872	0	0	0	0	0.4228607	0.05000001	0.4228607	1.138655	
0.5876	0	0	0	0	0.4228607	0.05000001	0.4228836	1.13897	
0.588	0	0	0	0	0.4228836	0.05000001	0.4228836	1.139285	
0.5884	0	0	0	0	0.4228836	0.05000001	0.4228836	1.139599	
0.5888	0	0	0	0	0.4228836	0.05000001	0.4228836	1.139912	
0.5892	0	0	0	0	0.4228836	0.05000001	0.4228836	1.140224	
0.5896	0	0	0	0	0.4228836	0.05000001	0.4229059	1.140536	
0.59	0	0	0	0	0.4229059	0.05000001	0.4229059	1.140847	
0.5904	0	0	0	0	0.4229059	0.05000001	0.4229059	1.141158	
0.5908	0	0	0	0	0.4229059	0.05000001	0.4229059	1.141468	
0.5912	0	0	0	0	0.4229059	0.05000001	0.4229059	1.141777	
0.5916	0	0	0	0	0.4229059	0.05000001	0.4229277	1.142085	
0.592	0	0	0	0	0.4229277	0.05000001	0.4229277	1.142393	
0.5924	0	0	0	0	0.4229277	0.05000001	0.4229277	1.1427	
0.5928	0	0	0	0	0.4229277	0.05000001	0.4229277	1.143006	
0.5932	0	0	0	0	0.4229277	0.05000001	0.4229277	1.143312	
0.5936	0	0	0	0	0.4229277	0.05000001	0.4229492	1.143617	
0.594	0	0	0	0	0.4229492	0.05000001	0.4229492	1.143921	
0.5944	0	0	0	0	0.4229492	0.05000001	0.4229492	1.144225	
0.5948	0	0	0	0	0.4229492	0.05000001	0.4229492	1.144528	
0.5952	0	0	0	0	0.4229492	0.05000001	0.4229492	1.14483	
0.5956	0	0	0	0	0.4229492	0.05000001	0.4229702	1.145132	
0.596	0	0	0	0	0.4229702	0.05000001	0.4229702	1.145433	
0.5964	0	0	0	0	0.4229702	0.05000001	0.4229702	1.145733	
0.5968	0	0	0	0	0.4229702	0.05000001	0.4229702	1.146033	
0.5972	0	0	0	0	0.4229702	0.05000001	0.4229702	1.146332	
0.5976	0	0	0	0	0.4229702	0.05000001	0.4229908	1.146631	
0.598	0	0	0	0	0.4229908	0.05000001	0.4229908	1.146928	
0.5984	0	0	0	0	0.4229908	0.05000001	0.4229908	1.147225	
0.5988	0	0	0	0	0.4229908	0.05000001	0.4229908	1.147522	
0.5992	0	0	0	0	0.4229908	0.05000001	0.4229908	1.147818	
0.5996	0	0	0	0	0.4229908	0.05000001	0.423011	1.148113	
0.6	0	0	0	0	0.423011	0.05000001	0.423011	1.148407	
0.6004	0	0	0	0	0.423011	0.05000001	0.423011	1.148701	
0.6008	0	0	0	0	0.423011	0.05000001	0.423011	1.148994	
0.6012	0	0	0	0	0.423011	0.05000001	0.423011	1.149287	
0.6016	0	0	0	0	0.423011	0.05000001	0.4230308	1.149579	
0.602	0	0	0	0	0.4230308	0.05000001	0.4230308	1.14987	
0.6024	0	0	0	0	0.4230308	0.05000001	0.4230308	1.150161	
0.6028	0	0	0	0	0.4230308	0.05000001	0.4230308	1.150451	
0.6032	0	0	0	0	0.4230308	0.05000001	0.4230308	1.15074	
0.6036	0	0	0	0	0.4230308	0.05000001	0.4230502	1.151029	
0.604	0	0	0	0	0.4230502	0.05000001	0.4230502	1.151316	
0.6044	0	0	0	0	0.4230502	0.05000001	0.4230502	1.151604	
0.6048	0	0	0	0	0.4230502	0.05000001	0.4230502	1.151891	
0.6052	0	0	0	0	0.4230502	0.05000001	0.4230502	1.152177	
0.6056	0	0	0	0	0.4230502	0.05000001	0.4230691	1.152462	
0.606	0	0	0	0	0.4230691	0.05000001	0.4230691	1.152747	
0.6064	0	0	0	0	0.4230691	0.05000001	0.4230691	1.153031	
0.6068	0	0	0	0	0.4230691	0.05000001	0.4230691	1.153315	
0.6072	0	0	0	0	0.4230691	0.05000001	0.4230691	1.153598	
0.6076	0	0	0	0	0.4230691	0.05000001	0.4230878	1.15388	
0.608	0	0	0	0	0.4230878	0.05000001	0.4230878	1.154162	
0.6084	0	0	0	0	0.4230878	0.05000001	0.4230878	1.154443	
0.6088	0	0	0	0	0.4230878	0.05000001	0.4230878	1.154724	
0.6092	0	0	0	0	0.4230878	0.05000001	0.4230878	1.155004	
0.6096	0	0	0	0	0.4230878	0.05000001	0.423106	1.155283	
0.61	0	0	0	0	0.423106	0.05000001	0.423106	1.155561	
0.6104	0	0	0	0	0.423106	0.05000001	0.423106	1.15584	
0.6108	0	0	0	0	0.423106	0.05000001	0.423106	1.156117	
0.6112	0	0	0	0	0.423106	0.05000001	0.423106	1.156394	
0.6116	0	0	0	0	0.423106	0.05000001	0.4231239	1.15667	
0.612	0	0	0	0	0.4231239	0.05000001	0.4231239	1.156945	
0.6124	0	0	0	0	0.4231239	0.05000001	0.4231239	1.157221	
0.6128	0	0	0	0	0.4231239	0.05000001	0.4231239	1.157495	
0.6132	0	0	0	0	0.4231239	0.05000001	0.4231239	1.157769	
0.6136	0	0	0	0	0.4231239	0.05000001	0.4231414	1.158042	
0.614	0	0	0	0	0.4231414	0.05000001	0.4231414	1.158314	
0.6144	0	0	0	0	0.4231414	0.05000001	0.4231414	1.158586	
0.6148	0	0	0	0	0.4231414	0.05000001	0.4231414	1.158858	
0.6152	0	0	0	0	0.4231414	0.05000001	0.4231414	1.159128	
0.6156	0	0	0	0	0.4231414	0.05000001	0.4231586	1.159398	
0.616	0	0	0	0	0.4231586	0.05000001	0.4231586	1.159668	
0.6164	0	0	0	0	0.4231586	0.05000001	0.4231586	1.159937	
0.6168	0	0	0	0	0.4231586	0.05000001	0.4231586	1.160205	
0.6172	0	0	0	0	0.4231586	0.05000001	0.4231586	1.160473	
0.6176	0	0	0	0	0.4231586	0.05000001	0.4231754	1.16074	
0.618	0	0	0	0	0.4231754	0.05000001	0.4231754	1.161006	
0.6184	0	0	0	0	0.4231754	0.05000001	0.4231754	1.161273	
0.6188	0	0	0	0	0.4231754	0.05000001	0.4231754	1.161538	
0.6192	0	0	0	0	0.4231754	0.05000001	0.4231754	1.161803	
0.6196	0	0	0	0	0.4231754	0.05000001	0.4231919	1.162067	
0.62	0	0	0	0	0.4231919	0.05000001	0.4231919	1.16233	
0.6204	0	0	0	0	0.4231919	0.05000001	0.4231919	1.162593	
0.6208	0	0	0	0	0.4231919	0.05000001	0.4231919	1.162856	
0.6212	0	0	0	0	0.4231919	0.05000001	0.4231919	1.163118	
0.6216	0	0	0	0	0.4231919	0.05000001	0.4232081	1.163379	
0.622	0	0	0	0	0.4232081	0.05000001	0.4232081	1.163639	
0.6224	0	0	0	0	0.4232081	0.05000001	0.4232081	1.163899	
0.6228	0	0	0	0	0.4232081	0.05000001	0.4232081	1.164159	
0.6232	0	0	0	0	0.4232081	0.05000001	0.4232081	1.164418	
0.6236	0	0	0	0	0.4232081	0.05000001	0.4232239	1.164676	
0.624	0	0	0	0	0.4232239	0.05000001	0.4232239	1.164934	
0.6244	0	0	0	0	0.4232239	0.05000001	0.4232239	1.165191	
0.6248	0	0	0	0	0.4232239	0.05000001	0.4232239	1.165448	
0.6252	0	0	0	0	0.4232239	0.05000001	0.4232239	1.165704	
0.6256	0	0	0	0	0.4232239	0.05000001	0.4232395	1.165959	
0.626	0	0	0	0	0.4232395	0.05000001	0.4232395	1.166214	
0.6264	0	0	0	0	0.4232395	0.05000001	0.4232395	1.166468	
0.6268	0	0	0	0	0.4232395	0.05000001	0.4232395	1.166722	
0.6272	0	0	0	0	0.4232395	0.05000001	0.4232395	1.166975	
0.6276	0	0	0	0	0.4232395	0.05000001	0.4232547	1.167228	
0.628	0	0	0	0	0.4232547	0.05000001	0.4232547	1.16748	
0.6284	0	0	0	0	0.4232547	0.05000001	0.4232547	1.167731	
0.6288	0	0	0	0	0.4232547	0.05000001	0.4232547	1.167982	
0.6292	0	0	0	0	0.4232547	0.05000001	0.4232547	1.168232	
0.6296	0	0	0	0	0.4232547	0.05000001	0.4232696	1.168482	
0.63	0	0	0	0	0.4232696	0.05000001	0.4232696	1.168731	
0.6304	0	0	0	0	0.4232696	0.05000001	0.4232696	1.16898	
0.6308	0	0	0	0	0.4232696	0.05000001	0.4232696	1.169228	
0.6312	0	0	0	0	0.4232696	0.05000001	0.4232696	1.169476	
0.6316	0	0	0	0	0.4232696	0.05000001	0.4232842	1.169723	
0.632	0	0	0	0	0.4232842	0.05000001	0.4232842	1.169969	
0.6324	0	0	0	0	0.4232842	0.05000001	0.4232842	1.170215	
0.6328	0	0	0	0	0.4232842	0.05000001	0.4232842	1.170461	
0.6332	0	0	0	0	0.4232842	0.05000001	0.4232842	1.170705	
0.6336	0	0	0	0	0.4232842	0.05000001	0.4232985	1.170949	
0.634	0	0	0	0	0.4232985	0.05000001	0.4232985	1.171193	
0.6344	0	0	0	0	0.4232985	0.05000001	0.4232985	1.171436	
0.6348	0	0	0	0	0.4232985	0.05000001	0.4232985	1.171679	
0.6352	0	0	0	0	0.4232985	0.05000001	0.4232985	1.171921	
0.6356	0	0	0	0	0.4232985	0.05000001	0.4233125	1.172163	
0.636	0	0	0	0	0.4233125	0.05000001	0.4233125	1.172403	
0.6364	0	0	0	0	0.4233125	0.05000001	0.4233125	1.172644	
0.6368	0	0	0	0	0.4233125	0.05000001	0.4233125	1.172884	
0.6372	0	0	0	0	0.4233125	0.05000001	0.4233125	1.173123	
0.6376	0	0	0	0	0.4233125	0.05000001	0.4233263	1.173362	
0.638	0	0	0	0	0.4233263	0.05000001	0.4233263	1.1736	
0.6384	0	0	0	0	0.4233263	0.05000001	0.4233263	1.173838	
0.6388	0	0	0	0	0.4233263	0.05000001	0.4233263	1.174075	
0.6392	0	0	0	0	0.4233263	0.05000001	0.4233263	1.174312	
0.6396	0	0	0	0	0.4233263	0.05000001	0.4233398	1.174548	
0.64	0	0	0	0	0.4233398	0.05000001	0.4233398	1.174783	
0.6404	0	0	0	0	0.4233398	0.05000001	0.4233398	1.175019	
0.6408	0	0	0	0	0.4233398	0.05000001	0.4233398	1.175253	
0.6412	0	0	0	0	0.4233398	0.05000001	0.4233398	1.175487	
0.6416	0	0	0	0	0.4233398	0.05000001	0.423353	1.175721	
0.642	0	0	0	0	0.423353	0.05000001	0.423353	1.175953	
0.6424	0	0	0	0	0.423353	0.05000001	0.423353	1.176186	
0.6428	0	0	0	0	0.423353	0.05000001	0.423353	1.176418	
0.6432	0	0	0	0	0.423353	0.05000001	0.423353	1.176649	
0.6436	0	0	0	0	0.423353	0.05000001	0.4233659	1.17688	
0.644	0	0	0	0	0.4233659	0.05000001	0.4233659	1.17711	
0.6444	0	0	0	0	0.4233659	0.05000001	0.4233659	1.17734	
0.6448	0	0	0	0	0.4233659	0.05000001	0.4233659	1.17757	
0.6452	0	0	0	0	0.4233659	0.05000001	0.4233659	1.177798	
0.6456	0	0	0	0	0.4233659	0.05000001	0.4233785	1.178027	
0.646	0	0	0	0	0.4233785	0.05000001	0.4233785	1.178254	
0.6464	0	0	0	0	0.4233785	0.05000001	0.4233785	1.178482	
0.6468	0	0	0	0	0.4233785	0.05000001	0.4233785	1.178708	
0.6472	0	0	0	0	0.4233785	0.05000001	0.4233785	1.178935	
0.6476	0	0	0	0	0.4233785	0.05000001	0.423391	1.17916	
0.648	0	0	0	0	0.423391	0.05000001	0.423391	1.179385	
0.6484	0	0	0	0	0.423391	0.05000001	0.423391	1.17961	
0.6488	0	0	0	0	0.423391	0.05000001	0.423391	1.179834	
0.6492	0	0	0	0	0.423391	0.05000001	0.423391	1.180058	
0.6496	0	0	0	0	0.423391	0.05000001	0.4234031	1.180281	
0.65	0	0	0	0	0.4234031	0.05000001	0.4234031	1.180504	
0.6504	0	0	0	0	0.4234031	0.05000001	0.4234031	1.180726	
0.6508	0	0	0	0	0.4234031	0.05000001	0.4234031	1.180948	
0.6512	0	0	0	0	0.4234031	0.05000001	0.4234031	1.181169	
0.6516	0	0	0	0	0.4234031	0.05000001	0.4234151	1.181389	
0.652	0	0	0	0	0.4234151	0.05000001	0.4234151	1.18161	
0.6524	0	0	0	0	0.4234151	0.05000001	0.4234151	1.181829	
0.6528	0	0	0	0	0.4234151	0.05000001	0.4234151	1.182048	
0.6532	0	0	0	0	0.4234151	0.05000001	0.4234151	1.182267	
0.6536	0	0	0	0	0.4234151	0.05000001	0.4234268	1.182485	
0.654	0	0	0	0	0.4234268	0.05000001	0.4234268	1.182703	
0.6544	0	0	0	0	0.4234268	0.05000001	0.4234268	1.18292	
0.6548	0	0	0	0	0.4234268	0.05000001	0.4234268	1.183137	
0.6552	0	0	0	0	0.4234268	0.05000001	0.4234268	1.183353	
0.6556	0	0	0	0	0.4234268	0.05000001	0.4234383	1.183569	
0.656	0	0	0	0	0.4234383	0.05000001	0.4234383	1.183784	
0.6564	0	0	0	0	0.4234383	0.05000001	0.4234383	1.183999	
0.6568	0	0	0	0	0.4234383	0.05000001	0.4234383	1.184213	
0.6572	0	0	0	0	0.4234383	0.05000001	0.4234383	1.184427	
0.6576	0	0	0	0	0.4234383	0.05000001	0.4234495	1.18464	
0.658	0	0	0	0	0.4234495	0.05000001	0.4234495	1.184853	
0.6584	0	0	0	0	0.4234495	0.05000001	0.4234495	1.185065	
0.6588	0	0	0	0	0.4234495	0.05000001	0.4234495	1.185277	
0.6592	0	0	0	0	0.4234495	0.05000001	0.4234495	1.185488	
0.6596	0	0	0	0	0.4234495	0.05000001	0.4234605	1.185699	
0.66	0	0	0	0	0.4234605	0.05000001	0.4234605	1.185909	
0.6604	0	0	0	0	0.4234605	0.05000001	0.4234605	1.186119	
0.6608	0	0	0	0	0.4234605	0.05000001	0.4234605	1.186329	
0.6612	0	0	0	0	0.4234605	0.05000001	0.4234605	1.186538	
0.6616	0	0	0	0	0.4234605	0.05000001	0.4234713	1.186746	
0.662	0	0	0	0	0.4234713	0.05000001	0.4234713	1.186954	
0.6624	0	0	0	0	0.4234713	0.05000001	0.4234713	1.187162	
0.6628	0	0	0	0	0.4234713	0.05000001	0.4234713	1.187369	
0.6632	0	0	0	0	0.4234713	0.05000001	0.4234713	1.187575	
0.6636	0	0	0	0	0.4234713	0.05000001	0.4234819	1.187781	
0.664	0	0	0	0	0.4234819	0.05000001	0.4234819	1.187987	
0.6644	0	0	0	0	0.4234819	0.05000001	0.4234819	1.188192	
0.6648	0	0	0	0	0.4234819	0.05000001	0.4234819	1.188397	
0.6652	0	0	0	0	0.4234819	0.05000001	0.4234819	1.188601	
0.6656	0	0	0	0	0.4234819	0.05000001	0.4234923	1.188805	
0.666	0	0	0	0	0.4234923	0.05000001	0.4234923	1.189008	
0.6664	0	0	0	0	0.4234923	0.05000001	0.4234923	1.189211	
0.6668	0	0	0	0	0.4234923	0.05000001	0.4234923	1.189414	
0.6672	0	0	0	0	0.4234923	0.05000001	0.4234923	1.189615	
0.6676	0	0	0	0	0.4234923	0.05000001	0.4235024	1.189817	
0.668	0	0	0	0	0.4235024	0.05000001	0.4235024	1.190018	
0.6684	0	0	0	0	0.4235024	0.05000001	0.4235024	1.190218	
0.6688	0	0	0	0	0.4235024	0.05000001	0.4235024	1.190419	
0.6692	0	0	0	0	0.4235024	0.05000001	0.4235024	1.190618	
0.6696	0	0	0	0	0.4235024	0.05000001	0.4235124	1.190817	
0.67	0	0	0	0	0.4235124	0.05000001	0.4235124	1.191016	
0.6704	0	0	0	0	0.4235124	0.05000001	0.4235124	1.191214	
0.6708	0	0	0	0	0.4235124	0.05000001	0.4235124	1.191412	
0.6712	0	0	0	0	0.4235124	0.05000001	0.4235124	1.19161	
0.6716	0	0	0	0	0.4235124	0.05000001	0.4235221	1.191806	
0.672	0	0	0	0	0.4235221	0.05000001	0.4235221	1.192003	
0.6724	0	0	0	0	0.4235221	0.05000001	0.4235221	1.192199	
0.6728	0	0	0	0	0.4235221	0.05000001	0.4235221	1.192394	
0.6732	0	0	0	0	0.4235221	0.05000001	0.4235221	1.19259	
0.6736	0	0	0	0	0.4235221	0.05000001	0.4235317	1.192784	
0.674	0	0	0	0	0.4235317	0.05000001	0.4235317	1.192979	
0.6744	0	0	0	0	0.4235317	0.05000001	0.4235317	1.193172	
0.6748	0	0	0	0	0.4235317	0.05000001	0.4235317	1.193366	
0.6752	0	0	0	0	0.4235317	0.05000001	0.4235317	1.193559	
0.6756	0	0	0	0	0.4235317	0.05000001	0.4235411	1.193751	
0.676	0	0	0	0	0.4235411	0.05000001	0.4235411	1.193943	
0.6764	0	0	0	0	0.4235411	0.05000001	0.4235411	1.194135	
0.6768	0	0	0	0	0.4235411	0.05000001	0.4235411	1.194326	
0.6772	0	0	0	0	0.4235411	0.05000001	0.4235411	1.194517	
0.6776	0	0	0	0	0.4235411	0.05000001	0.4235502	1.194707	
0.678	0	0	0	0	0.4235502	0.05000001	0.4235502	1.194897	
0.6784	0	0	0	0	0.4235502	0.05000001	0.4235502	1.195086	
0.6788	0	0	0	0	0.4235502	0.05000001	0.4235502	1.195275	
0.6792	0	0	0	0	0.4235502	0.05000001	0.4235502	1.195463	
0.6796	0	0	0	0	0.4235502	0.05000001	0.4235592	1.195651	
0.68	0	0	0	0	0.4235592	0.05000001	0.4235592	1.195839	
0.6804	0	0	0	0	0.4235592	0.05000001	0.4235592	1.196026	
0.6808	0	0	0	0	0.4235592	0.05000001	0.4235592	1.196213	
0.6812	0	0	0	0	0.4235592	0.05000001	0.4235592	1.196399	
0.6816	0	0	0	0	0.4235592	0.05000001	0.423568	1.196585	
0.682	0	0	0	0	0.423568	0.05000001	0.423568	1.196771	
0.6824	0	0	0	0	0.423568	0.05000001	0.423568	1.196956	
0.6828	0	0	0	0	0.423568	0.05000001	0.423568	1.197141	
0.6832	0	0	0	0	0.423568	0.05000001	0.423568	1.197325	
0.6836	0	0	0	0	0.423568	0.05000001	0.4235767	1.197509	
0.684	0	0	0	0	0.4235767	0.05000001	0.4235767	1.197692	
0.6844	0	0	0	0	0.4235767	0.05000001	0.4235767	1.197875	
0.6848	0	0	0	0	0.4235767	0.05000001	0.4235767	1.198058	
0.6852	0	0	0	0	0.4235767	0.05000001	0.4235767	1.19824	
0.6856	0	0	0	0	0.4235767	0.05000001	0.4235851	1.198422	
0.686	0	0	0	0	0.4235851	0.05000001	0.4235851	1.198603	
0.6864	0	0	0	0	0.4235851	0.05000001	0.4235851	1.198784	
0.6868	0	0	0	0	0.4235851	0.05000001	0.4235851	1.198964	
0.6872	0	0	0	0	0.4235851	0.05000001	0.4235851	1.199144	
0.6876	0	0	0	0	0.4235851	0.05000001	0.4235935	1.199324	
0.688	0	0	0	0	0.4235935	0.05000001	0.4235935	1.199503	
0.6884	0	0	0	0	0.4235935	0.05000001	0.4235935	1.199682	
0.6888	0	0	0	0	0.4235935	0.05000001	0.4235935	1.19986	
0.6892	0	0	0	0	0.4235935	0.05000001	0.4235935	1.200038	
0.6896	0	0	0	0	0.4235935	0.05000001	0.4236016	1.200216	
0.69	0	0	0	0	0.4236016	0.05000001	0.4236016	1.200393	
0.6904	0	0	0	0	0.4236016	0.05000001	0.4236016	1.20057	
0.6908	0	0	0	0	0.4236016	0.05000001	0.4236016	1.200746	
0.6912	0	0	0	0	0.4236016	0.05000001	0.4236016	1.200922	
0.6916	0	0	0	0	0.4236016	0.05000001	0.4236096	1.201098	
0.692	0	0	0	0	0.4236096	0.05000001	0.4236096	1.201273	
0.6924	0	0	0	0	0.4236096	0.05000001	0.4236096	1.201448	
0.6928	0	0	0	0	0.4236096	0.05000001	0.4236096	1.201622	
0.6932	0	0	0	0	0.4236096	0.05000001	0.4236096	1.201796	
0.6936	0	0	0	0	0.4236096	0.05000001	0.4236174	1.201969	
0.694	0	0	0	0	0.4236174	0.05000001	0.4236174	1.202142	
