Time	FF_1	FF_2	Vm_2	Vm_1	Ie_1	Ii_2	
0	0	0	-0.07	0	0	0	
0.002	0	0	-0.072	0	0	-1E-09	
0.004	0	0	-0.0736	0	0	-1E-09	
0.006	0	0	-0.07488	0	0	-1E-09	
0.008	0	0	-0.075904	0	0	-1E-09	
0.01	0	0	-0.0767232	0	0	-1E-09	
0.012	0	0	-0.07737856	0	0	-1E-09	
0.014	0	0	-0.07790285	0	0	-1E-09	
0.016	0	0	-0.07832228	0	0	-1E-09	
0.018	0	0	-0.07865782	0	0	-1E-09	
0.02	0	0	-0.07892626	0	0	-1E-09	
0.022	0	0	-0.07914101	0	0	-1E-09	
0.024	0	0	-0.0793128	0	0	-1E-09	
0.026	0	0	-0.07945024	0	0	-1E-09	
0.028	0	0	-0.0795602	0	0	-1E-09	
0.03	0	0	-0.07964815	0	0	-1E-09	
0.032	0	0	-0.07971852	0	0	-1E-09	
0.034	0	0	-0.07977482	0	0	-1E-09	
0.036	0	0	-0.07981986	0	0	-1E-09	
0.038	0	0	-0.07985588	0	0	-1E-09	
0.04	0	0	-0.07988471	0	0	-1E-09	
0.042	0	0	-0.07990777	0	0	-1E-09	
0.044	0	0	-0.07992622	0	0	-1E-09	
0.046	0	0	-0.07994097	0	0	-1E-09	
0.048	0	0	-0.07995278	0	0	-1E-09	
0.05	0	0	-0.07996222	0	0	-1E-09	
0.052	0	0	-0.07996978	0	0	-1E-09	
0.054	0	0	-0.07997582	0	0	-1E-09	
0.056	0	0	-0.07998066	0	0	-1E-09	
0.058	0	0	-0.07998452	0	0	-1E-09	
0.06	0	0	-0.07998762	0	0	-1E-09	
0.062	0	0	-0.0799901	0	0	-1E-09	
0.064	0	0	-0.07999208	0	0	-1E-09	
0.066	0	0	-0.07999367	0	0	-1E-09	
0.068	0	0	-0.07999493	0	0	-1E-09	
0.07	0	0	-0.07999595	0	0	-1E-09	
0.072	0	0	-0.07999676	0	0	-1E-09	
0.074	0	0	-0.07999741	0	0	-1E-09	
0.07600001	0	0	-0.07999793	0	0	-1E-09	
0.078	0	0	-0.07999834	0	0	-1E-09	
0.08000001	0	0	-0.07999867	0	0	-1E-09	
0.082	0	0	-0.07999894	0	0	-1E-09	
0.08400001	0	0	-0.07999915	0	0	-1E-09	
0.086	0	0	-0.07999932	0	0	-1E-09	
0.08800001	0	0	-0.07999945	0	0	-1E-09	
0.09	0	0	-0.07999957	0	0	-1E-09	
0.09200001	0	0	-0.07999965	0	0	-1E-09	
0.094	0	0	-0.07999972	0	0	-1E-09	
0.096	0	0	-0.07999977	0	0	-1E-09	
0.098	0	0	-0.07999982	0	0	-1E-09	
0.1	0	0	-0.07999986	0	-4E-09	-1E-09	
0.102	0	0	-0.07999989	-0.008	-4E-09	-1E-09	
0.104	0	0	-0.07999991	-0.0144	-4E-09	-1E-09	
0.106	0	0	-0.07999992	-0.01952	-4E-09	-1E-09	
