Time	2	Acceleration	Damping	Length	Tension	Velocity	
1.539	0	1.517534	4.155082	4.155082	4.155082	-3.148216	
1.54	0	1.549005	4.15823	4.15823	4.15823	-3.146667	
1.541	0	1.580477	4.161377	4.161377	4.161377	-3.145086	
1.542	0	1.611948	4.164522	4.164522	4.164522	-3.143474	
1.543	0	1.643419	4.167665	4.167665	4.167665	-3.141831	
1.544	0	1.674652	4.170807	4.170807	4.170807	-3.140156	
1.545	0	1.706123	4.173947	4.173947	4.173947	-3.13845	
1.546	0	1.737594	4.177086	4.177086	4.177086	-3.136712	
1.547	0	1.769066	4.180223	4.180223	4.180223	-3.134943	
1.548	0	1.800299	4.183358	4.183358	4.183358	-3.133143	
1.549	0	1.83177	4.186491	4.186491	4.186491	-3.131311	
1.55	0	1.863003	4.189622	4.189622	4.189622	-3.129448	
1.551	0	1.894235	4.192751	4.192751	4.192751	-3.127554	
1.552	0	1.925707	4.195879	4.195879	4.195879	-3.125628	
1.553	0	1.95694	4.199005	4.199005	4.199005	-3.123671	
1.554	0	1.988172	4.202128	4.202128	4.202128	-3.121683	
1.555	0	2.019405	4.20525	4.20525	4.20525	-3.119664	
1.556	0	2.050638	4.20837	4.20837	4.20837	-3.117613	
1.557	0	2.081871	4.211487	4.211487	4.211487	-3.115531	
1.558	0	2.112865	4.214603	4.214603	4.214603	-3.113418	
1.559	0	2.144098	4.217716	4.217716	4.217716	-3.111274	
1.56	0	2.175331	4.220828	4.220828	4.220828	-3.109099	
1.561	0	2.206326	4.223937	4.223937	4.223937	-3.106893	
1.562	0	2.237558	4.227044	4.227044	4.227044	-3.104655	
1.563	0	2.268553	4.230148	4.230148	4.230148	-3.102386	
1.564	0	2.299547	4.233251	4.233251	4.233251	-3.100087	
1.565	0	2.330542	4.236351	4.236351	4.236351	-3.097756	
1.566	0	2.361536	4.239449	4.239449	4.239449	-3.095395	
1.567	0	2.39253	4.242544	4.242544	4.242544	-3.093002	
1.568	0	2.423525	4.245637	4.245637	4.245637	-3.090579	
1.569	0	2.454519	4.248727	4.248727	4.248727	-3.088124	
1.57	0	2.485275	4.251815	4.251815	4.251815	-3.085639	
1.571	0	2.516269	4.254901	4.254901	4.254901	-3.083123	
1.572	0	2.547025	4.257984	4.257984	4.257984	-3.080576	
1.573	0	2.57802	4.261065	4.261065	4.261065	-3.077998	
1.574	0	2.608776	4.264143	4.264143	4.264143	-3.075389	
1.575	0	2.639532	4.267218	4.267218	4.267218	-3.072749	
1.576	0	2.670288	4.270291	4.270291	4.270291	-3.070079	
1.577	0	2.701044	4.273361	4.273361	4.273361	-3.067378	
1.578	0	2.7318	4.276428	4.276428	4.276428	-3.064646	
1.579	0	2.762317	4.279493	4.279493	4.279493	-3.061884	
1.58	0	2.793073	4.282555	4.282555	4.282555	-3.059091	
1.581	0	2.823591	4.285614	4.285614	4.285614	-3.056267	
1.582	0	2.854347	4.28867	4.28867	4.28867	-3.053413	
1.583	0	2.884865	4.291724	4.291724	4.291724	-3.050528	
1.584	0	2.915382	4.294774	4.294774	4.294774	-3.047613	
1.585	0	2.9459	4.297822	4.297822	4.297822	-3.044667	
1.586	0	2.976417	4.300866	4.300866	4.300866	-3.04169	
1.587	0	3.006696	4.303908	4.303908	4.303908	-3.038684	
1.588	0	3.037214	4.306947	4.306947	4.306947	-3.035646	
1.589	0	3.067493	4.309982	4.309982	4.309982	-3.032579	
1.59	0	3.098011	4.313015	4.313015	4.313015	-3.029481	
1.591	0	3.12829	4.316044	4.316044	4.316044	-3.026353	
1.592	0	3.158569	4.319071	4.319071	4.319071	-3.023194	
1.593	0	3.188848	4.322094	4.322094	4.322094	-3.020005	
1.594	0	3.219127	4.325114	4.325114	4.325114	-3.016786	
1.595	0	3.249168	4.328131	4.328131	4.328131	-3.013537	
1.596	0	3.279447	4.331144	4.331144	4.331144	-3.010257	
1.597	0	3.309488	4.334155	4.334155	4.334155	-3.006948	
1.598	0	3.339529	4.337162	4.337162	4.337162	-3.003608	
1.599	0	3.369808	4.340165	4.340165	4.340165	-3.000239	
1.6	0	3.399849	4.343165	4.343165	4.343165	-2.996839	
1.601	0	3.429651	4.346162	4.346162	4.346162	-2.993409	
1.602	0	3.459692	4.349155	4.349155	4.349155	-2.989949	
1.603	0	3.489733	4.352146	4.352146	4.352146	-2.98646	
1.604	0	3.519535	4.355132	4.355132	4.355132	-2.98294	
1.605	0	3.549337	4.358115	4.358115	4.358115	-2.979391	
1.606	0	3.579139	4.361094	4.361094	4.361094	-2.975812	
1.607	0	3.608942	4.36407	4.36407	4.36407	-2.972203	
1.608	0	3.638744	4.367043	4.367043	4.367043	-2.968564	
1.609	0	3.668546	4.370011	4.370011	4.370011	-2.964895	
1.61	0	3.69811	4.372976	4.372976	4.372976	-2.961197	
1.611	0	3.727913	4.375937	4.375937	4.375937	-2.957469	
1.612	0	3.757477	4.378894	4.378894	4.378894	-2.953712	
1.613	0	3.78704	4.381848	4.381848	4.381848	-2.949925	
1.614	0	3.816604	4.384798	4.384798	4.384798	-2.946108	
1.615	0	3.846168	4.387744	4.387744	4.387744	-2.942262	
1.616	0	3.875494	4.390687	4.390687	4.390687	-2.938387	
1.617	0	3.905058	4.393625	4.393625	4.393625	-2.934482	
1.618	0	3.934383	4.396559	4.396559	4.396559	-2.930547	
1.619	0	3.963709	4.39949	4.39949	4.39949	-2.926584	
1.62	0	3.993034	4.402417	4.402417	4.402417	-2.92259	
1.621	0	4.02236	4.405339	4.405339	4.405339	-2.918568	
1.622	0	4.051447	4.408257	4.408257	4.408257	-2.914517	
1.623	0	4.080772	4.411172	4.411172	4.411172	-2.910436	
1.624	0	4.109859	4.414083	4.414083	4.414083	-2.906326	
1.625	0	4.138947	4.416989	4.416989	4.416989	-2.902187	
1.626	0	4.168034	4.419891	4.419891	4.419891	-2.898019	
1.627	0	4.197121	4.422789	4.422789	4.422789	-2.893822	
1.628	0	4.225969	4.425683	4.425683	4.425683	-2.889596	
1.629	0	4.254818	4.428573	4.428573	4.428573	-2.885341	
1.63	0	4.283905	4.431458	4.431458	4.431458	-2.881057	
1.631	0	4.312754	4.434339	4.434339	4.434339	-2.876745	
1.632	0	4.341364	4.437216	4.437216	4.437216	-2.872403	
1.633	0	4.370213	4.440088	4.440088	4.440088	-2.868033	
1.634	0	4.399061	4.442956	4.442956	4.442956	-2.863634	
1.635	0	4.427671	4.44582	4.44582	4.44582	-2.859206	
1.636	0	4.456282	4.448679	4.448679	4.448679	-2.85475	
1.637	0	4.484892	4.451534	4.451534	4.451534	-2.850265	
1.638	0	4.513502	4.454384	4.454384	4.454384	-2.845752	
1.639	0	4.541874	4.45723	4.45723	4.45723	-2.84121	
1.64	0	4.570484	4.460071	4.460071	4.460071	-2.836639	
1.641	0	4.598856	4.462908	4.462908	4.462908	-2.83204	
1.642	0	4.627228	4.46574	4.46574	4.46574	-2.827413	
1.643	0	4.6556	4.468567	4.468567	4.468567	-2.822757	
1.644	0	4.683733	4.47139	4.47139	4.47139	-2.818074	
1.645	0	4.712105	4.474208	4.474208	4.474208	-2.813362	
1.646	0	4.740238	4.477021	4.477021	4.477021	-2.808621	
1.647	0	4.768372	4.47983	4.47983	4.47983	-2.803853	
1.648	0	4.796505	4.482634	4.482634	4.482634	-2.799057	
1.649	0	4.8244	4.485433	4.485433	4.485433	-2.794232	
1.65	0	4.852533	4.488227	4.488227	4.488227	-2.78938	
1.651	0	4.880428	4.491016	4.491016	4.491016	-2.784499	
1.652	0	4.908323	4.493801	4.493801	4.493801	-2.779591	
1.653	0	4.936218	4.496581	4.496581	4.496581	-2.774655	
1.654	0	4.963875	4.499355	4.499355	4.499355	-2.769691	
1.655	0	4.991531	4.502125	4.502125	4.502125	-2.764699	
1.656	0	5.019426	4.504889	4.504889	4.504889	-2.75968	
1.657	0	5.047082	4.507649	4.507649	4.507649	-2.754633	
1.658	0	5.074501	4.510404	4.510404	4.510404	-2.749558	
1.659	0	5.102157	4.513154	4.513154	4.513154	-2.744456	
1.66	0	5.129575	4.515898	4.515898	4.515898	-2.739326	
1.661	0	5.156993	4.518637	4.518637	4.518637	-2.734169	
1.662	0	5.184412	4.521371	4.521371	4.521371	-2.728985	
1.663	0	5.21183	4.5241	4.5241	4.5241	-2.723773	
1.664	0	5.239009	4.526824	4.526824	4.526824	-2.718534	
1.665	0	5.266428	4.529543	4.529543	4.529543	-2.713268	
1.666	0	5.293607	4.532256	4.532256	4.532256	-2.707974	
1.667	0	5.320549	4.534964	4.534964	4.534964	-2.702654	
1.668	0	5.347728	4.537667	4.537667	4.537667	-2.697306	
1.669	0	5.37467	4.540364	4.540364	4.540364	-2.691931	
1.67	0	5.401849	4.543056	4.543056	4.543056	-2.686529	
1.671	0	5.428552	4.545743	4.545743	4.545743	-2.681101	
1.672	0	5.455493	4.548424	4.548424	4.548424	-2.675645	
1.673	0	5.482435	4.551099	4.551099	4.551099	-2.670163	
1.674	0	5.509138	4.553769	4.553769	4.553769	-2.664654	
1.675	0	5.535841	4.556434	4.556434	4.556434	-2.659118	
1.676	0	5.562543	4.559093	4.559093	4.559093	-2.653555	
1.677	0	5.589008	4.561747	4.561747	4.561747	-2.647966	
1.678	0	5.615472	4.564394	4.564394	4.564394	-2.642351	
1.679	0	5.641937	4.567037	4.567037	4.567037	-2.636709	
1.68	0	5.668401	4.569674	4.569674	4.569674	-2.631041	
1.681	0	5.694866	4.572305	4.572305	4.572305	-2.625346	
1.682	0	5.721092	4.57493	4.57493	4.57493	-2.619625	
1.683	0	5.747318	4.57755	4.57755	4.57755	-2.613877	
1.684	0	5.773544	4.580163	4.580163	4.580163	-2.608104	
1.685	0	5.79977	4.582772	4.582772	4.582772	-2.602304	
1.686	0	5.825758	4.585374	4.585374	4.585374	-2.596478	
1.687	0	5.851745	4.58797	4.58797	4.58797	-2.590626	
1.688	0	5.877733	4.590561	4.590561	4.590561	-2.584749	
1.689	0	5.90372	4.593146	4.593146	4.593146	-2.578845	
1.69	0	5.92947	4.595725	4.595725	4.595725	-2.572916	
1.691	0	5.955457	4.598298	4.598298	4.598298	-2.56696	
1.692	0	5.980968	4.600864	4.600864	4.600864	-2.560979	
1.693	0	6.006717	4.603426	4.603426	4.603426	-2.554972	
1.694	0	6.032466	4.60598	4.60598	4.60598	-2.54894	
1.695	0	6.057977	4.60853	4.60853	4.60853	-2.542882	
1.696	0	6.083488	4.611073	4.611073	4.611073	-2.536798	
1.697	0	6.10876	4.613609	4.613609	4.613609	-2.53069	
1.698	0	6.134271	4.61614	4.61614	4.61614	-2.524555	
1.699	0	6.159544	4.618664	4.618664	4.618664	-2.518396	
1.7	0	6.184816	4.621183	4.621183	4.621183	-2.512211	
1.701	0	6.20985	4.623695	4.623695	4.623695	-2.506001	
1.702	0	6.235122	4.626201	4.626201	4.626201	-2.499766	
1.703	0	6.260156	4.628701	4.628701	4.628701	-2.493506	
1.704	0	6.28519	4.631194	4.631194	4.631194	-2.487221	
1.705	0	6.309986	4.633681	4.633681	4.633681	-2.480911	
1.706	0	6.33502	4.636162	4.636162	4.636162	-2.474576	
1.707	0	6.359815	4.638637	4.638637	4.638637	-2.468216	
1.708	0	6.384372	4.641105	4.641105	4.641105	-2.461832	
1.709	0	6.409168	4.643567	4.643567	4.643567	-2.455422	
1.71	0	6.433725	4.646022	4.646022	4.646022	-2.448989	
1.711	0	6.458282	4.648471	4.648471	4.648471	-2.44253	
1.712	0	6.482839	4.650914	4.650914	4.650914	-2.436048	
1.713	0	6.507158	4.65335	4.65335	4.65335	-2.42954	
1.714	0	6.531476	4.655779	4.655779	4.655779	-2.423009	
1.715	0	6.555795	4.658203	4.658203	4.658203	-2.416453	
1.716	0	6.580114	4.660619	4.660619	4.660619	-2.409873	
1.717	0	6.604194	4.663029	4.663029	4.663029	-2.403269	
1.718	0	6.628274	4.665432	4.665432	4.665432	-2.396641	
1.719	0	6.652355	4.667829	4.667829	4.667829	-2.389988	
1.72	0	6.676435	4.670219	4.670219	4.670219	-2.383312	
1.721	0	6.700277	4.672602	4.672602	4.672602	-2.376611	
1.722	0	6.724119	4.674979	4.674979	4.674979	-2.369887	
1.723	0	6.747961	4.677349	4.677349	4.677349	-2.363139	
1.724	0	6.771564	4.679712	4.679712	4.679712	-2.356368	
1.725	0	6.795167	4.682068	4.682068	4.682068	-2.349573	
1.726	0	6.818771	4.684418	4.684418	4.684418	-2.342754	
1.727	0	6.842374	4.68676	4.68676	4.68676	-2.335912	
1.728	0	6.865739	4.689096	4.689096	4.689096	-2.329046	
1.729	0	6.889104	4.691425	4.691425	4.691425	-2.322157	
1.73	0	6.912231	4.693748	4.693748	4.693748	-2.315244	
1.731	0	6.935596	4.696063	4.696063	4.696063	-2.308309	
1.732	0	6.958723	4.698371	4.698371	4.698371	-2.30135	
1.733	0	6.981849	4.700673	4.700673	4.700673	-2.294368	
1.734	0	7.004737	4.702967	4.702967	4.702967	-2.287364	
1.735	0	7.027864	4.705254	4.705254	4.705254	-2.280336	
1.736	0	7.050752	4.707535	4.707535	4.707535	-2.273285	
1.737	0	7.073402	4.709808	4.709808	4.709808	-2.266212	
1.738	0	7.09629	4.712074	4.712074	4.712074	-2.259115	
1.739	0	7.11894	4.714333	4.714333	4.714333	-2.251996	
1.74	0	7.141351	4.716585	4.716585	4.716585	-2.244855	
1.741	0	7.164001	4.71883	4.71883	4.71883	-2.237691	
1.742	0	7.186412	4.721067	4.721067	4.721067	-2.230505	
1.743	0	7.208824	4.723298	4.723298	4.723298	-2.223296	
1.744	0	7.230997	4.725522	4.725522	4.725522	-2.216065	
1.745	0	7.253408	4.727737	4.727737	4.727737	-2.208811	
1.746	0	7.275581	4.729946	4.729946	4.729946	-2.201536	
1.747	0	7.297515	4.732148	4.732148	4.732148	-2.194238	
1.748	0	7.319688	4.734342	4.734342	4.734342	-2.186918	
1.749	0	7.341623	4.736529	4.736529	4.736529	-2.179577	
1.75	0	7.363319	4.738708	4.738708	4.738708	-2.172214	
1.751	0	7.385253	4.740881	4.740881	4.740881	-2.164828	
1.752	0	7.40695	4.743046	4.743046	4.743046	-2.157421	
1.753	0	7.428646	4.745203	4.745203	4.745203	-2.149993	
1.754	0	7.450103	4.747353	4.747353	4.747353	-2.142543	
1.755	0	7.471561	4.749496	4.749496	4.749496	-2.135071	
1.756	0	7.493019	4.751631	4.751631	4.751631	-2.127578	
1.757	0	7.514476	4.753758	4.753758	4.753758	-2.120064	
1.758	0	7.535696	4.755878	4.755878	4.755878	-2.112528	
1.759	0	7.556915	4.757991	4.757991	4.757991	-2.104971	
1.76	0	7.577896	4.760096	4.760096	4.760096	-2.097393	
1.761	0	7.599115	4.762193	4.762193	4.762193	-2.089794	
1.762	0	7.620096	4.764283	4.764283	4.764283	-2.082174	
1.763	0	7.640838	4.766365	4.766365	4.766365	-2.074533	
1.764	0	7.661819	4.76844	4.76844	4.76844	-2.066871	
1.765	0	7.682561	4.770506	4.770506	4.770506	-2.059189	
1.766	0	7.703065	4.772566	4.772566	4.772566	-2.051486	
1.767	0	7.723808	4.774617	4.774617	4.774617	-2.043762	
1.768	0	7.744312	4.776661	4.776661	4.776661	-2.036017	
1.769	0	7.764816	4.778697	4.778697	4.778697	-2.028253	
1.77	0	7.785081	4.780725	4.780725	4.780725	-2.020468	
1.771	0	7.805347	4.782746	4.782746	4.782746	-2.012662	
1.772	0	7.825613	4.784759	4.784759	4.784759	-2.004837	
1.773	0	7.84564	4.786763	4.786763	4.786763	-1.996991	
1.774	0	7.865548	4.78876	4.78876	4.78876	-1.989125	
1.775	0	7.885575	4.79075	4.79075	4.79075	-1.98124	
1.776	0	7.905483	4.79273	4.79273	4.79273	-1.973334	
1.777	0	7.925272	4.794704	4.794704	4.794704	-1.965409	
1.778	0	7.94506	4.796669	4.796669	4.796669	-1.957464	
1.779	0	7.964611	4.798627	4.798627	4.798627	-1.949499	
1.78	0	7.98428	4.800576	4.800576	4.800576	-1.941515	
1.781	0	8.003712	4.802518	4.802518	4.802518	-1.933511	
1.782	0	8.023143	4.804451	4.804451	4.804451	-1.925488	
1.783	0	8.042455	4.806377	4.806377	4.806377	-1.917446	
1.784	0	8.061767	4.808294	4.808294	4.808294	-1.909384	
1.785	0	8.080959	4.810204	4.810204	4.810204	-1.901303	
1.786	0	8.100033	4.812105	4.812105	4.812105	-1.893203	
1.787	0	8.118987	4.813998	4.813998	4.813998	-1.885084	
1.788	0	8.137941	4.815883	4.815883	4.815883	-1.876946	
1.789	0	8.156776	4.81776	4.81776	4.81776	-1.868789	
1.79	0	8.175611	4.819629	4.819629	4.819629	-1.860614	
1.791	0	8.194208	4.821489	4.821489	4.821489	-1.852419	
1.792	0	8.212924	4.823342	4.823342	4.823342	-1.844207	
1.793	0	8.231401	4.825186	4.825186	4.825186	-1.835975	
1.794	0	8.249879	4.827022	4.827022	4.827022	-1.827725	
1.795	0	8.268237	4.82885	4.82885	4.82885	-1.819457	
1.796	0	8.286476	4.830669	4.830669	4.830669	-1.811171	
1.797	0	8.304715	4.83248	4.83248	4.83248	-1.802866	
1.798	0	8.322835	4.834283	4.834283	4.834283	-1.794543	
1.799	0	8.340836	4.836078	4.836078	4.836078	-1.786202	
1.8	0	8.358717	4.837864	4.837864	4.837864	-1.777843	
1.801	0	8.376598	4.839642	4.839642	4.839642	-1.769467	
1.802	0	8.394361	4.841412	4.841412	4.841412	-1.761073	
1.803	0	8.412123	4.843173	4.843173	4.843173	-1.75266	
1.804	0	8.429646	4.844925	4.844925	4.844925	-1.744231	
1.805	0	8.44717	4.846669	4.846669	4.846669	-1.735784	
1.806	0	8.464694	4.848405	4.848405	4.848405	-1.727319	
1.807	0	8.481979	4.850132	4.850132	4.850132	-1.718837	
1.808	0	8.499265	4.851851	4.851851	4.851851	-1.710338	
1.809	0	8.516431	4.853562	4.853562	4.853562	-1.701821	
1.81	0	8.533597	4.855264	4.855264	4.855264	-1.693288	
1.811	0	8.550644	4.856957	4.856957	4.856957	-1.684737	
1.812	0	8.567572	4.858642	4.858642	4.858642	-1.676169	
1.813	0	8.58438	4.860318	4.860318	4.860318	-1.667585	
1.814	0	8.601189	4.861985	4.861985	4.861985	-1.658984	
1.815	0	8.617878	4.863644	4.863644	4.863644	-1.650366	
1.816	0	8.634448	4.865294	4.865294	4.865294	-1.641732	
1.817	0	8.650899	4.866936	4.866936	4.866936	-1.633081	
1.818	0	8.66735	4.868569	4.868569	4.868569	-1.624413	
1.819	0	8.683681	4.870194	4.870194	4.870194	-1.61573	
1.82	0	8.699894	4.871809	4.871809	4.871809	-1.60703	
1.821	0	8.716106	4.873417	4.873417	4.873417	-1.598314	
1.822	0	8.7322	4.875015	4.875015	4.875015	-1.589581	
1.823	0	8.748174	4.876605	4.876605	4.876605	-1.580833	
1.824	0	8.764029	4.878185	4.878185	4.878185	-1.572069	
1.825	0	8.779883	4.879757	4.879757	4.879757	-1.563289	
1.826	0	8.7955	4.881321	4.881321	4.881321	-1.554494	
1.827	0	8.811235	4.882875	4.882875	4.882875	-1.545683	
1.828	0	8.826733	4.884421	4.884421	4.884421	-1.536856	
1.829	0	8.84223	4.885958	4.885958	4.885958	-1.528014	
1.83	0	8.857608	4.887486	4.887486	4.887486	-1.519156	
1.831	0	8.872867	4.889005	4.889005	4.889005	-1.510283	
1.832	0	8.888006	4.890515	4.890515	4.890515	-1.501395	
1.833	0	8.903146	4.892016	4.892016	4.892016	-1.492492	
1.834	0	8.918166	4.893509	4.893509	4.893509	-1.483574	
1.835	0	8.933067	4.894993	4.894993	4.894993	-1.474641	
1.836	0	8.947849	4.896467	4.896467	4.896467	-1.465693	
1.837	0	8.962631	4.897933	4.897933	4.897933	-1.45673	
1.838	0	8.977294	4.89939	4.89939	4.89939	-1.447753	
1.839	0	8.991838	4.900837	4.900837	4.900837	-1.438761	
1.84	0	9.006381	4.902277	4.902277	4.902277	-1.429755	
1.841	0	9.020686	4.903706	4.903706	4.903706	-1.420734	
1.842	0	9.034991	4.905127	4.905127	4.905127	-1.411699	
1.843	0	9.049296	4.906538	4.906538	4.906538	-1.40265	
1.844	0	9.063363	4.907941	4.907941	4.907941	-1.393586	
1.845	0	9.07743	4.909335	4.909335	4.909335	-1.384509	
1.846	0	9.091377	4.910719	4.910719	4.910719	-1.375418	
1.847	0	9.105206	4.912095	4.912095	4.912095	-1.366312	
1.848	0	9.118915	4.913461	4.913461	4.913461	-1.357193	
1.849	0	9.132624	4.914818	4.914818	4.914818	-1.348061	
1.85	0	9.146214	4.916166	4.916166	4.916166	-1.338915	
1.851	0	9.159684	4.917505	4.917505	4.917505	-1.329755	
1.852	0	9.173036	4.918835	4.918835	4.918835	-1.320582	
1.853	0	9.186268	4.920156	4.920156	4.920156	-1.311396	
1.854	0	9.1995	4.921467	4.921467	4.921467	-1.302196	
1.855	0	9.212613	4.922769	4.922769	4.922769	-1.292984	
1.856	0	9.225607	4.924062	4.924062	4.924062	-1.283758	
1.857	0	9.238601	4.925346	4.925346	4.925346	-1.274519	
1.858	0	9.251475	4.92662	4.92662	4.92662	-1.265268	
1.859	0	9.264231	4.927886	4.927886	4.927886	-1.256004	
1.86	0	9.276867	4.929142	4.929142	4.929142	-1.246727	
1.861	0	9.289384	4.930388	4.930388	4.930388	-1.237437	
1.862	0	9.301901	4.931626	4.931626	4.931626	-1.228135	
1.863	0	9.314179	4.932854	4.932854	4.932854	-1.218821	
1.864	0	9.326458	4.934072	4.934072	4.934072	-1.209495	
1.865	0	9.338737	4.935282	4.935282	4.935282	-1.200156	
1.866	0	9.350777	4.936482	4.936482	4.936482	-1.190805	
1.867	0	9.362817	4.937673	4.937673	4.937673	-1.181442	
1.868	0	9.374738	4.938855	4.938855	4.938855	-1.172068	
1.869	0	9.386539	4.940027	4.940027	4.940027	-1.162681	
1.87	0	9.398222	4.941189	4.941189	4.941189	-1.153283	
1.871	0	9.409904	4.942343	4.942343	4.942343	-1.143873	
1.872	0	9.421349	4.943487	4.943487	4.943487	-1.134452	
1.873	0	9.432793	4.944621	4.944621	4.944621	-1.125019	
1.874	0	9.444237	4.945746	4.945746	4.945746	-1.115575	
1.875	0	9.455442	4.946862	4.946862	4.946862	-1.106119	
1.876	0	9.466648	4.947968	4.947968	4.947968	-1.096653	
1.877	0	9.477615	4.949064	4.949064	4.949064	-1.087175	
1.878	0	9.488583	4.950151	4.950151	4.950151	-1.077686	
1.879	0	9.499431	4.951229	4.951229	4.951229	-1.068187	
1.88	0	9.510279	4.952297	4.952297	4.952297	-1.058677	
1.881	0	9.520888	4.953356	4.953356	4.953356	-1.049156	
1.882	0	9.531498	4.954405	4.954405	4.954405	-1.039624	
1.883	0	9.541988	4.955445	4.955445	4.955445	-1.030082	
1.884	0	9.552479	4.956475	4.956475	4.956475	-1.02053	
1.885	0	9.562731	4.957495	4.957495	4.957495	-1.010967	
1.886	0	9.572983	4.958507	4.958507	4.958507	-1.001394	
1.887	0	9.583055	4.959508	4.959508	4.959508	-0.9918111	
1.888	0	9.593069	4.9605	4.9605	4.9605	-0.982218	
1.889	0	9.602963	4.961482	4.961482	4.961482	-0.9726151	
1.89	0	9.612799	4.962454	4.962454	4.962454	-0.9630023	
1.891	0	9.622514	4.963418	4.963418	4.963418	-0.9533798	
1.892	0	9.63217	4.964371	4.964371	4.964371	-0.9437476	
1.893	0	9.641706	4.965314	4.965314	4.965314	-0.9341059	
1.894	0	9.651124	4.966249	4.966249	4.966249	-0.9244547	
1.895	0	9.660482	4.967173	4.967173	4.967173	-0.9147943	
1.896	0	9.669721	4.968088	4.968088	4.968088	-0.9051245	
1.897	0	9.678841	4.968993	4.968993	4.968993	-0.8954457	
1.898	0	9.687901	4.969889	4.969889	4.969889	-0.8857578	
1.899	0	9.696841	4.970774	4.970774	4.970774	-0.876061	
1.9	0	9.705722	4.97165	4.97165	4.97165	-0.8663552	
1.901	0	9.714484	4.972517	4.972517	4.972517	-0.8566408	
1.902	0	9.723126	4.973373	4.973373	4.973373	-0.8469176	
1.903	0	9.731709	4.97422	4.97422	4.97422	-0.8371859	
1.904	0	9.740173	4.975058	4.975058	4.975058	-0.8274457	
1.905	0	9.748578	4.975885	4.975885	4.975885	-0.8176972	
1.906	0	9.756804	4.976703	4.976703	4.976703	-0.8079404	
1.907	0	9.765029	4.97751	4.97751	4.97751	-0.7981753	
1.908	0	9.773075	4.978309	4.978309	4.978309	-0.7884023	
1.909	0	9.781062	4.979097	4.979097	4.979097	-0.7786212	
1.91	0	9.78893	4.979876	4.979876	4.979876	-0.7688323	
1.911	0	9.796739	4.980645	4.980645	4.980645	-0.7590355	
1.912	0	9.804427	4.981403	4.981403	4.981403	-0.7492311	
1.913	0	9.811997	4.982153	4.982153	4.982153	-0.7394191	
1.914	0	9.819508	4.982892	4.982892	4.982892	-0.7295996	
1.915	0	9.826899	4.983622	4.983622	4.983622	-0.7197727	
1.916	0	9.83417	4.984342	4.984342	4.984342	-0.7099385	
1.917	0	9.841382	4.985052	4.985052	4.985052	-0.7000971	
1.918	0	9.848475	4.985752	4.985752	4.985752	-0.6902487	
1.919	0	9.855509	4.986442	4.986442	4.986442	-0.6803932	
1.92	0	9.862423	4.987122	4.987122	4.987122	-0.6705307	
1.921	0	9.869218	4.987793	4.987793	4.987793	-0.6606615	
1.922	0	9.875894	4.988453	4.988453	4.988453	-0.6507856	
1.923	0	9.882509	4.989104	4.989104	4.989104	-0.6409031	
1.924	0	9.889007	4.989745	4.989745	4.989745	-0.6310141	
1.925	0	9.895444	4.990376	4.990376	4.990376	-0.6211187	
1.926	0	9.901762	4.990997	4.990997	4.990997	-0.6112169	
1.927	0	9.907961	4.991609	4.991609	4.991609	-0.6013089	
1.928	0	9.914041	4.99221	4.99221	4.99221	-0.5913949	
1.929	0	9.92006	4.992801	4.992801	4.992801	-0.5814748	
1.93	0	9.925961	4.993382	4.993382	4.993382	-0.5715489	
1.931	0	9.931803	4.993954	4.993954	4.993954	-0.5616171	
1.932	0	9.937525	4.994516	4.994516	4.994516	-0.5516796	
1.933	0	9.943128	4.995068	4.995068	4.995068	-0.5417364	
1.934	0	9.94867	4.995609	4.995609	4.995609	-0.5317878	
1.935	0	9.954095	4.996141	4.996141	4.996141	-0.5218337	
1.936	0	9.959399	4.996663	4.996663	4.996663	-0.5118743	
1.937	0	9.964585	4.997175	4.997175	4.997175	-0.5019097	
1.938	0	9.969711	4.997677	4.997677	4.997677	-0.49194	
1.939	0	9.974777	4.998168	4.998168	4.998168	-0.4819652	
1.94	0	9.979694	4.998651	4.998651	4.998651	-0.4719855	
1.941	0	9.984523	4.999123	4.999123	4.999123	-0.462001	
1.942	0	9.989231	4.999585	4.999585	4.999585	-0.4520117	
1.943	0	9.993851	5.000037	5.000037	5.000037	-0.4420179	
1.944	0	9.998381	5.000479	5.000479	5.000479	-0.4320195	
1.945	0	10.00279	5.000911	5.000911	5.000911	-0.4220167	
1.946	0	10.00711	5.001333	5.001333	5.001333	-0.4120096	
1.947	0	10.01134	5.001745	5.001745	5.001745	-0.4019983	
1.948	0	10.01546	5.002147	5.002147	5.002147	-0.3919828	
1.949	0	10.01948	5.002539	5.002539	5.002539	-0.3819633	
1.95	0	10.02339	5.002921	5.002921	5.002921	-0.3719399	
1.951	0	10.0272	5.003293	5.003293	5.003293	-0.3619127	
1.952	0	10.03092	5.003654	5.003654	5.003654	-0.3518818	
1.953	0	10.03456	5.004006	5.004006	5.004006	-0.3418472	
1.954	0	10.03808	5.004348	5.004348	5.004348	-0.3318092	
1.955	0	10.04147	5.00468	5.00468	5.00468	-0.3217677	
1.956	0	10.04481	5.005002	5.005002	5.005002	-0.3117229	
1.957	0	10.04803	5.005313	5.005313	5.005313	-0.3016748	
1.958	0	10.05113	5.005615	5.005615	5.005615	-0.2916237	
1.959	0	10.05417	5.005907	5.005907	5.005907	-0.2815695	
